Running Update Time,Running Env Steps,Real Det Return,Running Forward KL,Reward Loss,Running Reverse KL,Real Sto Return,Itration
405,2025000,698.75,75.3828,-19307.068359375,30.8282,206.4,405
406,2030000,794.96,74.7223,-19314.080078125,30.9707,245.99,406
407,2035000,634.04,74.155,-19285.80078125,30.1824,229.91,407
408,2040000,586.94,75.4486,-19318.330078125,31.2077,162.56,408
409,2045000,685.91,75.9508,-19310.37890625,30.6956,248.53,409
410,2050000,472.1,74.8919,-19336.490234375,31.0307,254.08,410
411,2055000,693.28,75.357,-19295.91015625,30.851,195.87,411
412,2060000,725.03,74.9797,-19295.529296875,30.7798,183.32,412
413,2065000,630.29,75.0328,-19226.078125,31.1069,246.43,413
414,2070000,595.39,74.0755,-19293.931640625,30.7817,247.96,414
415,2075000,840.49,74.1646,-19248.076171875,30.9753,176.97,415
416,2080000,634.11,75.1593,-19326.79296875,30.7334,260.57,416
417,2085000,825.07,74.4084,-19300.46484375,30.9005,231.15,417
418,2090000,549.34,74.8113,-19310.505859375,30.5628,195.63,418
419,2095000,682.26,74.7668,-19295.33203125,30.8404,237.2,419
420,2100000,643.33,75.1025,-19263.048828125,30.3891,210.29,420
421,2105000,684.99,75.5799,-19326.6640625,30.9042,198.45,421
422,2110000,691.97,75.9325,-19357.861328125,31.3285,213.97,422
423,2115000,603.57,75.2199,-19327.8359375,30.9339,188.38,423
424,2120000,589.25,74.4585,-19319.896484375,30.6045,161.07,424
425,2125000,689.18,75.5535,-19336.298828125,30.7889,236.77,425
426,2130000,687.58,75.3286,-19327.06640625,30.5528,216.07,426
427,2135000,740.99,75.7005,-19436.81640625,30.5331,206.03,427
428,2140000,741.35,74.0864,-19321.982421875,30.9803,180.72,428
429,2145000,638.35,75.008,-19347.099609375,30.5974,234.28,429
430,2150000,589.62,74.3652,-19251.98828125,30.3418,214.61,430
431,2155000,578.45,74.6257,-19351.3828125,31.651,241.3,431
432,2160000,684.38,74.0434,-19338.046875,30.9664,261.2,432
433,2165000,672.48,74.4452,-19294.58203125,30.8272,180.25,433
434,2170000,699.05,73.9827,-19231.7265625,32.0289,296.39,434
435,2175000,942.32,74.3854,-19332.724609375,31.0296,265.38,435
436,2180000,840.66,74.8275,-19279.880859375,30.3894,197.09,436
437,2185000,640.18,74.6431,-19339.3671875,30.5657,237.55,437
438,2190000,453.68,73.7461,-19211.818359375,31.864,184.29,438
439,2195000,501.76,74.2897,-19240.150390625,30.4904,206.96,439
440,2200000,629.59,74.9739,-19310.560546875,31.0998,228.69,440
441,2205000,939.35,75.3831,-19405.9609375,31.8604,229.89,441
442,2210000,739.93,74.3187,-19315.74609375,30.9895,216.78,442
443,2215000,736.85,75.9123,-19418.51953125,31.557,248.9,443
444,2220000,785.55,75.2854,-19367.107421875,31.1902,236.68,444
445,2225000,759.26,74.9041,-19358.455078125,31.4822,246.43,445
446,2230000,836.8,74.4815,-19212.595703125,33.1941,235.51,446
447,2235000,725.47,75.1987,-19393.41796875,31.6284,210.97,447
448,2240000,694.07,75.0643,-19355.365234375,33.7219,185.59,448
449,2245000,834.19,73.677,-19293.833984375,31.4202,253.02,449
450,2250000,527.74,75.3134,-19266.056640625,33.9802,125.99,450
451,2255000,782.81,74.6865,-19429.197265625,31.1314,207.96,451
452,2260000,614.24,75.7632,-19403.828125,30.8146,132.69,452
453,2265000,689.9,75.0081,-19417.759765625,31.1735,222.04,453
454,2270000,691.33,75.5588,-19414.966796875,31.1284,206.9,454
455,2275000,524.31,75.1241,-19417.015625,31.2563,227.43,455
456,2280000,775.55,74.8159,-19374.779296875,31.0891,184.89,456
457,2285000,729.99,75.0867,-19476.357421875,30.6042,240.26,457
458,2290000,681.79,75.5257,-19424.376953125,31.2758,183.59,458
459,2295000,684.79,75.6718,-19426.6015625,30.9177,216.55,459
460,2300000,747.71,76.1591,-19468.001953125,31.3541,269.05,460
461,2305000,775.6,73.6099,-19301.529296875,30.6772,266.21,461
462,2310000,786.84,74.9604,-19334.041015625,30.6572,260.66,462
463,2315000,584.5,75.7589,-19422.65625,31.3039,191.22,463
464,2320000,777.1,74.7781,-19467.580078125,31.341,198.42,464
465,2325000,733.86,74.7755,-19398.638671875,31.7357,256.0,465
466,2330000,489.86,75.9361,-19456.064453125,31.4008,240.05,466
467,2335000,631.62,74.1167,-19334.396484375,31.0061,152.09,467
468,2340000,432.9,75.1163,-19418.197265625,30.5746,130.13,468
469,2345000,688.8,75.0797,-19387.203125,31.1022,195.55,469
470,2350000,474.11,74.9443,-19415.728515625,30.9271,154.27,470
471,2355000,654.67,74.5399,-19357.005859375,30.9081,149.34,471
472,2360000,542.63,74.2977,-19286.892578125,31.7879,182.75,472
473,2365000,586.06,73.9956,-19399.947265625,31.0107,187.07,473
474,2370000,540.47,75.3436,-19460.375,30.658,273.62,474
475,2375000,614.87,74.7524,-19371.3125,30.5294,223.0,475
476,2380000,784.48,75.3899,-19508.869140625,31.4559,231.78,476
477,2385000,695.46,75.0381,-19468.40625,31.2053,176.77,477
478,2390000,582.64,74.8523,-19441.2578125,30.7566,244.0,478
479,2395000,685.72,74.8545,-19423.49609375,30.8413,185.77,479
480,2400000,593.04,75.3922,-19481.044921875,30.6717,213.95,480
481,2405000,641.8,75.1305,-19435.2890625,31.0204,201.38,481
482,2410000,682.58,74.1091,-19359.626953125,30.7807,211.54,482
483,2415000,879.96,75.0236,-19315.73046875,33.8534,216.88,483
484,2420000,718.17,74.8297,-19514.275390625,31.1554,201.34,484
485,2425000,725.54,74.4648,-19309.37890625,30.4135,162.03,485
486,2430000,784.89,75.0167,-19467.8125,30.4492,100.97,486
487,2435000,789.88,74.425,-19417.01953125,30.7199,189.17,487
488,2440000,697.55,74.2379,-19407.240234375,31.0393,208.75,488
489,2445000,831.31,74.2536,-19436.8984375,30.7968,211.76,489
490,2450000,739.63,75.2719,-19529.43359375,31.0014,171.28,490
491,2455000,617.48,75.4087,-19485.294921875,30.7524,247.35,491
492,2460000,794.72,75.1768,-19386.509765625,30.9076,176.34,492
493,2465000,690.2,75.1623,-19457.19921875,30.3431,217.39,493
494,2470000,494.88,75.4259,-19371.10546875,30.3459,187.19,494
495,2475000,585.38,74.5367,-19455.38671875,30.4635,211.37,495
496,2480000,696.72,75.5696,-19456.56640625,30.8565,172.64,496
497,2485000,617.22,75.9427,-19419.060546875,30.4876,214.19,497
498,2490000,641.76,75.6056,-19520.29296875,31.1632,235.39,498
499,2495000,649.15,76.005,-19463.619140625,30.7391,179.81,499
500,2500000,591.33,75.2913,-19410.62109375,32.4309,186.75,500
501,2505000,643.33,75.498,-19506.845703125,30.7651,162.4,501
502,2510000,490.36,74.5748,-19365.51953125,32.0031,153.03,502
503,2515000,653.62,73.6815,-19226.322265625,31.3515,131.73,503
504,2520000,545.2,75.5171,-19473.689453125,31.0587,150.34,504
505,2525000,544.45,74.3351,-19495.4375,31.0257,233.56,505
506,2530000,680.6,74.5829,-19378.7109375,30.7749,275.53,506
507,2535000,696.24,75.0022,-19467.16015625,31.1165,197.21,507
508,2540000,742.59,75.3758,-19473.2734375,31.2104,172.3,508
509,2545000,648.24,74.3578,-19424.333984375,30.4839,151.7,509
510,2550000,799.87,74.3569,-19416.400390625,30.7376,223.11,510
511,2555000,749.69,74.983,-19409.32421875,30.7607,200.33,511
512,2560000,646.77,76.1015,-19513.279296875,31.324,175.25,512
513,2565000,458.02,75.9317,-19560.24609375,31.4427,227.62,513
514,2570000,401.74,74.3497,-19441.40234375,30.8375,168.47,514
515,2575000,580.69,73.0584,-19360.958984375,32.6716,247.53,515
516,2580000,666.54,75.9734,-19573.08203125,31.4377,87.91,516
517,2585000,672.51,74.5761,-19490.73046875,30.8011,184.23,517
518,2590000,456.2,75.6575,-19495.984375,31.4125,161.0,518
519,2595000,585.21,74.9035,-19473.025390625,31.3762,196.23,519
520,2600000,827.26,74.1997,-19493.099609375,30.7234,109.0,520
521,2605000,745.71,73.2988,-19362.64453125,31.1054,221.93,521
522,2610000,755.68,74.7089,-19460.5703125,31.0367,222.33,522
523,2615000,790.33,74.6131,-19494.677734375,31.039,204.65,523
524,2620000,608.87,73.9314,-19411.201171875,31.1523,180.99,524
525,2625000,838.94,74.5414,-19421.41796875,32.0055,175.2,525
526,2630000,647.55,74.552,-19411.228515625,30.8675,175.66,526
527,2635000,586.42,75.3224,-19512.046875,31.3559,276.42,527
528,2640000,685.13,74.8079,-19434.74609375,30.9103,173.26,528
529,2645000,790.63,74.6465,-19514.060546875,31.2409,266.35,529
530,2650000,795.45,74.657,-19457.125,31.3655,273.01,530
531,2655000,687.42,74.0402,-19362.099609375,30.1085,126.17,531
532,2660000,673.39,75.3528,-19528.66015625,31.2707,242.28,532
533,2665000,671.73,74.6004,-19513.861328125,31.7243,184.37,533
534,2670000,645.05,73.5582,-19337.453125,30.5606,197.91,534
535,2675000,759.47,75.0792,-19497.166015625,30.5681,216.14,535
536,2680000,694.64,74.8273,-19462.5859375,30.7986,164.74,536
537,2685000,843.84,74.3571,-19461.677734375,30.8416,275.78,537
538,2690000,644.07,74.4247,-19466.48828125,30.9854,230.47,538
539,2695000,586.24,74.3655,-19510.48828125,30.8345,200.69,539
540,2700000,739.94,75.1375,-19499.408203125,30.9592,196.99,540
541,2705000,599.19,74.9088,-19561.931640625,30.915,229.74,541
542,2710000,699.09,75.1259,-19476.97265625,30.8058,290.04,542
543,2715000,553.46,74.9556,-19497.275390625,30.8288,256.39,543
544,2720000,749.94,74.9446,-19491.86328125,30.4445,221.26,544
545,2725000,689.84,75.5154,-19578.6171875,31.0021,175.68,545
546,2730000,450.23,74.8248,-19434.5625,30.9099,244.15,546
547,2735000,551.96,75.1782,-19534.15234375,30.9065,150.43,547
548,2740000,750.11,75.9103,-19574.689453125,30.7278,151.06,548
549,2745000,690.21,74.753,-19459.240234375,31.3526,239.69,549
550,2750000,548.76,75.7739,-19544.154296875,31.0604,207.19,550
551,2755000,593.07,74.7897,-19493.99609375,31.1487,204.82,551
552,2760000,644.38,76.2098,-19574.923828125,31.1638,231.98,552
553,2765000,660.85,75.6208,-19592.892578125,30.9984,242.27,553
554,2770000,445.28,75.6105,-19554.759765625,31.2079,135.74,554
555,2775000,598.19,74.3344,-19472.103515625,32.0728,185.83,555
556,2780000,845.89,75.5208,-19526.82421875,30.7916,182.5,556
557,2785000,747.6,74.6523,-19475.310546875,30.7843,223.09,557
558,2790000,697.01,76.125,-19606.45703125,31.4354,180.6,558
559,2795000,626.58,74.7724,-19506.912109375,30.3866,190.57,559
560,2800000,643.88,73.362,-19373.4140625,31.3885,232.77,560
561,2805000,699.38,75.1915,-19542.779296875,31.4816,171.63,561
562,2810000,589.69,75.4828,-19614.34765625,30.7921,122.64,562
563,2815000,638.17,75.4924,-19561.23046875,30.6042,228.07,563
564,2820000,500.43,75.8221,-19653.7578125,31.0383,172.99,564
565,2825000,542.52,74.1881,-19428.806640625,30.8215,151.3,565
566,2830000,652.72,74.4166,-19509.8984375,30.8193,216.6,566
567,2835000,636.87,75.0159,-19555.91796875,31.2331,158.97,567
568,2840000,594.42,76.0646,-19611.740234375,30.9725,224.55,568
569,2845000,550.42,73.0968,-19455.60546875,30.8164,134.3,569
570,2850000,592.81,74.0153,-19514.515625,30.3467,135.61,570
571,2855000,584.57,74.859,-19528.673828125,31.1451,149.21,571
572,2860000,588.52,75.7535,-19562.0234375,30.893,190.37,572
573,2865000,543.86,73.5898,-19393.08203125,31.1858,142.65,573
574,2870000,635.93,74.4249,-19543.013671875,30.9282,130.5,574
575,2875000,591.71,73.9331,-19506.34375,31.3167,130.66,575
576,2880000,532.66,74.278,-19550.44140625,30.4711,164.02,576
577,2885000,494.33,75.9912,-19568.427734375,30.7899,137.88,577
578,2890000,344.28,73.8132,-19469.765625,30.3726,212.0,578
579,2895000,554.69,74.2739,-19456.955078125,30.7095,126.13,579
580,2900000,398.89,74.8427,-19497.40625,30.8958,203.87,580
581,2905000,689.98,75.328,-19554.40234375,30.8134,182.91,581
582,2910000,547.2,75.0336,-19507.16796875,31.2013,137.12,582
583,2915000,696.04,75.6462,-19583.236328125,31.3409,192.52,583
584,2920000,695.46,74.8225,-19519.54296875,31.3703,124.52,584
585,2925000,740.4,74.7537,-19569.619140625,31.1066,165.35,585
586,2930000,778.49,74.4983,-19541.755859375,30.956,114.1,586
587,2935000,585.13,74.34,-19476.419921875,30.5355,171.77,587
588,2940000,534.4,75.8393,-19532.421875,30.59,228.73,588
589,2945000,438.65,74.5937,-19513.79296875,32.6843,118.87,589
590,2950000,251.12,76.8185,-19596.517578125,31.2125,234.52,590
591,2955000,396.19,75.4794,-19566.810546875,30.9704,117.97,591
592,2960000,440.62,74.0277,-19533.6953125,30.7612,194.16,592
593,2965000,258.12,76.1128,-19623.474609375,34.0089,149.15,593
594,2970000,503.47,75.887,-19569.05859375,30.995,146.72,594
595,2975000,380.7,74.1332,-19404.232421875,31.9236,120.86,595
596,2980000,463.34,75.4816,-19579.76953125,31.3963,184.49,596
597,2985000,538.34,75.6941,-19601.830078125,31.3411,120.83,597
598,2990000,639.96,73.7413,-19476.22265625,31.3985,153.75,598
599,2995000,658.26,73.8757,-19510.958984375,31.9584,144.0,599
