Real Sto Return,Running Env Steps,Itration,Real Det Return,Reward Loss,Running Forward KL,Running Update Time,Running Reverse KL
3545.42,3835000,767,4763.69,-9599.45703125,41.3455,767,13.249
3944.16,3840000,768,4785.67,-9510.67578125,40.9385,768,15.0334
4448.66,3845000,769,4748.34,-9397.8544921875,40.5056,769,14.5611
4124.1,3850000,770,4748.53,-9430.3642578125,40.8947,770,14.3076
4371.82,3855000,771,4767.62,-9339.7275390625,40.4488,771,14.2237
4231.79,3860000,772,4742.34,-9511.1484375,40.5887,772,15.0762
4458.68,3865000,773,4760.95,-9347.400390625,40.4628,773,13.986
4129.07,3870000,774,4764.94,-9475.83203125,40.9195,774,13.9011
4308.16,3875000,775,4735.21,-9321.4091796875,40.8038,775,14.0163
4328.61,3880000,776,4688.22,-9399.8974609375,40.6251,776,14.8027
4064.39,3885000,777,4659.5,-9661.4658203125,40.6274,777,15.1369
4439.65,3890000,778,4750.86,-9580.5224609375,40.659,778,13.3954
4640.11,3895000,779,4770.87,-9582.669921875,40.6108,779,15.064
4439.22,3900000,780,4765.02,-9691.0126953125,40.5288,780,14.6535
3981.61,3905000,781,4777.79,-9723.9365234375,40.6857,781,15.0328
4587.49,3910000,782,4755.33,-9600.126953125,40.8618,782,15.6153
4182.5,3915000,783,4758.43,-9632.5283203125,40.5644,783,15.2843
4465.38,3920000,784,4743.59,-9805.529296875,40.5376,784,15.129
3755.83,3925000,785,4718.5,-9857.26171875,40.5024,785,15.0112
4026.4,3930000,786,4735.61,-9955.26171875,40.8908,786,13.4432
3907.91,3935000,787,4770.43,-9798.3076171875,40.5274,787,15.0261
3201.87,3940000,788,4753.34,-9855.6005859375,40.9039,788,14.0518
4657.85,3945000,789,4739.72,-9884.216796875,40.7384,789,14.4148
3959.39,3950000,790,4777.2,-9960.453125,40.9326,790,15.1285
3731.72,3955000,791,4766.52,-10017.7265625,40.7444,791,14.755
3255.14,3960000,792,2134.99,-9082.0849609375,41.5293,792,15.5145
4276.37,3965000,793,4734.83,-10047.9853515625,41.232,793,15.6614
3324.4,3970000,794,4726.67,-9921.779296875,40.1107,794,14.6183
-3.71,3975000,795,-2.27,-5410.724609375,55.5223,795,49.3815
1110.77,3980000,796,1048.69,-7713.86376953125,50.1565,796,30.4499
865.46,3985000,797,790.77,-9737.9013671875,49.8286,797,42.4856
456.23,3990000,798,454.98,-9459.3427734375,50.5457,798,32.3918
375.98,3995000,799,371.57,-10320.412109375,50.8245,799,45.2203
117.68,4000000,800,33.16,-4892.68994140625,52.9253,800,54.5825
396.36,4005000,801,431.48,-9663.044921875,50.2792,801,45.2125
589.8,4010000,802,528.38,-9861.9169921875,47.5623,802,39.2474
631.46,4015000,803,575.08,-10849.3955078125,48.7042,803,38.1295
1125.63,4020000,804,1054.05,-9987.2265625,46.8769,804,32.6056
789.23,4025000,805,1084.29,-9981.404296875,46.8755,805,34.8781
2807.05,4030000,806,3722.22,-9555.5576171875,44.0811,806,21.7901
2829.49,4035000,807,2920.99,-9884.1796875,44.3644,807,24.1699
2566.27,4040000,808,2594.55,-9786.5146484375,44.5207,808,21.5625
2400.08,4045000,809,4411.52,-9175.05859375,43.9298,809,20.4048
2784.65,4050000,810,3439.2,-10033.994140625,42.7521,810,19.3406
3451.97,4055000,811,4598.61,-9921.8095703125,42.6025,811,18.6079
4308.34,4060000,812,4512.52,-10567.62109375,42.6634,812,21.42
3993.38,4065000,813,3568.56,-10562.2314453125,42.9171,813,23.2045
790.98,4070000,814,572.27,-8410.2587890625,47.3977,814,34.0079
4511.85,4075000,815,4555.85,-10703.4736328125,44.0414,815,25.6425
4615.92,4080000,816,4628.03,-10336.6279296875,43.4061,816,23.6549
3947.12,4085000,817,4596.42,-10464.9091796875,43.5945,817,22.525
4556.01,4090000,818,4615.58,-10232.9052734375,41.7676,818,20.2937
4265.25,4095000,819,4620.9,-9748.3154296875,41.6692,819,16.2812
3735.84,4100000,820,4647.6,-9770.787109375,42.4904,820,15.425
3260.76,4105000,821,4630.03,-9817.95703125,41.9865,821,16.2482
3376.36,4110000,822,4679.49,-10024.2001953125,41.438,822,16.9422
4223.26,4115000,823,4705.49,-9891.525390625,41.5939,823,17.3529
4035.54,4120000,824,4707.63,-9524.9375,41.7535,824,16.4682
4291.97,4125000,825,4705.49,-9758.7490234375,41.6084,825,17.1703
4612.23,4130000,826,4675.34,-9903.83203125,41.6808,826,17.4975
4577.48,4135000,827,4697.53,-10079.529296875,42.1663,827,18.0009
4567.01,4140000,828,4723.58,-9988.1494140625,40.951,828,18.1187
4686.19,4145000,829,4732.07,-9180.345703125,41.3839,829,16.3054
4581.6,4150000,830,4723.53,-9973.2685546875,41.4566,830,18.2187
4217.31,4155000,831,4729.09,-9935.7265625,41.1405,831,17.7618
4451.61,4160000,832,4695.8,-10149.0673828125,41.1422,832,18.2298
4400.39,4165000,833,4730.71,-9826.087890625,41.3317,833,17.5938
4464.4,4170000,834,4718.52,-9906.6220703125,41.0109,834,17.6513
3838.94,4175000,835,4705.78,-9855.1865234375,40.8562,835,16.7761
4287.37,4180000,836,4691.63,-9805.9619140625,41.0753,836,16.4814
4629.28,4185000,837,4681.18,-10137.7236328125,41.2394,837,17.8689
4537.14,4190000,838,4681.26,-10045.5224609375,40.8298,838,17.8166
4502.47,4195000,839,4686.2,-10176.248046875,41.213,839,17.3784
4626.47,4200000,840,4681.21,-10159.16015625,41.0611,840,17.4819
4512.87,4205000,841,4681.71,-10318.3193359375,41.1195,841,17.9717
4496.48,4210000,842,4682.57,-10470.0849609375,41.1938,842,18.009
4602.6,4215000,843,4671.93,-10432.85546875,40.7612,843,18.4929
4326.63,4220000,844,4685.21,-10516.3369140625,40.8167,844,17.0876
4257.53,4225000,845,4686.25,-10648.091796875,41.2309,845,16.9616
4555.15,4230000,846,4676.2,-10472.7119140625,41.0,846,16.4567
4639.24,4235000,847,4705.72,-10369.533203125,41.3846,847,15.9764
4469.21,4240000,848,4708.76,-10547.05859375,40.9823,848,16.8807
4563.17,4245000,849,4714.81,-10534.3017578125,40.8205,849,17.7354
4463.48,4250000,850,4697.67,-10619.0576171875,40.6271,850,17.7121
4469.29,4255000,851,4706.04,-10638.521484375,40.9223,851,17.7608
4415.7,4260000,852,4720.04,-10419.0966796875,41.068,852,15.5671
4551.71,4265000,853,4742.11,-10622.3857421875,40.8649,853,16.764
4497.04,4270000,854,4715.83,-10745.5478515625,41.4806,854,17.1499
4454.0,4275000,855,4718.86,-10874.703125,40.9677,855,17.6233
4663.79,4280000,856,4734.93,-10777.4443359375,41.0058,856,16.7949
4416.42,4285000,857,4740.26,-10662.93359375,41.1141,857,16.1223
4591.33,4290000,858,4767.7,-10846.203125,40.9042,858,17.6419
4691.75,4295000,859,4749.31,-10826.482421875,41.1195,859,17.0681
1085.03,4300000,860,2277.48,-11710.86328125,46.3045,860,20.5755
2163.46,4305000,861,4419.74,-9673.0751953125,44.4965,861,28.1872
2486.61,4310000,862,4521.33,-9301.5673828125,43.653,862,24.6966
4328.59,4315000,863,4653.6,-11479.03125,42.9349,863,22.1516
2051.52,4320000,864,1327.3,-10943.546875,44.652,864,18.781
3934.14,4325000,865,4716.19,-10952.85546875,42.2104,865,18.6462
4453.25,4330000,866,4703.45,-11257.94140625,42.0152,866,19.3409
4175.06,4335000,867,4621.03,-10989.0732421875,42.1857,867,19.2959
4426.46,4340000,868,4787.1,-10963.689453125,41.5501,868,18.691
4092.57,4345000,869,4765.4,-10786.580078125,41.4848,869,16.2478
4398.38,4350000,870,4598.39,-10708.8935546875,41.5793,870,17.0658
4486.76,4355000,871,4728.05,-10696.1474609375,41.4356,871,17.0783
4092.64,4360000,872,4716.45,-10861.041015625,40.9974,872,17.7406
4439.9,4365000,873,4638.34,-10860.19921875,41.5368,873,17.8078
4591.06,4370000,874,4724.86,-10936.2529296875,42.0011,874,20.1179
4553.16,4375000,875,4752.42,-11447.73046875,42.2102,875,19.6781
4218.64,4380000,876,4666.32,-11272.626953125,41.9538,876,19.2444
4129.66,4385000,877,4698.5,-11520.5302734375,42.2966,877,19.0463
4139.99,4390000,878,4683.9,-11419.1591796875,42.6114,878,18.9243
3402.15,4395000,879,4724.04,-10954.0791015625,42.0065,879,17.2784
3423.21,4400000,880,4741.53,-11018.62890625,41.9882,880,16.6027
4020.22,4405000,881,4728.31,-11049.427734375,41.4523,881,17.2262
3897.3,4410000,882,4741.86,-11086.1591796875,42.7716,882,16.1588
4493.81,4415000,883,4767.03,-10979.626953125,41.9011,883,17.7822
3984.21,4420000,884,4784.71,-11319.052734375,41.8568,884,16.9456
4546.34,4425000,885,4766.32,-11317.7724609375,41.8572,885,17.6054
4589.31,4430000,886,4604.56,-12336.1904296875,44.3102,886,26.6361
0.18,4435000,887,0.26,-6446.15673828125,55.5542,887,81.0767
3982.39,4440000,888,1892.0,-11898.3369140625,43.9569,888,23.3912
2633.45,4445000,889,3685.65,-12077.455078125,43.8017,889,23.388
4687.2,4450000,890,4727.51,-11730.0869140625,42.3333,890,20.8855
1168.9,4455000,891,1013.26,-10862.916015625,47.4863,891,37.4528
2553.46,4460000,892,3872.73,-11795.6259765625,43.0196,892,19.6937
2918.75,4465000,893,4645.29,-11491.2294921875,42.8474,893,18.9447
3307.59,4470000,894,4671.97,-11783.583984375,43.3664,894,19.3902
3579.33,4475000,895,4740.4,-11327.552734375,42.4429,895,17.6489
3317.12,4480000,896,4755.6,-11660.560546875,42.6496,896,17.3655
3157.1,4485000,897,4732.82,-11486.6728515625,42.7837,897,15.943
2813.22,4490000,898,4820.84,-11923.67578125,43.1917,898,15.014
3823.31,4495000,899,4821.01,-11963.0751953125,43.2478,899,16.2083
3176.86,4500000,900,4837.46,-11917.2763671875,42.8416,900,15.2586
3531.24,4505000,901,4806.52,-11764.6884765625,42.5157,901,17.7567
2931.65,4510000,902,4818.75,-11795.0078125,42.748,902,15.082
4068.51,4515000,903,4835.21,-11642.517578125,42.4338,903,14.7986
4365.81,4520000,904,4824.38,-11476.544921875,42.0021,904,15.2593
3545.56,4525000,905,4811.9,-11564.65625,42.8457,905,14.4766
3277.72,4530000,906,4826.54,-11558.6357421875,42.0862,906,16.2054
4191.19,4535000,907,4797.86,-11618.4580078125,41.2992,907,15.6898
3613.63,4540000,908,4808.58,-11699.947265625,42.2235,908,15.0847
3872.72,4545000,909,4798.31,-11759.4130859375,41.9103,909,15.469
3814.72,4550000,910,4798.59,-11789.1806640625,42.1216,910,15.974
4184.52,4555000,911,4811.04,-11635.001953125,41.4569,911,15.8846
3274.18,4560000,912,4816.26,-11473.5859375,41.8794,912,16.6576
3048.64,4565000,913,4811.6,-12030.2373046875,42.8344,913,14.2134
2929.95,4570000,914,4825.92,-12019.46484375,43.0965,914,13.5413
3042.74,4575000,915,4825.08,-11797.720703125,41.6217,915,15.0801
2820.56,4580000,916,4825.85,-12167.1962890625,44.6635,916,13.0177
3399.77,4585000,917,4839.88,-11979.7041015625,42.9984,917,14.1516
3590.98,4590000,918,4802.78,-11963.6787109375,42.4106,918,14.8218
3439.59,4595000,919,4822.26,-12132.384765625,43.1021,919,14.8125
2969.35,4600000,920,4836.49,-12213.3125,42.7295,920,16.6953
4059.86,4605000,921,4818.68,-11975.494140625,41.7961,921,15.9754
3030.22,4610000,922,4827.21,-12258.8046875,42.6437,922,15.522
2996.18,4615000,923,4843.87,-12050.6533203125,43.2234,923,14.5634
3418.89,4620000,924,4847.99,-11980.4072265625,42.173,924,15.4043
3023.24,4625000,925,4845.93,-11936.3974609375,42.4512,925,16.2955
2855.25,4630000,926,4855.89,-11849.3349609375,41.7711,926,16.0928
3425.73,4635000,927,4846.85,-11717.94140625,42.7044,927,16.1309
3497.55,4640000,928,4842.48,-12108.056640625,42.5614,928,15.0804
3963.49,4645000,929,4855.77,-11834.6904296875,42.5282,929,16.7867
3724.75,4650000,930,4859.84,-11721.7685546875,41.8999,930,17.5686
4528.68,4655000,931,4841.58,-11877.0244140625,41.8153,931,18.4769
3865.82,4660000,932,4838.55,-11615.2431640625,41.9195,932,15.9539
3139.79,4665000,933,4859.37,-12108.1650390625,42.8729,933,15.8948
3864.4,4670000,934,4856.65,-12013.927734375,42.1622,934,17.9661
4530.44,4675000,935,4866.9,-12015.787109375,42.3682,935,19.4618
4525.38,4680000,936,4879.54,-12149.6123046875,41.9118,936,17.7203
4293.57,4685000,937,4843.56,-12154.216796875,42.165,937,19.3932
3834.06,4690000,938,4832.86,-11950.66015625,42.5524,938,16.5824
4122.87,4695000,939,4852.11,-12000.4921875,42.3583,939,17.9758
4350.37,4700000,940,4840.0,-12101.8388671875,42.301,940,19.176
4361.48,4705000,941,4835.59,-12307.115234375,42.0327,941,20.3201
4361.21,4710000,942,4843.53,-12072.3857421875,41.8384,942,17.9409
4387.42,4715000,943,4836.18,-12167.0712890625,41.6775,943,19.6518
4602.18,4720000,944,4834.88,-12141.859375,41.7485,944,17.604
4376.61,4725000,945,4837.13,-12066.1171875,41.7694,945,19.4407
4509.95,4730000,946,4864.85,-11857.2001953125,41.6785,946,17.4042
4785.01,4735000,947,4868.43,-11879.8349609375,41.6331,947,17.3553
4485.86,4740000,948,4827.06,-12134.619140625,41.9189,948,19.6255
4744.56,4745000,949,4848.93,-11911.5615234375,41.8664,949,17.9281
4559.52,4750000,950,4786.26,-12154.8232421875,41.6393,950,18.5328
4612.98,4755000,951,4840.28,-12332.544921875,41.3152,951,19.4887
696.66,4760000,952,572.75,-11671.6513671875,47.6919,952,23.1101
4218.89,4765000,953,4317.73,-12356.693359375,42.6336,953,18.667
4380.36,4770000,954,4391.26,-12416.1474609375,42.6656,954,21.8398
3655.82,4775000,955,4739.26,-11789.4267578125,42.519,955,27.1254
4714.68,4780000,956,4755.7,-12502.6279296875,43.6227,956,23.2508
4393.49,4785000,957,4729.06,-12512.0234375,42.8113,957,20.329
4723.19,4790000,958,4760.34,-12592.568359375,43.9485,958,22.5967
4734.7,4795000,959,4778.37,-13060.91015625,43.4241,959,22.8017
4717.12,4800000,960,4772.45,-12464.9775390625,43.2011,960,21.3965
4760.28,4805000,961,4805.23,-12503.7353515625,42.4195,961,21.1578
4751.79,4810000,962,4799.94,-12310.7861328125,42.094,962,20.2887
4725.84,4815000,963,4775.59,-12525.5234375,42.3816,963,20.9864
4736.62,4820000,964,4779.24,-12788.853515625,43.0631,964,21.618
4532.68,4825000,965,4809.22,-12883.6767578125,43.4669,965,22.8225
4629.13,4830000,966,4815.51,-12985.814453125,42.8139,966,22.21
4738.46,4835000,967,4800.88,-13083.8583984375,43.2204,967,23.0248
4765.84,4840000,968,4818.44,-12895.42578125,42.8406,968,22.5576
4772.46,4845000,969,4813.32,-13039.2314453125,43.0503,969,22.9155
4765.77,4850000,970,4813.71,-12956.9892578125,43.2037,970,21.5568
4723.64,4855000,971,4759.2,-13119.19921875,43.8235,971,23.0365
4644.56,4860000,972,4768.28,-12912.8994140625,43.3581,972,20.4407
4764.32,4865000,973,4844.52,-13084.572265625,43.5183,973,23.7355
967.55,4870000,974,768.28,-11431.1416015625,45.8349,974,16.1552
1515.95,4875000,975,1075.46,-12349.728515625,45.1375,975,28.8489
4256.4,4880000,976,4211.57,-13820.8427734375,45.0994,976,29.3617
685.32,4885000,977,717.49,-13108.888671875,46.4086,977,20.615
3839.62,4890000,978,4479.75,-12585.6962890625,45.3076,978,25.4301
4479.87,4895000,979,4727.47,-13629.4921875,44.2294,979,27.42
4414.96,4900000,980,4698.61,-13306.9599609375,43.7567,980,25.0417
4583.93,4905000,981,4778.78,-13432.6689453125,43.7529,981,25.2273
4534.7,4910000,982,4819.09,-13056.31640625,43.5346,982,23.9717
4225.82,4915000,983,4793.11,-13029.8818359375,43.3423,983,21.1107
4177.12,4920000,984,4849.53,-13325.10546875,43.4946,984,23.9512
4641.12,4925000,985,4816.62,-13368.5927734375,43.3073,985,24.8065
4234.85,4930000,986,4823.72,-13091.3525390625,43.1089,986,22.917
4588.16,4935000,987,4828.62,-13032.841796875,43.2369,987,21.2107
4418.93,4940000,988,4833.02,-12991.873046875,42.8413,988,21.2333
4759.68,4945000,989,4820.44,-13055.4599609375,42.7083,989,22.351
4759.6,4950000,990,4810.99,-13199.361328125,42.9749,990,22.7041
4741.68,4955000,991,4792.17,-13287.9296875,42.9296,991,22.5453
4592.1,4960000,992,4785.22,-13332.4833984375,43.1043,992,23.3582
4722.97,4965000,993,4782.6,-13163.8779296875,42.735,993,21.7587
4708.29,4970000,994,4757.32,-13166.1552734375,42.7275,994,22.0409
4719.9,4975000,995,4752.37,-13343.556640625,43.3861,995,22.685
4563.4,4980000,996,4751.24,-13529.384765625,43.1534,996,23.9771
4714.82,4985000,997,4756.19,-13326.3583984375,42.9783,997,21.8536
4726.7,4990000,998,4745.12,-13395.732421875,43.4047,998,21.795
4710.12,4995000,999,4731.13,-13309.2431640625,42.9712,999,21.4982
4731.68,5000000,1000,4753.39,-13207.58203125,42.5879,1000,21.8025
4709.28,5005000,1001,4741.43,-13147.9248046875,42.9387,1001,21.4679
4682.99,5010000,1002,4725.19,-13146.3779296875,43.0541,1002,21.5101
4554.0,5015000,1003,4741.74,-13145.4599609375,42.9134,1003,21.0672
4552.01,5020000,1004,4763.3,-13158.46484375,42.7997,1004,20.9642
4515.34,5025000,1005,4743.18,-13059.1728515625,42.8085,1005,21.3332
4458.7,5030000,1006,4746.49,-13211.4921875,43.281,1006,20.6468
4412.27,5035000,1007,4741.03,-13100.9677734375,43.2566,1007,20.2325
4459.85,5040000,1008,4760.09,-13086.2080078125,42.7251,1008,20.8836
4470.45,5045000,1009,4724.65,-13048.736328125,42.4491,1009,19.8925
4540.4,5050000,1010,4739.27,-13233.626953125,42.7358,1010,20.5021
4665.33,5055000,1011,4745.61,-13220.8115234375,42.8384,1011,20.7311
4621.67,5060000,1012,4761.61,-13301.671875,43.3311,1012,20.7055
4426.53,5065000,1013,4776.67,-13192.205078125,42.8428,1013,20.8393
4535.85,5070000,1014,4779.59,-13235.3818359375,43.0624,1014,21.8187
4378.34,5075000,1015,4782.65,-13212.9365234375,42.9263,1015,20.0598
4122.53,5080000,1016,4780.61,-13323.6064453125,42.8775,1016,20.9737
4676.91,5085000,1017,4759.0,-13331.703125,43.0008,1017,20.5279
4026.33,5090000,1018,4760.13,-13476.4912109375,42.8135,1018,20.5708
4373.24,5095000,1019,4766.61,-13445.4462890625,42.5279,1019,21.1043
4741.17,5100000,1020,4784.05,-13039.8525390625,42.4969,1020,19.2618
4431.61,5105000,1021,4787.91,-13261.3544921875,42.5273,1021,19.7546
4445.89,5110000,1022,4769.27,-13300.521484375,42.8015,1022,20.4334
4610.37,5115000,1023,4768.66,-13500.142578125,42.6587,1023,20.8064
4536.97,5120000,1024,4783.11,-13216.212890625,42.5803,1024,19.7108
4608.87,5125000,1025,4757.3,-13385.10546875,42.5532,1025,20.0751
4745.1,5130000,1026,4771.2,-13231.4775390625,42.3465,1026,19.5463
4462.73,5135000,1027,4743.89,-13622.3828125,42.5598,1027,20.4847
4704.53,5140000,1028,4754.53,-13406.0654296875,42.9121,1028,20.4088
4599.2,5145000,1029,4770.43,-13418.8759765625,42.898,1029,20.451
4604.63,5150000,1030,4744.59,-13553.2529296875,43.0703,1030,20.9855
4638.77,5155000,1031,4764.14,-13796.9189453125,43.0714,1031,21.4201
4618.82,5160000,1032,4760.6,-13687.390625,42.3825,1032,21.3341
4728.58,5165000,1033,4762.41,-13700.046875,42.4768,1033,20.6368
4596.76,5170000,1034,4761.26,-13582.9619140625,42.7709,1034,20.6072
4507.64,5175000,1035,4773.07,-13760.080078125,42.4117,1035,21.0498
4537.68,5180000,1036,4767.02,-13713.37109375,42.7862,1036,20.6723
4582.8,5185000,1037,4758.83,-13643.3583984375,42.914,1037,20.1873
4721.02,5190000,1038,4760.43,-13505.439453125,42.7025,1038,19.9901
4449.95,5195000,1039,4752.6,-13673.990234375,42.2347,1039,19.9772
4555.71,5200000,1040,4724.46,-13844.4365234375,42.5904,1040,19.5176
4545.88,5205000,1041,4751.07,-13929.513671875,42.6654,1041,21.3605
4706.15,5210000,1042,4735.73,-13847.33984375,42.9811,1042,20.3074
4699.63,5215000,1043,4730.46,-13993.1904296875,42.4411,1043,21.152
4461.26,5220000,1044,4742.27,-13929.1201171875,42.8595,1044,20.9829
4646.56,5225000,1045,4760.15,-13946.4853515625,42.1643,1045,20.5903
4625.27,5230000,1046,4749.67,-13905.0654296875,42.4988,1046,20.2974
4718.79,5235000,1047,4751.8,-13930.05859375,42.5237,1047,19.9718
4581.58,5240000,1048,4760.28,-13882.396484375,42.5383,1048,20.1632
4350.34,5245000,1049,4769.13,-14008.96875,42.748,1049,20.6009
4719.14,5250000,1050,4725.59,-14072.1640625,42.4335,1050,20.1415
4581.43,5255000,1051,4743.04,-13913.7197265625,42.401,1051,20.0362
4707.73,5260000,1052,4733.93,-13932.2509765625,42.5238,1052,20.6577
4645.39,5265000,1053,4745.91,-14024.8193359375,42.3908,1053,20.6252
4531.38,5270000,1054,4701.8,-13994.9423828125,42.2775,1054,19.318
4371.9,5275000,1055,4792.24,-14098.0126953125,42.413,1055,20.4146
4292.56,5280000,1056,4762.63,-14057.4453125,42.1793,1056,18.7016
4112.03,5285000,1057,4699.56,-14135.005859375,42.6729,1057,20.3575
4400.64,5290000,1058,4682.27,-14201.9365234375,42.5259,1058,20.1438
1.14,5295000,1059,1.25,-5169.4248046875,52.3392,1059,32.0956
100.4,5300000,1060,166.23,-11328.7373046875,51.7823,1060,24.8727
573.0,5305000,1061,513.16,-12621.8232421875,48.953,1061,20.7109
354.75,5310000,1062,351.63,-14713.85546875,52.5203,1062,26.9021
372.74,5315000,1063,364.34,-14195.572265625,49.5239,1063,23.5655
712.19,5320000,1064,640.09,-14324.0703125,47.7947,1064,29.8356
1101.59,5325000,1065,964.92,-14269.873046875,48.1286,1065,22.38
1005.84,5330000,1066,1007.12,-13523.77734375,57.9058,1066,57.333
1006.97,5335000,1067,1005.03,-13498.697265625,54.121,1067,33.8356
3389.23,5340000,1068,3684.75,-14613.3994140625,44.2034,1068,25.6584
919.22,5345000,1069,1116.22,-16596.546875,47.3619,1069,38.0884
2461.52,5350000,1070,2455.33,-15589.2333984375,46.0768,1070,30.4703
715.51,5355000,1071,519.39,-16741.1484375,47.6171,1071,37.5918
999.26,5360000,1072,1004.59,-14183.76171875,55.7634,1072,33.7667
1004.18,5365000,1073,1005.86,-15008.3828125,55.9231,1073,39.5444
2320.59,5370000,1074,1010.87,-14819.0419921875,44.7032,1074,30.9012
1994.33,5375000,1075,2281.62,-15974.548828125,45.4838,1075,32.8081
2356.44,5380000,1076,2364.75,-15126.529296875,45.0003,1076,21.8227
2244.95,5385000,1077,1461.71,-15240.31640625,44.3663,1077,24.6201
3101.52,5390000,1078,2471.15,-14865.1318359375,44.0435,1078,24.4584
2940.11,5395000,1079,1861.41,-14777.1630859375,44.2729,1079,25.7219
4070.24,5400000,1080,3871.45,-15202.8671875,45.0207,1080,25.7821
3685.66,5405000,1081,4577.71,-14569.28125,44.2612,1081,22.3788
3575.96,5410000,1082,4664.59,-14607.0693359375,44.2929,1082,23.5291
4129.96,5415000,1083,4108.54,-14557.650390625,44.5332,1083,22.4056
4115.24,5420000,1084,4709.83,-14580.974609375,44.767,1084,24.1651
4412.49,5425000,1085,4734.88,-14584.5166015625,44.8018,1085,21.9825
4254.75,5430000,1086,4692.1,-14656.5634765625,44.4405,1086,22.952
4477.66,5435000,1087,4546.83,-14590.2080078125,44.2332,1087,22.2583
4552.0,5440000,1088,4741.85,-14527.5419921875,43.7674,1088,22.6234
4722.6,5445000,1089,4748.37,-14573.70703125,44.2821,1089,23.1871
4610.18,5450000,1090,4773.63,-14685.234375,44.021,1090,22.6746
4610.1,5455000,1091,4763.72,-14686.3994140625,43.942,1091,23.7092
4497.24,5460000,1092,4788.43,-14873.37109375,44.0702,1092,23.7558
4580.69,5465000,1093,4763.62,-14831.3974609375,44.1323,1093,24.0871
4568.9,5470000,1094,4747.81,-14742.8076171875,44.0129,1094,23.448
4540.31,5475000,1095,4596.0,-15125.349609375,44.7896,1095,26.5464
4305.84,5480000,1096,4330.09,-14896.91015625,44.1212,1096,24.6909
4472.58,5485000,1097,3744.38,-14374.19921875,43.8143,1097,22.2561
4703.66,5490000,1098,4646.5,-14658.376953125,43.4381,1098,22.8612
4517.89,5495000,1099,4698.58,-14731.0634765625,44.4477,1099,23.0742
4042.58,5500000,1100,4481.82,-14717.9775390625,43.09,1100,22.7915
4244.38,5505000,1101,4506.4,-14763.66015625,42.926,1101,22.8224
4405.91,5510000,1102,3852.73,-14824.5625,43.0602,1102,22.0895
4055.71,5515000,1103,3763.62,-15017.3818359375,43.111,1103,22.939
4607.39,5520000,1104,4393.7,-14804.208984375,43.7747,1104,22.1379
4547.61,5525000,1105,4712.87,-14607.2275390625,43.5125,1105,22.0177
4709.94,5530000,1106,4609.74,-14547.0771484375,43.1859,1106,21.9925
4567.81,5535000,1107,4707.69,-14559.1142578125,43.4111,1107,22.0961
4716.82,5540000,1108,4721.13,-14412.724609375,43.3369,1108,21.5544
4704.1,5545000,1109,4708.05,-14473.0625,42.9447,1109,21.8778
4708.94,5550000,1110,4740.53,-14631.3447265625,42.8464,1110,21.3139
4231.81,5555000,1111,4728.85,-14394.388671875,43.1292,1111,21.7493
4693.42,5560000,1112,4651.99,-14633.2265625,42.6602,1112,20.9993
4586.43,5565000,1113,4695.86,-14714.53125,43.1192,1113,22.4887
4525.39,5570000,1114,4664.41,-14556.6650390625,42.5366,1114,20.3674
4537.29,5575000,1115,4371.69,-14707.6796875,42.033,1115,20.355
4536.08,5580000,1116,4387.61,-14708.9326171875,42.4283,1116,21.0955
4680.52,5585000,1117,4681.29,-14714.462890625,43.304,1117,22.3791
4706.66,5590000,1118,4697.78,-14406.689453125,42.2092,1118,20.3048
4594.09,5595000,1119,4723.58,-14635.2734375,42.8433,1119,20.8288
4576.97,5600000,1120,4724.05,-14650.708984375,42.7334,1120,21.3418
4580.43,5605000,1121,4709.16,-14725.0419921875,42.9346,1121,21.663
4580.33,5610000,1122,4724.38,-14796.814453125,42.7733,1122,21.3445
4632.54,5615000,1123,4678.95,-14763.5302734375,43.0537,1123,21.2815
4638.41,5620000,1124,4684.66,-14670.650390625,42.8411,1124,20.9294
4710.34,5625000,1125,4711.39,-14546.15234375,42.58,1125,20.9253
4575.39,5630000,1126,4727.32,-14828.8115234375,42.6149,1126,21.3661
4527.97,5635000,1127,4740.26,-14667.087890625,42.7899,1127,21.0261
4654.02,5640000,1128,4727.3,-14833.255859375,42.6859,1128,21.4215
4699.26,5645000,1129,4707.74,-14723.4345703125,42.951,1129,21.7815
4567.88,5650000,1130,4712.74,-14881.24609375,42.8023,1130,21.3583
4676.11,5655000,1131,4692.18,-14993.97265625,43.0603,1131,21.7179
4722.95,5660000,1132,4745.47,-14728.3271484375,42.671,1132,20.2553
4716.93,5665000,1133,4719.28,-14690.4130859375,42.8162,1133,21.4978
4717.99,5670000,1134,4743.46,-14758.443359375,42.6636,1134,21.3625
4698.98,5675000,1135,4718.6,-14722.08203125,43.0024,1135,21.4404
4696.76,5680000,1136,4715.82,-14754.5400390625,43.3051,1136,21.6604
4677.31,5685000,1137,4688.55,-14816.7626953125,43.0714,1137,21.6174
4695.04,5690000,1138,4710.81,-14786.2734375,42.8287,1138,21.8175
4680.93,5695000,1139,4696.81,-14712.7080078125,42.6341,1139,20.8139
4716.55,5700000,1140,4732.18,-14904.3251953125,42.9072,1140,21.5186
4704.57,5705000,1141,4715.17,-15010.2783203125,43.0811,1141,22.28
4709.74,5710000,1142,4714.61,-14981.6572265625,42.9099,1142,22.2567
4725.83,5715000,1143,4734.12,-15015.8134765625,42.845,1143,22.1984
