Running Update Time,Running Env Steps,Itration,Real Det Return,Real Sto Return,Running Reverse KL,Reward Loss,Running Forward KL
778,3890000,778,4685.5,4596.7,21.798,-49053.60546875,41.6194
779,3895000,779,4666.84,4594.56,25.3079,-50407.87890625,41.9468
780,3900000,780,4684.14,4605.63,23.9291,-49723.44921875,41.8286
781,3905000,781,4641.17,4598.92,22.3435,-49710.6015625,41.6023
782,3910000,782,4653.35,4433.95,21.8819,-49099.484375,41.7619
783,3915000,783,4644.26,4587.14,21.9788,-49652.34765625,41.5565
784,3920000,784,4594.9,4548.51,21.9876,-49736.63671875,41.8476
785,3925000,785,4615.07,4566.25,22.2054,-49195.45703125,41.8003
786,3930000,786,4638.73,4423.05,22.4287,-49686.80078125,41.7357
787,3935000,787,4587.12,4554.41,21.8848,-48835.70703125,41.7882
788,3940000,788,4627.96,4579.41,21.9375,-49813.37109375,41.7054
789,3945000,789,4622.58,4569.63,22.6339,-49612.70703125,41.827
790,3950000,790,4596.73,4570.33,22.495,-49511.6796875,41.8088
791,3955000,791,4650.54,4593.59,22.2294,-50490.83984375,41.4206
792,3960000,792,4640.86,4586.04,21.8288,-50134.6015625,41.5238
793,3965000,793,4616.1,4589.23,22.0147,-50061.79296875,41.7525
794,3970000,794,4602.9,4562.99,22.2104,-50411.3828125,41.7022
795,3975000,795,4633.13,4598.36,22.3486,-50365.61328125,41.5406
796,3980000,796,4668.29,4361.43,22.3645,-50555.22265625,41.6282
797,3985000,797,4650.81,4606.71,22.6845,-49771.140625,41.8714
798,3990000,798,4635.37,4600.68,22.1935,-50203.23828125,41.8391
799,3995000,799,4629.48,4598.64,21.9842,-49944.84375,41.8302
800,4000000,800,4609.1,4592.52,22.2546,-50642.0859375,42.18
801,4005000,801,4617.21,4590.11,22.2254,-50565.3515625,41.5531
802,4010000,802,4653.27,4605.46,22.1326,-50014.90625,42.0847
803,4015000,803,4647.08,4595.97,22.0708,-50356.46484375,41.9024
804,4020000,804,4668.77,4613.32,21.9768,-49936.0390625,41.7703
805,4025000,805,4656.3,4613.84,22.2323,-50125.8046875,42.1313
806,4030000,806,4657.73,4617.92,21.5346,-50414.88671875,41.477
807,4035000,807,4646.6,4602.21,22.4949,-50393.109375,41.9368
808,4040000,808,4696.04,4620.33,22.2425,-50639.0703125,41.644
809,4045000,809,4635.54,4594.64,22.62,-51063.640625,41.9091
810,4050000,810,4685.31,4616.36,22.4919,-50328.7421875,41.8746
811,4055000,811,4614.27,4570.18,22.3509,-50402.4453125,41.9133
812,4060000,812,4668.1,4609.79,22.3296,-50920.44921875,41.8287
813,4065000,813,4652.47,4596.32,23.2985,-51617.75390625,42.1797
814,4070000,814,4688.72,4616.59,22.6428,-51062.90625,41.8654
815,4075000,815,4612.51,4562.23,22.0162,-50448.48828125,41.1609
816,4080000,816,4625.15,4577.78,22.2699,-50853.79296875,41.8126
817,4085000,817,4619.84,4561.79,21.4795,-51654.0390625,41.4449
818,4090000,818,4653.9,4621.16,21.94,-51754.3671875,41.7713
819,4095000,819,4650.56,4601.04,22.4553,-52242.609375,42.3006
820,4100000,820,4592.59,4561.61,21.3991,-52084.76171875,41.8601
821,4105000,821,4603.99,4564.0,21.6923,-52069.0625,41.6294
822,4110000,822,4568.63,4529.92,22.1847,-51312.859375,41.9737
823,4115000,823,4630.56,4588.55,21.8763,-52004.9375,41.6075
824,4120000,824,4615.84,4546.6,21.649,-51949.10546875,41.9536
825,4125000,825,4669.27,4613.56,21.9143,-52577.40625,41.7924
826,4130000,826,4583.07,4565.57,21.5377,-52217.55859375,41.6003
827,4135000,827,4569.5,4546.67,21.6214,-51822.96875,41.6212
828,4140000,828,4649.67,4578.03,22.0041,-52266.7265625,42.1634
829,4145000,829,4638.31,4578.48,22.1942,-51855.8515625,42.0291
830,4150000,830,4605.65,4545.82,21.738,-52141.49609375,41.8458
831,4155000,831,4669.1,4445.5,22.1333,-52181.19140625,41.4873
832,4160000,832,4634.26,4587.0,22.5129,-51952.890625,41.812
833,4165000,833,4668.79,4486.67,22.7455,-52620.06640625,41.7918
834,4170000,834,4669.96,4611.96,22.3949,-53052.83203125,41.8242
835,4175000,835,4691.81,4630.67,22.2793,-52610.64453125,41.7696
836,4180000,836,4649.29,4613.69,21.6957,-51962.08984375,41.7815
837,4185000,837,4668.67,4620.42,22.1716,-52502.49609375,42.0087
838,4190000,838,4656.6,4609.6,22.1973,-53110.24609375,41.7589
839,4195000,839,4615.73,4599.36,22.5126,-53331.71875,41.738
840,4200000,840,4651.37,4612.26,22.6862,-52816.59375,41.9237
841,4205000,841,4657.05,4623.21,22.587,-52632.45703125,41.4185
842,4210000,842,4639.3,4604.82,22.7939,-52266.828125,41.9735
843,4215000,843,4655.87,4586.81,22.4787,-53255.6171875,41.644
844,4220000,844,4662.49,4616.49,22.5076,-53897.79296875,41.5529
845,4225000,845,4606.77,4577.93,22.4431,-53242.0,41.4928
846,4230000,846,4667.04,4630.3,22.2391,-53483.30859375,41.7728
847,4235000,847,4606.93,4575.2,21.7596,-53110.7109375,41.6317
848,4240000,848,4628.31,4585.55,21.8876,-53332.69921875,41.7528
849,4245000,849,4625.86,4590.41,21.8202,-53243.1328125,41.4334
850,4250000,850,4571.11,4558.66,22.0289,-52350.21875,41.7904
851,4255000,851,4577.61,4561.95,20.6486,-53937.16796875,41.1946
852,4260000,852,4557.19,4554.96,21.8392,-53781.7578125,41.8623
853,4265000,853,4611.64,4523.55,21.3951,-53201.6640625,41.83
854,4270000,854,4637.44,4572.52,21.7,-53952.80859375,41.541
855,4275000,855,4665.19,4612.01,21.8601,-53487.3828125,41.3478
856,4280000,856,4649.12,4594.38,22.4774,-54018.27734375,41.762
857,4285000,857,4592.69,4545.8,21.0742,-53695.27734375,41.7419
858,4290000,858,4597.77,4435.86,21.8496,-53769.09765625,41.4148
859,4295000,859,4672.99,4610.56,22.1657,-53644.29296875,41.8954
860,4300000,860,4613.59,4577.91,21.7522,-53849.515625,41.8524
861,4305000,861,4587.08,4562.23,22.0242,-53978.4140625,42.016
862,4310000,862,4643.74,4593.86,21.5388,-53538.69921875,41.7052
863,4315000,863,4670.09,4614.09,21.6596,-54173.28515625,41.5685
864,4320000,864,4668.14,4594.68,21.7474,-53689.50390625,41.9043
865,4325000,865,4684.99,4612.72,21.9278,-54619.45703125,41.409
866,4330000,866,4634.69,4589.99,21.373,-55077.01953125,41.8178
867,4335000,867,4687.27,4450.58,21.6195,-54515.12109375,41.8474
868,4340000,868,4692.87,4605.83,21.7112,-53886.4609375,41.8473
869,4345000,869,4661.91,4592.79,21.7512,-54545.78515625,41.7322
870,4350000,870,4650.75,4574.18,21.2623,-54506.0,41.8615
871,4355000,871,4669.54,4609.78,20.6636,-54299.828125,41.4741
872,4360000,872,4693.3,4630.36,20.7014,-54614.390625,41.5641
873,4365000,873,4641.34,4388.52,20.7425,-55651.38671875,41.644
874,4370000,874,2237.03,3308.54,18.3511,-61242.92578125,42.2967
875,4375000,875,4712.49,4623.76,20.8002,-54949.875,41.7328
