Real Sto Return,Real Det Return,Running Reverse KL,Itration,Running Forward KL
359.59,380.91,292.7863,0,453.5858
325.71,328.37,278.7562,1,433.4876
404.63,416.51,266.6832,2,448.7294
404.46,476.52,254.4169,3,412.5692
477.53,394.27,252.7605,4,434.7645
416.96,532.62,258.2628,5,421.6661
441.91,503.13,257.1774,6,426.6051
438.61,530.46,266.0481,7,421.1251
484.82,597.78,282.6798,8,433.2073
461.59,467.3,265.814,9,411.4373
520.57,452.14,276.0677,10,424.7335
491.1,375.06,270.0456,11,414.8397
499.33,376.6,251.9777,12,421.4615
515.88,420.34,243.3135,13,434.0714
566.45,430.45,261.3874,14,423.7865
538.47,553.27,247.1105,15,423.5923
536.48,479.71,250.5192,16,400.1108
610.55,778.76,261.7707,17,435.8503
495.89,447.53,253.7661,18,425.6975
602.09,440.2,260.2133,19,439.5209
639.1,586.38,260.3495,20,428.5855
616.59,508.24,271.74,21,420.4759
649.02,495.55,275.8442,22,431.1971
620.65,473.83,260.408,23,435.5467
706.15,590.06,255.6732,24,423.2565
665.54,562.93,264.4851,25,426.5294
666.44,563.11,253.4823,26,424.9996
713.23,618.61,259.6447,27,427.6476
677.65,516.8,252.9856,28,417.9301
704.67,601.34,262.0937,29,424.5731
759.19,573.72,251.3543,30,402.5847
677.94,597.92,284.0382,31,429.9818
759.63,602.62,281.5369,32,415.1818
766.02,615.92,291.8504,33,443.2229
750.39,642.59,267.4013,34,411.9106
830.93,674.04,247.8981,35,411.9795
737.74,621.88,255.8645,36,407.9253
782.86,520.68,264.6893,37,431.1255
779.88,634.64,245.4679,38,413.4597
807.8,812.91,268.3722,39,419.2729
971.91,596.59,275.2644,40,415.4804
798.07,654.42,273.3283,41,410.0402
801.85,632.61,288.648,42,419.2654
899.05,801.41,255.5762,43,398.1665
956.17,684.34,257.5639,44,398.03
932.14,777.81,268.1778,45,414.0637
906.8,701.62,258.9475,46,402.7812
876.75,651.63,273.2271,47,411.5369
901.39,850.44,253.0024,48,399.3198
982.26,655.57,274.8206,49,406.4111
768.19,726.79,255.5824,50,405.3589
1047.48,734.62,236.2767,51,392.2304
894.12,798.97,240.4043,52,397.3766
1051.96,756.59,262.9686,53,410.1249
1251.75,700.95,253.2359,54,398.293
916.46,564.58,245.1039,55,387.9881
940.4,867.87,244.1676,56,398.8449
1134.62,760.15,253.534,57,400.9441
1185.12,1045.55,237.7497,58,401.1503
1151.79,822.72,225.8724,59,388.0965
1354.67,1190.72,236.2268,60,397.2294
1246.38,968.06,234.7321,61,397.74
1094.37,994.63,231.048,62,394.2055
1555.49,1636.0,233.0941,63,380.917
1514.19,1717.75,228.0098,64,385.656
1277.03,1959.92,228.1787,65,397.5714
1216.79,1561.85,241.8797,66,386.9893
1781.81,1840.98,224.1635,67,375.8311
1916.85,1888.94,209.631,68,384.7249
1836.41,1700.06,206.5271,69,374.1546
1575.74,1138.8,242.7602,70,387.7742
1710.84,2281.83,236.4537,71,387.1166
1244.51,1232.93,230.2149,72,382.1767
1061.43,973.0,239.6452,73,397.6803
1444.59,2037.7,222.399,74,382.8467
1945.56,2571.01,201.3823,75,372.0227
1519.19,1582.25,226.4715,76,391.9984
1508.43,1701.32,230.3855,77,391.5915
1847.5,1397.23,221.6358,78,387.1272
1931.82,1466.27,221.9636,79,385.4775
1617.34,2208.35,217.9176,80,381.9071
1738.57,1979.43,260.5568,81,391.9272
1734.9,2284.95,221.21,82,386.6826
1624.1,1696.11,236.8645,83,387.3109
2031.32,1561.2,220.4467,84,385.2523
1681.36,1987.08,227.2148,85,394.8235
2210.9,2148.14,226.7662,86,384.2236
1519.71,1469.36,226.1122,87,378.5846
1972.43,3003.74,212.5698,88,372.6829
1993.04,1695.23,227.4872,89,382.464
2665.48,2520.53,204.3594,90,370.2812
3611.98,2725.3,180.4154,91,356.7816
2450.99,2202.71,210.1537,92,374.5377
2200.39,2134.75,212.6448,93,377.0771
2489.53,1241.14,192.3091,94,361.3846
2754.41,3574.84,190.904,95,372.9957
2382.25,2084.29,198.3403,96,371.6041
3203.59,3593.92,183.2807,97,362.7273
2669.9,4410.73,161.3979,98,364.1921
2801.16,3873.09,177.2362,99,359.5221
1798.68,3122.5,200.9084,100,371.0864
2650.85,4225.63,192.8832,101,366.173
2450.64,3325.44,186.0695,102,365.5932
2715.87,2606.83,184.6386,103,368.3057
2628.89,3358.04,204.2128,104,381.1753
2658.56,3172.4,176.9498,105,359.1008
2347.0,2447.67,194.3822,106,375.3045
2730.75,3384.5,188.1727,107,361.2026
2386.77,2949.47,211.0671,108,378.9011
2408.57,1437.12,190.9059,109,370.1543
1991.81,2335.78,190.2145,110,373.8531
2879.96,3392.23,200.7152,111,370.7822
2887.23,3068.48,198.6066,112,374.0204
3007.93,3419.21,187.5597,113,362.3437
3167.46,3250.97,192.0197,114,366.1122
2624.18,1407.99,203.7661,115,378.8189
3720.07,2968.62,171.0841,116,355.2466
2603.99,2095.81,191.1533,117,359.0945
3144.01,2458.78,210.8109,118,374.4414
2788.35,3524.02,182.2028,119,356.9966
3286.71,2470.2,175.6476,120,354.0196
3864.35,3291.77,159.3047,121,350.9855
2577.82,3282.11,183.3696,122,356.991
3180.73,3521.12,189.0167,123,364.9424
2961.72,3210.32,204.6835,124,367.4929
3251.92,3400.88,191.3145,125,357.3662
3408.44,2622.9,147.9873,126,346.1184
3095.49,1860.53,186.0172,127,367.9241
2530.58,2088.27,191.1532,128,365.6371
2949.16,1930.13,168.5298,129,357.4352
3501.45,3155.03,204.8331,130,358.4719
2699.15,2291.6,178.1808,131,363.5735
3380.77,3473.47,169.2831,132,362.8279
2316.84,2901.63,183.5434,133,361.4155
3242.39,2407.73,181.3251,134,361.2471
3581.4,3867.7,132.5115,135,354.374
3280.01,2307.47,157.2565,136,359.4971
3447.37,4064.34,164.7823,137,359.4969
3068.22,3270.73,158.4107,138,362.1668
3152.67,3791.86,183.8019,139,362.0168
4027.85,4127.5,153.0016,140,354.3215
3203.57,3028.18,178.7637,141,365.6051
2395.07,2065.0,185.9661,142,364.0081
4464.07,3824.8,146.1836,143,345.5155
3262.18,2291.32,162.2792,144,359.4558
3243.53,1756.06,173.4918,145,363.2192
4200.71,3938.43,138.1681,146,350.3435
3024.98,3586.24,145.3875,147,351.1373
3698.41,4193.59,147.4879,148,356.0219
3507.94,4531.97,168.5801,149,355.0015
4555.12,4201.22,140.3672,150,352.0516
4287.21,4728.35,144.3702,151,353.0568
3909.05,2956.36,167.2425,152,353.274
4561.62,3677.67,139.3063,153,349.0978
4456.13,4007.23,141.1901,154,352.3159
4472.62,3294.36,134.3135,155,346.1766
4104.61,3769.95,137.8597,156,346.1343
4476.25,3741.98,140.687,157,347.0164
4727.66,4507.65,138.8057,158,346.6909
4247.01,3439.3,144.1908,159,353.5564
4172.27,3937.97,142.6397,160,348.5611
3946.82,3637.57,125.8482,161,342.6304
4261.02,4745.76,167.2003,162,349.7625
4305.91,4326.84,150.5461,163,347.5965
4666.24,4635.29,149.9992,164,343.6977
3942.87,3665.16,164.8539,165,356.5226
4710.9,4550.07,128.2297,166,341.9513
4303.33,4802.45,130.3833,167,345.6964
4475.08,3410.44,155.9357,168,352.6656
4301.52,3965.54,131.2133,169,333.9379
4220.57,4224.87,153.7633,170,343.8529
3222.67,3111.48,132.4146,171,347.0834
4029.27,3905.65,132.8876,172,342.6543
4550.67,4135.22,141.1973,173,337.2151
4583.98,4530.92,165.9916,174,352.1018
4855.65,4443.22,149.3273,175,338.3701
4761.78,4353.72,163.1353,176,341.6209
4546.69,4223.69,136.5396,177,343.6609
4351.04,4692.02,150.8833,178,344.248
4387.45,3932.46,147.3725,179,346.2869
4499.75,3211.78,134.5713,180,338.6254
4786.89,3690.51,146.8664,181,337.6082
4688.59,4769.33,155.8464,182,344.5702
4704.68,4572.85,155.0867,183,350.2875
4752.34,4669.11,142.7129,184,341.2035
4715.25,4281.07,127.0723,185,337.469
4862.2,4189.91,135.527,186,335.819
