Real Sto Return,Real Det Return,Running Update Time,Running Forward KL,Running Env Steps,Reward Loss,Running Reverse KL,Itration
2833.59,3257.09,37,44.3451,185000,-1240.65087890625,15.0715,37
2929.77,3334.06,38,43.802,190000,-1054.9932861328125,14.886,38
3239.98,3130.96,39,45.1606,195000,-1133.3436279296875,17.7603,39
2745.16,3263.67,40,44.1622,200000,-1244.164794921875,15.8606,40
2995.28,3329.44,41,44.3452,205000,-1169.7176513671875,16.6277,41
3282.51,3398.37,42,44.6071,210000,-1208.3165283203125,17.133,42
3192.59,3449.93,43,44.6761,215000,-1365.5999755859375,18.4844,43
3049.63,3427.63,44,44.0779,220000,-1236.27783203125,15.5533,44
2754.41,3301.24,45,43.6723,225000,-1242.4578857421875,14.6698,45
2726.47,2921.49,46,44.2384,230000,-1394.775390625,16.5143,46
3215.54,3493.63,47,43.5821,235000,-1240.8939208984375,16.3884,47
2802.05,3350.6,48,43.2865,240000,-1307.133544921875,13.9786,48
3443.94,3797.28,49,42.5813,245000,-1149.56884765625,14.0263,49
2705.72,3000.45,50,43.5183,250000,-1558.581787109375,19.951,50
2980.82,3613.55,51,44.0166,255000,-1504.326416015625,19.5161,51
2929.96,3608.09,52,43.2592,260000,-1399.1002197265625,15.8766,52
3406.15,3600.11,53,44.0267,265000,-1501.549560546875,17.7203,53
3555.64,3748.12,54,42.9299,270000,-1395.65869140625,14.9392,54
3331.01,3366.39,55,43.197,275000,-1433.136962890625,16.9323,55
3402.29,3739.16,56,42.8766,280000,-1371.503662109375,15.7204,56
3648.13,3738.78,57,42.8471,285000,-1393.3570556640625,15.872,57
3228.98,3696.44,58,43.1052,290000,-1535.677490234375,15.2605,58
3539.42,3915.04,59,41.7542,295000,-1374.291015625,17.2103,59
3612.96,3765.6,60,42.7925,300000,-1374.3143310546875,15.5273,60
3652.38,3711.28,61,43.3739,305000,-1550.026123046875,17.209,61
3713.63,3826.31,62,42.3414,310000,-1460.685302734375,15.3822,62
3663.55,3839.62,63,42.3439,315000,-1326.90869140625,15.6629,63
3791.74,3900.39,64,42.0889,320000,-1382.859375,16.3888,64
3815.14,3921.94,65,42.2909,325000,-1472.1671142578125,16.1686,65
3723.66,3724.53,66,43.1641,330000,-1510.41259765625,17.6597,66
3793.08,3839.77,67,43.0324,335000,-1461.432861328125,17.7151,67
3889.15,3909.8,68,42.7867,340000,-1431.9149169921875,17.0359,68
3886.28,3932.15,69,42.4199,345000,-1498.053466796875,17.2257,69
3898.65,3886.5,70,42.6415,350000,-1517.896728515625,18.5155,70
3861.84,3962.2,71,42.279,355000,-1535.3974609375,16.8261,71
3952.29,3952.92,72,41.9237,360000,-1489.2611083984375,16.623,72
3927.7,3946.09,73,41.8534,365000,-1551.163818359375,17.1013,73
3980.19,4016.96,74,41.8779,370000,-1424.12841796875,16.1284,74
3963.65,4000.04,75,41.512,375000,-1507.2216796875,16.5492,75
3996.74,4041.07,76,41.4666,380000,-1532.2576904296875,16.6174,76
3986.26,3928.92,77,41.9775,385000,-1564.557861328125,17.1309,77
4024.48,4041.51,78,41.9807,390000,-1598.9989013671875,17.5761,78
3960.82,3956.18,79,41.8953,395000,-1635.501953125,16.9203,79
3994.62,4002.49,80,41.9228,400000,-1670.12939453125,17.5147,80
4107.39,4091.26,81,41.5545,405000,-1640.520751953125,17.507,81
4091.77,4078.67,82,41.043,410000,-1656.03076171875,16.6885,82
4146.82,4159.01,83,40.1177,415000,-1617.4122314453125,16.0937,83
4111.23,4065.36,84,41.6526,420000,-1753.0316162109375,18.2857,84
4051.42,4044.71,85,41.1499,425000,-1659.38818359375,16.301,85
4061.78,4050.74,86,40.7147,430000,-1694.5343017578125,15.7773,86
4017.58,3986.97,87,41.5123,435000,-1784.7850341796875,16.9137,87
4091.76,4098.05,88,40.3043,440000,-1735.4547119140625,16.2797,88
4139.92,4121.85,89,40.5947,445000,-1780.7598876953125,15.5361,89
4052.99,4029.66,90,40.9167,450000,-1848.740478515625,15.6776,90
4081.15,4067.84,91,40.6876,455000,-1806.5284423828125,14.6662,91
4168.73,4145.78,92,40.5769,460000,-1813.10205078125,16.0961,92
4137.57,4143.51,93,40.6269,465000,-1961.005615234375,16.6395,93
4002.21,4036.77,94,41.3528,470000,-1968.561767578125,17.1238,94
4204.54,4212.63,95,40.2123,475000,-1916.47802734375,15.8783,95
4135.96,4065.58,96,41.0994,480000,-2064.193603515625,16.5331,96
4133.2,4085.62,97,40.7286,485000,-1973.773193359375,15.9234,97
4105.18,4110.65,98,41.2603,490000,-2030.3138427734375,16.1793,98
4133.88,4111.15,99,40.6155,495000,-2049.63427734375,17.5751,99
4152.43,4105.01,100,40.0365,500000,-2049.009521484375,15.5719,100
4105.3,4110.41,101,40.7129,505000,-2120.191650390625,17.4066,101
4111.77,4052.04,102,40.0598,510000,-2137.615966796875,16.3787,102
4141.77,4133.35,103,39.7951,515000,-2157.11572265625,16.3351,103
1085.58,1328.65,104,45.8498,520000,-3834.771728515625,35.2829,104
3467.74,3553.22,105,42.4242,525000,-2610.012451171875,17.2738,105
3247.82,3314.12,106,42.6896,530000,-2731.376953125,15.6267,106
3811.22,3858.86,107,42.0882,535000,-2330.674560546875,17.095,107
3890.22,3878.86,108,42.3728,540000,-2593.3251953125,18.8547,108
3475.04,3853.29,109,41.1992,545000,-2474.36279296875,15.8527,109
3951.74,3926.42,110,41.6155,550000,-2363.9619140625,17.8127,110
4066.39,4013.92,111,40.9788,555000,-2399.467529296875,18.0181,111
3972.0,3930.19,112,41.3172,560000,-2488.846435546875,17.0246,112
4078.85,4031.25,113,40.5382,565000,-2332.236572265625,15.9705,113
4141.5,4125.4,114,40.5423,570000,-2226.3642578125,15.2504,114
4046.14,3969.88,115,40.5577,575000,-2593.06201171875,16.606,115
4094.57,4038.59,116,40.4339,580000,-2394.997802734375,16.6948,116
4109.2,4123.05,117,39.8817,585000,-2380.512451171875,15.2038,117
4150.57,4163.78,118,40.4265,590000,-2454.78125,16.2182,118
4101.6,4112.71,119,40.233,595000,-2550.19970703125,16.9558,119
4146.66,4126.26,120,40.6371,600000,-2493.207763671875,16.5341,120
4157.9,4205.35,121,39.6076,605000,-2448.728759765625,15.8628,121
4192.03,4214.21,122,39.9058,610000,-2671.251220703125,16.6141,122
4194.2,4206.82,123,39.676,615000,-2523.5048828125,15.0958,123
4205.67,4211.29,124,39.9154,620000,-2566.60302734375,15.8352,124
4296.3,4328.37,125,39.2045,625000,-2509.956787109375,16.2483,125
4237.67,4190.66,126,39.1895,630000,-2448.906982421875,14.5973,126
4225.4,4223.26,127,40.069,635000,-2535.516845703125,15.1411,127
4193.71,4209.16,128,39.5919,640000,-2615.76171875,16.5667,128
4234.46,4253.58,129,39.3673,645000,-2592.81298828125,16.281,129
4265.94,4309.83,130,39.3677,650000,-2596.966796875,16.0112,130
4270.43,4263.02,131,39.0398,655000,-2577.8056640625,15.3274,131
4336.41,4333.61,132,39.0229,660000,-2603.306396484375,15.4462,132
4336.91,4419.71,133,38.7131,665000,-2470.4873046875,15.0656,133
4358.96,4362.04,134,39.4149,670000,-2649.5283203125,16.0755,134
4419.33,4410.49,135,39.1145,675000,-2555.46533203125,15.2561,135
4261.93,4259.5,136,39.3064,680000,-2720.821044921875,14.9957,136
4382.01,4411.59,137,38.6168,685000,-2630.771484375,15.29,137
4355.61,4390.56,138,38.9644,690000,-2777.925537109375,15.0493,138
4260.45,4296.96,139,39.0053,695000,-2774.41357421875,15.3584,139
4333.99,4348.71,140,39.0996,700000,-2768.055419921875,15.4706,140
4383.29,4443.31,141,38.6217,705000,-2689.85302734375,14.9803,141
4347.25,4378.31,142,38.5162,710000,-2798.206298828125,15.0402,142
4364.15,4399.18,143,38.1803,715000,-2812.778564453125,14.8193,143
4371.25,4459.08,144,39.0185,720000,-2802.76025390625,15.9362,144
4361.95,4409.1,145,38.0469,725000,-2853.365234375,14.556,145
4402.67,4523.59,146,38.6134,730000,-2759.02587890625,15.1678,146
4463.42,4500.47,147,38.6659,735000,-2819.743408203125,15.8152,147
4424.78,4482.2,148,38.1982,740000,-2826.6953125,14.7616,148
4421.36,4514.99,149,38.4001,745000,-2941.230712890625,15.7074,149
4493.27,4590.75,150,38.7331,750000,-2902.326416015625,15.6893,150
4412.63,4503.01,151,38.7909,755000,-2930.4736328125,15.3028,151
4461.78,4576.86,152,38.5403,760000,-2820.154052734375,15.1364,152
4464.98,4539.71,153,38.3581,765000,-2976.635498046875,14.9915,153
4479.42,4628.43,154,38.3217,770000,-2887.72412109375,15.282,154
4500.96,4551.05,155,38.3966,775000,-2910.709228515625,15.3267,155
4415.09,4465.99,156,38.4798,780000,-3073.58642578125,15.802,156
4485.18,4571.97,157,38.9143,785000,-3087.41357421875,16.1299,157
4305.46,4573.94,158,38.5168,790000,-3042.53271484375,15.3843,158
4446.06,4507.11,159,38.6309,795000,-3008.323974609375,14.5789,159
4478.39,4580.07,160,38.2221,800000,-3171.306884765625,15.3023,160
4481.34,4640.39,161,38.5997,805000,-3056.72802734375,14.7752,161
4480.58,4644.44,162,38.8654,810000,-3150.6201171875,15.4964,162
4514.42,4568.25,163,38.2446,815000,-3103.3779296875,14.9123,163
4521.42,4688.22,164,38.1603,820000,-3178.740234375,15.0573,164
4443.52,4587.79,165,38.6867,825000,-3125.599609375,14.2178,165
4585.68,4752.97,166,38.169,830000,-3099.081787109375,15.4469,166
4460.73,4533.0,167,38.2802,835000,-3170.830810546875,14.1405,167
4530.96,4684.89,168,37.9355,840000,-3178.1171875,14.8958,168
4477.18,4590.41,169,38.5512,845000,-3326.087158203125,14.55,169
4498.13,4620.97,170,38.1493,850000,-3183.28076171875,14.5975,170
4512.23,4617.82,171,38.2509,855000,-3374.01416015625,15.296,171
4551.52,4612.61,172,37.4175,860000,-3140.545166015625,14.5894,172
4421.91,4578.39,173,38.1478,865000,-3310.2783203125,14.3604,173
4497.61,4591.17,174,38.5258,870000,-3382.03955078125,14.9645,174
4542.88,4625.93,175,37.4913,875000,-3326.710693359375,15.2406,175
4531.43,4627.6,176,38.6837,880000,-3406.845703125,15.0883,176
4556.09,4618.59,177,37.8721,885000,-3159.0615234375,14.1059,177
4428.57,4677.15,178,38.0049,890000,-3326.855224609375,14.534,178
4542.2,4600.07,179,38.2916,895000,-3383.60888671875,14.9873,179
4557.47,4690.33,180,38.0743,900000,-3509.058837890625,14.2622,180
4471.78,4545.26,181,37.9676,905000,-3426.446533203125,14.5457,181
4605.04,4718.62,182,37.8826,910000,-3454.2412109375,14.2956,182
4554.45,4657.17,183,37.3061,915000,-3503.949951171875,14.3257,183
4536.4,4701.35,184,37.6571,920000,-3483.82763671875,14.8057,184
4508.03,4628.39,185,37.4825,925000,-3448.3798828125,13.6892,185
4547.34,4780.65,186,37.5455,930000,-3773.173828125,13.3617,186
4578.15,4712.43,187,37.679,935000,-3513.37060546875,14.942,187
4497.28,4609.57,188,38.1817,940000,-3699.7412109375,14.6703,188
4598.57,4730.82,189,37.8162,945000,-3736.767578125,15.0197,189
4524.7,4612.91,190,37.9252,950000,-3698.37841796875,14.0405,190
4558.95,4661.23,191,37.6154,955000,-3690.02197265625,13.8729,191
4487.51,4623.94,192,38.4538,960000,-3776.279052734375,13.8394,192
4538.97,4646.55,193,37.4058,965000,-3772.435546875,14.2126,193
4608.0,4800.75,194,37.8304,970000,-3913.8125,14.0804,194
4497.11,4657.43,195,37.8383,975000,-3926.8212890625,14.4647,195
4574.86,4665.2,196,37.3351,980000,-3808.721435546875,14.622,196
4530.69,4630.2,197,37.0809,985000,-3807.059326171875,13.9355,197
4599.71,4747.4,198,36.9283,990000,-3824.61767578125,14.426,198
4533.93,4679.59,199,36.9441,995000,-3844.322265625,13.4411,199
4557.74,4662.86,200,37.1332,1000000,-4126.78125,13.2941,200
4547.04,4638.14,201,37.6002,1005000,-3795.35986328125,14.3453,201
4528.98,4643.55,202,37.7083,1010000,-4116.7666015625,13.807,202
4377.26,4685.14,203,37.7289,1015000,-3958.729248046875,14.2854,203
4536.25,4688.33,204,37.7455,1020000,-3951.16748046875,14.3861,204
4374.68,4703.97,205,37.3536,1025000,-3948.67431640625,14.1903,205
4602.0,4738.44,206,37.3458,1030000,-3947.6171875,13.9988,206
4607.56,4762.48,207,37.0049,1035000,-4002.17138671875,14.0352,207
4609.21,4757.46,208,37.4239,1040000,-3955.002685546875,14.0138,208
4642.48,4806.19,209,37.0492,1045000,-3892.632080078125,14.0695,209
4656.82,4866.49,210,37.4927,1050000,-4021.16064453125,13.8506,210
4616.16,4805.79,211,37.6461,1055000,-4013.5,13.9728,211
4657.08,4873.91,212,37.124,1060000,-3950.958740234375,14.3585,212
4667.44,4821.04,213,36.8372,1065000,-4000.092041015625,13.7815,213
4653.81,4763.96,214,37.1255,1070000,-4010.7099609375,14.0534,214
4636.01,4790.82,215,36.9135,1075000,-4178.2314453125,14.0962,215
4620.57,4776.75,216,37.1953,1080000,-4118.837890625,13.8158,216
4634.69,4854.88,217,37.2573,1085000,-4190.24267578125,14.2921,217
4682.27,4771.85,218,36.5056,1090000,-4033.0029296875,13.9538,218
4503.02,4864.2,219,36.7684,1095000,-4047.561279296875,14.1238,219
4501.65,4893.93,220,36.577,1100000,-4128.13037109375,14.2745,220
4452.43,4858.18,221,37.2842,1105000,-4234.05908203125,13.7529,221
4654.96,4922.58,222,36.8074,1110000,-4229.52587890625,13.8901,222
4446.35,4795.24,223,37.0428,1115000,-4268.49951171875,14.2382,223
4447.77,4733.87,224,36.7357,1120000,-4269.3251953125,13.9807,224
4633.54,4782.3,225,36.3419,1125000,-4230.23583984375,14.1555,225
4564.43,4804.2,226,36.6104,1130000,-4299.5888671875,13.9459,226
4658.9,4810.96,227,36.7643,1135000,-4371.78076171875,13.9441,227
4637.62,4828.24,228,36.8003,1140000,-4680.83544921875,14.3991,228
4507.53,4865.87,229,36.5208,1145000,-4427.4072265625,13.8411,229
4081.42,4846.79,230,36.9204,1150000,-4300.61181640625,13.7236,230
4416.16,4860.99,231,36.8685,1155000,-4855.8798828125,13.8848,231
4471.0,4985.82,232,36.869,1160000,-4419.609375,13.2504,232
4455.49,4922.94,233,37.1824,1165000,-4494.90478515625,13.2576,233
4650.97,4850.21,234,37.5487,1170000,-4643.845703125,13.6665,234
-4.02,-3.46,235,53.0364,1175000,-8596.7734375,26.1974,235
3689.48,4610.23,236,37.3291,1180000,-5281.8291015625,15.3556,236
4614.9,4798.93,237,36.9799,1185000,-4664.56396484375,14.4539,237
4470.6,4783.24,238,37.0574,1190000,-4826.4541015625,14.5385,238
4494.83,4762.33,239,36.5218,1195000,-4805.603515625,14.2855,239
4316.52,4817.13,240,36.4531,1200000,-5081.47021484375,13.46,240
4546.89,4803.01,241,35.6678,1205000,-4779.36376953125,13.6806,241
4708.96,4832.33,242,36.085,1210000,-4779.33447265625,14.6467,242
4531.16,4620.1,243,36.4926,1215000,-4817.0185546875,14.2308,243
4320.93,4833.41,244,36.2614,1220000,-4957.98583984375,14.5567,244
4320.64,4832.3,245,36.5362,1225000,-4916.0205078125,13.9636,245
4494.34,4739.69,246,36.6613,1230000,-5038.01318359375,14.2161,246
4325.39,4793.02,247,36.3354,1235000,-5101.72607421875,14.0615,247
4747.68,4865.74,248,36.5908,1240000,-5095.38134765625,14.1426,248
4549.76,4844.12,249,36.8291,1245000,-5446.322265625,13.6039,249
3905.61,4601.01,250,36.5123,1250000,-5281.73876953125,15.0095,250
4182.91,4829.17,251,36.4145,1255000,-5382.1767578125,13.928,251
4357.53,4934.65,252,36.5807,1260000,-5384.11669921875,13.5181,252
4500.09,4899.18,253,37.1071,1265000,-5239.2255859375,13.9026,253
4482.76,4846.96,254,36.2908,1270000,-5573.96337890625,13.8629,254
4494.19,4712.85,255,36.1706,1275000,-5717.0322265625,13.6735,255
4759.06,4832.71,256,36.6195,1280000,-5524.810546875,13.651,256
4570.31,4853.62,257,36.0949,1285000,-5617.5322265625,13.8041,257
4721.64,4825.78,258,36.7763,1290000,-5433.1142578125,13.6639,258
4716.39,4819.32,259,36.0204,1295000,-5228.89404296875,14.218,259
4779.91,4960.46,260,36.0188,1300000,-5295.8837890625,13.8344,260
4575.24,4951.17,261,36.3613,1305000,-5301.232421875,13.7513,261
4783.43,4714.84,262,36.3223,1310000,-5404.8603515625,13.6427,262
4565.58,4820.22,263,36.0331,1315000,-5338.7021484375,13.832,263
4642.14,1654.09,264,36.0187,1320000,-5289.70654296875,14.0649,264
4167.56,4760.45,265,37.5527,1325000,-6099.85595703125,16.7479,265
4327.14,4815.67,266,36.2278,1330000,-5546.67333984375,14.6555,266
4139.97,4087.24,267,36.2165,1335000,-5391.0341796875,14.1949,267
4554.5,4928.17,268,36.1893,1340000,-5459.767578125,14.1591,268
4767.23,4801.49,269,36.4138,1345000,-5992.8974609375,15.7664,269
4777.56,4911.53,270,36.2493,1350000,-5388.7587890625,14.0189,270
4814.11,4961.33,271,35.9429,1355000,-5463.8779296875,14.0588,271
4574.63,4971.73,272,36.0946,1360000,-6051.939453125,14.9664,272
4788.65,4831.1,273,35.9238,1365000,-5628.76611328125,14.1394,273
4814.28,4968.4,274,36.0546,1370000,-5568.53662109375,14.818,274
4806.2,4864.58,275,35.5932,1375000,-5793.7197265625,14.248,275
4779.42,4819.03,276,36.1586,1380000,-5720.5673828125,14.465,276
575.75,567.78,277,47.5017,1385000,-13133.8154296875,52.2558,277
4276.62,4181.64,278,41.8233,1390000,-7649.0751953125,19.2822,278
4473.11,4543.85,279,38.3077,1395000,-6969.435546875,17.5448,279
3175.89,4665.01,280,38.4007,1400000,-7131.33984375,17.5796,280
4599.03,4613.07,281,36.6714,1405000,-6950.603515625,16.2182,281
3942.41,4653.41,282,35.0876,1410000,-6010.98876953125,13.2745,282
4091.68,4566.43,283,37.4588,1415000,-7101.16796875,15.9042,283
3554.58,4620.62,284,39.9137,1420000,-9672.283203125,12.3256,284
1928.84,2821.66,285,39.9069,1425000,-9189.7275390625,13.0489,285
4092.67,4671.79,286,37.4879,1430000,-6896.3251953125,13.6586,286
4403.15,4611.02,287,36.4691,1435000,-6726.02490234375,13.9501,287
4216.24,4280.7,288,36.0908,1440000,-6942.8896484375,14.0887,288
2988.07,3847.98,289,37.3803,1445000,-8512.287109375,13.4464,289
4171.68,4559.16,290,37.2343,1450000,-7666.49755859375,13.4275,290
4204.98,3534.85,291,37.0227,1455000,-7578.3955078125,13.3552,291
4395.96,4667.54,292,37.0065,1460000,-7165.4794921875,13.4305,292
3781.06,3160.07,293,36.735,1465000,-7194.453125,13.648,293
3909.32,4178.96,294,36.3421,1470000,-7062.20361328125,14.5477,294
4645.56,4731.16,295,36.7223,1475000,-7498.23583984375,12.6728,295
4031.07,4690.29,296,36.826,1480000,-7016.20556640625,14.2961,296
4676.49,4686.62,297,36.8555,1485000,-6952.27001953125,14.4103,297
4501.16,4753.12,298,36.9028,1490000,-6877.27099609375,14.4096,298
4737.57,4853.1,299,36.7615,1495000,-6934.68994140625,14.1896,299
4709.61,4820.09,300,36.1542,1500000,-6973.13232421875,13.6238,300
4667.19,4791.19,301,36.9402,1505000,-7088.9365234375,14.0908,301
4739.01,4806.57,302,36.4286,1510000,-6857.1630859375,14.311,302
4706.54,4832.25,303,36.5037,1515000,-6792.56201171875,13.5633,303
4728.56,4769.93,304,36.3502,1520000,-7245.71142578125,13.0993,304
4677.11,4760.68,305,36.1663,1525000,-7022.75634765625,14.1888,305
4325.39,4511.78,306,36.7624,1530000,-7311.6962890625,13.7331,306
3014.07,3162.55,307,36.771,1535000,-7938.583984375,13.2294,307
4714.88,4725.89,308,36.6702,1540000,-7154.71435546875,14.4528,308
4696.25,4772.12,309,36.0202,1545000,-7171.04736328125,13.6293,309
4710.12,4738.69,310,36.3001,1550000,-7227.1591796875,13.4515,310
4722.62,4748.97,311,36.0082,1555000,-7050.576171875,13.8665,311
4717.7,4771.78,312,36.2516,1560000,-6997.6396484375,13.4492,312
4717.74,4814.04,313,36.797,1565000,-7259.828125,13.6241,313
4721.53,4791.83,314,36.7736,1570000,-7243.474609375,13.5626,314
4702.75,4791.59,315,36.4697,1575000,-7421.8115234375,13.7031,315
4722.23,4843.28,316,36.6509,1580000,-7296.2890625,13.8058,316
4737.74,4835.4,317,37.1567,1585000,-7385.0146484375,13.6371,317
4376.27,4826.0,318,36.201,1590000,-7525.64501953125,13.6994,318
4724.16,4846.19,319,36.7054,1595000,-7320.91845703125,13.0267,319
4708.92,4859.81,320,36.062,1600000,-7428.65234375,13.2784,320
4753.15,4798.84,321,36.4065,1605000,-7691.86181640625,13.6066,321
4757.73,4859.63,322,36.1524,1610000,-7625.57763671875,13.5271,322
4769.72,4850.75,323,36.0031,1615000,-7491.49365234375,13.4195,323
4766.12,4843.66,324,36.1158,1620000,-7558.015625,13.557,324
4769.73,4907.28,325,35.9987,1625000,-7692.00732421875,13.8726,325
4708.0,4824.62,326,37.2043,1630000,-7855.71923828125,13.5112,326
4716.53,4868.79,327,36.3098,1635000,-7885.673828125,13.8,327
4757.03,4831.53,328,35.9413,1640000,-7704.9853515625,13.5269,328
4780.0,4861.83,329,36.2662,1645000,-7732.24560546875,13.8067,329
4763.25,4857.27,330,36.5012,1650000,-7828.3037109375,13.3881,330
4784.26,4881.43,331,36.1851,1655000,-7772.78466796875,13.9523,331
4785.88,4882.44,332,36.3392,1660000,-7668.40234375,14.2093,332
4745.41,4846.68,333,36.2998,1665000,-7882.841796875,13.8766,333
4764.5,4916.88,334,36.1867,1670000,-7640.9130859375,14.082,334
4800.1,4831.21,335,36.1012,1675000,-7803.298828125,13.7871,335
4793.16,4923.38,336,35.7109,1680000,-7754.47265625,13.4643,336
4815.14,4895.88,337,36.2429,1685000,-7631.9345703125,13.5567,337
4785.01,4887.81,338,35.6915,1690000,-7648.68798828125,13.8348,338
4775.82,4901.38,339,36.0572,1695000,-8138.58984375,13.8678,339
4611.37,4878.18,340,36.1585,1700000,-7745.703125,13.6381,340
4785.51,4891.3,341,36.2358,1705000,-8024.93408203125,13.6168,341
4784.38,4872.58,342,35.7969,1710000,-8122.77587890625,13.353,342
4779.58,4885.32,343,36.4129,1715000,-7983.68505859375,13.9336,343
4798.01,4888.55,344,36.0916,1720000,-8080.9111328125,13.7237,344
4790.8,4898.49,345,35.8017,1725000,-7862.6982421875,14.2025,345
4767.29,4878.05,346,36.0526,1730000,-8147.77783203125,14.0478,346
4729.22,4818.72,347,36.2127,1735000,-8410.099609375,13.5398,347
4702.59,4823.69,348,35.4641,1740000,-8074.66259765625,13.5738,348
4806.02,4895.38,349,35.579,1745000,-8199.5126953125,14.5547,349
4820.11,4890.64,350,36.0345,1750000,-8154.408203125,14.1199,350
4804.23,4881.28,351,36.0441,1755000,-8328.1376953125,14.2611,351
4788.54,4774.25,352,35.8222,1760000,-8253.0478515625,13.8018,352
4844.32,4999.64,353,35.248,1765000,-8031.36669921875,14.2373,353
4834.1,5004.52,354,35.5511,1770000,-8076.921875,14.2109,354
4809.23,4880.23,355,35.6548,1775000,-8262.6064453125,13.8253,355
4648.75,5006.95,356,35.4903,1780000,-8063.3701171875,13.4949,356
4781.89,4901.64,357,35.7088,1785000,-9188.9365234375,13.2366,357
4781.05,4963.04,358,35.3239,1790000,-8543.275390625,14.4197,358
4816.26,4971.04,359,35.3351,1795000,-8344.1201171875,13.9323,359
4859.8,4989.81,360,36.4509,1800000,-8344.482421875,14.8429,360
4613.45,4954.94,361,35.4656,1805000,-8324.1884765625,14.0728,361
4886.27,4979.68,362,35.3084,1810000,-8379.8701171875,14.4569,362
4880.89,4986.19,363,35.1414,1815000,-8237.533203125,14.1443,363
4891.93,4999.36,364,35.5121,1820000,-8360.92578125,14.374,364
4445.53,4987.74,365,35.3617,1825000,-8318.810546875,14.1522,365
4842.36,4976.58,366,34.9755,1830000,-8356.3994140625,14.5687,366
4683.56,4927.25,367,35.7408,1835000,-8679.59375,14.6482,367
4859.42,5010.72,368,35.9157,1840000,-9532.3017578125,14.039,368
4851.64,4961.57,369,35.5425,1845000,-8747.2041015625,14.9418,369
4882.23,4965.9,370,35.2337,1850000,-8521.6337890625,14.3282,370
4899.7,4996.64,371,36.0326,1855000,-9771.162109375,15.0371,371
4862.06,4978.96,372,35.561,1860000,-8808.419921875,15.0005,372
4900.34,5005.35,373,36.026,1865000,-9312.2998046875,14.701,373
4445.3,5025.11,374,35.5471,1870000,-9796.09375,14.2878,374
4887.66,5000.75,375,35.5867,1875000,-9678.3818359375,14.7134,375
4912.67,5004.47,376,35.2579,1880000,-8826.4228515625,14.6912,376
4762.64,4984.72,377,35.887,1885000,-9646.8251953125,14.2652,377
4889.08,4956.46,378,35.334,1890000,-9074.8115234375,15.9141,378
4926.88,4990.11,379,35.7246,1895000,-9229.6123046875,15.7764,379
4871.35,4932.14,380,36.0715,1900000,-9139.02734375,15.4978,380
4888.78,4978.18,381,35.0391,1905000,-9265.0556640625,15.1876,381
4858.36,4934.02,382,35.5178,1910000,-9203.9326171875,15.353,382
4635.78,4973.46,383,35.7516,1915000,-9461.60546875,15.9718,383
4884.19,5015.22,384,35.9335,1920000,-9640.845703125,15.7608,384
