Running Reverse KL,Real Det Return,Real Sto Return,Reward Loss,Running Update Time,Running Env Steps,Running Forward KL,Itration
14.1196,8181.92,7578.2,-6950.4296875,44,220000,150.2113,44
15.9732,7779.3,7206.01,-7020.080078125,45,225000,149.5911,45
16.8042,8809.9,8320.26,-7258.43212890625,46,230000,149.8625,46
15.5197,8904.1,8059.04,-7281.68017578125,47,235000,150.348,47
15.1334,9135.45,7310.22,-7428.5673828125,48,240000,149.8538,48
13.0138,6660.99,4244.36,-7590.8447265625,49,245000,149.9809,49
14.4077,9328.19,7359.97,-7447.78271484375,50,250000,148.9532,50
15.67,9190.24,8474.58,-7716.1142578125,51,255000,149.0138,51
16.4815,9059.75,7280.12,-7968.6689453125,52,260000,149.6306,52
16.5011,9320.36,8425.57,-7889.65576171875,53,265000,148.8355,53
16.5716,8926.88,8513.82,-7999.33349609375,54,270000,148.0288,54
15.4865,8082.62,8196.32,-8348.6826171875,55,275000,149.3354,55
16.4084,8713.81,6291.41,-8205.46484375,56,280000,148.6259,56
16.1032,6859.66,6143.86,-8571.451171875,57,285000,148.9051,57
16.4967,8745.88,8388.1,-8336.71875,58,290000,148.3824,58
15.4652,8992.37,7984.2,-8452.3349609375,59,295000,148.141,59
17.4128,9184.56,8776.19,-8530.7958984375,60,300000,148.4422,60
15.3546,7689.11,7589.57,-8770.638671875,61,305000,148.7345,61
15.8866,8782.9,7358.61,-8790.74609375,62,310000,148.0123,62
17.3631,9182.0,8927.38,-8946.8251953125,63,315000,147.6387,63
17.2784,9387.34,8698.72,-9300.7333984375,64,320000,147.9174,64
17.6225,9856.77,9381.22,-8877.9970703125,65,325000,147.0491,65
17.6349,9793.6,9326.63,-9298.3330078125,66,330000,148.1219,66
17.3865,9466.12,9110.49,-9510.8251953125,67,335000,148.3581,67
16.8828,8036.18,7168.03,-9590.1611328125,68,340000,147.2076,68
16.615,9709.12,8621.41,-9452.66796875,69,345000,147.2953,69
16.8057,9820.7,9164.96,-9698.5029296875,70,350000,147.3226,70
16.4708,9668.91,9194.41,-9767.578125,71,355000,147.1321,71
17.2171,9963.82,9529.7,-9789.716796875,72,360000,146.732,72
17.5106,9955.92,9408.44,-9947.76953125,73,365000,146.8204,73
17.3706,9543.99,8700.94,-10092.1572265625,74,370000,146.8349,74
16.7552,8273.72,6705.5,-10460.15625,75,375000,146.6373,75
15.2966,7385.93,7820.22,-10294.6123046875,76,380000,146.6634,76
16.71,9946.38,9066.0,-10599.501953125,77,385000,146.3322,77
17.6705,9592.05,9144.15,-10645.4453125,78,390000,147.6414,78
17.9926,9999.93,9472.6,-10650.2158203125,79,395000,146.2867,79
18.11,10232.48,9754.26,-10715.1220703125,80,400000,146.5566,80
17.5373,10160.2,9666.22,-10848.748046875,81,405000,146.8035,81
17.3108,9924.3,9444.67,-11020.0751953125,82,410000,147.2628,82
17.6876,10314.29,9813.13,-10872.0576171875,83,415000,146.0339,83
17.9963,9950.27,9493.46,-11225.0888671875,84,420000,146.6463,84
16.0978,9491.68,8354.48,-11548.052734375,85,425000,146.4273,85
16.4225,9838.57,9792.76,-11093.2646484375,86,430000,145.3748,86
16.4848,9935.93,8572.9,-11750.740234375,87,435000,146.8317,87
16.3685,9256.13,9286.47,-11555.720703125,88,440000,145.7267,88
16.634,10110.81,9300.02,-11722.85546875,89,445000,146.4563,89
16.9659,10288.19,9825.23,-11607.115234375,90,450000,145.8022,90
16.5501,10350.53,9644.1,-11968.33984375,91,455000,145.9126,91
17.1194,10250.48,9637.78,-12057.1982421875,92,460000,145.9607,92
18.4982,9912.94,9508.78,-12537.5908203125,93,465000,146.8292,93
17.4843,10393.94,9882.47,-12081.3388671875,94,470000,146.0138,94
17.7178,10396.9,9812.67,-12458.3876953125,95,475000,146.0053,95
16.6874,9739.41,9038.72,-12462.6669921875,96,480000,145.7183,96
14.5699,7762.55,9423.21,-12919.060546875,97,485000,146.8687,97
17.1556,9765.75,9634.19,-12579.9091796875,98,490000,145.2446,98
17.5693,10170.68,10017.92,-12815.3564453125,99,495000,146.0855,99
14.5412,9238.83,7810.36,-12929.29296875,100,500000,145.9759,100
14.9056,8295.67,7220.55,-13314.673828125,101,505000,146.4862,101
17.6694,10220.21,9874.76,-13331.7314453125,102,510000,146.0047,102
17.3566,10523.12,9463.94,-13019.4013671875,103,515000,144.6383,103
17.6642,10394.09,10003.3,-13282.15234375,104,520000,146.2561,104
17.3883,10345.72,9750.41,-13839.5390625,105,525000,146.0515,105
17.8662,10394.01,9578.69,-13788.5673828125,106,530000,145.365,106
19.0756,9806.74,9487.46,-14138.1953125,107,535000,146.7129,107
18.4056,10410.65,9997.57,-14098.7763671875,108,540000,145.9996,108
19.6917,10154.39,9743.07,-14447.0947265625,109,545000,146.6616,109
15.8347,10524.94,9492.78,-14249.6865234375,110,550000,145.7831,110
16.6173,10600.44,9854.55,-14079.1005859375,111,555000,144.79,111
18.8097,10357.76,9963.47,-14616.8935546875,112,560000,146.0563,112
18.6005,10252.7,9902.8,-14526.4931640625,113,565000,145.7866,113
18.1578,10537.7,10120.14,-14799.9970703125,114,570000,145.5301,114
16.572,10274.28,9937.63,-14654.6162109375,115,575000,144.6861,115
18.9581,10140.7,9764.93,-15186.1484375,116,580000,146.1939,116
18.2562,10576.59,10132.1,-15030.15234375,117,585000,145.5312,117
17.5511,10415.11,9916.91,-15357.0224609375,118,590000,145.0147,118
17.6076,10552.46,10112.49,-15023.20703125,119,595000,144.6396,119
18.1383,10546.94,9652.93,-15423.859375,120,600000,145.288,120
15.8855,10606.79,9584.42,-15870.1357421875,121,605000,145.0495,121
18.0966,10268.29,9838.74,-15999.0166015625,122,610000,146.2477,122
17.8871,10334.58,10000.85,-16129.525390625,123,615000,145.8787,123
15.9099,10493.36,9779.63,-15902.2099609375,124,620000,145.1512,124
17.9984,10318.63,9856.0,-16170.45703125,125,625000,145.8268,125
18.113,10267.44,9909.09,-16355.216796875,126,630000,145.3326,126
18.498,10391.01,9960.48,-16525.8359375,127,635000,145.8729,127
18.2815,10683.21,9732.28,-16496.279296875,128,640000,145.25,128
16.3103,10586.66,10077.85,-16335.3203125,129,645000,144.8531,129
16.9511,10393.68,10030.29,-16710.240234375,130,650000,145.4912,130
15.5761,10307.65,8807.74,-16920.16796875,131,655000,144.6282,131
17.9069,10820.91,10290.89,-16682.5390625,132,660000,144.8857,132
17.6898,10838.85,10229.29,-16855.109375,133,665000,145.5427,133
16.0624,10826.47,10295.75,-17210.783203125,134,670000,145.1907,134
15.9201,9889.02,9118.22,-17241.71875,135,675000,145.312,135
16.8201,10492.09,9668.59,-17818.900390625,136,680000,145.1989,136
17.9255,10583.24,10136.2,-17718.9375,137,685000,144.9679,137
17.6504,10556.86,10206.71,-17731.060546875,138,690000,145.3596,138
18.1955,10717.09,10305.45,-17943.57421875,139,695000,144.96,139
17.1711,10655.74,9975.9,-17943.212890625,140,700000,144.26,140
17.4926,10784.19,10360.98,-17951.4375,141,705000,144.4523,141
16.6289,10281.88,10167.56,-18168.060546875,142,710000,145.082,142
17.9442,10484.28,10128.47,-18321.2734375,143,715000,144.979,143
18.0609,10777.26,10310.7,-18474.158203125,144,720000,144.8034,144
18.677,10764.55,10197.64,-18617.80078125,145,725000,144.7999,145
16.6588,10725.01,10090.66,-18998.970703125,146,730000,145.1589,146
16.2484,10759.46,10321.38,-19098.060546875,147,735000,144.5038,147
16.567,10976.77,10458.06,-18978.419921875,148,740000,144.5485,148
18.816,10838.97,10470.11,-19040.794921875,149,745000,144.3303,149
15.5376,10121.75,10114.75,-19053.693359375,150,750000,144.6225,150
18.1699,10588.09,9702.68,-19561.578125,151,755000,145.1131,151
18.5349,10637.04,10208.05,-19906.759765625,152,760000,144.7848,152
18.0505,10767.82,10315.81,-20187.43359375,153,765000,144.9755,153
18.1454,10950.86,10471.55,-20136.951171875,154,770000,145.1611,154
16.6973,10527.56,10499.88,-20404.546875,155,775000,144.4221,155
17.7407,11046.83,10518.24,-20252.986328125,156,780000,144.8049,156
16.413,10953.73,10545.49,-20443.275390625,157,785000,144.2949,157
19.2816,10685.49,10386.58,-20653.0234375,158,790000,145.4914,158
17.8122,10881.2,10442.8,-21182.849609375,159,795000,144.5274,159
17.2548,11001.25,10111.0,-20819.23046875,160,800000,144.8605,160
16.8308,10835.48,10338.08,-20689.171875,161,805000,143.6446,161
16.6177,10907.37,9607.59,-20813.787109375,162,810000,143.704,162
17.2782,10731.45,10511.64,-20894.189453125,163,815000,143.812,163
17.6652,10738.71,9842.58,-21860.876953125,164,820000,145.4634,164
17.3333,11037.05,9629.5,-21562.5546875,165,825000,144.3965,165
17.8982,11101.51,10342.33,-22155.97265625,166,830000,144.2317,166
17.8842,11038.89,10543.86,-21637.3984375,167,835000,144.332,167
18.8688,10870.54,10536.23,-22352.5546875,168,840000,144.8007,168
15.1132,8257.73,9119.7,-22342.310546875,169,845000,144.8262,169
19.1496,10539.89,9956.72,-22765.22265625,170,850000,145.4369,170
18.3807,11114.78,10704.6,-22341.9296875,171,855000,144.3092,171
17.9155,11067.27,10594.02,-22778.794921875,172,860000,144.2571,172
17.1946,11055.5,10604.97,-23081.123046875,173,865000,144.3758,173
17.451,10625.73,10157.92,-23636.201171875,174,870000,145.1024,174
17.5409,10911.58,10350.22,-23031.25390625,175,875000,143.8366,175
17.6086,10939.67,10399.58,-23619.052734375,176,880000,144.0601,176
16.5832,10808.29,9004.88,-23593.376953125,177,885000,143.6764,177
17.3549,11116.73,10704.32,-23540.0859375,178,890000,143.333,178
17.3614,11118.54,9992.02,-23768.697265625,179,895000,143.7123,179
17.2773,11199.66,10643.17,-23959.896484375,180,900000,143.6356,180
17.9955,11089.3,10195.99,-24474.703125,181,905000,144.4748,181
16.2502,10885.81,10198.89,-24625.677734375,182,910000,144.7261,182
16.9813,11183.93,10343.89,-24462.806640625,183,915000,144.2547,183
18.2242,11026.39,10676.37,-25321.818359375,184,920000,144.6182,184
17.6651,11001.88,10018.88,-25249.966796875,185,925000,143.9604,185
17.5187,11261.88,10725.11,-25301.20703125,186,930000,143.8249,186
15.5904,11196.11,10003.86,-25396.08203125,187,935000,144.266,187
17.0804,11107.33,10240.56,-25553.775390625,188,940000,143.9097,188
17.8618,10994.71,10582.01,-25707.275390625,189,945000,144.2139,189
15.6559,11018.93,10581.49,-25570.5390625,190,950000,144.3044,190
16.8013,10631.91,10533.21,-25470.564453125,191,955000,144.3968,191
18.9172,10828.18,10449.21,-26107.9140625,192,960000,143.8433,192
18.6892,10814.35,10408.97,-26204.724609375,193,965000,144.6755,193
17.9387,11253.51,10353.99,-26224.11328125,194,970000,144.4731,194
18.0982,11219.92,10793.94,-26062.556640625,195,975000,144.2515,195
17.9156,11124.99,10687.99,-26210.01171875,196,980000,143.8475,196
17.7757,11095.17,10597.82,-26666.30078125,197,985000,144.5208,197
18.1746,10915.76,10186.56,-26475.646484375,198,990000,144.1836,198
16.8835,11020.86,10012.01,-26710.7578125,199,995000,143.8586,199
17.5391,11230.21,10316.44,-26353.888671875,200,1000000,143.8069,200
17.9105,11211.38,10639.02,-26751.37890625,201,1005000,143.6493,201
16.611,11220.61,10562.51,-26952.072265625,202,1010000,143.7061,202
17.092,11154.6,10019.79,-26753.94140625,203,1015000,143.9803,203
17.6415,11088.44,10643.57,-26613.91015625,204,1020000,143.982,204
17.6239,11232.72,10706.96,-26747.373046875,205,1025000,143.6629,205
16.7731,11073.4,10300.67,-26852.826171875,206,1030000,143.4955,206
16.9031,11306.08,10451.51,-26890.09375,207,1035000,143.2476,207
17.8972,11252.61,10759.79,-27443.494140625,208,1040000,143.1935,208
18.054,11287.6,10842.0,-27269.05859375,209,1045000,143.8112,209
16.6104,10922.59,9978.73,-27022.26953125,210,1050000,143.9599,210
17.4706,11255.7,10469.17,-27523.6171875,211,1055000,143.6871,211
17.0572,11270.56,10326.79,-27643.880859375,212,1060000,143.5027,212
18.224,11345.17,10778.81,-27968.017578125,213,1065000,143.9021,213
17.2619,11275.77,10740.46,-27939.427734375,214,1070000,143.6136,214
17.644,11359.5,10687.17,-28285.630859375,215,1075000,143.2504,215
17.2056,11209.57,10765.9,-28078.771484375,216,1080000,143.7098,216
16.3946,11067.71,9623.36,-28349.3359375,217,1085000,143.8833,217
17.3949,11347.24,10788.26,-28333.072265625,218,1090000,143.2116,218
17.0496,11303.21,10732.57,-28713.1796875,219,1095000,144.0195,219
17.7321,11232.68,10692.98,-28493.216796875,220,1100000,144.5368,220
17.3933,11344.48,10826.01,-28709.9296875,221,1105000,143.4299,221
16.0338,10870.3,10424.23,-28533.556640625,222,1110000,143.9725,222
15.9151,11244.48,10728.01,-28608.046875,223,1115000,144.4549,223
18.4364,10994.43,10706.45,-29055.42578125,224,1120000,144.2375,224
17.0168,11148.31,10424.69,-28367.63671875,225,1125000,143.1224,225
18.66,11219.43,10783.75,-29326.056640625,226,1130000,143.2478,226
18.5382,11136.41,10534.66,-29472.75,227,1135000,144.3708,227
18.1955,11124.25,10668.92,-29473.955078125,228,1140000,143.6704,228
18.2768,11265.71,10857.23,-29811.67578125,229,1145000,143.4434,229
18.2704,11309.47,10855.31,-29230.9765625,230,1150000,143.5837,230
17.2713,11239.11,10466.56,-30118.818359375,231,1155000,143.2633,231
18.0077,10694.91,10752.19,-29856.296875,232,1160000,144.2092,232
18.3629,11182.77,10751.53,-30366.076171875,233,1165000,144.1543,233
18.1824,11146.41,10665.06,-30588.3203125,234,1170000,144.3658,234
17.6286,11144.56,10568.35,-30245.76953125,235,1175000,143.5778,235
17.4029,11278.9,10779.28,-30797.587890625,236,1180000,143.8187,236
17.2869,11330.44,10703.25,-30469.748046875,237,1185000,143.5831,237
16.1612,11241.58,10808.77,-30326.86328125,238,1190000,143.6889,238
17.4436,11274.03,10297.99,-30615.37890625,239,1195000,143.0496,239
17.6092,11177.59,10650.21,-30869.5546875,240,1200000,143.1968,240
17.3253,11158.34,10676.39,-30592.677734375,241,1205000,143.6756,241
17.8136,11273.11,10708.6,-30910.853515625,242,1210000,143.3318,242
16.238,11201.44,10824.67,-30831.21484375,243,1215000,143.8147,243
17.6979,10663.0,10769.57,-31667.87109375,244,1220000,143.567,244
17.9475,11237.67,10740.56,-31573.359375,245,1225000,143.746,245
17.504,11358.79,10768.79,-31556.876953125,246,1230000,143.9839,246
17.7338,11034.2,10761.64,-31841.955078125,247,1235000,143.8356,247
17.0747,11242.78,10810.37,-31472.205078125,248,1240000,143.2989,248
16.7837,11235.1,10819.26,-31622.349609375,249,1245000,144.0776,249
17.832,11143.92,10680.45,-31996.619140625,250,1250000,143.5998,250
14.4983,10557.82,10304.12,-31217.24609375,251,1255000,144.3417,251
17.8356,11362.25,10771.15,-32717.0,252,1260000,143.5671,252
17.6659,11085.81,10520.65,-32112.802734375,253,1265000,143.3184,253
17.9328,11233.63,10742.41,-32709.119140625,254,1270000,143.8493,254
18.1724,11240.24,10760.34,-33051.30078125,255,1275000,143.9563,255
16.3984,10419.41,9480.03,-32595.154296875,256,1280000,143.6701,256
15.8195,11155.45,9914.24,-32134.73828125,257,1285000,143.0287,257
17.6292,10813.39,10415.5,-32938.8359375,258,1290000,144.1941,258
16.9029,11052.79,10299.29,-32863.4375,259,1295000,143.3389,259
16.4368,11408.85,10501.09,-32373.44921875,260,1300000,143.5629,260
17.1152,11250.36,10774.27,-32716.736328125,261,1305000,143.3327,261
17.2655,11122.45,10605.34,-33220.39453125,262,1310000,143.6562,262
17.6925,11255.5,9784.64,-33202.72265625,263,1315000,143.1098,263
17.9093,11285.36,10918.37,-33284.4765625,264,1320000,143.4699,264
17.3913,10646.67,10567.52,-33921.7421875,265,1325000,143.4456,265
16.0435,11307.21,10180.68,-33268.6796875,266,1330000,143.6,266
16.3667,9572.52,9898.43,-33935.96875,267,1335000,143.1826,267
17.3138,11258.33,10688.25,-33428.2421875,268,1340000,143.6686,268
16.8703,10252.59,10371.32,-34419.09375,269,1345000,143.5694,269
17.8026,10682.92,10703.31,-34444.9140625,270,1350000,143.4222,270
17.7095,11257.52,10799.84,-34013.515625,271,1355000,142.8219,271
17.7543,10982.91,10822.28,-34673.0234375,272,1360000,144.3658,272
17.2472,9482.32,10596.6,-34639.7734375,273,1365000,143.3311,273
17.1836,11280.69,10567.55,-35117.703125,274,1370000,143.7378,274
16.844,11235.86,10811.59,-34011.0859375,275,1375000,144.2208,275
17.2168,11239.17,10581.42,-34630.53125,276,1380000,143.3848,276
16.3994,11212.3,10433.13,-34545.61328125,277,1385000,143.2591,277
17.577,11335.7,10390.27,-35561.8203125,278,1390000,143.6894,278
17.2602,11237.17,10793.23,-35442.265625,279,1395000,143.1864,279
17.3953,11181.79,10741.62,-34986.34765625,280,1400000,143.3635,280
16.7525,11011.56,10221.92,-35693.08984375,281,1405000,143.2977,281
17.3707,11110.26,10582.09,-35802.2890625,282,1410000,143.8882,282
17.172,11055.62,10378.22,-35624.00390625,283,1415000,143.5226,283
15.6513,10711.4,10636.05,-35132.5234375,284,1420000,144.4076,284
16.5845,11219.06,10648.8,-35791.984375,285,1425000,143.019,285
17.306,11478.66,10923.75,-36218.19140625,286,1430000,143.7738,286
16.4859,10949.63,9837.87,-36512.30859375,287,1435000,143.3833,287
17.7358,11094.2,10011.17,-36738.73828125,288,1440000,143.623,288
16.3496,10885.97,10378.82,-35894.47265625,289,1445000,143.3026,289
17.9515,11256.79,9934.78,-37537.28125,290,1450000,143.697,290
17.9525,11401.48,10918.82,-36796.203125,291,1455000,143.6637,291
15.8774,11286.16,10355.82,-36384.5390625,292,1460000,143.3272,292
18.1347,11231.04,10844.24,-37230.72265625,293,1465000,143.0258,293
17.6721,11154.35,10219.2,-37243.984375,294,1470000,143.2891,294
17.5194,11235.38,10681.09,-37510.890625,295,1475000,143.3296,295
17.9753,11430.61,10571.38,-37854.89453125,296,1480000,143.0415,296
17.7015,11196.91,10754.97,-37663.96875,297,1485000,143.3207,297
16.4584,11390.96,10581.28,-36922.12109375,298,1490000,143.5669,298
15.1414,10627.04,9383.9,-36627.0625,299,1495000,144.1104,299
16.3432,10955.43,9818.41,-38001.484375,300,1500000,142.5852,300
17.7128,11211.02,10777.68,-37995.38671875,301,1505000,143.2238,301
16.5454,11308.65,10264.95,-37822.40625,302,1510000,142.99,302
16.7093,10734.04,10070.35,-37860.96484375,303,1515000,143.4807,303
16.9879,11302.44,10371.87,-38444.17578125,304,1520000,142.9745,304
15.599,11507.17,10725.05,-36527.328125,305,1525000,143.5293,305
18.1163,11376.22,10622.81,-39726.1640625,306,1530000,143.2833,306
17.1722,11464.93,9886.29,-39238.390625,307,1535000,143.7217,307
15.496,11434.11,10543.09,-38246.609375,308,1540000,143.0059,308
18.0967,11372.24,10245.74,-39300.3203125,309,1545000,143.5524,309
16.0972,11424.13,10131.25,-37839.3359375,310,1550000,143.1965,310
15.5458,10246.65,9276.55,-38106.28125,311,1555000,143.3108,311
15.205,11443.11,10449.9,-37483.1015625,312,1560000,142.9876,312
16.6798,10326.69,9413.59,-39150.67578125,313,1565000,143.4079,313
16.7691,11269.89,10775.4,-39270.31640625,314,1570000,143.738,314
15.0274,11244.59,10632.15,-37767.98828125,315,1575000,142.7718,315
15.4838,11255.76,10266.91,-38328.1640625,316,1580000,143.1934,316
16.4109,10973.15,10267.79,-39243.03125,317,1585000,142.9488,317
17.2358,11313.8,9322.2,-40461.20703125,318,1590000,143.4292,318
16.3013,11225.15,10780.67,-39057.67578125,319,1595000,143.6718,319
16.7692,11334.17,10780.87,-39604.16796875,320,1600000,143.527,320
16.7734,11426.74,10671.41,-39134.65625,321,1605000,142.9854,321
14.5172,10347.43,9780.7,-37958.66015625,322,1610000,143.3976,322
16.9014,11252.66,10780.4,-40958.41015625,323,1615000,143.912,323
16.5598,11384.81,9895.37,-40865.1953125,324,1620000,143.2451,324
17.2422,11301.32,10510.85,-40925.48828125,325,1625000,143.5643,325
15.8491,10803.97,9369.27,-39737.68359375,326,1630000,143.153,326
17.2739,11020.06,10770.53,-41734.90625,327,1635000,143.4467,327
17.6665,10760.1,10727.94,-41129.70703125,328,1640000,143.7946,328
17.5774,10934.85,10503.76,-41799.62109375,329,1645000,144.3333,329
15.7133,10672.04,10475.24,-39580.59375,330,1650000,143.4039,330
17.5682,11437.18,10807.01,-41559.10546875,331,1655000,142.9284,331
17.3288,11014.05,10223.03,-41369.484375,332,1660000,143.9796,332
17.0825,11286.14,10656.46,-41791.87109375,333,1665000,143.0222,333
17.5772,11212.04,10753.04,-42627.2578125,334,1670000,143.4663,334
16.559,11504.21,10508.18,-41920.4140625,335,1675000,143.3307,335
17.8518,11210.51,10214.23,-42443.45703125,336,1680000,143.671,336
17.5146,10775.37,10430.59,-41946.0703125,337,1685000,144.3769,337
17.6997,11288.56,10746.43,-42029.6875,338,1690000,143.754,338
18.0029,11171.18,10773.16,-43448.3125,339,1695000,143.553,339
17.9588,11471.12,10912.11,-42908.40625,340,1700000,143.0899,340
17.7554,11394.94,10904.91,-42848.28125,341,1705000,143.4912,341
16.9083,11409.64,10853.91,-43129.89453125,342,1710000,142.7222,342
17.4164,11120.96,10289.0,-43214.73046875,343,1715000,143.6541,343
17.1038,11606.26,11000.25,-42555.02734375,344,1720000,143.2908,344
18.4429,11000.52,10606.76,-44878.6015625,345,1725000,144.27,345
17.2678,11194.95,10862.94,-43850.10546875,346,1730000,143.7816,346
17.7684,11306.72,10925.36,-44462.88671875,347,1735000,143.6791,347
16.8847,11388.63,10727.11,-43394.61328125,348,1740000,143.5091,348
18.5522,11246.52,10838.69,-45474.69140625,349,1745000,143.9129,349
17.1547,10796.9,10713.74,-44593.984375,350,1750000,143.8007,350
17.8718,11400.0,10486.82,-44745.34375,351,1755000,143.6767,351
18.2241,11138.16,10789.84,-44729.55078125,352,1760000,143.3729,352
18.5204,11454.83,10903.7,-45526.02734375,353,1765000,143.7727,353
17.413,11214.63,10846.66,-44872.5703125,354,1770000,142.8713,354
17.8567,11267.91,10955.24,-45294.98046875,355,1775000,143.7315,355
16.4079,11446.18,10142.66,-45116.12890625,356,1780000,143.9291,356
17.592,11423.83,10970.52,-45615.265625,357,1785000,143.1781,357
17.6528,11377.03,10792.77,-46085.3671875,358,1790000,143.4207,358
17.6456,11310.19,10958.72,-46209.4609375,359,1795000,143.4732,359
16.3061,11494.71,10576.5,-45417.25390625,360,1800000,143.5918,360
18.7715,11256.69,10912.05,-46588.18359375,361,1805000,143.4853,361
18.8336,11091.51,10763.91,-47455.06640625,362,1810000,143.9677,362
17.8982,11416.55,10380.66,-46302.74609375,363,1815000,142.7047,363
17.7889,11474.59,10505.01,-46648.85546875,364,1820000,143.1255,364
18.2553,11237.63,10828.76,-46385.87890625,365,1825000,143.4727,365
17.6242,11503.71,10692.24,-46103.671875,366,1830000,143.5408,366
18.2045,11394.05,10951.17,-46868.08984375,367,1835000,143.4938,367
17.8373,11506.8,10490.61,-46797.453125,368,1840000,143.2371,368
17.8941,11239.5,10831.6,-47865.79296875,369,1845000,143.8161,369
17.8557,11470.82,11025.12,-47188.01953125,370,1850000,143.0979,370
17.6869,11338.1,10831.12,-48519.07421875,371,1855000,143.005,371
17.704,11538.49,10939.47,-48090.921875,372,1860000,143.1006,372
18.2358,11333.2,10809.07,-47892.24609375,373,1865000,143.2149,373
18.4361,11427.28,11021.67,-48056.7734375,374,1870000,143.2818,374
18.5094,11298.19,10875.12,-48050.45703125,375,1875000,143.3934,375
16.8733,11426.59,10909.71,-47099.41015625,376,1880000,143.193,376
18.2343,11339.31,10839.24,-49270.9453125,377,1885000,143.2564,377
18.3897,10914.35,10525.16,-47567.609375,378,1890000,143.8982,378
17.9716,11545.11,10970.81,-48676.44921875,379,1895000,142.9554,379
17.9134,11550.59,10935.71,-49368.16796875,380,1900000,143.9661,380
18.2376,11361.09,10962.51,-48739.99609375,381,1905000,143.0414,381
18.3652,11400.15,11005.93,-49531.02734375,382,1910000,143.2551,382
18.4798,11447.17,10775.38,-50308.9375,383,1915000,143.784,383
18.9837,11292.07,10918.48,-49384.4296875,384,1920000,143.9368,384
17.6936,11418.68,10799.45,-50509.8828125,385,1925000,143.1364,385
18.405,11421.05,10854.27,-50635.0390625,386,1930000,143.2156,386
18.444,11469.18,10983.75,-50983.66796875,387,1935000,143.1168,387
18.5073,11375.82,10877.01,-49927.625,388,1940000,143.0623,388
18.1753,11477.33,10907.37,-50122.45703125,389,1945000,143.2247,389
18.2372,11296.1,10853.8,-49879.01953125,390,1950000,143.4465,390
18.9758,11467.01,11019.9,-51265.375,391,1955000,143.5034,391
18.383,11401.99,11036.12,-50383.3125,392,1960000,142.8572,392
