Running Forward KL,Itration,Running Reverse KL,Real Sto Return,Real Det Return
80.345,201,70.4581,5263.94,5772.06
80.4298,202,75.3998,5391.03,5836.56
78.9251,203,71.2257,4833.02,5937.72
77.0982,204,71.6027,5369.24,5855.83
78.6311,205,73.605,5200.62,5372.66
78.6776,206,75.1097,5125.72,5904.66
79.4077,207,76.1599,5012.25,5163.95
72.4569,208,71.4799,4928.36,5596.05
77.811,209,72.2194,5353.5,5571.9
81.0185,210,79.7718,5256.48,5747.99
80.9969,211,78.354,4863.74,5495.93
78.8909,212,72.274,5000.42,5591.87
78.916,213,74.5525,5169.73,4866.64
70.9596,214,69.9021,5162.76,5777.23
81.3353,215,77.9962,4980.04,5898.95
77.9841,216,75.7726,5168.18,5795.91
80.1813,217,80.8384,5512.48,5861.55
79.4986,218,75.1059,5162.44,5861.34
79.3046,219,75.5986,5337.13,5866.75
70.7246,220,66.3923,5334.15,5650.36
78.7766,221,75.3638,5457.81,5663.36
79.602,222,76.0773,5072.63,5785.82
80.9096,223,78.6015,4938.05,5646.01
80.3979,224,78.4438,5458.22,5341.92
79.9695,225,76.7241,5427.96,5828.45
79.5884,226,74.2918,5163.16,5963.03
79.5829,227,73.653,5204.73,5931.18
78.7269,228,73.8548,5370.06,5948.91
80.299,229,77.989,5620.36,5871.45
78.9183,230,76.4011,4996.36,5908.8
75.1981,231,71.2739,4565.22,5877.16
80.3331,232,79.8033,5543.97,5906.9
79.9211,233,77.763,5456.1,5965.24
79.551,234,78.6744,5091.86,5957.56
80.5253,235,84.1922,5590.26,5905.21
79.88,236,75.3152,5064.38,5970.37
80.9911,237,78.9356,5687.51,5359.26
80.2536,238,79.6625,5405.55,5939.54
77.3441,239,72.3621,5610.4,5469.55
78.9455,240,75.6441,5001.4,5990.42
79.2399,241,75.9587,4953.07,5569.28
78.3611,242,73.3661,4979.53,5590.0
70.006,243,67.0619,5516.91,5808.85
80.2463,244,78.2894,5155.22,5384.25
80.2664,245,80.1583,5541.22,5724.76
79.1602,246,77.126,5305.12,5987.04
78.0391,247,75.5823,5219.87,5967.09
79.2923,248,78.1744,5697.79,5958.16
77.8699,249,74.364,4957.57,5308.88
81.0729,250,80.6866,5408.35,5905.45
78.502,251,75.8215,5559.57,5923.47
79.5213,252,77.7527,5263.66,5715.16
77.9791,253,72.9852,5146.55,6013.24
79.8865,254,78.8675,5501.58,5946.27
77.1543,255,71.2568,5085.08,5948.87
79.0832,256,73.816,5694.59,6003.6
75.3092,257,75.7777,5276.21,5546.16
77.8883,258,73.9767,5681.15,5740.67
75.66,259,70.162,5739.44,5975.44
77.1542,260,73.1513,5236.97,6050.11
76.4186,261,71.3396,4953.85,5824.49
76.6983,262,71.0247,5740.62,6029.72
78.2357,263,74.4923,5215.63,6034.74
76.507,264,69.7015,5590.1,5926.88
76.6121,265,71.0408,5660.95,5991.7
76.6386,266,73.1813,5761.19,5936.82
75.8762,267,69.4998,5140.66,5528.49
77.1323,268,69.6227,5378.8,6103.19
77.6034,269,71.7657,5598.76,5857.19
75.6041,270,69.7233,5382.69,6088.88
70.6265,271,63.1955,5440.66,6059.22
77.5065,272,72.6538,5458.48,6095.17
76.9148,273,70.055,5785.06,5942.43
73.4914,274,65.8469,5740.58,6133.87
76.2672,275,67.9655,5598.3,6107.72
76.8735,276,67.6568,5587.91,6153.92
74.7258,277,64.6282,5755.45,6219.72
77.586,278,70.1309,5867.02,6121.89
76.8976,279,71.0021,5629.46,6102.11
76.2387,280,70.8931,5696.57,6106.83
74.0283,281,68.2779,5310.74,5438.7
76.7153,282,67.5875,4649.62,5515.67
76.9869,283,72.8937,5821.88,5660.95
76.4852,284,68.0311,5242.39,5072.37
76.1456,285,71.2097,5619.33,5568.13
77.7362,286,72.4521,5294.48,5518.99
74.0069,287,66.2045,5448.23,6036.13
76.3744,288,70.494,5529.51,6111.13
76.2554,289,73.6291,5508.67,6138.59
73.0668,290,69.163,5487.6,5692.01
74.5203,291,69.6924,5698.81,5953.24
70.3823,292,61.4051,5299.3,5354.55
69.9381,293,63.8008,5139.91,5935.72
71.3194,294,65.6911,5448.81,6109.78
75.7238,295,67.5497,5251.19,6079.83
75.4926,296,69.4579,5442.6,6038.68
77.031,297,70.171,5336.41,5794.25
76.4167,298,70.4923,5459.01,6073.68
77.7319,299,71.5506,5278.19,5895.16
75.9515,300,69.2763,5341.6,5458.55
75.5055,301,69.5144,5053.86,5613.78
75.5801,302,66.5649,5107.32,5982.2
74.9413,303,67.6558,5093.81,6075.04
75.2104,304,67.3514,5492.93,6067.83
75.7128,305,69.1709,5275.89,5760.55
74.0113,306,67.2863,5566.0,5319.14
76.0993,307,70.5006,5601.38,6073.89
71.4746,308,63.3295,5067.0,5517.27
70.9563,309,63.3597,4896.94,5932.08
74.5402,310,68.4277,5001.65,5787.8
76.5824,311,68.7747,5693.76,5961.38
76.6529,312,71.2382,4667.81,5347.33
71.8231,313,66.2761,5325.41,5795.9
74.3441,314,66.0097,5347.24,5532.1
74.6286,315,68.2324,5303.51,5751.69
76.1905,316,71.2306,5176.08,6055.4
73.6665,317,66.3418,5411.07,5603.06
73.2466,318,65.1834,4912.79,5829.11
74.6295,319,67.5168,4981.44,5931.3
69.4856,320,60.8665,5438.83,5931.09
68.8223,321,62.3101,5567.16,6057.72
76.2224,322,69.2903,5252.55,5538.41
66.6584,323,56.9402,5687.77,5657.76
75.9231,324,71.4334,5240.24,5943.05
74.7559,325,68.6611,5072.17,5927.23
74.6074,326,70.3933,5711.6,5630.68
75.7381,327,67.8893,4955.24,6070.24
76.1783,328,73.7931,5378.56,5812.3
76.9178,329,73.7429,5193.07,6017.0
77.144,330,71.1574,5678.6,6064.3
69.5129,331,62.8355,5177.11,6041.16
77.3577,332,72.6084,4926.87,5986.8
69.5085,333,64.1242,5253.22,5773.16
72.3529,334,67.4619,4765.76,5224.5
77.1059,335,72.946,5113.43,6006.13
76.6228,336,72.301,5316.03,5947.32
75.4601,337,69.6802,5177.39,5516.44
70.642,338,62.3589,5539.32,5752.15
78.2529,339,73.6344,4889.16,5696.83
77.4608,340,74.5466,5004.77,5674.92
69.5601,341,61.6234,5218.63,5798.42
73.513,342,68.2534,4831.21,6071.92
76.2773,343,69.9478,5294.04,5976.4
76.646,344,70.6027,5635.55,5665.82
72.1691,345,67.8787,4536.17,5596.1
76.3663,346,70.8186,4915.6,6147.24
69.8696,347,62.0557,4468.56,5788.9
76.5991,348,69.9141,5090.97,4760.25
77.0055,349,72.2268,5169.03,5727.99
78.4383,350,76.2018,4959.05,5807.32
76.3904,351,71.9405,4413.03,5851.89
77.5941,352,73.2003,4304.48,5484.05
69.876,353,65.1099,5138.61,5734.06
