Real Det Return,Reward Loss,Running Forward KL,Running Reverse KL,Itration,Real Sto Return,Running Env Steps,Running Update Time
5128.35,-2937.82177734375,39.4961,22.0411,384,5032.42,1920000,384
5169.53,-2811.343505859375,39.4629,20.9511,385,5036.21,1925000,385
5011.65,-2800.88818359375,39.8064,21.5545,386,4919.89,1930000,386
5076.95,-2780.21875,39.5798,20.93,387,4991.87,1935000,387
5059.31,-2737.9638671875,38.837,20.7228,388,5012.17,1940000,388
5016.28,-2873.069580078125,39.2699,21.2008,389,4842.78,1945000,389
5008.12,-3038.16064453125,39.7225,22.437,390,4989.6,1950000,390
5034.16,-2944.496337890625,39.6484,20.366,391,4955.98,1955000,391
5026.16,-2902.231689453125,39.8228,20.5828,392,5001.57,1960000,392
5066.7,-2992.00927734375,39.9926,21.4826,393,5017.27,1965000,393
5101.6,-3111.710693359375,40.2149,20.3744,394,4998.88,1970000,394
5112.83,-2953.057861328125,39.329,20.8653,395,4994.76,1975000,395
5065.78,-3020.499755859375,39.6077,20.9442,396,4974.45,1980000,396
5161.98,-2907.700439453125,39.567,20.7215,397,5025.57,1985000,397
5029.09,-3009.267822265625,39.7177,21.2517,398,5004.62,1990000,398
5042.36,-2991.738037109375,39.5458,21.0667,399,4933.17,1995000,399
5093.2,-3183.71728515625,40.2795,20.7524,400,5046.72,2000000,400
5105.74,-3087.80615234375,40.3976,20.5988,401,5048.24,2005000,401
5249.9,-3046.534423828125,40.2729,21.322,402,5104.26,2010000,402
5151.67,-3086.3427734375,39.7706,20.5174,403,5068.3,2015000,403
5121.14,-3081.92431640625,39.4332,20.6247,404,5022.48,2020000,404
5149.84,-3034.2314453125,39.4179,20.609,405,5039.45,2025000,405
5114.81,-3016.69287109375,39.1674,20.6906,406,5075.64,2030000,406
5159.78,-3301.0078125,39.6757,21.4039,407,5021.18,2035000,407
5122.76,-3121.249755859375,39.2924,20.7269,408,5029.85,2040000,408
5145.48,-3236.743896484375,39.9109,20.9435,409,5069.12,2045000,409
5160.92,-3095.96240234375,39.079,19.8086,410,5110.68,2050000,410
5130.39,-3214.079833984375,39.4821,20.7448,411,4872.88,2055000,411
5087.27,-3201.595703125,39.2811,20.4866,412,5060.07,2060000,412
5154.6,-3427.86474609375,39.4485,20.4127,413,5040.76,2065000,413
5051.94,-3451.34375,39.3977,22.085,414,4989.61,2070000,414
5135.99,-3155.3984375,38.9484,19.9301,415,4897.81,2075000,415
5042.75,-3239.063232421875,39.6909,21.1315,416,4674.78,2080000,416
5147.87,-3361.502685546875,38.7763,19.9749,417,4925.85,2085000,417
5087.55,-3226.695556640625,39.7354,20.6474,418,4899.02,2090000,418
5155.31,-3331.941162109375,39.421,20.2798,419,4866.62,2095000,419
5096.93,-3362.518798828125,39.0855,20.8397,420,4973.09,2100000,420
5137.08,-3393.443359375,39.6489,22.3814,421,5046.39,2105000,421
5187.68,-3320.080322265625,39.5411,20.4749,422,5071.01,2110000,422
5246.99,-3400.49560546875,39.7985,20.7011,423,5143.1,2115000,423
5224.98,-3375.19873046875,39.3734,20.3012,424,5099.65,2120000,424
5180.89,-3397.85302734375,39.9681,20.4029,425,5092.22,2125000,425
5191.84,-3407.6943359375,39.7714,20.4974,426,5079.64,2130000,426
5150.83,-3452.89794921875,39.6419,20.5627,427,5045.39,2135000,427
5170.81,-3472.792724609375,39.5662,20.6739,428,5078.06,2140000,428
5175.55,-3441.906982421875,39.8997,20.5891,429,5121.02,2145000,429
5187.06,-3458.385498046875,39.4299,20.7871,430,5099.59,2150000,430
5151.51,-3577.87744140625,39.6382,20.7996,431,5084.38,2155000,431
5110.65,-3576.43212890625,39.9594,20.9642,432,5036.2,2160000,432
5139.97,-3514.453369140625,39.5001,20.8839,433,5088.32,2165000,433
5179.26,-3598.429443359375,39.8327,20.806,434,5071.02,2170000,434
5150.05,-3606.882080078125,39.3882,20.6043,435,5074.01,2175000,435
5178.58,-3636.42041015625,39.8265,20.4028,436,5075.8,2180000,436
5149.99,-3599.031005859375,39.6887,20.0921,437,5044.23,2185000,437
5135.53,-3649.185546875,39.3272,19.9368,438,5012.34,2190000,438
5153.63,-3592.010009765625,39.1178,20.3161,439,5074.84,2195000,439
5181.06,-3682.911376953125,39.1597,20.2171,440,5090.9,2200000,440
5217.57,-3550.720703125,38.9725,19.8152,441,5127.13,2205000,441
5140.37,-3775.535400390625,39.5483,21.344,442,5080.97,2210000,442
5207.76,-3845.119384765625,40.0645,20.021,443,5098.26,2215000,443
5195.7,-3739.38427734375,39.7639,20.128,444,5128.36,2220000,444
5246.74,-3755.717041015625,39.8854,21.1548,445,5150.91,2225000,445
5252.73,-3581.3984375,39.8263,20.3986,446,5162.01,2230000,446
5222.56,-3806.7578125,39.519,19.0746,447,5121.83,2235000,447
5210.48,-3784.680419921875,39.9854,20.3064,448,5108.16,2240000,448
5206.09,-3771.42236328125,40.0194,20.0463,449,5108.63,2245000,449
5108.72,-3699.132568359375,39.5638,20.0238,450,5115.28,2250000,450
5207.98,-3893.008544921875,39.8972,20.4717,451,5086.53,2255000,451
5243.62,-3685.819580078125,39.844,20.6571,452,5105.77,2260000,452
5216.1,-3801.479736328125,39.1194,20.4349,453,5137.41,2265000,453
5173.32,-4144.427734375,40.7332,21.1919,454,5058.14,2270000,454
5238.35,-3893.693359375,39.4524,20.9526,455,5127.16,2275000,455
5179.19,-4064.373046875,39.8933,21.2921,456,5072.61,2280000,456
5057.82,-4030.94677734375,38.956,20.7662,457,4963.64,2285000,457
5146.21,-3950.52587890625,39.1924,20.7999,458,5069.72,2290000,458
4667.03,-3403.1484375,39.8668,17.2633,459,4387.74,2295000,459
4968.77,-4071.154052734375,39.3395,20.6271,460,4927.69,2300000,460
4993.65,-4063.43896484375,38.9841,22.3568,461,4961.07,2305000,461
5093.44,-4509.1015625,40.3062,21.2313,462,4226.74,2310000,462
5141.84,-4242.96875,40.2235,21.8031,463,4925.64,2315000,463
5081.85,-4367.56591796875,39.7892,19.8881,464,3784.62,2320000,464
5149.1,-4217.822265625,39.3754,21.1988,465,5099.93,2325000,465
5210.48,-4274.6298828125,39.5425,19.3215,466,4949.1,2330000,466
5215.78,-4271.56396484375,38.9704,20.6516,467,4989.07,2335000,467
5179.77,-4255.111328125,39.4456,20.0377,468,4835.13,2340000,468
5196.22,-4224.580078125,39.2628,20.7789,469,5122.54,2345000,469
5110.14,-4389.71728515625,39.6931,20.1364,470,5035.23,2350000,470
5172.59,-4276.59716796875,40.0064,20.1206,471,5094.1,2355000,471
5186.08,-4380.74169921875,40.0696,20.8597,472,5147.44,2360000,472
5174.33,-4169.001953125,39.1859,20.6466,473,5088.85,2365000,473
5142.7,-4354.05859375,39.3525,19.901,474,5058.21,2370000,474
5218.76,-4164.67138671875,39.8855,19.9219,475,5140.07,2375000,475
5254.39,-4360.82470703125,39.3576,20.3862,476,5119.94,2380000,476
5191.29,-4377.46240234375,39.6417,20.5743,477,5083.72,2385000,477
5228.33,-4542.07861328125,39.3794,20.6912,478,4759.83,2390000,478
5247.24,-4430.201171875,39.9086,20.4499,479,5133.68,2395000,479
5279.17,-4416.56982421875,39.3647,20.445,480,4931.72,2400000,480
5298.69,-4394.884765625,38.7819,19.224,481,4955.74,2405000,481
5296.12,-4426.7724609375,39.0325,20.1681,482,5007.8,2410000,482
5293.61,-4521.23876953125,39.3033,19.4738,483,5166.11,2415000,483
5217.5,-4433.46826171875,40.2573,20.7369,484,4951.38,2420000,484
5256.95,-4468.75244140625,38.6512,19.7071,485,5156.93,2425000,485
5175.92,-4536.2158203125,39.4474,20.3791,486,5088.99,2430000,486
5232.61,-4554.7783203125,39.4849,19.9088,487,4870.94,2435000,487
5208.57,-4461.02587890625,39.2444,19.773,488,5088.92,2440000,488
5159.45,-4529.68017578125,39.5745,19.9287,489,5086.63,2445000,489
5150.66,-4636.337890625,39.4674,20.26,490,4981.79,2450000,490
5119.91,-4621.01611328125,39.0047,20.2513,491,4731.52,2455000,491
5126.69,-4514.4228515625,39.2991,20.6643,492,5096.28,2460000,492
5222.01,-4632.83837890625,39.0341,20.5497,493,5115.37,2465000,493
5190.35,-4541.2958984375,38.952,20.2762,494,5117.21,2470000,494
5184.86,-4705.47314453125,39.0604,20.1078,495,5126.5,2475000,495
5213.33,-4814.388671875,39.6249,20.9737,496,5116.01,2480000,496
5144.57,-4727.48828125,39.2309,20.6595,497,5092.81,2485000,497
5180.91,-4839.45556640625,39.2096,20.6872,498,5104.61,2490000,498
5105.46,-4835.373046875,39.6775,20.8978,499,5079.57,2495000,499
5171.07,-4751.833984375,39.16,20.4308,500,5121.98,2500000,500
5083.71,-4896.826171875,39.3096,20.9828,501,5063.04,2505000,501
5114.82,-4944.70361328125,39.495,21.1474,502,5060.94,2510000,502
5171.06,-4957.845703125,38.9445,21.1226,503,5097.61,2515000,503
5063.96,-5037.42724609375,39.2778,20.9339,504,5003.55,2520000,504
1851.69,-5121.88330078125,42.2295,31.5388,505,2562.28,2525000,505
3472.75,-4624.20654296875,45.1594,26.4141,506,2874.18,2530000,506
2687.86,-5457.69580078125,42.3211,31.3577,507,3378.71,2535000,507
927.26,-5142.86376953125,42.9568,39.8061,508,1458.45,2540000,508
395.96,-5360.9736328125,49.1922,50.0081,509,608.84,2545000,509
4844.62,-4926.52783203125,39.3321,20.0489,510,3765.11,2550000,510
4818.92,-5421.03759765625,40.3778,23.9486,511,4652.94,2555000,511
4895.01,-5119.82177734375,39.2485,22.5784,512,4581.6,2560000,512
4877.07,-5203.39794921875,39.2714,22.5275,513,4924.2,2565000,513
4944.37,-5331.57958984375,39.2435,22.8874,514,4977.45,2570000,514
4865.01,-5435.4970703125,39.4051,22.9835,515,4909.01,2575000,515
4969.36,-5216.03076171875,39.0474,22.853,516,5004.77,2580000,516
4893.71,-5254.88623046875,39.3764,22.5457,517,4940.34,2585000,517
4958.27,-5252.9208984375,39.2609,22.4536,518,4987.9,2590000,518
4992.15,-5285.794921875,39.4388,22.3021,519,5006.56,2595000,519
5035.45,-5209.67041015625,38.72,21.6744,520,5002.29,2600000,520
5095.1,-5182.73583984375,39.0575,21.8344,521,5068.91,2605000,521
5100.59,-5274.80810546875,39.0851,21.7705,522,5084.17,2610000,522
5130.96,-5203.654296875,38.931,21.7665,523,5102.4,2615000,523
5093.39,-5487.96044921875,38.8925,22.4757,524,5081.86,2620000,524
5077.04,-5333.384765625,38.8682,21.4893,525,5076.92,2625000,525
5157.53,-5286.37255859375,39.4068,21.7573,526,5116.47,2630000,526
5132.21,-5436.62646484375,38.8888,21.5388,527,5088.43,2635000,527
5060.68,-5218.68798828125,38.8086,20.8939,528,5038.68,2640000,528
5127.47,-5265.12451171875,38.2802,20.9152,529,5058.65,2645000,529
5142.32,-5438.1904296875,38.8643,20.905,530,5096.73,2650000,530
5100.35,-5430.1357421875,38.901,20.8913,531,5039.71,2655000,531
5092.86,-5349.48974609375,38.93,20.6612,532,5056.42,2660000,532
5137.78,-5464.15966796875,38.6595,21.3715,533,5101.5,2665000,533
5138.82,-5421.58056640625,38.7488,20.9411,534,5080.82,2670000,534
5063.78,-5462.93115234375,38.4771,21.0847,535,5049.8,2675000,535
5113.64,-5491.5615234375,38.5369,20.9815,536,5063.15,2680000,536
5231.35,-5341.93896484375,38.8918,20.302,537,5136.72,2685000,537
5042.37,-5522.57275390625,38.661,21.0622,538,5041.69,2690000,538
5075.94,-5491.08984375,39.1345,21.3087,539,5060.89,2695000,539
5046.46,-5646.1962890625,38.9186,21.0184,540,5054.91,2700000,540
5132.73,-5594.47216796875,38.7646,21.2793,541,5117.36,2705000,541
5112.53,-5517.646484375,39.0707,20.9451,542,5076.77,2710000,542
5173.41,-5454.7734375,38.4289,20.5616,543,5132.59,2715000,543
5146.04,-5477.345703125,38.6928,20.7943,544,5113.29,2720000,544
5084.31,-5583.01513671875,38.5128,20.7526,545,5083.83,2725000,545
5001.92,-5682.6953125,39.3477,20.9799,546,4736.95,2730000,546
5167.18,-5491.875,38.7482,20.8992,547,5104.26,2735000,547
5136.71,-5644.5087890625,39.436,23.1792,548,5070.11,2740000,548
5119.98,-5545.037109375,39.0376,20.4367,549,5099.4,2745000,549
5161.26,-5629.9052734375,38.482,20.7585,550,5101.41,2750000,550
5113.69,-5803.4384765625,38.5076,22.0949,551,5056.8,2755000,551
4815.5,-5396.8251953125,40.2219,31.4392,552,4296.87,2760000,552
5129.75,-5935.49267578125,39.4398,22.0473,553,5071.69,2765000,553
4497.98,-5324.17431640625,41.4557,22.659,554,4163.55,2770000,554
3365.69,-6037.68896484375,42.0366,30.5645,555,3267.38,2775000,555
4967.91,-6261.67626953125,40.2629,25.2132,556,4986.2,2780000,556
4799.17,-5864.5390625,40.0922,23.8234,557,4831.92,2785000,557
5040.77,-5858.4765625,38.9602,23.791,558,5062.34,2790000,558
5082.96,-5816.35302734375,38.4815,22.0774,559,5088.2,2795000,559
1490.73,-6069.501953125,42.9959,77.5108,560,1372.66,2800000,560
1769.16,-6920.783203125,48.6959,50.0709,561,619.41,2805000,561
725.06,-5994.08642578125,44.7341,43.8191,562,876.61,2810000,562
2003.17,-6287.20068359375,40.7882,33.7821,563,1487.24,2815000,563
2610.21,-6683.3447265625,42.9191,28.005,564,2960.6,2820000,564
717.54,-6321.4990234375,42.2443,38.6409,565,1736.02,2825000,565
4430.29,-6192.916015625,39.8981,25.2783,566,4207.4,2830000,566
4760.09,-6070.16064453125,39.2451,22.7869,567,4105.74,2835000,567
3050.0,-6018.26611328125,39.6101,23.7583,568,4200.6,2840000,568
4969.72,-5979.84375,38.8151,22.2051,569,4556.11,2845000,569
4907.23,-6020.98046875,39.2196,22.2535,570,4918.42,2850000,570
4936.77,-6109.47021484375,38.9064,22.3551,571,4972.27,2855000,571
4974.11,-6069.6494140625,38.9124,21.4366,572,4987.89,2860000,572
4879.58,-6143.41259765625,39.1322,22.3112,573,4800.87,2865000,573
5000.77,-6127.55859375,38.9543,21.6125,574,4828.08,2870000,574
4978.19,-6121.41748046875,38.2029,21.0165,575,4955.51,2875000,575
4966.46,-6198.056640625,38.5479,21.5219,576,4803.19,2880000,576
4958.1,-6074.20556640625,38.2046,21.666,577,4990.77,2885000,577
5043.59,-5930.740234375,38.1685,21.3531,578,4907.3,2890000,578
5117.49,-6140.423828125,38.5444,20.9921,579,5021.92,2895000,579
5011.46,-6335.68798828125,38.6025,22.2231,580,5025.3,2900000,580
5038.3,-6204.71142578125,38.7875,21.8778,581,5036.27,2905000,581
5124.21,-6147.7236328125,38.5604,22.7721,582,5103.66,2910000,582
5018.54,-6163.1435546875,38.4155,21.4623,583,5013.88,2915000,583
5138.42,-6102.8388671875,38.3506,21.4946,584,4999.42,2920000,584
5127.88,-6096.31494140625,37.9407,21.1467,585,5112.6,2925000,585
5186.34,-6018.8662109375,38.0898,21.5849,586,5002.92,2930000,586
5246.78,-5994.478515625,37.7998,20.8861,587,5140.26,2935000,587
5217.77,-6035.82080078125,38.0181,20.4782,588,5169.36,2940000,588
5123.58,-6125.95361328125,38.2766,20.959,589,5094.47,2945000,589
5250.14,-6009.65966796875,38.0035,20.3392,590,5185.39,2950000,590
5189.32,-6228.25439453125,37.7044,20.963,591,5110.88,2955000,591
5279.29,-6206.00634765625,38.075,21.9901,592,5181.56,2960000,592
5192.13,-6209.5390625,38.3652,21.0395,593,5169.59,2965000,593
5190.6,-6086.40771484375,38.0409,20.0967,594,5141.3,2970000,594
5098.1,-6211.06298828125,37.9737,20.5857,595,5102.0,2975000,595
5262.45,-6145.64990234375,37.8508,20.5066,596,5065.03,2980000,596
5245.42,-6444.390625,37.759,20.6762,597,5116.63,2985000,597
5209.2,-6461.10791015625,37.9933,20.7877,598,5108.2,2990000,598
5128.6,-6143.71142578125,38.0963,20.3515,599,5142.76,2995000,599
5213.71,-6426.91796875,37.6086,21.0387,600,5135.49,3000000,600
5187.51,-6434.4091796875,38.6287,21.0503,601,5146.81,3005000,601
5149.17,-6304.0283203125,38.1522,20.7829,602,5186.78,3010000,602
5207.49,-6349.154296875,37.7289,20.874,603,5167.57,3015000,603
542.87,-6826.35595703125,40.3253,27.396,604,1085.84,3020000,604
2431.65,-6898.712890625,42.7954,37.1626,605,949.76,3025000,605
5042.72,-6706.53759765625,38.3227,22.0486,606,4328.86,3030000,606
5144.99,-6539.724609375,38.4386,21.3721,607,4933.17,3035000,607
5041.91,-6899.04931640625,38.9185,22.4222,608,5013.79,3040000,608
5084.53,-6819.67138671875,38.7271,22.21,609,5094.62,3045000,609
4990.25,-6845.5966796875,38.5153,22.3936,610,4997.86,3050000,610
5165.0,-6847.6826171875,38.5422,22.4824,611,5079.34,3055000,611
5071.7,-6848.14697265625,38.5423,22.6741,612,4856.91,3060000,612
5166.91,-6867.923828125,38.3001,21.9797,613,5096.87,3065000,613
5140.38,-6883.9794921875,38.8032,22.6586,614,5069.3,3070000,614
5150.38,-6870.99560546875,38.0523,21.9747,615,5093.07,3075000,615
5197.15,-6593.3505859375,38.4888,21.4509,616,5134.45,3080000,616
5230.16,-6520.951171875,38.1965,20.8479,617,5162.99,3085000,617
5167.53,-6810.490234375,38.5792,24.1396,618,5149.35,3090000,618
5108.5,-6852.39990234375,38.1246,22.423,619,4947.37,3095000,619
2213.53,-6269.36669921875,43.3891,25.3917,620,2124.33,3100000,620
2094.72,-6130.83251953125,40.7134,27.6897,621,2945.5,3105000,621
1575.47,-6591.32958984375,41.8852,35.6667,622,1907.07,3110000,622
538.13,-7338.25732421875,46.5257,54.7441,623,653.17,3115000,623
3085.58,-7222.0966796875,43.5068,39.1405,624,2587.03,3120000,624
1047.69,-7579.0185546875,44.0888,32.7885,625,1233.72,3125000,625
366.15,-6316.6572265625,50.2204,61.6039,626,361.29,3130000,626
461.12,-7020.34716796875,44.1775,39.1385,627,1328.72,3135000,627
562.85,-8145.703125,47.8137,40.5835,628,601.06,3140000,628
725.1,-7847.56787109375,48.1951,31.2704,629,719.99,3145000,629
697.15,-7166.64892578125,47.2686,36.8252,630,679.93,3150000,630
777.26,-7503.11328125,48.0644,46.9552,631,771.78,3155000,631
911.58,-7645.2939453125,47.1783,39.9207,632,904.18,3160000,632
2261.38,-7665.33349609375,42.1855,37.2419,633,2242.61,3165000,633
2200.74,-7545.56982421875,41.9365,49.0628,634,2871.54,3170000,634
487.72,-5948.87744140625,42.8033,69.9433,635,1855.93,3175000,635
2761.94,-7369.86279296875,42.5023,47.2283,636,3152.57,3180000,636
488.02,-7925.3662109375,49.6164,54.7381,637,523.44,3185000,637
549.7,-8284.1611328125,48.8997,72.1087,638,548.88,3190000,638
3867.45,-7712.5849609375,40.5264,53.7169,639,2782.99,3195000,639
3748.99,-7004.38671875,39.1653,33.4373,640,3598.51,3200000,640
4739.59,-7003.798828125,38.9793,22.7618,641,4618.86,3205000,641
4895.66,-7014.2119140625,38.935,28.0585,642,4844.35,3210000,642
5091.86,-6876.19384765625,38.6028,22.891,643,4854.39,3215000,643
5006.99,-6992.18798828125,38.8817,23.4908,644,4998.7,3220000,644
5067.1,-7147.23974609375,38.4206,23.3361,645,5018.51,3225000,645
5045.3,-7113.1884765625,38.4599,22.8074,646,4869.57,3230000,646
4876.38,-7006.6943359375,38.0541,22.1114,647,5018.79,3235000,647
4855.56,-7022.19775390625,38.7941,22.3711,648,4663.48,3240000,648
4817.36,-7200.31982421875,39.0115,22.6522,649,4865.61,3245000,649
4891.78,-7107.79248046875,38.7325,22.6692,650,5001.26,3250000,650
4812.25,-7349.98193359375,39.0673,23.5066,651,4900.33,3255000,651
4908.3,-7162.408203125,38.3482,22.6669,652,4970.03,3260000,652
4949.13,-7301.88818359375,38.3972,21.8675,653,5008.91,3265000,653
4862.45,-7263.62451171875,39.1338,22.2744,654,4900.64,3270000,654
4881.94,-7211.54638671875,39.3609,22.3696,655,4891.09,3275000,655
4870.88,-7355.09033203125,38.8341,22.5477,656,4868.0,3280000,656
4927.58,-7401.29541015625,38.9589,22.0644,657,4937.07,3285000,657
4885.33,-7463.95166015625,38.9252,22.7608,658,4933.38,3290000,658
4977.09,-7480.37451171875,38.5762,22.3677,659,5001.29,3295000,659
4925.43,-7471.7138671875,38.9028,22.5797,660,4996.08,3300000,660
4855.69,-7619.97119140625,39.4576,22.6262,661,4890.25,3305000,661
4942.64,-7361.33447265625,38.5924,22.1075,662,4962.14,3310000,662
4931.2,-7480.3212890625,38.8766,22.387,663,4941.93,3315000,663
4920.32,-7582.9677734375,39.2678,22.4163,664,4950.8,3320000,664
4890.05,-7547.77978515625,38.9396,22.4523,665,4886.81,3325000,665
4979.7,-7472.96484375,39.0996,22.4225,666,4986.15,3330000,666
4994.84,-7407.26318359375,38.6067,22.1034,667,5003.32,3335000,667
4902.84,-7474.1572265625,39.0003,22.3245,668,4941.31,3340000,668
5022.91,-7325.46484375,38.6131,21.9158,669,5013.45,3345000,669
5005.31,-7243.623046875,38.363,21.6234,670,5030.42,3350000,670
4996.65,-7404.11865234375,38.3202,21.8427,671,5010.4,3355000,671
5110.06,-7348.41845703125,37.9245,21.5549,672,5110.35,3360000,672
5090.24,-7304.69287109375,38.1446,21.6432,673,5077.02,3365000,673
5097.96,-7278.099609375,38.152,21.2525,674,5090.12,3370000,674
5106.54,-7199.75146484375,38.1319,21.3812,675,5100.0,3375000,675
5182.98,-7406.28271484375,38.1615,21.8147,676,5134.81,3380000,676
5174.59,-7224.02099609375,38.0233,21.6228,677,5138.62,3385000,677
5182.21,-7266.93701171875,37.6146,21.1724,678,5145.41,3390000,678
5155.82,-7456.72021484375,37.4773,21.4575,679,5105.64,3395000,679
5137.01,-7241.140625,37.9362,21.0656,680,5102.88,3400000,680
5156.8,-7221.86279296875,37.602,21.1926,681,5135.43,3405000,681
5132.33,-7382.421875,37.2428,21.5777,682,5098.17,3410000,682
5091.24,-7463.5322265625,37.6967,21.37,683,5056.58,3415000,683
5164.46,-7298.04833984375,37.2799,21.229,684,5128.37,3420000,684
5145.7,-7388.49755859375,37.5802,21.2761,685,5103.2,3425000,685
5114.84,-7325.70263671875,37.5445,21.0774,686,5099.21,3430000,686
5113.52,-7254.51025390625,37.4353,21.1963,687,5083.48,3435000,687
5069.87,-7132.42041015625,37.2413,20.8626,688,5071.85,3440000,688
5195.84,-7347.533203125,37.491,21.255,689,5174.1,3445000,689
5138.72,-7405.5791015625,37.5765,21.5826,690,5131.94,3450000,690
5168.31,-7191.54052734375,37.377,21.0879,691,5163.3,3455000,691
5180.96,-7127.1591796875,36.9205,20.9909,692,5162.2,3460000,692
5213.86,-7504.69140625,37.0387,21.7982,693,5168.62,3465000,693
5183.49,-7333.908203125,37.7566,21.5533,694,5153.81,3470000,694
5157.56,-7174.89208984375,37.4201,21.1612,695,5141.13,3475000,695
5193.34,-7403.9794921875,36.9732,20.8383,696,5119.4,3480000,696
5157.34,-7304.45458984375,37.3604,21.2192,697,5122.15,3485000,697
5086.65,-7400.4365234375,37.3458,21.2455,698,5088.37,3490000,698
5114.62,-7284.10986328125,37.5738,21.5409,699,5107.48,3495000,699
5030.69,-7442.224609375,38.1281,21.164,700,5036.76,3500000,700
5106.03,-7318.44580078125,37.7679,21.1856,701,5086.92,3505000,701
5078.22,-7611.8017578125,37.7222,21.1727,702,5052.45,3510000,702
5069.53,-7344.4599609375,37.4215,20.3927,703,5086.15,3515000,703
5159.92,-7358.57421875,37.7392,21.2282,704,5164.32,3520000,704
5121.74,-7420.8291015625,37.86,21.0673,705,5119.01,3525000,705
5145.51,-7259.6259765625,37.0996,20.8044,706,5162.69,3530000,706
5138.63,-7436.404296875,37.2721,20.9312,707,5154.65,3535000,707
5174.04,-7309.27587890625,37.2051,20.8361,708,5123.35,3540000,708
5295.82,-7157.05029296875,36.525,20.384,709,4953.2,3545000,709
5236.52,-7270.49267578125,37.0308,20.7821,710,5176.25,3550000,710
5160.47,-7444.56103515625,37.1033,20.6683,711,5122.6,3555000,711
5204.11,-7116.78564453125,37.2273,20.4761,712,5165.17,3560000,712
5282.32,-7220.560546875,36.8955,20.6956,713,5196.11,3565000,713
5277.89,-7349.08203125,37.4299,20.6721,714,5078.8,3570000,714
5262.77,-7489.60205078125,36.9293,21.0618,715,5203.67,3575000,715
5148.63,-7424.607421875,37.2874,20.9074,716,5158.03,3580000,716
5265.2,-7507.744140625,36.9201,21.2304,717,5213.27,3585000,717
5274.75,-7454.19873046875,37.0406,21.2162,718,5198.19,3590000,718
5299.77,-7375.91552734375,36.2751,21.311,719,5224.9,3595000,719
5186.78,-7560.1220703125,36.7186,21.5624,720,5083.91,3600000,720
5278.73,-7741.041015625,37.253,21.6081,721,5202.69,3605000,721
5253.59,-7400.357421875,37.085,21.6881,722,5214.1,3610000,722
5310.37,-7584.5966796875,37.131,21.9825,723,5220.18,3615000,723
5326.46,-7551.60693359375,37.5517,21.5143,724,5225.02,3620000,724
5270.9,-7858.52587890625,37.6147,21.7342,725,5160.31,3625000,725
5250.63,-7842.02734375,37.8272,22.3186,726,5231.78,3630000,726
5316.96,-7833.99462890625,37.4391,22.0363,727,5124.76,3635000,727
5330.3,-7980.1904296875,37.9752,22.7823,728,5259.51,3640000,728
5285.01,-7932.498046875,38.0784,21.6442,729,5244.81,3645000,729
5250.75,-7813.140625,37.584,22.1357,730,4897.15,3650000,730
5300.69,-7662.1015625,37.6588,21.4166,731,5236.3,3655000,731
5299.45,-7902.71533203125,37.7898,21.7407,732,4799.71,3660000,732
5260.25,-7822.35302734375,37.9746,22.5737,733,5176.37,3665000,733
5362.13,-7728.17333984375,37.4374,21.7406,734,4946.37,3670000,734
5254.4,-7725.546875,37.8846,22.4516,735,4770.05,3675000,735
5246.5,-7676.22216796875,37.669,21.1089,736,5228.74,3680000,736
5299.31,-7822.423828125,37.8665,22.1803,737,4851.13,3685000,737
5362.42,-7592.46044921875,37.3102,21.6064,738,5009.49,3690000,738
5275.38,-7946.72265625,38.121,21.9515,739,5208.66,3695000,739
5313.01,-7875.16015625,38.0776,21.9547,740,5160.09,3700000,740
5354.41,-7846.943359375,37.5091,21.5092,741,5136.52,3705000,741
5235.66,-7751.63232421875,37.5601,21.8824,742,5229.59,3710000,742
5306.58,-7932.80810546875,37.3319,21.8557,743,5250.17,3715000,743
5174.25,-7726.59912109375,37.5619,21.7352,744,4823.0,3720000,744
5290.66,-7767.83203125,37.7102,23.4773,745,4704.14,3725000,745
5356.55,-7853.349609375,37.8454,21.1901,746,5009.08,3730000,746
5216.59,-7719.75634765625,37.805,22.7962,747,4995.49,3735000,747
5206.32,-7654.900390625,37.5284,21.8064,748,4973.56,3740000,748
5268.67,-8146.13330078125,37.6442,24.2692,749,4710.29,3745000,749
5205.96,-7601.53759765625,37.2308,21.6909,750,4832.74,3750000,750
4976.03,-7874.6943359375,37.9128,23.9039,751,4859.17,3755000,751
5076.27,-7570.7919921875,37.6747,21.8515,752,5007.43,3760000,752
5046.16,-7886.146484375,37.9007,23.0517,753,4982.38,3765000,753
5184.89,-8064.2109375,37.7492,23.5048,754,4821.35,3770000,754
5203.82,-7923.02880859375,37.6122,23.0796,755,5017.12,3775000,755
5207.8,-8051.70068359375,37.5299,22.9508,756,5200.33,3780000,756
5153.02,-8078.36328125,37.7388,23.8457,757,4902.74,3785000,757
5323.3,-8201.5419921875,38.1081,24.7046,758,4581.7,3790000,758
5188.57,-7832.45361328125,38.273,23.597,759,4834.53,3795000,759
4732.85,-7995.2333984375,37.8381,23.6401,760,3965.74,3800000,760
5223.63,-7942.13232421875,38.1566,22.9221,761,4930.34,3805000,761
5292.79,-7966.1962890625,37.6541,24.1973,762,4593.14,3810000,762
5238.99,-8000.91943359375,37.9728,25.4162,763,4933.19,3815000,763
3392.9,-8139.62646484375,37.8481,23.3517,764,4086.17,3820000,764
3329.59,-7153.53125,40.0579,36.2128,765,3359.09,3825000,765
