Running Reverse KL,Running Forward KL,Itration,Real Sto Return,Running Update Time,Real Det Return,Running Env Steps,Reward Loss
17.5422,43.0962,388,4085.65,388,4224.9,1940000,-21500.640625
17.0783,42.8655,389,4047.92,389,4276.99,1945000,-21434.62109375
17.2776,43.0908,390,4198.33,390,4257.39,1950000,-21660.404296875
16.8164,43.2094,391,4190.38,391,4210.06,1955000,-22099.318359375
17.2832,43.3168,392,4210.75,392,4297.85,1960000,-21794.447265625
17.1941,42.9791,393,4195.39,393,4269.83,1965000,-22119.390625
17.3322,43.0898,394,4221.69,394,4226.07,1970000,-22093.927734375
17.413,43.1309,395,4237.8,395,4306.2,1975000,-22178.416015625
17.6112,43.0034,396,4220.61,396,4289.8,1980000,-22217.2578125
17.2087,42.9758,397,4125.68,397,4249.6,1985000,-22203.478515625
16.9929,43.1636,398,4216.58,398,4287.91,1990000,-21994.552734375
16.5582,42.9427,399,4218.85,399,4304.88,1995000,-22428.427734375
17.393,43.1292,400,4182.96,400,4250.05,2000000,-22713.03515625
17.2848,43.3061,401,4220.05,401,4228.32,2005000,-23173.470703125
17.4716,43.0137,402,4230.78,402,4294.72,2010000,-23309.001953125
17.1516,42.5805,403,4143.57,403,4314.98,2015000,-22721.41015625
17.2312,43.317,404,4236.05,404,4266.19,2020000,-23649.27734375
17.2093,43.2391,405,4228.24,405,4284.68,2025000,-23205.345703125
17.7975,43.1241,406,4252.74,406,4243.8,2030000,-23413.591796875
17.4654,43.3928,407,4229.71,407,4229.16,2035000,-23924.0078125
17.4602,43.053,408,4242.44,408,4247.92,2040000,-24160.30859375
17.5086,42.939,409,4237.03,409,4283.34,2045000,-23601.591796875
17.71,43.1569,410,4244.6,410,4294.01,2050000,-24007.271484375
17.3532,43.0472,411,4165.24,411,4311.75,2055000,-23339.947265625
17.0901,43.2786,412,4234.1,412,4256.85,2060000,-24129.66796875
17.7716,43.4441,413,4085.87,413,3917.52,2065000,-24015.646484375
17.2739,42.9925,414,4176.61,414,4283.26,2070000,-23782.2890625
17.0858,42.9081,415,4158.17,415,4318.39,2075000,-24024.67578125
17.412,43.3223,416,4189.97,416,4052.15,2080000,-24437.740234375
17.5939,43.3124,417,4252.5,417,4218.49,2085000,-24251.373046875
16.8794,43.4104,418,4219.26,418,3530.05,2090000,-24872.58984375
17.0911,43.2437,419,4241.71,419,4280.84,2095000,-24311.859375
17.1672,43.3,420,4274.24,420,4054.43,2100000,-24283.9296875
16.5257,42.8808,421,4146.91,421,4163.66,2105000,-24831.3828125
17.6879,43.2634,422,4260.1,422,4247.88,2110000,-24549.671875
17.5741,43.0407,423,4242.78,423,3906.03,2115000,-25063.826171875
16.9438,42.6766,424,4161.26,424,3763.11,2120000,-24908.64453125
17.1489,42.9625,425,4165.68,425,4241.35,2125000,-25038.8671875
16.6701,43.4231,426,4024.37,426,4005.08,2130000,-25214.919921875
16.6441,43.1799,427,4243.55,427,4246.14,2135000,-25319.7109375
17.455,43.4218,428,4168.36,428,4278.3,2140000,-25716.359375
16.7684,42.891,429,4066.54,429,3365.01,2145000,-24997.060546875
17.3303,43.2425,430,4018.7,430,4200.36,2150000,-25348.5859375
17.5702,43.4251,431,4261.99,431,4210.71,2155000,-26356.103515625
17.5661,43.7462,432,3987.9,432,4254.73,2160000,-25773.240234375
17.7002,43.4247,433,4276.04,433,4212.77,2165000,-26258.98828125
17.6009,43.2863,434,4261.15,434,4084.03,2170000,-25668.859375
17.7977,43.1929,435,4228.98,435,4290.97,2175000,-25765.177734375
17.5274,42.983,436,4265.58,436,4120.83,2180000,-25290.7734375
17.406,43.0355,437,4253.29,437,3933.71,2185000,-26252.935546875
17.7946,43.5189,438,4279.84,438,4173.36,2190000,-26236.197265625
17.4981,43.1581,439,4169.62,439,4120.17,2195000,-26623.2265625
17.7004,43.4125,440,4284.91,440,4260.56,2200000,-26085.0859375
18.2352,43.2014,441,4309.59,441,4197.22,2205000,-26402.90625
17.7173,43.3486,442,4314.09,442,4306.23,2210000,-26546.544921875
17.6093,43.3856,443,4171.13,443,4293.88,2215000,-26535.96875
17.9081,43.7058,444,4225.5,444,4252.84,2220000,-27199.5546875
17.7857,43.2797,445,4308.48,445,4320.08,2225000,-26881.55078125
18.1468,43.4824,446,4286.25,446,4190.56,2230000,-27190.08203125
17.4829,43.4985,447,4222.04,447,4237.54,2235000,-27377.986328125
18.3011,43.7533,448,4259.05,448,4248.07,2240000,-27351.83203125
17.758,43.5237,449,4280.05,449,4277.89,2245000,-27128.76953125
17.2586,43.2964,450,4257.83,450,4285.18,2250000,-27129.423828125
17.8806,43.2529,451,4280.93,451,4277.1,2255000,-27542.357421875
17.4549,43.4664,452,4256.49,452,4237.33,2260000,-27922.525390625
16.9575,43.4676,453,4266.77,453,4222.79,2265000,-27991.439453125
19.2383,43.7397,454,4320.01,454,3843.49,2270000,-28094.755859375
18.6733,43.8771,455,4282.73,455,3635.79,2275000,-28303.349609375
18.4266,43.366,456,4232.91,456,3178.04,2280000,-27911.52734375
18.8719,43.9963,457,4185.61,457,3981.45,2285000,-28703.619140625
18.6783,43.772,458,4178.15,458,4120.49,2290000,-28257.529296875
17.96,43.3474,459,4234.29,459,4179.52,2295000,-29138.888671875
17.4452,43.2651,460,4025.94,460,4054.09,2300000,-28592.06640625
17.5477,43.3058,461,4120.73,461,4099.89,2305000,-28190.072265625
18.353,43.3656,462,3697.71,462,4024.85,2310000,-28723.314453125
17.8199,43.7443,463,4121.18,463,4177.67,2315000,-28899.0234375
32.9163,44.8047,464,2183.67,464,1776.72,2320000,-28492.41796875
25.8689,42.9011,465,3694.28,465,3762.16,2325000,-27612.91015625
17.3699,43.2889,466,2766.79,466,1329.57,2330000,-29958.3828125
20.8896,44.1927,467,4036.63,467,4054.2,2335000,-28430.8125
17.2935,44.5524,468,3537.76,468,3900.51,2340000,-30743.1328125
18.793,43.4188,469,3732.98,469,4090.77,2345000,-29423.509765625
18.2462,44.1406,470,3594.26,470,3449.37,2350000,-29859.6328125
19.5439,44.2274,471,4025.83,471,3913.7,2355000,-29543.435546875
16.5156,43.5724,472,4018.39,472,4221.62,2360000,-28281.19921875
17.7011,43.8949,473,3997.03,473,4214.91,2365000,-29553.353515625
18.4044,43.4387,474,4117.39,474,4251.21,2370000,-30011.666015625
18.0286,43.7368,475,4170.45,475,4256.29,2375000,-30026.126953125
17.5614,43.4849,476,4125.84,476,4222.53,2380000,-29630.513671875
17.8426,43.0948,477,4187.12,477,4269.03,2385000,-29684.1640625
18.2354,43.404,478,4186.51,478,4254.89,2390000,-30319.3515625
18.401,43.343,479,4259.97,479,4265.44,2395000,-29258.146484375
17.9317,43.3676,480,4252.38,480,4261.89,2400000,-29881.564453125
17.9925,43.027,481,4257.77,481,4294.38,2405000,-30436.248046875
18.1003,43.5257,482,4171.72,482,4283.8,2410000,-30655.529296875
18.7204,43.2864,483,4238.51,483,4261.03,2415000,-30676.1796875
18.2702,43.3577,484,4266.98,484,4265.07,2420000,-30492.0390625
18.0985,43.6918,485,4269.46,485,4257.43,2425000,-30732.8359375
17.798,43.4125,486,4260.98,486,4271.61,2430000,-30749.69921875
18.4574,43.3978,487,4097.79,487,4313.97,2435000,-30857.0078125
18.1706,43.5082,488,4253.21,488,4284.49,2440000,-30709.08984375
18.3545,43.3929,489,4299.2,489,4318.99,2445000,-31150.423828125
17.6399,43.4153,490,4269.42,490,4276.71,2450000,-30815.529296875
17.4054,43.2786,491,4282.23,491,4289.77,2455000,-31087.06640625
17.3877,43.4266,492,4256.49,492,4280.35,2460000,-30909.02734375
17.4197,43.4702,493,4221.26,493,4245.61,2465000,-31220.0625
17.5372,43.4186,494,4085.33,494,4267.54,2470000,-31301.123046875
17.2583,42.8858,495,4096.51,495,4274.16,2475000,-30980.888671875
17.4308,43.0681,496,4265.87,496,4272.14,2480000,-30540.662109375
18.9349,43.36,497,4272.81,497,4284.33,2485000,-32190.349609375
17.8622,43.0609,498,4261.75,498,4286.64,2490000,-31944.560546875
17.4566,43.1678,499,4241.46,499,4283.45,2495000,-32263.833984375
17.8717,43.4325,500,4256.36,500,4334.47,2500000,-31742.37109375
16.8539,43.2332,501,4248.54,501,4292.7,2505000,-31864.03515625
18.6973,43.2066,502,4253.56,502,4329.76,2510000,-32362.0625
17.8355,43.4436,503,4244.76,503,4295.88,2515000,-32590.775390625
17.9988,43.1954,504,4250.44,504,4282.97,2520000,-32310.01953125
17.5899,43.2807,505,4257.74,505,4289.22,2525000,-32002.5390625
18.1101,43.1327,506,4276.74,506,4309.84,2530000,-32499.529296875
17.5978,43.2062,507,4273.02,507,4303.26,2535000,-32713.36328125
17.1649,43.0862,508,4260.91,508,4277.01,2540000,-32424.22265625
18.1494,43.2021,509,4292.21,509,4327.86,2545000,-33074.80859375
17.5608,43.1022,510,4244.11,510,4324.45,2550000,-32287.75390625
17.9362,43.0914,511,4265.94,511,4350.13,2555000,-32878.42578125
24.0678,48.0822,512,572.31,512,635.26,2560000,-39982.46484375
20.1647,47.3376,513,716.54,513,671.73,2565000,-38088.8828125
61.3105,46.4201,514,835.05,514,955.66,2570000,-38895.8515625
57.5279,48.9768,515,525.11,515,496.02,2575000,-38403.70703125
75.7729,49.2719,516,394.87,516,399.5,2580000,-38476.3671875
26.1636,46.323,517,1316.6,517,1806.42,2585000,-37109.5859375
22.9772,46.0374,518,1877.31,518,2104.68,2590000,-37797.81640625
20.0171,45.6994,519,3274.63,519,3698.41,2595000,-37566.33203125
25.0541,44.7891,520,3341.85,520,3099.69,2600000,-34399.375
49.7981,44.7768,521,2310.33,521,3908.16,2605000,-34892.2421875
25.7007,44.6643,522,3051.22,522,3984.6,2610000,-35250.82421875
55.6548,45.8351,523,1589.73,523,1548.29,2615000,-37466.1796875
28.7826,44.0445,524,2538.61,524,3108.02,2620000,-36536.640625
22.8089,43.7689,525,4208.95,525,4232.39,2625000,-35218.75390625
22.4875,43.4014,526,4017.78,526,4244.45,2630000,-35022.0234375
21.4392,43.8394,527,3969.83,527,4166.22,2635000,-36121.65625
19.1041,43.8705,528,3697.36,528,4115.75,2640000,-35015.1015625
20.2146,43.962,529,4074.74,529,4188.38,2645000,-35583.875
20.7197,43.5644,530,3784.44,530,4209.96,2650000,-35725.28125
19.6305,43.517,531,3957.52,531,4184.12,2655000,-35152.6875
19.3536,43.5434,532,3894.21,532,4190.32,2660000,-35417.97265625
19.8189,43.9288,533,3901.38,533,4138.94,2665000,-35863.29296875
19.5839,43.5474,534,3993.57,534,4191.71,2670000,-36190.828125
20.0471,43.7054,535,4180.73,535,4199.71,2675000,-36195.4140625
19.9759,43.785,536,4070.22,536,4157.14,2680000,-35764.76171875
19.1421,43.6766,537,4181.97,537,4136.1,2685000,-35131.296875
19.9529,43.6292,538,4253.03,538,4117.31,2690000,-35851.87109375
19.9773,43.9728,539,4197.94,539,4201.91,2695000,-36494.765625
19.4073,43.8352,540,4269.61,540,4279.93,2700000,-35811.1484375
20.4272,43.903,541,4289.98,541,4272.44,2705000,-36082.43359375
19.8324,43.8358,542,4239.94,542,4208.92,2710000,-35681.62890625
20.5907,44.0914,543,4219.9,543,4329.22,2715000,-35612.02734375
20.4813,44.0676,544,4254.15,544,4220.7,2720000,-36721.6015625
20.8821,43.9912,545,4316.06,545,4329.37,2725000,-36435.9453125
20.2288,43.4057,546,4302.72,546,4312.9,2730000,-36280.2421875
20.3648,43.6201,547,4288.36,547,4317.46,2735000,-36614.86328125
19.8902,43.6147,548,4347.2,548,4348.08,2740000,-36441.1796875
20.7394,43.7075,549,4330.18,549,4342.63,2745000,-36947.953125
20.1689,43.9428,550,4306.73,550,4379.19,2750000,-36717.53125
19.9681,43.7327,551,4279.17,551,4386.79,2755000,-36398.26171875
19.8427,43.8409,552,4328.45,552,4339.03,2760000,-36759.40234375
20.2535,43.6151,553,4288.46,553,4255.67,2765000,-37201.7421875
19.5857,43.6295,554,4329.7,554,4349.45,2770000,-37209.03515625
20.3247,43.8572,555,4321.1,555,4203.57,2775000,-37638.4375
20.0663,43.9369,556,4329.75,556,4362.44,2780000,-37940.6171875
20.5852,43.9848,557,4318.98,557,4330.37,2785000,-38455.23828125
20.8909,44.1908,558,4338.84,558,4376.71,2790000,-39027.046875
21.0967,43.849,559,4355.17,559,4383.75,2795000,-37978.4296875
20.0489,43.9906,560,4338.14,560,4358.82,2800000,-38038.7421875
20.0754,43.9839,561,4317.91,561,4340.6,2805000,-37805.99609375
21.5691,43.8911,562,4296.19,562,4323.05,2810000,-37945.86328125
19.9513,43.9836,563,4279.25,563,4267.79,2815000,-38046.3671875
20.2189,43.9693,564,4297.08,564,4315.89,2820000,-38845.15234375
20.1529,44.0316,565,4302.98,565,4309.16,2825000,-38056.203125
20.0022,43.6144,566,4301.69,566,4321.28,2830000,-38048.64453125
20.0872,43.9876,567,4268.43,567,4306.66,2835000,-38741.5
20.1255,44.2044,568,4247.94,568,4293.04,2840000,-39531.4140625
20.5717,43.8514,569,4212.22,569,4325.18,2845000,-39052.05078125
20.5909,43.7982,570,4327.57,570,4338.77,2850000,-38761.9375
19.8136,43.7443,571,4228.03,571,4301.51,2855000,-38297.27734375
21.7384,43.6548,572,4301.57,572,4335.17,2860000,-39083.8203125
19.9541,44.2946,573,4284.46,573,4309.56,2865000,-39555.0859375
19.5865,44.0277,574,4275.49,574,4312.33,2870000,-39226.16015625
19.2031,44.0096,575,4184.25,575,4319.84,2875000,-38537.4375
18.9679,43.8204,576,4322.82,576,4343.09,2880000,-38705.5
18.8787,43.628,577,4309.29,577,4341.81,2885000,-38890.30859375
19.0224,43.4409,578,4250.21,578,4396.04,2890000,-38672.765625
18.3281,43.5527,579,4113.58,579,4171.36,2895000,-38464.88671875
20.4699,43.7901,580,4290.3,580,4317.25,2900000,-40168.0234375
20.4773,43.8682,581,4320.96,581,4362.15,2905000,-41497.34765625
19.2231,43.2634,582,4171.13,582,4344.36,2910000,-40563.89453125
36.2769,49.8406,583,385.93,583,322.28,2915000,-45019.24609375
22.203,47.1018,584,1224.04,584,1085.06,2920000,-39405.66015625
35.1574,45.8308,585,2360.94,585,1698.76,2925000,-41761.86328125
47.2529,45.0741,586,1537.71,586,1635.71,2930000,-40129.44140625
28.8138,45.521,587,2050.53,587,1657.89,2935000,-41967.8828125
19.9712,45.2096,588,2849.89,588,2477.1,2940000,-42349.23828125
23.1612,44.7008,589,4004.88,589,4007.83,2945000,-43518.625
25.4879,43.6904,590,3690.44,590,2711.34,2950000,-40822.23828125
22.929,44.1718,591,4003.11,591,4147.98,2955000,-41137.15625
21.5304,43.8073,592,4228.52,592,4315.06,2960000,-40274.30859375
21.9639,43.8808,593,3926.58,593,4211.82,2965000,-40241.234375
22.034,43.7792,594,4074.39,594,4265.35,2970000,-41068.24609375
21.0984,43.7991,595,4053.66,595,4177.32,2975000,-42085.734375
22.186,43.9533,596,4205.7,596,4237.18,2980000,-41985.81640625
20.852,43.7445,597,4105.79,597,4257.48,2985000,-41959.0234375
21.6984,43.6349,598,4091.43,598,4275.85,2990000,-41908.96875
20.6625,43.7783,599,4080.84,599,4247.37,2995000,-43125.3671875
20.9124,43.8952,600,4262.19,600,4275.98,3000000,-43262.01953125
20.9846,43.7236,601,4249.0,601,4280.02,3005000,-43090.77734375
21.0951,43.7515,602,4274.72,602,4287.7,3010000,-42967.10546875
21.0768,43.7985,603,4324.85,603,4271.6,3015000,-42811.0234375
20.2808,43.3409,604,4303.48,604,4310.26,3020000,-42617.85546875
20.887,44.0056,605,4310.8,605,4280.29,3025000,-43947.91015625
20.546,43.6626,606,4303.02,606,4270.02,3030000,-43664.7421875
21.0434,43.8511,607,4210.56,607,4328.73,3035000,-43659.765625
20.3981,43.6984,608,4330.02,608,4402.41,3040000,-42873.34765625
20.8314,43.2136,609,4342.71,609,4377.24,3045000,-43643.76953125
20.5929,43.7218,610,4371.19,610,4401.9,3050000,-43446.046875
20.8298,43.4875,611,4390.17,611,4413.8,3055000,-43253.8125
20.9844,43.6247,612,4378.3,612,4411.76,3060000,-42977.19140625
20.7747,43.5643,613,4377.03,613,4391.27,3065000,-43381.1640625
20.7156,43.4365,614,4408.08,614,4454.7,3070000,-42961.6171875
20.5256,43.642,615,4367.3,615,4372.88,3075000,-44005.76171875
20.6032,43.8587,616,4378.71,616,4399.71,3080000,-43411.76953125
21.167,44.0154,617,4387.35,617,4437.05,3085000,-43472.69921875
20.5364,43.6958,618,4372.8,618,4419.02,3090000,-43522.390625
20.5148,43.9737,619,4343.18,619,4367.88,3095000,-44432.56640625
20.3058,43.4027,620,4404.44,620,4380.2,3100000,-44131.54296875
20.5639,43.7771,621,4405.76,621,4375.71,3105000,-44365.1015625
19.6029,43.2701,622,4403.91,622,4458.16,3110000,-43415.9765625
20.2556,43.8769,623,4386.18,623,4378.84,3115000,-44448.25390625
20.352,43.5991,624,4410.39,624,4477.6,3120000,-44661.984375
20.0948,43.3705,625,4393.99,625,4473.16,3125000,-44250.3359375
20.1978,44.1414,626,4411.89,626,4481.27,3130000,-44955.30859375
20.0835,43.813,627,4432.84,627,4507.8,3135000,-44251.4765625
20.315,43.9509,628,4423.6,628,4506.52,3140000,-44911.21875
20.6412,43.4322,629,4431.78,629,4469.14,3145000,-44843.671875
20.1034,43.7626,630,4448.49,630,4497.73,3150000,-44591.51171875
20.7938,44.015,631,4444.4,631,4535.13,3155000,-45614.97265625
20.4418,43.8186,632,4422.53,632,4476.66,3160000,-46003.86328125
20.0332,43.7004,633,4391.57,633,4449.92,3165000,-44987.96484375
20.4351,43.7506,634,4430.91,634,4486.27,3170000,-45818.109375
20.6864,43.9011,635,4405.21,635,4386.11,3175000,-45597.078125
19.9847,43.7349,636,4414.13,636,4463.0,3180000,-45163.28515625
20.0127,43.6389,637,4449.06,637,4479.56,3185000,-44241.2578125
20.5221,43.8271,638,4415.16,638,4444.23,3190000,-45880.17578125
20.7832,44.2809,639,4387.3,639,4378.06,3195000,-46431.0234375
20.1707,43.6579,640,4405.22,640,4465.7,3200000,-45085.46875
20.3692,43.7641,641,4446.29,641,4496.49,3205000,-46091.390625
20.6983,44.1426,642,4428.43,642,4478.18,3210000,-46163.71875
20.2352,43.9347,643,4440.69,643,4491.77,3215000,-46635.84375
20.3263,43.8671,644,4426.31,644,4491.39,3220000,-46799.1953125
20.7469,44.3045,645,4400.67,645,4426.83,3225000,-47169.015625
20.6485,44.2666,646,4416.21,646,4450.25,3230000,-47674.24609375
20.3599,44.101,647,4405.12,647,4474.85,3235000,-46822.2578125
21.4102,44.1251,648,4408.66,648,4422.21,3240000,-47809.87890625
21.032,43.847,649,4429.87,649,4521.57,3245000,-46350.96484375
20.6008,43.9898,650,4440.49,650,4484.98,3250000,-47189.3359375
20.6586,44.1844,651,4404.13,651,4433.34,3255000,-47282.78125
20.2199,43.8206,652,4405.22,652,4459.82,3260000,-47175.0859375
20.4338,44.1316,653,4445.05,653,4489.66,3265000,-47762.17578125
20.314,43.886,654,4415.49,654,4497.34,3270000,-47861.63671875
20.6702,43.8562,655,4426.79,655,4490.22,3275000,-47538.71875
20.7971,43.8654,656,4425.09,656,4473.83,3280000,-48898.71875
21.1201,44.1725,657,4426.14,657,4495.95,3285000,-48285.03515625
21.1977,43.8925,658,4467.0,658,4490.58,3290000,-48176.13671875
21.0198,44.2073,659,4415.96,659,4483.09,3295000,-49455.70703125
21.6528,44.3932,660,4457.51,660,4501.83,3300000,-49171.28515625
21.679,44.252,661,4449.42,661,4475.09,3305000,-48610.38671875
21.5446,44.4159,662,4429.96,662,4477.44,3310000,-48909.42578125
21.0667,43.7112,663,4492.59,663,4544.76,3315000,-47362.42578125
20.9455,43.8397,664,4466.83,664,4523.41,3320000,-48523.89453125
21.0973,43.9698,665,4445.53,665,4522.12,3325000,-48332.01171875
21.1557,44.3018,666,4483.23,666,4515.8,3330000,-47656.15625
21.0915,44.2981,667,4494.45,667,4566.52,3335000,-47989.91015625
20.6648,43.9325,668,4514.43,668,4537.99,3340000,-47638.6484375
20.5804,43.7751,669,4518.17,669,4599.06,3345000,-47348.2890625
20.8784,43.8953,670,4555.64,670,4605.28,3350000,-47452.37109375
20.7697,44.0312,671,4490.78,671,4563.02,3355000,-47754.50390625
20.1766,43.9086,672,4496.0,672,4537.51,3360000,-48121.953125
20.4597,44.0758,673,4512.14,673,4557.8,3365000,-48730.02734375
20.6731,43.9738,674,4501.94,674,4546.17,3370000,-48426.6640625
19.9916,44.2351,675,4479.03,675,4515.6,3375000,-49610.29296875
20.2146,44.184,676,4458.2,676,4495.91,3380000,-48944.3984375
19.7597,44.1013,677,4465.13,677,4503.64,3385000,-48128.9765625
20.4214,44.1453,678,4480.35,678,4525.45,3390000,-49270.11328125
20.2207,43.7858,679,4464.28,679,4511.7,3395000,-49204.7734375
20.5299,43.5029,680,4488.21,680,4575.79,3400000,-49054.8515625
20.0716,44.139,681,4465.2,681,4520.95,3405000,-49954.62109375
20.2592,43.7319,682,4489.74,682,4533.51,3410000,-49314.640625
20.4507,43.91,683,4468.0,683,4511.91,3415000,-49652.47265625
20.1064,44.1581,684,4492.83,684,4549.67,3420000,-50604.54296875
20.6339,44.0934,685,4466.63,685,4480.37,3425000,-50039.63671875
20.9137,43.9163,686,4485.28,686,4562.12,3430000,-50704.83203125
20.6069,43.8827,687,4501.53,687,4593.9,3435000,-50536.51953125
20.0421,43.8101,688,4487.34,688,4551.22,3440000,-50736.90234375
20.558,43.964,689,4433.62,689,4541.62,3445000,-50271.7734375
20.0556,43.354,690,4526.63,690,4588.1,3450000,-49723.45703125
20.8279,43.5998,691,4507.86,691,4586.86,3455000,-50561.98046875
21.038,43.5256,692,4511.58,692,4565.39,3460000,-51886.40625
20.5644,44.0046,693,4528.28,693,4595.21,3465000,-50694.8671875
20.4222,43.2216,694,4505.24,694,4576.23,3470000,-50589.796875
20.8505,44.042,695,4473.53,695,4504.26,3475000,-52274.04296875
21.879,44.3682,696,4528.28,696,4566.04,3480000,-52788.359375
21.2799,43.8149,697,4505.85,697,4568.17,3485000,-51636.16015625
20.2247,43.3419,698,4520.6,698,4586.47,3490000,-50648.60546875
20.169,43.4921,699,4456.68,699,4487.25,3495000,-52258.5546875
20.7621,43.5976,700,4495.94,700,4569.17,3500000,-52179.046875
21.2302,43.7308,701,4491.44,701,4525.98,3505000,-52500.265625
20.8282,44.3806,702,4450.78,702,4474.09,3510000,-53042.16796875
20.6867,43.9303,703,4477.17,703,4591.04,3515000,-52691.89453125
20.9543,44.0807,704,4471.72,704,4556.11,3520000,-53099.25390625
20.7511,43.5155,705,4475.35,705,4597.63,3525000,-52314.71875
21.2734,43.9203,706,4530.4,706,4594.64,3530000,-51140.32421875
20.9312,43.8269,707,4538.19,707,4636.21,3535000,-52156.76953125
20.9356,43.6804,708,4528.46,708,4578.08,3540000,-52543.48046875
20.6077,43.5929,709,4493.84,709,4559.33,3545000,-52238.765625
20.3938,42.8986,710,4518.96,710,4562.59,3550000,-52059.78515625
20.8842,43.4785,711,4541.54,711,4647.05,3555000,-51876.921875
21.4302,44.0341,712,4444.46,712,4544.42,3560000,-52740.71484375
20.8162,43.7187,713,4560.96,713,4563.5,3565000,-51984.66796875
21.1786,43.4697,714,4541.25,714,4588.05,3570000,-51314.09765625
20.688,43.4695,715,4504.03,715,4560.1,3575000,-51895.05859375
21.2807,43.9742,716,4561.09,716,4655.56,3580000,-52532.06640625
20.6341,43.8095,717,4442.29,717,4576.13,3585000,-53475.37109375
20.9359,43.7155,718,4520.36,718,4592.56,3590000,-51623.5078125
20.5808,43.7436,719,4518.99,719,4598.45,3595000,-52406.07421875
20.9098,44.0354,720,4536.63,720,4629.05,3600000,-52961.51171875
21.5555,43.9355,721,4564.53,721,4636.21,3605000,-52279.61328125
20.4016,43.8124,722,4455.35,722,4533.81,3610000,-52407.6015625
21.2259,43.7602,723,4549.35,723,4617.76,3615000,-51984.44140625
21.044,43.504,724,4496.23,724,4562.95,3620000,-52644.20703125
20.8531,43.5242,725,4317.16,725,4618.1,3625000,-53445.03515625
20.4308,43.5846,726,4541.43,726,4640.65,3630000,-52917.34765625
20.2581,43.6208,727,4482.24,727,4562.29,3635000,-53251.33984375
21.0906,43.6813,728,4493.44,728,4500.2,3640000,-53541.94140625
24.8606,43.6489,729,4465.83,729,4504.84,3645000,-52049.76953125
21.0496,44.2914,730,4111.51,730,4571.51,3650000,-54017.4375
25.7442,44.6849,731,3859.26,731,4393.95,3655000,-52140.6484375
22.2971,44.5082,732,4252.19,732,4407.52,3660000,-54714.2421875
20.1836,44.2493,733,4346.96,733,4354.75,3665000,-53049.88671875
21.8691,43.6099,734,4453.11,734,4509.95,3670000,-52373.75390625
19.7079,43.4667,735,4408.62,735,4462.21,3675000,-54526.58984375
20.5858,43.8941,736,4448.51,736,4516.32,3680000,-54896.24609375
20.4046,43.4592,737,4429.45,737,4520.31,3685000,-53713.1875
20.9205,44.1761,738,4391.44,738,4471.39,3690000,-54326.66796875
20.8926,44.0284,739,4431.36,739,4522.73,3695000,-54724.3671875
21.0926,43.3548,740,4441.85,740,4470.43,3700000,-55227.68359375
21.0552,43.3753,741,4498.33,741,4604.44,3705000,-54413.62890625
21.0368,43.8647,742,4478.04,742,4547.33,3710000,-55598.34375
21.2185,43.6805,743,4461.19,743,4531.02,3715000,-55489.52734375
20.9093,43.5384,744,4475.43,744,4560.5,3720000,-54127.8359375
20.6927,43.6541,745,4483.61,745,4556.62,3725000,-55027.484375
20.8627,43.345,746,4512.09,746,4615.64,3730000,-54336.078125
21.7052,43.7247,747,4468.7,747,4587.29,3735000,-55659.03515625
21.3118,44.1415,748,4471.04,748,4574.92,3740000,-55859.51953125
20.7324,43.6615,749,4473.93,749,4555.54,3745000,-54758.1328125
21.1103,43.8242,750,4524.86,750,4591.22,3750000,-54854.2265625
20.7256,43.8139,751,4455.63,751,4526.75,3755000,-54884.890625
21.2679,43.8701,752,4501.89,752,4567.17,3760000,-54748.7890625
20.8549,43.9138,753,4383.41,753,4548.45,3765000,-55291.125
21.1588,43.884,754,4495.74,754,4563.93,3770000,-55962.140625
20.9435,43.9731,755,4512.21,755,4566.06,3775000,-54593.2734375
20.4821,43.7735,756,4531.28,756,4622.51,3780000,-54366.4921875
21.4933,43.8735,757,4534.07,757,4598.35,3785000,-55092.95703125
21.305,44.1018,758,4551.0,758,4622.31,3790000,-55069.76953125
21.1311,43.62,759,4511.86,759,4596.29,3795000,-55515.09765625
20.4946,43.2135,760,4526.16,760,4648.5,3800000,-55166.64453125
20.9931,43.946,761,4514.24,761,4629.25,3805000,-55112.80859375
20.4954,43.5614,762,4506.44,762,4598.53,3810000,-54997.0625
20.8561,43.7202,763,4597.57,763,4703.18,3815000,-54760.265625
21.2974,43.791,764,4533.36,764,4580.65,3820000,-56176.46484375
20.2642,43.5223,765,4542.1,765,4652.97,3825000,-54979.15234375
20.6049,43.1189,766,4583.04,766,4681.86,3830000,-54909.34765625
20.9234,44.0686,767,4550.74,767,4691.26,3835000,-55467.3203125
20.621,43.7002,768,4546.34,768,4641.06,3840000,-55669.11328125
20.5155,43.5047,769,4537.87,769,4656.77,3845000,-55429.38671875
20.6205,43.6379,770,4518.31,770,4631.9,3850000,-54780.9140625
20.5238,43.6654,771,4527.83,771,4635.73,3855000,-54750.296875
21.1087,44.1676,772,4526.85,772,4591.75,3860000,-55010.8828125
20.2772,43.5811,773,4575.8,773,4646.43,3865000,-54437.17578125
20.3161,43.5755,774,4544.56,774,4616.5,3870000,-55140.20703125
20.9541,43.6313,775,4558.9,775,4658.38,3875000,-55364.61328125
21.028,43.768,776,4557.0,776,4640.24,3880000,-55749.546875
21.0815,43.7148,777,4535.88,777,4665.29,3885000,-55524.43359375
21.1464,43.9267,778,4558.26,778,4625.7,3890000,-55374.2578125
