Running Reverse KL,Real Sto Return,Running Env Steps,Running Update Time,Itration,Real Det Return,Reward Loss,Running Forward KL
11.6164,4223.08,1920000,384,384,4198.83,-2502.15478515625,37.3453
12.3476,4062.15,1925000,385,385,4251.8,-2521.4150390625,37.7382
12.8703,4084.8,1930000,386,386,4290.27,-2677.483154296875,37.6623
11.7669,4225.95,1935000,387,387,4176.56,-2532.112060546875,37.9851
12.2035,4172.63,1940000,388,388,4208.95,-2607.603271484375,37.9482
11.6754,4141.62,1945000,389,389,4387.34,-2594.727294921875,37.9132
11.8538,4272.04,1950000,390,390,4254.29,-2470.748291015625,37.5067
11.4697,4286.94,1955000,391,391,4360.72,-2561.6689453125,36.9577
11.7917,4003.06,1960000,392,392,4417.99,-2652.09912109375,37.718
11.48,4220.96,1965000,393,393,4313.03,-2638.7275390625,37.6875
11.449,3709.63,1970000,394,394,4427.63,-2543.46533203125,37.4174
11.8351,4260.43,1975000,395,395,4406.75,-2595.009765625,38.1873
11.2102,4271.5,1980000,396,396,4274.56,-3080.97998046875,37.5933
11.6559,3981.27,1985000,397,397,4464.03,-2592.31884765625,37.2453
11.7628,4327.68,1990000,398,398,4604.44,-2511.44091796875,37.3844
11.7192,4247.83,1995000,399,399,4500.03,-2546.80712890625,37.4081
11.427,3760.03,2000000,400,400,4382.82,-2591.980224609375,36.6596
11.6823,4336.03,2005000,401,401,4457.69,-2606.171142578125,36.7996
11.698,4097.44,2010000,402,402,4324.7,-2689.846923828125,36.8851
12.0344,4273.56,2015000,403,403,4336.4,-2739.301025390625,37.5078
11.6237,3972.54,2020000,404,404,4360.96,-2694.51123046875,37.152
11.4037,4339.78,2025000,405,405,4481.89,-2575.036376953125,37.1459
11.3979,4015.83,2030000,406,406,4313.25,-2804.990234375,37.8244
11.9201,4221.15,2035000,407,407,4437.3,-2562.0830078125,36.7663
11.6885,4271.91,2040000,408,408,4441.12,-2768.607177734375,37.3102
11.8191,4294.32,2045000,409,409,4323.31,-2691.8876953125,37.4479
10.6684,3953.64,2050000,410,410,4390.55,-3657.272705078125,38.3678
12.0311,4136.45,2055000,411,411,4403.07,-2797.660888671875,37.2761
11.8014,4256.05,2060000,412,412,4286.44,-2863.2724609375,37.1764
11.3708,4197.45,2065000,413,413,4453.13,-2737.411376953125,36.3401
12.1414,4132.78,2070000,414,414,4096.75,-2847.0634765625,37.6337
12.1678,4024.26,2075000,415,415,4336.43,-2915.28076171875,37.6952
11.8023,4276.08,2080000,416,416,4481.8,-2980.336669921875,37.2156
11.8886,4036.34,2085000,417,417,4209.64,-3072.568603515625,37.2948
12.4211,3997.41,2090000,418,418,4478.08,-2685.644287109375,37.3232
12.4746,4375.01,2095000,419,419,4376.44,-2784.680908203125,36.5512
12.1047,4378.28,2100000,420,420,4379.85,-2862.789794921875,37.4906
12.0796,4335.08,2105000,421,421,4458.26,-2835.988525390625,36.3455
12.2722,4386.02,2110000,422,422,4508.43,-2764.917236328125,36.3973
12.1015,4497.53,2115000,423,423,4535.05,-2644.1953125,35.529
12.8594,4420.46,2120000,424,424,4416.28,-2749.8837890625,36.9862
12.1353,4412.16,2125000,425,425,4485.29,-2860.171142578125,36.3775
11.3501,4327.09,2130000,426,426,4273.81,-3147.439208984375,36.6095
12.65,4408.11,2135000,427,427,4389.17,-2763.723876953125,36.6695
11.9519,4251.96,2140000,428,428,4444.78,-2743.8046875,36.6221
12.392,4178.45,2145000,429,429,4396.59,-2816.8017578125,36.6123
12.5976,4365.01,2150000,430,430,4424.35,-2877.00244140625,36.9157
12.0261,4437.42,2155000,431,431,4481.89,-2748.49951171875,36.1449
12.7155,4408.04,2160000,432,432,4414.29,-2830.39013671875,37.4328
12.3604,4355.76,2165000,433,433,4353.12,-2957.872802734375,38.2853
12.0011,4244.24,2170000,434,434,4373.57,-2883.85009765625,36.8863
12.2243,3953.52,2175000,435,435,4395.34,-2914.107421875,37.9283
15.2654,4482.55,2180000,436,436,4501.79,-3412.36474609375,37.8744
12.0961,4488.13,2185000,437,437,4423.72,-2676.192138671875,37.0238
11.9069,4159.95,2190000,438,438,4412.8,-3445.9755859375,37.5416
11.4531,3624.14,2195000,439,439,4556.61,-3457.782470703125,37.2798
11.1789,4326.2,2200000,440,440,4577.72,-3422.9931640625,36.8758
11.1818,4072.86,2205000,441,441,4560.12,-3155.00146484375,36.5084
12.8852,3281.37,2210000,442,442,4065.88,-3499.982177734375,36.873
11.9051,3548.36,2215000,443,443,4500.6,-3229.84228515625,36.6869
13.9009,4206.78,2220000,444,444,2551.86,-5223.2548828125,40.1419
11.4868,4207.23,2225000,445,445,4625.17,-2868.531494140625,36.2461
11.5795,4533.71,2230000,446,446,4693.57,-2615.63671875,35.1007
11.8592,4521.18,2235000,447,447,4663.79,-2699.210205078125,35.9639
11.8044,4446.72,2240000,448,448,4673.23,-2767.735595703125,36.1524
11.8428,4519.46,2245000,449,449,4733.79,-2763.0634765625,36.4494
11.4754,4435.9,2250000,450,450,4546.79,-2876.9248046875,36.44
15.498,4435.64,2255000,451,451,4614.33,-3163.49755859375,36.1426
11.4344,4506.26,2260000,452,452,4587.73,-2847.097412109375,36.4365
15.3862,4456.22,2265000,453,453,4590.46,-3102.318115234375,36.9379
11.0326,4526.63,2270000,454,454,2940.65,-2696.802001953125,35.6703
27.4408,1766.0,2275000,455,455,4430.03,-4560.72607421875,37.699
45.4827,479.45,2280000,456,456,1543.13,-6489.20556640625,49.8933
109.9186,438.45,2285000,457,457,438.14,-6606.41357421875,51.2063
60.1927,434.7,2290000,458,458,444.12,-6475.1787109375,49.2962
49.6819,440.21,2295000,459,459,469.31,-6042.2841796875,49.0351
19.0689,1107.97,2300000,460,460,2096.78,-5323.81494140625,43.4326
16.9566,3118.86,2305000,461,461,2507.39,-3424.17919921875,42.2815
16.1108,3145.17,2310000,462,462,2469.22,-4338.7099609375,37.7562
13.2598,3231.76,2315000,463,463,3629.93,-4141.599609375,39.2041
15.7307,2220.0,2320000,464,464,3693.28,-4897.216796875,41.3567
19.4157,1294.41,2325000,465,465,2636.32,-6190.41455078125,42.9269
12.0377,2701.63,2330000,466,466,2046.83,-3821.849609375,38.7947
12.799,4082.96,2335000,467,467,4152.0,-3461.105712890625,38.2348
12.6255,4084.73,2340000,468,468,4195.05,-3296.8701171875,38.0229
12.3327,4137.65,2345000,469,469,4404.83,-3034.697509765625,37.1301
12.6798,4277.64,2350000,470,470,4382.55,-3182.64794921875,37.7238
11.7703,4368.77,2355000,471,471,4459.74,-3408.39892578125,37.4479
12.9469,4097.63,2360000,472,472,4320.34,-3288.559326171875,39.0287
12.1827,4320.13,2365000,473,473,4502.45,-3313.769287109375,38.1521
14.5683,4271.48,2370000,474,474,4545.89,-3520.302978515625,37.8284
12.4106,4191.07,2375000,475,475,4327.46,-3134.932373046875,37.0284
12.13,4356.32,2380000,476,476,4396.14,-3111.590576171875,37.3385
13.0363,4280.99,2385000,477,477,4457.05,-3576.24560546875,37.4671
11.919,4314.63,2390000,478,478,4415.42,-3147.83154296875,36.9654
12.2247,4347.67,2395000,479,479,4468.92,-3286.923583984375,36.6535
12.1097,4404.94,2400000,480,480,4604.78,-3050.464111328125,36.3406
11.3625,4173.17,2405000,481,481,4625.52,-3053.067138671875,36.5238
11.9017,4297.05,2410000,482,482,4538.43,-3063.59619140625,37.1907
12.2118,4369.32,2415000,483,483,4585.9,-3114.689697265625,37.6482
12.414,4338.45,2420000,484,484,4544.46,-3143.7978515625,37.7935
12.7231,4352.8,2425000,485,485,4500.48,-3076.6455078125,36.8717
12.0001,4049.44,2430000,486,486,4532.05,-3073.038818359375,36.7062
14.4035,4391.72,2435000,487,487,4530.52,-3433.867919921875,36.3717
12.4346,4204.99,2440000,488,488,4573.97,-3115.50390625,36.3343
12.5073,4408.7,2445000,489,489,4462.2,-3105.0458984375,36.6851
12.4123,4524.59,2450000,490,490,4610.35,-2891.0966796875,36.2561
14.6995,4462.75,2455000,491,491,4628.01,-3452.769775390625,36.9906
11.9331,4456.31,2460000,492,492,4608.23,-3093.192138671875,36.4359
12.0518,4385.9,2465000,493,493,4505.19,-3479.746826171875,37.3201
12.4509,4423.9,2470000,494,494,4533.12,-3082.479736328125,37.0517
12.2929,4496.52,2475000,495,495,4585.3,-3046.12353515625,37.0773
12.1186,4390.09,2480000,496,496,4547.71,-3169.625732421875,37.1284
12.3581,3907.71,2485000,497,497,4597.47,-2992.14453125,36.6036
12.3677,4444.25,2490000,498,498,4585.87,-3429.33642578125,36.9949
12.9715,3732.48,2495000,499,499,4605.51,-3657.680419921875,37.204
12.9759,3757.52,2500000,500,500,4605.12,-3385.139892578125,37.3188
13.3274,3332.03,2505000,501,501,4602.34,-4138.94970703125,37.7823
15.1082,3409.67,2510000,502,502,4694.08,-3637.273193359375,37.1295
12.7174,4354.11,2515000,503,503,4695.28,-3045.333251953125,36.9186
12.9446,4531.79,2520000,504,504,4595.95,-3027.99462890625,36.3315
12.9551,4508.88,2525000,505,505,4620.93,-3074.765869140625,36.8553
12.7973,4351.8,2530000,506,506,4604.3,-2930.33544921875,36.43
13.1867,4317.21,2535000,507,507,4604.17,-3611.118896484375,37.5004
13.4922,4559.67,2540000,508,508,4644.9,-2966.47119140625,36.8431
12.9884,4581.75,2545000,509,509,4718.1,-2954.114501953125,36.261
12.4262,4548.67,2550000,510,510,4619.43,-3363.87109375,36.4859
15.0415,3028.11,2555000,511,511,2189.5,-4927.275390625,38.5346
15.9738,4014.77,2560000,512,512,3987.6,-3568.91064453125,36.8067
12.9768,4299.54,2565000,513,513,4526.67,-3234.013916015625,36.2112
12.4697,4283.87,2570000,514,514,4620.02,-3255.658447265625,36.3629
14.4388,4259.74,2575000,515,515,4486.01,-3945.79736328125,37.3522
12.3458,4449.09,2580000,516,516,3870.33,-3629.984130859375,36.6897
12.5541,4471.66,2585000,517,517,4203.03,-3291.680908203125,36.4394
13.7139,4290.24,2590000,518,518,4642.41,-3597.87744140625,35.8449
12.5519,4476.73,2595000,519,519,4591.29,-3148.282470703125,35.9327
12.1501,3942.24,2600000,520,520,4655.07,-3245.49072265625,36.2616
12.3509,4477.93,2605000,521,521,4645.54,-3242.150390625,35.3577
12.3075,4293.21,2610000,522,522,4672.71,-3239.594482421875,35.5869
12.2447,4446.37,2615000,523,523,4673.03,-3211.472412109375,35.5209
17.2254,4167.36,2620000,524,524,4641.27,-3560.266845703125,35.036
22.7391,4150.41,2625000,525,525,3919.61,-4094.6435546875,35.9968
13.504,4278.61,2630000,526,526,4306.02,-3281.425048828125,35.8855
12.6786,3924.66,2635000,527,527,4672.52,-3248.357177734375,35.5678
15.6357,3694.05,2640000,528,528,4487.64,-3879.667724609375,37.6373
12.3205,4478.05,2645000,529,529,4639.65,-3459.692626953125,35.6559
12.7087,3399.66,2650000,530,530,4643.04,-3466.71240234375,36.6143
24.9286,1724.45,2655000,531,531,92.15,-6360.73193359375,40.2214
13.5965,4206.1,2660000,532,532,4629.76,-3268.84130859375,36.0337
16.0473,4059.32,2665000,533,533,3618.11,-4935.56591796875,38.5255
17.211,4139.74,2670000,534,534,4649.77,-3762.947998046875,37.115
13.8235,4165.94,2675000,535,535,4602.07,-3490.43310546875,36.6517
14.6959,4430.2,2680000,536,536,4541.38,-4178.90380859375,36.8255
12.9989,4486.11,2685000,537,537,4635.23,-3352.9638671875,35.9157
14.2776,4417.41,2690000,538,538,4571.32,-3412.822021484375,36.3752
12.5887,4533.36,2695000,539,539,4692.41,-3866.414306640625,36.097
13.9079,4567.81,2700000,540,540,4744.03,-3221.9892578125,35.3554
18.5747,4469.45,2705000,541,541,4377.11,-3777.8310546875,35.5654
12.3919,4296.26,2710000,542,542,3083.49,-3340.083984375,34.2419
11.8449,4499.43,2715000,543,543,4694.82,-3727.717041015625,35.2923
12.9632,4229.82,2720000,544,544,4599.65,-3720.6103515625,37.2482
33.1062,3238.35,2725000,545,545,3645.46,-5171.65380859375,36.7009
12.9409,4178.71,2730000,546,546,4692.73,-3352.849365234375,35.4445
16.5336,3905.99,2735000,547,547,1356.72,-3651.018310546875,35.4265
13.2732,3951.46,2740000,548,548,3087.33,-3498.312255859375,36.4518
12.9194,4289.76,2745000,549,549,4176.94,-3506.31884765625,36.4736
12.8767,3942.81,2750000,550,550,4494.77,-3429.239013671875,35.6429
19.8779,2908.87,2755000,551,551,3262.73,-4310.41796875,37.2061
26.2155,2273.5,2760000,552,552,4472.58,-5775.2158203125,37.7609
13.4001,4092.26,2765000,553,553,4466.59,-3509.55712890625,36.2809
21.2495,3573.81,2770000,554,554,3390.91,-4013.60986328125,35.5759
26.1774,1296.04,2775000,555,555,1370.54,-5377.66943359375,38.8077
15.1389,3209.62,2780000,556,556,3393.22,-3696.4130859375,35.5388
14.0033,4510.48,2785000,557,557,4613.14,-3400.75732421875,35.836
14.2923,4579.26,2790000,558,558,4717.29,-3233.8359375,35.052
13.7045,4540.16,2795000,559,559,4656.85,-3464.953857421875,36.4379
13.4861,4539.44,2800000,560,560,4726.93,-3514.9130859375,34.7136
12.9245,4344.95,2805000,561,561,4647.08,-3317.10888671875,35.5179
13.7176,4590.26,2810000,562,562,4671.35,-3246.0244140625,35.3238
12.9715,4628.8,2815000,563,563,4810.65,-3127.690673828125,33.7899
13.6427,4541.43,2820000,564,564,4525.05,-3307.24169921875,35.4992
12.4587,4445.16,2825000,565,565,4323.04,-3399.8837890625,36.0327
12.6299,4498.24,2830000,566,566,4409.45,-3339.8603515625,34.4453
12.8133,4506.47,2835000,567,567,4598.28,-3345.472412109375,33.7334
14.1803,4470.72,2840000,568,568,4572.07,-3364.5126953125,34.1445
12.9405,4623.91,2845000,569,569,4776.51,-3252.87158203125,34.4318
13.0645,4568.36,2850000,570,570,4698.32,-3076.72509765625,32.3333
11.8758,4525.91,2855000,571,571,4566.67,-3268.056640625,33.0847
13.0406,4499.49,2860000,572,572,4478.45,-3317.18017578125,34.7245
12.7601,4204.74,2865000,573,573,4573.46,-3409.368408203125,35.6144
12.7186,3731.63,2870000,574,574,4507.66,-3830.876708984375,34.89
13.2783,3740.83,2875000,575,575,4498.18,-3637.23583984375,35.795
18.3645,3266.25,2880000,576,576,2780.96,-5268.0302734375,38.2052
17.9762,2765.51,2885000,577,577,3478.89,-5638.20947265625,36.8591
13.1152,4032.37,2890000,578,578,4598.64,-3493.10302734375,33.7709
