Running Reverse KL,Itration,Real Sto Return,Real Det Return,Running Forward KL
11.4051,0,-219.67,-16.41,158.4943
11.6198,1,-72.32,-10.93,158.3804
12.0572,2,123.66,650.76,158.1381
12.3443,3,223.28,761.71,158.0246
12.2329,4,311.52,783.84,157.7374
13.5179,5,488.53,927.0,158.1118
13.647,6,514.85,904.04,158.1323
14.433,7,730.23,1223.53,158.179
14.87,8,803.08,1287.21,157.9546
15.6322,9,991.85,1459.91,158.0087
15.6869,10,1011.03,1452.63,158.0706
16.0721,11,1085.85,1491.0,157.8756
16.506,12,1165.41,1559.72,157.9641
16.5519,13,1149.53,1582.51,157.9845
16.5171,14,1170.07,1566.92,158.1334
17.0052,15,1280.05,1684.79,158.0905
16.7803,16,1312.65,1707.01,157.835
16.8073,17,1302.89,1701.95,157.8759
16.6755,18,1354.57,1765.12,158.0013
16.6474,19,1342.94,1732.64,157.7922
16.554,20,1374.24,1702.04,158.0763
16.4506,21,1410.99,1818.62,157.8523
16.6865,22,1422.0,1835.2,157.9085
16.7591,23,1441.38,1852.57,158.146
17.0538,24,1513.79,1909.72,157.8173
16.793,25,1518.83,1865.89,157.946
17.3064,26,1550.35,1915.2,158.0008
16.7963,27,1577.88,1945.36,157.6309
16.5357,28,1532.24,1926.13,157.912
16.566,29,1575.85,1952.31,157.7281
16.6173,30,1573.47,1905.66,157.874
16.7996,31,1597.67,1973.94,157.5547
16.9305,32,1599.64,1987.28,157.7781
16.6013,33,1623.49,2023.76,157.6137
16.7833,34,1656.19,1981.16,157.6283
16.7976,35,1626.17,1999.0,157.7035
16.585,36,1660.18,1975.27,157.6981
16.8687,37,1639.27,2000.02,157.7229
16.8108,38,1684.51,2046.59,157.4749
16.7972,39,1674.45,2015.21,157.7361
16.1483,40,1600.05,1894.26,157.582
16.4839,41,1681.82,2029.79,157.497
16.3654,42,1671.53,2020.22,157.4063
16.4035,43,1685.29,2036.89,157.2496
16.5136,44,1674.66,2028.67,157.2711
17.019,45,1699.37,2035.94,157.4563
16.3386,46,1669.91,2038.86,157.4454
16.1192,47,1683.01,2053.11,157.217
16.4293,48,1681.17,2059.29,157.2159
16.503,49,1741.15,2043.85,157.1523
16.6458,50,1694.06,2055.41,157.3057
15.9341,51,1677.89,2019.72,157.1594
16.4773,52,1703.84,2048.44,157.3611
16.7956,53,1734.96,2095.78,157.2282
15.8634,54,1683.58,2042.59,157.221
16.1631,55,1695.02,2033.55,157.3127
16.7005,56,1753.81,2133.91,157.217
16.3295,57,1743.07,2115.16,157.0648
16.0574,58,1719.0,2080.17,157.0845
16.3592,59,1713.09,2102.3,157.0886
16.0946,60,1729.09,2080.88,157.2111
16.3707,61,1744.1,2080.38,157.2848
16.0834,62,1728.36,2117.37,157.2615
16.3141,63,1738.11,2101.17,157.0123
16.2486,64,1736.35,2095.64,157.1615
16.5807,65,1769.26,2146.09,157.2469
16.3732,66,1774.63,2137.89,157.1977
16.1128,67,1755.66,2131.23,156.9859
16.3417,68,1729.22,2115.77,157.1855
16.1194,69,1739.49,2127.85,157.0642
16.0568,70,1726.17,2050.32,157.2116
16.1199,71,1724.78,2072.08,157.0741
16.2287,72,1773.95,2176.54,157.1723
16.1866,73,1790.58,2164.6,156.9137
16.0515,74,1757.71,2098.54,157.238
16.4402,75,1788.55,2113.94,157.192
16.1936,76,1800.27,2172.83,156.8922
16.2928,77,1759.47,2105.95,157.0512
15.9492,78,1772.1,2139.19,157.0819
15.8109,79,1764.29,2074.35,157.016
16.4191,80,1805.91,2155.9,157.21
15.9302,81,1763.82,2093.24,157.1062
16.1353,82,1795.52,2115.46,157.2079
16.0333,83,1812.39,2133.4,156.9724
16.1037,84,1773.77,2137.55,157.0711
15.9383,85,1779.8,2166.51,157.0165
