Reward Loss,Real Sto Return,Running Env Steps,Running Reverse KL,Real Det Return,Itration,Running Forward KL,Running Update Time
2048.048828125,269.92,0,13.2863,288.57,0,49.5134,0
1281.6802978515625,296.83,5000,12.403,250.89,1,49.5575,1
2039.88037109375,405.02,10000,25.7967,432.23,2,49.5631,2
1329.1309814453125,331.2,15000,14.4956,299.92,3,49.7436,3
1208.7115478515625,382.61,20000,16.5314,326.5,4,49.9263,4
1125.2225341796875,394.13,25000,16.3729,437.88,5,48.9271,5
925.7898559570312,700.03,30000,13.2478,724.86,6,47.4894,6
738.9166259765625,612.64,35000,17.7072,597.06,7,47.5673,7
307.65032958984375,447.68,40000,27.4645,599.04,8,48.7755,8
236.1817169189453,478.61,45000,33.8731,688.75,9,49.5488,9
564.6056518554688,478.61,50000,23.4274,500.87,10,48.972,10
364.82708740234375,510.58,55000,26.7756,536.18,11,49.0335,11
956.5767822265625,728.04,60000,24.6259,748.1,12,47.7816,12
534.0679321289062,627.98,65000,25.0964,631.15,13,49.1018,13
343.6713562011719,867.15,70000,22.8942,951.03,14,48.3751,14
-163.6796875,888.44,75000,28.0292,928.7,15,48.4144,15
6.549306869506836,1234.02,80000,26.9905,927.7,16,48.1736,16
162.67074584960938,1080.23,85000,23.7934,1327.71,17,47.9022,17
35.93907928466797,1110.95,90000,20.4499,1279.53,18,47.9393,18
-84.96363830566406,888.04,95000,21.3088,901.96,19,47.3128,19
463.7172546386719,930.48,100000,23.2644,831.42,20,47.6374,20
210.1752471923828,925.69,105000,21.1031,1040.24,21,47.2249,21
117.16651153564453,959.35,110000,17.9466,1144.22,22,47.3908,22
87.90428161621094,1344.45,115000,22.1994,1971.23,23,46.7395,23
417.3043518066406,1173.81,120000,15.7394,1538.71,24,46.9738,24
599.8883666992188,1611.23,125000,16.768,1695.58,25,47.3663,25
269.1062927246094,993.96,130000,17.4635,854.16,26,46.8833,26
-701.6593017578125,1018.63,135000,24.8704,1254.72,27,47.3347,27
-522.5160522460938,1086.47,140000,20.1084,1368.82,28,47.4638,28
-275.3286437988281,902.81,145000,19.5638,1095.38,29,47.8695,29
-690.4364013671875,1018.81,150000,23.9136,926.68,30,47.4387,30
-515.3836059570312,1285.44,155000,18.2971,1379.82,31,47.8517,31
-748.5648803710938,1191.17,160000,23.3346,1303.88,32,47.2181,32
-320.3260803222656,1141.59,165000,20.6663,1497.58,33,47.6689,33
-805.75830078125,935.59,170000,24.7131,918.16,34,47.9877,34
-615.6634521484375,1013.53,175000,20.4173,1370.46,35,47.1932,35
-844.732666015625,844.97,180000,25.2965,887.77,36,47.6273,36
-785.0604858398438,1099.22,185000,18.7749,1341.41,37,47.2156,37
-1168.481201171875,1039.53,190000,23.254,889.12,38,47.3056,38
-989.7080078125,994.56,195000,21.0482,958.33,39,47.3752,39
-713.7561645507812,1025.0,200000,19.362,1093.61,40,47.1701,40
-749.3276977539062,953.86,205000,26.2341,952.96,41,47.3968,41
-691.9238891601562,1335.08,210000,17.7077,1573.82,42,46.4898,42
-820.4287719726562,1356.96,215000,15.7835,1336.84,43,46.6589,43
-782.2552490234375,1139.11,220000,17.8414,1183.26,44,47.0173,44
-1029.4097900390625,1039.27,225000,18.8113,1159.38,45,47.2562,45
-737.6776123046875,1107.42,230000,16.9177,1203.22,46,47.1565,46
-977.7757568359375,1073.73,235000,22.0748,1194.97,47,47.2467,47
-797.211669921875,1162.51,240000,17.2826,1358.22,48,46.7916,48
-954.1690063476562,1196.12,245000,21.953,1190.01,49,46.3349,49
-873.7823486328125,1241.49,250000,14.9888,1425.58,50,46.8284,50
-769.9884033203125,1208.49,255000,15.1886,1359.45,51,46.8818,51
-1462.993896484375,998.55,260000,21.2619,930.33,52,47.7803,52
-1263.7490234375,1276.23,265000,16.9407,1180.03,53,47.1229,53
-902.5921630859375,1109.78,270000,14.5152,1036.48,54,46.768,54
-1647.186279296875,1321.09,275000,26.4994,1542.48,55,46.7718,55
-1321.3956298828125,1228.81,280000,16.3833,1355.98,56,46.7851,56
-1792.8883056640625,1414.3,285000,19.5146,1864.79,57,47.0517,57
-1703.303466796875,1429.2,290000,19.636,1985.23,58,46.9956,58
-1139.2435302734375,1208.78,295000,17.4463,1042.35,59,46.9642,59
-1609.0179443359375,1484.29,300000,16.4522,1870.74,60,46.1761,60
-1865.6407470703125,1479.01,305000,17.5011,3070.59,61,46.5019,61
-1835.3062744140625,1887.2,310000,18.2111,1939.45,62,46.0963,62
-2274.14306640625,1361.1,315000,21.2392,1112.97,63,46.5636,63
-2092.8984375,1285.4,320000,17.3119,1157.49,64,46.425,64
-2218.3525390625,1353.06,325000,20.3287,1029.24,65,45.8856,65
-1454.131591796875,1622.24,330000,14.8371,1219.29,66,46.0594,66
-1903.1422119140625,1884.77,335000,15.6396,1998.4,67,46.1883,67
-2181.47412109375,2220.56,340000,16.1771,2129.64,68,45.9323,68
-1899.758544921875,2251.14,345000,17.906,2686.59,69,45.4671,69
-2298.505615234375,1446.28,350000,18.0587,1145.7,70,46.3204,70
-2384.79638671875,1671.56,355000,15.4619,3498.08,71,46.144,71
-1714.5035400390625,2109.14,360000,16.8374,2476.03,72,45.7256,72
-1845.8809814453125,2444.58,365000,16.3136,3192.71,73,45.7166,73
-1577.63671875,3403.65,370000,20.7378,3353.95,74,46.181,74
-1889.522216796875,2340.88,375000,17.2251,3484.08,75,45.6539,75
-2049.4150390625,2187.89,380000,16.8846,2652.16,76,46.0387,76
-1972.392578125,2347.06,385000,16.0017,3110.62,77,45.6995,77
-1909.7181396484375,3135.19,390000,17.6582,3313.19,78,45.4675,78
-2157.943603515625,1686.42,395000,17.087,3382.94,79,45.785,79
-1896.924560546875,2833.86,400000,18.1266,3283.06,80,45.4627,80
-1929.4652099609375,2990.92,405000,18.2668,3248.59,81,45.7521,81
-2063.912109375,2559.53,410000,17.0018,3227.16,82,45.6295,82
-2000.7108154296875,2954.35,415000,20.1647,3628.42,83,45.6859,83
-2049.5009765625,3491.59,420000,19.4381,3127.5,84,45.9933,84
-2582.38232421875,2240.22,425000,17.8151,3611.12,85,45.8836,85
-2021.489501953125,3237.9,430000,19.5262,3297.11,86,45.5207,86
-2343.10107421875,3059.09,435000,17.2419,3347.83,87,45.7731,87
-2215.560791015625,3100.24,440000,17.8735,3324.05,88,45.2953,88
-2631.34814453125,3108.59,445000,18.6236,3610.3,89,45.328,89
-2333.275634765625,2830.55,450000,19.6961,3401.0,90,45.4904,90
-2497.071533203125,2589.36,455000,15.324,3439.09,91,45.1562,91
-2552.79541015625,3245.62,460000,17.4143,3335.16,92,45.2813,92
-2399.639404296875,3127.7,465000,18.85,3629.01,93,45.2404,93
-2860.252197265625,2392.1,470000,18.9833,3819.32,94,45.6364,94
-2923.585205078125,2686.89,475000,16.7864,3523.48,95,45.4749,95
-2832.50341796875,2041.56,480000,15.3787,1500.0,96,45.5178,96
-3042.918212890625,2428.62,485000,17.6768,3527.5,97,45.3554,97
-3091.600341796875,2433.65,490000,16.8303,3729.89,98,45.3413,98
-2626.85693359375,3393.01,495000,18.0276,3355.17,99,45.041,99
-2694.9306640625,3484.17,500000,17.2488,3347.12,100,45.0671,100
-2785.09326171875,2987.96,505000,17.6555,3677.54,101,45.0257,101
-3441.019287109375,1968.33,510000,16.6081,2642.43,102,45.1115,102
-3156.5517578125,2625.75,515000,16.3017,2945.16,103,44.8633,103
-3310.708251953125,3195.18,520000,19.4226,3449.81,104,45.1808,104
-3010.2880859375,2902.81,525000,17.9041,3898.38,105,45.2216,105
-3539.5146484375,2621.02,530000,17.0813,3507.26,106,44.9079,106
-3053.959716796875,3163.76,535000,18.462,3527.59,107,45.2827,107
-3153.86376953125,3647.27,540000,21.0039,3378.9,108,45.413,108
-2856.8935546875,3200.41,545000,18.8244,3948.89,109,44.9965,109
-3511.8779296875,3254.04,550000,25.2613,3622.38,110,45.1715,110
-3689.722900390625,2781.99,555000,24.5116,3756.14,111,45.0642,111
-3029.403564453125,3418.52,560000,21.7628,3895.43,112,45.4616,112
-3221.95849609375,3343.36,565000,19.4915,3385.13,113,45.4184,113
-3277.231689453125,3685.75,570000,19.8529,3452.21,114,45.4071,114
-3521.244384765625,3312.97,575000,18.8796,3199.63,115,46.41,115
-3407.884521484375,3508.1,580000,18.3451,3348.44,116,45.1249,116
-3339.7265625,3221.51,585000,19.4997,3431.07,117,44.8033,117
-3525.89404296875,3633.23,590000,17.4833,3311.59,118,45.4892,118
-3466.059326171875,3076.69,595000,22.7415,3569.42,119,45.3862,119
-3486.4970703125,3572.97,600000,17.1393,3426.32,120,44.8902,120
-3764.14404296875,3331.36,605000,16.8149,3329.81,121,45.1134,121
-3623.85302734375,3095.78,610000,17.9155,3792.76,122,45.2812,122
-3655.376220703125,3137.84,615000,21.1365,3624.89,123,45.1003,123
-3840.761474609375,3011.8,620000,21.1284,3947.82,124,45.0576,124
-3812.010498046875,2769.63,625000,20.7844,3877.44,125,45.066,125
-3852.27587890625,3159.05,630000,19.1591,3359.93,126,45.0101,126
-3751.87158203125,3361.51,635000,19.7263,3966.63,127,45.35,127
-3810.87451171875,3666.06,640000,20.3425,3510.59,128,45.1039,128
-4059.0703125,3574.86,645000,19.7962,3947.26,129,45.1398,129
-3865.45947265625,3776.83,650000,18.1076,3680.36,130,44.5388,130
-4002.918701171875,3618.49,655000,18.2374,3614.51,131,45.1541,131
-3923.595703125,3433.0,660000,19.2309,3360.25,132,44.9349,132
-3912.8291015625,3546.32,665000,19.8205,3700.13,133,45.1023,133
-3881.7939453125,3494.12,670000,20.9676,3622.73,134,44.926,134
-3832.939208984375,3818.89,675000,20.2891,3513.58,135,45.2372,135
-4181.498046875,3680.97,680000,20.1829,3470.13,136,44.9301,136
-4320.55712890625,3727.87,685000,19.6687,3583.42,137,45.2838,137
-4494.6708984375,3601.31,690000,19.2151,3457.45,138,45.446,138
-4345.71435546875,3592.62,695000,20.859,3401.23,139,45.1407,139
-4468.05859375,3547.24,700000,18.7228,3450.68,140,45.2974,140
-4403.8642578125,3022.21,705000,18.8689,3709.74,141,44.8199,141
-4725.79541015625,3213.85,710000,19.5643,3652.91,142,44.8641,142
-4486.4375,3492.26,715000,20.4922,3471.53,143,45.0421,143
-4292.9951171875,3263.03,720000,20.8391,3855.17,144,45.2657,144
-4644.57861328125,3623.87,725000,18.5458,3523.15,145,44.7539,145
-4784.24462890625,3722.9,730000,19.6866,3488.97,146,45.1193,146
-4761.841796875,3686.77,735000,19.5104,3597.3,147,45.2037,147
-4788.12646484375,3644.97,740000,19.5531,3430.26,148,45.3275,148
-4764.37451171875,3596.64,745000,18.9012,3765.1,149,45.08,149
-4698.1953125,3840.06,750000,20.1827,3941.09,150,44.726,150
-4939.197265625,3885.2,755000,20.3363,3606.9,151,45.2219,151
-4753.3212890625,3418.26,760000,19.6725,3830.5,152,45.2241,152
-4902.724609375,3635.12,765000,17.9009,3512.44,153,44.5554,153
-5217.42041015625,3529.79,770000,18.5007,3396.93,154,45.0235,154
-4653.931640625,2911.21,775000,19.0095,3997.58,155,44.4245,155
-5560.84130859375,3628.06,780000,17.6994,3447.94,156,45.589,156
-5034.8310546875,3713.54,785000,19.7436,3679.82,157,44.7506,157
-5165.505859375,3696.28,790000,18.996,3657.9,158,45.147,158
-5139.2890625,3448.26,795000,19.7829,3985.72,159,45.1347,159
-5099.22705078125,3507.1,800000,19.033,3584.06,160,45.1478,160
-5311.990234375,3448.49,805000,20.4514,3680.37,161,44.7014,161
-6046.13037109375,2643.63,810000,18.9696,3632.24,162,44.8208,162
-4994.1650390625,3620.15,815000,20.2188,4062.06,163,44.8235,163
-5773.029296875,3620.04,820000,19.8144,3592.59,164,45.2463,164
-5467.11669921875,3386.63,825000,19.939,3575.84,165,45.0222,165
-5808.08642578125,3266.49,830000,18.3592,3651.7,166,44.5623,166
-5205.85107421875,3550.82,835000,21.2946,3832.32,167,45.0174,167
-5919.9599609375,3597.43,840000,16.8918,3594.28,168,44.8421,168
-5913.56201171875,3245.65,845000,16.9719,3702.23,169,44.8476,169
-5381.2890625,3616.3,850000,19.3131,3630.8,170,44.4465,170
-6186.294921875,3684.3,855000,19.762,3841.7,171,45.3749,171
-5460.85009765625,3205.38,860000,18.2701,3510.91,172,44.6088,172
-6242.01318359375,3351.7,865000,18.3359,3714.77,173,45.4351,173
-6034.8125,3423.04,870000,17.5855,3725.55,174,45.013,174
-5779.095703125,3176.73,875000,17.0275,3044.13,175,44.245,175
-5981.70849609375,3377.58,880000,19.3644,3626.17,176,45.1083,176
-6047.9326171875,3769.69,885000,18.1807,3522.64,177,44.5865,177
-6238.06787109375,3593.93,890000,17.0516,3562.22,178,44.2423,178
-6046.400390625,3474.04,895000,17.1293,3851.07,179,45.1015,179
-6439.00341796875,3629.4,900000,20.5073,3836.71,180,45.2244,180
-6479.84716796875,3402.24,905000,17.2894,3522.5,181,44.7641,181
-6618.06494140625,3549.46,910000,18.3191,3767.57,182,44.5009,182
-6724.90771484375,3606.2,915000,17.8394,3423.6,183,44.8338,183
-6428.6962890625,3532.76,920000,17.0197,3868.54,184,44.8176,184
-6583.56591796875,3278.63,925000,20.4922,3922.52,185,44.9326,185
-6467.1181640625,3541.9,930000,17.2105,3765.56,186,44.3262,186
-6990.20068359375,3481.18,935000,18.4971,3586.99,187,44.9982,187
-6797.5595703125,3732.03,940000,17.9444,3474.89,188,44.7621,188
-6670.4560546875,3791.47,945000,19.7724,3668.73,189,44.5769,189
-6695.38671875,3212.27,950000,16.7435,3857.34,190,44.0927,190
-6970.4677734375,2943.65,955000,15.6851,2921.87,191,44.1404,191
-6632.10986328125,3467.41,960000,17.9123,3952.59,192,44.3795,192
-6792.31884765625,3139.84,965000,17.7328,4045.73,193,44.5539,193
-7711.8818359375,2973.02,970000,16.8443,3622.21,194,44.4824,194
-6903.95068359375,3494.32,975000,18.6196,3838.25,195,44.6186,195
-6708.8330078125,3727.7,980000,18.4936,3953.32,196,44.2639,196
-7532.03466796875,3641.83,985000,18.022,3712.31,197,45.2483,197
-6631.56103515625,3335.11,990000,15.9553,3877.42,198,44.0748,198
-7367.37451171875,3672.66,995000,16.921,3640.66,199,44.1505,199
-7396.2734375,3549.75,1000000,17.7195,3879.62,200,44.2515,200
-7367.53955078125,3239.83,1005000,16.065,3831.07,201,44.1679,201
-7960.01611328125,3644.89,1010000,16.4624,3366.33,202,44.851,202
-7265.39453125,3445.22,1015000,18.4952,3967.06,203,44.4456,203
-7432.0830078125,3908.66,1020000,18.4685,3952.79,204,44.8389,204
-6980.57470703125,3505.04,1025000,18.5822,3967.45,205,44.4305,205
-7126.95947265625,3652.97,1030000,17.7586,3961.84,206,44.3777,206
-7802.48486328125,3874.48,1035000,16.3537,4034.11,207,44.1822,207
-7663.24755859375,3590.36,1040000,17.4938,3756.74,208,44.3635,208
-7484.6689453125,3595.76,1045000,17.5017,3953.47,209,43.9435,209
-7758.21923828125,3780.02,1050000,17.7134,3943.29,210,44.3881,210
-7960.142578125,3693.93,1055000,17.7515,4039.44,211,44.6221,211
-8092.57373046875,3977.17,1060000,18.6336,3721.89,212,44.2047,212
-7792.0146484375,3536.86,1065000,19.5994,3922.18,213,44.7119,213
-7798.22998046875,3592.65,1070000,19.2987,3700.61,214,44.3076,214
-8080.51220703125,3570.92,1075000,20.3556,4056.91,215,44.7361,215
-7860.27880859375,3761.76,1080000,20.2041,4002.62,216,44.3764,216
-7862.44921875,3556.62,1085000,18.7395,3988.66,217,44.1802,217
-7949.2919921875,3781.45,1090000,20.7621,3667.93,218,44.9523,218
-8533.052734375,3468.78,1095000,17.252,3835.5,219,44.4613,219
-7969.5673828125,3898.57,1100000,19.8443,3891.05,220,44.5279,220
-8447.9296875,3748.42,1105000,18.4886,3742.41,221,44.663,221
-8515.6640625,3748.78,1110000,18.2921,4016.09,222,44.695,222
-8137.1337890625,3585.17,1115000,20.5687,3995.16,223,44.5754,223
-8798.5048828125,3476.4,1120000,17.4682,3948.0,224,44.0729,224
-8322.134765625,3834.99,1125000,19.5371,4034.35,225,44.2466,225
-8996.3505859375,3685.48,1130000,17.4252,3973.27,226,44.4098,226
-8571.4296875,3623.37,1135000,17.5842,3906.4,227,43.9421,227
-8693.2353515625,3772.35,1140000,18.301,3975.51,228,44.1465,228
-9014.98828125,3773.3,1145000,18.517,4053.9,229,44.3394,229
-9350.4013671875,3739.61,1150000,17.9203,4005.97,230,44.0365,230
-9105.12109375,3940.19,1155000,18.4407,4041.13,231,44.3201,231
-8876.994140625,3955.76,1160000,19.2666,4012.75,232,44.1585,232
-9444.7587890625,3647.88,1165000,16.9764,3979.36,233,44.1127,233
-8976.9736328125,3829.79,1170000,17.4606,4083.83,234,43.6552,234
-9884.759765625,3535.19,1175000,17.4515,2497.24,235,44.2624,235
-9151.046875,3916.77,1180000,18.3264,3600.71,236,43.9793,236
-9756.806640625,3705.34,1185000,16.7716,3780.95,237,43.9374,237
-10068.513671875,3512.37,1190000,15.5711,2040.89,238,43.7653,238
-9772.8359375,3860.55,1195000,16.2651,3871.58,239,44.0072,239
-9957.6953125,3568.01,1200000,17.9728,3665.9,240,44.5237,240
-9816.626953125,3788.19,1205000,17.4294,3729.46,241,44.3258,241
-10411.806640625,3834.81,1210000,17.9724,3534.6,242,44.8443,242
-10065.759765625,3835.39,1215000,17.928,3674.89,243,44.3038,243
-10299.955078125,3678.92,1220000,17.5316,3475.6,244,44.1868,244
-10499.98828125,3693.13,1225000,18.1426,3546.05,245,44.3629,245
-11002.556640625,3810.7,1230000,17.3676,3525.03,246,44.726,246
-10595.2998046875,3896.11,1235000,18.4699,3649.1,247,44.4174,247
-10726.349609375,3881.57,1240000,18.4596,3509.39,248,44.7362,248
-10479.44140625,3823.67,1245000,17.9399,3666.81,249,43.9945,249
-10153.076171875,3905.66,1250000,18.3541,3977.37,250,44.2747,250
-10731.49609375,4006.43,1255000,17.9687,3606.27,251,44.3251,251
-11117.2451171875,3950.62,1260000,18.4411,3671.27,252,44.7448,252
-10565.0361328125,3909.7,1265000,18.8026,3652.06,253,44.411,253
-10966.830078125,3889.59,1270000,17.4293,3868.14,254,44.4761,254
-10423.14453125,3990.67,1275000,18.443,4009.94,255,44.0908,255
-10969.30859375,3886.81,1280000,17.7107,3916.66,256,44.194,256
-11095.7822265625,3998.37,1285000,17.6491,4001.0,257,43.982,257
-11200.3701171875,3888.84,1290000,17.7404,4015.91,258,44.1133,258
-10943.732421875,3992.37,1295000,18.4992,4079.87,259,44.2083,259
-11044.611328125,3977.73,1300000,18.4667,3803.04,260,43.9531,260
-11102.1259765625,3966.9,1305000,18.1137,3767.7,261,44.1186,261
-11261.9677734375,3999.09,1310000,17.5085,3991.31,262,44.2205,262
-11562.1240234375,3997.79,1315000,18.1575,3866.94,263,44.5072,263
-11713.5380859375,3929.36,1320000,16.9812,3846.0,264,43.8122,264
-11362.671875,4005.29,1325000,17.334,4075.24,265,43.9304,265
-11662.3154296875,3901.63,1330000,17.4463,4012.44,266,44.1314,266
-12123.2734375,3945.08,1335000,17.998,3570.81,267,44.0765,267
-11976.1279296875,3896.7,1340000,17.898,3803.65,268,44.0382,268
-12380.3515625,3989.91,1345000,18.5003,3686.23,269,44.0792,269
-11980.6298828125,3956.4,1350000,18.6009,4071.71,270,43.911,270
-12046.5068359375,3933.15,1355000,19.6815,3842.32,271,44.3889,271
-12397.134765625,4006.21,1360000,18.0428,3967.69,272,44.1357,272
-11749.255859375,3971.31,1365000,18.6077,4104.72,273,44.1336,273
-12713.6337890625,3942.39,1370000,18.232,4057.84,274,43.9857,274
-12427.6728515625,3861.4,1375000,19.4104,4086.45,275,44.167,275
-13147.134765625,4057.42,1380000,18.9754,4038.06,276,44.5305,276
-12717.7646484375,4062.7,1385000,19.8948,3931.6,277,44.372,277
-12983.7822265625,3999.53,1390000,18.6228,4130.47,278,44.0365,278
-13380.162109375,4013.06,1395000,19.8025,3887.06,279,44.4258,279
-13316.6142578125,4068.75,1400000,19.2895,4007.25,280,44.2636,280
-12870.5576171875,4018.82,1405000,19.4245,4050.57,281,44.158,281
-13619.5302734375,3742.6,1410000,18.218,3694.07,282,44.142,282
-13464.01953125,3982.75,1415000,18.3631,3677.44,283,44.0157,283
-13421.09765625,4085.11,1420000,19.6735,4004.17,284,44.2733,284
-14003.8251953125,4018.02,1425000,18.4477,3676.25,285,44.4415,285
-13773.0322265625,3906.67,1430000,19.5535,4026.0,286,44.2532,286
-13316.4326171875,3939.77,1435000,19.1712,4152.57,287,44.0489,287
-13862.2392578125,4045.37,1440000,19.4396,4026.07,288,43.9915,288
-14094.51171875,3892.05,1445000,17.5561,4064.93,289,44.1214,289
-14536.1123046875,4010.15,1450000,18.4412,3774.89,290,44.1861,290
-14309.4990234375,4017.28,1455000,19.1754,3929.36,291,44.2313,291
-14437.6298828125,4061.31,1460000,20.1819,4007.8,292,44.3601,292
-14365.005859375,4000.02,1465000,18.8409,4096.42,293,44.1699,293
-15047.623046875,3824.66,1470000,18.4833,3664.91,294,43.9913,294
-14999.66796875,3970.08,1475000,18.521,3598.98,295,44.1962,295
-15770.8427734375,3800.44,1480000,18.0115,3549.31,296,44.4287,296
-15328.099609375,3857.62,1485000,18.3157,3742.52,297,44.4284,297
-15355.1396484375,3960.76,1490000,19.1948,3698.25,298,44.3259,298
-15813.31640625,3946.26,1495000,18.751,3730.39,299,44.2136,299
-15981.3212890625,3943.88,1500000,19.0729,3719.72,300,44.6007,300
-15562.89453125,3988.65,1505000,18.8439,3925.05,301,44.4319,301
-14872.65625,3850.61,1510000,18.9163,4016.51,302,44.2743,302
-15156.375,4022.19,1515000,18.6569,4078.29,303,43.7197,303
-15279.1923828125,3911.42,1520000,18.8688,3755.97,304,44.0323,304
-15485.74609375,4048.98,1525000,18.2861,3844.9,305,43.9352,305
-16013.33203125,3955.01,1530000,19.5941,3896.34,306,44.2617,306
-16397.81640625,3898.23,1535000,17.8458,3672.89,307,44.2049,307
-16027.91015625,3909.89,1540000,19.0806,3766.58,308,44.6682,308
-16425.833984375,3852.45,1545000,19.6425,3691.91,309,44.1776,309
-15531.8681640625,4090.91,1550000,18.215,4069.2,310,44.0883,310
-16800.10546875,3685.89,1555000,18.6184,3708.43,311,44.6242,311
-16614.138671875,3644.59,1560000,18.9047,3531.23,312,44.1831,312
-16885.197265625,3867.92,1565000,20.961,3899.45,313,44.6846,313
-16770.751953125,3974.92,1570000,20.4049,3941.15,314,44.6092,314
-16745.810546875,3839.45,1575000,20.2479,3134.26,315,44.7598,315
-18169.966796875,3907.08,1580000,19.7839,3724.87,316,44.8213,316
-16687.328125,3953.71,1585000,19.687,4026.21,317,44.6438,317
-17089.94140625,3960.51,1590000,20.155,4086.0,318,44.6153,318
-17127.72265625,3891.26,1595000,19.5582,4014.05,319,44.5822,319
-16108.1689453125,3812.78,1600000,19.8334,4008.97,320,44.4745,320
-16533.025390625,4091.86,1605000,17.5114,4114.91,321,44.374,321
-16175.8486328125,3856.33,1610000,17.9912,4160.46,322,44.0597,322
-16501.060546875,3932.69,1615000,17.4328,4090.2,323,43.8424,323
-16498.884765625,3782.77,1620000,19.1044,4001.68,324,44.4855,324
-16334.4912109375,4050.95,1625000,17.5667,3995.19,325,44.1699,325
-16287.0361328125,4031.98,1630000,18.3541,3937.73,326,43.8801,326
-16695.548828125,3650.07,1635000,18.8622,3996.27,327,44.2357,327
-16586.244140625,3949.48,1640000,19.183,3845.28,328,44.2713,328
-16701.857421875,3924.25,1645000,18.7306,3697.99,329,43.9976,329
-17101.060546875,3839.03,1650000,20.0036,3906.72,330,43.8845,330
-17178.060546875,3780.64,1655000,19.4442,4065.77,331,44.1311,331
