Real Det Return,Running Forward KL,Running Update Time,Running Env Steps,Running Reverse KL,Reward Loss,Itration,Real Sto Return
5027.7,34.8376,150,750000,14.1504,-2132.811279296875,150,4807.15
4906.26,32.4472,151,755000,12.2772,-1752.7412109375,151,4710.5
4658.22,35.4414,152,760000,13.0838,-2147.405029296875,152,4535.54
4956.91,36.0591,153,765000,13.8177,-2187.173095703125,153,4713.27
4737.69,35.0276,154,770000,12.9987,-2111.443115234375,154,4608.39
4925.83,34.2409,155,775000,12.8237,-2017.5323486328125,155,4763.58
4721.91,33.7765,156,780000,12.8125,-1996.370849609375,156,4720.1
4846.14,35.0487,157,785000,13.1035,-2138.986328125,157,4695.81
4801.97,33.7426,158,790000,11.4925,-2033.4246826171875,158,4717.64
4737.73,34.688,159,795000,11.6915,-2210.934814453125,159,4665.59
4969.38,35.728,160,800000,12.9628,-2221.57470703125,160,4759.39
4905.19,34.25,161,805000,12.6818,-1987.563232421875,161,4728.95
4863.15,33.3486,162,810000,11.5562,-2090.78955078125,162,4782.33
4798.25,34.9924,163,815000,12.217,-2203.002685546875,163,4675.17
4752.37,32.8823,164,820000,12.8234,-2114.02685546875,164,4718.16
4932.68,34.2514,165,825000,12.4652,-2314.65380859375,165,4765.81
4680.17,34.8508,166,830000,11.2691,-2236.462890625,166,4655.44
4840.7,35.5421,167,835000,14.4114,-2312.858154296875,167,4764.86
4962.79,33.3377,168,840000,11.9024,-2149.64990234375,168,4763.82
4812.65,34.0576,169,845000,12.1199,-2197.640380859375,169,4724.96
4829.74,33.3822,170,850000,11.9727,-2120.3095703125,170,4750.42
4773.38,33.0694,171,855000,11.8173,-2241.98193359375,171,4790.35
4728.98,34.0637,172,860000,12.5538,-2294.003173828125,172,4744.3
4857.56,33.9442,173,865000,11.8326,-2344.07275390625,173,4665.25
4794.62,34.1234,174,870000,13.003,-2128.861328125,174,4770.72
4837.07,34.8851,175,875000,12.9599,-2326.420166015625,175,4711.4
4819.84,33.5538,176,880000,11.9652,-2279.786865234375,176,4809.02
4917.72,34.1035,177,885000,11.7239,-2358.45458984375,177,4720.52
4988.93,34.2371,178,890000,12.4805,-2193.612060546875,178,4859.79
4859.81,34.1904,179,895000,11.9801,-2483.076416015625,179,4699.39
4627.05,34.8933,180,900000,12.7561,-2685.167236328125,180,4659.46
4921.19,33.6981,181,905000,13.2346,-2341.343505859375,181,4895.74
4914.21,33.6307,182,910000,12.5056,-2435.959716796875,182,4808.3
4745.35,34.394,183,915000,12.9932,-2589.948486328125,183,4741.38
4804.77,33.508,184,920000,10.8929,-2429.61865234375,184,4635.9
4915.95,34.7584,185,925000,12.8087,-2686.945556640625,185,4708.13
5145.29,35.4769,186,930000,14.1795,-2646.363037109375,186,4928.44
4865.5,32.4846,187,935000,11.6675,-2247.706787109375,187,4819.54
5058.4,33.8403,188,940000,12.099,-2527.145263671875,188,4801.62
4969.18,32.8509,189,945000,11.1778,-2393.940185546875,189,4833.05
4872.35,35.397,190,950000,12.8608,-2874.858642578125,190,4124.49
4965.1,34.069,191,955000,12.9531,-2534.685302734375,191,4820.64
5015.02,33.1459,192,960000,12.742,-2572.067138671875,192,4856.13
4711.8,33.5689,193,965000,11.8879,-2447.3544921875,193,4733.6
4873.62,33.848,194,970000,12.1055,-2680.353759765625,194,4814.81
4907.33,34.3815,195,975000,11.6668,-2577.0078125,195,4752.62
4908.53,32.4865,196,980000,12.0863,-2339.95361328125,196,4931.33
4956.35,34.4337,197,985000,13.7744,-2727.05224609375,197,4843.77
4868.1,33.2781,198,990000,12.198,-2608.44482421875,198,4849.46
5102.77,33.4801,199,995000,11.999,-2599.128173828125,199,4903.42
5084.36,34.1843,200,1000000,13.9339,-2754.92236328125,200,4933.83
5048.03,34.1224,201,1005000,13.7398,-2800.303955078125,201,4897.43
5051.88,34.2398,202,1010000,14.3942,-2737.4169921875,202,4906.58
5090.93,34.1113,203,1015000,15.6253,-2860.657958984375,203,4888.78
4882.26,34.9077,204,1020000,14.8631,-2910.44775390625,204,4838.15
5052.31,34.7911,205,1025000,14.5345,-3008.9091796875,205,4961.53
5055.33,36.7523,206,1030000,16.4773,-3181.097900390625,206,4911.9
5144.0,34.84,207,1035000,14.6105,-2959.410400390625,207,4960.13
4994.93,33.8283,208,1040000,12.9655,-2823.92578125,208,4873.1
5104.55,35.0072,209,1045000,14.6453,-3122.572021484375,209,4934.08
4971.96,34.7026,210,1050000,13.5905,-2960.466552734375,210,4831.35
5118.88,35.7031,211,1055000,13.9607,-3147.54248046875,211,4907.52
5018.21,33.0279,212,1060000,13.5957,-2751.10986328125,212,4907.8
5111.48,34.644,213,1065000,14.5999,-3178.949462890625,213,4883.07
5051.56,35.175,214,1070000,14.9224,-3341.3427734375,214,4896.51
4992.94,36.7886,215,1075000,15.1098,-3543.113037109375,215,4820.28
5123.54,36.3909,216,1080000,15.1833,-3482.145263671875,216,4883.36
5010.52,32.3671,217,1085000,13.0082,-2966.611572265625,217,4899.12
5068.8,35.6614,218,1090000,14.9951,-3173.43212890625,218,4975.63
5105.66,33.4913,219,1095000,13.4849,-2996.35400390625,219,4947.17
5045.29,32.6715,220,1100000,12.4271,-2825.771240234375,220,4971.68
5170.79,35.646,221,1105000,14.5114,-3275.59033203125,221,4926.49
5071.67,35.8988,222,1110000,14.5137,-3261.302978515625,222,4908.84
5143.63,33.8804,223,1115000,12.8885,-3014.28125,223,4908.59
4979.09,36.251,224,1120000,15.0741,-3367.659423828125,224,4863.23
5030.42,36.5084,225,1125000,15.2643,-3499.0361328125,225,4862.48
5102.5,35.552,226,1130000,15.0271,-3247.814697265625,226,4938.74
5118.27,36.183,227,1135000,14.9093,-3521.8662109375,227,4865.14
5044.74,36.7285,228,1140000,15.6572,-3515.21044921875,228,4875.28
5162.62,34.7544,229,1145000,14.5,-3517.712646484375,229,4932.55
5111.48,34.903,230,1150000,14.5248,-3308.492431640625,230,4996.94
5096.22,36.6198,231,1155000,16.1417,-3444.2490234375,231,4999.02
5147.42,34.6516,232,1160000,13.8862,-3392.65771484375,232,4980.04
5172.49,33.8878,233,1165000,13.9371,-3404.6826171875,233,4971.94
5030.89,35.5285,234,1170000,13.8376,-3531.629150390625,234,4907.43
5120.15,34.6164,235,1175000,13.4454,-3459.494140625,235,4927.04
4889.93,34.3786,236,1180000,13.2971,-3699.252197265625,236,4733.36
4820.59,35.0962,237,1185000,12.8596,-3704.35302734375,237,4787.63
5152.48,35.1048,238,1190000,13.6458,-3560.609130859375,238,4936.67
5080.92,34.9382,239,1195000,13.3133,-3570.526611328125,239,4981.54
5052.29,35.763,240,1200000,13.3847,-3676.051025390625,240,4879.34
5066.89,35.664,241,1205000,13.8613,-3765.20458984375,241,4624.63
5091.87,35.0967,242,1210000,13.4225,-3530.392822265625,242,5011.49
5209.59,36.0028,243,1215000,13.963,-3619.955078125,243,5013.77
5164.92,35.7234,244,1220000,14.0649,-3790.957275390625,244,4993.19
5112.7,35.7435,245,1225000,13.7615,-3688.403076171875,245,5005.9
5141.22,35.2256,246,1230000,12.9306,-3803.70068359375,246,5019.54
5149.63,35.7149,247,1235000,13.3766,-4012.324951171875,247,4974.12
5140.48,35.3204,248,1240000,13.6479,-3595.665771484375,248,5009.88
5112.61,35.109,249,1245000,13.4417,-3717.53955078125,249,5021.08
5026.55,35.4358,250,1250000,13.5484,-3786.26123046875,250,4932.48
5210.81,34.853,251,1255000,13.1403,-3740.35986328125,251,4773.86
4972.2,35.8351,252,1260000,13.1699,-4364.79150390625,252,4283.68
5237.19,35.3994,253,1265000,13.2414,-3753.73828125,253,4816.66
5152.15,35.3883,254,1270000,13.1097,-3894.20166015625,254,4792.55
5295.18,35.0135,255,1275000,14.5733,-3880.426025390625,255,4637.54
5148.86,35.9317,256,1280000,16.5596,-4185.86572265625,256,4973.6
5115.77,35.5073,257,1285000,14.379,-3975.025634765625,257,4825.55
5170.07,35.9468,258,1290000,12.9885,-4178.17431640625,258,4781.12
5124.03,35.4762,259,1295000,13.2129,-4058.12158203125,259,4974.28
5182.82,34.1845,260,1300000,12.0579,-4186.9296875,260,4377.75
5208.48,34.6183,261,1305000,11.6398,-4502.10595703125,261,5053.89
5202.27,33.972,262,1310000,13.064,-3791.8759765625,262,4616.34
5287.45,34.1999,263,1315000,12.475,-4137.0908203125,263,5038.36
5220.73,35.1924,264,1320000,13.1393,-4073.494140625,264,4806.59
5010.75,33.8251,265,1325000,12.3486,-3984.60107421875,265,4703.14
5174.56,34.5454,266,1330000,13.0808,-4167.49462890625,266,4988.17
5182.36,34.1646,267,1335000,12.6836,-4003.4501953125,267,5013.94
5175.52,35.0869,268,1340000,12.7977,-4304.22607421875,268,5016.37
5058.01,35.3733,269,1345000,13.9571,-4287.87060546875,269,5008.31
4896.89,35.9528,270,1350000,11.7575,-5617.55615234375,270,4173.89
5153.99,33.9775,271,1355000,13.3371,-4103.1728515625,271,5050.6
5032.58,36.0829,272,1360000,12.7778,-4831.26513671875,272,4981.79
5131.63,35.3942,273,1365000,14.4246,-4298.17431640625,273,4799.74
5241.5,35.6686,274,1370000,13.9927,-4327.04443359375,274,5104.21
1651.56,35.8544,275,1375000,18.1054,-4660.35693359375,275,3909.84
82.38,52.3409,276,1380000,29.8905,-8501.1259765625,276,31.6
103.39,51.146,277,1385000,39.7196,-7697.41259765625,277,104.47
308.31,50.8385,278,1390000,44.6885,-7443.5458984375,278,335.5
622.79,48.9502,279,1395000,25.8678,-7911.71337890625,279,534.7
515.58,48.272,280,1400000,44.6978,-8363.8037109375,280,477.58
1505.04,44.8269,281,1405000,55.6152,-7516.21728515625,281,1151.84
2320.94,42.2617,282,1410000,17.4816,-7063.72509765625,282,2608.63
3169.8,40.5026,283,1415000,14.9025,-6832.7353515625,283,3545.77
2121.05,40.5177,284,1420000,13.312,-6399.61767578125,284,3409.76
3933.59,40.469,285,1425000,13.2021,-6555.33984375,285,3516.19
4241.79,39.696,286,1430000,12.4228,-6362.712890625,286,3813.59
4017.41,39.2317,287,1435000,15.3727,-6631.8837890625,287,3929.65
4849.02,36.6419,288,1440000,12.483,-5572.7421875,288,4691.36
4988.37,36.6054,289,1445000,13.1839,-5497.35888671875,289,4780.87
4940.81,37.0054,290,1450000,13.4382,-5581.3212890625,290,4784.9
4994.57,37.3722,291,1455000,13.0709,-5539.015625,291,4727.21
4931.66,37.38,292,1460000,13.9358,-5795.36376953125,292,4697.0
5094.52,36.4067,293,1465000,13.5835,-5588.916015625,293,4706.93
4989.33,37.6233,294,1470000,14.5975,-5957.41259765625,294,4762.71
4970.81,37.7948,295,1475000,14.8685,-5676.4609375,295,4793.57
4913.28,36.7557,296,1480000,12.9216,-5558.837890625,296,4783.04
4986.26,35.6804,297,1485000,13.0498,-5461.7685546875,297,4845.87
4839.22,36.6219,298,1490000,13.0866,-5936.78759765625,298,4629.08
4906.54,37.3005,299,1495000,18.14,-6368.765625,299,3750.82
4976.39,36.2342,300,1500000,13.1078,-5671.31103515625,300,4782.26
4984.24,37.3211,301,1505000,14.1469,-5895.3994140625,301,4794.35
4941.74,36.9335,302,1510000,13.6474,-5652.36083984375,302,4839.71
5017.12,36.941,303,1515000,13.3484,-5941.2216796875,303,4809.96
4886.69,36.2388,304,1520000,17.9816,-6339.205078125,304,4669.39
4968.29,36.3097,305,1525000,13.4822,-5642.9228515625,305,4839.27
4864.46,35.8603,306,1530000,13.3683,-5743.47412109375,306,4707.93
4844.84,36.5053,307,1535000,13.3379,-5763.3984375,307,4784.7
4913.87,35.8122,308,1540000,12.5364,-5461.37841796875,308,4827.62
5039.62,35.034,309,1545000,13.0153,-5437.37158203125,309,4867.02
4863.26,35.4078,310,1550000,12.3793,-5650.67822265625,310,4785.6
4938.99,36.4512,311,1555000,13.6879,-5763.244140625,311,4850.74
4943.19,36.1641,312,1560000,13.2918,-5838.8671875,312,4834.4
5060.61,35.6763,313,1565000,12.7304,-5652.12939453125,313,4896.68
4869.3,34.4661,314,1570000,12.317,-5402.53369140625,314,4799.2
4842.98,34.9843,315,1575000,12.9726,-5752.8671875,315,4796.65
4980.55,34.8716,316,1580000,13.1806,-5917.458984375,316,4835.82
5012.69,34.9916,317,1585000,13.0104,-5905.4482421875,317,4792.42
4905.75,36.1248,318,1590000,13.5663,-6185.9755859375,318,4737.78
4663.16,36.3264,319,1595000,13.1052,-6411.76904296875,319,4672.17
4915.25,36.5302,320,1600000,14.1225,-6287.376953125,320,4805.83
4724.57,36.4443,321,1605000,16.5393,-6841.673828125,321,4671.97
4855.33,36.064,322,1610000,13.7191,-6284.74267578125,322,4783.59
4926.81,36.0666,323,1615000,13.7354,-6234.66552734375,323,4872.04
4750.03,36.0649,324,1620000,13.7962,-6330.05712890625,324,4681.43
4965.18,35.7382,325,1625000,13.5726,-6173.34423828125,325,4864.2
4887.61,36.0836,326,1630000,14.5125,-6440.599609375,326,4724.53
5050.57,36.7512,327,1635000,13.563,-6592.2568359375,327,4836.99
5024.08,36.1489,328,1640000,13.445,-6378.0400390625,328,4896.38
5058.81,36.6705,329,1645000,14.5062,-6553.4267578125,329,4800.99
4959.51,36.5433,330,1650000,15.1962,-6823.5107421875,330,4878.92
4989.34,36.7959,331,1655000,14.8782,-6927.6005859375,331,4813.83
4938.0,36.7082,332,1660000,14.9074,-6779.81298828125,332,4617.73
4634.01,37.7538,333,1665000,15.0309,-7142.42138671875,333,3945.85
5056.94,37.9753,334,1670000,21.4653,-7262.1953125,334,4968.19
4973.96,37.7272,335,1675000,25.7722,-7747.22119140625,335,4919.29
5001.36,37.1583,336,1680000,14.1119,-6964.7060546875,336,4814.03
4996.21,37.4895,337,1685000,13.9535,-7023.224609375,337,4742.82
5049.69,36.0426,338,1690000,13.1814,-6682.56982421875,338,4862.54
4984.25,36.4242,339,1695000,13.0356,-6923.9326171875,339,4635.52
4793.98,36.3417,340,1700000,13.6952,-6753.84423828125,340,4884.49
4878.38,36.743,341,1705000,13.6589,-6922.552734375,341,4745.1
4955.28,36.7338,342,1710000,13.9077,-7165.19482421875,342,4806.14
5057.61,36.716,343,1715000,13.0385,-6714.43212890625,343,4350.65
1039.94,37.9873,344,1720000,16.3917,-9722.9296875,344,1013.86
5091.82,35.5041,345,1725000,13.4081,-6677.58544921875,345,4957.84
5134.26,35.6326,346,1730000,14.7931,-6808.71728515625,346,5003.26
5149.26,35.4562,347,1735000,13.1511,-6814.310546875,347,4954.68
5112.11,35.3641,348,1740000,13.4409,-6940.26513671875,348,4647.6
5115.22,35.379,349,1745000,12.7076,-7013.23193359375,349,4934.35
5150.43,35.1987,350,1750000,13.4404,-6623.07421875,350,5006.39
5152.9,35.0019,351,1755000,13.1703,-6563.53564453125,351,4964.55
5102.88,35.658,352,1760000,13.7139,-6903.556640625,352,4982.11
4740.85,36.8612,353,1765000,14.9795,-7820.46044921875,353,3948.32
4976.51,36.1679,354,1770000,14.0949,-7158.91357421875,354,4714.8
5071.8,36.4108,355,1775000,14.373,-7200.79931640625,355,4939.42
3725.49,36.2983,356,1780000,14.8537,-7319.70361328125,356,4353.23
5099.84,35.6665,357,1785000,14.5459,-7167.52783203125,357,4948.68
5168.03,36.1358,358,1790000,14.579,-7360.720703125,358,4961.78
5177.71,36.3359,359,1795000,14.1559,-7289.71923828125,359,4967.5
5102.09,36.1289,360,1800000,14.5599,-7406.19091796875,360,4917.32
5188.47,35.7108,361,1805000,14.2697,-7164.43603515625,361,5016.6
5199.35,36.0468,362,1810000,15.5822,-7361.8427734375,362,5016.1
5218.81,35.228,363,1815000,14.2432,-7413.71142578125,363,5028.72
5219.06,35.3934,364,1820000,13.964,-7442.25048828125,364,5005.09
5109.1,36.189,365,1825000,15.2741,-7638.80029296875,365,4869.83
5070.53,36.217,366,1830000,15.0349,-7884.38134765625,366,4984.11
5118.33,35.912,367,1835000,14.3372,-7932.9013671875,367,4942.71
5119.12,37.025,368,1840000,14.7973,-8096.0810546875,368,4773.74
5208.25,35.5343,369,1845000,14.3288,-7968.251953125,369,5005.34
5154.22,35.7773,370,1850000,15.1829,-7947.673828125,370,4628.06
5090.76,36.7045,371,1855000,15.0054,-8178.5986328125,371,4935.67
5146.93,36.1697,372,1860000,14.6833,-7944.14013671875,372,4994.33
5234.71,35.7983,373,1865000,13.9524,-7685.27685546875,373,4422.18
5216.59,36.0322,374,1870000,13.9224,-7883.57958984375,374,5016.36
5213.47,37.2075,375,1875000,15.2529,-7954.0537109375,375,5021.96
5196.1,35.7815,376,1880000,14.3563,-8017.40283203125,376,5025.97
5136.3,35.4508,377,1885000,13.6805,-7992.52734375,377,4886.02
5062.96,35.8735,378,1890000,25.8332,-9928.908203125,378,4145.72
5174.44,35.3176,379,1895000,13.545,-7903.03466796875,379,4482.71
5084.48,36.1532,380,1900000,13.4017,-8097.80078125,380,4964.43
5224.42,35.8008,381,1905000,14.2826,-8263.203125,381,4984.5
5194.04,35.3559,382,1910000,13.6542,-7915.400390625,382,4923.49
5156.24,36.1489,383,1915000,14.1165,-8171.78466796875,383,4965.96
5225.06,35.4792,384,1920000,14.0228,-8121.892578125,384,4963.25
