Reward Loss,Running Forward KL,Running Update Time,Running Env Steps,Real Det Return,Running Reverse KL,Real Sto Return,Itration
-520.05029296875,23.8139,53,265000,3027.71,14.7955,3088.53,53
-663.0025024414062,23.198,54,270000,2599.79,13.5819,2313.7,54
-524.6984252929688,23.7507,55,275000,3124.99,15.5957,2902.04,55
-511.8690490722656,24.0111,56,280000,2167.11,16.0134,2491.47,56
-633.5078125,24.4004,57,285000,2950.1,15.1936,2600.75,57
-568.6609497070312,23.7516,58,290000,3196.1,17.5159,2870.67,58
-645.1048583984375,23.882,59,295000,2695.64,16.2553,2707.21,59
-386.7625732421875,23.358,60,300000,3167.03,16.1791,2887.51,60
-594.6463012695312,23.2276,61,305000,3211.89,17.4272,2761.33,61
-832.6372680664062,23.3916,62,310000,3188.44,17.9478,2972.62,62
-592.8280639648438,23.828,63,315000,3232.23,16.4703,2975.26,63
-674.3981323242188,23.1945,64,320000,2896.73,15.5775,2792.01,64
-730.0042724609375,23.4797,65,325000,3215.77,15.877,2637.26,65
-861.2334594726562,23.2661,66,330000,2140.91,16.4484,2843.0,66
-545.6236572265625,23.3909,67,335000,2944.53,14.8366,2958.65,67
-832.5565185546875,23.2708,68,340000,2935.24,16.3007,2292.59,68
-843.8037109375,23.539,69,345000,2795.4,15.2631,2350.01,69
-736.3043212890625,23.0041,70,350000,3219.71,14.9377,3033.93,70
-597.0352783203125,22.8177,71,355000,3231.97,15.3549,2961.21,71
-581.9904174804688,23.5698,72,360000,3228.87,15.0913,2967.82,72
-704.1485595703125,22.9702,73,365000,3220.88,15.1378,2939.12,73
-888.0205078125,23.0101,74,370000,3218.86,16.9355,2653.66,74
-583.4368286132812,22.8767,75,375000,3227.1,14.4577,2767.84,75
-521.8690185546875,22.87,76,380000,3222.3,15.0528,3068.69,76
-599.8056030273438,22.6187,77,385000,3230.67,14.4279,3021.69,77
-1013.9107666015625,23.0723,78,390000,3241.84,16.4007,2970.27,78
-693.7042236328125,23.5514,79,395000,3223.99,15.2541,2899.87,79
-736.0499877929688,22.345,80,400000,3226.65,13.5609,3047.78,80
-614.8839721679688,22.5786,81,405000,3190.93,14.7682,3206.37,81
-807.168212890625,23.1655,82,410000,3156.65,21.9222,2649.23,82
-773.3789672851562,22.8563,83,415000,3258.96,14.3269,2819.33,83
-654.72802734375,22.6234,84,420000,3235.24,14.236,3047.98,84
-926.3804321289062,22.7306,85,425000,3140.8,15.0028,2957.11,85
-606.2986450195312,22.3112,86,430000,3258.89,14.7651,3248.31,86
-633.7557983398438,22.4484,87,435000,3236.22,14.2464,3170.18,87
-710.16650390625,22.9732,88,440000,3214.42,16.1095,3225.58,88
-654.376953125,22.3531,89,445000,3251.31,14.7673,3235.34,89
-687.8500366210938,21.8397,90,450000,3251.78,14.6158,3053.48,90
-727.8977661132812,22.03,91,455000,2979.46,13.0942,3051.78,91
-712.4908447265625,22.0832,92,460000,3231.9,14.5906,2993.5,92
-665.4384155273438,21.5278,93,465000,3278.09,14.6078,3283.3,93
-791.421630859375,22.1585,94,470000,1362.72,14.6672,2015.23,94
-574.270263671875,21.2497,95,475000,1001.05,13.7988,1606.05,95
-707.5575561523438,21.8644,96,480000,3269.11,14.0426,3123.97,96
-669.948974609375,22.1694,97,485000,3242.45,14.2285,3233.28,97
-697.2474365234375,22.8361,98,490000,3163.82,15.2988,3232.1,98
-662.8881225585938,22.137,99,495000,3265.68,15.4265,3264.98,99
-715.4189453125,22.8494,100,500000,3253.06,15.5488,3164.67,100
-789.8837890625,22.5529,101,505000,3190.55,15.4872,3221.92,101
-830.57373046875,22.4205,102,510000,3167.07,14.8346,3187.88,102
-749.99365234375,22.0648,103,515000,3225.22,15.1897,3280.06,103
-784.3497314453125,21.3888,104,520000,3230.82,14.8564,3260.07,104
-739.688720703125,21.5946,105,525000,3242.11,13.948,3223.52,105
-712.654296875,21.1617,106,530000,3294.08,15.1063,3315.93,106
-691.1671142578125,21.1466,107,535000,3326.75,15.2237,3342.03,107
-723.8544311523438,21.4259,108,540000,3313.97,15.5993,3222.17,108
-719.9985961914062,20.5221,109,545000,3314.76,14.2012,3252.52,109
-677.444580078125,20.6184,110,550000,3350.45,14.1379,2959.25,110
-738.72998046875,21.0237,111,555000,3311.53,14.618,3248.78,111
-787.4110717773438,21.5474,112,560000,3312.05,15.4401,3332.77,112
-757.661865234375,19.7071,113,565000,3330.4,14.005,3229.09,113
-715.9591674804688,20.4305,114,570000,3330.63,14.3235,3227.82,114
-701.78955078125,20.1418,115,575000,3345.33,12.7649,3253.05,115
-786.4522094726562,20.5845,116,580000,3355.71,14.6845,3048.49,116
-802.6298217773438,20.6974,117,585000,3279.28,14.4394,3312.02,117
-748.0195922851562,19.8406,118,590000,3358.42,14.0766,3366.96,118
-1098.2646484375,20.4008,119,595000,3397.86,18.0346,3059.55,119
-822.150634765625,20.984,120,600000,3325.34,14.9362,3345.98,120
-1079.641357421875,19.2703,121,605000,3412.21,18.8788,2773.72,121
-915.781982421875,20.0467,122,610000,3378.61,14.5611,2919.2,122
-708.0879516601562,19.7211,123,615000,3364.06,13.2337,3366.68,123
-1287.841064453125,20.1811,124,620000,3421.33,20.8503,2652.25,124
-1239.880615234375,20.7013,125,625000,3378.1,20.4277,2777.85,125
-728.7449340820312,18.908,126,630000,3405.54,12.5042,3054.39,126
-1300.804931640625,20.0856,127,635000,3399.39,18.1253,2591.37,127
-889.5201416015625,20.6541,128,640000,3399.03,14.9477,2871.27,128
-1220.2841796875,19.5376,129,645000,3399.99,15.1046,2655.15,129
-855.612548828125,19.5688,130,650000,3365.22,13.2154,3155.25,130
-862.80322265625,19.6573,131,655000,3363.67,12.8285,3143.82,131
-1240.2215576171875,19.7581,132,660000,3390.48,15.9901,2221.49,132
-937.6937255859375,19.4838,133,665000,3420.9,12.8875,2871.73,133
-2148.64453125,22.8134,134,670000,1472.32,27.0093,1479.09,134
-1273.3355712890625,20.6558,135,675000,3401.78,15.7984,2387.23,135
-738.5193481445312,19.6316,136,680000,3428.53,12.2406,2634.26,136
-1045.8419189453125,19.3983,137,685000,3421.58,14.0598,2651.91,137
-1066.8193359375,19.8916,138,690000,3360.75,15.0455,2663.58,138
-1361.046142578125,20.2611,139,695000,3401.36,16.2564,1901.92,139
-853.040283203125,19.7773,140,700000,3358.58,13.0618,3084.18,140
-1226.6611328125,19.8825,141,705000,3410.9,14.8015,2455.85,141
-860.4188842773438,19.851,142,710000,3351.46,13.0077,3315.11,142
-1578.883056640625,20.5731,143,715000,3385.73,20.5926,2541.27,143
-1065.064697265625,19.555,144,720000,3407.65,13.2263,2112.28,144
-1028.7042236328125,19.4338,145,725000,3395.84,13.5912,2689.39,145
-1476.1572265625,20.6845,146,730000,3355.46,17.8228,2433.99,146
-1279.9149169921875,19.1488,147,735000,3406.88,14.5651,2375.69,147
-1296.9361572265625,19.613,148,740000,3407.25,15.7987,2756.53,148
-1784.5550537109375,21.0297,149,745000,2136.32,19.7263,1469.23,149
-992.9039916992188,19.4375,150,750000,3337.5,13.9397,3270.55,150
-1540.8587646484375,19.5253,151,755000,3424.61,20.513,1722.73,151
-1573.7435302734375,21.2407,152,760000,3145.94,15.9861,1957.29,152
-1270.281005859375,20.2899,153,765000,3431.4,12.8159,2280.93,153
-910.80126953125,18.983,154,770000,3406.0,13.0723,2923.43,154
-796.209228515625,18.6975,155,775000,3406.9,11.9907,3189.11,155
-2157.214111328125,21.5417,156,780000,3368.22,18.5593,1691.9,156
-931.2021484375,18.6726,157,785000,3359.3,11.0734,3325.17,157
-1563.26806640625,19.8819,158,790000,3394.17,15.0641,2409.53,158
-1242.1964111328125,19.5117,159,795000,3402.85,11.7037,2593.97,159
-1261.4697265625,20.0447,160,800000,3379.59,11.9564,2751.96,160
-1205.595947265625,19.9054,161,805000,3359.16,11.7994,2688.29,161
-875.1942138671875,19.157,162,810000,3402.48,11.9204,3193.98,162
-2008.1981201171875,20.642,163,815000,3231.38,17.4177,1994.62,163
-903.1116333007812,18.4105,164,820000,3398.0,11.6468,3129.93,164
-784.493408203125,18.2435,165,825000,3386.84,11.3871,3358.17,165
-1210.208984375,18.8513,166,830000,3388.75,11.6025,2803.83,166
-1499.5980224609375,20.4112,167,835000,3467.29,16.0161,2246.27,167
-1126.21826171875,19.5134,168,840000,3351.82,12.2245,3032.14,168
-832.0970458984375,18.0605,169,845000,3393.51,11.7571,3355.7,169
-987.9762573242188,18.5813,170,850000,3395.7,10.5078,2759.81,170
-853.9583740234375,18.8449,171,855000,3367.01,11.8587,2902.32,171
-1078.786376953125,18.8256,172,860000,3368.32,11.4073,3170.79,172
-1372.7486572265625,20.1179,173,865000,3370.65,10.8222,2655.24,173
-1238.192138671875,18.6952,174,870000,3366.6,13.4614,3072.89,174
-1711.482666015625,19.9034,175,875000,3409.3,16.8392,2678.94,175
-1171.644287109375,18.8846,176,880000,3368.6,11.254,3216.67,176
-1401.0064697265625,18.8804,177,885000,3397.92,10.7457,2321.32,177
-1388.92333984375,19.6762,178,890000,3402.81,14.4184,2788.26,178
-917.7379760742188,17.785,179,895000,3390.14,11.1502,2949.04,179
-974.13623046875,18.8893,180,900000,3405.98,10.9225,2790.22,180
-1084.02099609375,19.0079,181,905000,3393.07,11.2142,3123.58,181
-1138.30908203125,18.7141,182,910000,3443.24,10.5471,2575.8,182
-1167.7724609375,19.6426,183,915000,3403.52,11.874,2842.08,183
-1352.0596923828125,18.8022,184,920000,3415.8,10.7012,2868.9,184
-931.604248046875,17.8813,185,925000,3428.22,10.8793,3121.21,185
-1023.30517578125,18.2147,186,930000,3414.39,11.4555,3377.32,186
-1476.1767578125,18.9963,187,935000,3416.5,10.4259,3170.3,187
-815.3770141601562,17.4646,188,940000,3393.28,11.4131,3354.74,188
-841.5309448242188,17.8253,189,945000,3422.38,11.2693,2862.8,189
-1843.030029296875,19.9405,190,950000,3311.38,23.0052,2147.73,190
-1313.939697265625,18.8661,191,955000,3433.28,11.2945,2838.92,191
-1748.01904296875,19.4606,192,960000,3383.1,14.1152,3019.53,192
-1209.614990234375,19.2075,193,965000,3420.3,12.7609,2770.15,193
-877.8040161132812,18.508,194,970000,3414.82,11.2534,3281.31,194
-891.1979370117188,17.5652,195,975000,3386.57,11.2694,3112.44,195
-1609.2989501953125,18.8014,196,980000,3416.39,14.7912,2850.7,196
-788.2301025390625,18.1382,197,985000,3408.58,11.1977,3356.28,197
-2061.95263671875,19.6221,198,990000,3413.51,11.9364,2800.43,198
-1074.7406005859375,18.2429,199,995000,3413.89,11.6466,3292.76,199
