Reward Loss,Real Det Return,Itration,Running Env Steps,Running Forward KL,Running Update Time,Running Reverse KL,Real Sto Return
-120.5792007446289,3361.14,34,170000,21.6285,34,13.5838,2900.71
-158.22024536132812,3367.81,35,175000,22.3168,35,13.6409,2316.89
-364.1656494140625,1443.78,36,180000,22.8115,36,12.9337,1486.37
-801.1746215820312,1274.26,37,185000,23.3004,37,15.2305,1210.06
-488.3637390136719,3320.58,38,190000,21.8429,38,14.095,2638.79
-886.4550170898438,1069.88,39,195000,24.0401,39,15.3568,1036.94
-249.885986328125,2937.59,40,200000,22.8171,40,14.8732,2752.69
-604.4924926757812,2358.52,41,205000,21.1953,41,14.2695,1567.59
-576.2398681640625,3308.52,42,210000,22.3489,42,13.6826,1962.62
-869.124267578125,1516.02,43,215000,22.6691,43,13.9015,1682.75
-163.80787658691406,3389.44,44,220000,20.2469,44,13.2338,3242.25
-212.2764434814453,3381.83,45,225000,20.3426,45,13.2837,3254.29
-325.88214111328125,2864.75,46,230000,20.7223,46,13.2948,2049.95
-520.8055419921875,2821.87,47,235000,21.1568,47,17.5682,2758.43
-393.8236389160156,3401.01,48,240000,21.1454,48,15.1473,2797.92
-114.07576751708984,3335.27,49,245000,20.5793,49,14.0205,2437.31
-413.970947265625,3383.59,50,250000,21.1309,50,13.3224,2444.98
-238.11167907714844,3361.79,51,255000,20.5887,51,13.3825,2856.73
-216.09169006347656,3362.24,52,260000,20.2857,52,13.026,3209.71
-293.3122253417969,3347.08,53,265000,20.0279,53,11.9296,2625.92
-162.87860107421875,3336.46,54,270000,20.1171,54,12.9946,3316.46
-353.3390808105469,3327.84,55,275000,21.0614,55,13.8445,2630.83
-180.62071228027344,3311.67,56,280000,20.6892,56,13.8155,3300.98
-282.1120300292969,3361.38,57,285000,20.5262,57,13.6789,3163.26
-501.2330017089844,1117.83,58,290000,20.4053,58,11.9855,2456.49
-769.4589233398438,3371.87,59,295000,21.9516,59,15.0095,2128.8
-274.06561279296875,3328.01,60,300000,21.4417,60,14.4322,3221.82
-290.6878967285156,3293.56,61,305000,20.7499,61,12.9444,3186.91
-184.1785125732422,3375.53,62,310000,19.9239,62,13.649,3329.27
-290.9692687988281,3316.24,63,315000,20.3038,63,13.5808,3298.7
-396.6370544433594,3345.16,64,320000,20.9121,64,13.5733,2516.06
-582.2528686523438,3366.01,65,325000,21.9527,65,13.7869,2212.13
-463.3735046386719,3377.36,66,330000,20.6978,66,13.1285,2919.75
-341.04779052734375,3330.11,67,335000,20.297,67,12.7195,3226.58
-350.3113098144531,3342.36,68,340000,19.0317,68,11.9376,3061.13
-819.7726440429688,3127.84,69,345000,22.5272,69,13.5037,1728.81
-441.46246337890625,3361.85,70,350000,20.7252,70,13.2271,3223.22
-624.4773559570312,3375.3,71,355000,20.348,71,12.5469,2799.39
-995.1126708984375,3403.88,72,360000,21.677,72,18.4187,2086.89
-646.967529296875,3407.61,73,365000,20.9377,73,13.1399,2480.86
-687.4835815429688,3330.82,74,370000,20.749,74,12.627,3040.26
-938.2075805664062,1575.83,75,375000,21.7199,75,14.334,2089.56
-488.1553649902344,3373.33,76,380000,20.3347,76,12.9595,3064.35
-903.4439697265625,3267.48,77,385000,21.7591,77,15.5426,1900.42
-901.8723754882812,2591.6,78,390000,21.7207,78,14.465,1953.72
-381.30255126953125,3366.97,79,395000,19.7566,79,12.7754,3184.96
-518.2378540039062,3342.62,80,400000,20.498,80,13.8212,3189.48
-355.9171142578125,3366.85,81,405000,19.9173,81,12.6281,2939.89
-648.748291015625,1490.4,82,410000,20.7925,82,14.8009,2309.87
-359.3921813964844,3351.27,83,415000,20.1132,83,13.134,2991.05
-962.6572265625,2938.98,84,420000,21.5536,84,16.2717,2206.06
-984.440185546875,1903.0,85,425000,21.1246,85,18.1696,2532.14
-325.4886169433594,3336.88,86,430000,20.0207,86,12.5733,3118.38
-1295.7181396484375,3389.42,87,435000,21.2973,87,14.8015,1959.48
-835.7413940429688,2672.89,88,440000,21.0982,88,14.7765,1898.44
-824.7550048828125,3358.0,89,445000,20.2631,89,13.0034,2343.56
-562.793212890625,3347.22,90,450000,20.4826,90,12.5569,3165.72
-1274.3291015625,2232.65,91,455000,21.8398,91,22.3717,2115.41
-1163.1077880859375,1293.14,92,460000,21.1099,92,18.9974,1286.59
-1009.3975219726562,3362.94,93,465000,22.1031,93,16.0067,1653.72
-780.3636474609375,3328.27,94,470000,20.2933,94,11.2371,2614.38
-1097.200439453125,2236.33,95,475000,21.0914,95,16.5319,1389.93
-963.8673706054688,3351.3,96,480000,21.3811,96,12.22,1920.68
-764.3517456054688,3219.18,97,485000,20.2428,97,12.3977,1492.96
-1379.9539794921875,2534.47,98,490000,22.3733,98,15.713,1615.1
-409.218505859375,3358.39,99,495000,19.7222,99,13.364,3342.69
-1029.8763427734375,3378.87,100,500000,20.0504,100,14.2353,2220.6
-1171.0673828125,3388.85,101,505000,20.5758,101,13.803,2073.35
-1043.6971435546875,3387.22,102,510000,20.5749,102,11.9172,2223.39
-1446.75634765625,3165.43,103,515000,21.3235,103,15.4943,2161.91
-1571.275634765625,3351.34,104,520000,22.2638,104,18.2429,1696.74
-1420.7135009765625,3336.07,105,525000,21.2614,105,13.3328,2294.62
-1489.898681640625,3376.88,106,530000,21.6799,106,14.6228,1492.71
-985.114990234375,3373.8,107,535000,19.6085,107,11.1941,2275.65
-1089.000732421875,3435.99,108,540000,20.5225,108,12.7951,2408.35
-1884.2535400390625,1560.57,109,545000,22.2027,109,16.7298,1402.95
-873.5974731445312,3393.51,110,550000,20.0196,110,12.4061,3097.59
-1109.1697998046875,3380.31,111,555000,19.9699,111,11.4038,2968.06
-502.15606689453125,3358.15,112,560000,18.827,112,12.3287,3321.48
-1122.3759765625,3399.66,113,565000,20.6379,113,11.3835,3072.58
-449.4065246582031,3285.01,114,570000,18.6299,114,12.3416,3290.4
-1220.742431640625,3425.77,115,575000,20.2063,115,11.2993,2295.79
-528.2684326171875,3334.99,116,580000,18.8642,116,12.2482,3322.86
-1121.017822265625,3429.67,117,585000,20.4607,117,11.4765,2640.98
-610.8701171875,3383.1,118,590000,19.5244,118,11.8739,3184.25
-1107.032470703125,3394.93,119,595000,20.3719,119,11.4336,2084.36
-1222.116943359375,3352.76,120,600000,20.8533,120,11.0618,2499.84
-591.6553955078125,3412.88,121,605000,19.8214,121,12.6442,3000.02
-675.2788696289062,3384.52,122,610000,19.8786,122,11.4177,2846.08
-679.4078979492188,3385.83,123,615000,19.9895,123,11.9601,3171.08
-630.8510131835938,3343.99,124,620000,19.4846,124,11.535,3215.92
-524.7232666015625,3349.67,125,625000,19.4659,125,12.4858,3225.13
-1515.9735107421875,3421.64,126,630000,20.7945,126,11.2251,2795.3
-534.7062377929688,3393.55,127,635000,19.5415,127,13.0635,3369.65
-592.3792724609375,3353.24,128,640000,19.5056,128,11.7889,2925.47
-1156.440673828125,3440.28,129,645000,20.2291,129,11.5887,2978.86
-539.0490112304688,3380.16,130,650000,18.5871,130,11.4822,3398.66
-520.55029296875,3367.94,131,655000,19.901,131,13.1699,3193.37
-730.255859375,3373.87,132,660000,19.0581,132,11.3466,3261.21
-561.4114990234375,3394.23,133,665000,19.2561,133,12.2529,3362.49
-533.0922241210938,3406.97,134,670000,18.279,134,11.634,3288.92
-548.7822875976562,3430.9,135,675000,19.7445,135,13.5862,3305.45
-613.5341186523438,3397.73,136,680000,18.9494,136,12.8566,3231.68
-615.0122680664062,3363.44,137,685000,18.8847,137,11.5391,3151.37
-567.1476440429688,3415.17,138,690000,19.517,138,13.1519,3363.2
-742.4008178710938,3407.1,139,695000,19.6758,139,11.9644,3284.11
-576.88818359375,3385.38,140,700000,19.8507,140,12.2949,3145.2
-694.9422607421875,3416.74,141,705000,19.6293,141,11.7869,3394.24
-674.0428466796875,3362.54,142,710000,20.0265,142,12.3546,3334.71
-634.228271484375,3364.68,143,715000,18.7934,143,11.4748,3079.6
-1064.758056640625,3361.62,144,720000,20.4077,144,11.7756,3129.89
-641.1245727539062,3411.57,145,725000,18.7586,145,12.0034,3338.05
-716.2916259765625,3379.86,146,730000,20.0357,146,12.652,3010.42
-665.5701904296875,3365.4,147,735000,19.5518,147,11.4482,3342.92
-621.2608642578125,3406.78,148,740000,18.0697,148,12.3067,3381.85
-801.0616455078125,3378.76,149,745000,18.5947,149,11.3521,3212.06
-807.1337890625,3374.28,150,750000,19.408,150,11.6758,3353.39
-775.0833129882812,3387.91,151,755000,19.0233,151,11.7116,3306.89
-683.513427734375,3377.59,152,760000,19.3793,152,12.9837,3356.09
-712.1032104492188,3381.98,153,765000,19.1575,153,11.8771,3348.99
-1046.7542724609375,3398.55,154,770000,20.0413,154,11.5645,3277.43
-643.3492431640625,3385.61,155,775000,19.3506,155,12.3961,3134.15
-1124.419189453125,3386.37,156,780000,20.1158,156,11.7593,2813.24
-700.3836059570312,3404.4,157,785000,19.4289,157,12.7469,3376.18
-825.919921875,3411.87,158,790000,18.7004,158,12.0494,3304.85
-774.833740234375,3379.2,159,795000,19.3883,159,11.9348,3189.69
-780.4386596679688,3371.4,160,800000,19.3806,160,12.4079,3338.89
-881.2499389648438,3399.53,161,805000,18.966,161,11.7946,3308.02
-750.9069213867188,3427.24,162,810000,19.4503,162,12.8608,3398.07
-890.7622680664062,3427.95,163,815000,19.3521,163,12.1681,3293.07
-762.6312255859375,3430.65,164,820000,18.8372,164,12.2573,3390.99
-795.4327392578125,3408.88,165,825000,19.7453,165,12.4647,3138.11
-810.7875366210938,3411.67,166,830000,18.9136,166,12.0846,3379.42
-788.4019165039062,3434.38,167,835000,18.6762,167,12.3403,3386.61
-800.4757690429688,3473.87,168,840000,18.4266,168,12.9688,3226.09
-748.3054809570312,3429.29,169,845000,18.479,169,12.3576,3271.7
-801.246337890625,3405.81,170,850000,19.4085,170,12.4546,3290.64
-943.0489501953125,3398.02,171,855000,18.9761,171,11.8604,2981.0
-768.6433715820312,3400.71,172,860000,18.2114,172,11.5973,3320.43
-760.27587890625,3443.5,173,865000,18.0243,173,12.2259,3334.3
-953.6524047851562,3373.55,174,870000,18.7338,174,11.3859,3253.56
-917.7603759765625,3442.54,175,875000,18.7797,175,12.6153,3373.47
-1009.8968505859375,3420.29,176,880000,18.7289,176,11.2712,3216.85
-878.812744140625,3405.93,177,885000,18.6098,177,11.8648,3221.0
-830.58447265625,3457.23,178,890000,19.25,178,12.6664,3422.67
-995.0711669921875,3419.76,179,895000,19.6223,179,12.7268,3383.08
-923.7421875,3413.68,180,900000,18.6407,180,11.9258,3377.16
-1067.5394287109375,3428.92,181,905000,19.4629,181,11.8251,3039.62
-943.1651000976562,3418.84,182,910000,18.6349,182,11.7363,3381.99
-807.9252319335938,3418.67,183,915000,18.6473,183,12.2791,3367.13
-981.9249877929688,3373.26,184,920000,18.8352,184,11.3781,3337.25
-977.9551391601562,3420.17,185,925000,18.6314,185,11.5933,3352.82
-906.9588623046875,3418.0,186,930000,18.3413,186,11.5131,3380.65
-816.609375,3444.8,187,935000,17.7787,187,11.5649,3413.25
-931.7644653320312,3437.77,188,940000,18.6337,188,12.2181,3321.33
-1082.174072265625,3444.24,189,945000,19.0197,189,11.7701,3142.98
-1009.607666015625,3419.6,190,950000,19.1151,190,12.4166,3260.34
-947.9989013671875,3401.85,191,955000,18.7319,191,11.4305,3242.77
-1244.416015625,3426.34,192,960000,19.2689,192,10.9343,3197.41
-1084.822998046875,3420.32,193,965000,18.8252,193,11.0492,3099.76
-1007.81884765625,3389.13,194,970000,19.2678,194,12.3362,3187.93
-1110.61767578125,3418.46,195,975000,19.3203,195,12.0148,3167.05
-1086.6265869140625,3390.41,196,980000,19.483,196,12.5395,3080.52
-1275.5484619140625,3421.86,197,985000,19.7346,197,11.1285,2944.88
-1188.4442138671875,3431.42,198,990000,18.6363,198,10.8893,3270.0
-1179.6885986328125,3402.68,199,995000,20.4492,199,12.2815,2952.98
