Reward Loss,Running Forward KL,Real Sto Return,Real Det Return,Running Update Time,Itration,Running Env Steps,Running Reverse KL
-5512.2109375,156.5464,1841.78,2132.27,141,141,705000,15.4303
-5531.11279296875,156.5734,1884.15,2214.29,142,142,710000,15.6009
-5572.7333984375,156.6361,1851.55,2161.65,143,143,715000,15.6127
-5636.54736328125,156.6392,1868.61,2229.73,144,144,720000,15.4153
-5681.1015625,156.5553,1848.71,2169.3,145,145,725000,15.3436
-5732.0205078125,156.7535,1831.78,2182.36,146,146,730000,15.4338
-5769.806640625,156.6208,1848.52,2155.2,147,147,735000,15.2877
-5792.12744140625,156.6275,1901.87,2204.39,148,148,740000,15.6112
-5858.65283203125,156.7928,1890.94,2249.21,149,149,745000,15.6731
-5896.25830078125,156.7288,1848.95,2200.72,150,150,750000,15.5899
-5931.30078125,156.6288,1872.45,2214.09,151,151,755000,15.4149
-6013.1552734375,156.7088,1913.02,2189.56,152,152,760000,15.8057
-6018.9990234375,156.6381,1844.42,2208.37,153,153,765000,15.3914
-6089.09228515625,156.7754,1887.13,2181.72,154,154,770000,15.6311
-6118.47119140625,156.5776,1891.43,2237.24,155,155,775000,15.5289
-6163.22900390625,156.5619,1886.39,2225.55,156,156,780000,15.3011
-6211.12255859375,156.6693,1865.94,2174.25,157,157,785000,15.3434
-6275.7744140625,156.627,1887.88,2217.17,158,158,790000,15.4561
-6294.76171875,156.7347,1862.2,2168.31,159,159,795000,15.3007
-6351.60546875,156.5838,1860.2,2140.26,160,160,800000,15.4255
-6372.22412109375,156.6726,1848.19,2213.29,161,161,805000,15.2879
-6472.89453125,156.7903,1885.84,2243.97,162,162,810000,15.6739
-6485.75634765625,156.5564,1882.23,2216.59,163,163,815000,15.3188
-6502.09130859375,156.5272,1887.86,2181.56,164,164,820000,15.2731
-6606.66455078125,156.6376,1916.92,2273.53,165,165,825000,15.6645
-6600.49072265625,156.6486,1847.37,2165.62,166,166,830000,15.234
-6646.00537109375,156.5941,1883.13,2251.2,167,167,835000,14.9675
-6734.0322265625,156.6797,1880.19,2217.88,168,168,840000,15.3536
-6774.81787109375,156.6837,1922.63,2273.04,169,169,845000,15.6956
-6800.19677734375,156.7914,1892.67,2211.59,170,170,850000,15.0312
-6838.95703125,156.6227,1895.52,2210.49,171,171,855000,15.1376
-6922.77978515625,156.6714,1920.65,2223.29,172,172,860000,15.5538
-6993.1162109375,156.5482,1860.32,2221.37,173,173,865000,15.1511
-7017.09521484375,156.6613,1893.52,2259.01,174,174,870000,15.4346
-7022.79931640625,156.7463,1840.75,2146.19,175,175,875000,15.2013
-7092.7412109375,156.5402,1887.26,2212.37,176,176,880000,15.3517
-7156.4404296875,156.6529,1890.44,2261.64,177,177,885000,15.2334
-7210.802734375,156.6977,1910.97,2258.73,178,178,890000,15.5167
-7238.99462890625,156.7353,1870.04,2172.89,179,179,895000,15.3133
-7310.982421875,156.7904,1918.15,2245.27,180,180,900000,15.5092
-7351.3544921875,156.5736,1897.33,2252.11,181,181,905000,15.3081
-7375.10888671875,156.7695,1892.18,2223.73,182,182,910000,15.2849
-7477.4140625,156.6704,1937.1,2247.68,183,183,915000,15.5763
-7498.41455078125,156.6878,1857.09,2243.21,184,184,920000,15.1467
-7535.43359375,156.6896,1927.57,2264.84,185,185,925000,15.3364
-7611.2060546875,156.523,1897.93,2292.06,186,186,930000,15.2072
-7642.20166015625,156.6354,1901.5,2255.37,187,187,935000,15.1476
-7681.33642578125,156.5764,1903.03,2231.74,188,188,940000,15.1813
-7770.634765625,156.6915,1946.97,2282.29,189,189,945000,15.4496
-7849.09033203125,156.679,1936.31,2263.16,190,190,950000,15.8883
-7866.53662109375,156.4918,1914.36,2257.01,191,191,955000,15.3279
-7869.35400390625,156.5412,1903.55,2209.45,192,192,960000,15.3372
-7945.49755859375,156.5269,1929.89,2300.73,193,193,965000,15.315
-8006.5947265625,156.5284,1894.92,2222.82,194,194,970000,15.2431
-8028.67626953125,156.7741,1919.65,2243.8,195,195,975000,15.6263
-8059.244140625,156.6271,1924.81,2258.98,196,196,980000,15.2119
-8076.533203125,156.7463,1888.69,2235.91,197,197,985000,15.1506
-8189.38720703125,156.5773,1913.65,2245.14,198,198,990000,15.695
-8184.6552734375,156.629,1918.67,2239.52,199,199,995000,15.4091
-8247.4169921875,156.6026,1916.95,2277.62,200,200,1000000,15.3251
-8275.458984375,156.6459,1924.32,2270.09,201,201,1005000,15.5168
-8313.806640625,156.5083,1919.35,2275.41,202,202,1010000,15.363
-8372.2080078125,156.4992,1912.4,2283.36,203,203,1015000,15.554
-8383.490234375,156.5476,1930.46,2278.1,204,204,1020000,15.4067
-8417.3798828125,156.6759,1924.7,2272.2,205,205,1025000,15.5134
-8430.7255859375,156.6349,1919.13,2279.16,206,206,1030000,15.5447
-8466.728515625,156.6694,1915.08,2256.06,207,207,1035000,15.3562
-8496.642578125,156.6884,1915.18,2249.32,208,208,1040000,15.3209
-8559.974609375,156.7353,1908.07,2276.58,209,209,1045000,15.5187
-8591.16796875,156.5733,1918.24,2273.66,210,210,1050000,15.559
-8623.9814453125,156.7285,1917.28,2290.07,211,211,1055000,15.5809
-8667.41796875,156.6291,1933.18,2295.77,212,212,1060000,15.5144
-8698.7939453125,156.537,1942.25,2278.47,213,213,1065000,15.6018
-8726.0361328125,156.5027,1934.09,2283.07,214,214,1070000,15.5053
-8729.9921875,156.5379,1939.61,2277.82,215,215,1075000,15.6226
-8791.041015625,156.6067,1916.76,2265.71,216,216,1080000,15.5189
-8830.97265625,156.6851,1922.94,2270.06,217,217,1085000,15.5932
-8860.849609375,156.6781,1904.61,2268.98,218,218,1090000,15.4621
-8867.234375,156.6816,1903.43,2261.74,219,219,1095000,15.3326
-8890.2529296875,156.7183,1921.98,2277.63,220,220,1100000,15.5444
-8938.1904296875,156.4952,1922.47,2262.68,221,221,1105000,15.3693
-8963.326171875,156.7164,1913.11,2249.32,222,222,1110000,15.5525
-8971.7509765625,156.7018,1911.47,2263.34,223,223,1115000,15.4151
-9036.9306640625,156.7531,1935.26,2278.22,224,224,1120000,15.4725
-9054.9111328125,156.6025,1919.22,2286.64,225,225,1125000,15.4521
-9076.595703125,156.9204,1909.25,2233.78,226,226,1130000,15.5334
-9093.5556640625,156.6183,1915.95,2245.75,227,227,1135000,15.5007
-9112.0859375,156.7626,1923.9,2276.05,228,228,1140000,15.5329
-9160.0283203125,156.819,1932.06,2267.8,229,229,1145000,15.602
-9169.6259765625,156.73,1944.42,2296.74,230,230,1150000,15.5314
-9194.078125,156.6039,1921.08,2271.81,231,231,1155000,15.6791
-9210.0849609375,156.8507,1924.6,2262.3,232,232,1160000,15.5023
-9266.6240234375,156.6903,1950.96,2282.81,233,233,1165000,15.6999
-9267.6923828125,156.7573,1945.43,2275.25,234,234,1170000,15.731
-9291.49609375,156.6973,1936.79,2288.75,235,235,1175000,15.66
-9323.3046875,156.7851,1962.5,2318.49,236,236,1180000,15.7388
-9329.7421875,156.7896,1947.34,2274.6,237,237,1185000,15.6033
-9343.740234375,156.5955,1948.98,2298.54,238,238,1190000,15.5706
-9388.4541015625,156.6707,1939.34,2286.16,239,239,1195000,15.5376
-9425.5634765625,156.622,1937.32,2290.56,240,240,1200000,15.539
-9469.8203125,156.5777,1947.23,2293.52,241,241,1205000,15.7392
-9464.572265625,156.7058,1955.33,2285.54,242,242,1210000,15.651
-9494.8740234375,156.5732,1921.34,2287.76,243,243,1215000,15.5728
-9516.423828125,156.7218,1938.53,2285.82,244,244,1220000,15.5137
-9537.990234375,156.8179,1942.96,2274.4,245,245,1225000,15.5711
-9582.33984375,156.7559,1928.11,2275.67,246,246,1230000,15.5227
-9585.79296875,156.7751,1922.72,2276.58,247,247,1235000,15.5249
-9605.650390625,156.8038,1944.73,2282.37,248,248,1240000,15.4869
-9651.90625,156.7255,1928.43,2267.02,249,249,1245000,15.3918
-9670.0244140625,156.585,1942.06,2285.83,250,250,1250000,15.6773
-9709.4013671875,156.7223,1928.73,2249.93,251,251,1255000,15.5019
-9751.3369140625,156.733,1931.99,2275.89,252,252,1260000,15.5735
-9760.0087890625,156.7038,1921.2,2253.76,253,253,1265000,15.6808
-9778.5166015625,156.6923,1949.47,2283.51,254,254,1270000,15.5726
-9808.41015625,156.7768,1927.42,2276.66,255,255,1275000,15.4352
-9845.1875,156.7097,1946.92,2277.66,256,256,1280000,15.4131
-9878.5224609375,156.6874,1938.04,2282.32,257,257,1285000,15.5718
-9865.890625,156.8253,1941.74,2260.82,258,258,1290000,15.546
-9905.2255859375,156.7142,1930.52,2261.17,259,259,1295000,15.5845
-9920.869140625,156.5977,1946.18,2284.07,260,260,1300000,15.7239
-9974.9443359375,156.7098,1938.42,2290.83,261,261,1305000,15.4967
-9988.990234375,156.6377,1948.58,2280.8,262,262,1310000,15.4981
-10000.892578125,156.7109,1952.03,2277.86,263,263,1315000,15.6144
-10017.65625,156.6448,1959.9,2289.68,264,264,1320000,15.4697
-10052.556640625,156.5498,1957.5,2284.97,265,265,1325000,15.5991
-10063.83203125,156.7059,1940.61,2277.04,266,266,1330000,15.3736
-10083.91015625,156.7663,1932.28,2296.56,267,267,1335000,15.5292
-10134.8837890625,156.6047,1946.24,2301.36,268,268,1340000,15.564
-10121.072265625,156.7371,1959.39,2303.11,269,269,1345000,15.4356
-10170.724609375,156.6111,1953.75,2292.32,270,270,1350000,15.5676
-10173.3896484375,156.6253,1951.99,2284.97,271,271,1355000,15.5001
-10190.955078125,156.766,1950.31,2284.81,272,272,1360000,15.4723
-10209.4404296875,156.5616,1941.38,2291.19,273,273,1365000,15.3811
-10233.2822265625,156.6816,1962.73,2284.31,274,274,1370000,15.4361
-10247.25390625,156.5729,1951.57,2281.73,275,275,1375000,15.4811
-10269.7529296875,156.6618,1959.31,2288.8,276,276,1380000,15.4215
-10276.3154296875,156.6963,1939.55,2286.94,277,277,1385000,15.4901
-10359.671875,156.7252,1949.04,2301.63,278,278,1390000,15.4609
-10363.2451171875,156.6847,1958.12,2302.73,279,279,1395000,15.3831
-10372.88671875,156.529,1964.1,2276.1,280,280,1400000,15.3887
-10407.431640625,156.7364,1952.83,2292.54,281,281,1405000,15.5138
-10425.25,156.6244,1946.33,2296.17,282,282,1410000,15.4283
-10476.3681640625,156.6061,1976.27,2291.85,283,283,1415000,15.446
-10473.5791015625,156.7511,1940.04,2290.58,284,284,1420000,15.3218
-10486.90234375,156.5858,1942.65,2285.72,285,285,1425000,15.2393
-10498.6630859375,156.5753,1942.52,2251.01,286,286,1430000,15.4084
-10559.755859375,156.5721,1928.7,2282.26,287,287,1435000,15.2901
-10525.0029296875,156.6325,1953.87,2278.57,288,288,1440000,15.3315
-10594.4140625,156.749,1946.81,2264.76,289,289,1445000,15.5149
-10583.1875,156.682,1941.7,2288.73,290,290,1450000,15.3717
-10601.263671875,156.5597,1965.33,2288.58,291,291,1455000,15.3382
-10640.9716796875,156.5177,1956.74,2312.3,292,292,1460000,15.4549
-10661.095703125,156.676,1953.72,2283.33,293,293,1465000,15.2521
-10654.8486328125,156.5995,1955.19,2289.5,294,294,1470000,15.2689
-10704.76171875,156.7689,1946.33,2277.62,295,295,1475000,15.2907
-10712.462890625,156.666,1940.44,2304.68,296,296,1480000,15.2228
-10712.9736328125,156.6259,1945.32,2279.67,297,297,1485000,15.2164
-10727.43359375,156.617,1956.35,2302.45,298,298,1490000,15.4214
-10788.072265625,156.7054,1949.15,2303.76,299,299,1495000,15.3558
-10789.2158203125,156.701,1960.32,2301.18,300,300,1500000,15.3358
-10852.1259765625,156.617,1950.05,2283.38,301,301,1505000,15.2942
-10864.38671875,156.6287,1955.45,2296.1,302,302,1510000,15.3931
-10874.873046875,156.6795,1975.69,2301.51,303,303,1515000,15.4685
-10877.81640625,156.6768,1953.57,2306.03,304,304,1520000,15.1595
-10917.1318359375,156.6015,1968.09,2298.49,305,305,1525000,15.3115
-10923.8310546875,156.8263,1946.41,2315.11,306,306,1530000,15.4982
-10963.55859375,156.8217,1957.76,2296.07,307,307,1535000,15.4277
-10931.6708984375,156.6337,1971.73,2319.0,308,308,1540000,15.2818
-10990.623046875,156.6596,1964.17,2303.62,309,309,1545000,15.4498
-11004.3505859375,156.5127,1961.77,2307.13,310,310,1550000,15.5017
-11028.91015625,156.6346,1973.7,2303.89,311,311,1555000,15.4453
-11070.58203125,156.6543,1944.22,2294.7,312,312,1560000,15.4044
-11076.3134765625,156.6258,1967.33,2306.01,313,313,1565000,15.4627
-11095.888671875,156.965,1975.85,2299.66,314,314,1570000,15.5029
-11128.0009765625,156.8106,1963.84,2329.72,315,315,1575000,15.5246
-11146.72265625,156.7344,1970.66,2319.25,316,316,1580000,15.4144
-11156.97265625,156.6269,1970.95,2318.32,317,317,1585000,15.6141
-11154.7421875,156.617,1993.72,2341.14,318,318,1590000,15.5571
-11193.1767578125,156.7401,1973.24,2339.54,319,319,1595000,15.5687
-11200.177734375,156.7801,1979.27,2310.78,320,320,1600000,15.7514
-11217.8662109375,156.714,2001.09,2340.76,321,321,1605000,15.6388
-11265.1982421875,156.6851,1982.46,2327.57,322,322,1610000,15.6924
-11256.8125,156.8492,1966.65,2317.61,323,323,1615000,15.6093
-11271.529296875,156.6799,1991.61,2337.5,324,324,1620000,15.6431
-11305.3662109375,156.6554,1996.22,2337.39,325,325,1625000,15.6594
-11303.0927734375,156.609,1972.64,2322.53,326,326,1630000,15.498
-11360.2197265625,156.6887,1999.49,2350.28,327,327,1635000,15.6733
-11354.66015625,156.7135,1978.85,2328.32,328,328,1640000,15.4945
-11373.0712890625,156.6915,2009.32,2343.94,329,329,1645000,15.5983
-11395.15625,156.6348,1999.78,2336.24,330,330,1650000,15.5831
-11408.6533203125,156.628,1975.48,2322.84,331,331,1655000,15.5189
-11477.666015625,156.6946,1990.13,2331.55,332,332,1660000,15.642
-11450.875,156.6508,2003.35,2346.78,333,333,1665000,15.5784
-11486.10546875,156.552,1979.57,2349.41,334,334,1670000,15.5796
-11491.962890625,156.6826,2005.5,2345.93,335,335,1675000,15.626
-11508.8271484375,156.8084,1977.25,2335.26,336,336,1680000,15.6513
-11549.158203125,156.886,1983.75,2326.46,337,337,1685000,15.5654
-11569.66015625,156.6236,2000.08,2348.54,338,338,1690000,15.6175
-11574.4423828125,156.6692,1997.76,2345.94,339,339,1695000,15.4698
-11599.6982421875,156.6057,1993.32,2336.57,340,340,1700000,15.647
-11624.021484375,156.755,1994.01,2353.34,341,341,1705000,15.5027
-11654.294921875,156.6018,1994.46,2351.31,342,342,1710000,15.641
-11670.08203125,156.7436,1971.17,2346.76,343,343,1715000,15.5071
-11707.23828125,156.6798,1987.77,2350.91,344,344,1720000,15.4402
-11683.943359375,156.749,2005.01,2370.1,345,345,1725000,15.528
-11729.4736328125,156.6427,1996.73,2343.95,346,346,1730000,15.4341
-11724.5078125,156.762,1988.96,2358.41,347,347,1735000,15.5331
-11775.1083984375,156.8235,1981.9,2343.02,348,348,1740000,15.5576
-11784.8740234375,156.7427,2002.98,2358.71,349,349,1745000,15.7333
-11826.6611328125,156.7176,1995.4,2359.58,350,350,1750000,15.7284
-11845.630859375,156.6208,2012.9,2358.85,351,351,1755000,15.7735
-11869.6357421875,156.6051,2006.65,2369.83,352,352,1760000,15.7287
-11902.791015625,156.6562,1990.36,2360.25,353,353,1765000,15.7661
-11942.3203125,156.6623,1991.45,2356.56,354,354,1770000,15.4917
-11952.228515625,156.7884,1994.17,2369.6,355,355,1775000,15.6883
-11913.1181640625,156.8229,2003.75,2366.58,356,356,1780000,15.6334
-11968.3212890625,156.6497,1990.37,2362.89,357,357,1785000,15.6784
-11951.6298828125,156.5334,1999.82,2368.64,358,358,1790000,15.6049
-12007.67578125,156.5784,2004.31,2350.94,359,359,1795000,15.5808
-12022.40234375,156.7889,1995.54,2367.77,360,360,1800000,15.5232
-12038.1865234375,156.7315,2010.39,2341.44,361,361,1805000,15.6582
-12069.884765625,156.6589,2019.37,2378.24,362,362,1810000,15.7978
-12088.7109375,156.6756,2002.03,2371.66,363,363,1815000,15.6635
-12086.609375,156.6954,2003.67,2367.07,364,364,1820000,15.8605
-12115.822265625,156.7305,1996.91,2355.52,365,365,1825000,15.6893
-12131.033203125,156.6001,2002.95,2347.08,366,366,1830000,15.4702
-12110.3876953125,156.7061,2014.53,2357.92,367,367,1835000,15.5874
-12156.9423828125,156.7093,2006.75,2357.12,368,368,1840000,15.7272
-12214.7392578125,156.6371,1992.04,2363.94,369,369,1845000,15.6902
-12272.65625,156.6466,2030.75,2383.38,370,370,1850000,15.7442
-12254.66015625,156.5804,2017.12,2353.54,371,371,1855000,15.7256
-12210.8193359375,156.7239,2009.14,2352.68,372,372,1860000,15.6524
-12272.9560546875,156.6506,2003.94,2363.14,373,373,1865000,15.697
-12268.0107421875,156.7035,2015.41,2379.99,374,374,1870000,15.6105
-12297.033203125,156.7456,1998.95,2356.7,375,375,1875000,15.5915
-12309.6767578125,156.5391,1999.6,2363.93,376,376,1880000,15.4759
-12339.5390625,156.5299,2020.65,2373.14,377,377,1885000,15.4432
-12350.6669921875,156.6716,2013.6,2376.09,378,378,1890000,15.622
-12372.7763671875,156.6235,2010.63,2370.99,379,379,1895000,15.727
-12397.2705078125,156.5846,2017.07,2367.95,380,380,1900000,15.4987
-12418.2265625,156.4275,2011.34,2366.74,381,381,1905000,15.6769
-12454.5107421875,156.6331,2028.43,2364.83,382,382,1910000,15.5663
-12463.6923828125,156.5471,2029.64,2358.59,383,383,1915000,15.6293
-12476.2822265625,156.6673,2031.58,2342.88,384,384,1920000,15.6546
-12490.6337890625,156.5913,2028.82,2378.58,385,385,1925000,15.6284
-12481.53125,156.475,2022.05,2371.58,386,386,1930000,15.4734
