Reward Loss,Running Forward KL,Real Sto Return,Real Det Return,Running Update Time,Itration,Running Env Steps,Running Reverse KL
479.281005859375,158.3637,-197.42,-259.51,0,0,0,11.3391
398.08642578125,158.4841,-113.94,-86.06,1,1,5000,11.7142
300.06866455078125,158.7231,31.59,88.4,2,2,10000,12.4765
309.3572692871094,158.1665,189.18,627.66,3,3,15000,12.3908
309.865966796875,157.9392,341.61,751.39,4,4,20000,12.8198
257.0655517578125,157.9955,439.81,950.65,5,5,25000,13.1695
234.49647521972656,158.1287,641.41,1060.52,6,6,30000,13.7811
182.15921020507812,158.0315,750.26,1168.69,7,7,35000,14.6617
151.8570556640625,157.9724,922.79,1318.49,8,8,40000,15.7894
111.15607452392578,157.8913,1035.26,1434.36,9,9,45000,16.3333
107.86968231201172,158.0041,1122.24,1519.58,10,10,50000,16.8102
80.69377899169922,157.8577,1147.82,1603.32,11,11,55000,17.0546
-3.8193464279174805,157.7247,1198.58,1614.34,12,12,60000,16.9568
-23.692012786865234,157.7411,1278.23,1733.1,13,13,65000,16.8717
-82.89337158203125,157.8503,1254.22,1736.1,14,14,70000,17.2337
-111.92679595947266,157.6741,1327.74,1756.69,15,15,75000,17.4488
-171.99290466308594,157.8994,1282.24,1740.0,16,16,80000,16.9834
-202.30287170410156,157.8513,1381.7,1765.66,17,17,85000,17.0637
-222.01913452148438,157.6957,1422.87,1834.3,18,18,90000,16.8502
-273.8081359863281,157.8678,1448.82,1839.98,19,19,95000,17.1442
-316.88970947265625,157.8242,1465.95,1830.58,20,20,100000,16.7797
-335.1346130371094,157.6971,1408.74,1860.75,21,21,105000,16.8543
-407.6185302734375,157.8727,1370.73,1862.77,22,22,110000,16.9242
-431.8056640625,157.8399,1517.42,1897.88,23,23,115000,16.6643
-471.08935546875,157.6923,1557.02,1930.75,24,24,120000,16.789
-528.68701171875,157.5581,1545.7,1909.38,25,25,125000,16.4697
-580.5885620117188,157.6877,1562.9,1928.78,26,26,130000,16.6923
-615.12353515625,157.4913,1547.41,1911.77,27,27,135000,16.4498
-649.754150390625,157.6956,1614.65,1949.35,28,28,140000,16.8177
-698.3842163085938,157.5829,1599.63,1972.09,29,29,145000,16.4792
-742.0555419921875,157.3287,1613.38,1995.76,30,30,150000,16.3184
-770.03955078125,157.5832,1647.66,1996.98,31,31,155000,16.9354
-811.3589477539062,157.4233,1639.7,1992.49,32,32,160000,16.5137
-856.1865234375,157.2759,1637.95,2002.18,33,33,165000,16.3375
-904.5330810546875,157.5057,1646.42,1977.81,34,34,170000,16.4781
-925.5615844726562,157.3202,1662.56,2039.94,35,35,175000,16.4488
-1000.71142578125,157.398,1653.39,1965.44,36,36,180000,16.3623
-1040.468017578125,157.5358,1636.76,1966.94,37,37,185000,16.4588
-1060.7847900390625,157.3359,1687.61,2039.55,38,38,190000,16.7683
-1101.451416015625,157.3809,1719.21,2081.52,39,39,195000,16.9252
-1155.040283203125,157.3047,1699.73,2016.42,40,40,200000,16.5487
-1189.2647705078125,157.1069,1699.05,2065.32,41,41,205000,16.3898
-1241.9891357421875,157.0752,1692.87,2018.29,42,42,210000,16.1135
-1265.8013916015625,157.3432,1756.79,2097.14,43,43,215000,16.5079
-1306.966796875,157.0894,1708.14,2071.46,44,44,220000,16.0221
-1354.4178466796875,157.0945,1684.73,2008.94,45,45,225000,15.897
-1385.6988525390625,156.9635,1705.88,2090.31,46,46,230000,16.1697
-1430.1585693359375,157.1314,1712.55,2069.76,47,47,235000,15.9824
-1469.6329345703125,157.1048,1743.32,2097.63,48,48,240000,16.1672
-1505.2415771484375,156.9717,1726.97,2075.73,49,49,245000,16.244
-1543.9691162109375,157.1417,1742.94,2083.68,50,50,250000,16.2755
-1581.402099609375,157.0774,1769.82,2098.89,51,51,255000,16.3565
-1614.9246826171875,157.2081,1769.67,2136.04,52,52,260000,16.6221
-1651.9273681640625,156.85,1735.46,2089.37,53,53,265000,15.7185
-1716.0947265625,157.0455,1741.33,2101.18,54,54,270000,15.9416
-1736.7880859375,157.0348,1789.24,2126.66,55,55,275000,15.9964
-1795.3929443359375,156.9689,1730.16,2045.02,56,56,280000,15.7668
-1844.40087890625,157.0374,1733.01,2080.41,57,57,285000,15.6901
-1867.837890625,157.196,1798.65,2117.2,58,58,290000,16.0519
-1918.6439208984375,157.1502,1763.82,2075.61,59,59,295000,15.6867
-1970.5028076171875,156.8735,1724.72,2050.77,60,60,300000,15.5059
-1994.928466796875,157.0778,1747.34,2098.65,61,61,305000,15.6934
-2030.56689453125,157.0775,1766.55,2141.01,62,62,310000,15.9183
-2077.405517578125,156.9745,1777.39,2119.83,63,63,315000,15.89
-2102.6845703125,156.8987,1766.13,2126.0,64,64,320000,16.0459
-2155.997314453125,156.8864,1768.55,2133.62,65,65,325000,16.0391
-2182.505615234375,156.9048,1761.92,2132.21,66,66,330000,15.852
-2234.995361328125,157.0589,1777.18,2165.47,67,67,335000,16.3547
-2266.8544921875,157.0223,1791.32,2149.2,68,68,340000,15.9708
-2328.440185546875,157.0053,1770.89,2121.93,69,69,345000,16.0312
-2359.1259765625,156.9788,1751.28,2122.25,70,70,350000,15.5657
-2413.53125,156.7851,1765.45,2127.34,71,71,355000,15.6857
-2448.597412109375,156.8248,1817.24,2157.41,72,72,360000,16.1993
-2484.469482421875,157.0045,1776.6,2127.17,73,73,365000,16.0148
-2530.0634765625,156.8553,1804.16,2142.58,74,74,370000,15.969
-2561.514892578125,156.8138,1764.21,2134.29,75,75,375000,15.518
-2638.527587890625,156.8865,1780.69,2154.38,76,76,380000,15.9755
-2679.742919921875,156.9672,1750.15,2052.97,77,77,385000,15.6464
-2693.12451171875,156.7104,1817.95,2170.72,78,78,390000,15.9479
-2749.302734375,156.6997,1768.02,2111.3,79,79,395000,15.4786
-2806.52099609375,156.8403,1779.08,2160.65,80,80,400000,15.5351
-2832.216796875,156.8881,1761.16,2149.64,81,81,405000,15.3862
-2893.572265625,157.0172,1767.71,2150.07,82,82,410000,15.4306
-2936.380859375,156.8125,1804.01,2160.56,83,83,415000,15.7222
-2973.92431640625,156.7468,1791.12,2166.08,84,84,420000,15.8038
-3039.4306640625,156.8361,1750.39,2084.49,85,85,425000,15.4018
-3079.841552734375,156.7933,1796.67,2158.51,86,86,430000,15.8555
-3096.48486328125,156.7522,1832.0,2175.9,87,87,435000,16.0558
-3158.18017578125,156.8906,1829.8,2184.28,88,88,440000,15.905
-3202.119140625,156.8592,1812.68,2169.72,89,89,445000,15.6182
-3270.336669921875,156.7245,1774.78,2117.24,90,90,450000,15.38
-3304.759521484375,156.6771,1810.59,2158.57,91,91,455000,15.4724
-3347.31884765625,156.7215,1812.23,2173.82,92,92,460000,15.6448
-3391.927001953125,156.7839,1781.21,2147.74,93,93,465000,15.4785
-3440.184326171875,156.8878,1816.28,2170.44,94,94,470000,15.8917
-3511.499755859375,156.7376,1828.01,2189.15,95,95,475000,15.591
-3520.534912109375,156.6505,1838.45,2145.69,96,96,480000,15.336
-3574.144287109375,156.6189,1846.45,2148.55,97,97,485000,15.7
-3641.6103515625,156.8851,1825.37,2192.78,98,98,490000,15.8877
-3677.90185546875,156.9186,1811.75,2165.97,99,99,495000,15.6565
-3728.318603515625,156.6988,1807.88,2162.7,100,100,500000,15.6967
-3732.119384765625,156.5829,1821.25,2175.01,101,101,505000,15.7454
-3833.4912109375,156.667,1811.36,2169.61,102,102,510000,15.6081
-3864.917236328125,156.8507,1860.45,2197.32,103,103,515000,16.0999
-3910.26123046875,156.9543,1820.4,2169.48,104,104,520000,15.54
-3925.521484375,156.8325,1836.87,2179.29,105,105,525000,15.6849
-3990.498291015625,156.6256,1828.02,2147.59,106,106,530000,15.3153
-4037.610107421875,156.6859,1821.67,2194.61,107,107,535000,15.6461
-4088.533935546875,156.7969,1809.08,2172.31,108,108,540000,15.5104
-4123.4052734375,156.6598,1863.62,2224.52,109,109,545000,15.7454
-4166.24267578125,156.7655,1834.07,2199.22,110,110,550000,15.5489
-4214.90185546875,156.5915,1857.49,2134.81,111,111,555000,15.3187
-4250.9140625,156.6512,1841.81,2186.3,112,112,560000,15.6253
-4327.43896484375,156.7373,1821.11,2183.15,113,113,565000,15.2711
-4389.7685546875,156.6537,1839.4,2203.93,114,114,570000,15.9115
-4424.9306640625,156.7293,1838.43,2170.03,115,115,575000,15.4951
-4483.1865234375,156.795,1792.14,2136.78,116,116,580000,15.522
-4500.60302734375,156.5832,1865.7,2218.63,117,117,585000,15.7053
-4539.52294921875,156.6244,1814.09,2181.02,118,118,590000,15.4776
-4606.9599609375,156.6479,1847.47,2181.12,119,119,595000,15.2488
-4661.86181640625,156.631,1833.87,2141.09,120,120,600000,15.4012
-4696.23681640625,156.6379,1854.94,2172.15,121,121,605000,15.5354
-4719.0458984375,156.6405,1872.22,2213.26,122,122,610000,15.8143
-4783.55419921875,156.638,1838.61,2211.65,123,123,615000,15.6567
-4830.08984375,156.8486,1862.23,2193.96,124,124,620000,15.9817
-4848.3515625,156.6816,1895.75,2237.3,125,125,625000,15.7567
-4896.9814453125,156.5887,1827.28,2171.48,126,126,630000,15.3185
-4932.74951171875,156.7281,1851.43,2205.02,127,127,635000,15.2386
-4976.71484375,156.6369,1866.23,2189.48,128,128,640000,15.5759
-5022.85595703125,156.707,1865.25,2196.56,129,129,645000,15.6455
-5080.02734375,156.8584,1858.37,2192.57,130,130,650000,15.4662
-5120.5966796875,156.8848,1883.61,2243.9,131,131,655000,16.0642
-5125.07080078125,156.6855,1855.39,2198.23,132,132,660000,15.5802
-5165.9296875,156.6825,1856.19,2205.39,133,133,665000,15.4925
-5204.8564453125,156.7603,1852.33,2177.1,134,134,670000,15.4714
-5245.30859375,156.8492,1822.82,2178.7,135,135,675000,15.1947
-5299.6748046875,156.7495,1836.18,2171.27,136,136,680000,15.3962
-5321.2451171875,156.6939,1850.03,2205.06,137,137,685000,15.3318
-5371.7646484375,156.5167,1851.51,2173.83,138,138,690000,15.4944
-5428.267578125,156.7351,1835.94,2121.09,139,139,695000,15.3885
-5440.8935546875,156.6611,1867.41,2184.54,140,140,700000,15.3001
