Itration,Running Reverse KL,Real Det Return,Running Update Time,Real Sto Return,Running Forward KL,Reward Loss,Running Env Steps
389,15.9452,4277.84,389,4266.46,42.3706,-19249.16015625,1945000
390,16.8816,4218.95,390,4232.25,42.6663,-19488.5859375,1950000
391,16.2502,4269.52,391,4210.38,42.7839,-19973.2734375,1955000
392,16.502,4253.02,392,4238.39,42.3922,-19974.1953125,1960000
393,16.3574,4268.11,393,4247.22,42.5647,-19555.93359375,1965000
394,16.1436,4252.74,394,4248.52,42.3905,-19501.26953125,1970000
395,16.6468,4235.88,395,4238.97,42.5657,-19980.048828125,1975000
396,15.9332,4201.03,396,4039.23,42.4487,-19501.2109375,1980000
397,16.994,4273.48,397,4263.27,42.4987,-19967.59765625,1985000
398,16.1642,4247.22,398,4245.27,42.5602,-19932.34375,1990000
399,16.643,4299.59,399,4288.2,42.4576,-19861.591796875,1995000
400,16.0119,4302.17,400,4284.34,42.2861,-20124.43359375,2000000
401,16.4055,4276.3,401,4233.23,42.0715,-20382.732421875,2005000
402,17.2583,4379.64,402,4334.82,42.7054,-20471.05078125,2010000
403,15.9952,4333.02,403,4148.8,42.5712,-20382.86328125,2015000
404,16.9324,4291.74,404,4290.05,42.8251,-20227.68359375,2020000
405,16.2414,4309.35,405,4306.75,42.7629,-21202.98046875,2025000
406,16.1738,4319.76,406,4316.67,42.2944,-20610.302734375,2030000
407,16.5265,4344.75,407,4325.47,42.3588,-20670.00390625,2035000
408,16.1149,4349.96,408,4311.12,42.5966,-21154.994140625,2040000
409,17.1452,4334.48,409,4280.58,42.8202,-20918.1953125,2045000
410,16.85,4383.02,410,4383.58,42.3558,-21395.716796875,2050000
411,17.4354,4430.03,411,4363.81,42.763,-21547.822265625,2055000
412,17.6403,4366.25,412,4352.59,42.7677,-21620.021484375,2060000
413,16.8807,4353.06,413,4359.87,42.6242,-21172.31640625,2065000
414,16.8384,4393.76,414,4223.94,42.3216,-21330.083984375,2070000
415,16.9998,4395.92,415,4347.04,42.5744,-21842.40625,2075000
416,16.7416,4345.33,416,4345.12,42.674,-21921.228515625,2080000
417,16.2017,4336.54,417,4322.01,42.6107,-21838.10546875,2085000
418,17.5299,4433.63,418,4383.48,42.5931,-21981.2421875,2090000
419,16.5542,4338.01,419,4350.23,42.3549,-21950.931640625,2095000
420,16.1809,4375.72,420,4327.01,42.2601,-22080.259765625,2100000
421,16.7476,4401.03,421,4366.53,42.7229,-22102.15234375,2105000
422,17.1812,4398.5,422,4384.91,42.2832,-22636.12890625,2110000
423,16.703,4382.54,423,4366.02,42.5863,-22330.765625,2115000
424,16.3259,4369.94,424,4360.56,42.5751,-22627.40625,2120000
425,16.6989,4387.34,425,4367.9,42.5448,-22809.955078125,2125000
426,17.2098,4343.78,426,4333.85,42.6585,-22467.296875,2130000
427,15.9014,4324.0,427,4283.46,42.1323,-22446.2890625,2135000
428,16.5175,4360.44,428,4352.31,42.3045,-22764.408203125,2140000
429,16.1201,4359.28,429,4316.64,42.3784,-22462.578125,2145000
430,16.3766,4371.53,430,4338.99,42.4877,-22820.826171875,2150000
431,16.4764,4379.61,431,4354.39,42.9268,-23244.40234375,2155000
432,15.1887,4412.88,432,4368.77,42.6291,-23837.16796875,2160000
433,16.3042,4362.28,433,4002.83,41.9726,-22859.142578125,2165000
434,15.6818,4344.54,434,3973.43,41.9422,-23053.767578125,2170000
435,16.5468,4377.8,435,4362.41,42.4618,-23343.435546875,2175000
436,16.7654,4364.25,436,4349.05,42.1594,-23343.306640625,2180000
437,16.7547,4406.16,437,4368.82,42.3942,-23536.1796875,2185000
438,17.2084,4425.97,438,4232.78,42.2172,-23640.810546875,2190000
439,17.1277,4461.77,439,4326.68,41.9707,-23880.26171875,2195000
440,17.3404,4450.01,440,4256.48,41.8455,-24016.734375,2200000
441,17.1484,4446.1,441,4389.07,42.2466,-24030.943359375,2205000
442,16.8205,4359.1,442,4334.76,42.0084,-24137.533203125,2210000
443,17.3249,4429.78,443,4424.1,42.1606,-24230.640625,2215000
444,16.9448,4381.16,444,4174.18,42.4814,-24710.400390625,2220000
445,17.1342,4397.6,445,4209.5,42.7015,-24361.43359375,2225000
446,17.3229,4393.7,446,4383.43,42.469,-24402.974609375,2230000
447,17.6163,4418.12,447,4382.14,42.1801,-24509.494140625,2235000
448,15.3294,4419.67,448,4013.45,42.7251,-25706.3828125,2240000
449,17.0309,4328.83,449,4344.9,42.4202,-24697.802734375,2245000
450,17.369,4403.0,450,4410.25,42.3124,-24792.099609375,2250000
451,16.8588,4369.86,451,4223.82,42.6027,-25073.072265625,2255000
452,17.0738,4408.71,452,4238.58,42.2339,-24880.029296875,2260000
453,17.9968,4389.0,453,4400.14,42.8979,-25853.046875,2265000
454,17.4173,4401.45,454,4407.04,42.5778,-26085.61328125,2270000
455,17.4594,4384.09,455,4410.7,42.609,-25583.08984375,2275000
456,17.8452,4390.68,456,4413.32,42.7093,-25487.10546875,2280000
457,17.6273,4366.95,457,4392.14,42.6256,-25665.4296875,2285000
458,17.5973,4368.62,458,4224.83,42.5822,-25443.30078125,2290000
459,18.0659,4385.34,459,4411.08,42.7026,-25633.369140625,2295000
460,17.2859,4375.23,460,4208.97,42.5441,-25626.880859375,2300000
461,18.3033,4384.05,461,4389.01,42.7565,-26088.47265625,2305000
462,17.2031,4379.52,462,4208.5,42.3564,-26078.716796875,2310000
463,17.4054,4358.24,463,4378.85,42.7921,-25958.63671875,2315000
464,17.2822,4370.7,464,4364.08,42.6489,-26790.13671875,2320000
465,17.4152,4394.45,465,4424.04,42.5408,-26336.68359375,2325000
466,18.4005,4444.54,466,4445.98,42.5158,-26685.890625,2330000
467,17.5529,4442.23,467,4204.69,42.5025,-27270.42578125,2335000
468,17.556,4389.49,468,4395.09,42.3883,-26676.595703125,2340000
469,17.6122,4402.67,469,4390.17,42.6427,-26445.818359375,2345000
470,17.3147,4404.4,470,4364.88,42.4795,-26887.431640625,2350000
471,17.3967,4390.07,471,4392.85,42.3671,-27124.0859375,2355000
472,15.6911,4350.14,472,4311.79,42.2899,-27221.0390625,2360000
473,17.7272,4293.21,473,4315.38,42.6526,-27631.0625,2365000
474,17.7362,4400.79,474,4381.46,42.525,-27385.990234375,2370000
475,17.724,4281.0,475,4396.98,42.5059,-27694.021484375,2375000
476,16.3615,4305.65,476,4389.17,42.6324,-27676.86328125,2380000
477,17.2229,4329.12,477,4178.52,42.4739,-27117.927734375,2385000
478,17.6784,4388.87,478,4382.34,42.6576,-28135.53515625,2390000
479,17.4149,4422.13,479,4393.28,42.2237,-27728.3203125,2395000
480,16.3909,4324.68,480,4349.4,42.1681,-27624.005859375,2400000
481,16.5995,4390.07,481,4383.1,42.1914,-28038.546875,2405000
482,16.5889,4306.1,482,4354.72,42.7332,-28067.10546875,2410000
483,16.9752,4132.42,483,4305.12,42.5704,-28046.720703125,2415000
484,16.7202,4452.11,484,4322.18,42.3229,-28703.84375,2420000
485,16.5792,4191.4,485,4411.42,42.4466,-28328.3828125,2425000
486,16.0171,3979.01,486,4405.68,42.4709,-27603.287109375,2430000
487,16.7567,4250.92,487,4370.23,42.2324,-28669.763671875,2435000
488,16.5776,4369.48,488,4402.17,42.0975,-28333.5546875,2440000
489,16.036,4221.23,489,4173.04,42.5402,-27008.013671875,2445000
490,16.7645,4213.14,490,4202.66,42.4108,-28912.71484375,2450000
491,15.6932,4161.46,491,4042.2,41.832,-28865.640625,2455000
492,15.9079,4013.65,492,3933.4,42.0165,-29006.83984375,2460000
493,16.6111,3837.71,493,4275.96,42.319,-28877.3515625,2465000
494,15.8764,4256.87,494,4196.71,42.6644,-29300.87890625,2470000
495,16.1381,3612.12,495,4355.34,42.4186,-28483.537109375,2475000
496,16.5017,4347.22,496,4358.79,42.1507,-29363.259765625,2480000
497,16.4051,3871.77,497,4225.93,42.2894,-29230.46484375,2485000
498,16.7695,4148.55,498,4192.5,42.2881,-29708.94921875,2490000
499,15.7503,3881.45,499,4125.23,42.2842,-29916.423828125,2495000
500,16.1974,3917.8,500,3973.38,42.4219,-30561.666015625,2500000
501,16.9385,4450.28,501,4080.03,42.3798,-30382.75,2505000
502,16.304,3912.67,502,4067.11,42.6208,-30161.283203125,2510000
503,16.0007,3961.48,503,4040.8,42.8207,-30588.951171875,2515000
504,16.3888,3758.48,504,4211.84,42.7225,-30308.93359375,2520000
505,16.8652,4208.09,505,4146.5,42.6255,-31174.740234375,2525000
506,17.9497,3017.04,506,4102.49,42.4469,-30130.4296875,2530000
507,15.7035,3208.4,507,3928.67,42.1041,-30427.703125,2535000
508,15.1772,4138.42,508,3933.41,42.3354,-30148.880859375,2540000
509,18.1525,3914.71,509,4222.74,42.2762,-31310.81640625,2545000
510,17.1781,4195.63,510,4171.96,42.8978,-31461.7734375,2550000
511,17.2837,4359.48,511,4381.47,42.6953,-31271.365234375,2555000
512,16.6886,4464.82,512,4383.79,42.9093,-31900.767578125,2560000
513,17.7208,4475.92,513,4307.3,42.748,-31724.0,2565000
514,17.1869,4409.42,514,4413.53,42.6455,-31876.724609375,2570000
515,17.5403,4429.67,515,4419.51,43.1691,-31893.529296875,2575000
516,17.2263,4429.13,516,4431.82,42.7792,-31718.587890625,2580000
517,15.3741,4461.32,517,4277.54,43.4943,-32962.6484375,2585000
518,17.7689,4394.87,518,4396.71,43.0808,-31868.078125,2590000
519,17.3959,4401.12,519,4301.62,43.1064,-32146.220703125,2595000
520,17.5223,4449.91,520,4445.53,42.4218,-32366.73046875,2600000
521,17.183,4421.99,521,4399.44,42.2248,-31771.6640625,2605000
522,17.0033,4390.95,522,4361.71,42.8336,-31798.396484375,2610000
523,17.2834,4375.15,523,4389.76,41.8329,-31995.091796875,2615000
524,16.7073,4379.29,524,4393.54,42.2458,-32002.322265625,2620000
525,16.1318,4411.46,525,4424.83,42.7667,-32621.583984375,2625000
526,16.8003,4373.36,526,4372.02,42.7043,-32785.42578125,2630000
527,16.7789,4349.13,527,4272.89,42.7739,-33017.6953125,2635000
528,16.6675,4394.58,528,4325.68,42.5837,-33169.03125,2640000
529,17.2486,4475.22,529,4384.55,42.3251,-32842.7890625,2645000
530,17.6754,4350.1,530,4373.0,42.616,-33830.05859375,2650000
531,17.129,4339.76,531,4336.51,42.3573,-33115.0703125,2655000
532,16.5856,4301.22,532,4355.94,42.5441,-32975.62890625,2660000
533,17.5298,4313.77,533,4181.59,42.7083,-34177.703125,2665000
534,17.3582,4332.19,534,4344.47,42.9667,-33793.7421875,2670000
535,17.7642,4274.66,535,4346.4,42.9933,-34159.19140625,2675000
536,17.5691,4323.89,536,4338.67,42.8676,-33871.48046875,2680000
537,15.7936,4348.73,537,4366.27,42.5233,-33490.26953125,2685000
538,17.4816,4362.24,538,4380.98,42.7743,-34688.29296875,2690000
539,17.5946,4421.01,539,4427.23,42.7325,-34254.95703125,2695000
540,17.5048,4452.73,540,4468.09,42.254,-34347.0703125,2700000
541,17.8433,4470.71,541,4446.66,42.1356,-34948.30078125,2705000
542,16.373,4466.23,542,4467.87,42.4137,-34579.22265625,2710000
543,17.4498,4472.62,543,4490.96,41.9495,-34863.4921875,2715000
544,17.5625,4476.14,544,4447.72,42.6641,-36172.3046875,2720000
545,17.4232,4486.86,545,4354.6,42.4947,-35736.21484375,2725000
546,17.4549,4458.39,546,4437.32,42.185,-34779.0234375,2730000
547,17.6145,4481.96,547,4445.19,42.4712,-36047.609375,2735000
548,17.3488,4439.82,548,4434.1,42.7288,-35072.73828125,2740000
549,17.2068,4473.77,549,4460.31,42.3761,-35383.5625,2745000
550,16.6286,4499.4,550,4457.2,42.5609,-35749.296875,2750000
551,21.0917,4432.75,551,4364.09,42.9663,-34021.2734375,2755000
552,17.3931,4453.16,552,4454.1,42.3448,-36867.4296875,2760000
553,17.638,4488.44,553,4496.83,42.6648,-36808.26953125,2765000
554,17.5233,4502.62,554,4345.75,42.3846,-36785.484375,2770000
555,17.7965,4437.09,555,4338.83,43.0503,-37326.796875,2775000
556,17.1437,4464.24,556,4452.54,42.6981,-36673.2578125,2780000
557,17.2268,4473.24,557,4478.8,42.6242,-37279.5,2785000
558,16.4476,4464.01,558,4437.96,42.5076,-36633.2734375,2790000
559,17.7846,4489.86,559,4479.43,42.8878,-37310.7578125,2795000
560,17.3921,4482.12,560,4466.34,42.6003,-37918.56640625,2800000
561,17.4202,4427.69,561,4438.95,42.4614,-37564.89453125,2805000
562,17.4663,4503.28,562,4502.72,43.0796,-37521.3359375,2810000
563,18.021,4486.8,563,4504.66,42.7426,-38090.0859375,2815000
564,17.1329,4489.88,564,4484.97,42.7346,-38015.7890625,2820000
565,16.915,4500.73,565,4292.75,42.9506,-38129.125,2825000
566,18.2091,4466.8,566,4455.12,43.0314,-38802.5546875,2830000
567,18.5559,4486.03,567,4372.94,43.3978,-38972.6328125,2835000
568,17.9555,4437.88,568,4438.73,42.7984,-38307.8125,2840000
569,18.2836,4481.07,569,4449.65,42.8944,-39131.23828125,2845000
570,17.5087,4461.13,570,4214.69,42.6199,-37866.1953125,2850000
571,18.5398,4489.95,571,4187.11,42.778,-38398.5859375,2855000
572,17.5571,4436.53,572,4201.51,42.7426,-38158.24609375,2860000
573,21.7814,4431.73,573,4420.16,43.7551,-38363.6796875,2865000
574,20.8246,4503.65,574,4297.09,42.7249,-38814.01953125,2870000
575,21.3759,4500.18,575,4122.13,42.5581,-38919.265625,2875000
576,17.1513,4487.8,576,4450.92,42.0092,-39451.5703125,2880000
577,17.697,4463.17,577,4433.71,42.3699,-39378.390625,2885000
578,17.6062,4512.3,578,4296.98,42.3521,-39288.87109375,2890000
579,17.514,4504.47,579,4365.88,42.5009,-39151.453125,2895000
580,17.3811,4485.44,580,4480.93,42.5213,-39881.70703125,2900000
581,17.5445,4494.22,581,4456.05,42.2375,-39918.4375,2905000
582,17.8412,4494.06,582,4482.24,42.3392,-40129.26953125,2910000
583,20.6618,4499.58,583,4291.58,42.2502,-39582.6875,2915000
584,17.4173,4439.57,584,4270.91,42.5956,-40259.046875,2920000
585,20.3037,4503.57,585,4372.69,42.4513,-40260.6015625,2925000
586,17.3287,4378.35,586,4463.58,42.5178,-40456.9453125,2930000
587,16.818,4497.5,587,4408.67,42.6331,-39811.40625,2935000
588,19.0509,4479.84,588,4429.29,42.7051,-40051.80859375,2940000
589,17.6127,4340.99,589,4427.9,42.7665,-40119.37890625,2945000
590,18.4572,4491.55,590,4518.82,43.3382,-41301.09375,2950000
591,18.946,4536.92,591,4476.01,43.1341,-41753.7421875,2955000
592,17.8458,4466.55,592,4477.55,42.6982,-40951.67578125,2960000
593,18.7353,4510.73,593,4507.96,42.9742,-41383.72265625,2965000
594,17.4749,4511.34,594,4308.72,42.7251,-40741.2109375,2970000
595,22.3184,4488.09,595,4478.95,43.207,-41461.3515625,2975000
596,16.7596,4478.42,596,4372.45,42.484,-41755.87890625,2980000
597,17.6832,4476.01,597,4481.67,42.5626,-41627.25390625,2985000
598,19.6353,4507.72,598,4484.26,42.768,-42022.5546875,2990000
599,17.0869,4519.04,599,4482.03,42.7046,-42512.546875,2995000
600,17.7434,4470.23,600,4453.89,42.5506,-41789.515625,3000000
601,78.2274,840.26,601,726.84,48.0935,-40798.5625,3005000
602,59.2561,790.62,602,651.68,48.3289,-40892.62109375,3010000
603,18.8698,1298.54,603,1085.27,44.7772,-40528.4375,3015000
604,27.1404,1393.75,604,1437.38,45.4058,-43650.60546875,3020000
605,18.2905,3993.91,605,2773.21,44.6389,-43476.86328125,3025000
606,20.0384,3926.67,606,4194.24,43.7423,-42069.02734375,3030000
607,18.3857,4097.34,607,4068.74,42.7788,-40753.1953125,3035000
608,16.8525,2021.47,608,2477.58,42.6398,-42935.5234375,3040000
609,19.7909,4444.79,609,4279.51,43.9185,-44406.48828125,3045000
610,18.9199,4347.31,610,4165.01,42.2427,-42994.70703125,3050000
611,18.9812,4392.94,611,4340.68,43.38,-43844.4609375,3055000
612,18.6509,4441.9,612,4331.82,42.9369,-43958.4765625,3060000
613,20.9999,4433.76,613,3995.55,43.265,-44330.3046875,3065000
614,21.5063,4453.04,614,4382.19,42.6345,-43728.7109375,3070000
615,18.7514,4467.72,615,4496.04,42.5215,-44874.265625,3075000
616,20.5834,4399.17,616,4179.61,43.1939,-43951.734375,3080000
617,18.7985,4450.11,617,4436.37,43.1491,-44346.39453125,3085000
618,18.8014,4430.62,618,4462.01,43.1486,-44553.22265625,3090000
619,19.4989,4396.91,619,4411.62,42.8507,-43993.1953125,3095000
620,19.389,4466.17,620,4507.26,42.4055,-44648.4296875,3100000
621,19.8416,4520.36,621,4542.47,42.7375,-44983.2578125,3105000
622,19.6714,4479.65,622,4512.93,42.5707,-44577.98828125,3110000
623,19.5335,4490.23,623,4520.71,43.2397,-45032.6171875,3115000
624,19.9228,4508.39,624,4541.92,42.4807,-45305.71875,3120000
625,19.434,4497.66,625,4500.85,43.3286,-46690.52734375,3125000
626,19.2427,4494.81,626,4532.86,43.2573,-46096.5,3130000
627,19.3516,4475.93,627,4538.81,42.5755,-45074.5234375,3135000
628,19.6696,4479.17,628,4520.57,42.9372,-45929.484375,3140000
629,18.8983,4494.84,629,4537.66,42.9179,-46071.10546875,3145000
630,19.6424,4528.55,630,4576.57,42.9867,-46908.98828125,3150000
631,19.0764,4449.27,631,4519.71,43.1426,-46426.77734375,3155000
632,18.7668,4487.74,632,4512.82,43.1496,-46928.203125,3160000
633,17.9627,4501.24,633,3745.75,43.2895,-47295.78125,3165000
634,18.562,4499.23,634,4540.44,43.1535,-47531.55078125,3170000
635,19.9878,4580.1,635,4418.42,43.0656,-49002.12890625,3175000
636,19.582,4577.01,636,4575.97,43.3144,-47956.2890625,3180000
637,19.2293,4523.31,637,4556.76,42.9018,-47473.90234375,3185000
638,18.0292,4591.81,638,3804.45,42.9786,-47349.33984375,3190000
639,19.4126,4536.12,639,4561.46,43.1684,-48131.28125,3195000
640,19.033,4496.29,640,4493.18,43.0025,-48211.34765625,3200000
641,19.6967,4575.33,641,4566.62,43.2464,-48415.8671875,3205000
642,19.1964,4526.44,642,4525.23,43.2408,-49239.3828125,3210000
643,18.8825,4527.5,643,4560.1,42.7437,-49277.953125,3215000
644,19.0718,4383.08,644,4195.97,42.9817,-49381.34765625,3220000
645,17.7046,4579.11,645,4535.02,43.008,-48993.40625,3225000
646,19.3491,4613.52,646,4571.96,43.2982,-49294.8203125,3230000
647,18.6542,4558.73,647,4501.01,42.8826,-49476.5546875,3235000
648,18.483,4573.74,648,4504.34,42.8977,-49577.14453125,3240000
649,18.6251,4544.34,649,4556.99,42.812,-48821.98046875,3245000
650,18.7291,4591.3,650,4571.87,43.0072,-49642.52734375,3250000
651,19.0355,4656.38,651,4599.12,42.8044,-49157.6171875,3255000
652,18.6492,4581.0,652,4381.6,43.0551,-49620.57421875,3260000
653,19.0375,4615.08,653,4556.62,43.2232,-50109.578125,3265000
654,19.2025,4569.97,654,4576.6,42.9683,-50315.9453125,3270000
655,19.259,4563.45,655,4571.43,43.3938,-50602.8515625,3275000
656,18.9453,4561.85,656,4552.86,42.5852,-50585.53515625,3280000
657,19.6827,4592.8,657,4397.66,43.056,-49365.0078125,3285000
658,19.0822,4561.78,658,4572.74,43.1166,-49794.95703125,3290000
659,19.3218,4563.68,659,4456.01,43.0935,-50087.109375,3295000
660,19.3574,4537.71,660,4573.17,43.2712,-50134.5859375,3300000
661,19.704,4602.81,661,4597.26,43.1722,-51677.7421875,3305000
662,19.7848,4581.44,662,4587.41,43.317,-50976.46875,3310000
663,19.5444,4525.55,663,4544.68,42.7196,-51419.5078125,3315000
664,18.7796,4562.08,664,4583.29,42.9203,-51143.90234375,3320000
665,19.2443,4581.76,665,4582.23,43.23,-51206.76171875,3325000
666,19.8298,4611.73,666,4622.05,42.7642,-51041.09375,3330000
667,19.4547,4576.93,667,4584.71,42.9318,-50392.265625,3335000
668,19.0527,4585.07,668,4606.13,42.6836,-50603.72265625,3340000
669,19.1385,4554.46,669,4562.57,42.5042,-50244.078125,3345000
670,19.3935,4535.86,670,4547.86,42.6335,-50946.70703125,3350000
671,20.07,4599.91,671,4592.51,42.8361,-51690.27734375,3355000
672,19.5601,4565.43,672,4574.06,43.5121,-51426.70703125,3360000
673,19.2647,4574.38,673,4575.62,42.3428,-51461.2265625,3365000
674,19.1359,4544.34,674,4569.59,42.9647,-51431.40625,3370000
675,20.5004,4589.6,675,4599.53,42.9657,-52883.453125,3375000
676,19.8937,4551.79,676,4555.73,43.1823,-52314.14453125,3380000
677,19.7944,4581.9,677,4462.46,42.8055,-52505.734375,3385000
678,20.1027,4588.91,678,4580.37,42.948,-52004.53125,3390000
679,19.6522,4603.34,679,4600.22,43.0597,-52867.50390625,3395000
680,19.6563,4563.49,680,4589.4,42.7657,-52748.33984375,3400000
681,19.5539,4591.16,681,4583.43,42.7587,-52673.859375,3405000
682,19.6041,4622.15,682,4590.55,42.7969,-53081.53125,3410000
683,20.0057,4621.05,683,4596.15,43.0513,-53077.62109375,3415000
684,20.0966,4584.95,684,4579.13,42.8392,-51916.23828125,3420000
685,19.4828,4564.58,685,4589.5,42.8562,-53310.33203125,3425000
686,19.6937,4647.09,686,4596.45,43.0595,-53235.43359375,3430000
687,19.6632,4615.97,687,4624.2,42.7816,-53070.015625,3435000
688,20.1872,4624.07,688,4574.9,42.608,-53566.06640625,3440000
689,20.3777,4608.81,689,4527.9,43.2217,-54138.3125,3445000
690,20.5132,4613.94,690,4634.23,43.2859,-53702.390625,3450000
691,19.9818,4635.99,691,4638.59,43.3239,-54390.1328125,3455000
692,20.3154,4634.18,692,4635.37,43.2066,-54816.90625,3460000
693,19.8464,4549.82,693,4452.1,43.2387,-53799.33984375,3465000
694,21.4413,4581.27,694,4584.23,43.534,-53078.48046875,3470000
695,19.9499,4632.91,695,4613.09,43.0048,-53651.0,3475000
696,19.8185,4586.54,696,4589.13,42.9703,-54695.1640625,3480000
697,19.8129,4632.22,697,4632.37,43.2618,-54143.2109375,3485000
698,19.0627,4560.89,698,4570.7,43.1383,-54254.14453125,3490000
699,19.672,4588.11,699,4596.27,43.0313,-53608.76171875,3495000
700,19.5694,4574.77,700,4583.94,43.0101,-53735.7578125,3500000
701,19.9736,4620.73,701,4592.96,43.2453,-54987.7265625,3505000
702,19.6381,4563.67,702,4449.75,43.0266,-54975.14453125,3510000
703,19.9674,4605.69,703,4619.6,42.8146,-54941.046875,3515000
704,20.335,4572.71,704,4549.9,43.3079,-55741.53125,3520000
705,20.4218,4614.33,705,4608.14,42.78,-55469.26171875,3525000
706,19.6829,4590.58,706,4587.3,42.7782,-54552.3828125,3530000
707,20.4737,4590.86,707,4570.03,42.8213,-55419.98828125,3535000
708,20.3177,4596.64,708,4614.71,43.2395,-56320.12109375,3540000
709,20.0774,4655.57,709,4627.15,43.3161,-55329.33984375,3545000
710,19.5035,4627.47,710,4612.66,43.1783,-55790.9296875,3550000
711,19.5935,4617.3,711,4626.02,42.8401,-55442.09375,3555000
712,20.1035,4578.44,712,4479.12,43.157,-55337.72265625,3560000
713,19.7587,4594.12,713,4550.27,42.9704,-54960.421875,3565000
714,20.2282,4562.16,714,4604.04,42.8025,-55180.34765625,3570000
715,19.9807,4587.32,715,4602.65,42.8447,-55480.28515625,3575000
716,19.5765,4540.36,716,4538.11,43.3187,-54550.40234375,3580000
717,19.9315,4595.84,717,4609.36,43.1563,-55290.8515625,3585000
718,19.7167,4556.9,718,4588.63,42.685,-55186.04296875,3590000
719,19.904,4565.85,719,4608.81,42.9969,-56915.2421875,3595000
720,19.4183,4612.15,720,4621.83,42.6735,-55737.33984375,3600000
721,19.8662,4546.18,721,4603.76,42.8437,-55711.59375,3605000
722,19.4921,4583.92,722,4619.03,43.2562,-56535.796875,3610000
723,20.3479,4606.86,723,4565.99,43.0294,-56458.40625,3615000
724,19.9133,4597.25,724,4527.68,42.9228,-56089.19140625,3620000
725,19.5966,4579.89,725,4602.9,42.9935,-55942.38671875,3625000
726,19.693,4594.77,726,4628.28,42.8072,-55379.42578125,3630000
727,19.8622,4609.69,727,4528.2,43.1411,-56702.68359375,3635000
728,18.0405,4608.98,728,4494.24,43.0378,-54862.46875,3640000
729,20.1764,4614.27,729,4634.22,43.294,-57112.01953125,3645000
730,20.2699,4624.45,730,4616.56,43.194,-57125.28125,3650000
731,20.4268,4599.94,731,4610.16,43.4466,-57612.44921875,3655000
732,20.0111,4601.48,732,4628.32,43.2471,-57121.203125,3660000
733,20.4061,4652.63,733,4661.24,43.461,-57850.0625,3665000
734,20.1648,4645.81,734,4523.89,43.4545,-57367.87109375,3670000
735,20.5202,4679.52,735,4638.4,43.6611,-58723.3984375,3675000
736,20.0206,4627.84,736,4632.37,42.9445,-56755.76953125,3680000
737,20.4613,4640.46,737,4642.72,43.3812,-57770.76171875,3685000
738,20.6833,4604.0,738,4621.27,43.2282,-58156.52734375,3690000
739,20.3191,4627.7,739,4512.17,42.974,-57529.73046875,3695000
740,19.7828,4641.43,740,4650.79,43.7651,-57069.703125,3700000
741,20.5208,4624.59,741,4635.5,43.2223,-59045.921875,3705000
742,20.185,4650.85,742,4659.53,43.1183,-58157.84375,3710000
743,20.8041,4577.92,743,4617.72,43.3671,-57466.98828125,3715000
744,20.1134,4627.86,744,4641.17,42.8469,-58896.109375,3720000
745,19.9885,4586.94,745,4584.62,43.2724,-58148.9375,3725000
746,20.3338,4619.24,746,4428.02,43.1596,-58160.6015625,3730000
747,19.8909,4628.55,747,4639.14,42.4886,-57990.57421875,3735000
748,20.5622,4675.96,748,4663.7,43.4288,-59751.140625,3740000
749,20.3789,4650.24,749,4657.2,42.8938,-58310.09765625,3745000
750,17.7144,4659.53,750,4657.59,42.883,-56711.625,3750000
751,20.4177,4641.81,751,4654.18,43.2255,-59652.2578125,3755000
752,19.8932,4651.72,752,4658.4,42.8643,-58954.12109375,3760000
753,20.5207,4665.77,753,4669.27,43.13,-59098.25390625,3765000
754,19.7412,4619.28,754,4556.32,42.8199,-58695.984375,3770000
755,19.8672,4640.84,755,4653.19,43.1246,-59729.1875,3775000
756,20.0833,4666.34,756,4586.88,43.4059,-58762.203125,3780000
757,19.4828,4647.13,757,4671.01,42.7032,-59034.3046875,3785000
758,19.8212,4663.1,758,4670.2,42.9649,-59787.68359375,3790000
759,19.8375,4664.15,759,4647.27,43.0132,-59041.328125,3795000
760,19.4606,4651.37,760,4650.05,43.0966,-59030.12109375,3800000
761,19.392,4655.01,761,4630.88,42.4349,-58371.2734375,3805000
762,19.8768,4654.58,762,4646.15,42.8151,-58388.49609375,3810000
763,19.7606,4603.76,763,4486.67,42.6438,-58443.97265625,3815000
764,19.6596,4666.47,764,4675.81,42.7328,-58413.02734375,3820000
765,17.9678,4617.02,765,4302.57,43.207,-57787.72265625,3825000
766,19.3874,4614.57,766,4633.56,42.9662,-59167.90625,3830000
767,19.8924,4643.17,767,4658.38,42.9279,-59734.98828125,3835000
768,19.629,4619.68,768,4646.97,43.085,-59265.9921875,3840000
769,19.4395,4621.46,769,4636.09,42.8048,-59018.046875,3845000
770,19.2591,4620.55,770,4645.88,42.6874,-58753.09375,3850000
771,19.1156,4590.77,771,4640.06,43.0414,-56480.49609375,3855000
772,19.3167,4612.62,772,4575.28,42.5672,-58908.73828125,3860000
773,19.1409,4588.12,773,4612.15,42.7422,-58972.8203125,3865000
774,19.3692,4587.77,774,4625.52,42.673,-58256.76171875,3870000
775,18.954,4624.03,775,4393.52,42.6492,-58619.0078125,3875000
776,19.3747,4576.71,776,4595.81,42.9067,-57990.4375,3880000
777,19.2802,4624.11,777,4556.61,43.0547,-59092.55859375,3885000
778,19.4889,4624.75,778,4639.17,43.0997,-58848.15625,3890000
779,18.4854,4576.56,779,4606.61,43.1843,-60330.51171875,3895000
780,18.6586,4587.08,780,4605.04,42.3082,-59666.21484375,3900000
