Real Det Return,Running Reverse KL,Reward Loss,Running Forward KL,Real Sto Return,Itration,Running Env Steps,Running Update Time
5747.08,53.5437,-10102.6474609375,65.5891,5620.62,382,1910000,382
5778.57,54.4998,-10273.291015625,65.475,5522.25,383,1915000,383
6141.74,62.0004,-10851.2099609375,70.3944,5509.31,384,1920000,384
6314.29,60.1243,-10880.8388671875,70.0509,5169.36,385,1925000,385
5817.06,48.7349,-9401.783203125,63.9663,5091.69,386,1930000,386
6194.69,57.7722,-10384.759765625,66.7165,5026.05,387,1935000,387
5687.31,60.3572,-10719.9951171875,68.2765,5822.93,388,1940000,388
5741.4,57.2965,-10757.544921875,67.3334,5225.27,389,1945000,389
6238.02,55.8031,-10579.5419921875,66.2041,4999.27,390,1950000,390
5993.73,57.6203,-10998.9794921875,67.718,5569.39,391,1955000,391
6080.98,61.3554,-11178.28515625,70.3562,5734.7,392,1960000,392
5961.89,62.2922,-11215.60546875,70.0178,5534.14,393,1965000,393
5897.57,60.3818,-11100.087890625,68.9029,5319.33,394,1970000,394
5725.5,62.0023,-11316.4638671875,69.9327,5515.65,395,1975000,395
-1581.87,101.3112,-2725.962646484375,92.4421,-1602.02,396,1980000,396
-382.07,251.9319,-4829.4072265625,85.772,-984.58,397,1985000,397
1459.67,92.1457,-6146.845703125,67.2523,1026.04,398,1990000,398
2526.85,111.8723,-9699.603515625,69.7127,1810.68,399,1995000,399
4335.2,88.4709,-10579.748046875,70.5571,2898.89,400,2000000,400
5292.76,69.8945,-9591.619140625,71.8385,4294.53,401,2005000,401
5633.61,79.0173,-10565.59765625,71.3333,5086.02,402,2010000,402
5468.67,54.6612,-11035.1728515625,69.3119,4875.48,403,2015000,403
5822.9,59.2531,-11098.0341796875,71.0447,5581.68,404,2020000,404
5983.92,55.2937,-11266.5712890625,69.9616,4906.52,405,2025000,405
5830.93,55.4122,-10996.2978515625,68.2198,5184.52,406,2030000,406
5944.08,58.921,-11419.822265625,69.6647,5158.56,407,2035000,407
5568.8,59.3971,-11575.619140625,69.7072,4936.93,408,2040000,408
5200.01,57.8604,-10790.0771484375,69.1574,4985.92,409,2045000,409
6019.31,57.5471,-11527.2216796875,69.4582,4661.36,410,2050000,410
5684.98,58.2689,-11505.9990234375,71.7241,5078.99,411,2055000,411
5748.91,55.6419,-11486.3271484375,68.7128,5053.3,412,2060000,412
6119.87,57.0898,-11531.7119140625,69.0071,5352.92,413,2065000,413
5769.81,58.8836,-11670.9482421875,69.6572,4730.17,414,2070000,414
5605.54,55.7147,-11684.1396484375,68.7594,4677.09,415,2075000,415
5649.97,58.7758,-11907.86328125,70.0495,4720.51,416,2080000,416
5806.02,58.0516,-11823.73828125,69.5706,5455.33,417,2085000,417
5512.05,57.633,-11845.6171875,69.1084,5318.2,418,2090000,418
6099.81,58.0376,-11846.5751953125,70.1579,4878.5,419,2095000,419
6012.66,53.141,-11414.57421875,67.5806,4970.82,420,2100000,420
5795.33,55.1685,-11736.4404296875,68.4554,5003.07,421,2105000,421
5904.0,56.4666,-11001.619140625,68.5919,5586.55,422,2110000,422
5936.56,57.6336,-11690.3115234375,68.5868,5067.41,423,2115000,423
6107.64,56.1384,-11956.556640625,69.3829,5427.01,424,2120000,424
5893.22,56.1045,-11573.9052734375,67.7767,4590.83,425,2125000,425
6071.52,56.5785,-12010.001953125,68.7908,5210.44,426,2130000,426
5987.19,54.278,-11809.1220703125,68.2662,5674.77,427,2135000,427
5746.72,57.3638,-12010.9775390625,70.116,5366.21,428,2140000,428
6016.66,61.7301,-12252.92578125,71.2031,5448.74,429,2145000,429
6182.95,57.2396,-12091.80078125,69.5812,5363.43,430,2150000,430
6120.95,60.7756,-12204.841796875,70.6554,5727.7,431,2155000,431
6186.31,57.6681,-12150.3203125,69.4784,5370.45,432,2160000,432
6059.25,60.7689,-12211.3154296875,71.1632,5499.77,433,2165000,433
5968.25,61.9709,-12333.1220703125,70.3195,4928.16,434,2170000,434
5810.9,60.8855,-12292.8564453125,70.6391,4819.31,435,2175000,435
5764.21,58.1386,-11652.587890625,69.4341,5208.71,436,2180000,436
5711.76,58.947,-11810.865234375,68.282,5542.75,437,2185000,437
5854.71,60.2674,-12393.8740234375,70.4088,5491.06,438,2190000,438
5876.56,64.0363,-12595.9775390625,71.7116,5737.53,439,2195000,439
5942.31,58.6,-11981.919921875,69.6102,5134.58,440,2200000,440
5504.28,63.5613,-12493.6708984375,70.7179,5285.65,441,2205000,441
5919.82,60.744,-12607.6259765625,69.305,5680.34,442,2210000,442
6233.23,56.0951,-10884.2470703125,68.1461,4566.1,443,2215000,443
5951.05,57.2029,-11903.5625,67.4198,5005.89,444,2220000,444
6256.96,63.3207,-12679.3974609375,70.6173,5790.01,445,2225000,445
5892.75,59.9692,-12523.431640625,69.7728,5191.38,446,2230000,446
5568.37,61.9737,-12715.712890625,70.9293,4779.92,447,2235000,447
5871.31,58.8089,-12005.693359375,67.5526,5342.2,448,2240000,448
5688.24,57.5689,-11800.4384765625,68.4168,4699.06,449,2245000,449
6345.28,61.3762,-12666.978515625,69.6942,5829.82,450,2250000,450
5604.43,58.3139,-12297.4228515625,69.5041,5374.12,451,2255000,451
5899.48,61.3478,-12708.787109375,69.9449,5528.21,452,2260000,452
6016.63,59.9861,-12788.177734375,70.0436,5307.02,453,2265000,453
5632.02,60.6497,-12632.271484375,69.3588,5203.51,454,2270000,454
6091.29,61.9757,-12904.791015625,70.4045,4920.65,455,2275000,455
6179.03,61.6229,-12772.90625,70.0264,5154.94,456,2280000,456
6109.38,58.7254,-12004.3701171875,67.5259,5126.6,457,2285000,457
5821.42,62.4531,-12852.9833984375,70.2547,5456.15,458,2290000,458
5971.82,62.2636,-13004.8984375,69.6471,5668.63,459,2295000,459
5454.58,61.9181,-12869.4951171875,70.103,5350.38,460,2300000,460
5852.71,60.2183,-12892.5947265625,69.3168,5742.47,461,2305000,461
5797.2,59.641,-12810.6474609375,69.6413,5498.91,462,2310000,462
5787.76,63.1545,-13062.59375,70.652,5727.5,463,2315000,463
6092.59,52.2004,-11587.283203125,66.5838,5462.5,464,2320000,464
5980.34,64.5236,-13078.3427734375,71.163,5133.47,465,2325000,465
6218.19,57.8845,-12205.5546875,68.8468,5393.24,466,2330000,466
5919.49,64.9175,-13245.68359375,71.4069,5762.22,467,2335000,467
5844.28,56.7437,-11950.0615234375,66.2185,5275.38,468,2340000,468
5970.06,59.1141,-12251.08203125,68.1379,5245.81,469,2345000,469
6211.76,64.4304,-13266.93359375,70.4324,5051.15,470,2350000,470
6080.6,62.0911,-12967.4296875,69.2691,5246.45,471,2355000,471
5239.13,61.3575,-13125.158203125,70.3561,4190.42,472,2360000,472
5807.35,62.4317,-13180.509765625,71.1656,5066.06,473,2365000,473
5578.19,62.9718,-13187.91796875,69.5805,5121.75,474,2370000,474
5961.79,66.1734,-13523.744140625,71.4722,5243.27,475,2375000,475
5990.64,66.077,-13528.1083984375,71.428,5106.5,476,2380000,476
5562.27,59.9758,-12392.107421875,67.6271,4923.08,477,2385000,477
6195.9,63.2821,-13444.248046875,70.3893,5384.36,478,2390000,478
5081.43,63.876,-12932.095703125,69.2216,5395.9,479,2395000,479
6156.47,66.724,-13606.8623046875,71.7996,4969.35,480,2400000,480
5725.7,61.3059,-12973.5048828125,68.8582,5225.16,481,2405000,481
6134.41,58.8771,-12423.15625,68.5257,5751.5,482,2410000,482
5770.34,63.0704,-13191.392578125,70.128,5703.03,483,2415000,483
6004.96,63.0873,-13385.8544921875,70.4593,4806.94,484,2420000,484
5915.85,59.8575,-13208.6796875,69.0478,5556.93,485,2425000,485
5804.19,62.8617,-13132.505859375,68.7794,4629.19,486,2430000,486
5462.51,63.2912,-13170.3525390625,70.1812,5552.87,487,2435000,487
5767.44,64.3113,-13432.56640625,71.0931,5161.22,488,2440000,488
5710.79,66.8315,-13540.4150390625,71.0961,5386.41,489,2445000,489
6070.51,64.0205,-13532.091796875,70.0556,5079.94,490,2450000,490
6166.27,61.5384,-12555.53515625,67.7684,4725.76,491,2455000,491
5695.42,64.0425,-13427.4423828125,70.8121,4534.55,492,2460000,492
6106.59,65.2829,-13354.005859375,71.2241,5205.64,493,2465000,493
6029.72,64.1059,-13425.962890625,70.877,5080.38,494,2470000,494
5980.98,66.8103,-13731.8232421875,72.1014,5555.14,495,2475000,495
5497.34,61.057,-12754.169921875,69.3738,4983.95,496,2480000,496
5882.86,63.6421,-13598.3662109375,70.6235,5025.01,497,2485000,497
5544.74,61.514,-12670.607421875,69.2707,5025.62,498,2490000,498
6174.8,63.8135,-13197.12109375,70.5467,5615.54,499,2495000,499
6180.93,62.831,-13593.564453125,70.8149,5316.47,500,2500000,500
5746.12,63.007,-13128.2314453125,71.0993,5466.31,501,2505000,501
5460.92,59.192,-12300.6904296875,67.4241,3983.0,502,2510000,502
5740.12,56.784,-12565.9228515625,68.3279,5144.73,503,2515000,503
4991.7,64.4412,-13311.3935546875,71.3456,5226.9,504,2520000,504
5996.27,64.4414,-13481.6396484375,70.4866,4778.8,505,2525000,505
5180.54,62.8193,-13376.96875,70.3299,4013.97,506,2530000,506
5820.81,64.0421,-13290.7919921875,70.4516,5166.21,507,2535000,507
5882.05,61.3222,-12730.9453125,67.8828,5663.26,508,2540000,508
5445.65,64.4906,-13415.197265625,71.6253,5095.03,509,2545000,509
6237.27,61.7664,-13205.2373046875,69.5398,4494.24,510,2550000,510
5525.0,59.5914,-13231.0068359375,68.5572,5132.29,511,2555000,511
6298.63,63.0722,-13795.40625,71.6277,5825.77,512,2560000,512
5312.86,65.4668,-13864.5029296875,71.9517,5306.18,513,2565000,513
5762.31,66.2602,-13533.0048828125,71.3742,4445.3,514,2570000,514
5183.19,66.2144,-13831.701171875,72.9416,5064.39,515,2575000,515
5891.11,67.4696,-13932.806640625,73.4922,5256.31,516,2580000,516
6176.27,66.8774,-13286.7236328125,71.4282,4805.03,517,2585000,517
5861.17,66.8498,-14017.41796875,72.504,4895.17,518,2590000,518
5939.76,63.0693,-13344.328125,70.4975,5885.0,519,2595000,519
6280.24,62.5381,-13794.3896484375,70.947,4969.75,520,2600000,520
5996.57,71.0672,-13637.140625,72.9043,5218.01,521,2605000,521
5641.24,67.4862,-14028.416015625,72.5838,4982.04,522,2610000,522
5736.77,61.6099,-13370.458984375,70.3574,4694.62,523,2615000,523
6235.75,67.507,-14121.0224609375,72.9556,5823.26,524,2620000,524
5168.84,65.7549,-13883.0546875,72.0586,4571.18,525,2625000,525
6056.76,68.4017,-14163.478515625,72.9919,5360.47,526,2630000,526
5898.52,62.1488,-13973.47265625,71.428,5298.54,527,2635000,527
5222.99,64.9652,-14053.3662109375,72.2949,5168.47,528,2640000,528
5497.27,62.5558,-14027.986328125,71.2352,4906.67,529,2645000,529
5496.85,61.9375,-13779.1953125,71.0992,5244.42,530,2650000,530
5461.31,64.9214,-13065.19140625,71.8601,4817.85,531,2655000,531
5626.35,65.2078,-14085.689453125,71.949,5289.55,532,2660000,532
5398.2,67.402,-14033.943359375,71.8867,4963.26,533,2665000,533
5844.4,66.7627,-14248.0087890625,71.8445,5064.82,534,2670000,534
6094.58,62.8003,-13817.9833984375,70.6557,5350.19,535,2675000,535
6197.89,65.1645,-14142.8984375,71.7863,5321.49,536,2680000,536
5997.19,63.5015,-13839.7705078125,70.4858,5718.99,537,2685000,537
5973.01,63.0829,-14285.1298828125,71.2731,4868.75,538,2690000,538
6153.52,64.9883,-13916.697265625,71.1634,5152.88,539,2695000,539
6167.3,65.8614,-14327.5537109375,72.9063,4943.24,540,2700000,540
6075.74,66.8663,-13616.16015625,71.2067,5415.84,541,2705000,541
5739.33,60.9826,-13560.0185546875,69.7413,4722.74,542,2710000,542
6051.19,62.9573,-14255.876953125,70.7958,5368.37,543,2715000,543
6108.65,61.5003,-14144.79296875,71.3466,4926.94,544,2720000,544
5880.65,62.2951,-14090.8740234375,71.2005,4983.51,545,2725000,545
6161.91,63.7663,-14207.052734375,71.5618,4361.56,546,2730000,546
6346.33,59.7813,-13563.5361328125,68.8361,5652.27,547,2735000,547
6207.85,66.7344,-13663.7724609375,72.097,5485.64,548,2740000,548
5947.36,60.4217,-13256.8056640625,69.2285,5187.8,549,2745000,549
5583.03,62.5677,-14342.21875,71.1605,5173.11,550,2750000,550
5826.36,60.7052,-13858.150390625,70.2818,4980.65,551,2755000,551
5399.48,63.6819,-14177.38671875,71.242,4879.4,552,2760000,552
6032.05,63.1746,-13906.751953125,71.5316,4771.64,553,2765000,553
5461.45,63.4207,-14346.19921875,71.8094,5359.52,554,2770000,554
6149.64,65.6248,-14355.5244140625,71.5182,4976.87,555,2775000,555
5791.85,63.3571,-12852.14453125,70.4271,5317.66,556,2780000,556
5790.12,63.5273,-14259.8759765625,72.4113,5618.95,557,2785000,557
5667.64,64.2279,-14357.7119140625,71.8132,5564.41,558,2790000,558
5936.95,61.4671,-14221.55078125,71.5529,5091.54,559,2795000,559
5250.51,66.0571,-14438.8046875,71.8217,4760.24,560,2800000,560
6284.65,63.9549,-14315.0947265625,72.2028,5015.26,561,2805000,561
6205.59,66.5275,-14458.74609375,72.3086,4855.24,562,2810000,562
5866.1,65.0271,-12060.556640625,70.43,5539.49,563,2815000,563
5545.13,64.6587,-14486.64453125,72.2727,5166.53,564,2820000,564
5700.65,62.8545,-14382.6015625,70.3839,4309.31,565,2825000,565
4996.98,69.0406,-14608.3974609375,72.9636,4977.28,566,2830000,566
6096.0,66.949,-14636.0986328125,72.4101,5481.83,567,2835000,567
5395.49,68.4367,-14507.5107421875,72.6836,4759.68,568,2840000,568
5269.9,68.4369,-14594.3046875,73.0418,4738.23,569,2845000,569
5402.37,69.425,-13993.8583984375,72.0665,5040.03,570,2850000,570
5284.62,67.1589,-13929.341796875,71.5258,4848.0,571,2855000,571
4937.25,63.4035,-13709.4345703125,71.2644,4119.9,572,2860000,572
4727.87,62.2997,-13821.1591796875,70.2006,4391.72,573,2865000,573
5181.89,68.487,-14659.4462890625,73.5599,5054.67,574,2870000,574
5074.27,68.3981,-14611.34765625,72.5772,5210.78,575,2875000,575
5411.94,66.2887,-14659.7138671875,71.6858,5376.72,576,2880000,576
5277.48,69.4413,-14882.0322265625,73.4169,5163.0,577,2885000,577
6102.34,63.1368,-13693.12109375,68.7441,5169.42,578,2890000,578
5407.64,65.388,-14071.7353515625,70.7649,5023.84,579,2895000,579
5842.08,68.0636,-14450.4150390625,72.7551,4997.03,580,2900000,580
5550.15,69.3553,-14803.0361328125,73.4956,4974.92,581,2905000,581
5577.95,62.3446,-13095.9716796875,70.102,4616.69,582,2910000,582
5879.51,68.8221,-14868.1015625,74.4601,4637.4,583,2915000,583
5256.15,62.1268,-13829.0322265625,70.6128,5093.67,584,2920000,584
5855.85,65.6478,-14730.0302734375,72.5484,4869.8,585,2925000,585
5895.49,66.9832,-13962.7177734375,71.1742,5560.23,586,2930000,586
5822.3,70.435,-14949.3291015625,74.4745,5235.97,587,2935000,587
6044.5,67.0048,-14848.7080078125,72.3987,5293.8,588,2940000,588
5579.21,71.9527,-15025.5400390625,75.1193,5336.6,589,2945000,589
6028.57,70.6645,-14589.498046875,72.5379,4424.23,590,2950000,590
5355.85,68.5231,-14590.3837890625,71.9897,4966.84,591,2955000,591
4826.71,68.4281,-14849.4013671875,73.5739,4930.08,592,2960000,592
5473.88,69.0202,-14901.439453125,74.0908,5539.39,593,2965000,593
5568.22,68.7477,-14702.0419921875,72.593,4417.44,594,2970000,594
5724.81,61.5094,-13652.748046875,69.7548,4721.79,595,2975000,595
6001.61,61.0396,-13646.4765625,69.039,5497.9,596,2980000,596
5688.26,68.1701,-14942.1845703125,73.1545,4981.9,597,2985000,597
5812.08,66.2783,-14818.0888671875,72.5108,5037.57,598,2990000,598
6056.42,60.8614,-12550.3837890625,67.7229,5208.23,599,2995000,599
