Reward Loss,Itration,Real Det Return,Real Sto Return,Running Update Time,Running Forward KL,Running Reverse KL,Running Env Steps
99.54863739013672,0,197.32,193.88,0,31.9884,20.2205,0
106.24362182617188,1,351.64,343.56,1,29.8868,21.7471,5000
152.5904998779297,2,313.19,304.09,2,30.7989,26.6425,10000
224.97628784179688,3,337.8,319.64,3,30.9293,45.1886,15000
49.59569549560547,4,335.2,334.41,4,30.3439,21.955,20000
-20.75678253173828,5,340.37,351.47,5,31.9385,22.5179,25000
-106.67528533935547,6,312.99,309.74,6,31.5999,29.5254,30000
64.12501525878906,7,207.86,210.31,7,31.8869,33.0046,35000
7.51483678817749,8,254.59,256.1,8,32.1925,18.1074,40000
-69.67536163330078,9,392.47,332.47,9,28.3706,19.609,45000
-433.9492492675781,10,990.07,989.43,10,36.5055,24.7824,50000
-213.4720458984375,11,629.19,676.05,11,29.2065,19.2832,55000
-593.6661376953125,12,982.74,982.29,12,39.3804,44.9866,60000
-560.98193359375,13,249.48,289.2,13,31.423,101.9865,65000
-557.2779541015625,14,249.14,256.46,14,35.2587,40.1695,70000
-698.2313232421875,15,970.81,971.43,15,36.776,39.1187,75000
-501.70166015625,16,420.81,416.77,16,30.8541,30.1815,80000
-653.1071166992188,17,1003.24,1004.35,17,35.119,22.9898,85000
-547.22998046875,18,440.79,437.88,18,34.3778,47.6799,90000
-621.7264404296875,19,456.38,540.75,19,32.436,43.2295,95000
-441.4830017089844,20,647.32,671.82,20,31.3317,47.7425,100000
-685.5620727539062,21,654.25,694.49,21,33.3294,22.2208,105000
-470.2452087402344,22,355.16,355.29,22,32.5795,38.5443,110000
-741.534912109375,23,992.18,835.67,23,30.621,39.8466,115000
-1029.130859375,24,51.86,119.21,24,36.8113,33.0858,120000
-864.9815673828125,25,749.46,749.9,25,33.875,34.1461,125000
-893.5347900390625,26,294.45,287.6,26,32.3346,44.747,130000
-1118.6138916015625,27,1010.92,1012.02,27,34.2043,37.515,135000
-902.1593627929688,28,348.27,358.46,28,30.7642,46.4701,140000
-1191.297607421875,29,1011.04,1014.78,29,35.4607,32.0636,145000
-991.6747436523438,30,1026.23,1023.06,30,34.3747,20.7501,150000
-1034.0318603515625,31,735.74,453.18,31,32.6278,21.0744,155000
-1236.1719970703125,32,914.57,782.65,32,34.9851,25.0896,160000
-1493.8948974609375,33,391.62,398.41,33,33.1356,47.2025,165000
-1171.0045166015625,34,-2.29,-2.34,34,39.474,238.4531,170000
-1543.37939453125,35,1004.96,1004.83,35,38.0098,45.9213,175000
-1612.64208984375,36,973.13,972.72,36,38.0591,50.5714,180000
-1586.9542236328125,37,1027.92,1027.75,37,36.7269,38.2006,185000
-1513.6405029296875,38,1025.28,1026.39,38,36.8326,37.2558,190000
-1543.5946044921875,39,1050.1,1050.89,39,34.9244,33.4347,195000
-1584.645751953125,40,1004.59,1004.8,40,34.0149,24.299,200000
-1789.991943359375,41,975.21,975.44,41,35.2838,49.3493,205000
-1597.538818359375,42,315.06,219.04,42,33.5321,26.4084,210000
-1230.64697265625,43,289.97,290.12,43,31.9341,38.2505,215000
-1908.6962890625,44,1013.05,1013.36,44,39.4589,43.8023,220000
-1936.721923828125,45,993.74,994.19,45,34.5287,32.9964,225000
-1633.77490234375,46,753.17,746.14,46,34.9848,43.8904,230000
-2051.127197265625,47,1033.37,1033.33,47,35.5342,36.1542,235000
-1563.43017578125,48,637.13,573.97,48,33.6413,45.5824,240000
-2185.405517578125,49,1019.68,1018.94,49,36.5092,37.2328,245000
-2223.06982421875,50,1016.41,1016.91,50,39.2266,30.1403,250000
-2294.330078125,51,1020.15,1019.68,51,38.1105,36.2355,255000
-2279.868408203125,52,1018.32,1019.74,52,36.8567,21.3922,260000
-2400.82421875,53,969.44,969.63,53,37.2043,51.1237,265000
-2431.37646484375,54,989.89,989.92,54,38.6647,32.916,270000
-2182.900146484375,55,1005.92,1004.63,55,35.7273,23.057,275000
-2222.538818359375,56,1044.9,882.29,56,35.4179,32.4177,280000
-2547.176513671875,57,983.06,983.25,57,39.5441,44.2358,285000
-2538.215087890625,58,1026.68,1026.76,58,37.4981,37.3307,290000
-2708.1064453125,59,978.2,979.93,59,39.0303,34.8342,295000
-2708.640380859375,60,1032.82,1034.08,60,35.4502,37.1832,300000
-2695.462890625,61,1027.7,1029.55,61,36.6,28.476,305000
-2856.1171875,62,1012.38,1013.24,62,37.2195,30.1649,310000
-2877.460205078125,63,1008.93,1009.82,63,38.0305,32.4553,315000
-2803.334716796875,64,85.64,78.65,64,33.1937,50.0608,320000
-2866.53271484375,65,337.58,331.24,65,36.5409,33.1812,325000
-2265.5234375,66,388.11,400.78,66,35.1979,45.5471,330000
-3046.798828125,67,1030.28,1030.79,67,34.8317,29.146,335000
-2537.042724609375,68,546.73,560.73,68,33.6632,30.9368,340000
-3236.6689453125,69,979.55,986.86,69,37.845,45.2976,345000
-3140.501953125,70,1010.73,1013.87,70,38.305,26.8791,350000
-3348.4189453125,71,344.45,317.68,71,37.281,52.9209,355000
-3272.27001953125,72,1010.19,1003.19,72,36.5306,36.1308,360000
-2685.23095703125,73,311.26,305.17,73,31.4988,48.9056,365000
-3301.97705078125,74,1034.16,1033.38,74,34.5154,32.1458,370000
-2937.85888671875,75,684.95,690.5,75,30.9829,23.6922,375000
-2883.7939453125,76,653.79,871.37,76,31.4105,20.2664,380000
-3665.81298828125,77,976.29,934.57,77,38.8327,43.5958,385000
-3671.892578125,78,140.85,134.29,78,37.9125,43.4071,390000
-3656.945556640625,79,749.89,647.8,79,37.9617,42.5342,395000
-3743.223388671875,80,1001.11,998.84,80,36.8368,31.7157,400000
-3792.361572265625,81,972.85,972.21,81,37.8661,45.3056,405000
-3646.188720703125,82,754.35,777.53,82,32.7635,37.6322,410000
-3195.435302734375,83,295.46,331.37,83,31.5569,37.6431,415000
-3196.649658203125,84,193.09,194.14,84,31.8999,50.05,420000
-3835.85009765625,85,1038.94,1039.84,85,38.1956,32.2148,425000
-3947.72314453125,86,153.73,152.88,86,38.8574,30.9148,430000
-4021.950927734375,87,1017.67,1017.55,87,38.2299,41.7114,435000
-3653.287353515625,88,86.06,84.47,88,32.6586,78.1694,440000
-4037.724609375,89,530.92,533.82,89,34.5653,32.7364,445000
-4236.4150390625,90,1005.54,1005.06,90,38.1764,39.9117,450000
-4223.94287109375,91,1022.68,1022.05,91,38.0475,33.2667,455000
-4344.05419921875,92,1042.88,1048.51,92,36.1587,27.9229,460000
-4294.25390625,93,1012.66,909.31,93,37.835,26.0539,465000
-4453.9755859375,94,992.19,894.23,94,37.138,36.6104,470000
-4548.34033203125,95,986.18,980.14,95,39.479,41.5519,475000
-3949.426025390625,96,343.46,344.85,96,34.8793,54.8031,480000
-3869.37548828125,97,462.05,484.42,97,33.2904,50.6543,485000
-3830.335205078125,98,351.04,340.99,98,34.5576,51.9243,490000
-4530.6669921875,99,417.82,398.88,99,37.3758,35.9873,495000
-4798.30810546875,100,981.8,981.9,100,39.287,38.0369,500000
-4805.91943359375,101,979.97,976.29,101,39.4778,34.8942,505000
-3669.042236328125,102,83.93,88.68,102,34.9371,27.8362,510000
-4864.90185546875,103,988.07,987.69,103,38.414,32.5353,515000
-4454.93701171875,104,264.15,264.68,104,32.3915,40.0767,520000
-4154.7080078125,105,214.18,191.06,105,35.2041,20.9748,525000
-5164.3798828125,106,48.43,43.26,106,36.7675,32.1122,530000
-4748.888671875,107,964.64,922.1,107,35.9666,25.1585,535000
-4190.26708984375,108,99.18,98.23,108,33.1196,56.6467,540000
-4527.587890625,109,58.15,63.27,109,32.8401,33.3445,545000
-5481.251953125,110,979.6,979.07,110,38.3884,45.8919,550000
-5431.61572265625,111,999.42,999.21,111,38.7407,41.7988,555000
-3313.0537109375,112,217.45,195.52,112,32.2234,17.0846,560000
-3864.8330078125,113,133.3,134.64,113,30.1857,18.7261,565000
-5530.61328125,114,1003.65,1004.15,114,37.5979,51.3358,570000
-5586.9345703125,115,998.61,999.14,115,37.9543,31.8056,575000
-5486.96044921875,116,1001.56,999.3,116,36.743,38.3621,580000
-4357.0673828125,117,117.22,70.48,117,34.5179,174.7877,585000
-4446.33251953125,118,57.58,56.08,118,35.211,44.5779,590000
-5911.52783203125,119,971.48,971.17,119,38.7116,56.6243,595000
-4318.46630859375,120,96.95,96.75,120,33.7904,72.0116,600000
-6019.7578125,121,998.84,998.86,121,38.4816,52.2381,605000
-5847.26904296875,122,1007.68,1007.28,122,38.2668,31.0558,610000
-6151.40966796875,123,970.64,970.17,123,38.7082,55.3621,615000
-6127.142578125,124,989.1,988.98,124,38.5084,51.907,620000
-6171.51318359375,125,978.62,978.99,125,39.0999,38.2151,625000
-6271.064453125,126,1002.0,1001.82,126,39.8611,47.9944,630000
-6043.2373046875,127,1044.32,1044.56,127,34.4096,36.9095,635000
-6286.37548828125,128,328.01,329.93,128,37.0105,36.0313,640000
-6290.796875,129,985.8,986.27,129,39.6211,37.5576,645000
-6551.1435546875,130,999.46,1004.86,130,40.7866,57.6519,650000
-6618.56982421875,131,1019.13,1018.13,131,40.2927,36.4651,655000
-4953.744140625,132,296.98,249.64,132,33.4111,25.1156,660000
-6813.64990234375,133,975.68,975.54,133,37.152,52.3847,665000
-6699.11279296875,134,172.69,172.08,134,39.2183,58.912,670000
-5849.17919921875,135,563.12,580.81,135,33.8582,20.2936,675000
-6669.0859375,136,1048.56,1048.92,136,38.6569,35.1437,680000
-5216.76611328125,137,158.56,161.02,137,31.6728,18.6135,685000
-6844.23046875,138,1050.88,1050.32,138,36.3165,37.7259,690000
-6863.24951171875,139,1052.14,1052.48,139,35.8192,36.5537,695000
-6900.732421875,140,1050.58,1051.58,140,36.2986,34.5498,700000
-6867.87841796875,141,1052.25,1054.01,141,37.3777,33.1891,705000
-7025.15966796875,142,1004.59,1005.68,142,37.5318,28.1908,710000
-7135.12646484375,143,1001.96,1002.07,143,37.7454,48.1273,715000
-6682.27587890625,144,494.6,463.48,144,35.132,48.5853,720000
-7350.26123046875,145,790.31,605.14,145,33.1397,80.8847,725000
-7430.23388671875,146,1007.37,1005.77,146,38.9594,41.1736,730000
-7675.41552734375,147,990.86,990.83,147,38.2728,46.9467,735000
-7633.76904296875,148,1007.52,1007.0,148,38.4774,36.393,740000
-7718.70556640625,149,990.84,991.09,149,38.8375,41.1232,745000
-7885.12451171875,150,1027.31,993.48,150,36.4518,33.4782,750000
-6858.208984375,151,123.91,125.34,151,32.7868,34.3303,755000
-7854.8720703125,152,1022.59,1022.85,152,40.3935,37.2792,760000
-7959.08740234375,153,1021.32,1021.28,153,40.5662,43.1139,765000
-8066.22607421875,154,1011.74,1011.72,154,39.5985,50.648,770000
-8059.4716796875,155,1014.31,1015.18,155,40.4167,29.5964,775000
-8164.00244140625,156,1008.04,1008.45,156,40.2104,29.1181,780000
-8126.79296875,157,1033.53,1033.66,157,38.972,36.3649,785000
-8217.2392578125,158,1032.77,1022.63,158,39.2329,34.0207,790000
-8046.419921875,159,982.91,1041.8,159,34.4619,27.1311,795000
-8547.314453125,160,972.38,971.84,160,39.6989,51.1863,800000
-8645.142578125,161,157.01,157.08,161,37.5632,38.9195,805000
