Running Env Steps,Running Forward KL,Running Reverse KL,Reward Loss,Real Det Return,Real Sto Return,Running Update Time,Itration
315000,25.6212,30.1817,-1582.5362548828125,958.06,901.83,63,63
320000,25.4046,19.3983,-1106.824951171875,2871.94,1617.6,64,64
325000,25.1144,22.2105,-1460.232421875,2993.21,1065.02,65,65
330000,24.7177,14.1437,-544.1902465820312,2931.85,2916.08,66,66
335000,26.5047,15.6745,-554.4288330078125,3107.82,2954.37,67,67
340000,22.1983,12.856,-560.4915161132812,2982.64,2526.31,68,68
345000,23.339,12.6578,-524.8355102539062,3007.88,2865.48,69,69
350000,26.1361,13.4982,-788.4669189453125,2757.18,2610.09,70,70
355000,24.8252,14.7028,-1024.34765625,3019.24,2549.1,71,71
360000,24.0933,13.8485,-528.2172241210938,3061.31,2983.91,72,72
365000,25.0308,15.0195,-1053.36865234375,3124.81,1805.1,73,73
370000,24.8262,13.723,-769.621826171875,2999.21,2934.19,74,74
375000,22.797,11.2028,-682.72216796875,2881.37,2566.18,75,75
380000,22.7295,13.2927,-576.4515991210938,3014.39,2668.39,76,76
385000,24.5034,13.796,-613.2669677734375,2802.08,1020.54,77,77
390000,26.4862,15.6377,-795.5113525390625,2784.24,2659.16,78,78
395000,23.1623,13.6451,-607.63232421875,3168.35,2991.06,79,79
400000,23.0799,12.8935,-659.9303588867188,2939.5,2842.07,80,80
405000,23.8538,14.2105,-788.096435546875,2944.09,1524.67,81,81
410000,23.7206,14.714,-786.4251708984375,2940.27,2988.84,82,82
415000,24.4968,14.8043,-876.7183837890625,3088.92,2777.33,83,83
420000,23.1356,13.4765,-666.5700073242188,3010.27,2919.9,84,84
425000,22.287,22.1251,-1287.8521728515625,3064.39,2297.56,85,85
430000,21.5497,13.6138,-746.7667236328125,3142.68,3001.17,86,86
435000,25.1877,15.822,-788.9716796875,3213.88,2987.73,87,87
440000,22.6673,14.1586,-727.0427856445312,3178.14,3150.08,88,88
445000,21.8711,12.4472,-732.5328369140625,3197.98,3008.83,89,89
450000,24.3347,15.9314,-899.3720703125,3073.81,2683.54,90,90
455000,23.9709,15.1028,-758.6721801757812,773.04,816.48,91,91
460000,24.6078,15.265,-924.525146484375,2953.1,2950.5,92,92
465000,21.75,13.9853,-700.9624633789062,3155.14,2789.96,93,93
470000,22.4896,13.3438,-720.4603881835938,3230.87,3213.74,94,94
475000,23.7656,15.0599,-931.0822143554688,3066.2,3105.5,95,95
480000,23.6597,15.0266,-830.3141479492188,3192.84,3131.08,96,96
485000,25.054,16.1788,-1138.77783203125,2971.31,2301.84,97,97
490000,23.2788,14.3586,-706.542236328125,3146.89,3150.03,98,98
495000,23.1175,13.9755,-769.4346313476562,3177.29,1444.13,99,99
500000,23.9389,15.1035,-1121.309326171875,3232.96,3047.38,100,100
505000,23.3131,14.1656,-975.2998046875,2906.68,2888.96,101,101
510000,24.3189,16.5612,-1026.5946044921875,3362.97,3090.48,102,102
515000,23.6213,14.9987,-914.760009765625,3315.07,3310.92,103,103
520000,21.9345,13.1451,-976.1566772460938,3274.46,3066.35,104,104
525000,22.5594,18.9158,-1513.8087158203125,3271.04,2122.48,105,105
530000,22.5911,12.3036,-907.9366455078125,3235.44,2827.93,106,106
535000,21.0414,11.3366,-862.1566162109375,3169.07,1517.16,107,107
540000,22.7445,14.1649,-943.242431640625,3302.7,3104.85,108,108
545000,23.1066,17.0785,-1443.8582763671875,3085.63,2344.19,109,109
550000,22.239,18.2921,-1545.9151611328125,2818.72,2073.81,110,110
555000,25.1902,16.2998,-1030.516845703125,3329.22,3067.34,111,111
560000,23.3878,15.5657,-985.817138671875,3302.54,3286.54,112,112
565000,22.9217,14.7624,-1011.2310180664062,3272.14,3212.32,113,113
570000,22.4865,15.2766,-901.0300903320312,3317.86,3160.06,114,114
575000,24.557,15.7267,-1132.7939453125,3345.43,1708.86,115,115
580000,23.7276,16.1273,-982.6785278320312,3368.67,3345.32,116,116
585000,21.4337,11.9974,-900.7146606445312,3338.37,3208.65,117,117
590000,23.9558,13.6367,-904.062744140625,3324.17,3068.0,118,118
595000,23.343,15.7396,-1035.45166015625,3409.39,2256.11,119,119
600000,24.4779,16.336,-938.7120971679688,3350.0,3332.13,120,120
605000,22.6122,14.9938,-962.7298583984375,3349.8,3178.86,121,121
610000,22.3062,14.2726,-1068.072998046875,3363.98,3137.38,122,122
615000,25.0164,17.0634,-1136.961669921875,3336.31,679.49,123,123
620000,22.2441,14.9115,-978.636474609375,3404.34,3357.08,124,124
625000,22.003,13.6101,-1104.897216796875,3292.45,3284.64,125,125
630000,23.1229,17.254,-1790.8712158203125,3404.22,2116.5,126,126
635000,22.7568,15.7145,-1579.0535888671875,1357.93,1863.64,127,127
640000,23.1622,15.6276,-1232.5440673828125,3298.4,3261.0,128,128
645000,22.495,14.0543,-1006.1832275390625,3375.58,3327.32,129,129
650000,21.8746,14.8281,-1055.9298095703125,3047.28,2098.83,130,130
655000,23.9168,16.8845,-1468.716064453125,3363.93,3317.48,131,131
660000,22.7768,14.7768,-1027.515380859375,3360.51,3218.75,132,132
665000,22.4072,14.1696,-1114.629150390625,3336.59,3292.39,133,133
670000,23.0262,15.5,-1082.365234375,3347.33,3278.76,134,134
675000,23.0574,16.8953,-1800.281982421875,3194.34,2119.39,135,135
680000,24.2954,16.8825,-1052.57373046875,3346.88,3322.26,136,136
685000,21.5086,14.9311,-1197.0,3438.35,2147.25,137,137
690000,22.0843,15.0444,-1452.64404296875,3348.3,3308.31,138,138
695000,22.6798,14.8369,-1889.197998046875,3456.76,1905.16,139,139
700000,26.8105,17.9869,-2531.289306640625,3429.85,1786.16,140,140
705000,22.3437,13.9679,-1569.5367431640625,3426.8,2840.08,141,141
710000,23.6254,14.4377,-1191.7137451171875,3374.11,2518.22,142,142
715000,20.7395,12.8704,-888.2662353515625,3419.51,3138.96,143,143
720000,23.9667,15.2623,-1309.1522216796875,3357.76,3372.22,144,144
725000,23.1866,15.7359,-1298.2376708984375,3367.6,3214.13,145,145
730000,19.4842,11.6875,-1125.063232421875,649.71,945.12,146,146
735000,20.8408,11.9554,-1530.9605712890625,3397.66,1330.42,147,147
740000,20.8661,13.9114,-1772.76220703125,3405.11,2923.73,148,148
745000,21.9365,13.9366,-2037.5548095703125,3334.95,1159.86,149,149
750000,20.5105,13.0263,-1190.7852783203125,691.65,749.27,150,150
755000,22.022,14.1524,-2186.519287109375,3463.06,2435.75,151,151
760000,21.7167,14.8912,-1254.5030517578125,3411.64,3076.63,152,152
765000,19.8211,13.3918,-1372.260986328125,3399.93,2787.12,153,153
770000,20.4867,13.9045,-1113.8636474609375,3416.4,3331.19,154,154
775000,19.1321,12.6045,-1583.0694580078125,3406.27,2444.84,155,155
780000,25.0291,25.7922,-2801.903564453125,2635.49,1123.1,156,156
785000,21.2932,13.8367,-2115.131103515625,1084.18,1448.79,157,157
790000,20.3464,12.444,-1306.196044921875,3416.16,2576.33,158,158
795000,21.4201,12.6095,-1770.4520263671875,3371.6,2039.89,159,159
800000,20.1319,14.5515,-1669.5150146484375,3473.3,1966.15,160,160
805000,20.4562,13.9304,-1068.842041015625,3446.29,2698.32,161,161
810000,18.432,11.6675,-855.0236206054688,3395.02,3367.4,162,162
815000,20.6534,20.8154,-2325.4228515625,3068.91,1433.88,163,163
820000,19.5778,14.4692,-1748.61328125,3371.49,2344.08,164,164
825000,22.3342,13.6978,-1622.2742919921875,3236.0,3200.8,165,165
830000,22.7933,15.4706,-1407.10009765625,3456.22,2967.66,166,166
835000,20.9635,13.5148,-1299.9376220703125,3413.82,3209.66,167,167
840000,19.4448,11.8052,-1289.614501953125,3360.18,2743.92,168,168
845000,21.9606,16.8468,-3955.280517578125,1037.7,876.61,169,169
850000,21.365,15.425,-1728.6258544921875,3457.87,2866.73,170,170
855000,19.9761,12.6031,-1730.7642822265625,3294.28,3037.26,171,171
860000,21.6619,18.1981,-4009.77734375,3506.65,1362.63,172,172
865000,19.3395,12.6811,-1958.7535400390625,3387.79,2593.11,173,173
870000,20.8423,15.3823,-1642.3514404296875,3400.59,3220.1,174,174
875000,22.4942,46.3647,-2927.929931640625,2131.14,1386.29,175,175
880000,19.666,16.7588,-1437.2449951171875,3468.56,3192.23,176,176
885000,20.9442,32.2674,-3149.549560546875,2690.3,2321.4,177,177
890000,20.4498,25.7863,-2519.486083984375,3366.44,2553.14,178,178
895000,19.9702,11.7316,-1017.550048828125,3510.32,2892.29,179,179
900000,18.5749,19.8114,-1634.3521728515625,3469.78,1512.17,180,180
905000,20.0613,19.0077,-2367.288330078125,3297.68,2583.17,181,181
910000,21.1488,38.3384,-3145.0830078125,3308.47,1913.71,182,182
915000,20.8942,14.3744,-1102.14794921875,3434.18,3415.94,183,183
920000,23.5576,22.066,-2377.14111328125,3361.26,2212.79,184,184
925000,21.7612,13.8772,-1439.4725341796875,3345.41,3129.11,185,185
930000,21.2919,13.6642,-1430.20068359375,3444.8,3427.42,186,186
935000,20.4539,13.5032,-1582.94091796875,3542.59,3384.61,187,187
940000,20.2678,21.1065,-2717.245361328125,3399.78,2885.21,188,188
945000,21.0372,13.1344,-2468.39892578125,2993.67,2778.84,189,189
950000,21.103,13.5177,-2788.534423828125,3391.24,1997.74,190,190
955000,20.2862,13.2439,-1526.084228515625,3442.73,3344.27,191,191
960000,20.7541,12.8925,-1889.54052734375,3337.73,3342.9,192,192
965000,21.1969,13.0174,-3000.81005859375,3047.58,2284.35,193,193
970000,21.1617,13.2066,-3194.95458984375,3301.35,1880.38,194,194
975000,20.8592,14.0603,-3114.908447265625,3335.31,1602.72,195,195
980000,21.6146,14.721,-1418.480224609375,3420.19,3328.09,196,196
985000,20.278,13.1006,-1493.3819580078125,3465.25,3414.78,197,197
990000,21.5137,17.7394,-2913.812255859375,3382.24,1559.14,198,198
995000,21.4646,13.7544,-1500.94775390625,3443.73,3406.97,199,199
