Real Sto Return,Real Det Return,Running Reverse KL,Itration,Running Forward KL
575.88,410.0,12.8051,0,48.7324
321.29,419.12,13.3898,1,49.4381
220.05,213.09,28.3494,2,50.1003
367.08,374.54,39.5823,3,50.0063
371.43,328.21,34.0333,4,49.318
429.03,415.83,13.371,5,48.5331
454.82,261.23,14.4104,6,48.2249
572.11,635.48,15.0309,7,47.8859
721.99,809.94,19.9648,8,47.7571
652.83,810.09,13.7208,9,48.6153
806.57,884.45,21.7657,10,47.6148
823.32,748.65,27.1321,11,47.1133
926.27,1222.44,14.0122,12,47.4195
809.54,840.78,18.3203,13,48.0906
808.7,882.68,15.8783,14,46.7986
654.23,813.14,35.9784,15,48.0842
959.15,1238.23,34.5879,16,48.0329
1006.13,851.15,13.9312,17,46.1823
785.4,880.33,22.1088,18,46.7021
908.24,913.03,16.935,19,46.788
1135.97,1307.77,13.9071,20,46.1737
1355.84,1275.98,18.3221,21,46.5127
1227.95,904.55,14.7053,22,46.1223
1510.1,1520.23,16.3917,23,45.8303
1103.63,1884.7,12.8151,24,46.2739
1606.51,2121.17,18.2566,25,45.4861
1992.51,2963.8,15.374,26,45.7717
1411.05,1520.33,13.4688,27,46.421
1354.45,2444.2,15.4031,28,46.4573
2012.07,2545.8,19.0984,29,45.9314
2111.21,2052.38,26.2623,30,46.2611
2329.63,2654.54,17.0282,31,45.6755
2176.45,2563.85,15.8945,32,45.4408
1904.85,2232.55,17.2875,33,45.5481
3031.3,2818.63,17.6139,34,45.4048
3088.04,3394.71,18.435,35,45.1173
2884.29,3051.45,17.8392,36,45.2513
3144.11,3307.78,18.0492,37,45.4849
2922.56,3433.57,18.4164,38,44.7945
3210.87,3374.57,18.0174,39,45.4896
2996.52,3433.55,19.1229,40,45.3671
3330.45,3276.41,19.1932,41,45.2673
3173.05,3438.5,20.0448,42,45.1299
2997.34,3561.88,20.9832,43,45.0032
3026.56,3521.71,19.7053,44,44.9409
3491.81,3629.81,21.8508,45,45.2372
3463.2,3558.88,20.3298,46,45.2192
3344.36,3431.24,17.9994,47,44.5056
3219.94,3603.31,19.0356,48,44.3372
3153.34,3500.49,16.9381,49,44.5657
3480.05,3571.98,19.8823,50,45.2051
3474.41,3487.04,19.0778,51,44.9875
3539.67,3593.41,19.9882,52,44.8634
3552.66,3616.65,20.7102,53,44.556
3506.72,3588.22,19.9704,54,44.5995
3484.41,3543.0,21.4133,55,45.0106
3222.05,3667.36,18.3386,56,44.7028
3534.08,3677.01,19.54,57,44.8797
3640.72,3678.53,19.6056,58,44.9298
3664.05,3716.48,19.7396,59,44.6484
3691.16,3749.03,20.6309,60,44.4281
3659.54,3762.65,20.8322,61,44.6403
3585.45,3819.95,20.0634,62,44.1182
3757.95,3804.88,22.2403,63,44.8407
3497.8,3749.22,18.734,64,44.725
3766.97,3848.83,19.697,65,43.764
3772.95,3848.19,22.5992,66,44.5459
3470.72,3866.98,18.6461,67,43.7831
3673.6,3926.86,20.8968,68,44.4052
3786.76,3953.88,18.9841,69,44.4351
3972.81,4045.62,22.1659,70,43.7628
3776.32,3913.78,22.2738,71,44.7332
3935.42,4065.87,20.4812,72,44.1443
3782.15,4027.41,20.643,73,44.3798
3461.75,3931.56,19.6,74,43.9878
3958.29,4181.99,20.8632,75,43.4525
2269.93,1522.89,18.3005,76,43.5882
4048.88,4143.61,23.9921,77,44.2419
4059.34,4138.64,23.2512,78,43.6821
3520.57,4102.06,20.2717,79,43.9377
3733.2,3969.69,22.6736,80,44.6839
3939.51,4089.11,22.3395,81,44.1011
3983.37,4075.73,23.8406,82,44.1659
3866.56,4011.06,20.2471,83,43.6687
3960.99,4009.1,23.656,84,44.3771
3859.69,4139.87,21.5646,85,44.4545
3973.77,4055.42,21.5884,86,44.0622
4014.54,4109.7,24.2231,87,44.8044
4047.73,4160.44,22.7191,88,43.9905
3878.66,4235.16,21.0053,89,43.6439
3830.16,4127.87,22.0979,90,43.8146
3763.65,4093.58,21.1536,91,44.2863
4133.61,4201.73,20.8123,92,43.6492
3474.7,4180.01,18.5366,93,43.8179
3550.35,4343.43,20.8401,94,44.2136
4126.92,4213.63,21.9872,95,43.5618
3996.4,4030.15,19.974,96,43.4219
4080.64,4128.71,24.1033,97,44.2363
4088.04,4133.02,20.6144,98,43.163
4089.31,4171.41,19.865,99,43.0143
4180.49,4283.13,23.4155,100,44.4006
4106.53,4201.84,23.5337,101,43.7389
4193.69,4395.49,22.6492,102,43.7894
4135.91,4177.66,19.9741,103,43.4139
4119.95,4295.43,21.7539,104,44.0359
4063.87,4275.86,20.6951,105,43.5962
4086.26,4251.92,20.6052,106,43.2624
3874.91,4205.13,21.7494,107,44.1011
4085.99,4271.32,20.6399,108,43.4792
4103.2,4191.09,20.5134,109,43.7608
4045.71,4161.0,21.9682,110,44.0984
4156.82,4397.14,21.147,111,43.8386
4079.53,4197.42,22.1665,112,43.9632
4043.56,4236.59,20.5166,113,43.4915
4220.83,4342.97,19.7346,114,43.3431
4012.55,4125.58,20.3949,115,43.6435
4153.3,4317.06,20.6552,116,43.2068
3545.94,3867.12,16.5747,117,43.4573
4189.06,4281.61,21.9271,118,43.178
4106.25,4151.03,21.276,119,43.5546
4101.21,4175.31,21.5425,120,43.4063
4228.57,4314.11,21.6579,121,43.0874
4126.58,4259.04,21.2211,122,43.2987
3998.59,4104.25,18.8469,123,43.1688
4039.75,4212.16,20.1473,124,43.4632
4104.22,4265.65,23.2171,125,44.7327
4178.91,4292.73,19.0041,126,42.9579
4181.78,4234.22,21.7558,127,43.5002
3994.06,4249.25,20.1691,128,43.7794
4035.97,4193.24,20.4345,129,43.0151
4203.68,4352.11,22.9514,130,43.8149
4127.23,4241.95,20.4267,131,43.3141
4156.0,4244.65,22.2008,132,44.0596
4147.4,4271.54,19.3828,133,42.8504
4129.63,4244.33,20.5805,134,43.087
4199.95,4341.61,22.7501,135,43.3153
4141.9,4320.85,21.6704,136,43.1677
4191.58,4345.37,21.868,137,43.5058
4138.02,4276.89,18.5422,138,42.6709
4133.85,4277.9,21.1391,139,43.2653
4050.74,4194.8,20.2986,140,42.9069
4134.63,4193.28,19.4179,141,42.9257
4111.35,4205.58,21.7033,142,43.1957
4088.76,4198.82,19.8657,143,43.0551
4155.78,4256.53,19.1278,144,43.0116
4020.9,4090.94,19.7418,145,43.054
4239.14,4336.7,20.9595,146,43.2228
4177.29,4277.38,20.4342,147,43.1065
3991.97,4143.74,18.2687,148,42.2501
4163.05,4259.56,18.9137,149,42.8376
4191.01,4309.58,20.211,150,43.3153
4175.45,4219.73,19.4862,151,42.8292
4085.06,4292.8,19.5165,152,43.1419
4150.4,4223.33,21.2522,153,42.826
4222.04,4302.38,20.0891,154,42.7724
4067.21,4289.28,21.7203,155,43.0977
4123.89,4247.39,20.1239,156,42.9486
4227.03,4279.58,20.1437,157,43.0857
4187.33,4261.92,19.9154,158,42.6749
4156.83,4279.49,19.3428,159,42.5901
4211.62,4355.99,19.5307,160,42.0547
4140.06,4228.38,19.5149,161,42.801
4164.91,4274.45,20.5273,162,43.0744
4194.81,4285.71,21.1112,163,43.218
4148.68,4363.83,19.2185,164,42.4219
4152.08,4252.75,20.6959,165,43.4467
4220.32,4306.32,20.2475,166,43.2584
4194.81,4279.42,18.7606,167,42.6706
4206.82,4275.75,20.0733,168,43.457
4102.87,4185.42,19.7762,169,42.9917
4260.15,4288.67,21.1535,170,42.7181
4148.43,4227.57,19.4709,171,42.6347
4250.15,4340.48,19.8989,172,42.7151
4172.57,4205.69,20.1639,173,42.8154
4256.36,4293.14,20.0051,174,42.8474
4185.19,4257.01,20.1643,175,42.6625
4201.29,4305.79,21.0793,176,43.1583
4174.49,4284.11,19.5691,177,42.8266
4180.18,4361.87,18.8155,178,42.3839
4205.21,4324.44,19.7373,179,42.3728
4239.32,4370.55,21.1603,180,43.2213
4136.42,4280.73,20.2581,181,43.0201
4231.68,4335.65,19.6427,182,42.3837
4208.46,4338.01,18.7979,183,42.3266
4255.31,4329.63,21.4021,184,42.3229
4081.27,4173.3,19.4557,185,42.7888
4186.2,4333.5,21.3192,186,43.0833
4261.16,4334.89,19.9907,187,43.0374
4225.95,4364.52,19.8297,188,42.7913
4189.83,4284.69,19.6213,189,43.2617
4281.4,4424.71,20.3602,190,41.9664
4260.53,4344.27,21.525,191,42.8395
4260.7,4383.6,21.0184,192,42.9813
4328.85,4398.48,20.6252,193,42.9348
4166.34,4285.9,18.4753,194,42.2023
4205.29,4388.92,20.5021,195,42.833
4179.37,4289.55,20.148,196,42.8439
4295.36,4353.18,20.3746,197,42.7903
4189.62,4259.99,19.4175,198,42.7265
4160.72,4216.9,20.3324,199,42.2887
4241.57,4386.63,19.3885,200,42.8239
4258.83,4398.34,18.1454,201,42.3958
4276.02,4387.49,19.4991,202,42.5802
4260.21,4361.83,19.5293,203,42.7533
4261.92,4370.7,19.4474,204,42.8047
4265.67,4379.3,18.8614,205,42.1313
4255.88,4368.13,18.8602,206,42.5346
4304.9,4384.83,19.0129,207,42.1123
4250.54,4353.61,19.3752,208,42.2691
4281.09,4375.96,19.8278,209,42.466
4221.98,4299.79,18.2129,210,42.528
4254.75,4370.68,19.4809,211,42.9244
4234.08,4362.34,19.6778,212,43.0257
3942.96,4403.88,19.9962,213,43.0417
4258.23,4355.93,18.9388,214,42.8907
4234.0,4375.68,18.7293,215,42.2322
4192.04,4375.72,19.325,216,42.5517
4208.47,4372.94,19.4281,217,42.8517
4189.68,4412.16,18.6007,218,42.3183
4175.94,4400.61,18.9813,219,42.7431
4103.08,4352.13,19.1357,220,42.3974
4215.07,4339.97,18.396,221,42.4978
4277.3,4354.34,19.0956,222,42.1395
4160.35,4340.6,19.4875,223,42.6788
4179.67,4319.51,18.5138,224,42.295
4104.44,4301.45,19.923,225,43.0776
4055.82,4299.25,20.0349,226,43.59
4220.38,4285.07,19.2362,227,42.7717
4210.9,4360.46,18.4358,228,42.2327
4139.44,4295.37,18.9886,229,42.5977
4158.56,4303.62,18.4168,230,42.1417
3995.44,4261.88,19.2277,231,42.8078
4006.33,4174.37,18.8456,232,42.9849
3950.71,4073.94,19.5476,233,42.6106
4033.6,4186.77,19.6181,234,42.9319
4146.65,4286.79,19.6355,235,42.4965
4080.72,4228.69,19.2298,236,42.7189
4110.34,4239.04,18.8118,237,42.5582
4085.66,4211.62,20.3318,238,43.0103
4101.78,4226.27,19.6204,239,43.0147
4027.65,4183.77,19.7616,240,42.8197
4126.76,4206.19,19.0857,241,42.5185
4122.1,4336.37,18.3535,242,42.5978
4036.3,4213.41,18.4221,243,42.6198
4008.24,4297.35,19.7351,244,42.6624
3953.07,4193.46,17.7496,245,42.2327
4152.05,4235.3,17.8272,246,41.9943
4227.6,4375.34,19.7295,247,42.455
4223.06,4396.53,19.5429,248,41.8521
3587.11,4289.82,17.5396,249,42.4209
4028.41,4277.64,20.9406,250,43.0614
4232.43,4402.52,19.4327,251,42.3729
4218.57,4397.27,18.881,252,42.3943
4242.11,4322.88,19.6154,253,42.3734
