Real Sto Return,Real Det Return,Running Reverse KL,Itration,Running Forward KL
4211.5,4378.99,19.0279,254,42.4543
4213.16,4361.73,19.2373,255,42.445
4171.94,4301.93,18.2487,256,42.3947
4227.91,4344.1,18.8555,257,42.2263
4179.54,4287.78,19.1601,258,42.3583
3589.67,3999.8,18.2607,259,42.4496
4120.67,4164.17,19.3112,260,43.1641
4175.55,4335.21,18.6597,261,42.5067
4143.33,4319.81,18.0649,262,42.2478
4234.42,4398.87,18.696,263,41.9454
4222.04,4377.98,19.4871,264,42.0677
4194.33,4377.45,18.6954,265,41.8786
4176.3,4259.49,18.4811,266,41.958
4201.74,4290.63,18.5784,267,41.8515
4219.54,4309.23,19.4214,268,42.8311
4246.88,4353.22,19.0633,269,42.3325
4157.25,4276.66,18.7381,270,42.2186
4265.04,4338.61,18.7292,271,42.4856
4232.9,4333.38,18.6401,272,42.1442
4170.31,4397.02,18.348,273,42.2721
4206.77,4354.54,18.8642,274,42.5241
4255.01,4382.62,19.6363,275,42.6361
4147.17,4330.03,18.3471,276,42.116
4240.97,4352.72,19.4431,277,42.3482
3911.09,4313.28,16.1372,278,41.8364
4194.08,3841.99,17.9964,279,42.4179
717.74,625.46,25.2005,280,46.9903
1068.96,903.66,17.3426,281,46.8002
2916.5,3827.44,16.2656,282,44.7595
3777.06,3556.56,19.1868,283,44.2897
3621.94,4051.55,20.2645,284,43.572
4106.01,4168.57,20.7222,285,43.2385
4034.91,4132.32,17.8855,286,42.7873
4110.03,4109.57,20.8648,287,44.1779
4118.72,4157.46,20.8598,288,43.4018
4090.73,4198.28,18.224,289,43.1022
4161.04,4189.29,18.2476,290,42.7575
4003.58,4104.92,18.3989,291,42.6491
4144.45,4231.05,17.9285,292,42.4332
4070.3,4318.06,18.2149,293,42.3567
4178.4,4284.28,18.6319,294,42.5039
4195.46,4347.05,18.5133,295,42.1764
4221.44,4393.33,19.0277,296,42.3389
4208.41,4370.18,19.1365,297,42.5163
4223.53,4412.93,19.0231,298,42.4713
4076.42,4402.92,19.6281,299,42.254
4194.41,4386.37,19.3116,300,42.5936
4142.1,4325.18,20.8187,301,43.5821
3107.73,2685.84,16.6656,302,44.3121
1998.34,1684.24,15.9519,303,45.5145
2249.92,2272.64,14.8295,304,44.3674
1154.75,1167.26,43.4678,305,46.4072
3447.67,3818.35,19.1953,306,44.7968
3553.21,3644.63,21.1365,307,44.9453
3413.06,3409.31,21.2076,308,45.6083
3729.23,3845.15,22.5935,309,45.2358
1999.72,1989.9,29.8131,310,46.0792
3041.96,3210.8,28.2467,311,44.8174
2749.53,2699.41,20.5677,312,45.2067
2784.63,3577.68,24.9922,313,44.8171
2540.87,1659.26,27.815,314,44.586
3039.5,1896.27,22.6901,315,43.9618
3593.31,4180.18,19.9154,316,43.8046
3913.95,4071.36,19.1486,317,43.2181
4062.42,4118.61,19.5358,318,43.3511
3967.99,3983.61,18.8057,319,43.2767
3952.27,4007.5,18.4291,320,43.1261
3822.27,4028.87,18.9353,321,42.8708
2784.84,4063.15,18.7356,322,43.158
4001.62,3976.78,19.9134,323,43.3674
3939.13,3610.0,18.9636,324,43.651
4088.79,4131.52,17.7787,325,43.2047
3592.42,4146.65,17.6645,326,43.1102
4052.0,4118.05,18.0505,327,43.0746
3859.22,4144.6,18.2469,328,42.7928
3936.5,4164.4,18.0321,329,43.4237
4065.49,4138.1,18.8346,330,43.1747
3923.78,4087.56,18.4193,331,43.514
3981.5,4152.8,18.1779,332,42.8612
3953.1,4063.18,18.506,333,42.833
3941.62,3963.38,18.7387,334,43.2747
4001.3,4002.86,18.2457,335,42.7974
3895.93,3950.5,18.2625,336,43.266
3956.41,4074.14,18.2937,337,43.4959
4018.42,4070.2,18.2903,338,42.9731
4073.34,4042.74,19.5798,339,43.6211
4121.48,4176.15,18.6299,340,42.5491
4076.2,4106.35,18.8733,341,42.9824
3844.45,4062.52,19.6084,342,42.8629
3746.05,4118.9,19.0077,343,43.0134
3962.26,4143.29,18.712,344,42.9617
3957.91,4099.98,19.1494,345,43.1182
3981.67,4084.1,19.6564,346,43.106
3967.35,3985.11,19.8169,347,43.2938
3918.07,2659.85,20.0344,348,43.3191
3894.93,4015.15,19.772,349,43.7008
4005.14,4020.47,19.3516,350,43.4498
4097.57,4161.33,20.1765,351,43.1463
4006.64,4082.57,19.0174,352,43.0848
4098.7,4231.04,19.6754,353,42.9473
4017.64,4114.99,19.0744,354,43.1528
4118.78,4212.33,20.0648,355,43.5243
4070.15,4148.77,19.8653,356,42.8712
4131.8,4177.37,20.2918,357,43.2913
4137.7,4287.19,19.9874,358,43.2305
4111.89,4236.09,18.8588,359,42.7362
4106.51,4280.13,19.5021,360,43.2337
4187.83,4285.12,19.7712,361,42.4114
4205.59,4276.03,20.5923,362,42.7834
4146.68,4289.71,20.2468,363,42.9745
4209.09,4315.83,19.6128,364,43.0077
4193.29,4295.95,19.4843,365,42.6489
4260.16,4324.87,19.4631,366,42.772
4207.97,4283.57,20.4451,367,42.7714
4181.84,4280.09,19.7544,368,42.8662
4149.88,4190.64,19.6028,369,43.0548
4189.1,4221.05,19.3571,370,42.3487
4182.79,4232.87,19.3964,371,42.7264
4219.52,4267.81,19.2799,372,42.5892
4226.76,4307.34,19.2225,373,42.6213
4222.07,4297.32,18.767,374,42.6343
4214.1,4341.27,17.1084,375,42.7765
4201.28,4288.6,19.3081,376,42.7602
4181.28,4240.07,18.818,377,42.571
4154.42,4282.3,19.3211,378,42.6015
4193.02,4265.86,19.0799,379,42.0057
4202.97,4289.45,18.669,380,42.3719
4189.62,4257.91,18.2722,381,42.317
4149.34,4288.46,18.5159,382,42.4919
4123.56,4192.69,18.9176,383,42.549
4168.39,4256.53,19.8402,384,42.5949
4174.85,4252.82,18.7859,385,42.3778
4166.4,4305.63,19.2661,386,42.7322
4202.28,4316.59,19.1578,387,42.4991
4156.3,4265.29,19.997,388,43.1275
4190.63,4300.26,19.7182,389,43.0284
4149.51,4291.62,19.2231,390,42.7852
4131.29,4209.23,19.948,391,43.1621
4184.81,4105.27,19.4771,392,42.6834
4168.07,4285.98,18.9323,393,42.7589
4229.52,4310.39,19.124,394,42.7709
4232.02,4303.02,18.6897,395,42.6504
4195.19,4304.86,19.6748,396,42.4814
4224.77,4320.66,19.356,397,42.6558
4204.84,4344.66,19.5809,398,42.4249
4232.12,4364.98,19.0032,399,42.6676
4218.27,4308.9,18.5501,400,42.4576
4167.12,4330.68,18.8241,401,42.4159
4205.43,4310.59,19.0674,402,42.3178
4198.45,4370.41,19.1487,403,42.7152
4151.67,4330.09,18.933,404,42.601
4121.33,4333.43,19.6657,405,42.7475
4134.96,4311.94,19.9545,406,43.3251
4122.83,4282.11,19.0963,407,43.0305
4108.74,4267.09,20.0034,408,43.0764
4123.76,4294.07,19.465,409,42.5564
4154.84,4307.64,19.336,410,43.0351
4141.87,4317.21,19.2108,411,42.8971
4135.74,4199.36,19.6148,412,43.3379
4196.75,4253.95,19.4287,413,42.5906
4160.51,4189.73,19.1608,414,43.2452
4192.23,4312.25,20.0639,415,42.9803
4181.9,4272.73,18.0801,416,42.1065
4180.87,4285.14,19.1577,417,42.4601
4130.55,4227.65,18.4885,418,42.3464
4185.82,4275.94,18.3565,419,42.4742
4179.74,4228.74,18.6496,420,42.247
4148.87,4199.23,18.1908,421,42.4192
4182.18,4268.21,18.7616,422,42.7519
4216.76,4270.87,20.0511,423,42.8023
