Real Sto Return,Running Forward KL,Running Env Steps,Real Det Return,Running Reverse KL,Itration,Reward Loss,Running Update Time
9857.35,147.8643,540000,10371.92,19.3122,108,-2115.772705078125,108
9449.06,147.1743,545000,9847.31,18.9908,109,-2192.0615234375,109
9658.44,147.256,550000,10378.03,17.7545,110,-2122.223876953125,110
9763.09,147.6271,555000,10286.79,19.7025,111,-2163.257568359375,111
9758.35,147.2097,560000,10149.71,19.4446,112,-2197.72265625,112
9707.77,147.1469,565000,10255.89,18.0963,113,-2154.452392578125,113
10030.24,147.2256,570000,10517.62,18.7688,114,-2189.04443359375,114
9968.23,146.3568,575000,10279.03,19.2043,115,-2199.24365234375,115
9892.23,147.4485,580000,10323.42,19.5766,116,-2263.164306640625,116
9927.08,146.9369,585000,10317.48,19.0124,117,-2237.916015625,117
9772.09,148.11,590000,10142.59,19.2065,118,-2394.110595703125,118
10030.45,146.9615,595000,10099.55,17.1463,119,-2383.512451171875,119
9915.81,146.6752,600000,10413.26,18.339,120,-2329.26171875,120
9930.48,146.5615,605000,10320.08,18.7152,121,-2401.54541015625,121
9645.27,146.3956,610000,10301.29,19.2738,122,-2385.93603515625,122
10043.34,147.3173,615000,10305.55,19.9634,123,-2409.031494140625,123
9903.99,146.7972,620000,10268.26,17.6014,124,-2378.79931640625,124
10149.06,146.4525,625000,10471.16,19.271,125,-2412.1123046875,125
9555.98,145.9796,630000,10499.18,18.9702,126,-2350.409912109375,126
9961.04,147.2307,635000,10190.99,19.8714,127,-2498.262451171875,127
10149.08,147.1745,640000,10504.89,20.2007,128,-2525.46044921875,128
10160.53,145.9146,645000,10538.67,19.1488,129,-2451.95263671875,129
10305.65,146.0307,650000,10693.82,19.6532,130,-2477.0517578125,130
10222.58,146.7735,655000,10527.41,20.4612,131,-2517.281005859375,131
10174.85,145.6496,660000,9483.28,17.8154,132,-2555.17724609375,132
9922.0,145.4282,665000,10165.46,19.5432,133,-2523.4794921875,133
9976.47,146.8835,670000,10605.24,18.6489,134,-2660.283447265625,134
10254.11,146.4379,675000,10625.07,19.7524,135,-2573.5078125,135
10207.48,145.6559,680000,10546.83,18.902,136,-2673.940673828125,136
10227.97,144.7171,685000,10618.65,18.4212,137,-2608.718017578125,137
10316.2,145.7848,690000,10671.32,19.2162,138,-2646.902587890625,138
10291.15,146.3549,695000,10675.63,19.6809,139,-2691.134765625,139
10407.09,146.2225,700000,10736.67,19.4263,140,-2638.238037109375,140
10207.91,144.7868,705000,10776.29,18.21,141,-2640.24365234375,141
10397.02,145.7234,710000,10781.93,19.58,142,-2781.056396484375,142
10237.13,146.197,715000,10603.67,19.4308,143,-2809.638916015625,143
10442.9,145.2401,720000,10762.22,20.3658,144,-2710.44921875,144
9562.34,146.157,725000,10811.76,19.9235,145,-2691.682861328125,145
10382.8,144.5749,730000,10689.75,18.7843,146,-2757.26318359375,146
10326.14,145.5238,735000,10640.33,19.3499,147,-2731.576416015625,147
10458.11,145.8507,740000,10843.37,18.9401,148,-2874.46826171875,148
10478.79,146.6643,745000,10800.49,20.3917,149,-2836.534912109375,149
10430.67,146.4705,750000,10718.71,20.0259,150,-2989.575439453125,150
10462.74,143.8326,755000,10333.94,18.233,151,-2763.977294921875,151
10615.34,145.5039,760000,10895.11,19.4237,152,-2910.937255859375,152
10410.74,145.2293,765000,10674.18,19.3511,153,-2900.008056640625,153
10323.28,144.8961,770000,10786.86,18.1222,154,-2974.7099609375,154
10566.19,145.7193,775000,10942.33,20.2319,155,-2957.11865234375,155
10529.77,146.1568,780000,10533.87,18.7803,156,-3107.307373046875,156
10610.05,144.7434,785000,10924.72,18.587,157,-3112.021484375,157
10413.18,144.7476,790000,10098.34,18.8337,158,-2993.8388671875,158
10610.86,145.6327,795000,10884.96,19.9462,159,-3064.375732421875,159
9905.36,144.9519,800000,10675.67,17.6448,160,-3078.265380859375,160
10750.44,144.7262,805000,11038.87,19.779,161,-3026.33251953125,161
10666.27,144.2109,810000,11146.13,19.3047,162,-3137.214111328125,162
10674.93,146.0422,815000,10877.17,20.0367,163,-3175.588623046875,163
10497.27,144.3205,820000,10987.87,18.2507,164,-3257.5146484375,164
10778.59,144.1541,825000,11286.71,18.5797,165,-3162.19482421875,165
10488.99,145.9077,830000,10598.58,19.7713,166,-3310.81103515625,166
4548.69,151.5569,835000,4395.32,13.8307,167,-4220.5068359375,167
10524.82,145.2672,840000,11049.04,19.2558,168,-3231.59716796875,168
10162.92,146.1051,845000,10943.51,19.3898,169,-3293.756591796875,169
10026.89,144.4535,850000,10562.66,17.7308,170,-3293.956298828125,170
10596.18,144.6273,855000,11210.27,16.6665,171,-3341.08984375,171
10595.71,145.4797,860000,11092.56,18.4067,172,-3303.25830078125,172
10844.6,144.2742,865000,10671.15,19.0104,173,-3250.729248046875,173
10905.61,145.2892,870000,11354.36,20.102,174,-3364.75341796875,174
10194.84,144.5765,875000,10645.43,18.6347,175,-3333.46337890625,175
10682.7,147.3012,880000,11043.59,20.184,176,-3427.98291015625,176
10160.92,144.2839,885000,11155.23,17.9531,177,-3337.44970703125,177
10803.54,145.1564,890000,11388.55,18.8814,178,-3565.556884765625,178
10931.3,145.5952,895000,11401.68,19.5089,179,-3426.4814453125,179
10531.49,145.1492,900000,11466.39,19.3228,180,-3419.578857421875,180
10394.49,144.9266,905000,9803.82,17.4449,181,-3589.562744140625,181
10835.28,145.3406,910000,11309.47,18.8673,182,-3457.900146484375,182
10100.99,145.3178,915000,11138.66,18.4835,183,-3765.787109375,183
10024.2,144.8188,920000,10543.71,16.9924,184,-3747.541748046875,184
10379.1,144.0514,925000,11357.47,16.1867,185,-3859.808349609375,185
10817.77,144.7426,930000,11072.17,19.1668,186,-3463.734375,186
11041.55,144.468,935000,11491.84,19.4161,187,-3578.50830078125,187
10959.42,145.0199,940000,11439.09,19.8711,188,-3562.841796875,188
10991.16,145.5642,945000,11530.05,19.3462,189,-3626.176513671875,189
10808.6,147.3435,950000,11270.25,20.2541,190,-3777.3671875,190
11015.8,147.0999,955000,11562.87,20.2834,191,-3761.0537109375,191
11009.25,146.4194,960000,11393.36,18.7798,192,-3730.970703125,192
10818.55,146.1665,965000,11097.9,20.6434,193,-3797.910888671875,193
10910.81,145.0744,970000,11573.53,19.4627,194,-3930.85888671875,194
10963.6,147.3876,975000,11448.53,18.4796,195,-3977.08935546875,195
10593.07,145.0041,980000,11486.34,19.2846,196,-3756.0166015625,196
10740.18,144.5309,985000,11604.21,19.1494,197,-3772.728759765625,197
10698.42,144.5648,990000,11116.29,20.2716,198,-3746.864013671875,198
11096.79,144.6976,995000,11802.37,19.8072,199,-3656.072021484375,199
10791.85,144.8117,1000000,11376.29,18.4784,200,-3852.81103515625,200
10999.79,144.9213,1005000,11617.93,18.8932,201,-3834.718994140625,201
10779.05,145.7448,1010000,11602.2,19.3408,202,-3805.04833984375,202
11005.93,144.6379,1015000,11546.06,18.6076,203,-3977.11181640625,203
10786.83,144.8564,1020000,11536.43,19.2149,204,-3829.379150390625,204
11055.93,144.5107,1025000,11662.72,18.4155,205,-4094.78857421875,205
10435.26,144.8515,1030000,10894.91,18.127,206,-4063.41748046875,206
10611.9,145.0188,1035000,11519.81,19.4564,207,-3872.088134765625,207
10447.74,145.2755,1040000,11436.54,18.2336,208,-4074.1826171875,208
10898.68,144.9743,1045000,11196.71,18.8445,209,-3937.198974609375,209
10655.39,144.1529,1050000,11302.68,17.4764,210,-3919.167236328125,210
10119.14,144.4119,1055000,10514.44,16.8316,211,-4263.2392578125,211
9123.42,147.0146,1060000,9271.51,14.9343,212,-4686.70458984375,212
10414.46,146.2901,1065000,11043.9,17.8319,213,-4358.29736328125,213
10954.33,145.2927,1070000,11460.32,18.389,214,-4077.097412109375,214
10930.45,143.8427,1075000,11373.44,18.745,215,-4139.94873046875,215
10810.79,143.8845,1080000,11558.3,17.5124,216,-4214.56396484375,216
10964.84,143.6598,1085000,11509.45,18.011,217,-4117.59423828125,217
11127.54,145.3322,1090000,11620.35,19.424,218,-4106.91845703125,218
11139.61,144.4951,1095000,11392.76,17.7692,219,-4400.765625,219
11189.47,144.7182,1100000,11589.55,18.2398,220,-4188.86083984375,220
9713.11,143.7808,1105000,11347.63,15.9171,221,-4468.5849609375,221
9250.17,144.7753,1110000,10320.7,16.5452,222,-4508.57275390625,222
9911.77,144.5934,1115000,9381.59,16.32,223,-4715.9296875,223
9547.6,143.4145,1120000,9974.4,15.6611,224,-4450.720703125,224
10893.78,143.613,1125000,11363.2,17.8368,225,-4274.39306640625,225
10788.43,145.0221,1130000,11317.64,17.9797,226,-4358.62548828125,226
10697.2,144.5292,1135000,11181.48,17.6374,227,-4513.544921875,227
9576.48,145.5196,1140000,10411.71,17.1743,228,-4689.79833984375,228
9980.19,145.0601,1145000,10608.7,17.1709,229,-4818.2763671875,229
10598.66,143.982,1150000,10912.34,19.0519,230,-4389.4384765625,230
11175.87,144.8119,1155000,11569.46,18.3946,231,-4302.7724609375,231
9627.24,145.0341,1160000,10610.05,17.6455,232,-4716.85888671875,232
10211.13,143.674,1165000,10745.35,16.8969,233,-4676.8857421875,233
10481.66,143.3978,1170000,11086.23,19.0412,234,-4338.4619140625,234
9645.0,144.1929,1175000,11093.85,17.5668,235,-4622.41259765625,235
10755.15,144.1336,1180000,10876.25,17.5488,236,-4607.8388671875,236
10823.87,144.9075,1185000,11737.84,18.6795,237,-4512.93408203125,237
11197.93,144.1147,1190000,11505.15,19.9024,238,-4648.44970703125,238
11042.24,143.4895,1195000,11417.18,18.3178,239,-4509.0966796875,239
10442.64,143.8594,1200000,10966.96,16.9723,240,-4635.67822265625,240
9971.22,145.1531,1205000,9954.39,16.4254,241,-4867.00537109375,241
10036.69,143.814,1210000,10850.15,16.9792,242,-4729.56298828125,242
9384.7,145.1572,1215000,9858.96,14.9711,243,-5149.38232421875,243
11071.82,144.9034,1220000,11027.93,20.2053,244,-4708.76953125,244
10800.8,144.6076,1225000,11631.27,19.2116,245,-4706.96728515625,245
10856.83,144.6981,1230000,11190.71,18.994,246,-4779.734375,246
10927.33,145.0337,1235000,11493.58,19.0239,247,-4753.55810546875,247
11118.8,144.3386,1240000,11635.19,19.4951,248,-4694.408203125,248
11010.62,145.2084,1245000,11394.79,19.2972,249,-4851.49267578125,249
10025.65,143.6767,1250000,10752.53,17.7057,250,-4690.7607421875,250
9591.98,143.8286,1255000,10149.39,16.2579,251,-4774.337890625,251
9566.0,144.4184,1260000,10812.26,18.4453,252,-4762.55908203125,252
10405.19,144.1887,1265000,11070.55,19.5179,253,-4841.625,253
10723.3,145.1691,1270000,11255.14,19.0627,254,-4870.58740234375,254
10505.11,146.3169,1275000,10946.76,18.1006,255,-5192.560546875,255
10218.62,144.9986,1280000,10979.89,19.1758,256,-4970.197265625,256
10746.84,145.361,1285000,11383.81,18.9133,257,-5215.998046875,257
10747.07,144.8554,1290000,11578.55,18.0953,258,-5226.38037109375,258
10956.99,145.5554,1295000,11355.27,19.9218,259,-5137.70751953125,259
11049.59,144.3213,1300000,11700.1,18.9035,260,-5166.341796875,260
10885.15,144.7747,1305000,11259.31,19.2401,261,-5076.77734375,261
10748.99,144.3778,1310000,11340.43,17.0787,262,-5179.59130859375,262
11221.36,144.6622,1315000,11392.57,19.409,263,-5077.82373046875,263
11358.33,143.9906,1320000,11880.74,19.7594,264,-5050.4091796875,264
10928.95,144.5683,1325000,11610.3,18.9355,265,-5426.984375,265
11306.62,144.8683,1330000,11562.62,20.2658,266,-5189.10986328125,266
11286.91,144.9591,1335000,11905.38,20.9263,267,-5197.84375,267
11156.24,143.263,1340000,11639.75,19.3565,268,-5237.2265625,268
11687.9,144.6722,1345000,12042.82,21.4773,269,-5115.66845703125,269
10741.39,142.8982,1350000,11431.22,17.2834,270,-5324.98095703125,270
11139.62,144.0805,1355000,11835.93,17.7371,271,-5268.69873046875,271
10894.58,145.2526,1360000,11959.81,21.1368,272,-5283.2275390625,272
11316.42,144.1208,1365000,11669.78,19.612,273,-5168.8955078125,273
10525.24,142.9242,1370000,11749.95,18.1358,274,-5271.234375,274
11166.98,142.5751,1375000,11625.93,18.7565,275,-5253.703125,275
11431.86,143.1447,1380000,11863.94,18.9779,276,-5316.14453125,276
11080.67,142.1991,1385000,11710.4,18.4992,277,-5279.02392578125,277
11314.56,143.6174,1390000,11767.34,19.5775,278,-5359.466796875,278
11173.23,143.0439,1395000,11572.53,18.9162,279,-5189.20751953125,279
11044.31,143.2979,1400000,11627.22,17.8454,280,-5165.19091796875,280
11385.69,145.0907,1405000,11927.89,20.6312,281,-5582.18359375,281
11391.36,144.3932,1410000,11871.41,20.1904,282,-5419.4033203125,282
10390.85,142.5225,1415000,10694.42,17.0902,283,-5429.873046875,283
10467.46,142.8249,1420000,11075.22,17.4226,284,-5705.79443359375,284
11010.39,144.6388,1425000,11517.96,19.42,285,-5464.39453125,285
10896.46,144.0291,1430000,11102.33,18.9234,286,-5600.08642578125,286
11206.52,143.5496,1435000,11786.38,18.8369,287,-5603.55859375,287
10327.32,143.9881,1440000,11125.05,18.962,288,-5640.2119140625,288
9724.25,143.8392,1445000,9677.68,16.2909,289,-5633.8369140625,289
11121.09,144.5547,1450000,11517.34,19.7997,290,-5623.78955078125,290
11163.95,144.4707,1455000,11525.23,20.5073,291,-5536.35791015625,291
10969.36,145.198,1460000,11193.86,19.9503,292,-5685.38623046875,292
11516.88,146.1459,1465000,11952.96,20.755,293,-5586.4521484375,293
11385.52,144.3609,1470000,11718.09,20.777,294,-5718.9501953125,294
11362.64,144.3267,1475000,11625.13,19.7451,295,-5862.36669921875,295
11463.74,145.6375,1480000,11462.04,20.5778,296,-5817.625,296
10685.34,144.311,1485000,10840.53,19.1109,297,-5926.63134765625,297
11068.73,145.4147,1490000,11461.99,19.8638,298,-6020.048828125,298
10464.45,144.4078,1495000,10722.83,18.101,299,-5763.4443359375,299
10122.16,143.5343,1500000,11232.28,18.1986,300,-5929.9072265625,300
10708.47,143.2598,1505000,10809.58,17.9604,301,-5734.814453125,301
11208.28,145.2014,1510000,11659.52,19.604,302,-6037.78759765625,302
11381.56,144.6644,1515000,11798.69,20.7525,303,-5931.5234375,303
10768.44,145.4221,1520000,11643.44,20.8812,304,-6032.04248046875,304
11273.6,145.2932,1525000,11585.72,21.1259,305,-6227.677734375,305
11524.76,145.7679,1530000,11879.73,21.2447,306,-6089.10888671875,306
11081.13,144.3711,1535000,11817.9,19.6872,307,-6101.4072265625,307
11601.96,145.3059,1540000,11877.65,20.2309,308,-6075.13134765625,308
11411.79,143.8026,1545000,11882.73,20.7564,309,-5771.19921875,309
11510.79,143.6511,1550000,11812.22,20.211,310,-6006.64306640625,310
11375.5,144.8793,1555000,11752.34,20.137,311,-6176.7734375,311
11304.97,143.8384,1560000,11759.6,19.6053,312,-6078.681640625,312
10581.67,144.5111,1565000,11126.65,19.535,313,-6516.54052734375,313
11219.26,145.4026,1570000,11609.08,20.5073,314,-6393.39892578125,314
10395.85,143.6064,1575000,11348.35,19.5908,315,-6264.318359375,315
10560.54,144.2204,1580000,10540.6,17.7517,316,-6524.291015625,316
11147.71,143.9026,1585000,11458.5,19.9469,317,-6462.0234375,317
10839.06,143.2148,1590000,11063.24,18.3456,318,-6430.5107421875,318
11073.89,143.5996,1595000,11876.63,21.0635,319,-6366.33544921875,319
11527.38,146.3575,1600000,11680.23,21.6999,320,-6560.69140625,320
11526.51,146.0797,1605000,11790.42,21.8332,321,-6368.92626953125,321
11519.18,144.6102,1610000,11362.46,20.4891,322,-6067.51708984375,322
11682.05,145.0495,1615000,12037.73,21.604,323,-6314.79541015625,323
11460.22,145.8865,1620000,11744.97,21.7415,324,-6581.4345703125,324
11507.12,146.135,1625000,11973.76,21.1747,325,-6656.60009765625,325
11366.0,145.6159,1630000,11517.8,20.9385,326,-6869.14599609375,326
10989.76,146.269,1635000,11726.8,18.9102,327,-6817.4677734375,327
10330.3,144.0422,1640000,10852.76,16.6656,328,-6596.2451171875,328
11239.24,144.5473,1645000,11102.06,20.3246,329,-6518.14599609375,329
11293.5,145.6275,1650000,11769.87,20.2275,330,-6850.68994140625,330
11161.65,146.5362,1655000,11550.53,20.9012,331,-7166.04150390625,331
11356.39,146.6895,1660000,11228.22,21.7867,332,-6995.19970703125,332
11518.42,145.7999,1665000,11939.1,20.7238,333,-6871.8173828125,333
11008.57,142.8677,1670000,11532.4,19.8479,334,-5834.23291015625,334
11831.98,145.7851,1675000,12140.92,21.8074,335,-6950.2822265625,335
11817.09,147.1347,1680000,12129.82,22.9009,336,-7039.20458984375,336
11612.49,146.644,1685000,11829.59,22.9945,337,-6955.46875,337
11382.92,145.8809,1690000,11792.79,21.5594,338,-6936.31005859375,338
11854.64,146.6868,1695000,12140.53,22.1127,339,-6988.37890625,339
11889.02,146.5789,1700000,12113.82,21.9357,340,-6830.4375,340
11769.77,146.4178,1705000,12006.67,21.5831,341,-6870.05322265625,341
11798.46,145.311,1710000,12014.59,21.3897,342,-6851.9443359375,342
11652.65,145.3267,1715000,11789.82,21.1526,343,-6931.15625,343
11015.46,144.2499,1720000,11410.78,19.0242,344,-7140.65869140625,344
11580.93,145.6691,1725000,11760.68,21.4448,345,-7021.55322265625,345
11442.41,145.0484,1730000,11597.96,20.6738,346,-6969.02685546875,346
11506.09,144.527,1735000,11763.97,20.1935,347,-7283.564453125,347
11390.92,145.934,1740000,11681.75,20.9997,348,-7510.50537109375,348
11703.63,146.3853,1745000,11853.62,21.4421,349,-7235.9892578125,349
11430.2,146.8936,1750000,11671.97,21.7174,350,-7372.03857421875,350
11578.03,144.1159,1755000,11983.3,20.0986,351,-7134.64208984375,351
11709.1,144.4949,1760000,12006.85,21.0571,352,-7382.544921875,352
11210.82,144.4882,1765000,11669.19,19.8943,353,-7313.5673828125,353
11134.2,143.3244,1770000,11603.61,18.4134,354,-6835.10498046875,354
10994.65,143.7401,1775000,11432.5,19.537,355,-7268.2890625,355
11625.58,144.732,1780000,12007.57,20.721,356,-7854.45068359375,356
11719.84,144.4274,1785000,12210.39,20.7221,357,-7717.03076171875,357
11023.46,143.8444,1790000,11476.62,18.3568,358,-7303.11083984375,358
11456.3,145.5903,1795000,11945.79,20.3034,359,-7547.736328125,359
11732.17,145.4299,1800000,12076.53,21.4,360,-7715.65478515625,360
11813.33,145.2465,1805000,12279.54,21.3921,361,-7711.45361328125,361
11377.91,144.923,1810000,11691.4,20.5884,362,-7925.66455078125,362
11752.46,146.4278,1815000,12137.05,21.3596,363,-7924.234375,363
11719.44,145.5505,1820000,12111.28,20.9654,364,-7606.87841796875,364
11780.09,145.6498,1825000,12081.94,21.3993,365,-7653.70654296875,365
10674.61,143.5142,1830000,11139.01,20.4044,366,-8052.01416015625,366
11859.14,146.2042,1835000,12077.58,22.8663,367,-7888.4287109375,367
12091.61,146.7343,1840000,12254.87,22.4945,368,-8010.1396484375,368
12058.3,145.644,1845000,12285.7,22.8838,369,-7638.66162109375,369
12014.58,145.9985,1850000,12321.51,22.4964,370,-7684.1826171875,370
12070.8,145.2336,1855000,12309.2,22.0714,371,-7903.5771484375,371
11970.6,145.6712,1860000,12289.44,21.9473,372,-7798.685546875,372
11801.34,146.2673,1865000,12210.87,21.7223,373,-7901.4873046875,373
11870.79,145.5534,1870000,12339.07,21.6841,374,-7854.7666015625,374
11558.24,143.7661,1875000,11950.73,19.1434,375,-7168.42822265625,375
11906.99,145.4932,1880000,12246.73,22.063,376,-8394.9296875,376
11915.3,145.2844,1885000,12251.49,21.5638,377,-8301.3203125,377
11835.47,144.8151,1890000,12153.5,21.1814,378,-8000.71044921875,378
11850.33,146.1363,1895000,12117.95,22.0853,379,-8577.4912109375,379
11408.19,145.1071,1900000,11762.24,21.4443,380,-9043.5966796875,380
11933.34,144.6156,1905000,12195.39,21.7484,381,-8383.0166015625,381
11891.64,144.8712,1910000,12329.2,21.3473,382,-8100.537109375,382
11696.12,145.618,1915000,12009.55,20.8027,383,-8392.2998046875,383
