Reward Loss,Running Env Steps,Running Update Time,Running Reverse KL,Real Det Return,Itration,Real Sto Return,Running Forward KL
72.1104736328125,0,0,19.5343,278.43,0,273.88,29.7835
57.85007095336914,5000,1,25.8219,290.56,1,288.87,30.0025
40.509605407714844,10000,2,30.3114,344.3,2,338.19,29.0287
28.275102615356445,15000,3,20.5338,407.4,3,384.83,28.212
20.981914520263672,20000,4,18.5727,585.31,4,438.17,27.2968
18.637746810913086,25000,5,17.9203,599.61,5,584.41,25.6887
24.95968246459961,30000,6,18.4632,432.47,6,441.85,28.3687
16.707233428955078,35000,7,18.3798,631.23,7,665.04,26.7439
28.249271392822266,40000,8,18.5635,473.57,8,557.59,26.8855
21.762393951416016,45000,9,18.4947,551.8,9,605.56,25.8886
10.395132064819336,50000,10,18.5499,765.28,10,786.25,26.3462
7.7557268142700195,55000,11,18.3505,1011.46,11,887.71,25.7693
-0.9076148271560669,60000,12,19.6596,745.45,12,774.76,25.9742
-17.618492126464844,65000,13,17.003,1783.65,13,1345.64,23.614
-12.349724769592285,70000,14,15.6344,1503.82,14,1402.02,24.6475
-25.62992286682129,75000,15,17.0998,914.67,15,1234.95,24.0551
-68.46896362304688,80000,16,28.2984,832.12,16,838.75,25.0985
-71.39398956298828,85000,17,27.1531,1000.23,17,930.86,25.1073
-43.1469841003418,90000,18,16.4131,985.78,18,1147.84,24.9638
-89.26081848144531,95000,19,22.0344,931.12,19,906.34,24.3745
-102.05601501464844,100000,20,24.4155,1010.93,20,1006.54,25.3521
-72.98875427246094,105000,21,18.3899,1062.04,21,1919.24,22.2129
-111.79236602783203,110000,22,26.6117,1333.57,22,1173.18,24.3454
-122.34042358398438,115000,23,30.3856,1081.21,23,1081.5,23.8991
-132.61529541015625,120000,24,28.4634,1566.97,24,1216.48,24.3995
-136.4381561279297,125000,25,23.4342,1151.65,25,1057.53,23.7482
-128.92625427246094,130000,26,26.6551,2099.39,26,1545.55,23.3888
-142.6191864013672,135000,27,29.6483,3072.3,27,1712.87,23.4808
-86.90568542480469,140000,28,18.5736,3175.97,28,1882.87,22.1799
-73.93476104736328,145000,29,17.5862,3210.79,29,2645.61,21.9657
-4.363536834716797,150000,30,10.8241,2969.46,30,3041.04,20.4218
-70.38320922851562,155000,31,14.9969,3177.04,31,2825.01,20.98
-137.89669799804688,160000,32,17.2874,3033.65,32,1677.47,22.4512
-92.93326568603516,165000,33,17.8851,3238.37,33,2645.28,21.2542
-40.48377227783203,170000,34,13.411,3283.29,34,2872.23,19.4379
-5.891859531402588,175000,35,11.3679,3275.66,35,3088.9,19.8822
-121.54051971435547,180000,36,19.2836,3286.74,36,2649.28,21.6039
-153.65298461914062,185000,37,21.9353,3308.59,37,1882.31,21.7887
-84.23059844970703,190000,38,14.9276,3331.52,38,2144.99,20.9417
-20.757080078125,195000,39,12.7644,3255.32,39,3121.67,21.2603
-89.3770751953125,200000,40,16.0207,3412.68,40,2783.62,21.6107
-183.03514099121094,205000,41,19.6247,3344.84,41,1755.55,22.5125
-154.7438201904297,210000,42,16.3795,3361.9,42,1291.34,22.4683
-175.36795043945312,215000,43,20.345,3372.76,43,2008.92,22.462
-78.74435424804688,220000,44,15.3489,3386.97,44,2455.23,22.2539
-11.292070388793945,225000,45,13.758,3319.27,45,3173.72,22.0241
-133.20034790039062,230000,46,17.8395,2799.69,46,2087.57,21.3814
-127.52214050292969,235000,47,14.4935,3365.7,47,1687.11,20.8947
-112.07693481445312,240000,48,14.554,3367.68,48,2410.11,20.6375
-114.49610900878906,245000,49,13.082,3256.63,49,2313.75,21.0348
-49.80897903442383,250000,50,12.8779,3285.24,50,2981.46,20.7607
-38.41608810424805,255000,51,13.2578,3302.37,51,3002.89,19.8382
-89.87700653076172,260000,52,12.8767,3366.06,52,2658.62,21.1872
-39.920719146728516,265000,53,13.9754,3427.62,53,3410.87,21.984
-48.939971923828125,270000,54,14.112,3332.47,54,3035.47,22.6591
-145.30857849121094,275000,55,15.6162,3393.22,55,2001.05,22.1002
-81.6316909790039,280000,56,12.2095,3358.28,56,2646.93,20.2271
-66.69661712646484,285000,57,13.7565,3352.92,57,3283.63,22.1073
-88.45970153808594,290000,58,13.1254,3356.84,58,3144.35,20.8744
-67.81578063964844,295000,59,13.2322,3434.77,59,2923.89,20.4286
-44.70759582519531,300000,60,13.934,3372.29,60,3350.82,21.2836
-71.9709701538086,305000,61,12.1357,3376.72,61,3330.49,20.787
-48.92331314086914,310000,62,11.7228,3340.73,62,3293.76,19.5405
-166.30059814453125,315000,63,14.9813,3358.05,63,2439.02,22.3351
-43.90790939331055,320000,64,12.6903,3369.58,64,3361.07,20.5914
-231.34835815429688,325000,65,16.0108,1755.62,65,1487.22,21.3255
-47.401817321777344,330000,66,11.692,3379.5,66,3259.13,18.6319
-241.84490966796875,335000,67,17.5285,3173.65,67,2154.24,21.9505
-94.1596908569336,340000,68,13.1858,3406.45,68,2922.32,21.2406
-152.16355895996094,345000,69,15.5843,3375.77,69,2286.57,21.5212
-194.17056274414062,350000,70,15.0995,3367.4,70,2605.38,22.6526
-111.10225677490234,355000,71,14.422,3383.36,71,2904.92,20.9951
-180.33462524414062,360000,72,15.6602,3317.79,72,2631.09,21.9912
-176.6579132080078,365000,73,24.9198,3063.13,73,1986.44,20.1832
-82.48346710205078,370000,74,13.551,3152.02,74,2592.05,20.7418
-73.27398681640625,375000,75,11.8645,3365.45,75,3285.41,19.787
-71.71595001220703,380000,76,13.1314,3397.21,76,2911.53,19.8796
-129.93994140625,385000,77,16.5329,3424.18,77,3093.18,20.5947
-81.8917465209961,390000,78,14.1391,3420.66,78,3257.95,20.7627
-157.85614013671875,395000,79,19.399,3340.66,79,2282.37,21.2575
-45.2962532043457,400000,80,13.0331,3419.24,80,3399.16,20.6624
-157.43118286132812,405000,81,19.0255,3344.98,81,2542.7,21.6696
-247.1093292236328,410000,82,28.9057,2478.26,82,2194.49,23.2781
-185.56153869628906,415000,83,20.3552,3368.79,83,2173.06,21.8668
-68.01783752441406,420000,84,12.8574,3504.27,84,3431.9,20.1037
-148.30267333984375,425000,85,14.9738,3494.34,85,3095.27,20.1383
-148.6209259033203,430000,86,17.7194,3477.4,86,2982.76,19.6339
-58.77777862548828,435000,87,11.7742,3451.64,87,3098.0,19.1662
-132.87875366210938,440000,88,14.942,3397.09,88,3091.47,21.0253
-125.6145248413086,445000,89,15.3823,3477.15,89,3078.4,21.0463
-180.27452087402344,450000,90,17.808,3487.96,90,3255.49,22.0096
-76.88495635986328,455000,91,12.9597,3465.38,91,3333.43,20.29
-81.78559112548828,460000,92,13.0899,3486.19,92,3314.82,20.2866
-164.89044189453125,465000,93,16.9954,3484.35,93,2921.96,20.1611
-91.63912963867188,470000,94,12.7293,3461.07,94,3189.66,20.5185
-146.0956268310547,475000,95,13.937,3442.08,95,3318.28,20.0661
-79.16793060302734,480000,96,12.9851,3424.32,96,3311.93,19.9739
-137.26475524902344,485000,97,15.0665,3432.36,97,3392.21,20.9697
-104.12642669677734,490000,98,13.1098,3432.48,98,3225.21,19.7932
