Running Forward KL,Running Env Steps,Real Sto Return,Itration,Running Reverse KL,Real Det Return,Running Update Time,Reward Loss
46.684,165000,2777.33,33,18.487,2866.1,33,-172.38870239257812
46.6536,170000,3142.15,34,20.9728,3151.98,34,-168.4593505859375
46.3449,175000,3170.01,35,20.5118,3137.41,35,-163.83140563964844
45.6815,180000,3242.32,36,20.4431,3257.29,36,-159.1205596923828
45.5931,185000,3240.25,37,19.9233,3216.4,37,-181.5715789794922
45.5992,190000,3183.29,38,20.6265,3278.91,38,-186.7590789794922
45.1254,195000,3429.69,39,18.0833,3459.27,39,-175.3043212890625
45.0255,200000,3439.89,40,18.5738,3435.12,40,-186.83201599121094
45.5878,205000,3445.32,41,18.4869,3416.52,41,-197.73402404785156
44.9564,210000,3359.89,42,18.3438,3339.37,42,-223.5812530517578
45.2845,215000,3498.02,43,18.3501,3489.47,43,-217.61590576171875
45.3236,220000,3588.85,44,19.4506,3569.64,44,-222.35614013671875
45.2455,225000,3491.65,45,18.9158,3509.91,45,-230.23399353027344
44.4503,230000,3501.75,46,18.5901,3497.31,46,-236.1458282470703
44.9862,235000,3513.86,47,17.7791,3525.22,47,-246.884765625
44.7323,240000,3559.7,48,16.7703,3559.75,48,-243.6090087890625
45.405,245000,3562.51,49,19.4955,3581.3,49,-268.1563720703125
44.4392,250000,3601.78,50,18.3868,3674.23,50,-252.6543426513672
44.4243,255000,3654.72,51,18.3132,3677.61,51,-272.3587341308594
44.4041,260000,3597.88,52,16.5104,3586.97,52,-273.28948974609375
44.6141,265000,3650.94,53,17.4053,3698.7,53,-279.7311096191406
44.8565,270000,3783.88,54,19.5662,3858.25,54,-288.6422119140625
43.6,275000,3758.48,55,16.4277,3826.8,55,-287.0849304199219
44.1536,280000,3812.83,56,17.1992,3845.37,56,-286.87933349609375
44.3077,285000,3905.93,57,17.6996,3954.63,57,-294.3375549316406
44.2144,290000,3912.79,58,16.6747,4003.37,58,-284.3313903808594
43.1633,295000,3890.05,59,16.0425,3933.09,59,-299.9088439941406
43.3247,300000,3801.26,60,15.9151,3972.06,60,-281.8271179199219
44.0525,305000,4013.79,61,16.803,4109.15,61,-318.0506286621094
44.9693,310000,4021.34,62,19.7558,4215.05,62,-323.8370056152344
43.8256,315000,3793.41,63,16.1689,4051.94,63,-323.0695495605469
43.4376,320000,3935.2,64,17.2756,4183.47,64,-312.4079284667969
44.5536,325000,2935.42,65,19.1079,3548.9,65,-264.6971435546875
43.4677,330000,3859.66,66,17.4703,4108.7,66,-351.41912841796875
43.9637,335000,4074.16,67,17.687,4135.45,67,-339.63372802734375
43.722,340000,4027.69,68,16.966,4098.33,68,-352.2841796875
43.5258,345000,4082.87,69,16.8284,4208.9,69,-361.95794677734375
43.3071,350000,4113.91,70,17.4149,4251.5,70,-368.0865173339844
42.7569,355000,4145.84,71,17.3685,4247.45,71,-371.3624267578125
43.1105,360000,4107.23,72,16.8364,4191.12,72,-373.7189636230469
43.5889,365000,3944.34,73,16.8674,4294.46,73,-415.6853332519531
42.6316,370000,3877.54,74,15.9226,4173.03,74,-381.7153015136719
43.1525,375000,3665.67,75,16.5939,4185.64,75,-417.3318176269531
42.332,380000,3686.18,76,14.6457,4215.17,76,-390.13330078125
42.9947,385000,3553.88,77,15.4862,4206.97,77,-376.76812744140625
43.6351,390000,3472.12,78,15.4885,4207.53,78,-424.0487976074219
42.4518,395000,3411.24,79,14.6576,4271.65,79,-424.85504150390625
42.5743,400000,3924.03,80,17.9658,4261.39,80,-433.79522705078125
42.9708,405000,3635.22,81,14.725,4289.01,81,-429.61260986328125
42.7999,410000,4087.38,82,15.8622,4266.94,82,-473.4989013671875
42.5266,415000,3766.16,83,16.3063,4312.39,83,-458.0170593261719
42.5741,420000,3673.21,84,15.5093,4285.12,84,-483.8731689453125
42.2209,425000,3515.09,85,16.6472,4260.85,85,-472.3446350097656
42.2715,430000,2632.87,86,14.2066,4285.5,86,-422.6065368652344
42.6779,435000,3457.45,87,16.0821,4262.78,87,-491.7633972167969
40.9929,440000,4196.77,88,16.3827,4205.41,88,-478.3849792480469
42.9486,445000,2969.98,89,14.848,4254.87,89,-497.7538757324219
41.5137,450000,3774.88,90,15.6421,4239.68,90,-506.7146911621094
42.2775,455000,4141.27,91,15.0164,4283.4,91,-518.3728637695312
41.5584,460000,4138.97,92,15.4992,4216.05,92,-509.7745666503906
42.4835,465000,4173.51,93,19.117,4270.57,93,-589.848388671875
42.0192,470000,4075.27,94,16.1478,4139.46,94,-555.7267456054688
42.3325,475000,4171.84,95,17.0356,4242.38,95,-564.072265625
41.7029,480000,4041.7,96,16.216,4071.78,96,-551.6896362304688
41.8882,485000,4038.56,97,16.9078,4260.55,97,-562.1762084960938
42.5307,490000,4259.0,98,16.1716,4344.85,98,-555.1403198242188
42.6389,495000,4223.59,99,16.0441,4328.74,99,-557.5476684570312
43.0075,500000,4222.86,100,17.6173,4297.52,100,-618.1396484375
41.8127,505000,4038.45,101,15.3399,4239.18,101,-572.1287841796875
41.3404,510000,4216.8,102,15.1458,4260.82,102,-573.7498779296875
41.2148,515000,4230.3,103,15.9665,4262.35,103,-592.22607421875
42.2913,520000,4171.17,104,15.6316,4305.61,104,-585.4981079101562
41.2915,525000,4173.09,105,15.1297,4282.99,105,-590.8085327148438
40.8885,530000,4242.67,106,15.2043,4339.87,106,-600.2575073242188
41.1225,535000,4226.22,107,15.4899,4293.97,107,-622.89892578125
40.834,540000,4152.74,108,15.6014,4273.5,108,-627.0953979492188
41.7214,545000,4281.95,109,16.1917,4369.66,109,-642.8616943359375
41.6569,550000,4255.38,110,16.342,4304.24,110,-651.009033203125
40.8817,555000,4034.77,111,15.1183,4252.73,111,-615.6643676757812
40.5417,560000,4237.81,112,15.5927,4266.75,112,-628.7830200195312
40.7403,565000,3955.49,113,15.8013,4358.64,113,-647.6851196289062
40.11,570000,4199.86,114,14.4518,4205.21,114,-611.8316040039062
41.3933,575000,4268.82,115,16.5588,4346.02,115,-689.212158203125
40.4164,580000,4004.31,116,15.3428,4284.57,116,-629.3695678710938
40.8284,585000,4251.06,117,15.2939,4394.58,117,-666.7540283203125
40.2812,590000,4275.55,118,14.7049,4408.97,118,-617.2053833007812
40.7727,595000,4082.46,119,16.2893,4336.71,119,-710.9761352539062
40.3683,600000,4024.4,120,15.6195,4275.53,120,-640.3342895507812
40.5598,605000,4005.77,121,13.1529,4272.83,121,-593.7933349609375
40.8392,610000,4089.57,122,15.0479,4369.92,122,-680.5655517578125
40.4537,615000,3850.84,123,14.2732,4381.88,123,-696.2554321289062
40.8364,620000,3873.23,124,13.0168,4421.37,124,-672.1900024414062
39.9461,625000,4258.7,125,15.3991,4442.03,125,-631.0559692382812
40.9633,630000,4282.88,126,15.5195,4389.42,126,-733.7661743164062
40.0676,635000,4290.29,127,14.4266,4394.39,127,-707.55126953125
40.7083,640000,4161.84,128,14.3736,4353.05,128,-623.1724853515625
40.6059,645000,4102.74,129,15.0842,4391.15,129,-667.5316772460938
40.1322,650000,3918.43,130,14.2865,4366.34,130,-651.7315063476562
40.5833,655000,4226.89,131,13.2173,4398.13,131,-725.927978515625
40.3475,660000,4237.96,132,13.3543,4373.14,132,-623.9418334960938
40.8724,665000,4107.42,133,13.8604,4438.04,133,-637.0282592773438
40.6789,670000,4255.74,134,15.1038,4375.67,134,-757.6466064453125
40.5948,675000,4313.37,135,13.6274,4460.12,135,-677.8160400390625
40.4579,680000,4104.6,136,15.2426,4426.76,136,-736.3504638671875
40.7206,685000,3795.33,137,13.3775,4411.48,137,-762.34716796875
40.5363,690000,4106.36,138,13.6597,4457.47,138,-772.0425415039062
40.8401,695000,4012.13,139,16.0841,4435.53,139,-819.775390625
40.0465,700000,4326.18,140,14.0948,4475.03,140,-733.1810913085938
40.2032,705000,4094.31,141,14.4696,4433.88,141,-827.864013671875
40.4329,710000,4266.3,142,15.8146,4391.93,142,-812.8204345703125
39.9996,715000,4308.26,143,14.213,4473.08,143,-727.2350463867188
40.5415,720000,4338.27,144,15.7041,4422.97,144,-837.9698486328125
40.392,725000,4314.28,145,14.3446,4460.22,145,-730.9141235351562
40.1578,730000,4318.3,146,15.2277,4442.67,146,-814.0249633789062
40.2634,735000,4176.91,147,14.6729,4450.98,147,-771.3220825195312
40.1612,740000,4331.95,148,14.9261,4472.22,148,-860.2720947265625
39.8141,745000,4304.67,149,14.4627,4422.64,149,-800.3388671875
39.7192,750000,4408.24,150,14.6121,4535.87,150,-848.1605224609375
40.2332,755000,4283.84,151,14.7085,4419.24,151,-887.718017578125
40.1303,760000,4017.04,152,14.6928,4458.54,152,-766.4902954101562
40.387,765000,3971.37,153,15.0031,4457.81,153,-811.3046875
40.2225,770000,4298.69,154,14.5432,4439.5,154,-846.8677978515625
39.8379,775000,4331.12,155,14.1535,4451.3,155,-795.9542846679688
40.1749,780000,4309.14,156,14.0573,4436.42,156,-857.5269775390625
40.1525,785000,4364.81,157,13.93,4446.83,157,-904.605712890625
40.4306,790000,4374.93,158,15.7794,4437.71,158,-900.9000854492188
40.333,795000,4202.83,159,14.6051,4459.76,159,-833.3431396484375
40.5657,800000,4344.33,160,15.1874,4443.68,160,-872.6192626953125
40.1619,805000,4372.62,161,14.8403,4474.58,161,-853.525634765625
40.7967,810000,4278.93,162,14.8476,4342.55,162,-910.0482788085938
40.5415,815000,4347.15,163,14.5264,4439.2,163,-922.8092651367188
40.1344,820000,4173.77,164,13.3939,4452.71,164,-786.3134765625
40.6093,825000,4155.43,165,13.8647,4458.69,165,-856.1484375
40.6353,830000,3725.15,166,13.8771,4453.92,166,-917.2674560546875
40.4142,835000,4347.99,167,14.8034,4444.39,167,-958.4351806640625
39.7153,840000,4194.15,168,14.1586,4464.98,168,-904.5424194335938
40.49,845000,4367.33,169,15.195,4454.41,169,-1005.4306030273438
40.3152,850000,4330.36,170,14.7428,4420.35,170,-919.9697875976562
40.6197,855000,4223.15,171,14.2957,4399.92,171,-965.5244140625
40.1057,860000,4119.19,172,13.4866,4492.6,172,-898.643798828125
40.3977,865000,4318.12,173,15.7658,4420.3,173,-1020.3411865234375
40.5192,870000,4112.98,174,14.8093,4468.52,174,-997.6499633789062
40.4685,875000,4354.39,175,15.6625,4417.95,175,-968.8055419921875
40.205,880000,4310.27,176,14.2207,4482.11,176,-1033.1319580078125
40.4097,885000,3912.5,177,15.3705,4475.77,177,-1060.0443115234375
40.5818,890000,4362.02,178,15.3205,4449.99,178,-1085.3607177734375
40.6952,895000,4380.31,179,14.511,4460.58,179,-1065.319091796875
40.159,900000,4199.92,180,14.8462,4449.85,180,-1034.3843994140625
40.5266,905000,4215.81,181,15.8399,4481.9,181,-963.235107421875
40.59,910000,3706.87,182,12.6384,4454.46,182,-1039.5054931640625
39.7282,915000,4083.21,183,14.1486,4499.29,183,-1000.1456909179688
40.5699,920000,4316.64,184,15.2273,4445.28,184,-1056.642822265625
40.1108,925000,4212.47,185,14.6077,4446.08,185,-1078.77490234375
40.2278,930000,4366.04,186,14.412,4456.83,186,-1093.9705810546875
40.506,935000,4352.21,187,15.1073,4405.29,187,-1096.40283203125
40.6867,940000,4355.64,188,15.5025,4458.01,188,-1104.6805419921875
40.5405,945000,4176.56,189,13.9414,4496.28,189,-1027.369873046875
40.5652,950000,4192.91,190,15.0993,4423.28,190,-1102.0157470703125
40.3618,955000,3997.47,191,13.3751,4459.93,191,-1032.2110595703125
39.9074,960000,4222.64,192,13.379,4459.95,192,-1062.375732421875
40.1982,965000,4240.17,193,13.9667,4449.98,193,-1119.94287109375
40.4245,970000,3643.86,194,13.4369,4490.14,194,-1158.567138671875
40.6698,975000,4149.68,195,14.6215,4437.46,195,-1127.2427978515625
40.2181,980000,4210.14,196,14.8461,4458.6,196,-1165.7550048828125
39.9063,985000,4388.9,197,15.3177,4480.16,197,-1167.2889404296875
40.0295,990000,3915.1,198,13.3093,4520.52,198,-1185.9486083984375
40.635,995000,4246.79,199,15.0092,4465.65,199,-1271.10693359375
40.1813,1000000,4192.06,200,14.9977,4473.44,200,-1175.0042724609375
40.3313,1005000,4309.59,201,14.8216,4469.88,201,-1210.033935546875
40.4417,1010000,4219.54,202,14.8037,4471.09,202,-1211.3287353515625
40.1645,1015000,4418.2,203,14.8979,4491.42,203,-1242.18798828125
40.3269,1020000,4219.22,204,14.3288,4475.09,204,-1241.9893798828125
40.4397,1025000,4054.6,205,15.0914,4498.52,205,-1270.4119873046875
40.5361,1030000,4152.08,206,14.9706,4508.78,206,-1240.7086181640625
40.2499,1035000,4042.67,207,14.104,4514.14,207,-1280.5389404296875
41.0581,1040000,3946.13,208,14.5722,4520.35,208,-1355.66259765625
40.4175,1045000,4388.1,209,15.1768,4495.24,209,-1314.689697265625
40.8128,1050000,4087.31,210,16.2858,4505.45,210,-1355.0452880859375
40.5709,1055000,4233.99,211,16.0505,4493.05,211,-1327.6341552734375
40.183,1060000,4345.49,212,16.5132,4497.52,212,-1322.153564453125
40.5839,1065000,4247.92,213,15.1339,4507.8,213,-1307.1632080078125
40.4636,1070000,4366.08,214,15.4382,4416.77,214,-1351.238525390625
40.8173,1075000,4223.41,215,15.6435,4488.36,215,-1393.56494140625
40.4716,1080000,4370.94,216,15.752,4441.18,216,-1297.2650146484375
40.1384,1085000,4212.51,217,15.5599,4423.81,217,-1287.887451171875
40.6131,1090000,4384.12,218,15.6488,4443.03,218,-1344.484130859375
40.7242,1095000,3734.19,219,15.1583,4487.01,219,-1402.6314697265625
40.6075,1100000,4314.37,220,15.6158,4397.18,220,-1422.290771484375
40.652,1105000,4310.52,221,15.7897,4402.15,221,-1339.373779296875
40.4544,1110000,4319.23,222,15.486,4336.05,222,-1388.2559814453125
40.4141,1115000,4307.48,223,15.0326,4339.38,223,-1341.4803466796875
40.4668,1120000,4165.9,224,15.6007,4387.87,224,-1439.3394775390625
40.1387,1125000,4174.3,225,15.3454,4373.02,225,-1389.2889404296875
39.7114,1130000,4347.68,226,15.2703,4370.27,226,-1428.1021728515625
40.5136,1135000,4007.55,227,15.5433,4344.69,227,-1370.7303466796875
40.1942,1140000,4335.55,228,15.3663,4378.28,228,-1342.9593505859375
40.6594,1145000,4025.16,229,14.6211,4383.89,229,-1391.625244140625
40.336,1150000,3798.48,230,14.7958,4394.15,230,-1385.166259765625
40.4831,1155000,3806.8,231,14.1882,4392.49,231,-1494.5828857421875
40.6445,1160000,4044.32,232,16.166,4414.78,232,-1413.6376953125
40.5965,1165000,3603.72,233,13.9465,4404.51,233,-1559.55078125
40.5799,1170000,3422.17,234,14.3547,4373.37,234,-1546.61474609375
40.167,1175000,4092.73,235,15.7063,4394.82,235,-1532.6876220703125
40.537,1180000,4140.18,236,15.2009,4354.34,236,-1572.072509765625
40.034,1185000,3505.05,237,15.2365,4368.33,237,-1595.2529296875
41.3238,1190000,2869.91,238,16.5526,4365.65,238,-1735.157958984375
40.5396,1195000,3840.71,239,14.62,4322.98,239,-1640.39306640625
40.3577,1200000,4149.6,240,15.2611,4334.09,240,-1631.546142578125
40.402,1205000,4048.84,241,15.1456,4348.25,241,-1717.73291015625
40.2116,1210000,4144.12,242,14.9853,4345.02,242,-1713.66015625
40.6879,1215000,3232.5,243,13.1351,4372.97,243,-1817.880126953125
40.4011,1220000,3714.27,244,14.3223,4327.01,244,-1702.5322265625
40.0566,1225000,3730.61,245,14.5385,4332.47,245,-1724.70654296875
40.0747,1230000,4081.07,246,14.4241,4319.35,246,-1738.603271484375
40.6021,1235000,4301.65,247,15.149,4340.75,247,-1746.7093505859375
40.5598,1240000,3879.46,248,14.0567,4379.68,248,-1820.770751953125
40.1929,1245000,4309.23,249,15.0916,4368.59,249,-1747.3721923828125
40.3577,1250000,3939.76,250,13.8167,4345.74,250,-1748.9510498046875
40.6318,1255000,4142.32,251,15.8673,4360.0,251,-1774.192626953125
40.4878,1260000,4071.96,252,15.9531,4313.54,252,-1855.5924072265625
40.5774,1265000,4233.98,253,15.4482,4349.76,253,-1820.9940185546875
40.8078,1270000,4183.0,254,16.2242,4349.15,254,-1780.4852294921875
40.6521,1275000,4091.04,255,16.1371,4352.88,255,-1800.3924560546875
40.9541,1280000,4105.81,256,16.0689,4349.74,256,-1841.5040283203125
40.434,1285000,4270.63,257,15.1494,4334.78,257,-1818.0421142578125
40.7926,1290000,3828.06,258,14.983,4297.74,258,-1784.0054931640625
40.314,1295000,4161.03,259,15.2191,4325.44,259,-1775.908203125
40.156,1300000,4264.6,260,14.9169,4311.95,260,-1827.7667236328125
40.0514,1305000,4094.1,261,15.4814,4323.2,261,-1840.63916015625
40.0796,1310000,4228.98,262,16.0144,4323.62,262,-1841.3094482421875
40.4719,1315000,3900.54,263,16.0056,4242.76,263,-1917.5753173828125
40.8845,1320000,4049.81,264,15.4481,4294.35,264,-1917.806396484375
39.9152,1325000,4139.45,265,15.5191,4258.05,265,-1929.949462890625
40.5061,1330000,3930.44,266,15.9206,4244.23,266,-1980.763916015625
40.1545,1335000,4263.1,267,15.4773,4291.41,267,-1939.923828125
39.9573,1340000,4229.32,268,15.4956,4312.73,268,-1955.9661865234375
40.1623,1345000,4297.52,269,15.3451,4334.61,269,-1969.745361328125
40.1217,1350000,4259.48,270,15.9811,4296.44,270,-1938.528076171875
40.0167,1355000,4296.6,271,15.4478,4385.59,271,-1996.7060546875
40.4309,1360000,4131.43,272,15.7845,4300.71,272,-2083.02685546875
40.4858,1365000,4219.64,273,15.4785,4329.64,273,-2021.66650390625
40.6377,1370000,4170.73,274,15.678,4254.84,274,-2081.881103515625
40.3844,1375000,4258.06,275,15.1465,4300.19,275,-2101.72998046875
40.3703,1380000,4261.52,276,15.756,4315.09,276,-2070.70263671875
40.1336,1385000,4292.27,277,15.3879,4322.71,277,-2138.94140625
40.5438,1390000,4229.69,278,15.4474,4250.02,278,-2151.34130859375
40.1087,1395000,4280.47,279,15.4267,4334.57,279,-2171.298583984375
39.9455,1400000,4312.21,280,15.1214,4379.44,280,-2161.554931640625
40.0552,1405000,4330.68,281,15.1656,4389.19,281,-2236.412841796875
40.3581,1410000,4325.74,282,15.1327,4389.16,282,-2304.087646484375
40.0326,1415000,4272.23,283,14.5591,4349.43,283,-2241.908935546875
40.5295,1420000,4247.77,284,14.5855,4292.95,284,-2181.404052734375
40.1873,1425000,4279.39,285,14.6934,4366.59,285,-2209.71533203125
40.3797,1430000,4207.87,286,14.7722,4312.12,286,-2299.591796875
39.5693,1435000,4112.79,287,14.7339,4385.55,287,-2233.363525390625
40.3263,1440000,3622.95,288,13.7642,4347.02,288,-2199.97021484375
40.4348,1445000,3673.19,289,13.9142,4160.61,289,-2202.47900390625
40.3608,1450000,4286.37,290,14.8732,4319.76,290,-2357.181884765625
39.9568,1455000,4189.74,291,14.7056,4345.81,291,-2294.938720703125
39.9733,1460000,3987.34,292,15.3559,4312.24,292,-2337.5439453125
39.995,1465000,4087.57,293,14.6356,4295.21,293,-2271.8603515625
39.677,1470000,4261.35,294,14.5488,4308.59,294,-2298.33935546875
39.8495,1475000,4254.58,295,14.8579,4256.87,295,-2384.865966796875
40.656,1480000,4292.9,296,15.9633,4316.96,296,-2341.21240234375
40.5961,1485000,3760.96,297,15.5008,4337.96,297,-2565.43408203125
39.7697,1490000,4284.42,298,13.7977,4359.96,298,-2435.961181640625
40.4903,1495000,4311.98,299,15.4621,4330.51,299,-2468.700927734375
40.4496,1500000,4146.97,300,14.2197,4369.34,300,-2394.0
40.9072,1505000,3301.36,301,13.4678,4318.61,301,-2651.214599609375
39.846,1510000,3895.04,302,14.2091,4383.06,302,-2515.40380859375
39.8958,1515000,3366.65,303,14.7858,4176.9,303,-2442.28515625
40.0971,1520000,4303.42,304,14.8563,4359.92,304,-2608.5625
39.8409,1525000,4315.19,305,14.7854,4340.32,305,-2472.1279296875
39.9312,1530000,4309.78,306,14.8401,4358.09,306,-2507.782958984375
39.9521,1535000,3902.55,307,14.5153,4316.29,307,-2591.676025390625
39.569,1540000,4295.88,308,15.1794,4338.32,308,-2563.67724609375
40.2659,1545000,4247.02,309,14.2752,4270.14,309,-2644.520751953125
40.4369,1550000,4312.74,310,14.7174,4337.85,310,-2629.121337890625
40.0585,1555000,4334.26,311,14.6675,4329.68,311,-2649.968994140625
40.1818,1560000,4181.93,312,17.1847,4388.96,312,-2657.487548828125
39.8167,1565000,4301.5,313,14.0483,4293.37,313,-2696.41162109375
39.5912,1570000,4282.01,314,13.8511,4242.42,314,-2717.0361328125
39.5092,1575000,4202.1,315,14.2868,3663.02,315,-2765.9208984375
40.1167,1580000,4290.27,316,14.1837,3292.62,316,-2675.10888671875
39.9127,1585000,4143.27,317,14.3991,3449.04,317,-2738.05224609375
40.0649,1590000,4221.59,318,13.9227,3271.15,318,-2805.385986328125
40.0408,1595000,4109.67,319,13.7345,4305.91,319,-2912.576416015625
47.4811,1600000,523.94,320,21.6667,660.1,320,-3603.330078125
45.7515,1605000,898.47,321,29.5915,990.65,321,-3661.978759765625
42.4825,1610000,1695.3,322,16.9481,3467.27,322,-3045.110595703125
41.1521,1615000,3072.87,323,16.4014,4302.51,323,-2948.92919921875
41.6887,1620000,3126.23,324,15.063,2754.74,324,-3204.498291015625
41.2902,1625000,3096.06,325,16.974,2789.13,325,-3540.535400390625
40.5681,1630000,3643.93,326,16.1228,4164.67,326,-3087.689697265625
40.3857,1635000,4134.73,327,17.2091,4354.62,327,-3045.500732421875
40.1377,1640000,4297.65,328,16.0378,4369.7,328,-2935.70703125
40.0407,1645000,4328.37,329,16.0789,4397.49,329,-3016.205810546875
40.1486,1650000,4353.77,330,15.6656,4409.17,330,-2989.13330078125
40.4046,1655000,4192.43,331,15.64,4401.73,331,-3006.727294921875
40.125,1660000,4257.64,332,15.5116,4399.43,332,-3040.129638671875
39.7585,1665000,4343.73,333,14.6878,4424.38,333,-3008.60205078125
40.1983,1670000,4260.57,334,15.4586,4366.41,334,-3169.1689453125
39.65,1675000,4333.6,335,14.9947,4366.58,335,-3137.515625
40.1179,1680000,4396.3,336,14.9973,4469.69,336,-3138.8310546875
39.2286,1685000,4338.04,337,15.1755,4407.63,337,-3120.36328125
40.6359,1690000,4352.42,338,16.8942,4408.46,338,-3172.5927734375
42.7319,1695000,901.73,339,31.5605,630.78,339,-3128.013671875
44.7135,1700000,6.57,340,39.923,-15.3,340,-3583.589599609375
44.2368,1705000,1118.06,341,30.1418,1253.03,341,-4923.02294921875
56.7716,1710000,-8.72,342,70.2609,-14.01,342,-5435.97216796875
40.9453,1715000,3535.97,343,15.8802,3772.75,343,-3655.007568359375
41.5871,1720000,3250.84,344,16.2407,3806.67,344,-3613.496826171875
42.6385,1725000,2751.82,345,17.3549,3002.49,345,-4284.63232421875
41.3965,1730000,3150.26,346,16.4481,2464.29,346,-3787.589599609375
41.7957,1735000,4362.59,347,19.5286,4384.86,347,-3461.53125
41.361,1740000,4335.39,348,18.7916,4362.14,348,-3544.480712890625
41.6827,1745000,4394.99,349,18.094,4474.03,349,-3539.236572265625
40.8745,1750000,4324.74,350,17.5312,4409.26,350,-3456.17236328125
40.6026,1755000,4364.8,351,17.5892,4441.68,351,-3392.422607421875
40.6899,1760000,4370.89,352,17.0619,4436.65,352,-3334.70654296875
40.7029,1765000,4215.0,353,17.1779,4418.07,353,-3420.160400390625
41.1063,1770000,4322.36,354,17.4746,4482.28,354,-3435.743896484375
40.4533,1775000,4016.66,355,16.8353,4494.39,355,-3395.2607421875
40.7002,1780000,4397.57,356,16.8397,4452.31,356,-3390.739013671875
41.0715,1785000,4396.12,357,17.4733,4478.36,357,-3380.837890625
40.9064,1790000,4409.59,358,17.7541,4507.61,358,-3379.513671875
40.538,1795000,4266.2,359,17.4233,4420.95,359,-3507.87646484375
40.2977,1800000,4355.74,360,16.967,4503.46,360,-3474.618896484375
40.7457,1805000,4384.61,361,16.9755,4498.95,361,-3519.603271484375
40.4618,1810000,4391.46,362,17.0999,4506.14,362,-3540.499755859375
40.4294,1815000,4388.88,363,16.5099,4512.74,363,-3543.145751953125
40.0323,1820000,4428.94,364,16.754,4539.06,364,-3458.347900390625
40.7591,1825000,4403.09,365,17.1139,4486.16,365,-3587.63720703125
40.0317,1830000,4401.39,366,16.3101,4529.08,366,-3551.841796875
40.501,1835000,4416.93,367,16.9235,4505.54,367,-3619.10205078125
40.5361,1840000,4339.64,368,17.1384,4493.95,368,-3591.055419921875
40.3734,1845000,4418.31,369,16.7797,4524.42,369,-3587.8857421875
40.4985,1850000,4424.14,370,17.0087,4507.5,370,-3496.31591796875
40.2643,1855000,4433.47,371,16.4691,4514.46,371,-3533.7646484375
40.8957,1860000,4372.34,372,17.396,4473.11,372,-3675.834716796875
40.1691,1865000,4438.65,373,16.257,4546.38,373,-3553.029052734375
40.1451,1870000,4412.94,374,16.2408,4526.7,374,-3502.590576171875
40.4542,1875000,4413.9,375,16.6066,4521.61,375,-3470.182373046875
40.783,1880000,4394.85,376,17.2965,4462.27,376,-3611.8828125
40.953,1885000,4417.54,377,17.8029,4480.8,377,-3590.260498046875
40.8829,1890000,4384.59,378,17.2775,4456.04,378,-3659.154052734375
41.1455,1895000,4429.21,379,17.4497,4504.78,379,-3646.126953125
40.9581,1900000,4414.01,380,16.8764,4502.09,380,-3565.1005859375
40.7151,1905000,4432.73,381,17.2349,4502.86,381,-3621.237548828125
40.8728,1910000,4453.73,382,17.478,4517.4,382,-3630.25732421875
40.3869,1915000,4425.92,383,16.6247,4498.76,383,-3603.731689453125
