Real Det Return,Real Sto Return,Running Forward KL,Running Env Steps,Running Update Time,Itration,Reward Loss,Running Reverse KL
367.12,321.26,459.9197,0,0,0,-1379.014404296875,272.2794
386.15,380.17,446.2465,5000,1,1,-4010.341552734375,289.052
420.47,358.05,455.0905,10000,2,2,-6224.33740234375,312.5499
312.83,414.01,429.0126,15000,3,3,-7358.53857421875,291.3637
469.03,383.49,432.7453,20000,4,4,-10121.423828125,295.1601
371.63,402.26,413.8376,25000,5,5,-11735.9404296875,291.2517
272.01,477.86,406.6618,30000,6,6,-14997.99609375,337.6261
517.74,430.78,426.1296,35000,7,7,-17214.314453125,380.5646
503.07,429.98,391.2311,40000,8,8,-18328.36328125,315.9321
559.81,503.22,377.9976,45000,9,9,-16621.85546875,275.7199
554.15,501.39,372.2838,50000,10,10,-13058.9267578125,266.7995
598.8,540.76,377.9515,55000,11,11,-11948.8486328125,260.4728
661.7,523.57,370.6918,60000,12,12,-12582.328125,262.5461
698.8,590.25,362.2056,65000,13,13,-16463.376953125,264.9653
614.1,598.62,370.9716,70000,14,14,-24203.248046875,284.0075
668.09,532.81,359.3465,75000,15,15,-17982.853515625,251.8183
490.59,522.66,363.5672,80000,16,16,-21619.31640625,282.6941
549.39,628.67,358.3674,85000,17,17,-19976.685546875,255.6407
685.27,589.29,366.0601,90000,18,18,-18225.181640625,262.7859
721.65,622.07,364.331,95000,19,19,-14627.1142578125,250.3961
516.73,701.53,348.4623,100000,20,20,-23410.06640625,240.1389
626.0,935.35,335.4703,105000,21,21,-25629.451171875,229.9118
822.31,955.31,346.619,110000,22,22,-24816.830078125,223.352
767.24,964.94,339.7165,115000,23,23,-25323.2265625,238.5969
700.44,855.39,339.4594,120000,24,24,-23385.8984375,212.7283
1367.2,1189.18,325.5344,125000,25,25,-22403.5859375,212.7476
953.05,944.04,338.9456,130000,26,26,-24801.037109375,228.5946
909.91,1014.92,340.6749,135000,27,27,-24179.04296875,226.5061
1387.19,957.45,330.7145,140000,28,28,-30930.904296875,250.8993
805.98,941.03,327.1448,145000,29,29,-29981.44140625,253.54
1042.45,1210.05,310.6339,150000,30,30,-28178.234375,215.0403
1654.64,1473.82,303.6851,155000,31,31,-33435.53515625,227.9698
1592.2,1222.29,332.0733,160000,32,32,-23778.779296875,193.5678
872.47,1036.26,307.668,165000,33,33,-33240.625,216.5824
810.81,1155.34,316.2637,170000,34,34,-29874.21484375,206.1673
2284.7,1493.71,324.8856,175000,35,35,-34721.4609375,229.7382
1789.18,1173.6,320.8314,180000,36,36,-28842.314453125,193.2756
893.52,1110.89,314.5651,185000,37,37,-34499.71484375,216.6891
925.13,1057.35,328.2548,190000,38,38,-32539.310546875,222.1781
4103.87,1905.49,292.9068,195000,39,39,-32096.01953125,193.8749
1465.38,1876.42,317.5259,200000,40,40,-36181.48828125,228.4435
3259.08,1717.82,324.0323,205000,41,41,-31546.201171875,216.1897
681.1,1039.28,332.4019,210000,42,42,-38776.91015625,226.4252
1652.95,1653.53,321.8183,215000,43,43,-39274.12109375,216.0177
1402.4,1573.76,316.0828,220000,44,44,-43149.98046875,248.3927
1734.85,1106.55,324.2008,225000,45,45,-29288.982421875,183.124
1721.57,1600.37,321.6811,230000,46,46,-45948.09375,239.6616
1280.07,1189.03,318.2024,235000,47,47,-43179.13671875,237.6466
1289.78,1313.22,327.3925,240000,48,48,-38852.03125,214.6501
2484.6,3289.13,280.5357,245000,49,49,-25607.05859375,123.0192
1230.18,1638.26,310.3149,250000,50,50,-43572.8984375,212.8215
1224.37,2707.1,278.8765,255000,51,51,-30528.216796875,138.9518
3987.42,3065.22,298.246,260000,52,52,-41047.7265625,187.2043
1405.26,2494.62,325.1776,265000,53,53,-44328.61328125,202.6801
2451.37,1656.71,311.1707,270000,54,54,-39830.60546875,180.5479
2204.47,2566.52,285.7162,275000,55,55,-38094.4296875,162.2741
1805.63,2695.96,286.3237,280000,56,56,-31071.841796875,134.6349
2653.06,4562.13,275.6743,285000,57,57,-21583.435546875,93.3023
1938.95,4184.46,269.3183,290000,58,58,-15737.884765625,74.5806
3583.57,3528.71,261.0868,295000,59,59,-14243.783203125,60.758
3226.36,3134.06,273.3515,300000,60,60,-22299.181640625,89.9421
3231.58,3783.72,282.1426,305000,61,61,-22619.955078125,91.7359
4949.94,3594.04,279.6422,310000,62,62,-21794.216796875,90.202
4132.71,3067.04,274.9234,315000,63,63,-17597.916015625,71.0812
3545.64,2992.21,303.045,320000,64,64,-35677.7421875,148.5466
3281.79,3990.45,294.982,325000,65,65,-18086.51953125,102.7058
4401.73,4150.21,293.8811,330000,66,66,-26427.779296875,110.2903
4415.87,3825.44,278.4877,335000,67,67,-33311.69921875,121.6779
2702.39,3005.56,282.6282,340000,68,68,-27541.80859375,101.6954
3107.05,2324.41,274.1375,345000,69,69,-27354.30859375,95.0251
2638.05,3642.49,253.984,350000,70,70,-18220.267578125,67.596
3204.15,4282.21,260.0897,355000,71,71,-22198.08984375,71.2772
3923.75,4538.79,279.7759,360000,72,72,-26647.5625,106.0166
4239.28,4690.92,275.5814,365000,73,73,-21336.23046875,82.7122
3121.4,2956.22,267.2959,370000,74,74,-29924.03515625,92.8765
4679.92,3780.18,271.7499,375000,75,75,-29541.529296875,98.298
2791.73,3935.9,265.6413,380000,76,76,-28073.9453125,90.3098
2874.96,3104.33,265.2798,385000,77,77,-33208.05078125,98.6006
5002.76,4126.02,265.1612,390000,78,78,-30097.83984375,90.5345
4658.95,4732.47,254.5164,395000,79,79,-23023.990234375,56.8028
4542.14,4236.27,258.6678,400000,80,80,-21555.25,58.6447
4886.37,4658.33,254.3774,405000,81,81,-17907.80859375,45.6269
5123.01,3641.65,246.7414,410000,82,82,-21481.56640625,58.212
4776.48,4849.39,255.6316,415000,83,83,-20893.314453125,50.6532
4514.01,4542.18,262.6438,420000,84,84,-22432.568359375,58.1393
2924.32,4204.4,254.1166,425000,85,85,-25331.033203125,62.9406
5014.73,4757.84,259.9371,430000,86,86,-27064.431640625,64.8151
3124.09,3374.07,268.1157,435000,87,87,-26323.357421875,66.8069
5142.81,4148.26,247.6266,440000,88,88,-29292.109375,71.1848
4976.16,4530.03,261.5423,445000,89,89,-26035.544921875,69.985
5021.34,3840.01,270.4698,450000,90,90,-31969.12109375,80.7132
5088.11,4727.76,254.0034,455000,91,91,-21950.64453125,56.1041
4097.03,4334.54,271.0664,460000,92,92,-35511.19140625,90.1781
4983.96,4916.83,269.9727,465000,93,93,-28753.783203125,70.9521
4377.18,4618.3,260.1178,470000,94,94,-28682.560546875,61.8191
3964.21,4470.62,269.9364,475000,95,95,-29892.35546875,72.941
5019.37,4930.14,265.6095,480000,96,96,-30281.044921875,69.8705
1191.46,4010.18,277.9378,485000,97,97,-36352.88671875,89.4171
3889.47,4093.51,274.8884,490000,98,98,-36124.39453125,80.7844
3635.66,4276.21,276.3855,495000,99,99,-34861.32421875,73.5173
5049.58,4490.2,265.151,500000,100,100,-33646.6875,66.5836
4929.02,4283.19,278.8658,505000,101,101,-43940.9921875,129.9546
3017.11,3808.51,289.6462,510000,102,102,-36719.46875,95.9538
4241.07,4114.62,272.5545,515000,103,103,-35333.2421875,73.8779
4902.92,4424.5,256.0519,520000,104,104,-34815.234375,74.3075
4312.29,2593.9,291.8414,525000,105,105,-49421.38671875,146.0674
3076.94,3289.07,290.2447,530000,106,106,-46149.546875,124.9597
5001.63,4630.96,270.4214,535000,107,107,-38997.80078125,75.3064
4359.18,2612.04,287.1315,540000,108,108,-50798.1875,160.9936
1797.51,2951.36,299.6207,545000,109,109,-49613.43359375,136.6822
2844.83,3935.09,266.4391,550000,110,110,-38315.61328125,54.9453
2005.36,4480.29,272.3866,555000,111,111,-38300.828125,64.657
3699.34,4535.16,274.3943,560000,112,112,-38798.5078125,75.0982
5122.55,3983.77,262.7625,565000,113,113,-42388.28125,87.3196
4470.73,4907.89,254.3684,570000,114,114,-35920.99609375,62.159
4308.38,4311.68,254.0725,575000,115,115,-36551.76953125,66.4753
4842.51,4829.89,242.8417,580000,116,116,-33754.62109375,51.3801
5127.85,4416.84,251.1196,585000,117,117,-39895.11328125,57.7038
5203.93,4721.82,250.6643,590000,118,118,-39049.96484375,60.8163
4890.51,4535.33,258.7292,595000,119,119,-40376.21875,57.1185
5170.69,4871.39,253.1118,600000,120,120,-43263.08984375,79.1063
3258.47,3841.84,257.1012,605000,121,121,-43057.85546875,66.1239
5133.41,4618.86,256.298,610000,122,122,-41638.0,52.6226
4793.83,4088.92,251.431,615000,123,123,-41077.2265625,49.8342
3780.11,4127.28,278.478,620000,124,124,-51926.78125,116.5787
5095.18,4109.68,245.5988,625000,125,125,-42740.86328125,51.9669
5128.39,4322.24,254.6518,630000,126,126,-45261.19140625,66.7636
4692.9,4359.06,258.3478,635000,127,127,-48127.296875,86.1379
4859.56,3866.42,256.3102,640000,128,128,-45124.53515625,56.7908
4414.1,4518.43,252.1618,645000,129,129,-44613.57421875,55.6784
4763.42,4585.19,264.4964,650000,130,130,-48900.68359375,82.1141
2951.57,4303.37,259.2256,655000,131,131,-48320.82421875,61.6404
4652.02,4958.19,245.6788,660000,132,132,-44377.93359375,52.9025
5081.91,4469.58,258.1915,665000,133,133,-49172.32421875,81.8348
4150.16,3287.29,267.9079,670000,134,134,-51258.62890625,88.1168
5088.37,4635.84,261.7545,675000,135,135,-49685.72265625,71.999
2764.04,2811.64,285.5785,680000,136,136,-56708.53125,125.5141
377.41,483.9,405.3719,685000,137,137,-66456.6484375,279.0437
3991.06,1982.22,305.6837,690000,138,138,-62556.796875,167.7245
5058.98,4903.16,271.5442,695000,139,139,-56221.1875,84.678
5073.35,4261.18,268.2362,700000,140,140,-54028.84375,73.718
5173.6,3730.12,278.2274,705000,141,141,-58528.6875,88.544
4240.76,4757.66,258.3094,710000,142,142,-52600.76953125,64.8331
4561.34,4675.05,257.404,715000,143,143,-53200.4375,66.835
5170.55,4980.31,264.2753,720000,144,144,-54629.328125,65.729
5088.4,4461.09,267.8879,725000,145,145,-56289.8515625,71.3006
3981.84,4398.56,269.4646,730000,146,146,-57957.40234375,84.4129
2158.98,4019.07,271.1447,735000,147,147,-56236.09765625,79.8521
1752.42,3686.4,271.6512,740000,148,148,-58186.796875,86.7586
4895.39,4802.65,263.5526,745000,149,149,-56557.4375,73.1296
1907.68,3267.46,269.1513,750000,150,150,-56635.98828125,75.2561
3954.28,4273.72,261.4587,755000,151,151,-55582.8984375,60.7769
5066.07,4942.44,267.2775,760000,152,152,-58113.19921875,73.9327
2108.89,4150.54,262.0855,765000,153,153,-54434.265625,57.0115
3716.2,4512.41,269.6976,770000,154,154,-57367.04296875,76.5437
4927.93,4983.77,265.4671,775000,155,155,-58025.1171875,66.6776
4450.88,4661.42,266.6835,780000,156,156,-56166.05859375,67.3769
4103.22,4635.7,272.9901,785000,157,157,-60843.01953125,81.3172
3561.21,4133.13,268.8632,790000,158,158,-59397.01171875,66.4992
3526.9,4490.13,256.8034,795000,159,159,-56456.09375,56.3188
5020.59,4913.27,265.5873,800000,160,160,-61171.1640625,59.5428
5050.85,4468.61,272.4222,805000,161,161,-62064.11328125,71.5552
4857.71,4421.81,270.4676,810000,162,162,-61329.96875,65.1534
3648.56,4415.6,271.4563,815000,163,163,-63241.98828125,77.1062
2236.67,4197.55,277.9216,820000,164,164,-64390.0546875,81.471
4694.4,4803.76,273.8647,825000,165,165,-63812.30859375,67.5355
3763.76,4519.16,262.0821,830000,166,166,-61546.890625,62.7533
5030.89,4422.22,273.3798,835000,167,167,-63197.22265625,68.3139
1718.26,3536.78,286.7308,840000,168,168,-69335.703125,156.351
5025.08,4455.28,268.135,845000,169,169,-61481.08984375,66.3564
4874.51,4768.17,259.6815,850000,170,170,-63610.9296875,60.3099
2113.64,4429.01,274.103,855000,171,171,-68699.921875,101.083
5093.79,4376.04,263.0313,860000,172,172,-62432.57421875,74.5957
2458.01,4135.67,268.0109,865000,173,173,-65768.5078125,97.7064
5055.92,4781.15,268.3261,870000,174,174,-65276.28125,71.2315
5059.4,3840.61,277.3152,875000,175,175,-68902.890625,118.0458
3634.04,3326.18,266.5524,880000,176,176,-66968.125,87.2381
4700.12,4154.17,261.8761,885000,177,177,-64529.4375,60.4416
5055.29,4315.6,267.1131,890000,178,178,-66536.2421875,79.0277
5099.1,4484.21,265.4324,895000,179,179,-66752.296875,70.8107
5088.56,4281.06,261.5334,900000,180,180,-66503.3984375,59.0269
2562.75,1341.09,320.9322,905000,181,181,-77612.2109375,219.0728
5075.49,3863.94,275.2872,910000,182,182,-69664.375,84.0759
5103.75,2903.04,288.8603,915000,183,183,-75032.3046875,165.3898
2049.26,3013.76,277.1137,920000,184,184,-72464.3515625,133.4363
3842.49,4336.5,264.2653,925000,185,185,-66883.21875,92.8547
5152.07,4258.48,267.8142,930000,186,186,-67802.3125,90.999
5136.09,4719.25,265.3419,935000,187,187,-69347.1875,71.4343
5027.49,4932.43,262.874,940000,188,188,-67943.6171875,67.6588
2046.77,4268.89,269.6225,945000,189,189,-69493.96875,79.7312
5098.33,4504.6,253.8901,950000,190,190,-64257.3828125,48.9136
4986.19,4892.86,259.2947,955000,191,191,-65899.1875,60.7765
4774.55,4577.35,276.6888,960000,192,192,-70666.515625,87.9502
5028.5,4342.75,267.4542,965000,193,193,-68924.5859375,77.5967
4336.14,4252.16,279.7438,970000,194,194,-73648.34375,104.9082
3128.98,3392.8,288.0321,975000,195,195,-74857.5390625,168.6917
4219.34,4544.96,257.6835,980000,196,196,-66317.9765625,59.6613
4484.24,4668.88,271.7236,985000,197,197,-70190.9609375,97.8466
4639.22,2940.47,283.8118,990000,198,198,-75597.1796875,124.2622
4743.04,3850.84,265.2891,995000,199,199,-71358.1953125,71.3853
4318.47,4528.99,259.9759,1000000,200,200,-68844.265625,80.2799
1978.84,4758.96,254.425,1005000,201,201,-68701.65625,58.9117
4911.62,4789.45,245.6439,1010000,202,202,-65085.6015625,49.0067
5144.57,4965.57,256.7089,1015000,203,203,-71050.0,63.6543
2175.15,5017.49,253.1608,1020000,204,204,-68466.234375,62.5905
5120.39,4984.69,265.3872,1025000,205,205,-73815.4375,94.1402
5114.48,4913.27,253.0196,1030000,206,206,-69588.8125,53.0528
5145.43,4724.44,258.5335,1035000,207,207,-72728.2578125,57.6113
5007.78,5031.5,271.3578,1040000,208,208,-76554.09375,116.5288
1911.17,4036.68,256.156,1045000,209,209,-73103.0,69.1353
4989.13,4579.2,259.6653,1050000,210,210,-74286.8125,75.7353
5136.24,4905.98,259.7782,1055000,211,211,-73265.6640625,73.2607
3204.65,4715.74,255.8636,1060000,212,212,-71118.6328125,60.1143
5113.1,4937.0,256.3115,1065000,213,213,-70284.3046875,57.0649
4465.68,3712.88,262.0603,1070000,214,214,-74027.59375,86.256
4727.86,4912.64,255.6764,1075000,215,215,-70474.6640625,61.3562
4741.7,4458.08,257.3981,1080000,216,216,-70652.421875,61.5964
3419.0,4088.32,268.1533,1085000,217,217,-72404.328125,90.7226
1758.41,2935.6,263.2431,1090000,218,218,-72690.65625,70.1246
4739.01,4806.57,254.8074,1095000,219,219,-70046.0546875,54.5137
2995.04,4051.49,260.4374,1100000,220,220,-73678.359375,74.606
4220.54,3937.36,273.1679,1105000,221,221,-75948.6171875,97.1373
5037.16,4377.66,264.7289,1110000,222,222,-74877.40625,75.4699
4593.0,4055.03,268.6509,1115000,223,223,-74935.421875,82.2601
4923.07,4779.05,249.348,1120000,224,224,-70926.703125,64.2267
4722.13,4555.88,252.4123,1125000,225,225,-70837.0546875,52.9761
1501.26,2342.24,282.2122,1130000,226,226,-74653.15625,146.9422
2690.77,3616.89,267.2416,1135000,227,227,-72393.5234375,111.4489
4030.18,3847.92,270.2369,1140000,228,228,-73880.9921875,141.0816
3458.18,3359.23,271.7237,1145000,229,229,-74113.3984375,124.1352
5065.44,4893.63,257.8929,1150000,230,230,-70679.109375,67.0076
1857.86,2708.41,281.4161,1155000,231,231,-76885.65625,155.923
2313.86,3640.18,264.9767,1160000,232,232,-74749.5234375,117.1101
3426.3,4446.9,256.5211,1165000,233,233,-71960.640625,60.4023
1490.63,3891.27,271.7146,1170000,234,234,-74326.25,104.0639
2424.14,3965.48,274.6872,1175000,235,235,-76140.6875,119.7034
1649.67,3591.17,278.4273,1180000,236,236,-76666.6640625,114.5185
1738.19,4114.1,279.571,1185000,237,237,-77715.015625,128.3936
2496.68,2707.78,268.5588,1190000,238,238,-79100.1796875,95.3793
3366.93,4940.21,259.199,1195000,239,239,-77682.2421875,57.5223
3291.61,3431.71,273.5724,1200000,240,240,-80237.859375,101.1771
4008.08,4313.83,270.8573,1205000,241,241,-78145.71875,75.5539
4635.07,3695.84,275.2496,1210000,242,242,-78581.875,90.1334
4740.52,3999.72,278.843,1215000,243,243,-78305.8984375,85.9881
4505.98,4602.79,269.7464,1220000,244,244,-77516.78125,66.6769
5100.15,4844.38,273.0867,1225000,245,245,-79097.4765625,76.0281
4905.02,4501.95,267.1924,1230000,246,246,-80270.9921875,62.4828
4525.29,4495.14,266.9071,1235000,247,247,-79247.7578125,65.5563
4915.0,4696.89,256.663,1240000,248,248,-74633.9453125,57.067
3318.38,4585.52,264.9613,1245000,249,249,-75702.9296875,59.8222
2535.46,4738.76,264.493,1250000,250,250,-77443.328125,61.5214
3447.25,4348.56,267.9271,1255000,251,251,-77467.4921875,66.0641
4829.47,4662.12,271.3021,1260000,252,252,-76266.9609375,68.1615
4855.65,4805.1,268.1399,1265000,253,253,-77619.71875,62.9449
4193.26,4806.7,271.0405,1270000,254,254,-79667.40625,65.1519
4861.09,4764.92,271.2576,1275000,255,255,-81038.4375,64.0236
5178.33,4419.89,268.6316,1280000,256,256,-80771.0078125,68.6568
4177.08,4138.1,273.0153,1285000,257,257,-80855.03125,85.6222
592.84,2481.78,296.7987,1290000,258,258,-76218.5625,156.4169
1316.11,3225.3,289.4291,1295000,259,259,-78140.328125,137.0599
4313.8,4530.09,267.7684,1300000,260,260,-78126.25,72.8104
4417.32,3917.26,265.7274,1305000,261,261,-75194.2578125,66.9839
2375.46,3485.88,267.6685,1310000,262,262,-76893.2265625,59.1127
3780.25,4616.47,257.6651,1315000,263,263,-72960.921875,65.1863
1275.17,3833.45,273.2663,1320000,264,264,-78677.3125,97.3438
2853.63,4208.53,271.0824,1325000,265,265,-77236.8125,86.5755
4248.4,3745.53,268.977,1330000,266,266,-71701.375,83.6479
2172.13,3955.71,272.9625,1335000,267,267,-73447.09375,107.244
1207.37,2933.35,292.2279,1340000,268,268,-75054.359375,148.9753
2535.9,2664.12,270.0501,1345000,269,269,-67571.5234375,97.5872
3217.02,3136.99,285.4305,1350000,270,270,-73117.0390625,95.3037
2177.43,2837.46,297.3245,1355000,271,271,-73924.8828125,125.2809
2671.17,2242.17,292.6064,1360000,272,272,-68144.890625,139.1249
1098.82,1261.0,310.8843,1365000,273,273,-75258.0546875,192.1211
866.04,1634.94,312.7895,1370000,274,274,-73678.2890625,251.1559
745.0,1238.7,357.4081,1375000,275,275,-75124.3125,344.7488
712.11,825.97,391.1896,1380000,276,276,-75283.2890625,321.5933
1981.95,1758.61,365.7752,1385000,277,277,-79526.96875,292.0072
4454.89,3896.95,304.1806,1390000,278,278,-82381.875,114.1614
3904.87,2750.42,344.2473,1395000,279,279,-81213.484375,245.9301
1604.25,1260.68,337.398,1400000,280,280,-76395.2421875,253.8271
1846.33,1647.27,332.5466,1405000,281,281,-80943.859375,264.7185
2073.6,1870.32,347.3406,1410000,282,282,-85872.09375,269.1086
2405.22,2077.44,354.3917,1415000,283,283,-87389.7578125,247.839
2377.78,2838.19,364.654,1420000,284,284,-87620.2578125,291.0873
2355.06,1626.3,367.0565,1425000,285,285,-86174.4140625,301.1568
1198.53,1376.72,369.1194,1430000,286,286,-82891.8203125,384.4511
1790.73,1616.99,330.5468,1435000,287,287,-77877.5234375,272.7993
1717.77,1490.09,343.8712,1440000,288,288,-77329.3359375,346.0539
1218.45,2208.36,348.3654,1445000,289,289,-82348.0,399.245
1165.6,1743.65,352.6466,1450000,290,290,-83474.3125,425.2236
900.68,629.02,394.1333,1455000,291,291,-83325.625,295.6913
1526.0,2626.36,338.272,1460000,292,292,-66840.8359375,725.2786
3591.68,2785.97,326.7496,1465000,293,293,-81629.2734375,185.0753
1566.37,1775.77,321.474,1470000,294,294,-79742.59375,203.5162
2068.97,1676.41,355.9181,1475000,295,295,-85088.8203125,525.9101
1747.85,1778.9,339.5903,1480000,296,296,-80514.234375,304.6207
1268.06,1092.65,401.2034,1485000,297,297,-77994.0078125,374.0128
1237.17,1398.29,356.6872,1490000,298,298,-77312.9296875,318.4203
1353.89,1566.75,368.7443,1495000,299,299,-86670.296875,349.8676
1097.4,1147.28,381.7437,1500000,300,300,-83678.703125,406.8648
2316.0,2041.07,362.9013,1505000,301,301,-88101.34375,386.3391
1645.37,1080.82,343.3901,1510000,302,302,-80304.0625,245.1712
2154.61,1896.68,374.6997,1515000,303,303,-75314.3359375,286.9309
1268.95,1769.86,351.727,1520000,304,304,-76472.2734375,235.6965
1079.46,820.96,395.5951,1525000,305,305,-76406.4296875,357.8429
1420.45,1412.02,361.7924,1530000,306,306,-73702.5078125,228.0668
2729.61,1677.41,361.7899,1535000,307,307,-70270.8828125,291.7948
2539.55,2660.49,350.4089,1540000,308,308,-72203.2109375,254.9952
2661.32,2769.86,349.1125,1545000,309,309,-72046.359375,335.7588
2016.55,2844.39,373.6062,1550000,310,310,-71925.28125,491.6141
1330.69,1475.34,377.7285,1555000,311,311,-78733.03125,247.9403
1093.99,1236.34,382.1507,1560000,312,312,-85679.78125,680.1446
1887.87,2477.69,377.1708,1565000,313,313,-78805.7421875,290.5208
1549.12,1857.98,381.2052,1570000,314,314,-84696.03125,1061.813
1079.5,730.39,425.2678,1575000,315,315,-72581.3046875,370.483
1578.06,1848.43,388.6184,1580000,316,316,-77663.4921875,269.3982
4109.8,2856.9,396.0036,1585000,317,317,-86658.0546875,201.3477
2313.54,2517.81,400.0039,1590000,318,318,-88375.203125,1027.6655
2040.61,1730.21,400.1067,1595000,319,319,-84620.0625,409.7205
1622.64,1461.3,378.6332,1600000,320,320,-80428.359375,269.9048
1280.72,963.5,431.1276,1605000,321,321,-86661.953125,749.9223
727.45,544.35,463.7988,1610000,322,322,-77078.7109375,1043.4538
878.23,1125.72,436.9745,1615000,323,323,-89284.2578125,844.7219
577.88,787.68,440.3367,1620000,324,324,-92603.3125,1423.9636
