Running Forward KL,Running Reverse KL,Real Sto Return,Running Update Time,Itration,Reward Loss,Running Env Steps,Real Det Return
52.3853,29.4542,267.05,128,128,-1472.292236328125,640000,244.49
53.0617,40.317,791.91,129,129,-1603.58642578125,645000,838.87
56.4264,73.1836,9.46,130,130,-1974.7801513671875,650000,-6.76
55.8376,105.3747,14.63,131,131,-1606.6607666015625,655000,26.07
57.244,38.9587,77.37,132,132,-1707.177978515625,660000,84.89
49.5688,22.1495,503.57,133,133,-1277.1064453125,665000,445.99
49.9669,54.5696,461.97,134,134,-1527.6868896484375,670000,570.58
54.0516,53.4697,228.85,135,135,-1804.730712890625,675000,226.62
51.7149,59.6845,420.26,136,136,-1569.59912109375,680000,595.84
54.305,28.2578,993.1,137,137,-1634.0352783203125,685000,1000.16
53.4697,39.1668,626.7,138,138,-1737.210205078125,690000,997.53
52.4766,67.7342,631.75,139,139,-1813.313232421875,695000,986.41
53.3781,64.9029,391.9,140,140,-1692.156494140625,700000,423.73
52.5985,73.4846,256.35,141,141,-1765.74951171875,705000,255.46
49.7291,28.5959,328.83,142,142,-1727.590576171875,710000,341.64
52.7303,21.8938,1024.66,143,143,-1425.212646484375,715000,1046.25
51.6293,21.2647,529.19,144,144,-951.0735473632812,720000,1024.75
50.1994,21.6541,415.75,145,145,-1250.35498046875,725000,579.03
50.6867,43.4439,385.22,146,146,-1695.8353271484375,730000,408.38
50.4558,15.4434,512.71,147,147,-1211.923583984375,735000,1078.05
49.698,32.6332,322.75,148,148,-1590.404052734375,740000,353.8
49.4593,18.4866,735.66,149,149,-1579.0679931640625,745000,1043.73
49.1117,15.0215,555.99,150,150,-1394.513427734375,750000,899.84
55.8139,42.9042,988.31,151,151,-1845.780517578125,755000,980.81
54.9159,33.7687,988.89,152,152,-1842.760986328125,760000,986.88
49.8286,25.7065,458.29,153,153,-1523.738037109375,765000,1009.09
49.7163,15.1519,301.34,154,154,-1456.3984375,770000,341.84
50.5358,28.5983,307.15,155,155,-1825.68505859375,775000,346.0
49.0049,17.3581,392.64,156,156,-1336.036865234375,780000,509.26
52.5459,55.5807,28.96,157,157,-2143.900390625,785000,9.83
50.5125,48.0325,320.39,158,158,-1873.294189453125,790000,334.97
54.7947,71.5536,-8.84,159,159,-2200.724365234375,795000,-8.88
55.238,46.0705,157.68,160,160,-2224.634765625,800000,164.39
53.5781,54.2865,247.99,161,161,-2159.899169921875,805000,254.34
54.1232,28.5823,948.0,162,162,-2127.87353515625,810000,1015.32
50.9467,24.9304,67.54,163,163,-1803.9703369140625,815000,70.74
53.6813,25.9697,1026.85,164,164,-2146.718505859375,820000,1023.71
55.0084,34.0632,1028.99,165,165,-2295.150390625,825000,1032.06
54.6061,28.2886,1023.86,166,166,-2229.02001953125,830000,1018.94
53.0086,25.7043,989.1,167,167,-2004.5928955078125,835000,1022.26
50.2649,20.8472,712.15,168,168,-1809.4932861328125,840000,570.02
55.325,44.7522,36.04,169,169,-2228.7783203125,845000,33.02
53.3652,45.4089,724.05,170,170,-2249.500732421875,850000,1031.72
55.6757,41.0979,872.03,171,171,-2317.72998046875,855000,976.55
53.9007,25.9228,1039.33,172,172,-2262.66650390625,860000,1040.67
56.7865,57.9977,1006.0,173,173,-2473.9921875,865000,1007.81
55.7845,43.7377,563.03,174,174,-2574.619873046875,870000,223.27
54.4991,30.8174,964.87,175,175,-2449.31494140625,875000,996.01
53.4041,25.8502,1021.48,176,176,-2203.55615234375,880000,1025.51
54.3993,40.0807,1043.62,177,177,-2498.958740234375,885000,1032.91
55.4586,42.7189,1048.1,178,178,-2429.452392578125,890000,1033.24
55.1453,39.4598,1059.65,179,179,-2477.7607421875,895000,1042.27
54.5309,33.4918,1065.43,180,180,-2429.24609375,900000,1047.29
52.1161,24.6149,910.09,181,181,-2088.406494140625,905000,1037.01
54.9327,41.6193,1026.77,182,182,-2650.715576171875,910000,1025.75
50.5335,35.5112,458.96,183,183,-2197.327880859375,915000,434.08
51.9292,57.9972,466.99,184,184,-2740.175048828125,920000,489.56
50.8744,61.9964,422.58,185,185,-2625.3271484375,925000,395.15
52.5045,48.8949,980.43,186,186,-2656.736572265625,930000,1051.83
54.9068,57.2035,1040.39,187,187,-2762.896240234375,935000,1040.2
51.9969,49.6186,245.88,188,188,-2298.69287109375,940000,277.32
54.2922,136.6404,-8.14,189,189,-2849.194091796875,945000,-5.66
54.1788,64.0776,2.0,190,190,-3022.0107421875,950000,1.57
52.9916,79.1323,315.24,191,191,-2616.665771484375,955000,327.38
52.299,24.0332,412.58,192,192,-1747.578369140625,960000,437.15
57.2301,56.6344,1010.63,193,193,-2976.0439453125,965000,1010.83
55.2344,37.1089,1014.39,194,194,-2963.9912109375,970000,1015.3
56.2516,40.352,1016.38,195,195,-3011.33642578125,975000,1016.74
55.6963,38.8173,1000.85,196,196,-2994.70458984375,980000,1010.97
56.0823,40.0744,1006.31,197,197,-2988.115478515625,985000,1007.58
55.6145,39.6967,1042.86,198,198,-2976.582275390625,990000,1019.34
55.409,36.7113,1059.04,199,199,-2996.783447265625,995000,1052.28
55.0085,28.5843,996.15,200,200,-2661.79150390625,1000000,1002.64
52.3605,25.4971,839.24,201,201,-2607.13623046875,1005000,851.67
53.8725,55.1117,-5.64,202,202,-3197.5107421875,1010000,-6.25
56.1639,50.9368,1040.9,203,203,-3148.115966796875,1015000,1036.25
54.8684,43.1885,1038.35,204,204,-3011.6826171875,1020000,1026.81
52.3564,28.9587,1024.36,205,205,-2864.100341796875,1025000,1032.4
53.5871,27.4775,1019.21,206,206,-2804.302734375,1030000,1022.52
53.8652,24.0427,1023.24,207,207,-2734.84326171875,1035000,1023.79
54.8978,36.1997,1002.01,208,208,-3029.334228515625,1040000,1007.54
53.5011,34.2772,1021.83,209,209,-2971.694091796875,1045000,1005.41
53.4629,70.3032,183.57,210,210,-3191.092529296875,1050000,998.14
54.0673,34.769,1007.57,211,211,-2930.249267578125,1055000,1024.21
53.2695,22.2985,996.61,212,212,-2718.962646484375,1060000,810.81
56.0935,47.0137,1027.29,213,213,-3350.582763671875,1065000,1025.06
52.656,47.7478,-4.62,214,214,-3442.6298828125,1070000,-4.62
56.2433,51.3538,1008.25,215,215,-3539.444580078125,1075000,1000.86
54.0284,34.0204,1001.82,216,216,-3179.855224609375,1080000,1034.98
55.8092,35.2572,978.32,217,217,-3057.90380859375,1085000,1010.4
52.2626,37.628,798.64,218,218,-3341.257568359375,1090000,883.02
51.6,28.7456,905.5,219,219,-3184.218017578125,1095000,1025.92
53.5446,51.5412,997.64,220,220,-3570.197509765625,1100000,1027.97
52.5744,46.2699,888.38,221,221,-3535.76171875,1105000,736.81
56.0076,49.4477,1017.74,222,222,-3801.59326171875,1110000,1016.98
56.0051,50.0048,113.92,223,223,-3666.845947265625,1115000,88.56
53.0334,37.3707,263.85,224,224,-3484.280517578125,1120000,59.22
56.6557,43.4156,987.45,225,225,-3760.5634765625,1125000,987.18
55.9502,36.2522,1011.35,226,226,-3784.685302734375,1130000,1009.57
55.0236,28.9596,38.97,227,227,-3231.4912109375,1135000,31.33
56.7639,35.9985,1020.66,228,228,-3807.96875,1140000,1022.35
54.6015,29.979,1044.23,229,229,-3829.898193359375,1145000,1031.66
50.7865,29.9534,488.61,230,230,-3495.40185546875,1150000,1038.67
49.9821,18.8452,506.08,231,231,-2757.252685546875,1155000,782.22
50.1812,18.5822,725.28,232,232,-3162.945556640625,1160000,1035.84
49.3593,16.9616,770.04,233,233,-2917.400146484375,1165000,1035.36
49.0739,15.9661,602.41,234,234,-2665.214111328125,1170000,1034.16
49.5031,16.3479,450.36,235,235,-2415.150146484375,1175000,604.95
49.7342,15.8459,420.35,236,236,-2352.78564453125,1180000,440.13
49.7961,15.5217,409.96,237,237,-2502.0537109375,1185000,389.74
49.9465,16.0279,364.34,238,238,-2516.187744140625,1190000,385.56
50.5024,15.7213,417.58,239,239,-2434.41064453125,1195000,543.49
50.4019,16.5921,441.6,240,240,-2584.016357421875,1200000,530.83
50.022,17.2762,380.57,241,241,-2770.748779296875,1205000,403.94
50.7495,22.5618,412.43,242,242,-3216.12939453125,1210000,404.99
50.4475,15.3599,374.47,243,243,-2651.580322265625,1215000,273.35
50.3526,17.9996,328.98,244,244,-2599.0400390625,1220000,340.99
50.1923,16.9994,302.12,245,245,-2607.682373046875,1225000,365.83
50.4638,19.9962,317.38,246,246,-2632.55126953125,1230000,387.36
50.0099,17.7641,354.29,247,247,-2641.05908203125,1235000,434.85
50.413,16.6455,353.2,248,248,-2569.057373046875,1240000,438.88
50.5067,52.9478,296.99,249,249,-3872.794189453125,1245000,366.67
50.66,51.376,314.69,250,250,-3970.43701171875,1250000,373.7
50.5361,26.5944,294.88,251,251,-3332.75244140625,1255000,309.99
50.7509,39.7941,340.28,252,252,-3950.121337890625,1260000,407.33
50.4656,23.5012,364.4,253,253,-3438.969970703125,1265000,563.07
50.8349,32.6482,374.34,254,254,-3678.800537109375,1270000,488.57
51.2207,33.2804,280.83,255,255,-3445.038330078125,1275000,399.84
50.5218,17.4831,340.16,256,256,-3326.62548828125,1280000,1019.95
51.1122,35.1393,303.33,257,257,-3872.511474609375,1285000,434.7
51.2456,21.2632,322.68,258,258,-3476.443359375,1290000,345.61
50.8486,20.0155,316.85,259,259,-3299.96630859375,1295000,361.33
50.9748,17.0948,310.47,260,260,-3173.95068359375,1300000,324.25
50.6187,16.1398,311.0,261,261,-3422.574951171875,1305000,411.56
50.8566,51.3511,353.47,262,262,-3854.782470703125,1310000,347.33
50.0973,39.8247,355.56,263,263,-3802.292724609375,1315000,492.89
50.6248,75.8784,290.67,264,264,-4169.57568359375,1320000,481.88
51.2526,37.2617,302.56,265,265,-4062.3818359375,1325000,331.1
51.0186,58.719,315.64,266,266,-4223.64111328125,1330000,325.21
50.736,55.4425,286.56,267,267,-4298.9453125,1335000,269.6
50.7911,38.0938,346.75,268,268,-3940.234130859375,1340000,421.89
51.3586,146.6756,333.16,269,269,-4661.775390625,1345000,355.36
50.5349,46.2243,339.71,270,270,-4518.7734375,1350000,335.96
51.1427,57.0663,296.3,271,271,-4646.6572265625,1355000,396.5
49.9649,53.1018,380.58,272,272,-4624.779296875,1360000,377.95
50.1882,32.3108,370.77,273,273,-4443.18505859375,1365000,707.55
50.738,59.6669,338.84,274,274,-4545.4443359375,1370000,429.66
50.1372,33.7416,420.9,275,275,-4525.845703125,1375000,618.11
51.1814,49.6753,458.71,276,276,-4598.07080078125,1380000,589.33
50.934,45.5231,410.79,277,277,-4718.41259765625,1385000,501.62
50.5495,65.7596,442.03,278,278,-4703.85302734375,1390000,762.27
50.7687,59.9068,515.0,279,279,-4725.44091796875,1395000,699.42
50.2293,38.3793,376.7,280,280,-4704.51171875,1400000,345.67
50.203,32.5225,358.54,281,281,-4759.5859375,1405000,454.61
50.5858,53.6537,353.18,282,282,-4716.45751953125,1410000,431.12
50.544,29.8132,414.67,283,283,-4619.234375,1415000,345.18
50.5406,40.5888,366.7,284,284,-4982.4306640625,1420000,417.74
49.1561,19.219,340.63,285,285,-3664.50927734375,1425000,329.78
50.7464,33.5204,352.69,286,286,-4790.74560546875,1430000,531.63
49.5341,17.0314,345.74,287,287,-3957.542236328125,1435000,486.6
51.0001,50.5899,389.67,288,288,-5077.2587890625,1440000,364.33
51.2049,66.9061,466.68,289,289,-5237.92578125,1445000,584.08
50.7525,81.8925,476.59,290,290,-5353.9560546875,1450000,439.5
51.0448,64.5423,392.38,291,291,-5144.41796875,1455000,451.81
49.5521,46.403,338.88,292,292,-5247.1337890625,1460000,360.73
49.8212,53.4818,342.57,293,293,-5144.56982421875,1465000,283.51
49.6233,52.4857,342.27,294,294,-5207.20068359375,1470000,391.81
50.3588,48.9479,309.45,295,295,-5389.3203125,1475000,326.07
50.3863,50.8699,342.58,296,296,-5245.3251953125,1480000,441.82
50.698,19.9164,453.76,297,297,-4507.9384765625,1485000,561.97
50.8308,33.4548,363.68,298,298,-5260.884765625,1490000,341.54
49.3762,14.3753,268.99,299,299,-4489.060546875,1495000,408.81
50.883,37.272,318.95,300,300,-5272.26171875,1500000,336.44
51.3515,18.9526,401.99,301,301,-5070.2294921875,1505000,455.45
50.7237,17.8488,502.03,302,302,-5044.18408203125,1510000,581.64
49.9298,19.8127,394.43,303,303,-4659.8662109375,1515000,572.84
50.6784,17.1351,400.76,304,304,-4699.32177734375,1520000,462.38
50.5123,15.7419,411.89,305,305,-4819.150390625,1525000,388.42
49.1771,16.5323,473.12,306,306,-4764.041015625,1530000,539.05
50.8539,24.0158,356.76,307,307,-5228.46435546875,1535000,368.97
50.4843,22.0916,276.17,308,308,-5450.82177734375,1540000,249.15
50.7329,38.6958,330.14,309,309,-5921.33203125,1545000,288.38
49.8921,27.4479,517.41,310,310,-5239.2822265625,1550000,794.21
49.6485,23.2331,352.33,311,311,-5016.29833984375,1555000,368.75
50.5236,20.1502,381.54,312,312,-5154.09814453125,1560000,804.88
50.5095,20.7998,562.97,313,313,-5348.03271484375,1565000,580.76
49.7085,20.2395,543.62,314,314,-5022.25390625,1570000,737.0
50.9044,36.4827,497.62,315,315,-5768.58642578125,1575000,491.41
51.0982,26.5314,375.73,316,316,-5556.3388671875,1580000,289.0
49.6594,35.2505,491.4,317,317,-5882.25927734375,1585000,493.13
50.6296,42.5143,474.58,318,318,-5816.74267578125,1590000,741.85
49.8361,16.8512,529.76,319,319,-5261.90576171875,1595000,816.01
50.4153,26.3289,390.15,320,320,-5748.3642578125,1600000,464.97
50.7065,23.0101,574.55,321,321,-5575.521484375,1605000,1008.88
50.4026,23.1522,581.29,322,322,-5305.740234375,1610000,556.42
51.0311,27.4906,499.73,323,323,-5487.80615234375,1615000,765.06
50.1028,24.9117,469.92,324,324,-5706.88330078125,1620000,430.65
50.2842,28.8908,417.06,325,325,-6013.5107421875,1625000,325.4
50.3976,22.1868,504.97,326,326,-5583.4267578125,1630000,641.0
50.9843,20.5192,601.23,327,327,-5565.37109375,1635000,571.41
51.0708,53.8283,533.38,328,328,-5746.021484375,1640000,972.92
51.3954,21.8786,770.88,329,329,-5435.0625,1645000,910.19
49.7292,28.1604,658.68,330,330,-5582.822265625,1650000,1202.4
49.6095,21.4947,623.72,331,331,-5696.79296875,1655000,1019.13
49.2417,23.7706,537.08,332,332,-5779.42578125,1660000,405.51
49.9796,24.7288,404.79,333,333,-5526.7763671875,1665000,720.58
49.7127,21.1771,470.13,334,334,-5634.029296875,1670000,993.69
49.4514,17.5964,420.62,335,335,-5826.7451171875,1675000,437.73
49.3703,26.8928,556.41,336,336,-6425.47314453125,1680000,708.05
49.6891,16.9111,293.93,337,337,-5124.4345703125,1685000,211.51
49.8889,35.4444,355.67,338,338,-6139.7568359375,1690000,317.5
49.7428,30.2506,506.32,339,339,-6447.23974609375,1695000,543.06
49.6873,21.0674,384.78,340,340,-5927.3046875,1700000,837.24
50.1549,25.9261,305.23,341,341,-6040.7939453125,1705000,335.71
49.7433,26.1827,216.89,342,342,-6037.09521484375,1710000,343.48
50.5835,22.1186,319.57,343,343,-5751.4716796875,1715000,345.48
50.2121,24.4801,370.63,344,344,-6189.32080078125,1720000,356.07
49.4344,20.8421,328.9,345,345,-5914.38232421875,1725000,230.68
50.1784,18.3216,321.2,346,346,-5996.15185546875,1730000,287.64
49.7971,17.2698,350.34,347,347,-5682.23046875,1735000,423.35
50.1376,21.2179,508.22,348,348,-6047.47705078125,1740000,555.35
51.692,38.0312,421.79,349,349,-6231.529296875,1745000,302.7
50.6749,19.6876,560.95,350,350,-5789.3310546875,1750000,856.91
50.6942,41.3808,411.61,351,351,-6729.34033203125,1755000,441.21
51.5524,25.7704,480.52,352,352,-5989.64306640625,1760000,604.77
49.883,23.6974,631.98,353,353,-5974.8671875,1765000,675.43
49.9066,41.6217,601.72,354,354,-6157.515625,1770000,681.03
50.0729,26.5617,578.99,355,355,-6245.353515625,1775000,732.01
50.2338,49.4744,411.02,356,356,-7087.8623046875,1780000,522.25
49.4325,35.1917,613.62,357,357,-6536.67578125,1785000,662.59
49.4479,33.5831,459.4,358,358,-6418.302734375,1790000,548.13
48.5359,17.0007,615.98,359,359,-5796.08251953125,1795000,851.08
49.5391,21.0997,465.84,360,360,-6276.88232421875,1800000,559.62
50.224,42.3509,472.29,361,361,-6788.6943359375,1805000,528.64
50.4562,18.2819,361.93,362,362,-5896.14697265625,1810000,599.01
49.824,20.5156,143.15,363,363,-6036.84912109375,1815000,390.24
48.9607,14.0296,912.73,364,364,-5624.064453125,1820000,971.98
50.1498,17.4826,657.31,365,365,-5606.72265625,1825000,616.95
49.6954,16.177,459.23,366,366,-5954.40869140625,1830000,377.22
49.1032,23.1182,480.8,367,367,-6666.5390625,1835000,626.32
49.934,29.9515,406.95,368,368,-6032.63525390625,1840000,413.59
49.6799,21.942,450.6,369,369,-6711.654296875,1845000,538.7
48.6067,21.4316,516.9,370,370,-5965.03369140625,1850000,810.45
49.7033,18.9344,426.32,371,371,-6525.64697265625,1855000,636.08
48.0206,14.0702,940.75,372,372,-5775.4619140625,1860000,964.35
46.8544,13.7751,1030.71,373,373,-5221.58154296875,1865000,1380.9
47.8649,16.8227,1463.56,374,374,-5810.068359375,1870000,1393.92
47.0972,18.4512,891.58,375,375,-5809.18798828125,1875000,953.59
48.8623,14.7724,715.65,376,376,-6633.59423828125,1880000,719.68
46.8943,14.5275,1815.4,377,377,-5757.91015625,1885000,2013.81
46.2953,15.9605,1535.58,378,378,-5895.92333984375,1890000,1828.11
47.7884,15.43,1165.63,379,379,-6035.78662109375,1895000,1470.45
47.2087,23.4558,1502.18,380,380,-6361.11083984375,1900000,2080.88
47.9352,29.0055,576.85,381,381,-6399.82958984375,1905000,842.35
46.8433,13.7549,894.77,382,382,-5558.3759765625,1910000,761.4
47.1529,14.4541,1364.4,383,383,-5437.4443359375,1915000,1405.84
49.4577,21.3845,1211.97,384,384,-6527.08984375,1920000,1018.95
47.3399,21.8077,1535.76,385,385,-6108.02001953125,1925000,1849.15
47.7047,20.0071,1301.69,386,386,-6489.74609375,1930000,573.28
47.9099,21.8228,1407.09,387,387,-6291.43505859375,1935000,1645.01
47.4483,21.0889,862.07,388,388,-5588.76953125,1940000,1035.34
47.8245,18.2764,1753.47,389,389,-5859.41162109375,1945000,1378.44
46.618,15.6104,1937.13,390,390,-5327.66015625,1950000,1840.7
46.4932,18.1727,1226.13,391,391,-5569.14404296875,1955000,1513.14
46.3547,15.1364,1116.52,392,392,-5359.81005859375,1960000,748.63
46.3475,15.7078,2204.11,393,393,-5138.00634765625,1965000,2289.07
46.4754,13.4633,1187.26,394,394,-5071.47216796875,1970000,898.87
46.8446,22.7636,1062.71,395,395,-5905.59375,1975000,776.68
47.0419,17.9699,1354.39,396,396,-6068.20703125,1980000,1580.48
46.4412,15.336,1597.93,397,397,-5365.427734375,1985000,955.27
46.9457,16.9001,2186.88,398,398,-5472.91455078125,1990000,1836.29
48.193,19.2801,867.74,399,399,-5818.466796875,1995000,877.22
