Running Forward KL,Running Update Time,Real Sto Return,Itration,Reward Loss,Real Det Return,Running Env Steps,Running Reverse KL
37.3647,383,4602.75,383,-3142.166015625,4729.19,1915000,13.8566
37.3411,384,3902.84,384,-2913.2685546875,4740.59,1920000,14.2298
37.5062,385,4118.54,385,-3223.3896484375,4706.16,1925000,13.5195
37.7237,386,4553.24,386,-3335.2802734375,4517.27,1930000,17.8983
37.9026,387,4493.0,387,-3286.168212890625,4823.89,1935000,17.819
37.3069,388,4541.71,388,-3291.68408203125,4732.08,1940000,13.5034
38.0036,389,3766.53,389,-3546.650146484375,4796.03,1945000,14.17
37.3654,390,3899.85,390,-3279.959716796875,3634.04,1950000,13.887
37.889,391,4160.76,391,-3439.743896484375,4775.19,1955000,13.0037
37.8617,392,4687.53,392,-3321.74267578125,4769.9,1960000,13.8463
37.743,393,4040.8,393,-3478.39208984375,4777.04,1965000,13.5577
37.2474,394,4584.54,394,-3242.718017578125,4776.09,1970000,14.1194
37.7999,395,4439.11,395,-3462.263671875,4659.0,1975000,13.2718
36.8166,396,4672.09,396,-3275.011962890625,4767.69,1980000,14.2831
38.2751,397,4655.98,397,-3472.998046875,4719.44,1985000,15.0425
37.1547,398,4581.37,398,-3221.324951171875,4708.59,1990000,13.6367
37.3575,399,4330.88,399,-3620.259765625,4369.68,1995000,13.2095
37.8089,400,4348.22,400,-3360.386474609375,4699.93,2000000,13.9202
37.6841,401,4482.39,401,-3578.4638671875,4632.68,2005000,13.8943
37.8379,402,4648.48,402,-3511.988037109375,4719.91,2010000,13.7266
37.602,403,4634.19,403,-3523.748046875,4756.74,2015000,13.4851
37.3399,404,4637.9,404,-3457.24609375,4824.13,2020000,13.6603
37.8707,405,4660.16,405,-3536.054931640625,4756.49,2025000,14.1376
37.2044,406,4473.5,406,-3507.47021484375,4741.15,2030000,12.5542
37.3205,407,4749.79,407,-3379.56689453125,4852.8,2035000,13.7899
37.3092,408,4660.59,408,-3368.217041015625,4765.74,2040000,13.6926
37.1774,409,4695.68,409,-3522.42138671875,4718.88,2045000,14.0851
37.054,410,4638.4,410,-3621.125,4214.83,2050000,14.5293
37.1956,411,3974.45,411,-3560.26416015625,4512.18,2055000,13.8546
38.2115,412,4493.25,412,-3603.855712890625,4740.54,2060000,14.1142
37.3823,413,4683.41,413,-3561.898681640625,4879.42,2065000,14.2989
36.7965,414,4684.75,414,-3461.695068359375,4692.69,2070000,13.8708
37.5582,415,4567.89,415,-3860.388671875,4627.08,2075000,15.1269
37.661,416,4456.5,416,-3704.721923828125,4668.7,2080000,14.7412
37.459,417,4603.57,417,-3660.559326171875,4598.22,2085000,14.6761
37.7756,418,4617.95,418,-3876.920166015625,4790.85,2090000,15.3
37.2583,419,4603.31,419,-3796.37744140625,4672.49,2095000,14.0918
37.1063,420,4499.78,420,-3732.294921875,4580.34,2100000,14.5292
37.1092,421,4567.33,421,-3832.399658203125,4793.56,2105000,13.8299
37.6599,422,4429.29,422,-3929.710205078125,4603.93,2110000,15.0243
37.4692,423,4560.95,423,-4003.450439453125,4645.3,2115000,14.6213
50.238,424,257.47,424,-4727.19091796875,304.95,2120000,51.7878
50.6898,425,408.62,425,-4198.15576171875,416.6,2125000,108.2169
50.8355,426,292.89,426,-4583.23974609375,420.13,2130000,27.7799
44.8074,427,1188.12,427,-5339.6611328125,1267.7,2135000,33.6765
42.2785,428,1411.08,428,-5095.6630859375,1240.45,2140000,31.8804
38.7999,429,4142.6,429,-4038.9765625,4372.53,2145000,17.2372
37.9463,430,4581.16,430,-4131.07470703125,4716.51,2150000,17.0332
38.2379,431,4590.29,431,-4183.17919921875,4729.08,2155000,15.8661
38.2034,432,4566.62,432,-4090.868408203125,4655.29,2160000,14.1732
39.0729,433,4529.6,433,-4099.10205078125,4588.83,2165000,15.8964
39.3421,434,4507.12,434,-3991.291259765625,4579.54,2170000,15.3047
39.3134,435,4494.71,435,-4085.6171875,4566.4,2175000,16.5258
38.9459,436,4608.33,436,-4083.47265625,4668.49,2180000,16.4395
38.6751,437,4627.82,437,-4073.379150390625,4689.02,2185000,16.064
39.3181,438,4578.18,438,-4061.1572265625,4628.15,2190000,16.0373
38.6385,439,4634.92,439,-3984.831787109375,4718.56,2195000,15.877
39.3136,440,4600.29,440,-3873.097900390625,4644.39,2200000,15.907
39.016,441,4612.25,441,-4046.028564453125,4728.92,2205000,15.3756
38.9586,442,4605.61,442,-3956.66748046875,4680.09,2210000,15.292
38.8499,443,4584.91,443,-3984.12060546875,4674.27,2215000,15.008
38.2531,444,4649.72,444,-4145.22607421875,4783.49,2220000,14.7654
38.3483,445,4594.07,445,-4043.096435546875,4680.74,2225000,14.8966
38.3487,446,4665.15,446,-4173.02197265625,4784.35,2230000,14.6804
38.4211,447,4642.2,447,-4006.7109375,4789.56,2235000,14.9102
37.9665,448,4678.48,448,-4111.7861328125,4843.03,2240000,15.456
38.1084,449,4641.46,449,-4169.681640625,4768.33,2245000,14.4719
37.8462,450,4678.83,450,-4109.37548828125,4842.54,2250000,14.3415
37.9379,451,4610.1,451,-4052.81982421875,4700.64,2255000,13.9742
38.3258,452,4622.22,452,-4036.972900390625,4712.94,2260000,15.7252
38.7956,453,4568.41,453,-4229.97705078125,4706.54,2265000,14.8362
38.338,454,4637.23,454,-4141.1728515625,4751.32,2270000,15.3226
37.9845,455,4604.65,455,-4007.0771484375,4665.78,2275000,14.8789
38.7046,456,4626.4,456,-4189.61083984375,4658.09,2280000,15.777
37.8066,457,4559.22,457,-4029.046142578125,4692.22,2285000,15.1588
38.148,458,4632.83,458,-3894.8115234375,4758.26,2290000,15.8018
37.8265,459,4644.39,459,-3976.645751953125,4752.18,2295000,15.1267
38.0621,460,4646.99,460,-4137.3671875,4698.6,2300000,14.8642
37.8054,461,4643.07,461,-4380.84423828125,4616.98,2305000,15.9689
38.0207,462,4683.46,462,-4207.7568359375,4779.18,2310000,14.1849
37.8921,463,4690.57,463,-4241.142578125,4800.6,2315000,19.5067
37.6863,464,4569.74,464,-4312.0654296875,4612.13,2320000,13.925
37.7775,465,4652.86,465,-4330.51171875,4741.57,2325000,13.9095
38.1495,466,4385.59,466,-4613.8046875,4499.45,2330000,15.9519
37.114,467,4533.87,467,-4587.79736328125,4489.55,2335000,13.8527
40.8069,468,712.85,468,-4422.22802734375,34.43,2340000,24.0959
39.8515,469,1571.39,469,-4557.814453125,1311.44,2345000,49.1396
37.6922,470,4348.6,470,-4616.46484375,4563.91,2350000,14.373
37.7619,471,4721.69,471,-4634.58642578125,4823.92,2355000,14.6347
37.1292,472,4660.93,472,-4501.560546875,4766.7,2360000,13.8987
37.1562,473,4804.21,473,-4553.033203125,4913.64,2365000,14.3794
37.366,474,4685.01,474,-4681.69091796875,4833.43,2370000,13.3919
38.2023,475,4164.77,475,-4589.0576171875,4551.32,2375000,14.1684
37.4371,476,4568.93,476,-4758.75390625,4790.05,2380000,14.3967
36.9516,477,4688.64,477,-4516.4248046875,4795.35,2385000,13.7869
37.116,478,4708.74,478,-4747.78857421875,4849.3,2390000,13.9941
37.6509,479,4696.12,479,-4849.029296875,4747.32,2395000,15.8181
36.9781,480,4711.95,480,-4731.84130859375,4788.53,2400000,14.4664
37.1513,481,4684.67,481,-4672.599609375,4745.16,2405000,14.6812
36.7451,482,4708.73,482,-4576.98583984375,4719.18,2410000,14.4424
37.3367,483,4619.36,483,-4825.4287109375,4759.29,2415000,13.7659
36.7637,484,4481.74,484,-4527.302734375,4810.76,2420000,13.7624
37.2928,485,4217.14,485,-4736.234375,4780.19,2425000,16.5788
37.6299,486,4323.73,486,-4797.6982421875,4224.64,2430000,13.8694
50.3691,487,378.56,487,-5623.142578125,428.67,2435000,35.9303
50.2515,488,419.73,488,-5457.091796875,435.47,2440000,35.0643
42.6112,489,2349.86,489,-5045.89013671875,2723.83,2445000,18.8992
38.3633,490,3215.17,490,-4883.92919921875,4088.16,2450000,15.4507
38.8443,491,2607.17,491,-4780.95556640625,3235.1,2455000,18.5461
38.3833,492,3721.73,492,-5069.107421875,3784.73,2460000,13.8423
38.3666,493,3153.49,493,-5132.60546875,3251.45,2465000,13.4439
36.9456,494,4540.38,494,-4897.10595703125,4741.79,2470000,14.0245
36.6337,495,4347.44,495,-4959.10595703125,4057.42,2475000,14.3771
37.0027,496,4663.13,496,-4904.3876953125,4769.2,2480000,14.9837
36.8924,497,4721.2,497,-4920.01513671875,4769.69,2485000,14.7467
37.0849,498,4761.51,498,-5107.44775390625,4858.72,2490000,14.6076
37.0979,499,4637.17,499,-5054.9326171875,4798.84,2495000,14.1804
36.5747,500,4811.31,500,-4902.8447265625,4884.83,2500000,14.8989
36.9823,501,4841.05,501,-4958.47265625,4931.25,2505000,14.8135
36.3599,502,4776.78,502,-4723.724609375,4896.34,2510000,14.9027
36.8692,503,4802.59,503,-5035.19482421875,4953.32,2515000,14.6589
36.6427,504,4809.45,504,-4825.4609375,4947.35,2520000,14.1986
37.3551,505,4799.95,505,-5170.87353515625,4868.36,2525000,15.1221
37.713,506,4578.07,506,-5265.9580078125,4787.4,2530000,15.2247
37.1393,507,3978.81,507,-5205.01953125,2901.98,2535000,13.4134
42.0649,508,1291.52,508,-3872.337158203125,346.07,2540000,44.2651
42.9357,509,382.86,509,-5459.70947265625,158.68,2545000,43.2371
58.0503,510,19.66,510,-5569.0166015625,20.99,2550000,63.698
40.5065,511,939.51,511,-5805.859375,1851.67,2555000,37.6261
51.7257,512,328.32,512,-6219.41748046875,287.33,2560000,61.3652
38.6381,513,3570.74,513,-5281.63232421875,3416.67,2565000,20.1699
37.2062,514,4632.47,514,-5102.64697265625,4732.81,2570000,15.3213
36.9544,515,4631.58,515,-5181.63623046875,4693.74,2575000,15.7382
37.2797,516,4630.02,516,-5198.3505859375,4660.97,2580000,16.2532
37.0566,517,4732.93,517,-5417.9462890625,4740.97,2585000,16.0903
37.4044,518,4747.14,518,-5677.84423828125,4927.63,2590000,15.9012
37.1824,519,4707.56,519,-5665.10498046875,4825.79,2595000,15.3247
37.1841,520,4737.03,520,-5421.47265625,4805.43,2600000,14.7997
37.0353,521,4771.26,521,-5417.2216796875,4792.88,2605000,14.3253
37.1643,522,4770.81,522,-5600.63671875,4950.71,2610000,14.7635
37.2849,523,4767.89,523,-5634.6142578125,4832.81,2615000,15.1463
36.7269,524,4599.71,524,-5556.34521484375,4969.23,2620000,14.9621
36.9794,525,4664.3,525,-5508.1591796875,4661.63,2625000,14.9754
37.2754,526,4785.22,526,-5343.8701171875,4881.51,2630000,14.3411
37.5513,527,4668.9,527,-5356.91650390625,4746.23,2635000,15.4792
36.9864,528,4753.78,528,-5422.40966796875,4900.28,2640000,14.8551
37.2057,529,3945.75,529,-5306.40478515625,4825.0,2645000,13.8818
37.6108,530,4196.82,530,-5601.849609375,4674.32,2650000,14.2747
37.001,531,4746.5,531,-5397.25439453125,4772.85,2655000,14.9407
36.7411,532,4795.23,532,-5339.69677734375,4935.52,2660000,15.9359
37.4343,533,4818.49,533,-5580.83203125,4928.77,2665000,15.8237
36.4295,534,4788.46,534,-5358.66845703125,4901.9,2670000,15.1816
36.7378,535,4844.5,535,-5468.99755859375,4914.11,2675000,14.2846
37.7407,536,4814.31,536,-5415.76123046875,4913.15,2680000,15.1371
38.3606,537,4616.95,537,-5361.6220703125,4906.85,2685000,15.2627
37.3224,538,4803.7,538,-5495.12841796875,4850.87,2690000,15.4106
37.8528,539,4733.03,539,-5567.30517578125,4856.02,2695000,14.9809
37.4783,540,4835.03,540,-5487.890625,4948.13,2700000,15.1198
37.4972,541,4822.1,541,-5411.76318359375,4924.99,2705000,15.0614
37.9029,542,4803.99,542,-5656.75048828125,4909.79,2710000,15.3915
38.148,543,4711.78,543,-5830.99560546875,4860.29,2715000,15.2999
37.4083,544,4436.52,544,-5854.400390625,4296.25,2720000,14.9383
37.9129,545,4653.92,545,-5921.14111328125,4873.16,2725000,14.249
37.778,546,4735.58,546,-5931.5537109375,4697.75,2730000,15.204
37.3273,547,4744.5,547,-5850.599609375,4878.77,2735000,15.1552
37.7015,548,4582.35,548,-5765.36083984375,4795.28,2740000,14.6745
37.8763,549,4662.01,549,-5578.47216796875,4699.75,2745000,15.2239
38.5878,550,4477.52,550,-6284.24267578125,4630.88,2750000,15.3235
38.0262,551,4719.57,551,-5950.85302734375,4811.04,2755000,14.8859
38.8112,552,4641.7,552,-6018.978515625,4747.55,2760000,14.9269
38.02,553,4604.58,553,-5722.69140625,4688.75,2765000,14.7796
37.8405,554,4704.9,554,-5728.06201171875,4858.96,2770000,14.119
38.128,555,4692.7,555,-5827.7939453125,4781.55,2775000,14.6783
37.7399,556,4679.09,556,-5747.341796875,4780.94,2780000,14.7434
37.9541,557,4717.44,557,-6025.3671875,4793.92,2785000,15.0749
37.6634,558,4772.11,558,-6041.8134765625,4879.57,2790000,14.3375
37.7588,559,4556.2,559,-6041.193359375,4846.24,2795000,15.2803
43.0278,560,965.86,560,-6140.5830078125,1819.35,2800000,19.7044
39.2247,561,3223.63,561,-6197.52587890625,3075.07,2805000,16.4616
37.9439,562,4652.36,562,-6353.97998046875,4673.46,2810000,16.2022
38.2494,563,4642.49,563,-6063.8447265625,4719.32,2815000,15.1049
37.9195,564,4677.85,564,-6183.2412109375,4729.98,2820000,14.4394
37.4775,565,4493.95,565,-6129.23974609375,4870.48,2825000,14.2141
37.0771,566,4675.76,566,-6286.34228515625,4710.57,2830000,15.4321
37.1976,567,4761.39,567,-6000.26953125,4886.34,2835000,14.4877
37.8402,568,4526.25,568,-6228.0869140625,4827.53,2840000,15.2399
38.3149,569,4661.44,569,-6416.97509765625,4757.37,2845000,14.3102
38.4432,570,4673.91,570,-6239.93310546875,4785.3,2850000,15.1048
38.2578,571,4693.64,571,-6314.34423828125,4824.58,2855000,14.8424
38.7815,572,4602.88,572,-6383.33740234375,4661.92,2860000,14.5747
37.7655,573,4715.37,573,-6268.93115234375,4887.32,2865000,13.0825
37.9265,574,4617.68,574,-6381.4775390625,4700.54,2870000,13.9088
37.6794,575,4659.48,575,-6483.12548828125,4732.43,2875000,14.9337
37.2463,576,4726.68,576,-6259.77880859375,4886.99,2880000,14.408
37.1391,577,4764.36,577,-6450.12744140625,4921.71,2885000,13.9426
37.7444,578,4732.19,578,-6395.380859375,4843.09,2890000,14.4943
37.9055,579,4716.93,579,-6243.75732421875,4847.04,2895000,14.3917
37.3187,580,4725.9,580,-6117.55810546875,4819.96,2900000,13.9296
41.8877,581,1089.55,581,-7209.93212890625,1511.47,2905000,18.7126
53.143,582,500.99,582,-6537.2333984375,317.38,2910000,67.6902
41.5616,583,1053.76,583,-6444.80712890625,433.53,2915000,52.5002
37.5998,584,4687.27,584,-6441.140625,4750.28,2920000,14.9215
37.7698,585,4710.99,585,-6400.08349609375,4789.17,2925000,14.2336
37.6655,586,4687.62,586,-6459.17041015625,4729.64,2930000,17.8449
38.1618,587,4721.28,587,-6433.470703125,4881.31,2935000,18.2292
37.5373,588,4737.32,588,-6479.951171875,4850.44,2940000,14.0796
37.8828,589,4548.95,589,-6478.75244140625,4730.36,2945000,14.0602
38.0583,590,4735.28,590,-6863.09912109375,4806.05,2950000,14.3274
37.8251,591,4838.47,591,-6780.63525390625,4933.74,2955000,14.4263
38.1821,592,4752.56,592,-6940.28662109375,4869.85,2960000,14.5273
37.9741,593,4746.62,593,-6572.06640625,4857.82,2965000,13.789
37.8337,594,4786.77,594,-6540.2412109375,4880.82,2970000,13.9549
37.8303,595,4708.85,595,-6738.56689453125,4727.9,2975000,14.1587
37.7016,596,4691.93,596,-6649.41162109375,4912.19,2980000,14.4368
37.5925,597,4690.37,597,-6493.7353515625,4856.27,2985000,16.1754
38.0617,598,4627.63,598,-6570.59765625,4870.96,2990000,14.7259
37.8914,599,4705.51,599,-6956.96923828125,4859.57,2995000,14.5934
37.0536,600,4736.19,600,-6727.88427734375,4929.13,3000000,13.8923
37.7184,601,4686.03,601,-6968.93310546875,4941.53,3005000,14.1195
38.3298,602,4674.03,602,-6818.38916015625,4975.45,3010000,14.7772
37.7456,603,3633.45,603,-6980.20458984375,4836.22,3015000,14.1238
38.0187,604,2656.35,604,-6981.8798828125,1962.51,3020000,14.9792
38.7887,605,4772.97,605,-6808.9677734375,4883.41,3025000,15.1235
37.7058,606,4628.97,606,-6994.171875,4788.79,3030000,16.2629
38.1218,607,4583.18,607,-7190.83642578125,4707.43,3035000,16.1068
37.8416,608,4682.21,608,-6955.2783203125,4788.36,3040000,15.1708
38.3368,609,4449.13,609,-7128.64794921875,4680.08,3045000,16.5076
37.935,610,4629.53,610,-7163.06982421875,4761.85,3050000,15.5683
37.523,611,4693.69,611,-7069.384765625,4771.21,3055000,15.4886
38.0764,612,4694.67,612,-7045.4228515625,4892.78,3060000,16.2976
38.0813,613,4695.95,613,-7289.955078125,4843.32,3065000,14.7531
38.6074,614,3479.52,614,-7689.66015625,4180.64,3070000,16.6177
39.0221,615,3039.77,615,-7666.56787109375,1655.64,3075000,24.9737
38.0285,616,4326.92,616,-7339.83837890625,4726.3,3080000,15.8363
37.5725,617,4584.47,617,-7476.078125,4726.8,3085000,16.9448
38.6377,618,3945.2,618,-7671.41162109375,4785.68,3090000,19.1498
38.2789,619,4513.22,619,-7602.9228515625,4758.52,3095000,17.3009
37.8038,620,4520.14,620,-7589.8828125,4718.2,3100000,15.3828
38.1604,621,4555.11,621,-7608.4208984375,4641.3,3105000,16.4849
38.1652,622,3917.93,622,-7377.62353515625,4366.22,3110000,21.1545
37.664,623,3700.76,623,-7626.18896484375,4497.02,3115000,15.9221
38.0793,624,4497.39,624,-7372.3876953125,4736.51,3120000,17.05
38.5915,625,4636.97,625,-7681.107421875,4767.22,3125000,18.0607
37.5467,626,4221.57,626,-7512.84765625,4822.7,3130000,19.3606
37.7483,627,4787.71,627,-7658.0966796875,4838.69,3135000,17.0477
37.7593,628,4443.68,628,-7543.697265625,4866.05,3140000,16.6631
37.6262,629,4155.49,629,-7680.48486328125,4762.16,3145000,17.8994
37.3454,630,4762.03,630,-7638.08349609375,4862.7,3150000,17.8242
38.0802,631,4665.87,631,-7491.30029296875,4971.09,3155000,17.8738
38.5796,632,2907.54,632,-7628.20263671875,3059.19,3160000,19.7071
37.8965,633,4008.22,633,-7591.380859375,4771.01,3165000,16.6661
38.1935,634,4501.13,634,-7337.548828125,4935.14,3170000,19.8298
37.5115,635,3588.89,635,-7301.41455078125,4638.13,3175000,20.3748
38.1884,636,4266.76,636,-7554.93505859375,4193.24,3180000,20.652
38.1925,637,4010.74,637,-7463.548828125,4894.04,3185000,23.0246
37.4667,638,3752.85,638,-7484.8798828125,4423.75,3190000,16.0738
37.1157,639,4379.88,639,-7218.57763671875,4654.91,3195000,17.6517
37.2355,640,4065.24,640,-7406.86474609375,4252.14,3200000,15.7664
36.6882,641,4391.73,641,-7454.056640625,4836.28,3205000,16.4218
37.558,642,4234.22,642,-7665.5361328125,4860.58,3210000,17.8405
38.5217,643,2620.7,643,-7976.3642578125,4393.14,3215000,20.8649
37.4325,644,4090.81,644,-7278.9404296875,4702.24,3220000,16.2431
38.1436,645,3311.01,645,-7701.52099609375,4900.17,3225000,18.1218
37.9129,646,3887.77,646,-7774.22119140625,4559.68,3230000,16.7822
37.7435,647,4328.55,647,-7669.19775390625,4482.11,3235000,17.9292
37.6118,648,4139.8,648,-7808.73193359375,4457.36,3240000,15.1431
38.2162,649,4742.24,649,-7944.08447265625,5018.95,3245000,18.3607
55.4073,650,-5.31,650,-7576.8720703125,-5.17,3250000,60.4491
37.4969,651,3864.29,651,-7906.173828125,4820.05,3255000,18.8241
37.9468,652,4475.83,652,-8286.4296875,4814.1,3260000,18.3933
37.6502,653,4046.5,653,-7933.962890625,4833.92,3265000,16.9074
37.2016,654,3559.33,654,-8103.04443359375,4417.83,3270000,19.2441
37.2695,655,4310.82,655,-7880.25537109375,4718.67,3275000,16.3674
40.1068,656,2355.24,656,-8684.2646484375,2722.45,3280000,32.2599
38.4271,657,2436.29,657,-8357.4677734375,4639.45,3285000,21.7122
38.1874,658,3223.49,658,-8078.2529296875,4411.84,3290000,18.6486
39.3563,659,2310.49,659,-8092.6533203125,3473.68,3295000,30.9875
37.4297,660,3489.59,660,-8113.8095703125,4865.51,3300000,18.5447
39.0616,661,3014.45,661,-8441.388671875,4173.32,3305000,20.2285
40.3679,662,2125.77,662,-8768.7734375,3201.29,3310000,22.8261
37.6473,663,3591.53,663,-8280.5107421875,4345.45,3315000,15.0267
37.8909,664,3762.26,664,-8204.26953125,4758.85,3320000,16.3908
37.6213,665,3109.22,665,-8389.49609375,4779.86,3325000,15.4392
38.1012,666,3014.58,666,-8834.3408203125,4629.09,3330000,21.0203
38.6976,667,2771.38,667,-9172.380859375,3547.81,3335000,22.3852
38.4836,668,4104.09,668,-8722.228515625,4692.69,3340000,17.6016
37.1861,669,3905.61,669,-8081.44970703125,4745.14,3345000,15.9107
37.661,670,3597.38,670,-8397.05078125,4783.67,3350000,18.2486
37.6092,671,4071.92,671,-8039.29248046875,4785.65,3355000,16.9714
38.5332,672,2899.25,672,-8452.970703125,3818.41,3360000,21.4206
38.8131,673,2405.89,673,-8819.0498046875,3527.76,3365000,21.5814
37.4434,674,3318.89,674,-8578.8056640625,4771.29,3370000,17.3365
37.6381,675,2226.49,675,-8300.251953125,2911.66,3375000,16.3306
36.6363,676,3714.47,676,-7963.7685546875,4722.96,3380000,15.9619
37.9241,677,3130.58,677,-8024.5419921875,4269.03,3385000,17.1882
36.4798,678,3439.15,678,-8056.630859375,4902.25,3390000,18.2255
37.4252,679,2232.26,679,-8281.6376953125,3299.38,3395000,15.242
37.8223,680,3499.09,680,-8334.8076171875,4644.13,3400000,16.3972
38.9076,681,3750.92,681,-8920.0458984375,4416.09,3405000,18.4915
37.3408,682,4359.76,682,-7868.166015625,4728.04,3410000,16.3535
37.6831,683,3997.69,683,-8506.853515625,4625.78,3415000,16.6326
37.9557,684,4332.17,684,-8211.9921875,4687.08,3420000,16.3967
38.0019,685,3659.8,685,-8356.48046875,4588.7,3425000,18.1676
37.423,686,4440.23,686,-7741.18017578125,4326.29,3430000,15.9465
38.2907,687,4368.11,687,-7837.6083984375,4598.43,3435000,16.9566
37.6444,688,4500.06,688,-7764.33544921875,4607.51,3440000,16.5827
37.5102,689,4060.07,689,-8288.70703125,4648.18,3445000,16.2619
37.7474,690,4442.64,690,-8263.7412109375,4428.53,3450000,19.492
37.464,691,4274.56,691,-7976.33203125,4590.64,3455000,16.6349
37.4928,692,4585.89,692,-7717.2236328125,4698.52,3460000,15.5432
37.907,693,4343.36,693,-8048.75927734375,4628.03,3465000,16.5505
37.3471,694,4664.38,694,-7291.03369140625,4890.25,3470000,15.2202
37.5406,695,4418.6,695,-7714.72216796875,4723.27,3475000,15.6213
40.3984,696,1302.81,696,-8470.4931640625,625.38,3480000,43.0951
42.8185,697,571.06,697,-9321.130859375,365.35,3485000,55.1086
39.7162,698,2675.25,698,-8461.4853515625,1414.94,3490000,31.8939
38.793,699,3480.05,699,-8248.3134765625,3125.14,3495000,18.3635
38.7335,700,3477.38,700,-7966.5146484375,3515.67,3500000,19.345
38.286,701,4556.21,701,-8381.5234375,4485.63,3505000,28.2475
37.5315,702,4332.08,702,-7692.474609375,4609.22,3510000,15.9571
39.7481,703,2934.35,703,-9073.0947265625,2951.0,3515000,34.6056
37.9779,704,4149.58,704,-8070.923828125,4458.3,3520000,17.4054
37.6383,705,4555.27,705,-8082.2431640625,4826.21,3525000,15.9089
36.6317,706,4617.9,706,-7121.13818359375,4851.35,3530000,15.0014
36.3072,707,4496.64,707,-6949.1474609375,4900.7,3535000,15.2576
37.1895,708,4205.4,708,-7569.0361328125,4556.84,3540000,17.2818
37.8533,709,4413.38,709,-7457.1591796875,3881.93,3545000,18.1361
37.4259,710,4694.3,710,-7460.0419921875,4483.32,3550000,15.8405
37.2564,711,4561.3,711,-8146.3701171875,4686.84,3555000,15.8134
36.7035,712,4237.65,712,-7789.2080078125,4689.35,3560000,14.0571
37.045,713,3871.73,713,-7705.4990234375,4777.05,3565000,16.1689
36.8229,714,4657.19,714,-7488.439453125,4830.93,3570000,14.8995
36.9321,715,3634.19,715,-7382.4482421875,4551.42,3575000,15.2155
36.6695,716,4714.4,716,-7481.90673828125,4835.86,3580000,14.9558
36.6973,717,4195.14,717,-7642.38916015625,4653.81,3585000,14.7271
37.0474,718,3659.5,718,-7732.28662109375,4955.25,3590000,14.8142
36.9475,719,4362.2,719,-8028.572265625,4878.79,3595000,18.0822
38.2931,720,4757.75,720,-8180.15673828125,4850.51,3600000,16.946
37.3326,721,4800.55,721,-7644.740234375,4887.94,3605000,16.2242
37.1769,722,4667.93,722,-7854.37451171875,4773.7,3610000,16.3093
37.277,723,4767.01,723,-7609.91650390625,4864.4,3615000,15.4877
37.087,724,4594.25,724,-7861.6025390625,4741.18,3620000,16.8922
37.7209,725,4758.94,725,-7999.37060546875,4925.07,3625000,17.675
37.4516,726,4296.82,726,-8516.033203125,4612.02,3630000,16.5393
37.4033,727,4587.76,727,-8199.9130859375,4886.22,3635000,15.6873
37.581,728,4670.55,728,-8115.82373046875,4926.54,3640000,15.709
37.0628,729,4782.46,729,-8141.029296875,4895.79,3645000,16.1761
36.8944,730,4700.38,730,-8306.1025390625,4935.85,3650000,15.3733
37.8019,731,3968.34,731,-8012.20703125,4861.72,3655000,15.0687
37.377,732,4366.67,732,-7731.02880859375,4790.69,3660000,15.6534
37.6418,733,4767.2,733,-8324.8076171875,4871.71,3665000,15.4816
37.7569,734,4739.64,734,-8162.767578125,4859.05,3670000,15.3808
37.4471,735,4771.36,735,-8005.30419921875,4889.52,3675000,15.7566
37.8965,736,4745.97,736,-8337.697265625,4888.96,3680000,16.2624
37.7505,737,4206.22,737,-8339.3955078125,4859.13,3685000,14.7589
38.1549,738,4711.62,738,-8206.935546875,4821.87,3690000,14.9255
38.4712,739,4656.47,739,-8057.84423828125,4914.55,3695000,14.8865
38.0902,740,4529.28,740,-8499.08984375,4851.89,3700000,14.6532
37.71,741,4660.68,741,-8442.6025390625,4811.66,3705000,15.3241
38.1788,742,4698.03,742,-8573.8203125,4775.65,3710000,15.9118
37.9132,743,4591.78,743,-8364.5302734375,4760.92,3715000,15.1942
38.0467,744,4138.91,744,-9089.474609375,4913.38,3720000,15.9681
37.9265,745,4509.14,745,-8738.2607421875,4835.49,3725000,14.7971
38.0576,746,4748.14,746,-8426.900390625,4914.42,3730000,14.5258
37.4346,747,4724.23,747,-8607.1318359375,4894.46,3735000,14.292
37.9428,748,4757.32,748,-8627.6171875,4854.66,3740000,15.8717
37.4492,749,4554.93,749,-8265.796875,4712.05,3745000,15.2761
37.9254,750,3728.26,750,-8631.265625,4415.18,3750000,15.809
37.7766,751,4688.94,751,-8406.330078125,4930.81,3755000,15.1529
38.1603,752,3755.8,752,-8563.5703125,4690.22,3760000,15.7851
38.5016,753,3792.09,753,-8176.32470703125,4405.42,3765000,18.4969
38.0895,754,4060.43,754,-9000.6494140625,4000.66,3770000,14.9119
38.2111,755,4728.29,755,-8764.6298828125,4859.53,3775000,15.3506
37.616,756,4381.46,756,-8690.4033203125,4903.93,3780000,13.961
37.9906,757,4248.31,757,-8596.04296875,4795.96,3785000,14.6979
43.5925,758,614.65,758,-10554.38671875,389.75,3790000,48.0561
40.7335,759,1691.53,759,-9715.42578125,1781.35,3795000,38.3727
39.1498,760,2845.08,760,-8372.1572265625,2285.29,3800000,25.6124
38.5268,761,4668.37,761,-8756.65625,4738.45,3805000,16.2987
38.2691,762,4353.27,762,-8492.00390625,4694.12,3810000,16.2957
38.0658,763,4243.02,763,-8715.3681640625,4544.06,3815000,17.0932
38.1565,764,4570.3,764,-8578.359375,4742.49,3820000,16.0378
