Reward Loss,Itration,Running Reverse KL,Running Update Time,Running Env Steps,Real Sto Return,Running Forward KL,Real Det Return
-3314.505615234375,385,18.1564,385,1925000,4324.55,39.9228,4339.99
-4064.94140625,386,22.7176,386,1930000,2093.35,42.4743,3993.15
-3337.246337890625,387,18.2566,387,1935000,4378.22,40.2136,4396.6
-4048.493408203125,388,20.6436,388,1940000,3095.86,42.4738,3531.96
-3305.9287109375,389,17.4121,389,1945000,4397.95,39.7861,4414.36
-3313.000244140625,390,18.4353,390,1950000,4378.25,39.9837,4392.4
-3320.629150390625,391,20.9276,391,1955000,4261.23,41.4065,4359.7
-3316.582275390625,392,17.3343,392,1960000,4386.32,40.2869,4397.22
-3473.761474609375,393,17.3665,393,1965000,3257.72,40.1047,4142.05
-3410.8369140625,394,17.2737,394,1970000,4343.64,39.9798,4365.5
-3674.734619140625,395,17.0696,395,1975000,4106.23,41.238,4436.06
-3887.631591796875,396,20.0332,396,1980000,4418.34,41.3066,4456.14
-3533.46142578125,397,18.7631,397,1985000,4308.25,40.6335,4318.77
-3400.834716796875,398,18.078,398,1990000,4332.86,40.0905,4358.27
-3384.051513671875,399,16.9685,399,1995000,4342.8,39.66,4359.09
-5486.14697265625,400,50.3289,400,2000000,826.77,46.7856,839.86
-3530.28759765625,401,17.7799,401,2005000,4283.1,39.9412,4323.61
-4473.080078125,402,27.4161,402,2010000,3801.0,41.7205,4320.36
-3509.41943359375,403,17.5046,403,2015000,4344.34,39.7369,4386.29
-3852.8876953125,404,18.3788,404,2020000,2873.45,41.3355,4352.24
-3496.307373046875,405,17.2051,405,2025000,4346.87,39.261,4385.49
-4764.1982421875,406,23.1091,406,2030000,1843.27,41.686,2088.0
-3583.198486328125,407,19.069,407,2035000,4298.32,41.0541,4458.75
-3708.592041015625,408,17.9803,408,2040000,3782.41,39.9206,4448.41
-3617.727783203125,409,17.649,409,2045000,4430.6,40.6876,4459.19
-3655.993408203125,410,16.7902,410,2050000,4419.55,39.8394,4467.89
-3523.23974609375,411,16.4016,411,2055000,4432.33,40.3603,4473.65
-3885.7177734375,412,19.26,412,2060000,4155.28,42.0051,4238.35
-3716.66259765625,413,18.7235,413,2065000,4296.16,40.6984,4313.83
-4424.5302734375,414,18.9229,414,2070000,4061.27,43.7738,4056.37
-3708.074462890625,415,19.3132,415,2075000,4382.87,41.9892,4425.98
-3766.962890625,416,20.6621,416,2080000,4045.34,41.2001,4284.75
-3692.855224609375,417,18.0264,417,2085000,4333.54,41.2879,4367.21
-3656.155517578125,418,21.3038,418,2090000,4326.18,41.7372,4390.18
-3707.315673828125,419,20.8695,419,2095000,4152.03,41.6316,4111.49
-3843.17431640625,420,20.988,420,2100000,4235.72,41.5861,4278.09
-4805.046875,421,23.8839,421,2105000,1640.07,42.8416,3124.8
-3986.658447265625,422,18.0806,422,2110000,4261.77,41.4732,4279.0
-4163.13818359375,423,20.2202,423,2115000,3894.94,43.2057,3910.41
-4106.37353515625,424,18.0783,424,2120000,4169.92,41.4348,4184.47
-3815.588134765625,425,17.5537,425,2125000,4227.71,40.043,4245.77
-4273.59375,426,17.8673,426,2130000,3298.77,41.1662,4130.03
-3742.794189453125,427,17.3721,427,2135000,4280.43,39.7397,4294.25
-3948.54833984375,428,19.957,428,2140000,4303.06,40.9047,4336.18
-3973.557373046875,429,18.7555,429,2145000,4260.75,40.5273,4275.08
-4246.31982421875,430,18.7443,430,2150000,4259.24,41.6557,4238.76
-4802.94677734375,431,20.9576,431,2155000,2960.11,42.2271,4260.18
-3937.540771484375,432,18.2385,432,2160000,4297.12,40.8183,4313.14
-4144.28515625,433,17.4929,433,2165000,4295.72,40.6575,4273.79
-3792.8251953125,434,17.9585,434,2170000,4140.22,40.4414,4349.6
-4139.10400390625,435,17.7056,435,2175000,4380.8,40.956,4344.88
-4147.5537109375,436,17.9471,436,2180000,4269.4,40.6386,4304.83
-4133.22265625,437,19.0826,437,2185000,4177.32,41.2807,4201.6
-4186.4033203125,438,21.393,438,2190000,4228.04,42.2294,4260.78
-4068.589599609375,439,20.2402,439,2195000,4266.26,40.8399,4260.37
-4146.4609375,440,20.4842,440,2200000,4262.99,40.6815,4291.43
-4194.35107421875,441,19.037,441,2205000,4217.62,41.2036,4230.34
-3925.212890625,442,18.6676,442,2210000,4316.93,40.8753,4334.34
-3923.52392578125,443,17.103,443,2215000,4335.98,40.0021,4361.75
-4146.35205078125,444,17.5538,444,2220000,4359.94,40.5821,4431.54
-4240.2822265625,445,18.5966,445,2225000,4311.79,40.1932,4353.43
-4085.014892578125,446,17.8959,446,2230000,4310.93,40.6032,4354.88
-4191.3427734375,447,16.9016,447,2235000,4277.04,40.3343,4306.91
-4071.115966796875,448,17.9037,448,2240000,4239.71,39.584,4379.25
-4097.19677734375,449,17.6294,449,2245000,4297.87,40.0054,4346.68
-4124.41162109375,450,17.7881,450,2250000,4350.87,40.2826,4392.36
-4118.912109375,451,16.6977,451,2255000,4317.43,40.1147,4343.89
-4227.6357421875,452,18.2948,452,2260000,4346.26,40.8626,4420.23
-4300.26611328125,453,18.5729,453,2265000,4379.86,40.7084,4464.46
-4447.47509765625,454,18.0077,454,2270000,4293.05,41.1794,4352.25
-4342.1376953125,455,17.7859,455,2275000,4355.66,41.2826,4442.5
-4384.595703125,456,18.5553,456,2280000,4322.81,40.9493,4352.42
-4342.9921875,457,17.2037,457,2285000,4346.76,40.695,4418.11
-4528.841796875,458,19.1687,458,2290000,4343.05,41.798,4373.68
-4439.83984375,459,19.8616,459,2295000,4244.2,41.6411,4266.15
-4473.04443359375,460,19.7928,460,2300000,4215.82,41.3316,4247.18
-4535.81689453125,461,19.6819,461,2305000,4189.35,41.3504,4221.95
-4397.869140625,462,16.3685,462,2310000,4239.11,40.6475,4272.79
-4503.33740234375,463,20.4926,463,2315000,4304.17,41.0474,4342.42
-4618.6767578125,464,19.0033,464,2320000,4210.57,40.7884,4239.2
-6248.83544921875,465,28.9392,465,2325000,808.57,47.7521,640.04
-4604.619140625,466,18.7695,466,2330000,4114.69,41.2995,4309.11
-4423.630859375,467,17.6849,467,2335000,4288.56,40.2969,4319.89
-6125.0361328125,468,86.7454,468,2340000,-22.57,56.3396,-21.06
-4499.705078125,469,17.3797,469,2345000,4355.18,40.3673,4405.53
-4620.7001953125,470,18.2003,470,2350000,4316.22,40.0914,4370.8
-4489.9970703125,471,18.5693,471,2355000,4264.83,40.211,4316.58
-5479.28125,472,22.3118,472,2360000,1430.43,42.4273,1635.2
-4458.42529296875,473,16.9746,473,2365000,3730.97,39.5416,4236.02
-5595.99853515625,474,24.5606,474,2370000,1.58,51.1012,1.99
-4851.1943359375,475,21.1942,475,2375000,3393.64,42.3939,2330.96
-4527.54150390625,476,19.2782,476,2380000,4128.89,41.872,4173.18
-4269.91357421875,477,18.4093,477,2385000,4210.59,40.0663,4210.53
-4743.34130859375,478,19.9915,478,2390000,4267.89,41.4883,4327.69
-4637.1953125,479,18.48,479,2395000,4169.89,40.2302,4189.93
-4803.9248046875,480,19.8817,480,2400000,4276.58,40.6995,4345.15
-4595.90576171875,481,21.0842,481,2405000,4214.46,41.5661,4253.27
-4689.91650390625,482,18.3642,482,2410000,4279.94,40.1884,4325.12
-4782.83740234375,483,19.0641,483,2415000,4272.26,40.7018,4308.65
-4719.82080078125,484,17.8181,484,2420000,4290.81,40.0603,4330.79
-4653.34228515625,485,18.1728,485,2425000,4311.58,39.4774,4344.84
-4798.47802734375,486,17.7497,486,2430000,4232.13,40.0259,4276.97
-4741.45703125,487,17.772,487,2435000,4241.76,39.9095,4273.54
-4713.9912109375,488,18.4793,488,2440000,4292.39,40.3117,4341.93
-6965.04296875,489,32.3623,489,2445000,494.28,50.4341,479.74
-4850.9873046875,490,18.1871,490,2450000,4269.45,40.3242,4286.65
-4801.01708984375,491,17.4496,491,2455000,4299.89,40.5372,4345.44
-4982.2490234375,492,19.1383,492,2460000,4287.33,41.3075,4283.98
-4987.67822265625,493,17.0662,493,2465000,4139.47,39.8485,4156.74
-5649.3798828125,494,19.2395,494,2470000,3111.55,40.8192,4371.8
-4808.00634765625,495,16.9651,495,2475000,4317.18,39.8854,4346.04
-4988.390625,496,17.5396,496,2480000,4293.63,40.4496,4334.65
-5295.24462890625,497,16.2983,497,2485000,3956.07,41.2294,4244.31
-4936.216796875,498,17.7271,498,2490000,4352.49,40.1798,4389.92
-4983.49609375,499,18.5533,499,2495000,4349.8,39.9847,4407.06
-4811.75146484375,500,17.7216,500,2500000,4372.09,39.9817,4417.98
-4866.701171875,501,16.6274,501,2505000,4321.92,39.6105,4392.01
-4927.27001953125,502,18.679,502,2510000,4146.37,40.1534,4412.78
-4779.08837890625,503,19.459,503,2515000,4360.14,41.017,4372.39
-5571.669921875,504,19.9622,504,2520000,4179.37,42.5089,4213.07
-4955.88232421875,505,17.8608,505,2525000,4202.63,40.2617,4228.56
-4835.75,506,16.9858,506,2530000,4340.99,39.4422,4344.96
-5183.11083984375,507,18.5236,507,2535000,4335.45,39.9473,4419.44
-6748.388671875,508,26.7745,508,2540000,1305.54,44.2469,1735.51
-5006.87744140625,509,18.6948,509,2545000,4257.42,40.267,4263.85
-5041.49462890625,510,22.0659,510,2550000,4265.03,41.9282,4297.28
-5021.65771484375,511,18.2092,511,2555000,4355.25,39.4367,4387.8
-5018.58984375,512,17.3048,512,2560000,4314.17,39.1946,4394.36
-4992.72705078125,513,17.2545,513,2565000,4336.88,39.3728,4373.53
-5116.52880859375,514,17.4562,514,2570000,4326.85,39.6441,4391.6
-5258.0087890625,515,17.8839,515,2575000,4330.45,39.6988,4391.85
-5109.8193359375,516,17.2564,516,2580000,4332.34,39.2667,4393.94
-5261.8193359375,517,17.6879,517,2585000,4344.36,39.414,4405.11
-5117.01416015625,518,17.6713,518,2590000,4342.29,39.2426,4388.84
-5255.2265625,519,17.6503,519,2595000,4336.05,39.6197,4405.78
-5205.42919921875,520,17.2809,520,2600000,4331.71,39.7418,4378.14
-5249.5810546875,521,17.6892,521,2605000,4339.74,39.8411,4381.01
-5270.36767578125,522,16.7688,522,2610000,4324.87,39.4386,4361.34
-5349.361328125,523,16.9329,523,2615000,4347.72,40.347,4412.53
-5270.99951171875,524,17.0648,524,2620000,4319.91,39.8676,4377.75
-5373.25146484375,525,16.6558,525,2625000,4331.22,39.7482,4384.24
-5445.71826171875,526,17.4437,526,2630000,4320.18,39.9056,4378.67
-5511.10302734375,527,16.7281,527,2635000,4283.32,40.0706,4328.43
-5352.91943359375,528,16.0713,528,2640000,4283.85,39.9426,4339.72
-5410.93505859375,529,16.8056,529,2645000,4309.9,39.6053,4355.43
-5361.89501953125,530,16.5038,530,2650000,4343.67,39.7237,4409.9
-5457.83642578125,531,16.9826,531,2655000,4368.35,39.9515,4427.24
-5451.75439453125,532,15.8588,532,2660000,4363.9,39.442,4443.91
-5543.61572265625,533,16.7559,533,2665000,4355.65,39.5907,4417.36
-5470.79833984375,534,16.7077,534,2670000,4341.14,39.8831,4417.34
-5596.68212890625,535,16.6937,535,2675000,4330.16,39.8366,4396.88
-5613.75146484375,536,17.1619,536,2680000,4369.87,40.0357,4446.36
-5734.79736328125,537,17.4314,537,2685000,4317.79,40.8338,4382.84
-5609.763671875,538,17.6446,538,2690000,4316.61,39.8571,4352.58
-5903.12109375,539,18.959,539,2695000,4275.04,41.7804,4372.89
-5812.5283203125,540,18.439,540,2700000,4308.89,40.3359,4394.11
-5833.837890625,541,18.1328,541,2705000,4294.19,40.92,4355.53
-5837.5498046875,542,17.565,542,2710000,4302.79,39.4473,4386.18
-5962.259765625,543,18.0804,543,2715000,4317.2,40.9381,4386.38
-5851.2509765625,544,20.3824,544,2720000,4277.54,41.5499,4275.4
-5877.0185546875,545,18.0401,545,2725000,4289.37,40.1178,4328.44
-6108.57470703125,546,18.5025,546,2730000,4231.8,41.4445,4287.14
-5859.30712890625,547,17.9507,547,2735000,4299.15,39.5027,4357.42
-5823.837890625,548,18.2693,548,2740000,4341.12,39.9686,4389.35
-5839.53759765625,549,18.7055,549,2745000,4304.62,39.6455,4361.5
-5883.5654296875,550,18.1188,550,2750000,4341.42,40.2135,4372.57
-5858.771484375,551,17.6886,551,2755000,4298.47,40.2855,4358.63
-5748.17138671875,552,17.367,552,2760000,4304.78,39.2738,4368.26
-5945.05224609375,553,18.5535,553,2765000,4310.73,40.0941,4377.22
-6028.3896484375,554,18.3185,554,2770000,4319.9,39.7306,4373.7
-5891.13818359375,555,18.0095,555,2775000,4309.03,39.6492,4368.85
-5843.66455078125,556,17.9168,556,2780000,4308.02,39.6903,4379.05
-5909.36181640625,557,17.5401,557,2785000,4303.51,39.9914,4389.74
-6944.912109375,558,15.9185,558,2790000,794.74,46.9735,749.17
-6728.16162109375,559,23.3096,559,2795000,4037.6,44.5034,4061.67
-6244.30810546875,560,23.5035,560,2800000,4200.12,43.4746,4286.2
-6676.92138671875,561,21.4247,561,2805000,3967.52,42.8221,4050.68
-5994.9326171875,562,20.9715,562,2810000,3541.08,41.109,4298.2
-5867.71923828125,563,18.0799,563,2815000,4329.94,40.016,4372.63
-6014.1171875,564,19.2063,564,2820000,4356.34,40.3496,4425.12
-6073.3291015625,565,19.5217,565,2825000,4353.76,40.1526,4400.03
-6116.50537109375,566,21.587,566,2830000,4199.96,40.8401,4234.07
-6160.7333984375,567,18.7531,567,2835000,4361.83,39.7546,4409.7
-6201.46337890625,568,18.3812,568,2840000,4291.18,39.5425,4322.64
-6025.525390625,569,18.8059,569,2845000,4327.37,39.773,4367.57
-5691.35302734375,570,18.2597,570,2850000,4338.13,39.7971,4362.9
-5994.4248046875,571,18.0066,571,2855000,4367.79,39.5679,4377.01
-5998.17578125,572,18.715,572,2860000,4365.29,40.0508,4402.65
-6205.87744140625,573,17.1705,573,2865000,4288.67,39.9756,4303.14
-6653.03857421875,574,94.3094,574,2870000,-20.96,58.9207,-22.09
-5864.9658203125,575,45.8319,575,2875000,1917.97,42.1914,4304.76
-6646.24267578125,576,22.042,576,2880000,4379.13,42.1978,4369.42
-6496.0869140625,577,20.4448,577,2885000,4207.8,42.0452,2553.68
-6632.44189453125,578,19.9107,578,2890000,4287.54,40.889,4304.49
-6549.8984375,579,20.0818,579,2895000,4349.8,41.7305,4403.77
-6365.716796875,580,18.3434,580,2900000,4280.23,40.0411,4336.54
-6220.50048828125,581,18.8261,581,2905000,4211.97,40.5632,4269.16
-6146.9970703125,582,20.5148,582,2910000,4360.97,40.2829,4380.34
-6316.82373046875,583,17.9283,583,2915000,3860.59,40.2173,4104.24
-6429.86572265625,584,19.2287,584,2920000,2423.53,40.2399,2383.62
-6168.31591796875,585,17.916,585,2925000,4303.41,39.4833,4345.56
-6371.1669921875,586,18.8659,586,2930000,4243.57,39.7762,4286.45
-6099.3134765625,587,17.5673,587,2935000,4365.85,39.7239,4409.13
-6208.55029296875,588,17.3791,588,2940000,4390.46,39.3876,4446.62
-6092.18505859375,589,17.2991,589,2945000,4351.82,39.2135,4420.52
-6232.169921875,590,17.5752,590,2950000,4296.53,39.2902,4360.11
-6209.06787109375,591,17.1884,591,2955000,4325.19,39.4588,4376.11
-6230.83203125,592,17.7114,592,2960000,4380.63,39.8041,4438.1
-6358.55517578125,593,17.1311,593,2965000,4339.34,39.9285,4407.57
-6312.52392578125,594,17.549,594,2970000,4331.66,39.7973,4400.67
-6294.35546875,595,17.7172,595,2975000,4326.81,39.6231,4389.25
-6143.35693359375,596,17.489,596,2980000,4381.96,39.7792,4426.67
-6481.85400390625,597,17.9001,597,2985000,4385.72,39.7386,4460.39
-6917.65771484375,598,20.8747,598,2990000,4011.8,38.9774,4459.78
-6580.03369140625,599,18.8691,599,2995000,4023.66,40.1608,4468.02
-6369.4150390625,600,17.7873,600,3000000,4031.08,39.3522,4393.97
-6372.18896484375,601,17.7858,601,3005000,4199.36,39.3121,4440.75
-6487.4951171875,602,17.6936,602,3010000,4297.04,39.5434,4344.63
-7550.10107421875,603,20.9155,603,3015000,1555.03,42.5598,1888.05
-6546.5859375,604,19.5538,604,3020000,4394.0,40.3184,4476.17
-9281.828125,605,42.596,605,3025000,503.55,49.6376,522.34
-6807.36376953125,606,21.0638,606,3030000,4157.09,41.6313,4210.14
-6473.81982421875,607,17.0583,607,3035000,4288.49,39.5789,4341.96
-6385.8134765625,608,18.0453,608,3040000,4318.87,40.1696,4401.52
-8870.775390625,609,41.7028,609,3045000,669.36,49.2894,630.97
-8967.4072265625,610,42.6752,610,3050000,616.81,49.5912,570.96
-6447.22021484375,611,16.7045,611,3055000,4249.48,39.4433,4294.86
-6870.537109375,612,16.8505,612,3060000,3947.64,40.1296,4308.34
-6174.27587890625,613,17.9622,613,3065000,4405.5,39.2129,4460.36
-6111.82177734375,614,15.5248,614,3070000,4014.5,38.9776,4374.98
-6372.72412109375,615,19.1319,615,3075000,4185.34,39.9672,4453.97
-8230.96484375,616,21.9564,616,3080000,2843.11,43.8092,4194.46
-6497.9755859375,617,17.5882,617,3085000,4079.84,39.6115,4383.2
-6600.00146484375,618,18.119,618,3090000,4177.18,39.7733,4474.23
-6675.89306640625,619,19.7939,619,3095000,4403.08,40.4885,4438.39
-6818.49267578125,620,19.6633,620,3100000,4401.7,40.4292,4431.12
-6724.17822265625,621,18.2215,621,3105000,4406.71,39.6497,4470.44
-9202.9609375,622,23.3616,622,3110000,-14.94,52.4238,-14.83
-7105.5478515625,623,19.1505,623,3115000,4216.52,40.3957,4277.0
-9017.1572265625,624,30.5945,624,3120000,-6.37,51.047,-6.49
-9305.9404296875,625,40.5698,625,3125000,1.32,54.8984,4.25
-6970.64599609375,626,18.2583,626,3130000,3768.79,39.4017,4512.58
-7464.96630859375,627,18.8209,627,3135000,2706.49,42.2332,3572.34
-6106.34814453125,628,16.4687,628,3140000,4107.91,39.442,4398.23
-7133.9931640625,629,17.2532,629,3145000,2398.38,40.7649,4447.73
-8853.9677734375,630,22.6224,630,3150000,479.11,50.1823,499.88
-8159.24658203125,631,27.6475,631,3155000,-0.82,52.1225,-0.56
-6870.89892578125,632,21.3914,632,3160000,-4.37,52.5382,-4.78
-6972.52294921875,633,18.3584,633,3165000,4031.59,40.6922,4257.09
-7084.20263671875,634,18.4011,634,3170000,4351.49,39.8011,4420.0
-6697.4658203125,635,16.9269,635,3175000,4402.05,39.65,4429.51
-9096.4912109375,636,45.6747,636,3180000,-4.27,55.3698,-4.43
-6986.5537109375,637,18.9046,637,3185000,4101.3,40.1643,4382.04
-8464.9140625,638,23.1348,638,3190000,3794.74,44.1178,3838.19
-7305.27197265625,639,20.7811,639,3195000,4314.24,41.647,4394.36
-1872.3006591796875,640,135.3939,640,3200000,54.32,55.575,22.1
-8497.7197265625,641,13.3601,641,3205000,1064.64,41.4311,-2.23
-7295.92529296875,642,19.6516,642,3210000,4354.27,40.2158,4404.58
-7787.39306640625,643,16.4324,643,3215000,3503.26,41.1758,4461.81
-7472.9208984375,644,17.8848,644,3220000,4077.71,40.3298,4333.73
-7552.8076171875,645,14.9624,645,3225000,1401.82,41.8933,1024.78
-9819.0205078125,646,19.8542,646,3230000,-1.54,42.6668,-0.9
-7152.32275390625,647,18.6287,647,3235000,4293.03,39.8426,4481.68
-9229.150390625,648,19.669,648,3240000,2648.01,41.5559,1348.58
-9016.287109375,649,121.3783,649,3245000,9.95,55.3305,2.34
-10371.517578125,650,18.3678,650,3250000,-5.45,51.8638,-5.82
-7908.310546875,651,15.1669,651,3255000,-1.8,52.9503,2.53
-7832.53076171875,652,14.8643,652,3260000,1.69,51.9452,14.69
-7309.4248046875,653,18.7443,653,3265000,4421.0,40.0035,4489.68
-7910.0986328125,654,19.3097,654,3270000,2011.66,40.7168,3382.57
-7144.857421875,655,18.2602,655,3275000,4387.17,39.3408,4445.99
-6921.1572265625,656,18.3968,656,3280000,4497.88,40.0599,4517.17
-7191.92138671875,657,18.6659,657,3285000,4376.4,39.6115,4437.52
-7061.89111328125,658,18.3396,658,3290000,4412.89,39.3066,4488.78
-6894.58056640625,659,20.3739,659,3295000,4398.56,42.4381,4383.37
-7014.37744140625,660,19.6822,660,3300000,4302.48,41.7451,4275.94
-7405.93408203125,661,20.8738,661,3305000,4366.6,42.4385,4379.19
-7423.955078125,662,18.1692,662,3310000,4098.31,40.6368,4245.26
-7277.31494140625,663,17.1565,663,3315000,4368.55,40.7225,4419.57
-7708.8779296875,664,19.4533,664,3320000,4349.29,41.2889,4402.53
-7176.39404296875,665,17.365,665,3325000,4455.38,39.758,4508.8
-9503.98046875,666,26.0988,666,3330000,2995.07,41.6967,4243.98
-8751.2763671875,667,26.899,667,3335000,1.28,52.7194,1456.31
-10645.26171875,668,30.1724,668,3340000,6.11,51.2025,1342.77
-11196.9052734375,669,33.2659,669,3345000,-13.99,52.2681,-13.77
-10929.685546875,670,28.8309,670,3350000,-3.96,54.9732,-3.86
-10712.9013671875,671,20.1602,671,3355000,0.1,51.5025,12.84
-10658.107421875,672,19.4839,672,3360000,-3.15,49.2351,-3.07
-8272.6328125,673,19.2347,673,3365000,3006.92,39.5559,4344.05
-7083.4951171875,674,16.9703,674,3370000,4179.8,39.1817,4473.09
-11975.603515625,675,39.7373,675,3375000,-4.84,52.888,-4.9
-10035.8203125,676,17.3592,676,3380000,0.76,53.3768,3.78
-9734.0703125,677,14.4647,677,3385000,2.35,53.3262,10.57
-7794.82861328125,678,18.7651,678,3390000,4389.75,40.1219,4450.79
-7635.546875,679,17.9,679,3395000,4264.5,39.5922,4472.41
-7333.69482421875,680,17.0536,680,3400000,4430.79,39.5169,4474.0
-9603.4228515625,681,13.773,681,3405000,-1.78,53.1196,-1.25
-9524.6318359375,682,14.0745,682,3410000,0.18,53.3733,-0.89
-7280.8515625,683,17.472,683,3415000,3570.23,39.3816,4516.5
-8835.45703125,684,12.0809,684,3420000,3.55,51.2597,1.97
-9310.31640625,685,13.2676,685,3425000,-2.29,53.2325,-0.22
-8905.3974609375,686,13.5928,686,3430000,3223.88,40.8781,4364.84
-7269.724609375,687,16.9033,687,3435000,4009.15,40.0072,4399.85
-7504.115234375,688,18.9493,688,3440000,4444.12,40.1703,4504.7
-10033.841796875,689,11.8846,689,3445000,-3.89,51.6638,-4.1
-11117.2060546875,690,17.6544,690,3450000,2.81,53.3589,7.58
-10685.3388671875,691,11.641,691,3455000,1.49,51.4706,6.91
-7858.46923828125,692,19.0204,692,3460000,4379.24,40.1527,4507.87
-12064.8125,693,51.2671,693,3465000,-9.42,52.8065,-9.51
-11220.931640625,694,19.2877,694,3470000,-13.02,54.1679,-13.01
-10824.7890625,695,15.415,695,3475000,7.97,53.7039,17.72
-10048.0,696,13.177,696,3480000,900.43,42.9883,237.22
-10355.966796875,697,18.6374,697,3485000,-12.59,51.1676,-13.15
-10597.2177734375,698,14.3078,698,3490000,5.43,53.0324,9.06
-7749.951171875,699,18.592,699,3495000,4452.51,39.945,4505.67
-2562.710205078125,700,116.6626,700,3500000,-18.58,54.5577,-18.66
-11762.44921875,701,12.8225,701,3505000,-3.12,44.2811,-3.18
-7992.43310546875,702,18.3347,702,3510000,3804.12,40.3245,4462.75
-3164.51416015625,703,142.2807,703,3515000,447.15,44.6276,744.12
-7701.95703125,704,18.6185,704,3520000,4436.46,39.9378,4479.81
-7168.9541015625,705,25.3629,705,3525000,4187.54,40.0216,4442.46
-3841.633056640625,706,147.5311,706,3530000,-12.25,52.6729,-12.79
-10501.5224609375,707,34.5135,707,3535000,1.15,53.6189,3.01
-11280.2646484375,708,17.4686,708,3540000,227.38,51.9184,14.35
-11004.14453125,709,13.7406,709,3545000,-1.2,51.9276,-1.21
-10053.8486328125,710,12.6496,710,3550000,1422.97,42.8346,3416.23
-10804.3330078125,711,29.7931,711,3555000,1490.52,42.8059,1753.51
-10974.373046875,712,28.2793,712,3560000,522.38,54.4964,549.02
-11594.4921875,713,13.6425,713,3565000,-3.08,52.2888,-2.57
-11413.9599609375,714,13.6112,714,3570000,-2.38,52.8386,1.19
-11390.279296875,715,14.7045,715,3575000,-2.25,53.4889,0.73
-8060.74609375,716,18.2131,716,3580000,4410.25,39.8127,4439.67
-7669.189453125,717,16.1787,717,3585000,4375.76,39.6365,4398.92
-8032.93896484375,718,19.3774,718,3590000,4350.2,40.2203,4410.58
-7848.296875,719,19.5382,719,3595000,4357.78,40.1053,4396.44
-7827.1181640625,720,19.2569,720,3600000,4381.41,39.8619,4429.34
-7920.6279296875,721,19.2471,721,3605000,4376.36,39.9354,4410.49
-7790.015625,722,19.5732,722,3610000,4379.48,40.0675,4416.6
-7731.9716796875,723,19.1998,723,3615000,4379.9,39.8015,4426.91
-7898.5205078125,724,19.9402,724,3620000,4381.33,40.0723,4412.75
-7822.2275390625,725,18.9613,725,3625000,4407.86,39.8175,4447.83
-7752.482421875,726,18.182,726,3630000,4379.53,39.8157,4415.07
-8012.3603515625,727,18.8261,727,3635000,4391.54,39.7545,4434.05
-7792.578125,728,18.4738,728,3640000,4391.94,39.1747,4432.34
-8097.5322265625,729,20.6138,729,3645000,4339.88,41.5148,4354.16
-8056.70068359375,730,20.4643,730,3650000,4378.48,40.8627,4406.34
-7946.689453125,731,19.4988,731,3655000,4374.46,40.4516,4421.27
-8018.60595703125,732,18.3792,732,3660000,4344.3,39.7194,4400.81
-7922.37060546875,733,20.2914,733,3665000,4374.51,40.3138,4406.11
-8472.263671875,734,18.2522,734,3670000,4407.5,39.6975,4440.74
-8144.1630859375,735,19.201,735,3675000,4383.42,40.3627,4408.16
-8285.0283203125,736,20.007,736,3680000,4392.25,40.3295,4424.58
-8173.3056640625,737,19.2198,737,3685000,4421.6,39.9145,4445.33
-8263.5732421875,738,18.7255,738,3690000,4385.84,39.7496,4422.16
-8245.2490234375,739,19.391,739,3695000,4414.08,39.7929,4442.95
-8396.0380859375,740,19.5712,740,3700000,4412.54,40.6792,4440.42
-8280.1845703125,741,19.2113,741,3705000,4395.56,40.4561,4423.33
-8275.083984375,742,18.265,742,3710000,4411.29,39.8975,4441.1
-8332.0927734375,743,18.59,743,3715000,4397.54,39.7138,4444.52
-8249.2490234375,744,18.1452,744,3720000,4410.56,39.3453,4450.34
-8429.83984375,745,19.1733,745,3725000,4391.39,39.9035,4422.88
-8419.4638671875,746,19.4904,746,3730000,4366.55,40.5398,4393.41
-8382.822265625,747,18.5888,747,3735000,4342.8,39.7041,4372.42
-8289.12890625,748,18.3726,748,3740000,4361.01,39.3762,4392.91
-8301.236328125,749,18.1661,749,3745000,4328.83,39.9347,4352.95
-8198.03125,750,17.327,750,3750000,4346.02,38.9672,4379.65
-8247.4638671875,751,17.6623,751,3755000,4378.22,39.9847,4415.07
-8702.2685546875,752,18.3042,752,3760000,4338.4,40.1702,4379.71
-11888.6015625,753,14.4498,753,3765000,10.72,52.502,4.96
-8488.0849609375,754,18.7618,754,3770000,4390.85,39.7953,4430.44
-10788.4560546875,755,13.2201,755,3775000,-2.71,52.8421,-0.36
-11461.513671875,756,15.3603,756,3780000,2.45,52.5038,6.88
-9108.419921875,757,16.7248,757,3785000,3272.94,40.2967,4419.18
-8475.0478515625,758,20.1071,758,3790000,3800.0,40.7904,4605.75
-8571.0654296875,759,19.224,759,3795000,4416.59,40.3164,4431.66
-8678.853515625,760,19.447,760,3800000,4391.39,40.0965,4429.18
-9420.1220703125,761,21.7572,761,3805000,477.56,49.7289,469.37
-10743.95703125,762,18.9244,762,3810000,607.71,47.663,524.88
-15005.1923828125,763,20.6114,763,3815000,-2.87,52.8781,-2.57
-14094.6298828125,764,18.0929,764,3820000,-1.14,51.6444,-1.6
-14743.142578125,765,23.3054,765,3825000,-2.01,52.3687,-2.33
-12692.31640625,766,17.9235,766,3830000,1486.96,42.9762,1566.84
-13528.73046875,767,19.9325,767,3835000,1017.95,42.8447,1647.38
