Real Det Return,Running Forward KL,Reward Loss,Running Env Steps,Running Update Time,Real Sto Return,Itration,Running Reverse KL
314.66,49.5344,352.0875244140625,0,0,323.71,0,14.2118
311.8,49.8144,-5.160116195678711,5000,1,261.79,1,16.5244
344.47,49.4114,591.7451171875,10000,2,291.07,2,18.2867
308.64,49.2679,-279.80078125,15000,3,369.6,3,29.617
254.53,49.2646,94.91862487792969,20000,4,283.13,4,16.0219
340.16,49.3585,-32.48692321777344,25000,5,373.11,5,14.0312
687.0,49.2283,-111.94098663330078,30000,6,440.35,6,13.3805
608.07,48.3501,-172.68357849121094,35000,7,498.33,7,17.1457
998.17,47.5335,-157.09019470214844,40000,8,725.95,8,18.5264
781.8,47.7309,-107.06464385986328,45000,9,782.91,9,18.2253
781.97,47.3445,-271.2682800292969,50000,10,790.38,10,19.4946
961.53,47.5532,-14.776092529296875,55000,11,983.23,11,17.2435
1394.17,47.4607,-396.5662841796875,60000,12,1083.86,12,18.9946
-18.56,47.5855,-273.646728515625,65000,13,575.62,13,17.9195
985.41,47.4587,-679.2960815429688,70000,14,904.61,14,23.8442
1469.98,47.0697,-492.54217529296875,75000,15,1359.8,15,17.7807
1153.74,47.7638,-469.93072509765625,80000,16,1270.32,16,16.8697
1866.21,46.5825,-789.3319702148438,85000,17,1465.58,17,18.7141
1553.61,47.1942,-748.1851196289062,90000,18,929.78,18,16.6374
1501.92,47.1962,-895.6423950195312,95000,19,1150.51,19,24.5473
820.45,48.3137,-1012.1331176757812,100000,20,896.36,20,22.657
2446.57,47.8652,-650.2167358398438,105000,21,1747.05,21,19.9374
1386.82,46.8813,-488.3203430175781,110000,22,995.07,22,14.7813
1142.03,46.9641,-312.7452392578125,115000,23,1097.49,23,14.0456
1037.34,47.069,-521.97216796875,120000,24,1350.89,24,14.0155
1307.59,46.8431,-552.8412475585938,125000,25,1241.45,25,14.5597
1257.11,47.0729,-708.9862670898438,130000,26,1090.78,26,14.9137
1171.26,47.5616,-1151.6622314453125,135000,27,994.31,27,19.2896
1787.51,46.5091,-899.1038818359375,140000,28,1294.0,28,15.1165
925.59,47.6039,-942.1473999023438,145000,29,945.28,29,16.2496
1420.11,46.8604,-901.5341186523438,150000,30,1321.66,30,15.7211
2264.2,46.5264,-974.4402465820312,155000,31,1545.89,31,16.2092
1544.97,46.9272,-1164.234375,160000,32,1078.42,32,15.3616
1134.46,46.4879,-1066.0247802734375,165000,33,1302.26,33,14.1678
1998.35,47.1047,-1243.58544921875,170000,34,1567.28,34,15.1331
1795.69,46.5727,-1192.8199462890625,175000,35,1319.21,35,15.3454
1612.24,47.3582,-1262.62451171875,180000,36,1149.16,36,25.3518
2591.23,47.1575,-1265.3961181640625,185000,37,1719.28,37,16.6
1232.19,46.3158,-1342.492919921875,190000,38,995.41,38,15.4956
1502.03,46.7884,-1401.20849609375,195000,39,1188.33,39,14.9938
1767.09,47.1725,-1480.4017333984375,200000,40,1211.81,40,14.9819
1213.94,47.0017,-1814.11279296875,205000,41,1082.82,41,20.4936
1339.72,46.3632,-1678.1248779296875,210000,42,1110.85,42,18.6201
1790.39,46.2141,-1696.54833984375,215000,43,1459.38,43,21.668
3409.85,46.2134,-1584.4722900390625,220000,44,1965.15,44,19.6251
3263.07,46.8938,-1343.9962158203125,225000,45,2502.34,45,19.3807
1437.42,46.4202,-1714.8497314453125,230000,46,1450.73,46,14.4613
1237.81,46.8716,-1987.375732421875,235000,47,1342.13,47,19.0172
1501.25,45.9684,-2108.863525390625,240000,48,1416.85,48,18.8564
2113.38,46.3459,-1868.826416015625,245000,49,2161.3,49,16.1324
1730.27,46.4343,-2051.521240234375,250000,50,1658.83,50,16.5954
2115.72,46.2989,-1956.6109619140625,255000,51,1669.74,51,18.5659
2993.14,46.4481,-2029.942138671875,260000,52,1991.61,52,16.8332
1401.48,46.3782,-2103.13232421875,265000,53,1069.55,53,13.3885
1782.43,45.988,-2257.976806640625,270000,54,1425.11,54,14.8616
2382.3,46.6026,-2258.3046875,275000,55,1747.63,55,16.357
1786.12,46.4489,-2220.408935546875,280000,56,1704.96,56,14.8764
2529.36,46.0222,-2225.564453125,285000,57,1816.71,57,14.7699
2663.27,46.2251,-2244.351318359375,290000,58,1478.25,58,18.0897
1670.1,46.6404,-2275.649169921875,295000,59,1812.8,59,15.6038
2536.43,46.4083,-2264.30224609375,300000,60,1631.31,60,16.8422
3086.28,46.3605,-2205.5302734375,305000,61,2323.89,61,18.2711
3541.02,46.4857,-2304.2734375,310000,62,2283.45,62,20.4735
3359.14,46.9689,-2140.775390625,315000,63,2375.1,63,18.0888
1893.17,47.2222,-2706.16796875,320000,64,1533.0,64,16.8693
3283.66,46.4868,-2391.5546875,325000,65,2247.67,65,18.0128
2817.7,46.1768,-2497.542236328125,330000,66,1763.36,66,16.905
2487.15,46.164,-2337.856689453125,335000,67,2173.19,67,17.4571
1819.86,46.3981,-2620.224365234375,340000,68,2135.72,68,16.5068
1392.65,46.2274,-2785.977783203125,345000,69,1061.22,69,14.9557
1842.77,46.4866,-2890.042724609375,350000,70,1639.64,70,18.9381
1529.61,46.5887,-2686.5498046875,355000,71,2251.95,71,16.6785
2091.66,46.0489,-2678.21240234375,360000,72,1767.43,72,15.6717
2136.19,46.3082,-2797.229248046875,365000,73,1932.23,73,16.0471
2123.8,45.9908,-2573.0712890625,370000,74,1998.26,74,16.3659
3128.11,45.7627,-2734.614013671875,375000,75,2152.22,75,14.0343
3515.6,46.2868,-2579.2646484375,380000,76,2369.44,76,17.2351
2149.09,46.0224,-3072.115234375,385000,77,1824.0,77,16.3986
3399.12,45.8578,-2728.768310546875,390000,78,2762.33,78,15.3853
2306.89,46.2248,-2931.668701171875,395000,79,1764.42,79,15.4239
3033.79,46.0813,-2916.84716796875,400000,80,1938.5,80,16.1046
1978.0,45.8652,-3003.59423828125,405000,81,2450.19,81,17.1536
1588.97,46.4543,-3389.253662109375,410000,82,1407.0,82,14.266
3549.44,46.0857,-3028.6650390625,415000,83,2564.94,83,15.4181
3452.41,46.0964,-2864.454345703125,420000,84,2607.76,84,15.4467
3599.62,46.6463,-2806.8720703125,425000,85,2606.96,85,19.7927
2768.62,46.2872,-3325.742919921875,430000,86,2162.21,86,16.0928
3557.11,45.8612,-3186.693603515625,435000,87,2195.55,87,16.3779
3118.2,46.0981,-3402.1875,440000,88,1800.47,88,14.9363
3187.93,46.3393,-3261.73583984375,445000,89,2083.07,89,15.1788
2685.14,45.7907,-3687.63427734375,450000,90,1818.27,90,15.8142
2307.13,46.5304,-3453.927001953125,455000,91,2151.61,91,16.4578
2652.08,46.515,-3434.19970703125,460000,92,2147.05,92,17.3075
3220.12,45.7669,-3019.4443359375,465000,93,2984.12,93,18.7742
2126.6,45.8966,-3783.47900390625,470000,94,1595.13,94,14.2873
2326.36,45.7959,-3848.321533203125,475000,95,1827.38,95,14.3287
3558.59,45.9089,-3609.697265625,480000,96,2368.92,96,14.901
3523.07,46.236,-3734.050537109375,485000,97,2535.06,97,16.0576
3603.29,46.4418,-3719.293701171875,490000,98,2442.88,98,16.9542
3604.32,45.9778,-3693.672607421875,495000,99,2633.36,99,16.1575
2275.81,45.6425,-3975.218505859375,500000,100,2277.2,100,14.717
3729.63,46.0018,-3948.097900390625,505000,101,2441.66,101,15.5027
3495.6,45.8999,-3995.25341796875,510000,102,2365.5,102,14.7906
2728.34,45.6337,-3814.833984375,515000,103,2345.6,103,15.8812
3579.6,45.6341,-3745.17431640625,520000,104,2616.13,104,18.4427
2866.54,45.8062,-3906.383056640625,525000,105,2832.99,105,17.4125
3078.69,45.2966,-4029.21435546875,530000,106,2555.42,106,14.7471
3211.46,45.7495,-4303.380859375,535000,107,2289.59,107,16.0036
2930.41,45.7217,-4417.8994140625,540000,108,2166.56,108,15.328
2959.84,46.3286,-4710.16796875,545000,109,2056.54,109,13.9219
3162.47,46.0105,-4338.93115234375,550000,110,2687.29,110,17.5905
2239.83,46.1104,-4127.7138671875,555000,111,2596.45,111,16.7343
3845.06,45.5839,-4056.878662109375,560000,112,2464.48,112,18.4183
3467.85,46.5633,-3980.3115234375,565000,113,2759.42,113,21.322
2922.69,45.4768,-4266.64306640625,570000,114,2833.46,114,17.5075
3602.45,45.9143,-4145.5732421875,575000,115,3173.08,115,18.1156
2817.19,45.4481,-4405.3779296875,580000,116,2427.48,116,16.2003
3564.04,45.9547,-4434.2421875,585000,117,3023.92,117,17.6573
3712.75,45.6688,-4322.80615234375,590000,118,3095.72,118,17.4743
3340.28,45.4344,-4062.883056640625,595000,119,3416.06,119,20.6772
3585.74,45.9456,-4347.623046875,600000,120,3100.21,120,18.6198
3238.29,45.4636,-4793.31005859375,605000,121,2743.64,121,17.0216
3274.58,46.329,-4270.322265625,610000,122,3426.24,122,20.9529
3346.18,45.6981,-4471.6884765625,615000,123,3369.68,123,17.8653
3639.93,45.6482,-4936.22216796875,620000,124,2867.27,124,16.4463
3721.75,45.4699,-4467.55517578125,625000,125,2962.73,125,18.1372
3390.25,46.1194,-4523.294921875,630000,126,3037.85,126,19.0197
3326.71,45.7964,-4830.515625,635000,127,3106.06,127,17.9471
3626.17,45.2203,-4648.07568359375,640000,128,3509.4,128,17.4814
3703.08,45.9994,-4765.0458984375,645000,129,3341.61,129,18.6236
3370.26,46.0818,-5351.6474609375,650000,130,2863.19,130,15.3838
3329.27,45.7585,-4795.92138671875,655000,131,3418.18,131,17.5616
3638.99,45.801,-4964.02294921875,660000,132,2849.95,132,17.1916
3581.37,45.9426,-5154.8505859375,665000,133,2825.9,133,16.816
3804.88,45.5403,-5058.3505859375,670000,134,3302.15,134,18.4519
3447.55,45.6894,-5062.4609375,675000,135,3291.86,135,18.0818
3298.42,46.6488,-5568.21435546875,680000,136,3284.43,136,21.1815
3541.3,46.4798,-5162.650390625,685000,137,2808.77,137,19.1572
3568.85,45.8251,-4982.0126953125,690000,138,3348.81,138,18.7312
3433.88,45.9268,-5244.779296875,695000,139,3671.33,139,18.7302
3680.74,45.4837,-5477.482421875,700000,140,3059.43,140,16.8258
3637.01,46.0933,-5343.0205078125,705000,141,3623.33,141,19.949
3365.97,46.0941,-5645.74072265625,710000,142,3079.37,142,17.2002
3454.49,45.2012,-5431.2939453125,715000,143,3422.43,143,18.2428
3621.52,45.4167,-5636.93701171875,720000,144,2861.02,144,16.8955
3705.56,46.0331,-6073.60791015625,725000,145,3418.96,145,17.0759
3483.62,45.7699,-5686.82958984375,730000,146,3627.15,146,18.6592
3358.93,45.8136,-5638.8359375,735000,147,3438.21,147,18.2062
3572.39,45.7455,-5902.87939453125,740000,148,3058.03,148,18.1405
3859.58,45.8902,-5695.20068359375,745000,149,3593.27,149,19.8049
3667.38,45.9931,-6245.396484375,750000,150,3296.64,150,16.9067
3671.13,45.3134,-5739.07373046875,755000,151,3641.61,151,17.664
3629.48,45.2932,-5637.994140625,760000,152,3842.78,152,21.387
3851.4,45.7084,-6177.42529296875,765000,153,3453.1,153,18.2688
3506.25,45.8138,-6010.44921875,770000,154,3536.75,154,19.773
3744.4,45.4911,-5707.6298828125,775000,155,3566.43,155,20.3875
3652.06,45.6123,-5983.34716796875,780000,156,3466.68,156,19.5843
3590.41,45.608,-6027.37939453125,785000,157,3771.79,157,20.2055
3236.08,45.3918,-6279.7080078125,790000,158,3652.41,158,19.9617
3670.58,45.8085,-6368.9072265625,795000,159,3756.76,159,19.1449
3600.05,45.3721,-6134.5126953125,800000,160,3531.06,160,19.7873
3491.4,46.0467,-6586.22509765625,805000,161,3413.95,161,19.1987
3593.11,45.8375,-6450.25390625,810000,162,3436.75,162,18.7086
3527.67,46.0034,-6710.37451171875,815000,163,3526.24,163,19.0744
3722.87,45.9687,-6440.509765625,820000,164,3671.43,164,21.0005
3471.99,45.7152,-6587.54345703125,825000,165,3349.96,165,17.5671
3307.07,45.4881,-6629.35888671875,830000,166,3668.33,166,18.8235
3478.02,45.4834,-6585.40966796875,835000,167,3348.33,167,20.7357
3734.37,45.7042,-6675.77197265625,840000,168,3817.98,168,21.3736
3749.56,45.2852,-6660.671875,845000,169,3885.96,169,18.8635
3266.8,45.7061,-6926.14306640625,850000,170,3558.25,170,21.0025
3767.88,45.1908,-6989.2568359375,855000,171,3582.81,171,18.2596
3596.43,45.6016,-7118.8798828125,860000,172,3063.47,172,18.8053
3803.21,45.4024,-6900.70849609375,865000,173,3586.66,173,18.9815
2753.57,44.9565,-6913.01171875,870000,174,3655.88,174,17.5112
3595.88,45.0343,-6869.9482421875,875000,175,3894.25,175,19.37
3368.28,45.413,-7015.84521484375,880000,176,3792.61,176,20.523
3377.18,44.9424,-7140.958984375,885000,177,3590.42,177,18.6251
4021.63,44.9285,-6978.24560546875,890000,178,3737.3,178,18.257
3833.11,45.0535,-7219.70947265625,895000,179,3712.52,179,17.7765
3873.14,45.4993,-7174.87890625,900000,180,3749.48,180,19.7924
3889.07,45.4505,-7312.109375,905000,181,3662.78,181,19.327
3480.47,45.8373,-7653.7255859375,910000,182,3745.97,182,20.0997
3738.88,45.5732,-7496.08740234375,915000,183,3801.62,183,21.118
3735.91,45.5635,-7653.435546875,920000,184,3852.69,184,20.065
3862.52,45.3238,-7578.76220703125,925000,185,3862.45,185,20.5404
3540.96,45.1886,-7743.83837890625,930000,186,3878.05,186,20.5147
3414.96,44.7091,-7497.18603515625,935000,187,3812.73,187,19.2843
3310.28,45.2793,-8116.8095703125,940000,188,3828.27,188,20.0929
3898.83,45.4522,-7939.62841796875,945000,189,3486.58,189,19.6479
3310.93,45.384,-8174.95361328125,950000,190,3653.05,190,18.489
4105.95,44.8327,-7806.4560546875,955000,191,3681.77,191,20.8595
3952.67,45.1397,-8060.63232421875,960000,192,3705.31,192,19.8378
3394.98,44.7517,-8284.09375,965000,193,3890.08,193,19.0982
3232.95,45.0206,-8301.8017578125,970000,194,3843.57,194,17.9124
3751.7,45.5813,-8631.3828125,975000,195,3781.05,195,19.417
3873.83,45.2319,-8769.58203125,980000,196,3834.36,196,19.5124
3496.11,44.9019,-8381.80078125,985000,197,4024.67,197,20.6202
3607.3,45.0739,-8468.3896484375,990000,198,4017.55,198,20.0242
3860.52,45.3905,-8683.1572265625,995000,199,3875.52,199,19.9577
3860.5,45.5898,-8591.9638671875,1000000,200,3975.29,200,21.3541
3958.11,45.3332,-8619.892578125,1005000,201,4019.46,201,21.7628
3821.7,45.6393,-8847.6181640625,1010000,202,3998.17,202,21.1278
3847.08,45.671,-8929.423828125,1015000,203,3935.86,203,21.2647
3647.33,45.2912,-8962.7216796875,1020000,204,3974.98,204,21.0713
3650.63,45.3748,-9067.212890625,1025000,205,3962.83,205,20.9631
3483.1,45.2529,-9059.1845703125,1030000,206,4021.17,206,21.3616
3948.08,45.3754,-8866.1669921875,1035000,207,4038.36,207,21.8271
3885.53,45.3518,-9119.8974609375,1040000,208,3914.17,208,20.8934
3909.93,45.1516,-9140.68359375,1045000,209,4012.76,209,20.4482
3974.99,44.9793,-9279.6484375,1050000,210,3904.59,210,20.8787
3873.7,45.3591,-9585.779296875,1055000,211,4000.06,211,21.511
3808.13,45.1592,-9503.6943359375,1060000,212,3963.23,212,21.288
3881.7,45.3351,-9474.6826171875,1065000,213,4011.96,213,22.2088
3928.82,45.0524,-9656.3671875,1070000,214,3994.33,214,21.782
4004.05,45.1001,-9804.6845703125,1075000,215,3964.48,215,21.5912
3921.79,44.8096,-9959.728515625,1080000,216,4000.96,216,19.9954
3840.15,45.2216,-10056.357421875,1085000,217,3951.75,217,20.417
3947.54,45.445,-10033.14453125,1090000,218,3977.55,218,21.6141
3834.04,45.2852,-10327.3349609375,1095000,219,3979.01,219,20.1173
3801.9,45.1305,-10311.578125,1100000,220,3868.28,220,20.1014
3992.51,45.2785,-10473.5908203125,1105000,221,4015.19,221,20.9553
3914.6,44.949,-10389.9208984375,1110000,222,3813.99,222,19.9794
4002.75,45.2164,-10452.806640625,1115000,223,4018.45,223,19.6218
3928.63,45.1581,-10616.958984375,1120000,224,3953.75,224,19.2677
3971.38,45.1632,-10490.3037109375,1125000,225,4018.33,225,20.8114
3950.54,44.7682,-10701.3876953125,1130000,226,4020.6,226,19.5187
3792.83,44.9284,-10621.890625,1135000,227,3825.92,227,18.8824
4027.99,44.4079,-10398.1328125,1140000,228,3932.65,228,19.2578
3992.7,44.7144,-10625.6435546875,1145000,229,3782.72,229,19.3932
3828.85,44.908,-11005.1904296875,1150000,230,3771.74,230,18.6338
3801.55,44.9177,-11073.060546875,1155000,231,3809.58,231,19.0392
4140.68,44.7846,-10750.90625,1160000,232,4069.11,232,19.6395
4037.82,44.8276,-10983.408203125,1165000,233,4020.68,233,19.6173
4148.57,44.8089,-11202.1826171875,1170000,234,4014.43,234,20.7628
4125.64,44.753,-11105.5185546875,1175000,235,3971.5,235,21.0143
3812.3,44.6009,-11425.3310546875,1180000,236,3905.73,236,18.7063
3502.83,44.9979,-11527.9638671875,1185000,237,3911.14,237,18.6196
4071.64,44.7881,-11507.9912109375,1190000,238,4053.62,238,18.9352
3860.4,44.7473,-11572.7548828125,1195000,239,3950.87,239,18.5537
4119.07,44.6233,-11437.33203125,1200000,240,4101.39,240,19.6695
4143.31,44.9519,-12010.4482421875,1205000,241,3975.92,241,20.0742
3049.3,44.9503,-12184.2060546875,1210000,242,2914.7,242,19.5861
4057.87,44.9017,-11878.5029296875,1215000,243,4033.52,243,20.674
3962.14,44.9726,-12163.6806640625,1220000,244,4003.73,244,20.2861
3995.89,44.8216,-12041.7763671875,1225000,245,4006.41,245,20.1808
3867.78,44.7536,-12291.2646484375,1230000,246,3991.37,246,19.5906
4049.29,44.9671,-12052.7421875,1235000,247,4047.98,247,21.7389
3907.02,45.1341,-12305.716796875,1240000,248,3922.05,248,20.947
4006.93,45.2396,-12099.3798828125,1245000,249,3876.8,249,21.6808
3391.27,45.3378,-12271.7412109375,1250000,250,3053.32,250,31.301
3393.22,44.8604,-12626.638671875,1255000,251,2901.53,251,27.6944
3965.23,44.6212,-12788.36328125,1260000,252,3998.45,252,22.61
4136.2,44.8396,-12270.46484375,1265000,253,3931.32,253,21.3335
4008.68,44.7832,-12614.568359375,1270000,254,3850.37,254,20.6806
3820.15,44.59,-12936.9423828125,1275000,255,3203.87,255,19.2215
4028.65,44.541,-12642.66015625,1280000,256,3663.11,256,19.434
3515.76,45.5347,-12914.8759765625,1285000,257,3057.57,257,19.3832
3811.04,45.8829,-13387.46875,1290000,258,3181.42,258,20.3678
3597.9,45.6631,-13218.349609375,1295000,259,3613.35,259,19.6134
3675.27,45.0868,-13406.9326171875,1300000,260,3178.02,260,18.0332
3512.92,45.7276,-13580.0234375,1305000,261,3175.14,261,18.4983
3684.56,45.715,-13623.3896484375,1310000,262,3657.11,262,19.2855
3800.97,45.2996,-14056.8017578125,1315000,263,3783.31,263,21.8194
3789.51,45.1528,-14266.4013671875,1320000,264,3733.02,264,21.3741
3834.18,45.5631,-14474.3515625,1325000,265,3894.89,265,22.2236
3502.88,46.3213,-14811.837890625,1330000,266,3723.94,266,23.1191
3666.75,45.459,-14003.0546875,1335000,267,3451.26,267,21.5515
3625.66,45.6764,-14995.5732421875,1340000,268,3739.37,268,21.4328
3690.99,45.2905,-14294.92578125,1345000,269,3649.09,269,20.5367
3881.19,44.7713,-14607.9326171875,1350000,270,3822.0,270,20.7341
3912.82,44.6157,-14839.64453125,1355000,271,3899.32,271,20.2014
4150.18,44.5332,-14678.8359375,1360000,272,4085.0,272,21.1994
3986.62,44.684,-15055.7529296875,1365000,273,3988.6,273,19.4004
4107.6,44.465,-14670.6181640625,1370000,274,4090.28,274,21.1584
1622.22,44.9283,-15878.6162109375,1375000,275,2517.58,275,17.6632
4040.33,44.8591,-15316.658203125,1380000,276,3681.63,276,19.3211
3950.48,45.4374,-15043.037109375,1385000,277,3923.57,277,21.0251
4025.75,45.3941,-14805.556640625,1390000,278,3498.08,278,22.2703
4144.59,45.1677,-15135.3642578125,1395000,279,4159.95,279,22.7244
4116.35,44.8706,-15452.8427734375,1400000,280,4017.18,280,21.9096
4082.9,45.0701,-15073.408203125,1405000,281,3949.85,281,22.0196
