Real Det Return,Running Forward KL,Reward Loss,Running Env Steps,Running Update Time,Real Sto Return,Itration,Running Reverse KL
4005.25,44.4165,-25997.0078125,1945000,389,3838.92,389,19.6945
4052.31,44.4627,-26009.2734375,1950000,390,4013.44,390,20.244
3952.55,44.3186,-26336.55078125,1955000,391,3849.32,391,19.9219
4042.38,44.0261,-26372.02734375,1960000,392,3911.42,392,19.8275
3997.05,43.979,-26506.4765625,1965000,393,3885.4,393,20.1842
4111.77,44.0868,-26247.626953125,1970000,394,4082.3,394,20.0916
4051.38,44.4087,-26899.345703125,1975000,395,4064.36,395,20.8425
4019.92,44.2672,-26926.1640625,1980000,396,3618.48,396,19.6963
4147.43,44.1439,-26895.19921875,1985000,397,4029.93,397,19.6775
4141.95,44.1107,-26595.857421875,1990000,398,3956.84,398,19.4322
4126.88,44.1365,-26715.787109375,1995000,399,3830.79,399,19.8194
4049.19,43.8098,-26888.5234375,2000000,400,4012.99,400,18.7367
4045.93,43.6934,-26605.166015625,2005000,401,4018.5,401,18.8193
4065.55,43.6142,-26423.13671875,2010000,402,4024.98,402,18.9472
4098.78,43.2831,-26531.330078125,2015000,403,4038.19,403,18.4774
4171.96,43.7864,-26860.69140625,2020000,404,4085.14,404,19.075
4022.84,43.6131,-26540.9609375,2025000,405,4036.27,405,19.286
4095.77,44.1204,-27585.53125,2030000,406,3912.35,406,19.5145
3794.67,44.1436,-27787.7890625,2035000,407,3844.76,407,20.6021
3972.44,43.9767,-27368.1328125,2040000,408,3912.93,408,19.8039
4106.7,43.8009,-27169.22265625,2045000,409,3625.23,409,19.9101
4026.2,43.9649,-28310.537109375,2050000,410,3963.67,410,19.9221
4079.37,43.9905,-27453.7734375,2055000,411,4013.75,411,20.7878
4011.95,43.5571,-28003.275390625,2060000,412,4106.55,412,18.9779
4134.94,43.8541,-27885.91796875,2065000,413,4056.28,413,19.5407
4060.9,44.0019,-27468.408203125,2070000,414,3802.61,414,21.2768
4141.18,43.8588,-27868.30078125,2075000,415,3855.73,415,19.158
4147.53,43.9375,-28207.228515625,2080000,416,3789.28,416,23.2371
4175.72,43.6005,-27921.94140625,2085000,417,4091.08,417,18.9056
4174.54,43.665,-27893.978515625,2090000,418,3950.6,418,19.8862
4171.04,43.7594,-28039.18359375,2095000,419,4109.21,419,19.119
4059.46,44.0638,-28323.92578125,2100000,420,4026.04,420,19.136
3990.89,44.0871,-28393.58984375,2105000,421,3935.46,421,19.5085
4046.65,43.862,-28286.27734375,2110000,422,3650.24,422,19.2645
4010.21,44.292,-28758.916015625,2115000,423,3928.33,423,18.1213
3954.81,43.864,-27837.451171875,2120000,424,3706.17,424,18.7155
3928.54,43.9698,-27895.359375,2125000,425,3514.28,425,19.3813
4115.75,43.4793,-29139.6640625,2130000,426,3894.82,426,19.139
4121.95,43.7487,-28952.314453125,2135000,427,3979.56,427,19.6534
4114.03,43.7861,-28383.47265625,2140000,428,4067.45,428,18.4817
4083.26,43.6985,-27640.328125,2145000,429,3930.45,429,19.4958
4043.4,43.6394,-28376.07421875,2150000,430,4019.78,430,19.6706
4069.86,43.5532,-28519.5390625,2155000,431,4077.7,431,19.4224
3748.75,44.0525,-29431.384765625,2160000,432,3585.41,432,20.0788
3961.38,43.9946,-28925.73828125,2165000,433,3949.15,433,18.8911
3993.62,43.8017,-29047.51171875,2170000,434,3792.1,434,18.9998
4014.23,43.7105,-28768.318359375,2175000,435,4014.16,435,19.1489
4065.36,43.6169,-29117.134765625,2180000,436,4061.08,436,19.648
4102.83,43.3883,-29628.697265625,2185000,437,3926.28,437,18.1307
4054.45,43.6914,-28760.11328125,2190000,438,4066.5,438,19.597
4145.28,43.4217,-29649.57421875,2195000,439,4114.79,439,19.3455
3958.85,43.752,-29883.8046875,2200000,440,4088.26,440,18.6755
4127.53,43.7868,-29911.443359375,2205000,441,4093.94,441,18.081
4043.72,43.7305,-30051.244140625,2210000,442,4064.61,442,19.025
3152.23,43.842,-29507.826171875,2215000,443,4097.82,443,19.288
3954.44,44.2736,-30994.427734375,2220000,444,4063.2,444,18.7196
4158.18,43.6314,-30252.365234375,2225000,445,4122.02,445,19.3344
4165.29,43.3384,-29583.94921875,2230000,446,4095.05,446,18.8479
4136.09,43.7104,-31000.595703125,2235000,447,4093.4,447,19.4422
318.33,51.1641,-32192.58984375,2240000,448,288.43,448,43.1008
1318.41,47.3283,-32670.876953125,2245000,449,1090.69,449,46.0691
3401.54,45.2127,-29762.23828125,2250000,450,2738.97,450,22.222
1193.71,46.3951,-31361.0390625,2255000,451,860.23,451,20.6065
3652.96,45.1258,-31686.4140625,2260000,452,2937.38,452,22.3818
4067.12,45.073,-31020.251953125,2265000,453,3737.5,453,24.8064
2972.0,45.2813,-31263.33984375,2270000,454,2290.36,454,21.3852
4079.53,45.141,-33084.96875,2275000,455,3912.65,455,23.1721
4074.25,45.3513,-32538.91015625,2280000,456,3949.22,456,23.5108
4109.48,45.09,-32931.17578125,2285000,457,4010.12,457,23.4065
4004.34,45.3624,-32583.56640625,2290000,458,3917.62,458,23.7277
3960.48,45.1188,-32792.1796875,2295000,459,3949.36,459,22.9967
3933.56,45.0294,-32528.49609375,2300000,460,3722.53,460,22.7593
3886.08,45.3664,-31598.232421875,2305000,461,3641.18,461,21.9199
4000.68,45.0647,-31600.81640625,2310000,462,3853.46,462,22.0592
4065.01,44.7447,-31029.8203125,2315000,463,4081.02,463,23.3583
3735.43,44.7357,-31528.123046875,2320000,464,2812.26,464,20.6622
4034.59,44.5009,-31275.001953125,2325000,465,3809.96,465,20.7154
3320.08,44.1398,-30055.447265625,2330000,466,3523.37,466,20.563
4133.08,44.4571,-31216.345703125,2335000,467,3394.88,467,19.3624
4315.52,44.0509,-31339.146484375,2340000,468,4063.68,468,20.7085
3898.8,44.4611,-31267.36328125,2345000,469,3597.62,469,19.8391
4149.09,44.6004,-31296.591796875,2350000,470,3958.12,470,21.4256
4091.78,44.5395,-32431.166015625,2355000,471,3970.45,471,21.0535
4140.37,44.4281,-32401.142578125,2360000,472,4110.2,472,20.8669
205.87,44.7633,-32185.025390625,2365000,473,2455.14,473,21.364
-7.47,45.8296,-32086.4140625,2370000,474,727.14,474,21.1586
4141.37,44.4034,-33533.77734375,2375000,475,3951.62,475,22.4489
4064.24,44.484,-32416.4140625,2380000,476,4091.97,476,20.7275
3873.61,44.7054,-32695.25390625,2385000,477,3937.86,477,21.2991
3999.1,44.3453,-32442.083984375,2390000,478,3859.79,478,21.1888
4068.42,44.2926,-34109.15625,2395000,479,3911.5,479,21.3149
3956.07,44.1853,-34499.1171875,2400000,480,3965.5,480,20.6987
4070.64,44.5268,-32616.318359375,2405000,481,4042.01,481,21.57
4081.86,44.3168,-33699.9296875,2410000,482,3959.28,482,20.798
4134.08,44.5345,-33603.37890625,2415000,483,3947.56,483,21.9302
4231.19,44.5415,-34273.078125,2420000,484,4091.06,484,20.9753
4111.0,44.1872,-33094.859375,2425000,485,4116.65,485,21.216
4242.69,44.4196,-33085.04296875,2430000,486,4191.99,486,20.671
4120.61,44.6267,-33378.98828125,2435000,487,4070.82,487,21.8646
4058.03,44.4999,-33683.77734375,2440000,488,3957.18,488,19.9468
4145.44,44.3158,-34522.6640625,2445000,489,4040.6,489,20.6563
4205.41,44.2417,-34567.32421875,2450000,490,4072.4,490,20.3496
4195.92,44.0799,-34580.16015625,2455000,491,4075.2,491,20.4297
4169.23,44.1303,-35536.85546875,2460000,492,4134.88,492,20.0893
4198.51,44.2511,-34907.2578125,2465000,493,4095.23,493,19.7888
4199.92,44.1887,-34312.02734375,2470000,494,4106.48,494,19.474
4050.5,44.3486,-34888.31640625,2475000,495,4057.55,495,19.5601
4186.72,44.0388,-35248.6484375,2480000,496,4106.18,496,19.2763
4089.48,44.3162,-35688.87890625,2485000,497,4091.35,497,20.3388
4113.26,44.4111,-34754.55859375,2490000,498,4109.81,498,20.2123
4127.12,44.2507,-35316.40234375,2495000,499,4100.95,499,19.9471
4064.83,44.2493,-36749.53125,2500000,500,4056.89,500,19.8365
4005.9,44.12,-35663.62109375,2505000,501,4002.35,501,18.8812
4051.84,43.7612,-36439.74609375,2510000,502,4012.87,502,19.4751
4129.88,43.8262,-34732.54296875,2515000,503,4113.0,503,20.1776
4125.63,44.1814,-35533.2265625,2520000,504,4098.28,504,20.5405
4135.01,44.1324,-34913.4296875,2525000,505,4085.67,505,20.6834
4042.47,43.9262,-35757.0625,2530000,506,4001.61,506,19.851
4107.41,44.4586,-35919.64453125,2535000,507,4080.43,507,20.3996
3996.49,44.5057,-36443.5625,2540000,508,3982.53,508,19.6381
4048.07,44.2716,-35918.06640625,2545000,509,4037.45,509,19.9766
4172.5,44.2203,-36295.1875,2550000,510,4113.13,510,20.4133
4138.97,44.1869,-36993.02734375,2555000,511,4091.17,511,20.0636
3995.03,44.059,-37338.48046875,2560000,512,3770.05,512,19.693
4089.57,43.8366,-36180.74609375,2565000,513,4092.61,513,19.4643
4022.56,44.1881,-37049.421875,2570000,514,4003.78,514,20.0021
4015.7,44.0716,-37170.1171875,2575000,515,3878.66,515,19.2916
4040.74,44.0903,-37743.984375,2580000,516,4029.26,516,19.6218
4113.81,43.7155,-35781.30859375,2585000,517,4075.73,517,21.146
4089.52,43.8653,-37540.85546875,2590000,518,3923.79,518,19.1497
4186.88,43.9145,-36910.00390625,2595000,519,4011.13,519,19.6457
3965.46,44.3099,-36171.30078125,2600000,520,3475.44,520,19.5332
657.87,50.5507,-37789.49609375,2605000,521,612.77,521,64.0133
1160.28,47.0222,-37246.01171875,2610000,522,1213.86,522,30.8523
2949.68,47.482,-41008.2109375,2615000,523,2938.25,523,24.6339
2793.01,46.493,-38613.99609375,2620000,524,3121.62,524,24.4191
3834.54,46.8161,-39161.05859375,2625000,525,3831.31,525,27.9425
3516.52,46.0832,-39742.0078125,2630000,526,3842.89,526,27.0727
3029.33,45.6589,-39523.34375,2635000,527,2979.65,527,24.4169
3169.93,45.8278,-40018.0,2640000,528,3307.56,528,25.022
3939.33,44.6885,-40117.41015625,2645000,529,3937.5,529,23.7125
3911.72,44.7962,-40174.578125,2650000,530,3842.79,530,24.7196
3029.04,44.2608,-38612.59375,2655000,531,3287.96,531,20.3745
3849.44,44.0892,-39436.140625,2660000,532,3440.56,532,20.5812
3809.47,44.7341,-40529.5,2665000,533,3640.71,533,20.3539
3920.16,44.2761,-38634.33203125,2670000,534,3422.08,534,20.041
4155.77,45.1332,-37775.99609375,2675000,535,3025.68,535,25.8032
3742.55,45.0687,-35943.15234375,2680000,536,3133.31,536,40.2713
3971.65,44.9577,-37567.1875,2685000,537,3718.22,537,23.4129
3935.92,44.1617,-37054.0546875,2690000,538,3400.16,538,19.7356
4051.13,44.0816,-37464.6796875,2695000,539,2829.62,539,17.473
3444.19,44.2589,-36955.28125,2700000,540,3385.34,540,19.9822
3421.4,44.7665,-37050.30078125,2705000,541,3596.15,541,20.1613
2777.35,44.6721,-35621.359375,2710000,542,3031.91,542,20.0427
4129.35,44.5819,-37534.12109375,2715000,543,4146.15,543,22.0356
4056.85,44.6461,-39356.89453125,2720000,544,3810.85,544,20.6353
4013.21,44.7776,-39442.234375,2725000,545,3260.36,545,19.1019
3200.08,44.622,-39146.13671875,2730000,546,3754.78,546,18.189
3821.68,45.4759,-40836.11328125,2735000,547,3785.31,547,20.6011
3732.7,45.1123,-40069.32421875,2740000,548,3546.41,548,19.8787
3579.47,45.7606,-43575.0078125,2745000,549,3358.15,549,21.2812
3728.0,45.2643,-42295.890625,2750000,550,3753.58,550,20.521
3799.95,45.4559,-41868.67578125,2755000,551,3802.51,551,21.426
3780.55,44.9972,-43374.97265625,2760000,552,3894.31,552,21.1036
3968.49,45.0385,-41860.6953125,2765000,553,4032.47,553,22.1056
3946.93,44.9421,-42014.72265625,2770000,554,3900.62,554,20.5543
3954.94,44.4486,-41689.59375,2775000,555,3901.24,555,19.5872
3866.59,44.5773,-42272.71875,2780000,556,3837.77,556,21.6182
3966.18,44.575,-42420.671875,2785000,557,4001.42,557,21.0995
4096.55,44.7507,-42057.6328125,2790000,558,3964.93,558,22.223
3979.68,44.5257,-42713.9140625,2795000,559,4104.47,559,22.4999
4073.48,44.2949,-42307.3984375,2800000,560,4043.33,560,20.9816
3990.85,44.7929,-42540.93359375,2805000,561,3984.0,561,22.1063
3960.12,44.6985,-42451.00390625,2810000,562,4000.5,562,21.4732
4081.84,44.6717,-42248.53515625,2815000,563,4057.69,563,21.8847
3882.54,44.8901,-42524.5625,2820000,564,4028.69,564,21.0747
4024.6,44.8091,-43445.07421875,2825000,565,3970.62,565,21.6122
3980.36,44.8659,-42775.578125,2830000,566,3953.62,566,22.2675
2921.04,44.7161,-42522.27734375,2835000,567,2711.34,567,21.3268
3276.67,44.7727,-43350.04296875,2840000,568,3854.74,568,20.6864
3902.11,44.7877,-42176.45703125,2845000,569,3536.43,569,24.21
3834.43,44.8256,-43760.96484375,2850000,570,4029.12,570,21.9566
4027.96,44.6616,-42822.6484375,2855000,571,3997.33,571,22.1597
4152.35,44.6602,-43185.359375,2860000,572,4134.6,572,22.428
4139.15,45.0901,-42611.60546875,2865000,573,4141.24,573,23.1663
4014.29,44.6946,-42128.875,2870000,574,3986.0,574,22.6118
4105.18,44.7685,-42343.4453125,2875000,575,4053.56,575,22.02
4131.4,44.3252,-41468.546875,2880000,576,4138.96,576,22.0731
4269.54,43.8489,-40523.62890625,2885000,577,4204.75,577,21.5188
4217.32,44.1908,-40346.0625,2890000,578,4166.2,578,21.9952
4062.05,43.7784,-41376.6953125,2895000,579,4080.57,579,22.1083
4173.28,43.8446,-40144.05078125,2900000,580,4167.35,580,21.522
4185.99,43.7665,-40994.34765625,2905000,581,4155.1,581,21.0538
4182.64,43.963,-40554.01171875,2910000,582,3882.95,582,21.3641
230.45,50.3137,-39136.38671875,2915000,583,210.34,583,56.3617
92.64,50.5334,-41140.77734375,2920000,584,90.02,584,71.7387
375.35,50.8427,-42850.23046875,2925000,585,353.34,585,94.4651
575.42,49.0798,-43541.39453125,2930000,586,777.18,586,76.1335
386.64,50.0893,-44689.6484375,2935000,587,408.56,587,52.6335
489.72,48.8198,-41567.4765625,2940000,588,409.18,588,29.4187
877.95,48.5013,-43906.40625,2945000,589,641.1,589,57.778
598.59,47.7855,-45251.671875,2950000,590,689.77,590,66.7739
2011.74,47.6973,-43733.12890625,2955000,591,1696.4,591,34.7215
1010.38,48.0525,-46282.96484375,2960000,592,1429.72,592,55.9122
652.03,49.8419,-45751.03125,2965000,593,939.53,593,68.9773
683.78,48.6084,-46311.05078125,2970000,594,745.06,594,63.3622
1585.79,46.5665,-45308.98828125,2975000,595,2332.54,595,34.0483
1738.22,46.5484,-43699.5234375,2980000,596,1876.48,596,32.4192
3568.82,46.5662,-45202.26953125,2985000,597,3628.89,597,28.4579
3555.41,45.9407,-47624.56640625,2990000,598,3543.43,598,25.5485
3299.4,46.1766,-43430.40625,2995000,599,2709.23,599,35.067
2515.58,45.7234,-43939.12109375,3000000,600,2005.18,600,36.9474
2576.52,45.8277,-44728.23828125,3005000,601,2389.15,601,35.3997
2218.57,46.613,-46642.73828125,3010000,602,2302.99,602,33.2759
3945.74,45.9517,-46376.3828125,3015000,603,3847.21,603,27.3656
3654.54,46.3641,-46307.671875,3020000,604,3511.62,604,27.1924
3969.85,46.4168,-47430.26953125,3025000,605,3976.51,605,27.4641
3305.96,45.7214,-47852.2265625,3030000,606,3646.2,606,27.0603
2908.32,46.3331,-47438.83203125,3035000,607,2759.96,607,35.6695
3867.77,45.5831,-48449.07421875,3040000,608,3438.63,608,29.4572
2908.41,45.2788,-47618.328125,3045000,609,2428.36,609,32.1156
3789.87,44.5008,-46978.91015625,3050000,610,3483.71,610,25.0396
3936.78,44.9059,-47176.4921875,3055000,611,3956.06,611,27.6079
1779.86,45.2116,-46915.7890625,3060000,612,3905.49,612,26.6265
2991.17,45.9651,-47338.94140625,3065000,613,3019.71,613,28.4604
3765.44,44.9164,-48561.8515625,3070000,614,3475.92,614,24.9994
3561.67,44.9114,-49390.94140625,3075000,615,3656.96,615,25.4688
4060.96,45.1342,-46869.890625,3080000,616,3923.15,616,27.8174
4097.97,45.1375,-49293.28125,3085000,617,4055.92,617,27.4072
3861.98,45.2856,-51121.51953125,3090000,618,3685.18,618,25.0826
1835.54,46.6328,-46363.28515625,3095000,619,2742.31,619,56.7308
3926.35,45.2197,-47384.89453125,3100000,620,3714.02,620,27.8563
4024.21,45.2145,-47785.4140625,3105000,621,4004.6,621,26.1502
3950.69,44.6524,-47082.953125,3110000,622,3702.93,622,23.6487
3777.93,45.2121,-46474.71484375,3115000,623,3358.95,623,28.8878
2659.16,44.8667,-46249.44921875,3120000,624,2846.44,624,26.4712
2207.53,46.1915,-48051.94140625,3125000,625,1960.14,625,30.9834
2198.29,45.5952,-46267.39453125,3130000,626,2226.6,626,27.1315
2842.36,45.2905,-46768.01171875,3135000,627,3103.52,627,25.136
3999.24,44.9013,-47200.6484375,3140000,628,3697.01,628,23.9803
3879.62,45.2095,-46658.7734375,3145000,629,3749.98,629,24.9911
4013.04,45.3074,-47163.32421875,3150000,630,4018.56,630,24.6104
3972.8,45.0736,-46980.46484375,3155000,631,3508.68,631,24.3734
3650.3,45.1784,-47682.703125,3160000,632,3575.01,632,24.6672
4073.71,44.6119,-48493.43359375,3165000,633,3985.6,633,23.7441
4086.84,44.7272,-49874.86328125,3170000,634,3882.7,634,25.8336
3674.03,44.2255,-48129.515625,3175000,635,3245.66,635,21.6746
536.14,49.7898,-47832.76171875,3180000,636,527.61,636,50.9353
697.13,47.8581,-49349.890625,3185000,637,978.56,637,33.9227
3694.52,46.1545,-51300.23046875,3190000,638,3300.5,638,26.6805
3432.52,45.7948,-49514.05078125,3195000,639,3387.0,639,29.0184
3883.97,46.2038,-49963.57421875,3200000,640,3640.75,640,27.8161
3260.1,46.5083,-51327.125,3205000,641,3365.26,641,30.1733
3111.17,45.6057,-50234.6015625,3210000,642,3466.18,642,25.7056
2526.72,45.8457,-50167.203125,3215000,643,3106.8,643,30.091
3560.17,44.4686,-48388.40625,3220000,644,3688.67,644,24.6853
3787.71,45.0282,-48662.46875,3225000,645,3088.07,645,26.5805
3748.34,45.2985,-50516.61328125,3230000,646,3736.85,646,26.4238
3899.7,44.8485,-49584.10546875,3235000,647,3800.42,647,25.1462
3949.71,45.0457,-49269.77734375,3240000,648,3979.78,648,25.6587
3663.92,44.6963,-48936.2265625,3245000,649,3791.53,649,23.7463
4058.03,45.1542,-48419.84765625,3250000,650,4014.17,650,24.0231
2936.98,44.5708,-49004.69140625,3255000,651,3704.36,651,23.1613
3892.57,44.6731,-48805.859375,3260000,652,4018.02,652,22.7251
4118.28,44.3617,-47893.86328125,3265000,653,4031.0,653,22.5605
3913.95,44.2344,-48793.03125,3270000,654,3945.27,654,22.77
3770.54,44.3953,-48491.83203125,3275000,655,3841.45,655,22.686
3464.03,43.999,-48748.59765625,3280000,656,3766.45,656,22.7735
3809.95,44.7978,-48946.27734375,3285000,657,3407.08,657,24.0408
3811.36,44.8797,-49102.921875,3290000,658,3315.99,658,23.6991
4019.54,44.5502,-48035.390625,3295000,659,3519.31,659,22.3386
4114.78,44.6998,-48702.9609375,3300000,660,3705.74,660,24.2868
4128.07,44.3146,-48367.6484375,3305000,661,3877.37,661,22.8083
4101.84,44.5344,-49369.12109375,3310000,662,4098.35,662,22.8182
4120.41,44.2488,-50069.6640625,3315000,663,4067.43,663,21.812
4084.04,44.5888,-49412.0234375,3320000,664,4062.76,664,21.7518
4020.98,44.7707,-47729.515625,3325000,665,4045.28,665,22.7894
4179.64,44.7781,-47590.8203125,3330000,666,4010.14,666,22.8368
4003.78,44.7926,-48899.08984375,3335000,667,3985.47,667,22.4376
4162.0,44.357,-48804.98828125,3340000,668,4143.54,668,22.4811
4186.39,44.6036,-48989.2734375,3345000,669,4019.86,669,23.409
3883.56,44.508,-48032.0,3350000,670,3879.72,670,22.1308
4173.19,45.1632,-49454.1796875,3355000,671,4168.58,671,24.0014
4160.91,44.6574,-48778.453125,3360000,672,3982.23,672,22.5725
-5.91,46.4608,-42079.62890625,3365000,673,-7.5,673,34.293
3534.48,44.6358,-47178.921875,3370000,674,3252.9,674,24.5837
3501.24,44.9695,-53142.0625,3375000,675,3923.41,675,25.9249
3759.23,45.2905,-51060.83203125,3380000,676,3995.61,676,25.0431
3918.3,44.6196,-49267.83203125,3385000,677,4054.24,677,24.8598
4076.72,44.955,-49126.703125,3390000,678,4122.34,678,23.8565
4139.1,44.9502,-50327.1875,3395000,679,4172.15,679,25.6148
4114.66,45.4887,-51167.2578125,3400000,680,4152.05,680,25.5251
4081.52,45.2972,-51046.51171875,3405000,681,4128.95,681,25.8654
4133.38,45.3364,-50996.62890625,3410000,682,4185.5,682,25.0725
4095.25,45.0494,-50820.6640625,3415000,683,3978.59,683,23.5435
4186.03,44.8965,-48756.8828125,3420000,684,4214.18,684,23.163
4115.17,45.2975,-48724.55859375,3425000,685,4150.4,685,24.204
4192.99,45.2737,-51000.5234375,3430000,686,4203.21,686,24.6002
4221.64,44.762,-49483.0,3435000,687,4195.17,687,23.1475
4209.55,44.8245,-50023.54296875,3440000,688,4240.48,688,24.0629
4167.67,44.868,-49756.375,3445000,689,4168.31,689,23.1468
4116.59,44.4471,-49995.87890625,3450000,690,4139.95,690,21.8138
4191.96,45.0031,-48655.9921875,3455000,691,4219.47,691,23.9962
4136.18,44.6794,-49054.79296875,3460000,692,4173.44,692,22.3049
4198.47,44.5972,-48828.61328125,3465000,693,4191.99,693,21.5646
4167.32,45.0057,-49748.296875,3470000,694,4169.86,694,23.4784
4182.61,45.2098,-48569.6015625,3475000,695,4185.24,695,23.1094
4177.39,45.1489,-50296.2109375,3480000,696,4180.81,696,22.7063
4181.72,45.1174,-50960.05859375,3485000,697,4202.86,697,23.5155
4181.28,45.09,-51571.90234375,3490000,698,4198.91,698,23.7322
4115.12,44.7781,-52198.40625,3495000,699,4144.88,699,23.6493
4205.2,44.7636,-51610.87890625,3500000,700,4211.02,700,24.381
4147.67,44.7013,-51178.98828125,3505000,701,4158.34,701,24.2427
4162.89,44.8963,-50591.44140625,3510000,702,4077.99,702,23.4393
4125.42,44.6369,-52159.99609375,3515000,703,4124.3,703,23.9912
4142.74,45.2885,-52443.63671875,3520000,704,4139.51,704,23.8045
4145.82,45.0046,-52484.51953125,3525000,705,4143.76,705,24.0186
4171.85,44.7128,-52978.4609375,3530000,706,4169.66,706,23.6938
4104.39,44.8256,-52974.87109375,3535000,707,4115.83,707,23.3751
4172.36,44.8254,-52176.453125,3540000,708,4149.92,708,23.2005
4141.75,44.8293,-52181.65234375,3545000,709,3987.74,709,23.4139
4163.96,44.6789,-52564.140625,3550000,710,4161.57,710,23.8282
4149.68,45.0577,-53881.05078125,3555000,711,4162.57,711,23.7984
4192.09,44.8664,-54350.32421875,3560000,712,3986.24,712,23.3125
4198.49,44.6035,-54244.859375,3565000,713,4076.27,713,22.7274
4237.22,44.7994,-54744.0,3570000,714,4221.37,714,23.3163
4175.45,45.0318,-54483.95703125,3575000,715,4141.11,715,22.7738
4189.36,45.345,-54178.72265625,3580000,716,4197.19,716,24.4299
4243.52,44.9589,-53869.56640625,3585000,717,4254.69,717,24.0862
4207.56,44.9082,-53769.94921875,3590000,718,3931.48,718,22.9393
4249.85,44.9125,-52892.12109375,3595000,719,4255.79,719,22.9862
4273.02,45.1043,-55491.67578125,3600000,720,4040.91,720,24.1376
4266.93,44.6063,-54836.11328125,3605000,721,4258.83,721,22.9048
4242.81,45.0954,-53105.53515625,3610000,722,4222.84,722,23.6574
4263.04,44.9851,-53646.9609375,3615000,723,4259.06,723,22.949
4283.29,45.039,-53933.3203125,3620000,724,4280.12,724,23.412
4236.69,44.6546,-53167.8515625,3625000,725,4247.39,725,22.7042
4192.18,44.8439,-54164.05078125,3630000,726,4207.37,726,23.5918
4119.88,44.6326,-53781.1015625,3635000,727,4136.47,727,22.4988
4196.8,44.7072,-53029.296875,3640000,728,4193.16,728,23.1857
4214.12,44.3551,-53002.359375,3645000,729,4112.83,729,21.912
4161.11,44.5629,-50654.37890625,3650000,730,4185.92,730,22.4666
4146.91,44.4353,-53049.78515625,3655000,731,4157.74,731,22.9153
4172.82,44.8035,-52604.1953125,3660000,732,4177.09,732,23.7443
4146.77,44.6779,-54137.51171875,3665000,733,4148.04,733,22.424
4243.66,44.7899,-54497.77734375,3670000,734,4228.95,734,23.2376
4188.98,44.5801,-54472.8984375,3675000,735,4172.53,735,22.3171
4195.81,44.8654,-55113.28125,3680000,736,4172.35,736,22.9006
4241.46,44.3387,-55380.234375,3685000,737,4212.69,737,23.0045
4224.05,44.1572,-55371.23828125,3690000,738,4214.84,738,22.608
4235.32,44.2318,-54392.109375,3695000,739,4205.65,739,21.4572
4172.53,44.6223,-51900.39453125,3700000,740,4180.96,740,21.7759
4187.23,44.2124,-54073.73828125,3705000,741,4207.29,741,21.0847
4217.04,44.2601,-53708.78125,3710000,742,4196.31,742,21.8653
4200.96,44.4783,-54476.0859375,3715000,743,4026.26,743,21.4748
4153.39,44.3069,-53740.46875,3720000,744,4134.98,744,21.1747
4212.43,44.4941,-54652.93359375,3725000,745,4184.64,745,21.9184
4153.28,44.5769,-53649.39453125,3730000,746,4125.74,746,21.7231
4182.29,44.3583,-55048.9765625,3735000,747,4181.98,747,21.7681
4210.41,44.1983,-54405.4453125,3740000,748,4199.52,748,21.9221
4170.34,44.5463,-54414.15625,3745000,749,4085.82,749,21.506
4201.31,44.1022,-53096.53125,3750000,750,4143.72,750,21.3929
4176.97,44.1757,-54012.20703125,3755000,751,4097.95,751,20.9586
4108.97,43.8709,-55375.0625,3760000,752,4063.02,752,20.3717
4088.53,44.4595,-53730.2421875,3765000,753,3995.39,753,27.0786
4057.85,44.0518,-55300.859375,3770000,754,3743.49,754,20.7392
4181.26,44.1723,-55411.74609375,3775000,755,4016.83,755,24.4603
4172.28,44.2101,-55780.21875,3780000,756,4125.94,756,21.6661
4125.1,44.0723,-55443.57421875,3785000,757,3939.35,757,21.3247
4080.65,44.4693,-55421.71484375,3790000,758,4112.98,758,21.9388
4102.77,43.9871,-54386.19140625,3795000,759,4120.32,759,21.1148
4093.65,44.5608,-56828.33203125,3800000,760,4130.35,760,23.1801
4168.29,44.5798,-55448.26171875,3805000,761,3970.66,761,21.8032
4138.09,44.5684,-54290.5546875,3810000,762,3968.74,762,21.7182
4174.43,44.5231,-54753.96484375,3815000,763,3956.51,763,22.2343
4016.25,44.6457,-57321.07421875,3820000,764,4105.0,764,21.7095
4202.51,44.2918,-53526.53515625,3825000,765,4223.54,765,22.1385
4159.42,44.4573,-54163.25390625,3830000,766,4066.19,766,22.6458
4114.89,44.6048,-55113.23828125,3835000,767,4091.08,767,22.7202
4009.69,44.7876,-53483.828125,3840000,768,3931.75,768,23.5729
4175.74,44.5679,-55295.07421875,3845000,769,4149.8,769,22.6028
4218.62,44.8749,-53380.65234375,3850000,770,4214.61,770,23.5469
4001.04,44.5777,-52887.1484375,3855000,771,4138.3,771,25.225
4099.22,44.6186,-55147.0625,3860000,772,4053.09,772,22.7841
4139.98,44.5884,-55477.53125,3865000,773,4186.96,773,22.4157
4189.34,44.2495,-53062.5390625,3870000,774,4024.42,774,22.3731
4212.7,44.1026,-54467.3203125,3875000,775,4196.99,775,21.7803
4149.52,44.5854,-54099.96875,3880000,776,4018.75,776,22.857
4207.94,44.0413,-54755.1875,3885000,777,4229.57,777,21.774
4111.77,43.9455,-53612.65234375,3890000,778,4204.75,778,21.3227
3710.12,44.7605,-54811.62890625,3895000,779,3395.08,779,19.8429
1545.86,46.5839,-50917.87109375,3900000,780,1394.4,780,21.6589
3863.0,44.0844,-50764.984375,3905000,781,3261.9,781,20.0508
