Running Update Time,Running Reverse KL,Running Env Steps,Reward Loss,Itration,Real Det Return,Running Forward KL,Real Sto Return
58,172.7042,290000,-6752.6826171875,58,2122.35,357.3529,2958.87
59,157.3886,295000,-5049.650390625,59,1122.84,349.0024,3208.99
60,187.6632,300000,-7091.4619140625,60,1294.26,368.3137,3057.23
61,162.0364,305000,-5475.81396484375,61,3051.28,358.3853,4037.41
62,156.1308,310000,-5911.544921875,62,1932.56,352.9121,3808.15
63,147.5888,315000,-3314.1279296875,63,2622.44,348.0993,4206.49
64,164.3273,320000,-5241.87744140625,64,2607.1,347.8575,3503.86
65,165.262,325000,-5513.607421875,65,2141.96,345.2356,4208.11
66,157.5134,330000,-5987.88330078125,66,3518.79,348.6763,4296.34
67,146.4686,335000,-4408.5546875,67,1464.62,345.4881,2772.94
68,148.4577,340000,-5730.9501953125,68,2202.89,358.3798,3801.09
69,162.5436,345000,-6238.892578125,69,2342.31,350.1936,3077.1
70,166.8396,350000,-6346.35205078125,70,1977.95,358.8113,3506.94
71,153.4617,355000,-6568.53076171875,71,2181.5,348.2729,3563.13
72,202.3648,360000,-10544.1650390625,72,1722.65,367.7473,3274.53
73,155.7947,365000,-6924.5927734375,73,3959.01,351.6395,3944.69
74,134.9956,370000,-4956.40478515625,74,4612.97,345.111,4493.28
75,145.6406,375000,-5975.92724609375,75,3880.29,347.6999,4268.9
76,138.3722,380000,-4718.31787109375,76,2434.3,341.167,4467.58
77,165.102,385000,-5759.55615234375,77,2975.34,359.1029,4430.56
78,151.48,390000,-5314.779296875,78,4570.73,357.1266,4375.29
79,132.1232,395000,-5973.06787109375,79,2713.53,337.6097,4148.5
80,126.9768,400000,-5696.375,80,4085.63,345.6733,4356.81
81,144.1219,405000,-5866.67919921875,81,3476.57,349.9038,4216.32
82,136.7254,410000,-5779.4501953125,82,3785.91,339.3063,4704.55
83,134.1301,415000,-6145.12744140625,83,4473.16,342.7017,4697.71
84,147.5929,420000,-7734.3388671875,84,4109.83,342.7432,4282.53
85,137.2342,425000,-6409.52880859375,85,2709.87,342.5358,4610.07
86,135.3341,430000,-6872.0087890625,86,4287.3,345.2669,4220.61
87,161.8487,435000,-8550.4462890625,87,3956.64,349.7122,4311.24
88,171.0187,440000,-9597.51171875,88,2779.81,356.402,3038.19
89,158.965,445000,-8610.4677734375,89,3502.14,353.5065,3825.24
90,144.6558,450000,-8646.5146484375,90,2275.71,351.7189,3810.03
91,138.5966,455000,-7197.97607421875,91,4105.7,343.9075,4552.96
92,140.8351,460000,-8328.6328125,92,4509.26,349.2577,4121.21
93,148.3608,465000,-8408.873046875,93,4643.5,343.5812,3838.95
94,133.4232,470000,-6974.56201171875,94,3759.07,337.9795,4682.5
95,135.2068,475000,-7243.251953125,95,4576.21,341.5925,4769.86
96,135.3038,480000,-8685.91015625,96,4728.61,339.0804,4478.52
97,134.1572,485000,-7941.548828125,97,4378.69,333.0628,4538.12
98,140.0212,490000,-8470.404296875,98,4366.26,337.6652,4511.02
99,140.6266,495000,-8193.712890625,99,4661.07,337.0942,4396.34
100,139.6162,500000,-8239.9814453125,100,4687.97,335.6428,4593.41
101,143.7353,505000,-8425.5869140625,101,4265.4,337.8161,4641.84
102,146.8741,510000,-9394.1845703125,102,3669.18,340.7991,4428.31
103,131.0505,515000,-8935.880859375,103,3372.32,333.8428,4590.86
104,127.956,520000,-8533.1123046875,104,2983.71,329.3413,4702.65
105,134.4448,525000,-9239.0830078125,105,4335.46,332.2829,4747.4
106,136.9227,530000,-9663.658203125,106,2875.96,332.3951,4315.23
107,134.6903,535000,-9634.65625,107,2825.51,329.2684,4539.61
108,138.9929,540000,-9591.2685546875,108,4632.27,333.5871,4736.68
109,147.3826,545000,-9749.7822265625,109,4463.28,334.5787,4230.7
110,139.0919,550000,-10138.2841796875,110,4285.65,335.4891,4369.48
111,157.1124,555000,-11288.3525390625,111,3586.4,343.4949,3471.26
112,139.0929,560000,-10558.923828125,112,3509.68,335.3785,4264.88
113,126.8226,565000,-9641.3740234375,113,4223.57,331.0543,4674.9
114,135.2446,570000,-10566.2216796875,114,3789.73,335.0522,4497.43
115,140.9893,575000,-10827.9345703125,115,4048.65,332.0457,4492.94
116,125.7828,580000,-9920.2900390625,116,4172.22,329.0654,4831.57
117,143.6217,585000,-11265.283203125,117,4637.59,335.3123,4659.11
118,127.6518,590000,-9934.04296875,118,3673.7,325.8958,4865.68
119,130.6161,595000,-10618.103515625,119,4371.52,331.1558,4781.25
120,122.399,600000,-10361.33984375,120,4766.88,322.2895,4715.79
121,126.9248,605000,-10779.2744140625,121,4722.63,325.967,4797.16
122,126.0269,610000,-10350.1240234375,122,4508.16,321.2906,4866.24
123,124.6281,615000,-10863.5576171875,123,4857.68,322.8672,4705.94
124,125.0847,620000,-10174.708984375,124,4890.19,327.7267,4875.99
125,143.4105,625000,-11255.6806640625,125,4832.44,328.9989,4658.94
126,123.3597,630000,-10784.7919921875,126,4991.08,320.8432,4793.33
127,143.1132,635000,-12099.4951171875,127,4628.89,333.5269,4636.02
128,126.3132,640000,-11771.958984375,128,4768.65,320.3033,4669.13
129,126.9986,645000,-11141.83203125,129,4095.79,324.9651,4815.93
130,118.7495,650000,-11618.412109375,130,4270.28,319.6101,4770.26
131,124.0893,655000,-12004.62890625,131,3891.08,318.6561,4553.75
132,123.9278,660000,-11901.841796875,132,4862.77,325.7378,4610.08
133,139.7889,665000,-12324.0576171875,133,4711.7,327.8527,4675.79
134,131.0691,670000,-12221.1416015625,134,4472.82,327.2454,4753.29
135,121.7738,675000,-11766.0537109375,135,4875.5,315.9399,4778.89
136,130.659,680000,-11941.13671875,136,4737.54,322.7125,4871.04
137,132.596,685000,-11838.873046875,137,4773.44,325.8098,4860.55
138,125.8129,690000,-12154.0888671875,138,4922.82,321.2698,4676.0
139,127.179,695000,-12246.5615234375,139,4886.56,319.1254,4834.97
140,123.5565,700000,-12527.3056640625,140,4929.03,322.0964,4738.7
141,126.3078,705000,-12871.6259765625,141,4767.26,318.3788,4741.39
142,130.8948,710000,-13299.3291015625,142,4826.92,320.357,4640.93
143,146.0591,715000,-13372.900390625,143,4669.78,328.0401,4602.58
144,126.1434,720000,-13072.3681640625,144,4737.42,319.0466,4802.81
145,119.4316,725000,-12586.90234375,145,4834.45,309.7281,4829.66
146,128.3496,730000,-12707.45703125,146,4481.13,319.7172,4938.14
147,129.1446,735000,-13196.716796875,147,4086.56,319.7984,4802.98
148,136.8105,740000,-13539.001953125,148,4589.61,324.7451,4543.59
149,130.3702,745000,-13603.525390625,149,4587.76,320.1045,4738.59
150,115.6101,750000,-13290.63671875,150,4828.11,311.1944,4830.22
151,120.8662,755000,-13560.1787109375,151,4749.28,318.8647,4757.26
152,139.1097,760000,-14347.55859375,152,4605.33,325.729,4458.9
153,127.4986,765000,-13811.7275390625,153,4636.41,318.0697,4548.82
154,139.1287,770000,-14422.10546875,154,4614.41,321.7552,4616.29
155,135.7357,775000,-14422.767578125,155,4626.09,321.8861,4589.08
156,135.2009,780000,-14669.1494140625,156,4485.25,321.0484,4576.04
157,130.3859,785000,-14531.166015625,157,4556.65,316.2898,4499.87
158,112.801,790000,-13876.599609375,158,4639.45,315.4254,4451.73
159,133.9671,795000,-14617.7802734375,159,3887.17,321.7348,4727.24
160,136.0307,800000,-14945.947265625,160,4584.91,315.6466,4396.56
161,133.234,805000,-14579.037109375,161,4875.8,323.8404,4668.39
162,132.5459,810000,-15029.7294921875,162,4045.29,322.6599,4592.54
163,118.0834,815000,-14537.6396484375,163,4715.78,314.1797,4753.63
164,119.2614,820000,-14370.0244140625,164,4764.07,316.1075,4766.55
165,122.6552,825000,-14753.9033203125,165,4629.97,317.4495,4676.89
166,122.0925,830000,-14748.94921875,166,4834.88,316.0311,4381.2
167,114.3315,835000,-14587.41015625,167,4707.04,313.0155,4717.43
168,122.4904,840000,-14761.7880859375,168,4823.47,314.6026,4829.84
169,112.9038,845000,-14565.8955078125,169,3712.37,309.4421,4325.86
170,117.0221,850000,-14724.654296875,170,4763.23,315.149,4678.25
171,118.0047,855000,-14806.19921875,171,4635.19,314.6993,4764.88
172,114.636,860000,-14703.205078125,172,4612.34,316.4102,4796.76
173,117.0693,865000,-14941.6787109375,173,4615.44,312.9183,4743.79
174,127.1884,870000,-15276.458984375,174,3862.6,321.662,4798.73
175,116.568,875000,-15091.4208984375,175,3734.55,304.2836,4745.44
176,118.7618,880000,-15275.47265625,176,4341.78,311.2727,4627.47
177,115.5515,885000,-15189.3623046875,177,4665.78,309.5877,4316.77
178,117.8386,890000,-14847.04296875,178,4625.45,310.7488,4699.19
179,125.3993,895000,-15408.4111328125,179,4665.53,316.6764,4650.75
180,115.5137,900000,-15132.26953125,180,4672.39,309.8387,4787.9
181,109.4922,905000,-15076.2607421875,181,3807.86,309.0746,4495.5
182,110.6279,910000,-15074.271484375,182,4081.15,310.4944,4750.94
183,107.1198,915000,-14887.4951171875,183,4653.11,305.6285,4798.92
184,117.2563,920000,-15024.712890625,184,4577.55,310.2805,4451.31
185,107.7905,925000,-15419.384765625,185,4506.39,309.4483,4641.97
186,114.7786,930000,-15364.517578125,186,4546.64,309.7147,4877.81
187,111.2772,935000,-15108.7060546875,187,4407.09,308.6411,4782.31
188,115.84,940000,-15419.576171875,188,4619.07,309.132,4383.63
189,115.875,945000,-15745.7646484375,189,4845.32,314.1701,4755.87
190,119.1161,950000,-15788.4462890625,190,4909.25,312.6804,4801.68
191,114.0338,955000,-15917.091796875,191,3995.69,308.7365,4817.24
192,112.4817,960000,-15795.2978515625,192,4832.03,310.5047,4677.81
193,118.8139,965000,-15850.6337890625,193,4631.12,313.4185,4762.72
194,109.3287,970000,-15462.056640625,194,4340.35,304.6076,4819.2
195,103.6327,975000,-15437.26171875,195,4414.66,306.5282,4679.64
196,115.5886,980000,-15855.3447265625,196,4941.77,313.068,4821.84
197,108.1952,985000,-15724.3427734375,197,4153.44,305.6254,4666.39
198,108.6195,990000,-15760.744140625,198,3973.16,304.2295,4510.2
199,105.907,995000,-15817.1669921875,199,4563.88,300.043,4828.24
200,110.1884,1000000,-15953.61328125,200,4744.51,301.9267,4774.84
201,105.5614,1005000,-15795.71484375,201,4872.1,304.9397,4766.55
202,104.8682,1010000,-15799.3359375,202,4784.39,302.9596,4804.27
203,109.5876,1015000,-15940.87890625,203,3720.54,304.6071,4760.86
204,105.2632,1020000,-15863.4033203125,204,4738.74,306.0621,4608.72
205,107.1609,1025000,-16042.337890625,205,4795.42,303.4969,4839.21
206,106.3652,1030000,-15892.888671875,206,4946.7,302.9344,4850.48
207,104.4466,1035000,-15910.08984375,207,4669.57,305.1921,4747.6
208,106.9707,1040000,-16227.3828125,208,4467.13,305.5328,4535.1
209,113.373,1045000,-16407.21484375,209,4754.59,306.2016,4305.56
210,108.5238,1050000,-16486.712890625,210,4873.51,305.4099,4695.86
211,121.8928,1055000,-16696.529296875,211,4688.63,308.6029,4518.51
212,111.01,1060000,-16431.1640625,212,3733.03,306.0783,4873.82
213,105.934,1065000,-16349.833984375,213,4631.77,301.6872,4469.12
214,105.5887,1070000,-16556.4921875,214,4432.46,304.18,4800.04
215,108.7748,1075000,-16797.04296875,215,4849.88,306.5867,4926.35
216,121.6384,1080000,-16705.119140625,216,4720.0,312.3541,4933.6
217,117.1124,1085000,-16548.541015625,217,4963.57,310.5216,4935.08
218,108.9671,1090000,-16629.517578125,218,4880.54,306.4983,4866.49
219,106.9659,1095000,-16388.169921875,219,4702.42,301.7594,4680.77
220,121.3355,1100000,-16898.62890625,220,4914.46,311.0027,4768.34
221,109.9638,1105000,-16621.509765625,221,4743.46,306.1819,4918.5
222,123.2166,1110000,-17004.0703125,222,4914.05,310.1714,4616.55
223,111.8801,1115000,-16763.880859375,223,4698.29,301.5425,4910.36
224,116.7645,1120000,-16907.74609375,224,4677.29,310.7394,4693.33
225,107.9755,1125000,-16420.173828125,225,4873.44,301.5471,4863.54
226,120.5448,1130000,-16819.880859375,226,4714.69,306.9699,4722.99
227,111.9762,1135000,-17067.5625,227,4950.91,304.6546,4902.4
228,117.2374,1140000,-16839.947265625,228,4391.16,307.0474,4900.08
229,111.4155,1145000,-16617.248046875,229,4968.58,304.1594,4713.61
230,120.8742,1150000,-16898.072265625,230,4451.15,313.552,4581.94
231,125.0014,1155000,-17020.2890625,231,4799.96,314.5618,4892.43
232,123.8456,1160000,-17059.501953125,232,4715.97,315.1735,4237.12
233,122.306,1165000,-16969.84765625,233,4982.86,313.4444,4127.11
234,122.1459,1170000,-17414.7109375,234,4833.88,312.4096,4858.81
235,113.6531,1175000,-16897.443359375,235,4086.52,307.9846,4468.04
236,117.284,1180000,-16960.544921875,236,4935.59,305.0985,4430.35
237,116.6025,1185000,-17442.271484375,237,4996.77,308.5944,4597.67
238,118.0764,1190000,-17316.58984375,238,5006.08,313.2451,4832.41
239,116.1347,1195000,-17297.5234375,239,4870.87,308.5263,4624.69
240,120.7228,1200000,-16726.2578125,240,4575.53,307.3931,4807.14
241,128.3493,1205000,-17140.05078125,241,4968.71,313.6182,4861.45
242,148.7378,1210000,-17039.09765625,242,2270.29,320.9221,3837.49
243,113.9199,1215000,-17066.947265625,243,4146.79,306.9147,4845.91
244,123.2222,1220000,-17248.439453125,244,2963.42,305.4285,4446.4
245,121.7908,1225000,-16716.98046875,245,3663.99,311.411,4857.67
246,127.8632,1230000,-16978.0234375,246,3370.54,311.8705,4269.44
247,114.8003,1235000,-16802.171875,247,2950.22,304.0203,4703.51
248,110.3538,1240000,-17180.408203125,248,2219.86,306.2147,3608.8
249,112.0787,1245000,-17090.123046875,249,4757.75,305.1953,4775.21
250,129.0083,1250000,-16462.705078125,250,3323.21,318.1491,3996.83
251,106.7647,1255000,-16937.640625,251,4544.65,303.1999,4847.07
252,124.1327,1260000,-16738.978515625,252,1197.02,314.4551,3854.56
253,115.8758,1265000,-16913.353515625,253,4799.09,307.8393,4705.87
254,104.6528,1270000,-16884.7265625,254,3223.18,303.246,4686.07
255,111.4835,1275000,-17194.31640625,255,3315.94,306.192,4709.93
256,115.3836,1280000,-16961.978515625,256,3903.13,306.8874,4399.59
257,118.2537,1285000,-16352.9248046875,257,4155.12,308.3353,4196.13
258,115.6782,1290000,-17388.03515625,258,4589.56,308.0102,4770.37
259,122.3837,1295000,-16913.25,259,3065.32,318.433,3827.06
260,127.5628,1300000,-17020.33984375,260,3840.58,318.101,4457.12
261,114.3357,1305000,-17500.396484375,261,4273.12,317.4632,4773.72
262,140.1015,1310000,-16524.34375,262,3110.35,332.5018,3147.41
263,124.3429,1315000,-16943.3125,263,2390.8,322.7412,3472.53
264,136.1164,1320000,-16420.91015625,264,3015.02,326.3235,3908.04
265,157.9872,1325000,-15836.515625,265,1459.84,335.3908,3134.13
266,182.6084,1330000,-15380.6796875,266,985.81,369.2769,1007.83
267,179.1958,1335000,-15780.03515625,267,1668.64,359.4028,2592.52
268,190.047,1340000,-15543.5078125,268,1136.42,352.1755,2055.7
269,155.1145,1345000,-16270.2158203125,269,927.59,334.189,2462.58
270,130.6964,1350000,-17571.73828125,270,2879.69,331.3213,3931.68
271,173.0256,1355000,-16029.1826171875,271,2151.48,349.9141,2641.8
272,171.7066,1360000,-15565.921875,272,1176.47,349.6031,2162.16
273,151.9811,1365000,-16219.5302734375,273,2360.58,331.6132,4158.59
274,138.8543,1370000,-16932.349609375,274,3175.77,330.7546,3556.56
275,134.0547,1375000,-16592.064453125,275,1388.82,325.296,3484.83
276,121.9784,1380000,-16699.01953125,276,2494.66,317.2265,3779.91
277,133.8591,1385000,-16943.205078125,277,1969.85,324.3589,3695.01
278,122.1933,1390000,-17633.28125,278,4086.65,317.1485,3813.23
279,132.4029,1395000,-16114.6796875,279,1555.25,323.4431,2353.29
280,111.8057,1400000,-16733.99609375,280,3025.09,313.867,3704.62
281,124.3276,1405000,-16384.53515625,281,2550.46,323.8074,4344.63
282,115.4784,1410000,-16193.341796875,282,4366.82,304.4868,3236.73
283,123.1473,1415000,-16455.537109375,283,3631.67,314.0073,3150.83
284,154.4023,1420000,-16685.56640625,284,1217.89,328.7692,2764.2
285,134.2481,1425000,-16404.31640625,285,2695.53,320.4691,2888.28
286,142.0007,1430000,-16862.9609375,286,2319.02,328.739,2865.64
287,142.5016,1435000,-16360.2333984375,287,3782.66,335.1432,3198.48
288,173.167,1440000,-16723.904296875,288,1365.46,341.5927,2688.48
289,157.3125,1445000,-17396.0234375,289,1753.0,335.3267,2504.04
290,216.2645,1450000,-16617.568359375,290,1277.28,375.9067,1380.52
291,190.5678,1455000,-17006.04296875,291,1767.49,369.7428,2041.06
292,168.1374,1460000,-17641.826171875,292,2684.83,363.8532,3031.55
293,203.5148,1465000,-17164.470703125,293,1225.78,380.307,2296.39
294,269.8816,1470000,-16769.47265625,294,1729.63,399.2526,1857.56
295,207.5576,1475000,-16968.390625,295,1966.18,371.2696,2577.47
296,194.0464,1480000,-17060.626953125,296,1807.85,370.2854,2248.65
297,179.4686,1485000,-17636.23046875,297,1885.24,357.1106,2980.53
298,207.5679,1490000,-17300.1875,298,1810.94,365.1137,2131.93
299,260.0524,1495000,-16859.74609375,299,1233.95,390.3056,773.31
300,281.6246,1500000,-16387.341796875,300,926.51,427.2348,1095.2
301,271.0195,1505000,-17219.796875,301,502.84,417.6627,802.65
302,331.847,1510000,-17314.5,302,694.67,455.419,772.19
303,328.7075,1515000,-17551.228515625,303,427.73,466.5397,522.06
304,317.9561,1520000,-17310.470703125,304,565.88,425.0572,696.17
305,311.7769,1525000,-17577.794921875,305,844.85,421.9464,753.16
306,289.1348,1530000,-16521.212890625,306,485.31,451.7726,618.32
307,273.9451,1535000,-17690.791015625,307,1078.74,390.1494,1090.41
308,276.9756,1540000,-17320.357421875,308,1629.77,388.8161,1297.0
309,223.8305,1545000,-17570.5625,309,2298.09,387.8206,1821.95
310,329.721,1550000,-18397.28125,310,1049.72,433.3652,1102.33
311,326.3501,1555000,-18291.251953125,311,546.77,482.524,649.29
312,229.4717,1560000,-17595.65625,312,1821.47,403.0501,2081.74
313,218.8738,1565000,-17655.380859375,313,2909.89,385.8237,3265.25
314,215.4763,1570000,-18413.58984375,314,4340.27,387.1731,3803.5
315,224.4725,1575000,-18667.4765625,315,3679.63,394.0118,4041.67
316,219.4108,1580000,-18181.681640625,316,3558.09,392.8644,4146.57
317,237.8361,1585000,-18770.72265625,317,3453.56,409.5134,2292.04
318,268.0794,1590000,-18324.24609375,318,2795.16,408.5672,3156.85
319,257.4682,1595000,-18074.642578125,319,4030.61,423.6344,3884.01
320,291.8185,1600000,-17495.197265625,320,1802.03,423.5882,3184.03
321,273.1811,1605000,-18513.888671875,321,4178.93,417.6435,4006.87
322,232.5039,1610000,-17599.986328125,322,3945.39,418.2603,4213.69
323,295.3309,1615000,-17616.158203125,323,3980.22,425.2978,4178.7
324,232.798,1620000,-18402.15625,324,2941.0,422.0585,4063.86
325,235.7216,1625000,-18219.779296875,325,3563.44,411.466,3876.77
326,265.1588,1630000,-17765.02734375,326,3960.96,432.9563,3507.53
327,312.7586,1635000,-17718.580078125,327,3122.96,430.2218,3016.88
328,281.9575,1640000,-16656.791015625,328,2407.11,432.1291,2702.78
329,309.6202,1645000,-16020.1337890625,329,1677.29,426.1802,2164.66
330,233.4273,1650000,-17387.802734375,330,1859.4,423.2907,2066.09
331,1065.2232,1655000,-17983.822265625,331,1710.5,455.0376,1981.03
332,257.51,1660000,-17604.685546875,332,2157.67,432.9886,2780.33
333,274.6739,1665000,-17124.072265625,333,1648.37,442.3095,2066.06
334,276.5362,1670000,-16864.470703125,334,1794.55,449.1221,1748.67
335,738.0234,1675000,-18290.2265625,335,1632.24,456.934,1785.52
336,345.6035,1680000,-17584.564453125,336,1694.15,468.1563,1411.39
337,315.4821,1685000,-17635.6015625,337,985.54,465.7857,1093.22
338,401.4348,1690000,-17473.43359375,338,1816.69,459.731,1280.77
339,332.3774,1695000,-16781.435546875,339,1484.1,466.0352,1163.24
340,293.6819,1700000,-16994.01171875,340,1220.1,469.2031,1237.45
341,406.6575,1705000,-17085.552734375,341,819.55,482.0573,563.01
342,950.6405,1710000,-18497.326171875,342,840.96,488.9499,855.55
343,434.7418,1715000,-17527.888671875,343,923.25,476.2194,915.16
344,588.292,1720000,-17782.455078125,344,1441.71,465.3779,986.0
345,486.6314,1725000,-16125.568359375,345,998.98,488.8949,799.07
346,337.8123,1730000,-16444.974609375,346,515.83,476.7613,458.34
347,323.1836,1735000,-15617.931640625,347,736.65,494.2667,643.19
348,1228.8977,1740000,-15316.5498046875,348,619.45,489.3174,560.57
349,446.3062,1745000,-17128.3984375,349,638.83,488.3744,489.21
350,281.3977,1750000,-16744.83984375,350,834.38,468.9657,643.7
351,871.8075,1755000,-14715.2724609375,351,546.5,495.794,575.39
352,591.8628,1760000,-15796.244140625,352,461.45,482.1126,663.97
353,549.6512,1765000,-16345.8349609375,353,715.2,458.8647,707.13
354,360.1118,1770000,-17382.78515625,354,428.36,507.6171,526.8
355,337.3298,1775000,-15942.9892578125,355,461.06,487.4163,414.03
356,355.6082,1780000,-15463.544921875,356,368.31,523.0643,273.93
357,661.1161,1785000,-18120.564453125,357,333.17,499.9011,429.63
358,394.3733,1790000,-16745.873046875,358,841.69,477.9336,844.01
359,366.0556,1795000,-16771.529296875,359,262.88,534.0449,304.72
360,631.5826,1800000,-16513.87890625,360,453.31,479.1915,407.07
361,325.7029,1805000,-16997.08984375,361,308.96,544.2011,297.62
362,830.0681,1810000,-17443.775390625,362,299.24,514.1042,324.23
363,313.5351,1815000,-16900.759765625,363,384.26,506.6596,358.26
364,522.3698,1820000,-18008.4765625,364,248.63,522.1792,242.15
365,346.4535,1825000,-16488.990234375,365,122.11,557.8937,130.96
366,333.4564,1830000,-16533.58203125,366,179.96,515.7144,222.92
367,596.8792,1835000,-15364.4462890625,367,71.75,602.0073,79.46
368,393.446,1840000,-15503.40234375,368,65.45,626.8708,62.16
369,363.1708,1845000,-14786.8369140625,369,64.53,600.7012,75.65
370,404.0126,1850000,-16970.7421875,370,63.29,627.7797,60.74
371,399.9176,1855000,-17688.193359375,371,58.99,646.0842,58.36
372,525.7329,1860000,-17652.31640625,372,58.45,645.6647,57.5
373,362.8027,1865000,-17943.255859375,373,56.87,652.9214,57.64
374,610.533,1870000,-17147.5703125,374,53.83,634.6112,54.35
375,604.1109,1875000,-18555.515625,375,53.26,715.8442,53.48
376,516.7817,1880000,-18122.865234375,376,58.52,658.0917,58.39
377,358.9733,1885000,-14679.08203125,377,59.97,608.8809,59.71
378,363.6342,1890000,-15508.615234375,378,61.01,609.4849,61.03
379,362.1776,1895000,-17058.275390625,379,57.81,620.7347,58.33
380,383.4522,1900000,-16672.447265625,380,55.81,615.6398,55.61
381,434.5683,1905000,-18058.5859375,381,57.96,637.0292,57.82
382,472.7767,1910000,-18565.150390625,382,54.97,658.1472,55.5
383,413.2694,1915000,-16373.12890625,383,55.78,611.2414,55.99
384,440.1253,1920000,-17927.2265625,384,55.08,617.4601,54.98
385,586.2687,1925000,-18030.2734375,385,55.85,630.9106,57.06
386,357.7737,1930000,-15586.5595703125,386,55.43,591.8963,55.41
387,749.5958,1935000,-16904.87890625,387,56.73,626.1234,56.11
388,340.075,1940000,-16961.05859375,388,55.68,599.0705,56.06
389,475.0708,1945000,-18444.865234375,389,55.55,632.7189,55.61
390,411.0794,1950000,-18090.33203125,390,56.85,617.7414,56.33
391,400.1942,1955000,-18671.494140625,391,57.34,617.9724,56.87
392,406.9996,1960000,-18773.8046875,392,55.04,628.8008,54.89
393,767.5524,1965000,-19347.30078125,393,54.87,639.338,55.09
394,535.5572,1970000,-19283.67578125,394,56.05,657.3927,57.45
395,537.3945,1975000,-19349.568359375,395,53.0,667.1461,54.23
