Real Det Return,Running Forward KL,Running Env Steps,Itration,Running Update Time,Reward Loss,Real Sto Return,Running Reverse KL
3530.95,46.1367,240000,48,48,-479.97027587890625,3442.33,20.3534
3334.89,45.401,245000,49,49,-461.66632080078125,3415.66,18.0871
3124.38,44.9935,250000,50,50,-613.8099975585938,2888.01,17.0832
3217.54,45.1832,255000,51,51,-545.2359008789062,3340.62,20.4815
3444.87,46.2674,260000,52,52,-770.8865966796875,3425.51,21.8357
3555.98,44.9497,265000,53,53,-662.1221313476562,3417.92,17.7804
3566.06,45.4274,270000,54,54,-763.3349609375,3523.3,19.2903
3652.29,44.5594,275000,55,55,-781.781005859375,3657.73,20.5369
3654.19,44.8442,280000,56,56,-767.292724609375,3658.6,19.2169
3446.88,45.7636,285000,57,57,-736.9635009765625,3548.12,18.4208
3595.09,45.2917,290000,58,58,-772.5709838867188,3598.12,19.3312
3538.14,45.9623,295000,59,59,-910.5891723632812,3518.57,22.4434
3528.9,44.7498,300000,60,60,-761.666015625,3549.52,15.6621
3732.44,44.5899,305000,61,61,-653.7142333984375,2774.27,16.5191
3803.12,45.24,310000,62,62,-755.8504028320312,3739.2,20.9497
3889.67,44.4187,315000,63,63,-729.8318481445312,3817.54,20.4372
3841.18,45.2725,320000,64,64,-906.2446899414062,3793.43,20.4101
3884.2,45.2293,325000,65,65,-901.8532104492188,3865.86,22.8887
3771.96,44.7903,330000,66,66,-945.1691284179688,3718.35,21.1642
3862.67,45.2502,335000,67,67,-957.7263793945312,3868.39,23.1746
3873.07,45.1054,340000,68,68,-935.2055053710938,3860.99,21.2325
3804.43,45.1223,345000,69,69,-1026.6236572265625,3793.68,19.6207
3835.08,45.6211,350000,70,70,-1114.8258056640625,3788.6,21.5466
3915.07,45.2836,355000,71,71,-1049.029541015625,3921.18,22.0344
3746.91,45.6887,360000,72,72,-1257.327392578125,3768.81,20.5179
3965.19,45.078,365000,73,73,-1157.13232421875,3862.76,20.5805
3952.34,44.9862,370000,74,74,-1144.34033203125,3902.49,20.9676
3840.04,44.5102,375000,75,75,-1235.778076171875,3828.14,19.7409
3942.07,45.0765,380000,76,76,-1267.423828125,3805.51,21.3244
3913.0,44.9804,385000,77,77,-1320.167236328125,3761.44,22.1178
3938.11,44.0972,390000,78,78,-1207.468994140625,3923.32,19.9468
3744.44,44.6228,395000,79,79,-1325.1717529296875,3909.11,20.9409
3972.18,44.991,400000,80,80,-1290.1375732421875,3949.06,22.2891
4052.28,44.028,405000,81,81,-1245.405517578125,3979.7,20.1755
4028.12,43.9407,410000,82,82,-1368.8399658203125,3935.85,19.2668
4000.83,44.3597,415000,83,83,-1348.27001953125,3912.5,19.3776
4147.8,44.5042,420000,84,84,-1310.72216796875,4067.23,21.6643
3982.73,44.5097,425000,85,85,-1520.43115234375,3940.42,21.1728
3980.08,44.659,430000,86,86,-1511.84765625,3185.37,19.3463
4055.16,44.4925,435000,87,87,-1478.7119140625,3969.93,21.6812
3923.18,44.4031,440000,88,88,-1564.750732421875,3925.43,19.8059
3916.61,44.7514,445000,89,89,-1584.0950927734375,3891.43,21.2832
4112.97,44.241,450000,90,90,-1555.4775390625,4094.53,23.6129
3849.26,43.5501,455000,91,91,-1619.646484375,3853.01,17.8857
4031.14,44.2471,460000,92,92,-1539.1729736328125,4035.15,20.8481
4090.69,44.7042,465000,93,93,-1744.21533203125,4013.86,19.5977
4056.59,44.296,470000,94,94,-1643.1878662109375,4019.66,18.8126
4103.92,44.6043,475000,95,95,-1714.98388671875,4039.34,21.0139
4027.86,44.4902,480000,96,96,-1778.798095703125,3865.8,18.1455
4125.71,44.3344,485000,97,97,-1795.6639404296875,4054.1,20.3136
4006.84,43.9248,490000,98,98,-1884.5657958984375,3977.11,17.9968
4084.35,44.4414,495000,99,99,-1913.5626220703125,4022.46,21.096
4048.86,44.5412,500000,100,100,-1877.1495361328125,3998.69,19.4398
4076.36,44.4555,505000,101,101,-2061.576171875,4024.18,20.4993
3987.33,44.2074,510000,102,102,-1996.82470703125,4047.8,19.0374
3962.85,44.5161,515000,103,103,-2024.185791015625,3942.49,19.4601
4112.04,43.5743,520000,104,104,-1875.3450927734375,4087.26,17.9387
4159.12,44.377,525000,105,105,-1971.1405029296875,4053.04,23.2562
4122.42,44.6017,530000,106,106,-2033.2872314453125,4112.36,20.7658
4019.88,44.3556,535000,107,107,-2172.70947265625,3967.13,19.0318
4135.92,44.2594,540000,108,108,-2103.7451171875,4109.84,20.2173
4071.31,44.9138,545000,109,109,-2277.408447265625,4023.24,20.1402
4146.16,44.1243,550000,110,110,-2199.73046875,3908.06,20.6581
4168.71,44.0988,555000,111,111,-2054.219970703125,3309.68,21.3881
4124.56,43.9734,560000,112,112,-2283.88720703125,4091.8,19.542
4066.33,44.1059,565000,113,113,-2320.830322265625,3874.09,20.3463
4051.02,44.2901,570000,114,114,-2456.719482421875,4077.11,21.7974
4133.06,43.8599,575000,115,115,-2327.084228515625,4141.95,19.2231
4247.99,43.3467,580000,116,116,-2233.5341796875,4060.22,20.5469
4074.92,44.8569,585000,117,117,-2586.69287109375,4024.48,20.238
4188.4,43.9584,590000,118,118,-2428.92578125,4149.1,20.507
4115.22,43.9614,595000,119,119,-2423.51953125,4054.69,18.6118
4123.79,44.1668,600000,120,120,-2512.237548828125,4112.14,20.8038
4064.28,44.1241,605000,121,121,-2539.45751953125,4066.05,20.7469
4122.65,44.1173,610000,122,122,-2653.0634765625,4075.88,18.9476
4212.59,43.7828,615000,123,123,-2518.03564453125,4168.27,19.4316
4112.91,44.1257,620000,124,124,-2575.6650390625,4105.0,18.6074
4240.81,42.7545,625000,125,125,-2463.191162109375,4010.31,18.5772
4205.36,42.8319,630000,126,126,-2479.152587890625,4166.06,20.5848
4094.94,44.1193,635000,127,127,-2679.200439453125,4070.59,18.9954
4243.7,43.6079,640000,128,128,-2680.16259765625,4205.49,19.6618
4186.68,43.751,645000,129,129,-2636.088134765625,4197.12,20.9402
4211.69,44.4008,650000,130,130,-2867.74755859375,4206.14,22.0107
4204.58,43.7215,655000,131,131,-2750.767578125,4202.34,19.0334
4285.94,43.3244,660000,132,132,-2810.258056640625,4258.25,19.3431
4158.89,44.2327,665000,133,133,-3009.965087890625,4156.16,19.9719
859.75,46.8981,670000,134,134,-5038.99365234375,629.18,81.6619
2170.25,44.7124,675000,135,135,-3505.797607421875,1211.51,23.031
4104.57,44.3345,680000,136,136,-3270.3125,4063.59,24.2991
4101.98,44.4428,685000,137,137,-3168.909912109375,4074.16,21.029
4022.72,44.8429,690000,138,138,-3242.12451171875,4010.31,20.8058
4006.58,44.2139,695000,139,139,-3412.39794921875,3967.25,20.3191
4298.9,43.1269,700000,140,140,-3008.43798828125,4232.95,18.4142
4164.82,44.0867,705000,141,141,-3025.751708984375,3867.66,19.7548
4220.29,43.9038,710000,142,142,-3112.96142578125,3458.31,20.2087
4307.23,43.5917,715000,143,143,-3221.170654296875,4279.34,20.7647
4272.09,44.011,720000,144,144,-3311.165771484375,4246.03,20.876
4247.41,43.7907,725000,145,145,-3210.385009765625,4102.11,19.2571
4265.83,43.9992,730000,146,146,-3217.912353515625,4247.36,19.7537
4214.49,43.6978,735000,147,147,-3379.066650390625,4227.2,19.0359
4205.48,44.009,740000,148,148,-3365.40087890625,4137.55,19.7072
4185.79,43.5296,745000,149,149,-3380.614990234375,4207.71,18.621
4245.01,43.9111,750000,150,150,-3531.65869140625,4234.3,20.304
4237.67,43.7111,755000,151,151,-3397.351806640625,4177.57,19.2556
4286.7,42.8588,760000,152,152,-3345.4677734375,4240.94,17.5718
4200.74,43.5257,765000,153,153,-3496.573974609375,4189.16,19.7755
4344.79,42.8259,770000,154,154,-3440.86376953125,4287.76,18.7143
4230.42,43.2863,775000,155,155,-3475.414794921875,4230.14,19.4006
4270.77,43.3113,780000,156,156,-3539.32861328125,4270.3,19.2976
4320.13,42.67,785000,157,157,-3439.542236328125,4330.93,18.4822
4255.25,43.7529,790000,158,158,-3703.52734375,4255.07,20.2309
4319.81,43.6354,795000,159,159,-3824.718505859375,4297.24,20.5263
4290.51,43.3253,800000,160,160,-3707.314453125,4315.09,19.713
4290.92,42.904,805000,161,161,-3782.939208984375,4281.33,18.7144
4273.87,43.8444,810000,162,162,-3788.466064453125,4225.09,19.7466
4320.6,43.1632,815000,163,163,-3693.705322265625,4288.27,20.8149
4237.69,43.6935,820000,164,164,-3960.611572265625,4180.92,20.7786
4322.84,42.8926,825000,165,165,-3984.41015625,4328.1,20.3058
4248.55,42.3541,830000,166,166,-3787.38720703125,4248.57,19.3132
4304.96,43.318,835000,167,167,-3876.1552734375,4312.96,19.9317
4332.5,42.6705,840000,168,168,-3959.29541015625,4291.05,16.534
4315.61,42.7883,845000,169,169,-4056.38916015625,4298.1,19.4318
4341.79,43.1585,850000,170,170,-3847.92041015625,4304.27,17.9646
4362.56,42.4324,855000,171,171,-3785.435546875,4337.78,18.8717
4380.3,41.796,860000,172,172,-4017.749755859375,4359.27,18.512
4305.29,42.6583,865000,173,173,-4163.35546875,4243.52,17.8174
4347.85,42.9328,870000,174,174,-4161.4609375,4332.56,17.9723
4255.11,42.7994,875000,175,175,-4253.173828125,4272.37,20.6444
4310.61,43.0873,880000,176,176,-4404.28076171875,4329.85,19.4878
4349.22,42.6476,885000,177,177,-4403.02294921875,4303.58,18.5531
4435.56,42.7679,890000,178,178,-4175.6025390625,4375.2,18.8874
4304.48,42.9532,895000,179,179,-4579.6640625,4301.84,19.716
4372.2,42.8272,900000,180,180,-4307.1591796875,4351.73,18.6349
4341.07,42.8609,905000,181,181,-4376.07763671875,4307.41,18.7276
4302.09,42.3335,910000,182,182,-4497.908203125,4272.82,18.7442
4427.34,42.2391,915000,183,183,-4250.06640625,4392.43,18.6584
4295.5,42.8999,920000,184,184,-4574.7041015625,4284.7,17.2823
4368.31,42.9999,925000,185,185,-4723.21923828125,4328.56,18.8413
4370.35,42.331,930000,186,186,-4524.41162109375,4362.67,18.8871
4424.17,41.9237,935000,187,187,-4470.5380859375,4398.67,17.5488
4404.8,42.6034,940000,188,188,-4482.384765625,4387.44,18.5009
4313.96,42.9543,945000,189,189,-4777.6904296875,4316.05,19.5365
4454.38,42.1666,950000,190,190,-4603.34912109375,4404.58,18.7629
4443.86,42.4297,955000,191,191,-4487.65185546875,4397.78,17.1018
4351.85,42.4383,960000,192,192,-4858.02978515625,4371.2,18.1136
4379.81,43.129,965000,193,193,-4962.404296875,4151.57,20.9938
4400.7,42.7114,970000,194,194,-4916.318359375,4371.24,19.8187
4367.67,42.3082,975000,195,195,-4587.353515625,4279.5,16.8394
4352.98,42.664,980000,196,196,-5051.84521484375,4341.26,18.36
4476.91,42.27,985000,197,197,-4664.3095703125,4393.98,18.1103
4377.82,43.294,990000,198,198,-5254.109375,4340.23,19.8539
4474.29,42.4429,995000,199,199,-4928.61669921875,4454.11,20.2545
4332.79,42.8173,1000000,200,200,-5254.13427734375,4309.72,19.3495
4354.52,42.9625,1005000,201,201,-5295.6474609375,4326.74,19.7009
4361.66,42.8257,1010000,202,202,-5261.01611328125,4314.86,19.0368
4358.29,43.0873,1015000,203,203,-5288.5771484375,4346.65,19.4782
4387.33,42.7092,1020000,204,204,-5211.95751953125,4359.71,19.8837
4364.95,42.4132,1025000,205,205,-5332.4267578125,4343.3,18.6838
4398.5,42.6356,1030000,206,206,-5260.48095703125,4372.47,19.6344
4365.49,42.4091,1035000,207,207,-5297.82373046875,4340.35,18.2529
4413.21,42.5257,1040000,208,208,-5380.1953125,4375.09,18.5424
4415.17,42.8664,1045000,209,209,-5401.4873046875,4371.21,18.4829
4409.57,42.7516,1050000,210,210,-5568.62890625,4264.18,17.8355
4427.32,42.6297,1055000,211,211,-5575.779296875,4379.98,18.9028
4430.73,42.8009,1060000,212,212,-5590.51123046875,4409.62,19.6303
4430.0,42.3682,1065000,213,213,-5617.142578125,4411.08,19.2634
4434.96,42.4738,1070000,214,214,-5578.02294921875,4402.07,19.071
4440.65,42.2423,1075000,215,215,-5754.583984375,4434.65,19.1854
4496.25,42.0776,1080000,216,216,-5733.58203125,4429.78,20.5337
4414.66,41.7457,1085000,217,217,-5815.7490234375,4384.24,18.4735
4405.31,42.3203,1090000,218,218,-5930.81884765625,4391.66,19.3323
4416.75,42.4317,1095000,219,219,-5911.4443359375,4396.26,19.2179
4422.01,42.4078,1100000,220,220,-5986.46240234375,4405.83,19.4909
4465.55,42.5063,1105000,221,221,-5994.5478515625,4469.77,20.9027
4417.91,42.1431,1110000,222,222,-6001.05908203125,4419.51,19.1447
4420.39,42.3351,1115000,223,223,-6191.662109375,4393.64,19.7376
4386.9,42.3884,1120000,224,224,-6306.8828125,4161.87,19.524
4383.42,42.0557,1125000,225,225,-6244.96337890625,4383.35,19.3327
4458.9,42.2182,1130000,226,226,-6224.68994140625,4406.77,19.8635
4419.31,42.9268,1135000,227,227,-6325.904296875,4179.88,22.3175
4446.58,42.5918,1140000,228,228,-6592.08642578125,4417.29,20.3298
4452.91,42.3428,1145000,229,229,-6561.3046875,4240.14,19.7969
4443.86,42.4141,1150000,230,230,-6452.361328125,4460.87,19.5686
4417.55,42.4836,1155000,231,231,-6645.97216796875,4373.19,18.5541
4467.09,42.2034,1160000,232,232,-6539.4677734375,4048.29,17.7317
4356.59,42.8754,1165000,233,233,-6954.19189453125,3720.27,18.5044
4522.91,42.0869,1170000,234,234,-6492.0771484375,3812.39,17.2727
4361.18,41.6782,1175000,235,235,-6630.5263671875,3904.55,18.0413
4554.47,41.6233,1180000,236,236,-6635.79150390625,4311.04,20.0704
4528.32,42.0065,1185000,237,237,-6800.27685546875,3947.85,19.3031
4463.33,41.9844,1190000,238,238,-6713.79052734375,4291.13,18.5036
4443.03,42.2145,1195000,239,239,-6943.9765625,4239.15,19.3893
4512.23,41.9561,1200000,240,240,-6767.62451171875,4313.46,18.4733
4498.25,42.3858,1205000,241,241,-6840.41796875,4487.95,18.6032
4432.24,41.6686,1210000,242,242,-6780.0009765625,4409.41,18.4732
4449.25,41.8603,1215000,243,243,-6963.68017578125,4425.49,17.5748
4488.92,41.4534,1220000,244,244,-6910.88427734375,4240.81,17.9704
4517.35,42.1668,1225000,245,245,-6971.69677734375,4246.76,18.8767
4481.87,41.7,1230000,246,246,-7028.60546875,4387.63,18.0234
4444.01,42.276,1235000,247,247,-7257.84521484375,4445.81,18.5316
4386.1,42.3415,1240000,248,248,-7370.2373046875,4375.43,18.7548
68.84,49.5423,1245000,249,249,-7688.11962890625,125.11,55.456
488.12,51.1028,1250000,250,250,-9600.890625,439.31,27.6329
375.94,50.458,1255000,251,251,-9148.04296875,349.85,53.0504
340.51,50.4601,1260000,252,252,-9911.0263671875,343.54,94.9192
468.76,51.9852,1265000,253,253,-9999.2431640625,463.46,102.0937
54.43,51.9545,1270000,254,254,-10169.994140625,57.86,36.5898
614.77,47.394,1275000,255,255,-9705.9326171875,630.7,37.0762
324.5,49.0305,1280000,256,256,-10233.8447265625,317.22,95.6548
933.2,44.3468,1285000,257,257,-9249.638671875,2087.26,30.6363
1414.97,46.0239,1290000,258,258,-10065.80078125,1255.69,63.3534
3184.74,44.3863,1295000,259,259,-9873.189453125,2667.07,31.6038
4178.23,43.7217,1300000,260,260,-9039.7939453125,4087.54,27.2811
3782.46,45.7452,1305000,261,261,-10091.26953125,2546.1,41.0498
2478.48,43.6951,1310000,262,262,-9138.8505859375,3215.0,28.5524
3369.82,45.8885,1315000,263,263,-10441.6279296875,3431.45,30.3156
2487.26,44.7733,1320000,264,264,-10159.650390625,2728.6,21.0389
4076.84,44.9594,1325000,265,265,-9452.40625,4108.36,27.5082
4000.03,44.1722,1330000,266,266,-9604.63671875,3980.85,25.5418
3851.57,42.2652,1335000,267,267,-9020.2958984375,4164.78,22.4542
4103.24,42.3301,1340000,268,268,-8470.62109375,3677.08,24.1476
4274.07,42.9331,1345000,269,269,-8913.7958984375,3424.69,32.3384
3957.26,42.7464,1350000,270,270,-8669.349609375,3415.35,23.4106
4141.4,42.7282,1355000,271,271,-9044.693359375,3764.39,23.6115
3729.69,43.2728,1360000,272,272,-9666.81640625,3710.28,28.8714
4011.01,43.9576,1365000,273,273,-9887.28125,3629.57,28.8632
3753.4,44.156,1370000,274,274,-9927.34765625,3603.76,22.8919
3983.36,43.7872,1375000,275,275,-9657.1904296875,4215.69,24.3727
4126.95,43.5403,1380000,276,276,-9569.5234375,3731.83,23.2264
3884.38,43.5636,1385000,277,277,-10093.841796875,3966.09,27.493
3853.01,42.8317,1390000,278,278,-9903.0087890625,3658.81,24.8834
1720.91,43.9031,1395000,279,279,-11252.458984375,1965.14,41.6601
3717.52,43.7549,1400000,280,280,-10809.01953125,2964.11,29.4094
3529.71,43.7383,1405000,281,281,-10997.2724609375,3870.43,27.9125
3907.86,43.5673,1410000,282,282,-10642.4287109375,4159.4,20.3734
4313.82,44.0712,1415000,283,283,-10840.23828125,4072.5,28.7043
4206.75,43.4791,1420000,284,284,-10324.935546875,3989.53,21.3098
4325.29,42.9012,1425000,285,285,-9821.205078125,4273.66,20.9595
4283.22,42.7145,1430000,286,286,-9858.98046875,4186.59,19.7069
4299.84,42.7695,1435000,287,287,-9941.671875,4275.46,21.5583
4294.92,42.8434,1440000,288,288,-9963.8203125,4103.88,19.3406
4310.49,42.0845,1445000,289,289,-9765.5927734375,4305.1,19.4386
4223.46,42.3733,1450000,290,290,-9971.548828125,4025.28,18.7943
4258.89,42.4375,1455000,291,291,-10262.265625,4190.26,18.8322
4275.58,42.1323,1460000,292,292,-10383.875,4154.86,19.2755
4248.13,42.0298,1465000,293,293,-10355.91796875,4193.31,18.0688
4191.35,43.2261,1470000,294,294,-10843.77734375,4197.98,20.3883
4189.58,42.1298,1475000,295,295,-9849.59375,4241.44,17.7742
3477.08,42.0246,1480000,296,296,-10247.2314453125,4205.97,18.8996
4370.27,41.8506,1485000,297,297,-10007.7529296875,4390.7,18.494
4332.99,42.4684,1490000,298,298,-10483.1513671875,4350.49,19.351
4367.56,41.7138,1495000,299,299,-10143.017578125,4300.86,18.1137
4351.78,42.1176,1500000,300,300,-10402.58203125,4365.52,19.2699
4323.42,42.6196,1505000,301,301,-10619.7626953125,4345.28,19.0303
4450.28,41.6204,1510000,302,302,-9856.822265625,4441.53,19.1754
4424.6,41.5283,1515000,303,303,-10033.908203125,4403.38,18.7306
4385.46,41.8668,1520000,304,304,-10373.705078125,4378.93,19.3667
4408.7,41.7895,1525000,305,305,-10041.7998046875,4435.69,18.8029
4406.18,41.6294,1530000,306,306,-10209.4619140625,4463.19,19.3322
4373.94,42.3299,1535000,307,307,-10419.033203125,4417.38,18.932
4462.67,41.7915,1540000,308,308,-10071.265625,4437.22,18.8882
4394.81,41.5082,1545000,309,309,-10478.1591796875,4445.33,18.2765
4490.52,41.8574,1550000,310,310,-10148.4560546875,4512.34,19.7285
4358.74,41.8215,1555000,311,311,-10638.751953125,4402.1,18.7294
4461.55,42.1061,1560000,312,312,-10566.4921875,4472.1,19.4398
4419.6,42.481,1565000,313,313,-10843.6376953125,4442.88,19.2965
4454.23,41.4714,1570000,314,314,-10599.2041015625,4460.51,18.6484
4365.82,41.8011,1575000,315,315,-11082.71484375,4368.34,17.8412
4407.86,41.6147,1580000,316,316,-10950.4658203125,4400.09,18.3561
4396.35,41.507,1585000,317,317,-10812.751953125,4408.6,18.1335
4385.17,41.9256,1590000,318,318,-11184.1962890625,4309.72,18.7424
4326.08,41.0199,1595000,319,319,-11186.51953125,4371.26,17.7087
4386.3,41.1459,1600000,320,320,-11316.515625,4294.66,18.4795
4355.96,41.739,1605000,321,321,-11355.572265625,4383.78,18.1406
4411.94,41.9017,1610000,322,322,-11509.7080078125,4445.21,19.2524
4291.85,41.8248,1615000,323,323,-12324.3974609375,4316.64,18.2987
4382.07,42.2043,1620000,324,324,-11920.0986328125,4177.22,19.0298
4354.69,41.9067,1625000,325,325,-11989.8017578125,4374.65,18.2637
4403.94,42.6163,1630000,326,326,-12741.390625,4412.82,25.7098
4398.55,41.6648,1635000,327,327,-11898.712890625,4210.53,17.6498
4524.92,42.3008,1640000,328,328,-12045.9189453125,4499.46,20.7027
4461.09,42.1148,1645000,329,329,-12119.052734375,4438.19,18.3773
4412.25,42.2516,1650000,330,330,-12172.7783203125,4450.77,19.5885
4475.3,41.3627,1655000,331,331,-11755.3037109375,4435.21,18.5506
4464.83,42.284,1660000,332,332,-12318.0751953125,4464.65,19.1686
4330.24,41.9345,1665000,333,333,-12572.69140625,4381.54,18.4393
4404.58,42.6029,1670000,334,334,-12711.404296875,4450.26,18.946
4466.62,42.0827,1675000,335,335,-12674.81640625,4458.8,19.0376
4374.52,42.1234,1680000,336,336,-12847.4169921875,4448.42,18.7412
4292.82,42.054,1685000,337,337,-12994.4306640625,4363.02,18.3375
4284.17,42.6303,1690000,338,338,-13307.748046875,4328.03,19.1506
4312.33,42.3629,1695000,339,339,-13149.4453125,4402.95,18.7116
4361.52,42.6648,1700000,340,340,-13362.2451171875,4374.17,19.073
4300.45,41.909,1705000,341,341,-13169.4287109375,4363.41,18.6155
4326.53,42.2103,1710000,342,342,-13474.943359375,4386.29,19.4011
4310.16,41.6414,1715000,343,343,-13395.3681640625,4398.71,19.0889
4347.92,41.5387,1720000,344,344,-13215.4873046875,4457.31,18.5655
4325.45,42.2965,1725000,345,345,-13566.873046875,4418.8,19.1494
4340.11,41.5385,1730000,346,346,-13058.384765625,4412.35,19.3096
4307.01,42.1341,1735000,347,347,-13396.8486328125,4447.59,19.5807
4407.04,41.6805,1740000,348,348,-13320.6923828125,4464.2,18.4067
4382.71,41.5995,1745000,349,349,-13074.26171875,4522.31,18.5804
4374.76,41.4734,1750000,350,350,-13296.158203125,4508.53,19.0071
4459.89,41.2304,1755000,351,351,-13113.1220703125,4513.33,18.92
4398.5,41.7624,1760000,352,352,-13661.1474609375,4505.55,19.7373
4404.42,41.5742,1765000,353,353,-13400.8974609375,4558.6,18.988
4423.77,41.2595,1770000,354,354,-13326.76171875,4541.51,18.6192
4449.57,41.2069,1775000,355,355,-13536.427734375,4477.54,18.451
4503.26,41.1435,1780000,356,356,-13681.3857421875,4531.5,18.9212
4501.79,40.9228,1785000,357,357,-13344.939453125,4574.84,19.1189
4544.0,41.3253,1790000,358,358,-13869.4482421875,4535.37,19.5293
4526.79,41.7793,1795000,359,359,-14385.9365234375,4537.36,20.5314
4480.38,41.1736,1800000,360,360,-14024.884765625,4509.11,18.5226
4582.03,41.5571,1805000,361,361,-14252.126953125,4587.02,20.1368
4538.97,41.4244,1810000,362,362,-13886.3095703125,4550.87,19.3584
4553.0,41.7642,1815000,363,363,-13910.6552734375,4620.52,19.4598
834.77,48.6989,1820000,364,364,-20364.423828125,785.88,84.1111
4477.34,42.9246,1825000,365,365,-15118.9072265625,4480.97,21.5604
4515.5,41.5087,1830000,366,366,-14583.7060546875,4124.13,21.3152
4505.85,41.6098,1835000,367,367,-14251.1162109375,4491.5,21.3778
4527.28,42.8676,1840000,368,368,-15547.447265625,4382.49,22.2579
2972.99,42.9091,1845000,369,369,-16599.978515625,3667.22,20.0309
4461.46,41.6915,1850000,370,370,-15207.4892578125,4461.46,19.9173
4456.51,42.2388,1855000,371,371,-15880.4814453125,4402.12,20.9702
4506.15,41.8025,1860000,372,372,-16029.0478515625,4271.2,22.0396
4513.61,42.3725,1865000,373,373,-15785.48046875,4518.05,20.436
4554.04,40.9852,1870000,374,374,-15156.3505859375,4491.06,20.2533
4527.92,40.9203,1875000,375,375,-15337.8759765625,4474.12,19.5436
4580.14,41.3496,1880000,376,376,-16047.2724609375,4542.99,19.6608
4562.61,41.1243,1885000,377,377,-15897.453125,4529.66,19.2292
4572.38,41.5864,1890000,378,378,-15714.9248046875,4560.64,18.6542
4557.54,41.5826,1895000,379,379,-16110.1943359375,4551.37,18.7175
4522.59,42.2009,1900000,380,380,-16015.6591796875,4544.1,19.5916
4558.83,41.6883,1905000,381,381,-16211.630859375,4552.92,19.9065
4589.2,41.5004,1910000,382,382,-16143.7236328125,4569.61,18.834
4633.0,42.2532,1915000,383,383,-16795.359375,4595.79,20.5747
4614.4,42.1783,1920000,384,384,-16613.669921875,4594.13,19.412
4645.58,41.8536,1925000,385,385,-16653.580078125,4607.74,19.2078
4624.98,41.9462,1930000,386,386,-17010.23046875,4579.98,19.5804
4649.98,41.6739,1935000,387,387,-17045.26171875,4585.32,19.0064
