Running Update Time,Real Sto Return,Reward Loss,Real Det Return,Running Forward KL,Running Env Steps,Itration,Running Reverse KL
383,4922.65,-1850.393798828125,5353.96,35.1568,1915000,383,14.2456
384,5166.29,-1778.829345703125,5215.13,34.4172,1920000,384,13.7537
385,5165.02,-2284.01025390625,5394.65,35.1039,1925000,385,23.3356
386,4869.16,-2122.755126953125,5269.01,35.6848,1930000,386,19.895
387,5108.98,-1956.238037109375,5261.76,35.6528,1935000,387,14.4663
388,4969.06,-1869.2471923828125,5268.13,34.5456,1940000,388,13.4057
389,4855.06,-1938.59912109375,5166.44,35.7592,1945000,389,14.0893
390,5108.74,-1946.3240966796875,5300.85,35.0143,1950000,390,13.0327
391,4881.88,-1849.40771484375,5272.96,34.1756,1955000,391,12.804
392,5013.9,-1996.164306640625,5382.69,34.7828,1960000,392,13.3413
393,5096.6,-1927.643798828125,5280.96,34.8065,1965000,393,13.7764
394,5079.31,-1959.378662109375,5183.11,35.4661,1970000,394,13.9648
395,5111.88,-1968.7628173828125,5299.67,34.9282,1975000,395,13.6585
396,5195.11,-1646.116455078125,5186.7,33.4493,1980000,396,12.8765
397,5146.06,-1897.349853515625,5347.67,35.0386,1985000,397,14.4969
398,5135.52,-1856.1326904296875,5395.96,34.0664,1990000,398,13.452
399,4671.58,-1895.4005126953125,5391.84,34.7333,1995000,399,14.1482
400,4913.85,-2172.09375,5214.77,35.7046,2000000,400,14.9357
401,5126.02,-2514.2529296875,5343.26,35.711,2005000,401,23.975
402,4903.69,-2008.1749267578125,5345.78,35.9386,2010000,402,14.796
403,5119.0,-1920.46875,5296.83,34.6997,2015000,403,13.1305
404,5162.89,-1978.232421875,5248.09,34.4622,2020000,404,13.478
405,4702.83,-2762.701416015625,5063.57,35.4974,2025000,405,14.6201
406,5145.42,-2057.673828125,5316.41,35.3504,2030000,406,14.4536
407,5202.41,-2008.3585205078125,5266.9,34.8057,2035000,407,14.221
408,4951.53,-2092.94921875,5325.43,35.4131,2040000,408,14.6703
409,4720.93,-1985.695556640625,5355.19,34.9401,2045000,409,14.1563
410,5198.03,-1947.8359375,5162.99,34.6896,2050000,410,13.5107
411,5149.32,-2136.98828125,5212.98,35.5895,2055000,411,18.9886
412,1520.64,-3478.263427734375,2965.44,36.3353,2060000,412,42.6299
413,199.23,-4171.97119140625,208.9,51.9194,2065000,413,83.5749
414,500.57,-4682.78662109375,543.94,45.4728,2070000,414,20.9966
415,191.06,-4440.9296875,31.59,50.8041,2075000,415,34.7132
416,1343.97,-4440.994140625,1555.42,39.7498,2080000,416,15.2737
417,1879.95,-4148.654296875,2190.96,40.1266,2085000,417,14.2931
418,3772.41,-2269.224365234375,3378.59,34.0099,2090000,418,14.6362
419,4798.07,-2614.8935546875,5057.87,35.0736,2095000,419,11.8898
420,4755.12,-2527.501953125,5431.47,33.4742,2100000,420,13.01
421,4974.11,-1728.577392578125,5353.6,32.6456,2105000,421,13.8306
422,4607.13,-2437.096435546875,5262.85,33.8387,2110000,422,13.5337
423,5079.47,-1998.5849609375,5178.26,33.6181,2115000,423,13.0407
424,4811.12,-1978.872314453125,5244.89,33.5421,2120000,424,12.5514
425,4702.91,-3040.839111328125,5141.31,34.6499,2125000,425,11.6721
426,4851.24,-2100.98779296875,5173.08,33.4789,2130000,426,12.9938
427,5057.14,-1875.6749267578125,5013.58,32.5997,2135000,427,12.851
428,5135.09,-1902.4150390625,5200.8,33.4626,2140000,428,13.2854
429,5125.78,-2006.7506103515625,5141.64,33.396,2145000,429,12.621
430,5145.55,-2066.856689453125,5186.35,33.1583,2150000,430,12.7533
431,5084.23,-2050.798828125,5176.24,33.6545,2155000,431,12.5772
432,5130.48,-2080.744873046875,5224.26,33.9529,2160000,432,13.3715
433,5096.55,-1992.61669921875,5151.49,33.1357,2165000,433,12.0253
434,4918.18,-2014.812744140625,5252.47,33.4191,2170000,434,12.9829
435,5094.55,-1904.388671875,5135.63,32.6627,2175000,435,12.9938
436,4428.13,-3594.836181640625,5248.1,34.7622,2180000,436,32.864
437,58.45,-4028.537841796875,2.41,54.3556,2185000,437,31.0826
438,4649.44,-2394.586669921875,5154.83,34.7328,2190000,438,13.5566
439,5201.18,-1889.7371826171875,5378.91,33.8034,2195000,439,14.0246
440,5228.1,-1952.3492431640625,5333.11,34.0367,2200000,440,14.6459
441,4998.03,-2292.666259765625,5439.25,33.9041,2205000,441,12.8129
442,5179.96,-1833.93359375,5423.7,33.8398,2210000,442,13.0673
443,4984.85,-3019.10302734375,5473.96,34.2488,2215000,443,11.9023
444,5231.67,-1890.520751953125,5421.66,34.0259,2220000,444,13.6989
445,5248.52,-1904.70458984375,5402.98,33.7249,2225000,445,13.2149
446,5222.99,-2333.43896484375,5406.27,34.1972,2230000,446,12.609
447,5223.31,-1897.083251953125,5450.22,34.1918,2235000,447,13.4526
448,5222.28,-1866.6064453125,5394.42,33.6061,2240000,448,13.0025
449,5276.47,-1856.10888671875,5451.26,34.0634,2245000,449,13.8921
450,5262.56,-1954.51611328125,5427.31,34.3556,2250000,450,13.7746
451,4804.82,-1975.13623046875,5421.48,33.7846,2255000,451,13.1144
452,5279.52,-2388.63720703125,5454.54,33.8152,2260000,452,13.2066
453,5229.53,-2037.040283203125,5464.89,33.6439,2265000,453,13.494
454,5170.23,-2061.630859375,5383.18,34.1161,2270000,454,14.0468
455,4533.02,-2466.812744140625,5358.8,34.8235,2275000,455,13.0063
456,5234.33,-2040.7802734375,5411.22,33.9103,2280000,456,13.2022
457,5314.89,-2009.9346923828125,5501.0,33.4161,2285000,457,14.0732
458,5263.93,-1941.9322509765625,5458.54,33.5727,2290000,458,13.7246
459,5022.39,-2083.80615234375,5467.91,34.4693,2295000,459,14.247
460,5272.7,-1985.7718505859375,5428.22,33.6265,2300000,460,13.3452
461,5262.31,-1896.33203125,5500.99,32.9399,2305000,461,13.0718
462,5265.57,-1962.93115234375,5459.41,32.5465,2310000,462,12.6185
463,5094.67,-1847.3983154296875,5488.85,33.2179,2315000,463,13.1863
464,5257.87,-1934.6949462890625,5436.12,33.9248,2320000,464,14.1507
465,5297.84,-1931.6170654296875,5507.02,33.679,2325000,465,13.7662
466,5322.05,-1776.1263427734375,5419.62,32.632,2330000,466,13.2106
467,5259.97,-2084.132080078125,5470.34,34.155,2335000,467,14.0303
468,5113.39,-2243.514892578125,5501.89,34.5412,2340000,468,14.0332
469,4459.63,-2339.386962890625,4068.76,33.4864,2345000,469,13.8283
470,5228.72,-2019.5137939453125,5460.87,33.8453,2350000,470,13.4441
471,4979.59,-2238.671875,5373.64,34.5438,2355000,471,14.1455
472,-2.82,-5930.5830078125,3.7,52.795,2360000,472,20.7608
473,582.99,-6018.83642578125,747.37,50.3598,2365000,473,17.4021
474,407.55,-5986.91015625,433.95,49.0447,2370000,474,16.0922
475,2169.84,-4431.6513671875,2639.65,42.0062,2375000,475,18.4908
476,1607.13,-4863.92529296875,1647.4,44.4025,2380000,476,25.4576
477,3928.28,-3483.616455078125,3990.71,41.504,2385000,477,23.7027
478,4754.55,-2423.768798828125,4626.1,35.2684,2390000,478,15.4514
479,4210.49,-2768.982177734375,4786.52,36.0797,2395000,479,13.7993
480,4688.54,-2538.60791015625,4766.53,35.6425,2400000,480,14.0743
481,4849.25,-2768.822021484375,5035.6,37.4704,2405000,481,16.1615
482,5026.35,-2682.021484375,5175.84,37.008,2410000,482,15.6134
483,5037.23,-2617.566650390625,5244.89,35.4995,2415000,483,15.7619
484,4945.66,-2906.725830078125,5080.22,37.0266,2420000,484,16.2636
485,5037.21,-2958.23486328125,5102.99,36.6955,2425000,485,15.5856
486,5110.32,-2710.885009765625,5185.93,36.157,2430000,486,15.0276
487,5002.92,-2935.921630859375,5079.28,36.3781,2435000,487,15.3182
488,5077.65,-2802.38330078125,5131.52,36.2199,2440000,488,14.1649
489,4863.31,-2792.148193359375,5086.23,36.0108,2445000,489,14.4926
490,5082.84,-2835.051025390625,5117.45,35.9206,2450000,490,14.8727
491,5025.52,-3035.0126953125,5158.8,35.8729,2455000,491,13.4706
492,4992.78,-2698.056396484375,5186.44,35.8137,2460000,492,14.1558
493,5050.2,-2688.00341796875,5168.95,35.971,2465000,493,13.4324
494,5062.01,-2748.9833984375,5122.91,36.7463,2470000,494,14.4616
495,4865.23,-2572.392822265625,5272.06,36.0674,2475000,495,13.8743
496,5085.79,-2643.56689453125,5221.0,35.907,2480000,496,13.9121
497,5055.13,-2623.628173828125,5172.98,35.6446,2485000,497,14.1665
498,5081.01,-2621.3125,5259.98,35.7892,2490000,498,13.4974
499,4288.33,-2834.973876953125,3954.72,35.8296,2495000,499,13.5355
500,4984.12,-2835.669921875,5119.79,36.5457,2500000,500,14.8535
501,4593.51,-3139.086669921875,5114.82,36.0566,2505000,501,13.6785
502,5121.0,-2474.31201171875,5307.17,34.5833,2510000,502,14.1053
503,5165.49,-2511.3779296875,5407.56,34.8558,2515000,503,14.5384
504,4848.92,-2710.026611328125,5218.79,35.0339,2520000,504,13.5725
505,4836.83,-2735.0048828125,5240.63,35.1205,2525000,505,13.4545
506,5038.42,-2573.90966796875,5269.45,34.6987,2530000,506,13.3361
507,4556.77,-3186.326416015625,3982.57,34.9729,2535000,507,12.6035
508,5130.88,-2713.098388671875,5325.12,34.9036,2540000,508,14.1944
509,4729.7,-2794.725830078125,5365.48,34.2346,2545000,509,13.7154
510,5158.8,-2990.876708984375,5368.32,34.9649,2550000,510,12.9636
511,4493.91,-3026.442138671875,1623.86,34.4883,2555000,511,12.3191
512,5141.59,-2623.88427734375,5386.17,34.4537,2560000,512,14.4429
513,4941.67,-2891.16845703125,5393.77,34.4769,2565000,513,12.7492
514,4892.82,-3345.232421875,5374.08,34.5073,2570000,514,12.3956
515,4922.79,-2884.1220703125,5375.28,34.3912,2575000,515,12.6265
516,5144.11,-2987.68115234375,5298.48,34.5221,2580000,516,13.3286
517,5177.67,-2417.9443359375,5378.09,34.4826,2585000,517,13.5626
518,5163.26,-2612.6455078125,5060.97,34.1756,2590000,518,13.9056
519,5154.7,-2829.001220703125,5314.22,34.5248,2595000,519,12.2733
520,5148.73,-2599.227294921875,5312.22,34.4362,2600000,520,13.7851
521,5206.28,-2508.817138671875,5384.33,34.0056,2605000,521,13.6001
522,5229.93,-2407.513671875,5410.69,33.7157,2610000,522,13.0707
523,4943.86,-2728.275146484375,5352.23,34.4015,2615000,523,13.9203
524,5192.06,-2442.289794921875,5304.63,34.0395,2620000,524,13.1888
525,5146.45,-2790.763427734375,5356.62,35.0138,2625000,525,14.2534
526,5200.23,-2377.08447265625,5400.23,33.6682,2630000,526,13.5386
527,4997.8,-2631.3876953125,5378.45,34.3282,2635000,527,13.8984
528,5046.87,-2483.438720703125,5428.04,33.9639,2640000,528,14.0261
529,5221.47,-2529.59521484375,5371.64,34.0133,2645000,529,13.5587
530,5197.05,-2583.474365234375,5404.72,34.4678,2650000,530,13.3098
531,5218.03,-2429.75048828125,5412.38,33.6,2655000,531,12.9623
532,5242.17,-2815.62744140625,5399.16,32.8523,2660000,532,11.8092
533,5244.35,-2546.36279296875,5454.99,34.0846,2665000,533,12.9615
534,5271.78,-2384.69091796875,5527.8,32.6971,2670000,534,12.3895
535,5257.05,-2322.736328125,5449.13,32.9084,2675000,535,13.1135
536,5213.93,-2380.647705078125,5405.1,32.9941,2680000,536,12.7459
537,5279.11,-2194.933349609375,5510.84,32.919,2685000,537,12.4456
538,5281.0,-2173.00390625,5546.73,33.4752,2690000,538,12.8591
539,5171.35,-2165.53173828125,5570.48,32.8812,2695000,539,12.2196
540,5271.63,-2137.298828125,5536.6,33.34,2700000,540,11.9524
541,5320.36,-2261.46484375,5619.14,33.1326,2705000,541,12.4406
542,5080.42,-2311.346435546875,5571.08,33.5783,2710000,542,12.8584
543,5327.9,-2229.227294921875,5586.02,32.8548,2715000,543,12.6571
544,5270.26,-2186.424072265625,5558.15,33.5346,2720000,544,12.9019
545,5356.0,-2169.1708984375,5579.3,32.9612,2725000,545,13.0321
546,168.08,-6340.888671875,162.99,50.541,2730000,546,26.7524
547,493.21,-6992.42431640625,351.91,47.7619,2735000,547,16.0385
548,2988.84,-5128.0927734375,3068.62,43.8762,2740000,548,18.2494
549,4448.73,-3810.597412109375,4391.91,37.2917,2745000,549,16.1771
550,1774.34,-6188.86572265625,2236.15,41.0633,2750000,550,13.4818
551,4452.94,-4063.00537109375,4429.2,39.3337,2755000,551,17.5416
552,4667.43,-2948.945068359375,5291.56,35.8652,2760000,552,16.0699
553,4853.12,-2726.909912109375,4811.47,35.1211,2765000,553,15.2855
554,5020.57,-2362.103271484375,5129.84,33.7869,2770000,554,13.5067
555,4879.62,-2414.62158203125,4925.24,33.5593,2775000,555,12.8766
556,5147.39,-2445.245361328125,5386.81,34.4122,2780000,556,13.5216
557,5248.71,-2507.967529296875,5410.44,34.4381,2785000,557,13.854
558,5355.5,-2317.231689453125,5565.15,33.6954,2790000,558,13.0944
559,5375.95,-2300.863525390625,5589.03,33.2193,2795000,559,13.7274
560,5102.74,-2251.192138671875,5566.02,33.9831,2800000,560,14.0198
561,5302.16,-2289.74169921875,5554.91,34.1177,2805000,561,13.2542
562,5061.05,-2687.79443359375,5523.89,34.3808,2810000,562,13.7103
563,4590.53,-3527.628662109375,5532.28,34.7414,2815000,563,13.3378
564,5367.89,-2492.67822265625,5543.38,33.868,2820000,564,13.7742
565,5129.45,-3189.4921875,5500.54,34.9868,2825000,565,13.6041
566,5323.74,-2561.515625,5503.81,34.4955,2830000,566,13.5333
567,5324.56,-2492.541259765625,5507.57,34.4109,2835000,567,14.319
568,5336.92,-2396.49365234375,5481.01,33.1462,2840000,568,12.8981
569,5332.52,-2540.67626953125,5554.21,33.2952,2845000,569,12.6745
570,5289.34,-2639.78857421875,5520.63,34.1834,2850000,570,12.9699
571,5200.97,-2716.342529296875,5128.89,33.9613,2855000,571,12.6245
572,5104.63,-2373.11376953125,5479.73,34.0662,2860000,572,13.5086
573,4928.65,-2709.16796875,5213.37,34.425,2865000,573,12.6581
574,5092.41,-3076.386474609375,4185.19,34.6172,2870000,574,12.4633
575,4129.37,-3096.681396484375,4886.75,34.0463,2875000,575,13.0771
576,4441.2,-3076.906494140625,4633.65,34.2364,2880000,576,12.6362
577,4568.19,-3498.3486328125,4863.29,34.6615,2885000,577,12.1988
578,5110.7,-3368.88720703125,4890.9,34.1768,2890000,578,12.1207
579,4882.26,-2574.2841796875,3724.11,32.338,2895000,579,12.2576
580,5327.45,-2468.98486328125,5348.27,32.4778,2900000,580,12.9055
581,5333.61,-2436.419189453125,5521.0,32.3982,2905000,581,11.67
582,4865.47,-2301.08203125,5579.05,31.5584,2910000,582,12.1365
583,5341.22,-2317.713623046875,5517.52,31.8771,2915000,583,12.411
584,5331.22,-2925.4775390625,5441.64,33.4184,2920000,584,12.2934
585,5331.37,-2959.6025390625,5517.0,32.8733,2925000,585,13.6053
586,5271.64,-2784.9794921875,5369.96,32.732,2930000,586,12.6229
587,5299.78,-2648.727783203125,5479.4,33.0873,2935000,587,12.9127
588,5373.79,-2588.78857421875,5568.92,33.2973,2940000,588,13.8034
589,5337.59,-2408.283203125,5503.01,32.2423,2945000,589,12.6845
590,5311.3,-2467.567138671875,5448.97,32.0357,2950000,590,12.1329
591,5319.6,-2919.240966796875,5414.9,32.2925,2955000,591,12.902
592,5300.48,-2937.531982421875,5360.45,32.5238,2960000,592,11.899
593,5306.48,-2633.954345703125,5442.55,32.6296,2965000,593,12.4747
594,4510.07,-3984.4296875,5093.01,33.0567,2970000,594,13.6758
595,4821.86,-3670.4931640625,5428.47,33.1225,2975000,595,11.4892
596,4767.41,-3762.097900390625,5360.19,33.7786,2980000,596,11.804
597,5066.82,-2537.36181640625,5413.17,32.9015,2985000,597,12.2942
598,4799.64,-3186.413330078125,5504.49,32.7721,2990000,598,11.5557
599,5319.41,-2568.195068359375,5482.52,32.289,2995000,599,12.1802
600,4876.02,-2573.696044921875,5467.09,32.6775,3000000,600,12.6082
601,5302.66,-2626.358154296875,5213.65,32.6907,3005000,601,12.1583
602,5121.6,-2615.9296875,5292.92,32.4242,3010000,602,11.7175
603,5346.4,-3127.67529296875,5431.09,33.0775,3015000,603,11.7759
604,5318.29,-2497.01904296875,5411.65,32.2157,3020000,604,11.5654
605,5267.67,-2507.00927734375,5429.9,32.3219,3025000,605,12.0576
606,5381.84,-2407.59521484375,5453.04,31.753,3030000,606,11.9032
607,5321.81,-2592.909912109375,5537.2,33.6917,3035000,607,13.1487
608,5371.75,-2420.623046875,5506.62,32.5137,3040000,608,12.4605
609,5372.24,-2602.792724609375,5415.05,32.4743,3045000,609,11.8754
610,5388.49,-2430.997802734375,5504.97,32.9367,3050000,610,12.7643
611,5344.74,-2557.302978515625,5440.41,33.3012,3055000,611,13.3465
612,5436.51,-2499.44677734375,5558.21,33.1868,3060000,612,12.8226
613,5343.9,-2755.333740234375,5445.09,33.2907,3065000,613,12.9682
614,5144.82,-2590.27978515625,5442.62,33.6114,3070000,614,13.6106
615,5379.54,-2576.423095703125,5503.23,32.871,3075000,615,13.2826
616,5365.9,-2697.723876953125,5525.77,33.4569,3080000,616,13.3972
617,5406.39,-2686.15380859375,5635.17,33.1324,3085000,617,13.3152
618,5372.31,-2747.00439453125,5490.86,33.3174,3090000,618,12.98
619,5362.32,-2611.61328125,5521.46,32.4797,3095000,619,13.142
620,5366.08,-3176.43115234375,5546.58,33.6229,3100000,620,12.8578
621,5166.71,-2570.165283203125,5563.2,32.7014,3105000,621,12.867
622,5167.74,-2563.7294921875,5610.41,33.1018,3110000,622,13.1886
623,5105.88,-3392.9609375,5481.61,33.8664,3115000,623,12.9325
624,5348.75,-3411.84521484375,5513.3,33.9133,3120000,624,12.9152
625,5295.94,-2794.4560546875,5498.31,33.9544,3125000,625,14.2026
626,5352.3,-2726.3173828125,5515.72,33.0056,3130000,626,13.1589
627,5402.57,-2752.853271484375,5575.44,33.0015,3135000,627,13.4827
628,5149.06,-3010.344970703125,5561.0,34.0275,3140000,628,14.1198
629,5096.92,-2976.9541015625,5521.9,33.8802,3145000,629,13.561
630,5399.35,-2764.271240234375,5531.02,33.4006,3150000,630,12.9326
631,5348.09,-2791.63818359375,5495.95,33.5834,3155000,631,13.9393
632,5076.2,-2975.7216796875,5519.23,33.9225,3160000,632,13.9341
633,5280.63,-3497.307373046875,5555.42,33.7226,3165000,633,12.8487
634,5414.12,-2754.872802734375,5579.69,33.0962,3170000,634,13.8145
635,5322.52,-2815.4892578125,5481.09,32.7184,3175000,635,12.814
636,5381.67,-2928.3984375,5515.38,34.0764,3180000,636,14.0296
637,5358.68,-2719.37939453125,5531.71,32.8628,3185000,637,12.8703
638,5149.09,-2846.598388671875,5556.5,32.8119,3190000,638,13.2168
639,5345.33,-2953.0849609375,5512.63,33.2019,3195000,639,14.009
640,5386.29,-2810.990234375,5311.52,32.9642,3200000,640,13.7824
641,5057.37,-3168.15234375,5460.56,33.7705,3205000,641,13.8193
642,5099.09,-3595.423095703125,5517.69,33.4034,3210000,642,13.3989
643,5367.99,-2910.12158203125,5473.72,32.6971,3215000,643,12.9058
644,5126.3,-2925.6962890625,5551.8,33.5544,3220000,644,13.5264
645,5387.95,-2854.29052734375,5551.0,32.9869,3225000,645,12.7549
646,5204.73,-2953.683837890625,5510.88,32.4141,3230000,646,13.0115
647,5373.26,-3377.515380859375,5500.26,32.4168,3235000,647,12.7556
648,5366.14,-2850.43701171875,5547.99,32.456,3240000,648,13.2231
649,5348.17,-2794.644287109375,5470.01,32.9481,3245000,649,13.3418
650,5339.27,-2889.185791015625,5492.15,32.8826,3250000,650,12.699
651,5285.76,-2813.451171875,5549.09,33.6767,3255000,651,13.0671
652,4784.42,-3029.50634765625,5478.16,33.0295,3260000,652,13.0308
653,5056.27,-3454.414794921875,5425.1,33.3784,3265000,653,12.8515
654,3307.87,-5836.388671875,1503.95,35.1813,3270000,654,14.4095
655,4757.6,-3142.6484375,5423.09,32.9592,3275000,655,12.1173
656,4859.85,-3548.18017578125,5456.79,33.2301,3280000,656,12.1781
657,5279.78,-3106.3349609375,5453.89,33.2349,3285000,657,12.943
658,5037.74,-3008.604248046875,5456.44,33.5884,3290000,658,13.3002
659,4814.67,-3359.8720703125,5535.38,33.6514,3295000,659,13.2519
660,4917.17,-3411.59033203125,5527.86,32.4983,3300000,660,11.9625
661,5386.94,-3029.674072265625,5571.33,33.497,3305000,661,13.6052
662,5322.52,-3284.858154296875,5532.32,33.7704,3310000,662,13.6526
663,5380.57,-3002.66796875,5600.34,32.7891,3315000,663,13.4779
664,5352.17,-3082.697509765625,5055.58,33.3931,3320000,664,13.2608
665,5136.15,-4268.56494140625,5504.99,33.7232,3325000,665,12.2268
666,5387.93,-3021.622314453125,5575.2,33.3315,3330000,666,13.1306
667,5329.58,-3056.506591796875,5508.15,33.6306,3335000,667,13.0794
668,5322.16,-3282.5869140625,5488.8,34.0484,3340000,668,13.5327
669,5385.78,-3290.092041015625,5557.36,33.8487,3345000,669,13.1507
670,5338.66,-3054.1494140625,5269.81,33.5865,3350000,670,13.1826
671,5342.63,-3164.163818359375,5570.23,33.263,3355000,671,13.61
672,5377.77,-3145.79150390625,5560.64,33.5089,3360000,672,13.3328
673,5317.81,-3414.04150390625,5453.25,33.8948,3365000,673,13.4147
674,5293.82,-3364.404541015625,5564.59,33.7142,3370000,674,13.4528
675,5360.04,-3248.770263671875,5601.99,33.1927,3375000,675,13.127
676,5332.52,-3187.505859375,5554.82,33.5044,3380000,676,12.9947
677,5327.06,-3235.85498046875,5540.71,32.8448,3385000,677,12.4502
678,5340.58,-3261.241455078125,5542.65,33.4628,3390000,678,13.0301
679,5354.18,-3134.585693359375,5557.21,33.643,3395000,679,13.1563
680,5353.81,-3209.15087890625,5543.9,33.8093,3400000,680,13.3702
681,4883.81,-3177.2080078125,5535.08,33.7696,3405000,681,14.4741
682,5109.54,-2951.4130859375,5571.03,33.1115,3410000,682,13.2324
683,5315.31,-3139.08251953125,5554.44,33.7466,3415000,683,13.8285
684,5330.64,-3273.30029296875,5483.17,33.3495,3420000,684,13.6861
685,5113.31,-3349.806884765625,5518.43,32.9467,3425000,685,12.1974
686,5293.91,-3494.1044921875,5511.33,34.3545,3430000,686,13.422
687,5067.12,-3302.4228515625,5545.04,33.5491,3435000,687,12.8042
688,5159.61,-3259.70751953125,5541.84,33.8879,3440000,688,14.2022
689,5320.27,-3440.98193359375,5287.84,34.3547,3445000,689,13.5689
690,5203.08,-3762.25244140625,5606.93,32.9791,3450000,690,12.5177
691,5078.44,-3452.47802734375,5522.18,33.4067,3455000,691,12.6868
692,4882.23,-4045.581298828125,5461.94,33.5876,3460000,692,12.4666
693,4577.6,-4687.615234375,3271.83,33.5728,3465000,693,11.2953
694,5101.15,-3435.340087890625,5302.26,33.504,3470000,694,13.832
695,4872.49,-3297.09814453125,5453.9,33.2637,3475000,695,13.1004
696,5360.62,-3836.37890625,5445.3,33.0743,3480000,696,12.9682
697,5330.73,-3894.65673828125,5094.75,33.444,3485000,697,12.6558
698,5067.63,-4246.3330078125,5384.71,34.3922,3490000,698,13.1777
699,5377.87,-3966.031494140625,5536.3,33.8258,3495000,699,13.2289
700,5128.15,-3519.60595703125,5531.03,32.9569,3500000,700,13.2637
701,5391.16,-3584.847900390625,5514.88,33.9265,3505000,701,14.2051
702,5464.1,-3356.308837890625,5521.61,32.7489,3510000,702,13.0486
703,5383.83,-3456.303955078125,5581.81,34.0428,3515000,703,13.7141
704,5117.06,-3322.299072265625,5558.28,32.6107,3520000,704,13.2348
705,5337.4,-3464.697021484375,5547.35,33.67,3525000,705,13.6807
706,5361.47,-3400.21484375,5602.31,33.3182,3530000,706,13.9895
707,5307.42,-3581.85400390625,5543.04,34.8701,3535000,707,14.3711
708,4494.83,-3838.967041015625,4263.17,33.0759,3540000,708,12.2662
709,5264.36,-3282.46142578125,5638.98,33.2961,3545000,709,13.6239
710,5387.21,-3481.29736328125,5464.4,33.117,3550000,710,12.9839
711,5454.38,-3266.810302734375,5650.67,32.8482,3555000,711,13.7425
712,5367.32,-3459.22021484375,5604.89,33.4711,3560000,712,13.4536
713,5339.73,-3822.881103515625,5572.01,34.2281,3565000,713,14.154
714,5360.71,-3478.408935546875,5608.34,34.1027,3570000,714,13.3425
715,5385.39,-3837.521484375,5442.57,33.0103,3575000,715,12.6044
716,5340.21,-3669.31201171875,5532.42,33.1984,3580000,716,13.3447
717,5362.23,-3707.9638671875,5311.58,34.0066,3585000,717,13.7973
718,5308.81,-3589.174560546875,5463.2,33.4612,3590000,718,13.4278
719,5280.09,-3699.556396484375,5508.42,33.5908,3595000,719,13.2116
720,5345.04,-3829.540283203125,5535.43,34.0857,3600000,720,13.1326
721,5277.66,-3676.293701171875,5569.65,34.1422,3605000,721,14.2036
722,5117.53,-3860.765380859375,5585.86,34.6231,3610000,722,13.4716
723,5354.85,-3573.456787109375,5581.63,34.4213,3615000,723,13.6374
724,5318.84,-4214.14453125,5523.22,34.0702,3620000,724,12.3451
725,5158.39,-3671.86376953125,5588.88,33.999,3625000,725,13.3222
726,5311.18,-4162.5654296875,5482.7,35.159,3630000,726,14.1813
727,5337.54,-3954.8798828125,5558.43,34.4959,3635000,727,14.4688
728,5097.64,-3872.734375,5557.52,33.9388,3640000,728,13.1104
729,5280.89,-3876.207275390625,5493.2,34.0587,3645000,729,13.4182
730,5228.29,-3658.733154296875,5483.79,33.4348,3650000,730,13.1965
731,5356.51,-3774.76513671875,5495.3,34.5719,3655000,731,13.81
732,4990.08,-4532.11474609375,5493.87,34.9778,3660000,732,13.0632
733,5346.9,-3839.80810546875,5572.28,34.3309,3665000,733,14.0233
734,5367.7,-3741.546142578125,5569.94,33.0795,3670000,734,13.0493
735,5369.82,-4132.26171875,5575.86,33.0349,3675000,735,13.4104
736,5357.74,-4057.275390625,5504.4,33.8898,3680000,736,13.0932
737,4858.44,-5323.49951171875,3484.43,35.2996,3685000,737,12.9884
738,5169.15,-4003.15283203125,5376.51,34.0327,3690000,738,13.5782
739,5063.69,-4734.595703125,4842.69,34.7073,3695000,739,13.34
740,4852.85,-4697.5634765625,5457.56,34.7151,3700000,740,12.5569
741,5316.55,-4021.70361328125,5452.09,33.9654,3705000,741,13.1055
742,4967.46,-4023.2998046875,5294.62,33.562,3710000,742,12.4219
743,4534.84,-3925.121337890625,3780.51,34.2063,3715000,743,13.7418
744,4919.53,-3895.05029296875,5462.34,34.0016,3720000,744,13.4373
745,5218.82,-4043.182373046875,5399.01,33.0916,3725000,745,12.8235
746,5218.73,-4914.53076171875,4594.42,34.715,3730000,746,13.144
747,5301.88,-4052.01806640625,5458.8,33.8171,3735000,747,13.1501
748,5161.95,-4157.22314453125,5338.55,33.4464,3740000,748,12.8473
749,5093.68,-4250.35595703125,5355.66,34.362,3745000,749,13.5204
750,5261.27,-4082.7587890625,5404.62,33.3573,3750000,750,12.6895
751,5251.88,-4090.21337890625,5411.8,32.9947,3755000,751,12.311
752,5056.01,-4087.070068359375,5414.74,33.191,3760000,752,12.4582
753,5240.18,-3866.16943359375,5419.44,33.1868,3765000,753,12.655
754,5210.66,-4363.87109375,5260.21,34.0773,3770000,754,13.6723
755,5010.31,-4562.49951171875,3563.62,33.4656,3775000,755,12.2777
756,4859.08,-4083.562744140625,5021.7,33.3166,3780000,756,13.0974
757,5313.56,-4699.47314453125,5451.33,33.2656,3785000,757,12.1763
758,5061.85,-3975.913818359375,5537.67,33.8795,3790000,758,13.5971
759,4788.48,-4480.54345703125,4965.29,33.3607,3795000,759,12.7348
760,5072.98,-3867.191650390625,5519.84,32.9042,3800000,760,12.3943
761,3421.0,-5983.09765625,1550.69,33.978,3805000,761,11.5668
762,2225.93,-6186.5380859375,715.97,34.5723,3810000,762,11.7989
