Running Forward KL,Running Env Steps,Itration,Reward Loss,Real Det Return,Running Update Time,Real Sto Return,Running Reverse KL
46.9325,190000,38,-223.9118194580078,861.29,38,1037.67,23.3176
47.0171,195000,39,-201.674072265625,2736.11,39,2011.69,14.8837
46.6539,200000,40,-246.28013610839844,1469.93,40,1208.72,23.5188
45.4718,205000,41,-256.3248596191406,2189.93,41,1744.39,15.1874
45.4296,210000,42,-253.715576171875,2208.89,42,1789.09,16.5243
46.7043,215000,43,-246.9807586669922,2700.51,43,1884.59,15.9038
45.4187,220000,44,-272.9039611816406,2206.32,44,1493.77,15.9051
46.9569,225000,45,-283.69927978515625,1276.69,45,1391.55,20.9994
46.1957,230000,46,-257.9798889160156,3069.03,46,3139.64,17.6681
45.4619,235000,47,-249.56112670898438,3176.65,47,3150.32,16.2176
45.5568,240000,48,-269.89935302734375,3360.74,48,3314.32,17.1753
45.3638,245000,49,-366.44964599609375,1666.23,49,1387.51,25.892
45.0791,250000,50,-272.3154296875,3467.61,50,3390.71,16.1779
45.4813,255000,51,-294.1382751464844,3558.71,51,3474.18,17.3775
46.0945,260000,52,-282.6480407714844,3380.98,52,3238.77,18.1637
45.8291,265000,53,-291.0184631347656,3532.08,53,3517.85,18.7623
45.419,270000,54,-343.6636962890625,3536.82,54,2648.34,16.0836
46.6598,275000,55,-338.2872314453125,3596.31,55,2950.95,17.0965
45.265,280000,56,-317.001708984375,3619.13,56,3414.47,15.7819
44.4983,285000,57,-360.99261474609375,3193.84,57,2828.24,14.5591
45.1849,290000,58,-316.5634460449219,3615.2,58,3449.74,18.1054
45.8678,295000,59,-337.014404296875,3899.97,59,3677.65,19.2643
44.664,300000,60,-330.09051513671875,3701.35,60,3713.66,19.1073
45.0964,305000,61,-412.5959167480469,2666.11,61,3077.28,23.766
46.1761,310000,62,-393.86383056640625,3725.92,62,3327.82,18.1196
44.422,315000,63,-339.2194519042969,3529.54,63,3698.65,17.5808
43.9869,320000,64,-382.95697021484375,3660.76,64,3567.68,15.1183
44.4032,325000,65,-381.8990173339844,3566.43,65,3622.97,16.8733
45.5874,330000,66,-387.1861572265625,3772.58,66,3670.26,19.3694
46.5129,335000,67,-406.63812255859375,3641.14,67,3554.87,19.5552
46.1561,340000,68,-390.770751953125,3695.72,68,3698.03,19.7374
45.3903,345000,69,-390.2710266113281,3841.58,69,3791.88,19.5823
45.3265,350000,70,-400.78839111328125,3893.34,70,3817.42,18.4991
45.1723,355000,71,-400.935302734375,3786.88,71,3568.29,18.7494
45.3449,360000,72,-414.8973388671875,3834.29,72,3566.32,19.0396
46.1084,365000,73,-501.7099304199219,3714.99,73,3097.69,20.5129
45.6553,370000,74,-427.6587219238281,3413.54,74,3673.66,19.7438
45.1044,375000,75,-427.6619567871094,3831.86,75,3605.85,18.5219
44.4542,380000,76,-428.93597412109375,3794.1,76,3548.91,16.813
45.3757,385000,77,-451.6156921386719,3812.01,77,3706.05,17.9789
46.5086,390000,78,-496.1856994628906,3827.55,78,3695.81,19.969
45.1869,395000,79,-471.6556701660156,3844.02,79,3589.55,19.3294
45.9682,400000,80,-515.50146484375,3837.97,80,3417.69,19.2921
45.3808,405000,81,-498.4618835449219,3743.05,81,3336.68,17.8705
44.3468,410000,82,-498.5295104980469,3705.84,82,3550.4,17.2616
45.6465,415000,83,-516.8385620117188,3685.75,83,3698.06,18.9271
46.082,420000,84,-668.5922241210938,1097.57,84,861.86,12.5673
45.6937,425000,85,-617.7684326171875,2917.32,85,2680.21,14.5719
44.818,430000,86,-539.9613647460938,3722.05,86,3676.34,17.1763
44.4743,435000,87,-521.3485107421875,3787.58,87,3511.46,17.5704
46.2913,440000,88,-684.1124267578125,1264.27,88,1647.71,16.2133
44.1161,445000,89,-557.4155883789062,3876.6,89,3736.77,16.1072
44.4343,450000,90,-590.76513671875,3761.74,90,3355.75,15.9766
44.7378,455000,91,-551.1802978515625,3703.76,91,3610.82,16.1514
44.5515,460000,92,-590.1813354492188,3770.88,92,3739.62,17.6717
44.4902,465000,93,-560.0265502929688,3681.75,93,3704.78,16.9806
45.2845,470000,94,-651.2238159179688,3737.19,94,3739.54,16.9159
45.3677,475000,95,-602.8638305664062,3927.95,95,3582.07,18.7077
44.5783,480000,96,-623.3668212890625,3948.72,96,3848.48,17.8726
44.3813,485000,97,-630.7692260742188,3925.12,97,3840.74,16.9304
45.469,490000,98,-660.2581787109375,3809.2,98,3433.29,16.6949
45.1785,495000,99,-635.7894897460938,3831.2,99,3815.36,19.0488
45.1956,500000,100,-664.2547607421875,3575.83,100,3281.25,16.4246
43.8143,505000,101,-646.5470581054688,3860.73,101,3179.52,15.1678
44.5353,510000,102,-683.6141357421875,3917.34,102,3682.15,16.4391
44.9875,515000,103,-716.4633178710938,3857.77,103,3750.05,15.5767
44.6738,520000,104,-669.7140502929688,3845.12,104,3765.26,16.8441
44.4593,525000,105,-668.8501586914062,3752.14,105,3762.03,17.228
44.6699,530000,106,-667.1539306640625,3911.75,106,3849.35,17.9224
44.869,535000,107,-706.5026245117188,3874.33,107,3626.7,16.283
44.9506,540000,108,-755.373291015625,3373.19,108,3175.34,15.3268
45.2599,545000,109,-754.3524169921875,3943.27,109,3704.48,16.612
45.1355,550000,110,-788.8162841796875,2145.77,110,2919.03,14.6304
44.1321,555000,111,-761.4271240234375,3879.45,111,3605.45,14.3887
44.6121,560000,112,-751.6459350585938,3918.56,112,3826.76,17.302
45.5199,565000,113,-763.8086547851562,3951.93,113,3913.7,19.036
44.0588,570000,114,-756.5091552734375,3968.87,114,3799.16,16.0763
45.0101,575000,115,-788.8477783203125,3972.18,115,3443.18,17.8812
44.4405,580000,116,-778.7709350585938,3959.6,116,3875.56,16.3149
44.2248,585000,117,-801.9720458984375,3936.18,117,3690.06,15.55
45.2403,590000,118,-876.5975341796875,1282.33,118,2588.07,14.2192
45.0613,595000,119,-817.372802734375,3999.12,119,3927.33,17.833
44.4516,600000,120,-859.9876098632812,3993.34,120,3869.16,14.1387
44.9907,605000,121,-864.3016967773438,3868.04,121,3845.9,16.3968
44.6645,610000,122,-874.5133666992188,3930.35,122,3512.14,19.1784
44.4153,615000,123,-873.5211791992188,4022.28,123,3937.0,15.8187
44.1772,620000,124,-847.6983032226562,3969.56,124,3899.5,16.1082
44.2453,625000,125,-825.9551391601562,4012.63,125,3920.01,17.2934
44.1787,630000,126,-870.0697631835938,3935.92,126,3887.36,15.7498
44.765,635000,127,-865.07080078125,3893.46,127,3903.25,17.972
44.9488,640000,128,-891.6708374023438,3961.71,128,3742.81,17.2371
44.4599,645000,129,-873.064453125,3968.39,129,3919.96,18.2862
45.472,650000,130,-935.3846435546875,3883.53,130,3690.67,17.9524
43.9646,655000,131,-912.2694091796875,2863.16,131,3072.73,18.1996
46.1436,660000,132,-1081.6016845703125,399.77,132,1697.97,19.4451
45.6914,665000,133,-1043.58203125,2940.53,133,2150.54,14.5575
45.0225,670000,134,-957.1666870117188,3891.61,134,3517.59,17.2691
44.9606,675000,135,-955.9256591796875,3806.12,135,3794.23,16.8769
44.6991,680000,136,-933.7312622070312,3955.68,136,3878.12,17.3467
44.5521,685000,137,-932.03955078125,3961.27,137,3879.07,18.0703
44.3237,690000,138,-973.9301147460938,3679.88,138,3633.9,16.5915
45.2167,695000,139,-965.1209716796875,3909.36,139,3686.48,18.2704
43.8513,700000,140,-944.0029296875,3911.19,140,3478.82,17.133
44.2392,705000,141,-1021.017333984375,2846.49,141,3166.58,16.0661
45.0127,710000,142,-996.0748291015625,3941.04,142,3926.4,19.1265
45.4075,715000,143,-1053.508544921875,4031.0,143,4019.91,17.4617
44.7373,720000,144,-1006.7479858398438,3958.34,144,3925.37,17.685
44.2582,725000,145,-1055.2738037109375,3976.44,145,3934.13,16.0922
44.825,730000,146,-1109.22119140625,2851.34,146,2995.04,15.5043
44.1107,735000,147,-1033.499267578125,4012.11,147,3274.8,16.6204
44.2253,740000,148,-1030.572509765625,4010.94,148,3687.16,16.3967
43.8428,745000,149,-1093.67431640625,4008.62,149,3768.81,15.1893
43.6733,750000,150,-1086.1630859375,4011.25,150,3962.09,17.0213
44.2783,755000,151,-1098.4036865234375,3946.75,151,3911.42,17.6655
44.7933,760000,152,-1071.4000244140625,3917.97,152,3891.95,17.8433
44.2038,765000,153,-1120.1287841796875,4062.87,153,3842.56,17.3951
43.5253,770000,154,-1095.0565185546875,3060.77,154,3749.53,14.7513
44.2479,775000,155,-1092.728271484375,4026.03,155,3934.86,18.2423
44.4108,780000,156,-1148.4637451171875,4039.78,156,3996.19,17.5007
43.551,785000,157,-1148.057373046875,4097.03,157,3990.12,15.9493
43.9297,790000,158,-1096.223876953125,4035.18,158,3884.85,17.2189
44.6031,795000,159,-1237.6058349609375,3046.91,159,1835.33,17.32
43.6972,800000,160,-1154.6568603515625,4057.28,160,3989.64,16.8337
44.8493,805000,161,-1180.6768798828125,4021.43,161,3932.62,17.4309
43.0492,810000,162,-1178.125,4181.27,162,3993.35,16.2586
44.332,815000,163,-1247.1104736328125,3969.23,163,3897.56,16.7313
44.1684,820000,164,-1289.3489990234375,3809.63,164,3815.78,14.891
43.962,825000,165,-1201.7017822265625,4063.02,165,3837.5,19.1536
43.9433,830000,166,-1205.7742919921875,4087.97,166,4032.59,16.7774
44.0409,835000,167,-1195.298828125,4115.88,167,3883.68,18.3161
44.1499,840000,168,-1222.0535888671875,4157.97,168,3894.88,18.2305
43.7939,845000,169,-1222.62841796875,3998.17,169,3970.52,17.1748
43.3476,850000,170,-1262.5841064453125,3961.15,170,3755.78,14.0402
43.7794,855000,171,-1284.967529296875,4015.36,171,3948.75,16.819
43.4345,860000,172,-1287.4779052734375,3891.24,172,3346.09,15.6878
44.045,865000,173,-1295.364990234375,4019.13,173,3931.33,16.6293
43.4783,870000,174,-1308.0775146484375,4038.17,174,4018.43,16.9307
43.524,875000,175,-1293.34228515625,4004.36,175,3774.82,16.388
43.8436,880000,176,-1307.77001953125,4013.91,176,3993.09,16.7819
43.7121,885000,177,-1377.18798828125,3719.23,177,4009.88,15.8317
44.6496,890000,178,-1366.6759033203125,3801.32,178,3425.95,18.6187
43.6274,895000,179,-1335.4100341796875,4144.33,179,3555.67,15.405
44.361,900000,180,-1343.3798828125,4086.76,180,4030.38,17.8673
43.5147,905000,181,-1355.2294921875,4079.46,181,3582.39,15.6279
43.7835,910000,182,-1386.1910400390625,4092.32,182,4026.55,16.6101
43.7459,915000,183,-1352.938720703125,4040.85,183,3980.79,16.7367
42.9716,920000,184,-1375.5772705078125,4039.27,184,3873.41,15.1006
43.2415,925000,185,-1396.7232666015625,3871.05,185,3964.94,15.8263
43.7314,930000,186,-1448.2852783203125,4009.63,186,3966.59,14.6096
44.079,935000,187,-1485.316650390625,4202.55,187,3938.95,18.2586
43.926,940000,188,-1359.666259765625,4019.52,188,4013.33,17.0983
43.9175,945000,189,-1403.379150390625,3947.62,189,4048.35,17.4948
43.6502,950000,190,-1440.7486572265625,4037.24,190,3975.85,16.5401
43.7925,955000,191,-1429.7623291015625,3860.43,191,3708.03,16.6286
44.2296,960000,192,-1497.5079345703125,4043.54,192,3818.93,21.2429
42.9363,965000,193,-1512.47412109375,4059.38,193,3828.41,14.8539
43.2171,970000,194,-1486.555419921875,4061.72,194,3817.95,15.4439
43.4822,975000,195,-1514.7332763671875,4102.82,195,3980.49,16.0093
44.4708,980000,196,-1552.27685546875,3988.7,196,3777.2,18.1001
43.9438,985000,197,-1540.0238037109375,4085.9,197,3811.61,17.7697
43.7514,990000,198,-1637.3983154296875,3958.19,198,3601.53,15.9342
43.4644,995000,199,-1609.5841064453125,4064.21,199,3465.07,14.1022
43.5598,1000000,200,-1562.3558349609375,3901.28,200,3244.09,15.5681
43.4578,1005000,201,-1575.3731689453125,2957.93,201,3537.81,16.1848
43.1293,1010000,202,-1658.3074951171875,4172.03,202,2978.52,13.5437
43.4423,1015000,203,-1680.9949951171875,3992.6,203,3723.19,14.3156
43.4777,1020000,204,-1667.6807861328125,4204.59,204,4113.63,14.2839
43.4647,1025000,205,-1622.1015625,4094.38,205,3506.78,15.5551
43.5747,1030000,206,-1598.349853515625,4214.64,206,3920.64,16.5957
43.1369,1035000,207,-1673.6973876953125,4014.61,207,3376.65,14.383
43.3988,1040000,208,-1628.4873046875,4213.75,208,3856.74,14.9445
43.7184,1045000,209,-1664.70703125,3886.64,209,3909.76,15.5426
42.9659,1050000,210,-1648.4912109375,4110.73,210,3891.37,15.051
43.3668,1055000,211,-1648.1494140625,4231.2,211,4116.29,16.1045
43.7676,1060000,212,-1631.01220703125,4050.55,212,4011.16,16.5753
43.2713,1065000,213,-1673.211669921875,2882.71,213,3452.03,15.5744
43.057,1070000,214,-1669.14306640625,4077.55,214,4066.93,15.7878
43.1737,1075000,215,-1706.3931884765625,3138.39,215,2987.23,15.3966
43.525,1080000,216,-1745.2237548828125,4152.8,216,3447.61,16.8792
43.4326,1085000,217,-1774.12255859375,4209.06,217,3393.34,15.1967
43.2589,1090000,218,-1803.2578125,3511.01,218,3702.38,15.1526
43.2581,1095000,219,-1782.948486328125,4154.19,219,3881.25,14.9245
43.7247,1100000,220,-1859.0394287109375,3931.28,220,3657.56,14.8211
43.0413,1105000,221,-1830.390869140625,3666.52,221,3838.38,14.7747
43.0807,1110000,222,-1881.5316162109375,4159.73,222,2979.54,13.7274
43.7667,1115000,223,-2008.8448486328125,3328.31,223,3004.44,13.7603
42.8562,1120000,224,-1842.780517578125,4274.62,224,3555.58,16.0087
43.6578,1125000,225,-2003.328369140625,3034.55,225,1799.9,14.1475
43.2881,1130000,226,-1940.4139404296875,1682.97,226,3378.59,15.0645
44.2861,1135000,227,-2159.674072265625,4075.83,227,2649.94,13.0327
43.7189,1140000,228,-2003.3289794921875,3781.74,228,2253.4,15.6836
43.1675,1145000,229,-1961.7384033203125,4111.88,229,3452.72,15.9168
43.5379,1150000,230,-2042.2603759765625,4371.84,230,3661.36,17.6921
42.6628,1155000,231,-1902.4520263671875,4332.92,231,4174.01,15.6409
42.9239,1160000,232,-2018.230224609375,1309.55,232,2514.87,15.8556
43.561,1165000,233,-1988.360107421875,4215.71,233,3976.49,16.5778
43.7607,1170000,234,-1993.506103515625,4250.81,234,4199.33,16.9318
43.2805,1175000,235,-2009.624755859375,4323.59,235,4206.09,17.2035
44.0843,1180000,236,-2100.775146484375,2005.1,236,2959.37,18.7353
43.195,1185000,237,-2024.9478759765625,4261.53,237,3964.04,17.0113
43.0225,1190000,238,-2054.64404296875,4130.88,238,4085.95,17.053
42.7022,1195000,239,-2037.6632080078125,4369.31,239,4142.59,16.6191
44.3775,1200000,240,-2239.922607421875,4100.83,240,2036.51,26.1756
43.8088,1205000,241,-2113.950927734375,4353.01,241,3197.9,24.7462
43.7591,1210000,242,-2300.041015625,2194.64,242,3202.67,19.2577
43.4333,1215000,243,-2218.5068359375,3901.85,243,3813.91,17.4913
42.8143,1220000,244,-2143.4345703125,4154.4,244,3978.04,16.8397
42.9781,1225000,245,-2249.3818359375,4379.95,245,3882.55,16.2286
43.1817,1230000,246,-2281.02490234375,4330.18,246,4218.69,15.905
43.3215,1235000,247,-2180.098388671875,4245.46,247,4089.84,17.3356
44.8853,1240000,248,-2586.0146484375,4309.71,248,3963.6,15.2951
43.4153,1245000,249,-2240.800048828125,4214.13,249,3994.14,18.0018
42.6563,1250000,250,-2260.50390625,4172.04,250,3940.33,17.8121
42.894,1255000,251,-2294.461669921875,4398.94,251,4192.64,17.5747
42.7827,1260000,252,-2270.69970703125,4287.65,252,4194.39,17.3315
44.6104,1265000,253,-2279.234375,4211.7,253,4104.47,20.075
43.1811,1270000,254,-2358.865478515625,4418.64,254,4257.93,17.6079
43.2759,1275000,255,-2324.19677734375,4209.63,255,3860.43,17.3714
43.0943,1280000,256,-2347.985595703125,4346.93,256,3991.79,17.3165
43.0373,1285000,257,-2399.497314453125,4390.73,257,4269.05,17.645
42.8747,1290000,258,-2420.057861328125,4335.86,258,4262.67,17.1976
42.9775,1295000,259,-2419.21435546875,4394.73,259,4021.63,17.422
42.7555,1300000,260,-2404.766357421875,4417.74,260,4322.54,17.1763
43.1459,1305000,261,-2496.05419921875,4464.84,261,4311.49,17.4567
43.2346,1310000,262,-2450.734375,4469.5,262,4165.62,17.4719
43.423,1315000,263,-2502.673583984375,4264.32,263,4227.09,17.931
42.9966,1320000,264,-2558.58837890625,4272.84,264,4252.24,16.6388
42.6055,1325000,265,-2594.34423828125,4606.4,265,3967.16,17.4988
43.2424,1330000,266,-2482.767333984375,4336.21,266,4269.66,17.3679
43.0559,1335000,267,-2556.7421875,4421.46,267,4314.51,17.4718
43.1686,1340000,268,-2627.252685546875,4489.66,268,4190.06,17.3131
43.129,1345000,269,-2699.96875,4491.58,269,4129.39,18.0094
43.3356,1350000,270,-2716.010498046875,4493.06,270,4164.58,17.4439
42.7838,1355000,271,-2745.305908203125,4479.68,271,4374.77,16.2895
43.6367,1360000,272,-2762.684814453125,4470.14,272,4270.82,16.9401
43.2656,1365000,273,-2726.04443359375,4254.52,273,3620.61,17.3584
42.6432,1370000,274,-2683.886474609375,4416.98,274,3625.25,15.8465
43.0834,1375000,275,-2797.866455078125,4482.66,275,4169.0,16.54
42.3592,1380000,276,-2723.567626953125,4165.75,276,3587.12,16.0931
43.0576,1385000,277,-2863.2177734375,4333.29,277,3855.91,15.8608
43.1064,1390000,278,-2916.964599609375,4347.78,278,3780.43,14.8245
43.168,1395000,279,-2940.103759765625,4382.71,279,3732.87,13.4563
43.0975,1400000,280,-2968.066162109375,4483.8,280,3344.56,14.8346
43.0592,1405000,281,-2963.883056640625,4345.22,281,3870.34,14.8908
42.798,1410000,282,-2942.8193359375,4430.05,282,3411.04,17.6726
43.4309,1415000,283,-3001.234375,3922.83,283,3232.48,14.1899
42.9341,1420000,284,-2991.876220703125,3134.92,284,3620.82,15.5045
42.8458,1425000,285,-2912.868408203125,4482.98,285,4129.0,17.3473
42.8519,1430000,286,-3044.67578125,3190.39,286,3707.16,15.3532
44.0957,1435000,287,-3267.591064453125,3396.3,287,3326.99,15.0861
43.141,1440000,288,-3053.105712890625,3803.46,288,4257.15,16.5106
42.6672,1445000,289,-3003.04931640625,4453.41,289,4343.08,17.0491
42.2283,1450000,290,-3017.389892578125,4362.77,290,4124.38,15.781
49.7965,1455000,291,-2952.629638671875,35.86,291,226.13,34.1031
49.6258,1460000,292,-2954.747802734375,454.77,292,465.06,36.3682
48.579,1465000,293,-3142.175048828125,751.48,293,627.39,37.4942
43.1718,1470000,294,-2925.607421875,2869.23,294,1783.38,16.3124
45.8538,1475000,295,-3069.417236328125,1339.87,295,1268.68,40.6797
46.7288,1480000,296,-3171.841064453125,1432.83,296,1601.21,41.0625
55.9382,1485000,297,-2922.1396484375,19.64,297,12.91,70.0706
43.6092,1490000,298,-3334.5556640625,3973.53,298,4223.71,19.0667
43.4142,1495000,299,-3212.19091796875,4378.46,299,3713.9,23.5924
42.8611,1500000,300,-3342.14404296875,2894.19,300,3824.21,17.9926
43.0175,1505000,301,-3354.9755859375,4409.82,301,4025.76,18.2598
43.0499,1510000,302,-3466.85595703125,4337.85,302,3833.49,16.3374
42.6872,1515000,303,-3403.65185546875,4385.0,303,4101.37,17.6503
43.4908,1520000,304,-3628.7822265625,3016.84,304,4102.5,17.7943
42.9911,1525000,305,-3462.118896484375,4434.85,305,4321.24,16.914
43.5062,1530000,306,-3818.4560546875,4369.33,306,3300.52,15.6825
44.0808,1535000,307,-3678.208984375,4326.18,307,2360.75,27.8898
42.9318,1540000,308,-3408.126708984375,4007.35,308,4013.45,22.1545
43.0492,1545000,309,-3447.30859375,4395.74,309,3580.6,20.9693
42.6615,1550000,310,-3477.244384765625,4241.75,310,4259.75,18.993
42.3935,1555000,311,-3464.572998046875,4175.36,311,4059.16,16.2508
42.4053,1560000,312,-3461.225341796875,4108.99,312,3705.66,18.3453
42.5636,1565000,313,-3504.646728515625,4335.05,313,4170.35,20.5925
43.5789,1570000,314,-3564.4873046875,4430.89,314,3708.42,24.103
43.5422,1575000,315,-3582.3330078125,4452.32,315,4381.02,20.5571
43.237,1580000,316,-3564.220458984375,3388.93,316,1674.97,27.0157
42.9056,1585000,317,-3472.5537109375,4485.97,317,4362.95,17.9154
43.9986,1590000,318,-3708.1728515625,4468.33,318,4397.14,19.0824
43.2513,1595000,319,-3628.342529296875,4392.89,319,4165.83,18.8484
43.2853,1600000,320,-3658.21630859375,4448.25,320,4009.11,23.4343
43.5155,1605000,321,-3828.706298828125,3992.48,321,3501.44,34.1695
43.8157,1610000,322,-3805.88671875,4438.67,322,4361.48,24.3591
43.3593,1615000,323,-3844.553466796875,4342.16,323,3910.94,17.6679
43.7539,1620000,324,-3745.825439453125,4396.63,324,4324.27,17.7891
43.3818,1625000,325,-3805.466552734375,4414.88,325,4331.05,17.5898
43.2569,1630000,326,-3826.146728515625,3290.53,326,3490.95,17.6663
43.3918,1635000,327,-3912.51123046875,4381.13,327,4362.24,18.3517
43.2571,1640000,328,-3941.958984375,4375.09,328,4366.61,25.8977
43.4776,1645000,329,-3843.587890625,4397.47,329,4134.51,18.2529
43.5902,1650000,330,-3968.052978515625,4396.98,330,4171.49,20.7492
43.6369,1655000,331,-4017.88134765625,4107.92,331,4224.14,17.4038
44.1695,1660000,332,-4225.5439453125,4413.74,332,4406.33,21.4293
44.2449,1665000,333,-4070.166015625,4419.05,333,4435.52,18.7115
43.6915,1670000,334,-4078.42578125,4335.42,334,4318.57,18.2567
43.8223,1675000,335,-4144.89599609375,4312.22,335,4302.78,18.4693
43.7685,1680000,336,-4160.00634765625,4361.7,336,4367.13,18.6773
43.0384,1685000,337,-4178.72216796875,4362.68,337,4333.53,17.9337
44.8062,1690000,338,-4361.9306640625,4256.47,338,2766.1,21.7987
52.9039,1695000,339,-3963.379638671875,281.03,339,145.54,58.522
56.7735,1700000,340,-3701.955078125,1032.05,340,1036.28,52.9029
43.3129,1705000,341,-4144.751953125,2270.41,341,2429.51,26.2988
44.8862,1710000,342,-4045.092041015625,1086.96,342,1789.52,40.6872
55.6193,1715000,343,-3663.521728515625,31.57,343,44.96,81.397
42.8895,1720000,344,-4241.865234375,4147.99,344,4116.11,19.1209
43.2352,1725000,345,-4188.10302734375,4086.92,345,3884.63,19.4302
43.3395,1730000,346,-4345.34033203125,4354.68,346,4036.07,18.8785
44.008,1735000,347,-4309.64208984375,4052.66,347,4051.87,21.4269
43.7975,1740000,348,-4342.57177734375,4373.92,348,4323.32,19.7825
43.9111,1745000,349,-4468.373046875,4341.01,349,4376.86,19.8461
43.1847,1750000,350,-4457.34765625,4379.85,350,4406.68,18.4547
43.5577,1755000,351,-4569.67529296875,4345.43,351,4393.43,18.3597
42.9183,1760000,352,-4390.45947265625,4331.67,352,4326.79,18.4305
43.4566,1765000,353,-4519.23876953125,4350.12,353,4345.71,18.0353
42.7394,1770000,354,-4562.0068359375,4447.99,354,4417.01,17.3135
43.3561,1775000,355,-4581.650390625,4319.1,355,4305.6,17.7831
43.4463,1780000,356,-4663.3505859375,4316.97,356,4092.97,17.9769
43.3008,1785000,357,-4705.2236328125,4304.1,357,4326.86,17.7436
43.5206,1790000,358,-4672.587890625,4315.66,358,4361.22,18.485
43.1917,1795000,359,-4720.8662109375,4391.22,359,4402.56,19.1542
42.9852,1800000,360,-4802.53759765625,3414.68,360,3880.83,17.8685
43.493,1805000,361,-4815.125,4322.11,361,4091.28,18.175
43.5304,1810000,362,-4926.16845703125,4380.14,362,4358.73,18.9899
42.7734,1815000,363,-4841.28466796875,4100.45,363,4131.54,17.8714
43.3012,1820000,364,-4917.97412109375,4171.46,364,4393.24,18.1971
42.8845,1825000,365,-4761.83642578125,4393.48,365,4381.65,17.3161
43.6661,1830000,366,-4971.9208984375,4322.71,366,4374.48,18.4739
44.3182,1835000,367,-5288.26708984375,2214.45,367,2378.59,24.2482
44.4905,1840000,368,-5067.9111328125,598.0,368,2217.07,24.5344
44.4224,1845000,369,-5548.10546875,969.16,369,2281.01,21.1788
43.487,1850000,370,-5158.048828125,3387.02,370,3436.48,20.6678
43.0211,1855000,371,-5053.52880859375,4037.37,371,3834.09,19.053
43.3966,1860000,372,-5064.7685546875,4148.73,372,3651.18,19.5655
42.204,1865000,373,-5064.4306640625,4488.25,373,4081.0,17.9627
43.0934,1870000,374,-5158.45263671875,4005.57,374,4210.17,19.5487
42.7565,1875000,375,-5278.66748046875,4401.32,375,4348.57,18.1152
42.513,1880000,376,-5256.8154296875,4351.12,376,4104.93,18.6293
42.961,1885000,377,-5421.984375,4493.38,377,4286.71,19.1877
42.7805,1890000,378,-5381.70361328125,4378.06,378,4358.01,18.0271
43.1534,1895000,379,-5411.24609375,4267.57,379,4032.27,18.2978
44.2476,1900000,380,-5842.1484375,2174.72,380,2480.5,17.4128
43.1428,1905000,381,-5444.11962890625,4348.53,381,4169.62,18.4198
43.9854,1910000,382,-5568.73876953125,4222.66,382,4220.89,21.8885
42.809,1915000,383,-5502.59326171875,4329.59,383,4225.74,16.5214
45.5898,1920000,384,-5454.8310546875,78.67,384,1909.66,37.024
