Itration,Running Reverse KL,Running Env Steps,Running Forward KL,Real Sto Return,Real Det Return,Running Update Time,Reward Loss
388,18.2222,1940000,44.1556,3195.2,3214.71,388,-23207.01953125
389,16.9041,1945000,43.9978,3855.13,3883.85,389,-24675.00390625
390,17.8785,1950000,43.9051,3255.57,4028.28,390,-24274.21484375
391,18.3453,1955000,44.0878,3485.78,3964.83,391,-25226.533203125
392,17.7834,1960000,44.1792,3358.34,4033.45,392,-24466.748046875
393,17.127,1965000,44.0632,3832.28,3734.87,393,-25026.0703125
394,18.1345,1970000,43.9421,3587.22,3523.25,394,-24363.806640625
395,17.0516,1975000,43.9837,3642.31,3808.5,395,-25762.142578125
396,17.7642,1980000,44.1433,3843.39,3849.47,396,-25170.853515625
397,17.0719,1985000,44.1444,3656.01,3849.67,397,-25420.755859375
398,17.5234,1990000,44.0209,3388.7,3774.42,398,-25769.787109375
399,17.4042,1995000,44.1265,3565.09,3849.36,399,-25689.580078125
400,16.5884,2000000,44.1884,3498.21,3355.36,400,-26366.25
401,15.6235,2005000,44.0175,3242.93,3536.92,401,-26916.826171875
402,18.5833,2010000,44.3673,3492.63,2841.15,402,-25767.138671875
403,17.3343,2015000,44.1493,3783.99,3831.7,403,-26908.46875
404,17.4716,2020000,44.142,3621.88,3773.77,404,-26096.716796875
405,15.0015,2025000,44.2133,3567.01,3449.5,405,-28058.009765625
406,16.61,2030000,44.2686,3321.03,3115.43,406,-26149.109375
407,14.9791,2035000,44.0039,3012.85,3271.79,407,-27306.41796875
408,16.987,2040000,43.9315,3345.91,2990.1,408,-25946.513671875
409,17.7886,2045000,43.7842,3332.28,3876.76,409,-25147.794921875
410,15.2831,2050000,44.3101,3333.72,3495.24,410,-27289.28515625
411,16.7083,2055000,43.9094,3263.47,3738.99,411,-25377.19921875
412,15.7673,2060000,44.1222,3227.71,2996.36,412,-27244.900390625
413,17.0057,2065000,44.3315,3863.73,3550.5,413,-26544.10546875
414,15.2447,2070000,44.0644,3418.06,3335.88,414,-27517.025390625
415,16.4198,2075000,44.4838,2843.32,2294.68,415,-28424.970703125
416,16.478,2080000,44.15,3481.43,2916.69,416,-26717.451171875
417,15.4945,2085000,44.0137,3557.64,3829.02,417,-27398.17578125
418,16.2467,2090000,44.4185,3318.61,3458.15,418,-26488.87890625
419,16.9886,2095000,43.7702,3637.57,3128.78,419,-26837.623046875
420,18.3767,2100000,44.2835,3171.03,2177.72,420,-27375.017578125
421,17.5217,2105000,44.1017,3728.1,3426.4,421,-26570.677734375
422,14.8452,2110000,44.578,3471.52,2684.27,422,-27426.55859375
423,16.619,2115000,44.0047,3449.69,3737.15,423,-27320.92578125
424,17.4252,2120000,44.1809,3296.3,3335.33,424,-27719.732421875
425,16.5997,2125000,43.7257,2941.71,2388.6,425,-26666.986328125
426,16.5941,2130000,43.9587,3601.96,3742.12,426,-28198.23046875
427,16.0425,2135000,44.3788,3092.98,3158.56,427,-27623.46875
428,15.1716,2140000,44.3509,3222.84,3664.88,428,-28356.990234375
429,16.5534,2145000,43.8045,2732.23,3694.96,429,-27429.068359375
430,16.3168,2150000,43.8185,3527.29,3808.04,430,-28872.03515625
431,16.0708,2155000,44.0011,3105.37,2921.78,431,-28352.259765625
432,17.346,2160000,43.8732,3444.89,3760.27,432,-28475.630859375
433,16.8407,2165000,43.9934,3679.91,3800.71,433,-28883.44140625
434,16.8894,2170000,44.0661,3892.68,3882.81,434,-28213.89453125
435,17.8955,2175000,43.9899,3455.34,2868.78,435,-28095.70703125
436,16.206,2180000,43.7501,3512.46,3709.01,436,-28974.015625
437,15.9531,2185000,44.3166,3727.11,3879.79,437,-29408.666015625
438,16.5395,2190000,44.3021,3726.14,3580.71,438,-29936.20703125
439,15.9626,2195000,43.6866,3506.46,3891.71,439,-29394.4296875
440,16.3857,2200000,44.0232,3699.85,3845.62,440,-29155.8828125
441,16.8057,2205000,43.8728,3397.06,3527.46,441,-29111.94140625
442,15.5821,2210000,43.6926,3414.9,3727.42,442,-29722.861328125
443,16.0868,2215000,44.2518,3137.83,3715.02,443,-29728.546875
444,14.6708,2220000,44.0114,3182.59,3752.98,444,-29720.158203125
445,15.9108,2225000,44.0464,3772.8,3855.65,445,-30488.4921875
446,15.4405,2230000,43.9169,3772.71,3798.71,446,-30918.88671875
447,16.2583,2235000,43.9715,3605.65,3723.72,447,-30037.49609375
448,16.3203,2240000,44.1525,3531.9,3867.78,448,-30261.71484375
449,16.4465,2245000,44.3644,3784.62,3855.48,449,-30634.24609375
450,17.0054,2250000,43.9241,3661.87,3902.79,450,-30634.560546875
451,16.2711,2255000,43.7222,3744.07,3912.7,451,-29912.158203125
452,15.1877,2260000,43.836,3290.71,3979.38,452,-30209.484375
453,16.1089,2265000,43.9211,3610.33,4010.26,453,-30421.193359375
454,15.5167,2270000,44.1487,2931.84,4097.85,454,-30693.306640625
455,17.5267,2275000,43.8729,3851.12,4007.81,455,-30187.529296875
456,16.1092,2280000,43.9302,3368.69,3991.8,456,-30860.150390625
457,16.8521,2285000,43.966,3701.01,4012.59,457,-31760.658203125
458,16.5911,2290000,44.088,3679.58,4060.32,458,-30915.255859375
459,16.7959,2295000,43.9864,3622.11,4013.42,459,-30999.626953125
460,18.1357,2300000,44.0935,3732.0,4007.32,460,-30874.99609375
461,16.6096,2305000,44.075,3607.5,4111.85,461,-31155.19921875
462,18.1678,2310000,44.1131,3890.55,4020.3,462,-31584.216796875
463,16.6581,2315000,44.1125,3863.33,4030.54,463,-31154.90625
464,17.1546,2320000,43.9456,3540.5,4090.26,464,-30710.548828125
465,17.1554,2325000,43.9938,3954.84,4037.4,465,-31934.009765625
466,17.6566,2330000,43.9448,3705.92,3951.51,466,-31207.8203125
467,16.5095,2335000,44.1185,3844.0,4032.43,467,-31954.6171875
468,17.9185,2340000,43.9376,3710.36,3904.26,468,-32577.068359375
469,16.6009,2345000,44.0634,3895.18,4035.37,469,-32187.5703125
470,16.9407,2350000,44.0244,3986.0,3981.79,470,-31289.361328125
471,16.4542,2355000,43.5905,3667.74,3933.22,471,-31811.505859375
472,17.1,2360000,43.7576,3769.23,4021.7,472,-31670.48828125
473,17.9129,2365000,43.9498,3587.44,4113.99,473,-31937.1796875
474,17.3403,2370000,43.9232,3826.14,4064.66,474,-32226.734375
475,17.4416,2375000,43.9247,3408.72,3986.98,475,-32188.16796875
476,16.9245,2380000,43.8148,3630.9,3871.77,476,-31117.361328125
477,16.3337,2385000,44.1171,3648.58,3912.03,477,-32803.98046875
478,16.7284,2390000,43.9949,3628.35,3928.16,478,-32081.310546875
479,15.5309,2395000,44.1213,3540.55,3935.87,479,-33114.79296875
480,16.7183,2400000,44.0374,3132.88,4100.92,480,-32424.171875
481,16.2541,2405000,44.0131,3719.51,3972.15,481,-32844.99609375
482,17.2903,2410000,43.854,3540.64,3875.67,482,-33611.703125
483,16.5268,2415000,44.0503,3786.56,3941.47,483,-32822.375
484,16.4791,2420000,43.9101,3771.09,3957.76,484,-33254.84765625
485,16.104,2425000,44.0606,3741.79,3862.86,485,-33798.328125
486,17.0955,2430000,44.1427,3841.19,3974.65,486,-33197.02734375
487,17.883,2435000,43.9191,3302.87,3953.93,487,-32991.4140625
488,15.6391,2440000,44.133,3705.14,4134.22,488,-34429.41015625
489,16.8513,2445000,43.8883,3938.27,4072.36,489,-34249.65234375
490,16.8275,2450000,44.0113,3367.55,4055.43,490,-33969.56640625
491,15.8692,2455000,43.5506,3678.24,4016.8,491,-33927.97265625
492,16.241,2460000,44.0547,3556.5,3988.92,492,-35058.015625
493,17.8053,2465000,43.593,3894.46,3937.17,493,-33877.9296875
494,16.7219,2470000,43.7698,3820.9,3976.9,494,-34966.6640625
495,16.9831,2475000,43.5511,3603.63,4134.8,495,-34493.54296875
496,18.7098,2480000,43.8814,3780.0,3936.0,496,-33286.22265625
497,17.2698,2485000,43.7138,3554.62,4079.88,497,-34304.984375
498,16.4563,2490000,43.6973,3928.93,4042.61,498,-34527.80078125
499,15.7047,2495000,43.7917,3759.3,4021.24,499,-35172.8359375
500,16.7898,2500000,43.8162,3725.3,4002.82,500,-34799.5625
501,16.5754,2505000,43.878,3733.15,3944.0,501,-34847.984375
502,16.6179,2510000,43.8929,3223.65,3899.31,502,-35583.484375
503,17.8464,2515000,43.7873,3324.97,3907.0,503,-34879.51171875
504,17.4319,2520000,44.0395,3832.79,3894.74,504,-34868.1015625
505,16.3586,2525000,44.1378,3873.7,3982.98,505,-35827.765625
506,16.4834,2530000,43.8728,3381.17,4010.94,506,-35406.73046875
507,18.3219,2535000,43.7922,3638.04,3938.15,507,-34390.55078125
508,16.4085,2540000,44.038,3630.64,3980.35,508,-36067.7578125
509,16.0647,2545000,44.0798,3636.28,3908.95,509,-35230.0078125
510,16.5216,2550000,43.9561,3742.23,3948.63,510,-35201.12890625
511,16.2436,2555000,43.7009,3359.82,4053.89,511,-35267.65625
512,17.5187,2560000,43.8337,3719.29,3972.08,512,-35527.7578125
513,16.3116,2565000,43.6263,3420.64,4037.95,513,-36141.26171875
514,15.8743,2570000,44.2585,3222.14,4166.68,514,-36175.890625
515,17.2336,2575000,43.7972,3257.06,4089.01,515,-35897.42578125
516,16.2568,2580000,44.1979,3743.59,4016.52,516,-37131.89453125
517,16.8352,2585000,44.2355,3317.03,4212.31,517,-35924.16796875
518,16.2619,2590000,44.1806,3644.74,4020.51,518,-36459.07421875
519,15.1077,2595000,44.5566,3340.53,4130.08,519,-37011.4296875
520,15.0353,2600000,44.3703,3109.18,4109.41,520,-37539.78125
521,17.057,2605000,44.1742,3391.61,4149.94,521,-36862.29296875
522,15.6388,2610000,43.9183,3199.19,4079.48,522,-36919.36328125
523,17.1898,2615000,44.0423,3716.84,4146.52,523,-36325.73828125
524,15.3523,2620000,43.5799,3346.83,4042.04,524,-37281.203125
525,15.2698,2625000,43.9432,3826.07,4021.7,525,-37488.765625
526,17.969,2630000,43.8095,3974.71,4093.06,526,-36759.44140625
527,16.4231,2635000,44.1912,3590.43,3619.57,527,-37313.84765625
528,16.5579,2640000,44.3467,3781.25,3841.32,528,-38150.37890625
529,17.7073,2645000,43.843,3632.74,4028.1,529,-36948.73828125
530,16.8139,2650000,43.6224,3783.91,4050.81,530,-37457.609375
531,16.372,2655000,43.9818,3486.55,4044.06,531,-37596.47265625
532,16.0958,2660000,43.9915,3844.66,3893.08,532,-37919.62109375
533,17.2187,2665000,43.5292,3780.3,4044.11,533,-37387.78515625
534,17.6162,2670000,43.713,3311.44,3963.17,534,-37654.140625
535,16.7464,2675000,43.9434,3668.66,4015.03,535,-37581.19921875
536,16.2278,2680000,43.7974,3675.89,3892.62,536,-38235.96484375
537,17.1073,2685000,43.7604,3815.55,3975.05,537,-37805.97265625
538,15.9288,2690000,44.1717,3666.07,3566.78,538,-38879.32421875
539,17.6332,2695000,44.1223,3697.03,3969.6,539,-37920.99609375
540,17.2105,2700000,43.9303,3728.12,3931.9,540,-38412.48046875
541,17.8111,2705000,43.6441,3450.76,3974.77,541,-38466.15625
542,17.4673,2710000,43.818,3633.35,4040.22,542,-38420.0234375
543,17.7569,2715000,43.7296,3697.27,3969.97,543,-38330.34765625
544,15.9305,2720000,44.4317,3172.29,3367.76,544,-39492.578125
545,15.8923,2725000,44.4397,3409.24,3953.53,545,-39633.84765625
546,20.3371,2730000,43.7181,3501.2,4082.17,546,-39010.27734375
547,17.3945,2735000,43.9411,3601.31,3529.69,547,-39275.3984375
548,16.7984,2740000,44.555,2874.33,3100.73,548,-38858.5703125
549,18.365,2745000,44.0166,3078.54,3464.36,549,-39234.05078125
550,17.576,2750000,43.9084,3446.15,3097.97,550,-38967.6328125
551,17.9765,2755000,43.9991,3334.62,4001.03,551,-39594.0234375
552,18.5846,2760000,44.0689,3921.64,3942.57,552,-39555.5546875
553,15.7708,2765000,43.8,3172.9,4162.71,553,-40796.875
554,17.0557,2770000,44.0307,3562.53,4027.86,554,-39678.21875
555,17.8596,2775000,44.1733,3257.5,4072.1,555,-39707.734375
556,18.6254,2780000,44.5044,3541.48,4176.82,556,-39806.578125
557,16.4488,2785000,44.0751,3403.38,3841.64,557,-40442.93359375
558,16.57,2790000,43.8934,3933.39,4039.35,558,-40398.9765625
559,15.6987,2795000,44.5131,3744.08,3900.26,559,-41564.22265625
560,18.4278,2800000,44.2464,3535.88,3689.38,560,-39363.203125
561,17.8707,2805000,43.8258,3730.18,3771.71,561,-40039.44140625
562,16.0163,2810000,43.8757,3222.72,4002.95,562,-40799.0078125
563,17.5319,2815000,44.2496,3711.06,3852.6,563,-41295.2578125
564,17.794,2820000,43.9469,3457.7,3874.98,564,-41154.49609375
565,17.6241,2825000,43.7701,3464.04,3661.22,565,-41585.65625
566,17.8857,2830000,43.9527,3647.93,3820.41,566,-41399.94140625
567,15.5099,2835000,43.9143,3516.98,2999.23,567,-42228.07421875
568,17.8696,2840000,43.8952,3842.93,3938.29,568,-41686.3671875
569,16.8898,2845000,43.47,3664.46,3863.6,569,-41570.01953125
570,15.9934,2850000,44.1505,3649.31,3183.4,570,-41890.99609375
571,15.8195,2855000,43.7335,3254.5,3821.05,571,-41829.2578125
572,17.2131,2860000,43.8025,3547.27,4104.57,572,-41072.98828125
573,16.9706,2865000,43.873,3517.08,4016.93,573,-42325.33203125
574,16.4708,2870000,43.9508,3477.04,3031.06,574,-42497.94921875
575,15.374,2875000,43.7963,3272.17,2925.57,575,-42029.6328125
576,17.2429,2880000,43.9076,3916.67,3948.7,576,-41865.3359375
577,18.3487,2885000,43.6794,3190.95,3449.63,577,-42171.9921875
578,15.3133,2890000,44.0409,3754.85,3723.67,578,-42867.6796875
579,17.6029,2895000,43.7344,3356.68,3621.02,579,-41238.1015625
580,16.4243,2900000,43.8446,3423.64,3984.29,580,-41877.4921875
581,16.6379,2905000,43.7632,3570.0,4069.73,581,-41875.71484375
582,17.8442,2910000,44.1656,3528.84,4179.86,582,-41551.53125
583,22.8629,2915000,44.1153,3372.42,3871.46,583,-40876.26171875
584,16.8928,2920000,43.3826,3996.01,4039.79,584,-42565.7421875
585,19.6283,2925000,44.0933,3393.48,4010.14,585,-42540.79296875
586,14.91,2930000,43.8432,3132.68,4062.17,586,-43535.2109375
587,29.4852,2935000,44.2419,3492.8,3776.0,587,-40841.27734375
588,19.4973,2940000,43.697,3508.68,4082.57,588,-41448.28515625
589,17.0105,2945000,43.8453,3142.62,4121.04,589,-42406.96875
590,17.9478,2950000,43.6371,3617.68,3964.79,590,-41762.890625
591,19.0054,2955000,43.6238,3036.33,4025.37,591,-41643.875
592,17.2021,2960000,43.9956,3438.79,4065.37,592,-42975.640625
593,17.4631,2965000,43.7394,2714.35,4042.44,593,-42627.08984375
594,16.4636,2970000,43.8596,3523.73,4096.88,594,-42277.19921875
595,17.5536,2975000,43.8739,3854.28,4026.2,595,-42311.60546875
596,17.0498,2980000,43.7129,3092.73,3965.57,596,-41994.08984375
597,16.0789,2985000,43.3766,3604.43,4000.15,597,-42540.0234375
598,18.054,2990000,43.9197,3833.0,4075.7,598,-42494.99609375
599,17.1194,2995000,43.5407,3624.36,4063.67,599,-42402.515625
600,16.5487,3000000,43.6309,3646.27,4123.2,600,-42821.484375
601,18.0889,3005000,43.8018,3891.32,4065.31,601,-43044.1796875
602,15.7161,3010000,44.4303,3277.24,4082.09,602,-43310.43359375
603,16.8034,3015000,43.8364,3763.14,4155.83,603,-43906.46875
604,17.2611,3020000,43.9117,3805.51,4078.69,604,-43985.2265625
605,17.7161,3025000,43.8553,3191.05,4152.51,605,-43515.9453125
606,16.3872,3030000,44.1962,3593.52,4224.74,606,-43671.8515625
607,14.806,3035000,44.0548,2916.62,4264.55,607,-44631.01953125
608,17.6245,3040000,44.1846,3817.81,4181.07,608,-43964.0078125
609,17.4774,3045000,43.625,2890.12,4187.3,609,-43884.59375
610,17.149,3050000,43.8131,3699.85,4155.94,610,-44190.0234375
611,16.1932,3055000,44.1724,3554.72,4226.85,611,-44420.578125
612,16.6121,3060000,44.2115,3453.77,3871.19,612,-44992.36328125
613,16.4528,3065000,44.4756,2676.11,3626.67,613,-44308.9140625
614,16.8268,3070000,44.4486,3345.81,4226.78,614,-44596.640625
615,18.2518,3075000,43.9396,4092.38,4210.82,615,-44997.375
616,19.1475,3080000,43.8107,3785.35,4210.3,616,-45265.20703125
617,17.9017,3085000,44.0039,3749.58,4144.52,617,-44042.40234375
618,17.7384,3090000,44.1127,3782.83,4239.18,618,-44535.484375
619,17.1783,3095000,43.9361,3482.82,4143.81,619,-44983.5546875
620,18.9283,3100000,43.8762,3885.18,4039.27,620,-44640.69921875
621,17.966,3105000,43.798,3890.66,4137.16,621,-44394.83984375
622,16.5902,3110000,44.2173,3932.23,4141.1,622,-45286.359375
623,17.7407,3115000,44.0911,3967.57,4160.23,623,-45190.4609375
624,18.0038,3120000,43.9224,4112.97,4172.07,624,-45802.3671875
625,17.0328,3125000,44.264,3235.57,4169.02,625,-45454.22265625
626,17.0499,3130000,43.8016,3926.4,4206.56,626,-45040.47265625
627,16.4985,3135000,44.2464,3517.83,4054.43,627,-45582.77734375
628,15.5566,3140000,43.8925,3425.96,4020.24,628,-46223.78125
629,15.3029,3145000,44.1797,3610.57,3588.8,629,-46607.2109375
630,17.4362,3150000,43.7427,3995.64,4053.44,630,-46124.2109375
631,17.6377,3155000,43.9401,3412.24,4143.74,631,-45245.52734375
632,16.7789,3160000,44.1798,3357.5,3515.22,632,-46249.98828125
633,16.511,3165000,43.9804,3879.81,4160.33,633,-46011.38671875
634,18.4225,3170000,43.7515,3883.04,4117.32,634,-45325.1640625
635,16.4537,3175000,43.8806,3804.96,4023.62,635,-46070.12109375
636,17.3838,3180000,44.0765,3708.63,3873.83,636,-44959.33203125
637,16.5811,3185000,43.9432,3230.07,3181.77,637,-45688.94140625
638,16.5831,3190000,44.366,3760.02,3945.97,638,-46594.48046875
639,16.5067,3195000,44.0158,3216.47,2713.0,639,-46216.1328125
640,16.1761,3200000,44.1113,3181.82,3318.18,640,-45644.2890625
641,18.184,3205000,44.09,3816.19,4067.51,641,-45870.78515625
642,17.4468,3210000,44.0085,3599.33,3979.31,642,-45752.42578125
643,17.7881,3215000,43.8217,3674.47,4049.15,643,-44798.54296875
644,17.3692,3220000,43.6891,3680.06,4110.13,644,-46358.58984375
645,16.3571,3225000,43.7848,4032.74,4230.36,645,-46304.9375
646,15.0203,3230000,43.9915,3240.0,3693.21,646,-47029.9375
647,17.394,3235000,43.8258,3673.24,3918.75,647,-46886.95703125
648,18.2205,3240000,44.2774,3701.38,4168.78,648,-45983.76171875
649,16.3489,3245000,43.7652,3285.66,3140.06,649,-45596.55078125
650,17.1538,3250000,43.8248,4014.76,4203.16,650,-46625.5859375
651,16.8192,3255000,44.1147,3430.56,3216.3,651,-46773.52734375
652,17.901,3260000,44.0069,3601.84,3270.86,652,-46897.61328125
653,18.4492,3265000,43.7184,3997.34,4201.87,653,-46428.48828125
654,17.5385,3270000,43.9692,3646.5,3296.47,654,-47860.0390625
655,15.9502,3275000,43.4013,4031.67,4003.58,655,-46868.109375
656,17.2596,3280000,43.8942,3057.4,3578.51,656,-45655.984375
657,15.7862,3285000,43.9508,3224.83,4233.27,657,-47105.78125
658,16.0555,3290000,43.4919,3374.87,4180.64,658,-48123.171875
659,15.9562,3295000,43.8163,3674.13,4082.89,659,-48157.765625
660,16.364,3300000,43.6324,3217.27,3831.12,660,-48866.21875
661,14.921,3305000,43.8769,3416.01,4024.28,661,-47629.59765625
662,15.3938,3310000,43.611,3304.71,3018.35,662,-47392.02734375
663,16.7855,3315000,43.4834,3712.08,3936.56,663,-46889.2890625
664,16.4038,3320000,43.7925,3066.62,2927.24,664,-47742.03125
665,18.0612,3325000,43.9544,3397.04,3802.71,665,-47432.84765625
666,15.9275,3330000,44.072,3288.16,2812.07,666,-47780.51953125
667,16.7231,3335000,43.9414,3422.33,4216.16,667,-47362.3984375
668,17.3487,3340000,43.6613,3403.15,3291.02,668,-47796.6953125
669,15.3666,3345000,43.5579,3222.55,3946.2,669,-49470.8515625
670,16.7415,3350000,44.0527,3303.26,3536.18,670,-50221.06640625
671,17.4504,3355000,43.8406,3172.64,3704.19,671,-48832.0703125
672,17.244,3360000,43.3834,3296.46,3920.31,672,-48225.046875
673,16.2354,3365000,43.4951,2872.05,3270.19,673,-48253.69921875
674,15.272,3370000,43.5209,2818.3,3008.62,674,-49642.28515625
675,15.3223,3375000,43.9117,2828.8,3135.76,675,-50674.2421875
676,18.0321,3380000,43.424,3093.95,3010.37,676,-47550.98828125
677,17.8175,3385000,43.3471,2878.47,3940.09,677,-48318.875
678,15.3654,3390000,43.9379,3130.71,3114.78,678,-49517.9140625
679,16.7932,3395000,43.6268,3319.66,3809.2,679,-49613.3359375
680,14.9628,3400000,43.8446,2888.14,3617.18,680,-49911.0
681,16.5029,3405000,43.5255,3433.77,3409.63,681,-49047.62109375
682,17.121,3410000,43.7209,3495.1,3252.48,682,-48979.05078125
683,16.9546,3415000,44.0214,2966.87,3436.91,683,-50349.1640625
684,16.171,3420000,43.5094,2916.22,3178.35,684,-49627.5703125
685,16.2046,3425000,43.5643,3481.55,3873.77,685,-51078.8203125
686,16.1298,3430000,43.8285,3414.28,3768.89,686,-50035.8203125
687,16.1308,3435000,43.863,3172.83,3602.21,687,-51179.8125
688,16.7204,3440000,43.5723,3440.34,3977.38,688,-49775.21484375
689,17.4478,3445000,43.45,3686.04,3747.46,689,-48790.78515625
690,18.4428,3450000,43.3541,3758.31,3992.4,690,-48342.203125
691,16.2459,3455000,43.9353,2885.49,3512.26,691,-50580.19921875
692,15.8695,3460000,43.7438,3257.67,3733.15,692,-50851.82421875
693,16.6414,3465000,43.943,2933.54,3616.68,693,-50536.51953125
694,15.5298,3470000,43.9763,3354.07,4051.51,694,-51823.7890625
695,15.9922,3475000,44.0229,3047.57,3709.52,695,-51690.96875
696,17.2902,3480000,43.4165,3373.32,4201.3,696,-49411.7265625
697,17.173,3485000,43.6512,3401.65,4113.91,697,-50187.9140625
698,15.9365,3490000,43.9201,3279.2,3778.57,698,-52785.953125
699,15.4697,3495000,43.8314,3237.36,3221.7,699,-52194.0390625
700,17.8243,3500000,43.8067,4007.29,4133.66,700,-50631.57421875
701,16.457,3505000,43.4712,3597.24,4214.64,701,-50658.97265625
702,17.2187,3510000,43.392,3866.62,3856.9,702,-50861.0390625
703,16.1288,3515000,43.5792,3473.3,3931.47,703,-51878.30859375
704,15.1792,3520000,44.1767,2856.06,3055.94,704,-52911.39453125
705,15.8004,3525000,43.7697,3004.57,3746.41,705,-51780.37890625
706,16.3331,3530000,43.9029,3175.82,2980.27,706,-51496.7734375
707,15.2546,3535000,43.722,2648.24,3634.49,707,-52970.94140625
708,17.1531,3540000,43.7374,3241.97,2936.98,708,-50498.94140625
709,15.0706,3545000,43.9364,2858.44,2888.22,709,-53773.52734375
710,16.9084,3550000,43.5549,3165.07,3434.73,710,-50834.7578125
711,15.1142,3555000,44.0686,3236.43,2726.88,711,-52096.19140625
712,14.0178,3560000,44.3474,2734.47,1908.09,712,-54961.33203125
713,15.6289,3565000,44.2189,2797.03,2044.17,713,-52384.83984375
714,15.3319,3570000,43.8134,3260.02,3029.81,714,-53121.24609375
715,15.449,3575000,44.0749,2453.43,2573.02,715,-52354.62890625
716,15.9951,3580000,43.9004,3173.33,2936.01,716,-52409.1328125
717,14.4628,3585000,44.5117,3238.64,2755.16,717,-54346.39453125
718,16.7302,3590000,44.0152,2981.88,2921.08,718,-51735.421875
719,16.3671,3595000,43.6831,3142.46,2687.93,719,-51447.3828125
720,14.5047,3600000,44.3181,2781.13,2594.89,720,-53894.21484375
721,15.233,3605000,44.258,2473.92,2195.36,721,-54788.1328125
722,16.5092,3610000,43.8334,2634.12,3527.94,722,-51986.80859375
723,16.3376,3615000,44.1901,3135.65,3012.67,723,-52593.2109375
724,15.6191,3620000,44.0811,2850.47,2491.81,724,-52498.30859375
725,15.7573,3625000,44.1686,3167.84,4007.91,725,-52830.359375
726,14.8101,3630000,43.9387,3306.51,3025.15,726,-55425.38671875
727,17.724,3635000,44.2333,2937.78,4194.92,727,-51291.10546875
728,16.9742,3640000,43.8513,3681.95,4212.95,728,-52340.97265625
729,17.2374,3645000,44.0846,3241.23,4176.86,729,-51440.4765625
730,15.7547,3650000,44.0472,3110.76,4228.66,730,-53285.046875
731,16.0581,3655000,44.1581,2842.23,4320.68,731,-53651.3671875
732,15.8752,3660000,44.2222,2649.8,2945.53,732,-52669.046875
733,15.0389,3665000,44.7275,2311.59,3859.67,733,-56088.24609375
734,16.9934,3670000,44.1724,2545.91,4281.12,734,-53174.03515625
735,14.3963,3675000,44.4914,3204.31,4292.06,735,-56274.80859375
736,14.6428,3680000,44.5693,3335.92,4214.28,736,-56663.953125
737,15.2491,3685000,44.2947,2496.63,4292.01,737,-55137.78125
738,19.5708,3690000,44.2386,3249.21,4275.63,738,-51467.48046875
739,17.0447,3695000,44.8647,2714.19,3903.14,739,-53448.26171875
740,17.7053,3700000,43.9918,3816.02,4344.93,740,-53089.015625
741,15.8398,3705000,44.5848,2467.94,4226.09,741,-55827.4921875
742,16.8826,3710000,44.547,2964.05,3896.69,742,-54986.10546875
743,13.7434,3715000,44.6531,3341.89,4335.59,743,-59142.69921875
744,15.5126,3720000,44.186,3127.82,4256.93,744,-55414.046875
745,17.5274,3725000,44.0994,3402.01,4333.98,745,-53778.3984375
746,15.3452,3730000,44.2376,3172.79,4283.53,746,-55408.140625
747,16.6617,3735000,43.5384,2873.56,4262.17,747,-53448.1640625
748,15.792,3740000,44.3076,3561.45,4235.54,748,-56006.96875
749,16.598,3745000,43.7757,3530.12,4321.44,749,-54789.62109375
750,17.0859,3750000,43.5099,3000.86,4275.04,750,-53678.85546875
751,14.2133,3755000,44.4302,2696.57,3897.23,751,-58077.890625
752,14.7453,3760000,44.5208,3364.35,4327.39,752,-58702.70703125
753,15.0512,3765000,44.265,3024.45,3117.45,753,-55526.9375
754,15.1772,3770000,44.3599,2765.01,4221.73,754,-57157.640625
755,17.6595,3775000,44.0087,3215.79,4358.5,755,-54256.1640625
756,15.2865,3780000,44.0061,2969.73,3840.3,756,-55556.0390625
757,16.0235,3785000,44.2462,3303.93,4295.17,757,-54831.01953125
758,16.2887,3790000,43.9331,2834.02,4090.32,758,-55637.13671875
759,16.3578,3795000,44.0826,3092.92,4373.55,759,-55086.88671875
760,16.0665,3800000,43.9949,3283.69,4127.96,760,-55217.5390625
761,17.1121,3805000,43.8532,3154.72,4375.22,761,-54498.82421875
762,16.9859,3810000,43.3981,3335.59,4334.94,762,-55096.0234375
763,16.6936,3815000,43.8401,3864.35,4276.81,763,-54886.65234375
764,15.9291,3820000,44.0011,3351.65,4325.7,764,-54856.98046875
765,16.9553,3825000,44.0672,3632.4,4377.99,765,-54036.484375
766,15.1283,3830000,44.0049,2893.53,3538.33,766,-57518.4609375
767,16.7878,3835000,43.4066,3179.72,4269.21,767,-55116.66015625
768,15.9309,3840000,43.6641,2880.68,4332.5,768,-55550.28515625
769,15.8032,3845000,43.8558,3335.96,3994.97,769,-58652.15625
770,15.618,3850000,43.725,2516.88,3034.32,770,-56958.28125
771,16.354,3855000,43.8762,2944.74,2879.3,771,-57446.734375
772,15.5189,3860000,43.8523,2605.11,3956.98,772,-56335.2421875
773,15.602,3865000,44.0338,3203.5,4170.13,773,-55339.36328125
774,16.8644,3870000,43.7013,3192.89,4228.13,774,-55594.8046875
775,15.6382,3875000,43.8567,2935.62,4256.74,775,-56601.52734375
776,15.9106,3880000,43.8489,3192.35,3891.3,776,-57441.05859375
777,16.1203,3885000,43.943,2773.39,3603.6,777,-55133.39453125
778,16.036,3890000,43.8713,2373.87,3561.53,778,-54111.8203125
779,16.1108,3895000,43.8808,2443.77,3114.34,779,-55616.7734375
