Running Reverse KL,Reward Loss,Itration,Running Forward KL,Real Det Return,Running Update Time,Real Sto Return,Running Env Steps
24.7854,38.0446891784668,0,73.4562,130.27,0,-86.35,0
26.774,26.341352462768555,1,74.9444,433.63,1,-53.47,5000
25.5601,22.597801208496094,2,72.062,354.66,2,-47.03,10000
26.7299,9.101670265197754,3,71.989,660.62,3,0.5,15000
27.4742,1.4289617538452148,4,71.2311,528.2,4,72.99,20000
27.7361,-15.994648933410645,5,70.1454,543.03,5,69.78,25000
28.1252,-21.23410987854004,6,68.5446,769.51,6,85.73,30000
28.7521,-32.14576721191406,7,68.1203,574.14,7,121.34,35000
28.0953,-47.55162811279297,8,69.338,663.89,8,249.02,40000
30.0326,-62.101436614990234,9,70.6543,717.53,9,192.83,45000
27.3532,-61.610496520996094,10,64.0864,1102.24,10,377.15,50000
30.592,-72.39761352539062,11,68.4276,734.99,11,198.92,55000
28.8297,-89.85663604736328,12,67.7846,1103.05,12,341.45,60000
29.2402,-97.07732391357422,13,68.0041,572.96,13,302.63,65000
26.7192,-97.30719757080078,14,62.089,1124.73,14,464.29,70000
27.2964,-119.71766662597656,15,64.8837,704.11,15,408.74,75000
25.0061,-124.2817611694336,16,62.9574,1315.09,16,427.68,80000
27.2295,-142.74929809570312,17,65.5252,787.85,17,452.58,85000
27.6611,-158.38629150390625,18,67.0834,778.2,18,264.9,90000
28.8836,-169.22926330566406,19,68.7333,896.23,19,352.29,95000
27.0095,-175.09719848632812,20,64.4897,916.92,20,447.21,100000
25.9596,-179.74533081054688,21,62.5633,1013.16,21,717.18,105000
26.2125,-194.8273162841797,22,63.0568,1861.11,22,1089.06,110000
25.0051,-200.21763610839844,23,61.4472,1474.17,23,503.2,115000
24.4123,-204.77517700195312,24,59.7181,1586.28,24,676.07,120000
26.1557,-220.90830993652344,25,63.8017,1558.72,25,452.79,125000
25.1575,-223.11044311523438,26,61.1606,2193.82,26,1274.01,130000
25.4231,-244.39810180664062,27,62.5574,1617.96,27,800.31,135000
24.6649,-253.81491088867188,28,62.1982,1460.89,28,543.04,140000
24.6478,-257.9837951660156,29,61.3227,1452.51,29,729.83,145000
24.335,-265.7813720703125,30,61.383,1383.82,30,424.69,150000
25.1967,-287.8143310546875,31,61.9919,1538.73,31,876.05,155000
27.6317,-267.32659912109375,32,62.1956,2125.77,32,1154.78,160000
26.7459,-295.4952697753906,33,62.2653,2293.85,33,1542.81,165000
26.2374,-281.3462219238281,34,59.3218,2576.9,34,1202.69,170000
26.0531,-303.5924377441406,35,61.7813,2059.76,35,929.83,175000
26.2596,-307.44024658203125,36,61.2439,1695.56,36,1192.46,180000
27.9452,-306.6026916503906,37,61.6868,2497.78,37,1198.22,185000
28.2562,-309.1083984375,38,61.4886,2515.76,38,1638.45,190000
31.8922,-327.8033752441406,39,62.5804,3013.49,39,1702.71,195000
25.7239,-375.82757568359375,40,62.8025,2228.59,40,1003.39,200000
26.4268,-384.47930908203125,41,63.2664,1430.47,41,1460.02,205000
26.0646,-387.0867004394531,42,63.0832,1685.18,42,1535.07,210000
33.4704,-346.048095703125,43,61.7299,2735.1,43,2000.49,215000
35.7823,-322.25311279296875,44,61.1001,3870.17,44,2242.54,220000
34.6985,-363.9585266113281,45,63.213,2265.96,45,1604.76,225000
44.8815,-333.5926208496094,46,65.8158,3037.39,46,3095.03,230000
32.4004,-370.84149169921875,47,61.8878,3374.83,47,2190.88,235000
52.0467,-344.5887451171875,48,70.9213,3712.62,48,3293.45,240000
48.9381,-360.7974548339844,49,68.5732,3532.46,49,2755.68,245000
34.5272,-400.2374267578125,50,65.2191,3079.79,50,2166.62,250000
35.0759,-414.1231689453125,51,64.2627,3427.14,51,2690.54,255000
34.3854,-436.2918701171875,52,63.9445,1929.84,52,1105.1,260000
36.0894,-432.903564453125,53,63.2917,3645.59,53,2655.91,265000
32.2461,-442.04266357421875,54,62.7387,2082.71,54,1325.56,270000
54.0589,-392.82501220703125,55,72.5832,3453.52,55,3307.88,275000
40.1807,-442.54583740234375,56,65.3424,3654.48,56,3340.97,280000
37.8447,-477.9037780761719,57,64.3677,2808.37,57,2359.54,285000
32.8171,-501.1597900390625,58,65.4968,3676.81,58,1629.18,290000
44.2738,-451.7660827636719,59,68.0695,2238.13,59,1470.91,295000
40.4638,-485.4291076660156,60,65.7123,2808.22,60,2791.22,300000
46.3061,-500.6563720703125,61,67.3128,3797.56,61,3293.85,305000
42.3492,-512.6404418945312,62,66.8797,1313.06,62,1727.86,310000
43.4497,-527.1574096679688,63,66.3727,4219.65,63,3433.97,315000
31.1459,-575.0679931640625,64,65.2159,2050.34,64,2098.9,320000
53.9628,-510.8885192871094,65,72.3311,3660.33,65,2699.66,325000
56.5103,-507.5541076660156,66,74.5188,4539.4,66,3973.56,330000
47.4187,-552.5020141601562,67,67.3123,4883.03,67,3711.96,335000
50.3429,-563.2095947265625,68,68.9818,4451.65,68,3987.41,340000
44.6693,-557.8065795898438,69,66.1886,3747.7,69,3560.74,345000
49.4215,-626.9309692382812,70,67.506,3836.75,70,3182.62,350000
49.4895,-599.5560913085938,71,68.6457,4458.92,71,3624.94,355000
61.3889,-587.6258544921875,72,72.464,3134.35,72,2688.76,360000
48.2838,-630.1973266601562,73,67.2853,3870.48,73,3079.31,365000
40.8175,-642.3336181640625,74,65.5338,3480.8,74,3069.97,370000
34.6372,-694.0330810546875,75,65.4076,3298.85,75,2308.76,375000
46.5991,-667.80615234375,76,67.0997,4113.79,76,3584.7,380000
59.4877,-694.087158203125,77,73.445,4685.36,77,3711.49,385000
53.2609,-691.7534790039062,78,70.3362,5027.26,78,3448.25,390000
55.2089,-725.0731811523438,79,71.1255,4669.43,79,3826.93,395000
41.4085,-742.102294921875,80,67.5315,2530.45,80,1869.7,400000
64.3563,-740.5333251953125,81,78.3234,4188.58,81,3198.07,405000
50.9973,-749.5912475585938,82,70.0287,3897.15,82,3431.92,410000
52.9045,-797.4703369140625,83,71.5632,4485.55,83,3771.63,415000
59.52,-774.4642333984375,84,71.5684,4056.87,84,3227.43,420000
55.5854,-804.8419799804688,85,70.6416,4230.58,85,2782.39,425000
62.7985,-826.7553100585938,86,78.6692,4789.15,86,3911.21,430000
59.1659,-860.1190795898438,87,75.6429,4962.35,87,4123.02,435000
76.7828,-819.1995849609375,88,81.0968,3817.23,88,2957.22,440000
56.6124,-863.778564453125,89,71.0318,5270.77,89,3971.92,445000
69.185,-880.5730590820312,90,79.4939,5043.81,90,4622.37,450000
57.1208,-899.4993286132812,91,70.8823,5141.82,91,4495.3,455000
53.1168,-923.550048828125,92,70.7386,4676.4,92,3931.26,460000
65.7548,-938.566162109375,93,77.6832,4940.87,93,4368.77,465000
45.363,-956.8798828125,94,66.698,4537.78,94,3922.13,470000
58.1645,-966.1295166015625,95,72.7146,4702.25,95,3333.17,475000
44.2543,-983.7559204101562,96,67.3721,4703.44,96,4298.9,480000
57.4737,-1017.6521606445312,97,71.2458,4838.18,97,4365.35,485000
67.1189,-1034.313720703125,98,77.709,5100.33,98,4704.98,490000
57.9795,-1067.644775390625,99,73.6215,4742.86,99,4281.51,495000
50.0966,-1089.8992919921875,100,69.9692,4176.38,100,3998.19,500000
64.363,-1114.0233154296875,101,73.3321,4951.38,101,3886.95,505000
58.1932,-1101.56640625,102,72.4619,4958.85,102,4048.19,510000
66.3374,-1157.379150390625,103,76.3808,5114.88,103,4538.15,515000
72.8349,-1165.86279296875,104,79.8696,4826.03,104,4696.86,520000
56.4745,-1178.875244140625,105,70.9365,4810.02,105,4206.48,525000
57.1626,-1182.0963134765625,106,74.2311,4548.83,106,4203.89,530000
53.9033,-1197.61474609375,107,74.7029,4288.04,107,3700.92,535000
62.8995,-1226.9044189453125,108,74.688,4446.51,108,3607.67,540000
62.1085,-1270.36962890625,109,75.2757,5012.66,109,4575.51,545000
55.8707,-1254.701416015625,110,71.6109,3547.29,110,3715.06,550000
65.093,-1343.9736328125,111,80.9938,4211.43,111,3699.63,555000
56.603,-1288.5023193359375,112,71.8676,4154.76,112,3692.28,560000
60.8078,-1319.8248291015625,113,75.823,4977.24,113,3738.16,565000
70.076,-1440.0140380859375,114,75.4315,4657.1,114,4681.01,570000
57.1349,-1410.733642578125,115,70.3219,5177.83,115,3988.62,575000
58.5551,-1383.36279296875,116,71.8554,3951.1,116,3189.38,580000
76.3103,-1520.490234375,117,81.6746,5079.69,117,4537.41,585000
59.0657,-1433.164306640625,118,70.9606,4927.73,118,3464.5,590000
58.5041,-1436.373291015625,119,72.2871,4346.49,119,4440.91,595000
59.7342,-1499.868408203125,120,72.7641,4867.97,120,4326.78,600000
69.2367,-1583.9677734375,121,79.4355,5291.9,121,3914.11,605000
66.1254,-1549.765625,122,74.7163,4572.57,122,4538.11,610000
68.9129,-1574.278564453125,123,76.9542,4681.68,123,4189.77,615000
75.6161,-1677.00048828125,124,78.4425,4875.95,124,4824.14,620000
65.0276,-1576.248779296875,125,72.8835,3681.17,125,3210.2,625000
65.552,-1628.55810546875,126,74.3265,4278.72,126,3685.89,630000
66.3166,-1688.2144775390625,127,72.9501,4671.91,127,4331.77,635000
59.7798,-1698.5660400390625,128,73.1409,5131.28,128,4369.77,640000
53.2162,-1730.4620361328125,129,70.9378,5038.77,129,4488.57,645000
61.1465,-1728.05712890625,130,72.4639,4200.92,130,3596.32,650000
75.3028,-1842.2882080078125,131,78.8332,5010.86,131,4813.19,655000
66.8216,-1798.329833984375,132,74.0302,3903.79,132,4025.43,660000
69.0906,-1894.4149169921875,133,74.3556,5215.77,133,4781.38,665000
61.4727,-1834.694091796875,134,74.4652,4765.92,134,4503.27,670000
68.7249,-1951.41796875,135,76.8063,5184.73,135,4558.49,675000
64.9325,-1934.404296875,136,75.9687,4457.25,136,4438.85,680000
54.39,-1882.81884765625,137,69.4145,4820.39,137,4184.65,685000
64.7768,-2001.781494140625,138,76.6487,5265.91,138,4318.39,690000
64.1188,-1942.131591796875,139,72.5101,4539.31,139,3786.09,695000
75.2343,-2115.720947265625,140,81.6352,5242.36,140,5020.76,700000
66.3067,-2110.14892578125,141,78.9704,5148.69,141,4727.54,705000
63.4439,-2115.9462890625,142,73.8668,5282.12,142,4405.83,710000
68.8435,-2170.999755859375,143,74.7045,5267.58,143,4706.56,715000
64.1345,-2199.4912109375,144,75.3891,5460.3,144,5028.13,720000
60.7479,-2193.534912109375,145,72.6617,4280.66,145,3514.19,725000
70.6703,-2313.2880859375,146,78.4062,5196.91,146,4958.7,730000
77.1505,-2344.673095703125,147,79.7732,5055.58,147,5037.86,735000
58.681,-2238.85693359375,148,71.5474,5286.79,148,4449.12,740000
67.5738,-2356.66455078125,149,76.4965,4935.59,149,4926.17,745000
71.9572,-2374.193115234375,150,80.4448,4711.42,150,4575.06,750000
69.7206,-2414.04443359375,151,78.8076,5174.28,151,4132.17,755000
72.488,-2508.759033203125,152,79.2209,5413.5,152,4590.24,760000
78.3358,-2501.5068359375,153,81.8845,4937.76,153,4312.33,765000
66.8968,-2527.6474609375,154,79.3271,5130.31,154,4519.09,770000
74.9168,-2495.447998046875,155,81.4576,4033.18,155,3608.42,775000
72.8822,-2584.436767578125,156,79.6644,5080.51,156,4577.98,780000
73.2374,-2592.647216796875,157,79.9233,4782.34,157,4400.5,785000
73.1893,-2686.384765625,158,81.5882,5380.0,158,4597.1,790000
65.3855,-2637.583740234375,159,73.2314,5146.82,159,4775.23,795000
72.3375,-2736.453369140625,160,78.1377,5073.79,160,4960.48,800000
77.6376,-2780.10107421875,161,80.0308,5316.1,161,4903.11,805000
75.3577,-2917.633544921875,162,81.0356,4986.2,162,4944.14,810000
62.2744,-2762.531494140625,163,72.5546,5114.76,163,4452.21,815000
76.4548,-2934.390625,164,82.6348,5263.4,164,4507.47,820000
70.8035,-2987.289794921875,165,77.8848,4222.8,165,3456.95,825000
65.4157,-2886.4609375,166,73.2495,5283.59,166,5101.88,830000
70.1798,-3018.35498046875,167,77.8501,5353.71,167,4849.97,835000
73.213,-3166.937255859375,168,79.5811,5241.82,168,4746.05,840000
64.789,-2982.727783203125,169,73.1461,5299.9,169,4442.02,845000
68.4376,-3179.876220703125,170,80.2222,5458.04,170,4900.46,850000
72.157,-3242.420166015625,171,78.686,4757.51,171,4262.76,855000
67.8101,-3170.90576171875,172,74.9821,5373.73,172,5001.16,860000
70.0821,-3255.07177734375,173,77.9692,5233.85,173,4458.83,865000
64.5369,-3222.3681640625,174,74.2557,5499.45,174,5043.57,870000
55.1233,-3173.468017578125,175,70.1787,5080.01,175,4794.25,875000
73.6541,-3451.8994140625,176,82.4269,5358.4,176,5085.31,880000
67.371,-3454.64111328125,177,76.9934,5187.78,177,4807.01,885000
74.3529,-3495.427490234375,178,76.7466,5384.65,178,4837.55,890000
73.8404,-3593.337158203125,179,79.1771,5429.6,179,5164.13,895000
64.3819,-3540.718505859375,180,77.2329,5365.04,180,4982.21,900000
70.7422,-3589.397216796875,181,76.7245,5087.36,181,4672.75,905000
58.2979,-3625.41796875,182,71.0551,5367.3,182,4429.36,910000
62.8643,-3552.766845703125,183,71.0467,5382.75,183,4465.32,915000
75.6395,-3786.707763671875,184,81.3485,5324.85,184,4999.14,920000
76.273,-3851.31689453125,185,80.9696,5326.96,185,4798.9,925000
63.8527,-3679.428955078125,186,72.5307,5345.02,186,4688.36,930000
73.4405,-3845.760986328125,187,76.3882,5428.3,187,4861.25,935000
65.4513,-3909.040771484375,188,76.5366,5489.93,188,4678.8,940000
75.6322,-4132.36474609375,189,80.9454,5205.57,189,4952.61,945000
74.0261,-4085.749267578125,190,77.2089,5033.6,190,4905.18,950000
75.0698,-4216.39013671875,191,82.1513,5384.44,191,5158.85,955000
71.4279,-4144.8876953125,192,77.6446,4600.27,192,5254.64,960000
69.2715,-4198.390625,193,77.6287,4971.27,193,4785.33,965000
69.074,-4005.6572265625,194,76.0866,4331.6,194,3581.12,970000
67.8951,-4119.28125,195,72.9401,5390.37,195,5057.24,975000
70.967,-4390.56103515625,196,77.535,5461.08,196,5164.91,980000
72.2572,-4385.7958984375,197,75.4961,5526.84,197,5219.28,985000
74.5941,-4483.9248046875,198,79.7488,5398.27,198,4931.38,990000
60.6211,-4135.5283203125,199,70.1079,5307.18,199,4630.28,995000
70.0575,-4672.98388671875,200,78.2132,5418.44,200,5069.81,1000000
76.3164,-4727.451171875,201,80.0939,5312.62,201,4843.71,1005000
68.3608,-4729.5283203125,202,75.9857,5341.37,202,4668.09,1010000
76.9675,-4920.3388671875,203,82.1422,4461.59,203,4584.18,1015000
73.5219,-4853.7958984375,204,78.5661,5526.15,204,4528.38,1020000
59.3301,-4459.94189453125,205,69.6834,4996.6,205,4369.24,1025000
77.3562,-5090.86328125,206,81.5233,4792.28,206,5020.86,1030000
