Reward Loss,Itration,Running Update Time,Running Forward KL,Real Det Return,Running Reverse KL,Real Sto Return,Running Env Steps
-19593.1171875,105,105,156.7966,2160.13,15.4872,1802.01,525000
-19842.41796875,106,106,156.8869,2099.09,15.4333,1781.92,530000
-20036.849609375,107,107,157.0171,2165.14,15.4433,1782.95,535000
-20295.951171875,108,108,156.8793,2106.32,15.4922,1788.22,540000
-20403.455078125,109,109,156.7359,2207.19,15.6849,1856.96,545000
-20546.89453125,110,110,156.8381,2187.23,15.5059,1835.34,550000
-21007.685546875,111,111,156.8606,2236.76,15.695,1845.1,555000
-21218.166015625,112,112,156.8429,2184.94,15.6035,1829.15,560000
-21416.693359375,113,113,156.7975,2176.72,15.4403,1800.89,565000
-21725.50390625,114,114,156.9562,2204.89,16.0041,1837.35,570000
-21747.380859375,115,115,156.5978,2135.02,15.1492,1790.09,575000
-22125.474609375,116,116,156.7928,2228.11,15.8273,1846.49,580000
-22488.677734375,117,117,156.9751,2182.35,15.7254,1846.93,585000
-22813.32421875,118,118,156.8641,2150.49,15.7053,1820.76,590000
-22848.251953125,119,119,156.917,2189.64,15.4976,1839.68,595000
-23056.52734375,120,120,156.5804,2231.89,15.5749,1860.23,600000
-23403.9375,121,121,156.7198,2173.59,15.7438,1837.17,605000
-23652.416015625,122,122,156.615,2183.17,15.6881,1860.33,610000
-24033.556640625,123,123,156.8827,2216.57,16.1817,1870.75,615000
-24064.513671875,124,124,156.6594,2246.08,15.9345,1888.15,620000
-24430.361328125,125,125,156.7745,2166.15,15.3341,1811.67,625000
-24705.146484375,126,126,156.7606,2166.95,15.2312,1856.81,630000
-25086.935546875,127,127,156.984,2184.93,15.4472,1795.89,635000
-25295.482421875,128,128,156.8411,2208.82,15.5641,1834.08,640000
-25523.9296875,129,129,156.6836,2181.42,15.7273,1850.7,645000
-25832.50390625,130,130,156.8272,2149.47,15.3957,1820.58,650000
-25976.435546875,131,131,156.765,2216.6,15.6462,1840.73,655000
-26293.697265625,132,132,156.772,2241.45,15.5443,1865.7,660000
-26706.89453125,133,133,156.853,2214.79,15.667,1856.67,665000
-26892.94140625,134,134,156.7701,2221.49,15.6482,1853.17,670000
-26996.673828125,135,135,156.7256,2236.73,15.5588,1884.34,675000
-27635.5234375,136,136,156.9608,2137.17,15.3916,1812.77,680000
-27645.490234375,137,137,156.734,2186.53,15.4379,1865.07,685000
-28015.861328125,138,138,156.7134,2180.65,15.4977,1859.45,690000
-28318.537109375,139,139,156.8691,2219.62,15.4362,1866.62,695000
-28494.333984375,140,140,156.823,2178.36,15.3583,1835.74,700000
-28800.634765625,141,141,156.9169,2195.63,15.6229,1858.82,705000
-29127.216796875,142,142,156.8086,2232.97,15.6138,1882.55,710000
-29515.455078125,143,143,156.9694,2192.29,15.4991,1819.95,715000
-29489.2578125,144,144,156.6717,2236.82,15.5131,1883.32,720000
-29749.6015625,145,145,156.7429,2248.87,15.5003,1881.24,725000
-30092.720703125,146,146,156.7829,2196.61,15.3487,1857.09,730000
-30537.39453125,147,147,156.6748,2177.26,15.2502,1847.62,735000
-30647.64453125,148,148,156.9109,2247.37,15.6672,1881.12,740000
-30958.18359375,149,149,156.958,2217.48,15.4218,1842.21,745000
-31017.2890625,150,150,156.8546,2177.66,15.4585,1876.0,750000
-31108.46875,151,151,156.7469,2178.1,15.4615,1844.39,755000
-31357.228515625,152,152,156.6816,2215.93,15.1887,1863.28,760000
-31763.212890625,153,153,156.8197,2235.31,15.3593,1875.77,765000
-31941.275390625,154,154,156.9633,2217.68,15.6207,1896.4,770000
-32160.3203125,155,155,156.8371,2212.23,15.4279,1854.86,775000
-32511.41796875,156,156,156.8039,2191.84,15.621,1877.19,780000
-32683.15234375,157,157,156.8579,2237.85,15.8191,1870.78,785000
-32675.486328125,158,158,156.7323,2234.02,15.4973,1884.27,790000
-33034.35546875,159,159,156.7823,2215.25,15.3026,1868.21,795000
-33051.34375,160,160,156.781,2211.69,15.3043,1870.95,800000
-33696.91015625,161,161,156.8924,2196.33,15.5645,1874.61,805000
-33638.16015625,162,162,156.647,2270.07,15.5536,1883.03,810000
-34020.20703125,163,163,156.8486,2188.44,15.4735,1872.25,815000
-34109.7109375,164,164,156.7166,2258.17,15.5497,1897.82,820000
-34389.7890625,165,165,156.8717,2232.87,15.3847,1895.46,825000
-34510.03125,166,166,156.665,2204.62,15.3429,1868.07,830000
-34679.76953125,167,167,156.7192,2241.89,15.1904,1888.64,835000
-35061.90234375,168,168,156.6641,2228.15,15.4058,1898.93,840000
-35133.37890625,169,169,156.7505,2255.66,15.2758,1893.17,845000
-35334.26953125,170,170,156.7099,2204.31,15.2246,1870.37,850000
-35702.15234375,171,171,156.9561,2255.87,15.2576,1902.79,855000
-35992.95703125,172,172,156.6288,2252.54,15.4361,1910.77,860000
-36175.9296875,173,173,156.6963,2218.71,15.2832,1873.81,865000
-36409.5546875,174,174,156.7205,2273.48,15.7668,1937.11,870000
-36816.609375,175,175,156.9467,2213.3,15.4129,1877.89,875000
-36779.18359375,176,176,156.8094,2216.78,15.5223,1862.74,880000
-37037.9453125,177,177,156.6321,2266.64,15.4025,1886.09,885000
-37357.7109375,178,178,156.8883,2207.04,15.3205,1871.39,890000
-37452.73828125,179,179,156.764,2248.75,15.4828,1926.82,895000
-37491.73046875,180,180,156.8157,2247.11,15.3353,1903.5,900000
-37770.22265625,181,181,156.8583,2295.9,15.4026,1903.94,905000
-37896.05859375,182,182,156.7902,2154.52,15.1248,1840.03,910000
-38430.671875,183,183,156.8762,2239.22,15.4577,1875.24,915000
-38166.765625,184,184,156.5778,2259.91,15.3895,1910.18,920000
-38421.8203125,185,185,156.6595,2274.62,15.72,1908.13,925000
-38444.7109375,186,186,156.7303,2281.46,15.5437,1925.16,930000
-38738.58984375,187,187,156.6515,2249.19,15.1997,1880.64,935000
-38909.890625,188,188,156.5376,2277.73,15.6658,1902.88,940000
-39039.80078125,189,189,156.785,2212.04,15.3008,1871.2,945000
-39056.484375,190,190,156.8217,2267.15,15.5282,1920.87,950000
-39355.14453125,191,191,156.6863,2268.54,15.5978,1894.68,955000
-39052.984375,192,192,156.5948,2237.16,15.1464,1887.09,960000
-39378.171875,193,193,156.7562,2264.69,15.3889,1906.52,965000
-39722.546875,194,194,156.8666,2218.2,15.3098,1886.76,970000
-39841.16796875,195,195,156.8189,2196.29,15.327,1852.15,975000
-39806.640625,196,196,156.7095,2288.09,15.3484,1891.16,980000
-40195.515625,197,197,157.0084,2223.58,15.5422,1899.62,985000
-40243.0390625,198,198,156.9678,2270.76,15.5069,1913.83,990000
-40270.06640625,199,199,156.6534,2247.23,15.3449,1886.03,995000
-40542.88671875,200,200,156.7628,2233.39,15.5378,1883.89,1000000
-40639.90625,201,201,156.8303,2226.06,15.5686,1875.31,1005000
-40976.28515625,202,202,156.9244,2213.79,15.4727,1854.39,1010000
-40946.984375,203,203,157.0011,2181.11,15.4631,1873.18,1015000
-41200.64453125,204,204,156.9053,2225.64,15.6493,1875.01,1020000
-41273.40625,205,205,156.9217,2208.11,15.3443,1880.34,1025000
-41515.18359375,206,206,156.7054,2251.99,15.6497,1889.82,1030000
-41476.33984375,207,207,156.9634,2231.96,15.5655,1886.54,1035000
-41637.36328125,208,208,156.7944,2266.97,15.5274,1891.88,1040000
-41968.54296875,209,209,156.8591,2257.32,15.5748,1892.72,1045000
-41977.9609375,210,210,156.914,2258.82,15.6637,1917.15,1050000
-42131.390625,211,211,156.6246,2265.17,15.462,1882.32,1055000
-42358.0625,212,212,156.9831,2185.29,15.4896,1870.97,1060000
-42580.80859375,213,213,156.8632,2241.93,15.5341,1902.05,1065000
-42637.7734375,214,214,156.9668,2252.04,15.6272,1892.49,1070000
-42817.1484375,215,215,156.783,2265.76,15.5038,1887.39,1075000
-42964.59375,216,216,156.8921,2265.19,15.5266,1897.92,1080000
-42888.51171875,217,217,156.7074,2246.78,15.4893,1906.22,1085000
-43215.125,218,218,156.825,2237.44,15.6021,1887.0,1090000
-43392.47265625,219,219,156.8158,2256.19,15.6441,1883.21,1095000
-43420.13671875,220,220,156.8711,2243.24,15.505,1899.03,1100000
-43653.5,221,221,156.785,2264.82,15.651,1895.71,1105000
-43699.01953125,222,222,156.878,2263.31,15.5414,1907.65,1110000
-43870.71484375,223,223,156.8564,2261.44,15.7359,1913.75,1115000
-43783.27734375,224,224,156.812,2222.76,15.3736,1901.22,1120000
-44048.38671875,225,225,156.8226,2245.77,15.4266,1875.05,1125000
-44077.6953125,226,226,156.8425,2231.23,15.4027,1892.71,1130000
-44302.12109375,227,227,156.977,2238.98,15.342,1876.77,1135000
-44470.70703125,228,228,156.7264,2236.85,15.3669,1877.95,1140000
-44572.3828125,229,229,156.9859,2241.79,15.3783,1886.59,1145000
-44666.234375,230,230,156.8084,2250.56,15.4533,1920.15,1150000
-44734.0,231,231,156.8294,2250.21,15.4225,1890.32,1155000
-44856.578125,232,232,156.8209,2243.05,15.4631,1872.4,1160000
-44947.859375,233,233,156.7451,2220.32,15.3711,1878.61,1165000
-45222.39453125,234,234,156.8648,2262.05,15.5958,1901.41,1170000
-45410.265625,235,235,157.0928,2233.78,15.5158,1873.79,1175000
-45338.67578125,236,236,156.9277,2257.29,15.3262,1892.08,1180000
-45605.859375,237,237,156.7774,2265.51,15.3574,1900.1,1185000
-45773.6328125,238,238,156.8296,2221.21,15.4353,1875.56,1190000
-45868.18359375,239,239,156.8997,2248.01,15.5451,1871.46,1195000
-45805.25390625,240,240,156.6935,2229.14,15.2787,1900.42,1200000
-45910.89453125,241,241,156.7674,2222.41,15.3339,1886.31,1205000
-46121.421875,242,242,156.7099,2243.11,15.417,1892.64,1210000
-46349.18359375,243,243,156.6369,2240.34,15.446,1885.11,1215000
-46346.92578125,244,244,156.789,2231.6,15.3848,1883.4,1220000
-46535.35546875,245,245,156.7514,2255.48,15.5367,1906.95,1225000
-46781.4453125,246,246,156.9463,2202.6,15.5094,1888.26,1230000
-46881.42578125,247,247,156.7491,2249.45,15.5434,1897.97,1235000
-46920.859375,248,248,156.7264,2234.02,15.3818,1862.75,1240000
-47051.8984375,249,249,156.8253,2214.19,15.4372,1890.97,1245000
-47352.17578125,250,250,156.7146,2221.8,15.4738,1860.89,1250000
-47457.16015625,251,251,156.859,2249.44,15.3996,1905.86,1255000
-47623.16796875,252,252,156.9843,2249.44,15.4858,1877.55,1260000
-47612.5390625,253,253,156.848,2223.25,15.3601,1874.58,1265000
-47701.6171875,254,254,156.9019,2253.27,15.3774,1902.62,1270000
-47766.04296875,255,255,156.9117,2238.99,15.4197,1880.23,1275000
-48014.19921875,256,256,156.8652,2241.69,15.3545,1887.27,1280000
-47981.51171875,257,257,156.8652,2247.79,15.209,1908.15,1285000
-48276.6328125,258,258,156.7973,2235.06,15.3552,1901.55,1290000
-48385.56640625,259,259,156.6809,2258.26,15.5452,1908.42,1295000
-48429.7265625,260,260,156.8212,2218.62,15.3746,1899.73,1300000
-48528.9375,261,261,156.8776,2262.38,15.4094,1907.49,1305000
-48587.05078125,262,262,156.8895,2257.38,15.3854,1913.41,1310000
-48723.05078125,263,263,156.6972,2252.66,15.3447,1893.21,1315000
-48802.89453125,264,264,156.6749,2251.85,15.3052,1914.1,1320000
-49014.59375,265,265,156.8539,2238.8,15.2416,1903.74,1325000
-49114.79296875,266,266,156.7926,2251.81,15.4441,1908.61,1330000
-49209.55078125,267,267,156.7057,2261.47,15.3654,1925.96,1335000
-49394.8046875,268,268,156.8092,2258.42,15.4106,1921.33,1340000
-49397.53125,269,269,156.9762,2262.98,15.4181,1901.67,1345000
-49541.875,270,270,156.7727,2237.65,15.2805,1901.9,1350000
-49615.0625,271,271,156.7513,2265.06,15.5138,1935.15,1355000
-49686.19921875,272,272,156.6282,2265.98,15.3339,1926.65,1360000
-49872.6953125,273,273,156.7912,2231.82,15.3762,1885.63,1365000
-49853.44921875,274,274,156.7311,2238.93,15.2815,1901.02,1370000
-50087.15234375,275,275,156.7181,2267.98,15.4497,1939.21,1375000
-50108.8203125,276,276,156.7701,2258.39,15.0956,1925.5,1380000
-50324.0078125,277,277,156.7609,2280.31,15.4175,1922.47,1385000
-50364.74609375,278,278,156.6224,2273.29,15.4836,1916.02,1390000
-50557.234375,279,279,156.8397,2281.32,15.4437,1923.38,1395000
-50565.2421875,280,280,156.831,2249.95,15.183,1897.03,1400000
-50880.67578125,281,281,156.779,2280.0,15.5795,1920.66,1405000
-50682.22265625,282,282,156.7457,2282.42,15.4357,1927.79,1410000
-50993.953125,283,283,156.7977,2285.67,15.391,1936.45,1415000
-50971.171875,284,284,156.7558,2274.51,15.3593,1916.42,1420000
-51174.51171875,285,285,156.6721,2293.39,15.3472,1949.23,1425000
-51275.59765625,286,286,156.8176,2271.9,15.349,1910.46,1430000
-51403.4296875,287,287,156.7692,2278.41,15.3172,1925.0,1435000
-51289.1171875,288,288,156.5892,2256.31,15.0644,1903.61,1440000
-51504.609375,289,289,156.7008,2264.77,15.2922,1906.81,1445000
-51527.1953125,290,290,156.7219,2256.48,15.1085,1901.49,1450000
-51676.0078125,291,291,156.5947,2280.21,15.173,1901.21,1455000
-51799.0,292,292,156.673,2257.18,15.2173,1919.93,1460000
-51874.6796875,293,293,156.6453,2271.34,15.1576,1935.26,1465000
-51749.83203125,294,294,156.661,2257.61,15.0763,1920.9,1470000
-52164.6796875,295,295,156.6492,2279.42,15.1813,1904.75,1475000
-51936.79296875,296,296,156.7321,2278.68,15.0631,1907.64,1480000
-52095.4375,297,297,156.754,2289.82,15.2064,1928.18,1485000
-52292.67578125,298,298,156.59,2284.37,15.1694,1918.58,1490000
-52395.0859375,299,299,156.7369,2322.89,15.2083,1943.8,1495000
-52360.14453125,300,300,156.6015,2285.72,15.0159,1946.16,1500000
-52624.30078125,301,301,156.6236,2276.76,15.2,1924.9,1505000
-52719.5625,302,302,156.596,2301.56,15.1648,1933.31,1510000
-52840.65234375,303,303,156.4955,2284.88,15.1655,1935.02,1515000
-52955.79296875,304,304,156.6731,2290.66,15.1332,1948.64,1520000
-52882.484375,305,305,156.8015,2296.32,15.2098,1928.98,1525000
-53055.33984375,306,306,156.677,2288.96,15.1457,1934.88,1530000
-53088.55859375,307,307,156.7885,2290.45,15.3072,1941.2,1535000
-53162.65234375,308,308,156.8362,2288.94,15.3727,1931.95,1540000
-53325.8046875,309,309,156.5587,2311.62,15.219,1943.02,1545000
-53289.59765625,310,310,156.7198,2290.5,15.1595,1938.82,1550000
-53321.39453125,311,311,156.6033,2297.15,15.0968,1910.1,1555000
-53538.234375,312,312,156.6588,2317.62,15.1804,1954.08,1560000
-53754.87109375,313,313,156.7534,2323.75,15.0532,1934.31,1565000
-53820.65625,314,314,156.7745,2326.31,15.173,1939.95,1570000
-53810.08984375,315,315,156.6214,2315.58,15.1868,1936.7,1575000
-53852.2109375,316,316,156.7654,2287.57,15.0407,1923.55,1580000
-53914.7421875,317,317,156.6467,2299.52,14.9498,1924.67,1585000
-53930.0546875,318,318,156.8153,2284.96,15.1206,1916.97,1590000
-54055.10546875,319,319,156.7932,2296.68,14.9856,1919.76,1595000
-54076.9375,320,320,156.7485,2302.05,15.0457,1923.83,1600000
-54171.98046875,321,321,156.5885,2302.22,15.114,1917.19,1605000
-54436.39453125,322,322,156.7255,2305.25,15.1341,1920.11,1610000
-54246.5390625,323,323,156.8933,2327.97,15.1258,1952.66,1615000
-54615.80078125,324,324,156.6716,2305.94,15.2582,1826.98,1620000
-54495.9765625,325,325,156.9087,2308.08,15.0536,1939.55,1625000
-54653.73046875,326,326,156.6679,2329.27,14.9698,1934.77,1630000
-54852.8984375,327,327,156.7061,2329.55,15.0995,1944.15,1635000
-55004.5390625,328,328,156.6555,2310.22,15.072,1939.69,1640000
-54930.6015625,329,329,156.7214,2307.45,15.0216,1929.76,1645000
-55056.6015625,330,330,156.7936,2330.16,15.1027,1939.65,1650000
-55101.5,331,331,156.7247,2312.15,15.008,1924.9,1655000
-55230.671875,332,332,156.7349,2320.72,15.094,1941.71,1660000
-55200.23828125,333,333,156.5902,2298.98,14.9625,1911.1,1665000
-55320.48046875,334,334,156.7501,2301.0,15.0926,1928.92,1670000
-55379.4609375,335,335,156.7413,2306.92,15.0074,1930.17,1675000
-55529.38671875,336,336,156.6239,2318.53,15.1003,1928.23,1680000
-55684.51953125,337,337,156.5115,2327.37,15.1791,1955.22,1685000
-55712.78515625,338,338,156.7143,2333.67,15.1562,1941.63,1690000
-55953.48828125,339,339,156.6954,2321.52,15.2136,1927.58,1695000
-55651.00390625,340,340,156.7607,2300.83,15.0974,1934.54,1700000
-55995.4296875,341,341,156.9003,2335.95,15.0779,1942.16,1705000
-56031.4921875,342,342,156.6878,2312.09,15.0375,1940.29,1710000
-56089.67578125,343,343,156.7633,2319.98,15.0426,1932.76,1715000
-56032.3125,344,344,156.5632,2332.32,15.2041,1949.5,1720000
-56333.84375,345,345,156.8057,2287.95,15.1859,1936.79,1725000
-56451.1953125,346,346,156.6846,2315.55,15.1472,1925.25,1730000
-56430.02734375,347,347,156.7037,2320.38,15.1458,1966.68,1735000
-56511.82421875,348,348,156.6684,2323.03,15.0707,1955.46,1740000
-56507.61328125,349,349,156.7562,2321.67,15.1559,1950.46,1745000
-56601.0078125,350,350,156.5864,2317.2,15.1039,1949.4,1750000
-56828.82421875,351,351,156.6208,2307.75,15.0615,1948.59,1755000
-56824.0546875,352,352,156.6363,2305.26,15.0662,1944.01,1760000
-56954.8515625,353,353,156.7335,2301.88,15.1398,1928.36,1765000
-56979.9453125,354,354,156.7776,2319.23,15.0956,1953.88,1770000
-57113.0859375,355,355,156.6433,2312.59,15.1452,1958.91,1775000
-57459.765625,356,356,156.6363,2315.64,14.7367,1942.89,1780000
-57117.0625,357,357,156.6458,2296.52,15.0364,1926.98,1785000
-57381.91015625,358,358,156.9109,2299.88,15.169,1912.14,1790000
-57525.0859375,359,359,156.7158,2313.74,15.0702,1952.68,1795000
-57335.6015625,360,360,156.7099,2311.89,15.0694,1943.71,1800000
-57456.47265625,361,361,156.8089,2273.92,14.8481,1914.82,1805000
-57548.4296875,362,362,156.6366,2299.64,14.9081,1939.24,1810000
-57564.92578125,363,363,156.6374,2324.54,14.9548,1958.04,1815000
-57899.2734375,364,364,156.7507,2329.84,15.1496,1965.46,1820000
-57893.40625,365,365,156.5973,2314.01,14.9273,1941.35,1825000
-57929.51171875,366,366,156.6333,2299.98,14.9301,1932.68,1830000
-57891.6015625,367,367,156.7737,2275.92,14.9564,1919.31,1835000
-57896.1171875,368,368,156.5513,2273.99,14.8856,1916.17,1840000
-58020.2578125,369,369,156.6124,2293.74,14.832,1941.98,1845000
-58243.03515625,370,370,156.725,2236.49,15.018,1877.76,1850000
-58392.1796875,371,371,156.7273,2216.23,14.8957,1855.1,1855000
-58358.328125,372,372,156.6039,2243.45,14.9526,1867.55,1860000
-58329.3125,373,373,156.5769,2257.28,14.7381,1870.07,1865000
-58555.8984375,374,374,156.7036,2294.37,14.7791,1906.03,1870000
-58711.29296875,375,375,156.6741,2295.29,14.8023,1904.5,1875000
-58997.46875,376,376,156.5474,2287.68,14.8995,1906.88,1880000
-58785.796875,377,377,156.6647,2299.43,14.8917,1897.8,1885000
-59136.921875,378,378,156.482,2298.78,14.9254,1908.19,1890000
-58896.01171875,379,379,156.5724,2282.72,14.8857,1881.11,1895000
-59422.484375,380,380,156.6257,2305.12,14.7405,1929.34,1900000
-59257.71875,381,381,156.5582,2291.94,14.7621,1909.08,1905000
-59527.87890625,382,382,156.5838,2304.87,14.8522,1899.52,1910000
-59613.16015625,383,383,156.6114,2298.27,14.8988,1912.18,1915000
-59725.22265625,384,384,156.6215,2305.42,14.9378,1929.98,1920000
-59710.6953125,385,385,156.6476,2293.71,14.7419,1913.51,1925000
-59642.3515625,386,386,156.5882,2315.44,14.7534,1920.36,1930000
-59825.23046875,387,387,156.7517,2281.12,14.908,1904.58,1935000
-59860.27734375,388,388,156.6373,2319.71,14.977,1937.66,1940000
-60054.51953125,389,389,156.5927,2299.05,14.9565,1926.6,1945000
-60016.94921875,390,390,156.593,2301.91,14.8199,1929.84,1950000
-59999.09765625,391,391,156.6925,2297.54,14.8954,1929.47,1955000
-60267.84375,392,392,156.6094,2314.61,14.9393,1939.47,1960000
-60130.90625,393,393,156.6589,2312.25,14.7002,1922.19,1965000
