Real Det Return,Itration,Running Reverse KL,Running Env Steps,Reward Loss,Real Sto Return,Running Update Time,Running Forward KL
3339.24,46,13.781,230000,-215.29312133789062,3390.19,46,42.9821
3155.34,47,13.4646,235000,-204.96990966796875,3296.88,47,42.8345
3547.92,48,13.6275,240000,-234.91004943847656,3409.06,48,42.3784
2754.03,49,13.0269,245000,-218.0743865966797,3525.7,49,42.3111
3576.06,50,13.9736,250000,-237.99508666992188,3263.25,50,42.5517
3456.65,51,12.8856,255000,-225.27822875976562,3266.22,51,42.5828
3496.46,52,12.2893,260000,-246.5278778076172,2152.21,52,43.6573
3557.72,53,12.8927,265000,-229.69692993164062,3113.72,53,42.0425
3504.39,54,12.6394,270000,-228.14231872558594,3368.38,54,41.3929
3420.58,55,13.8004,275000,-217.70962524414062,3463.15,55,43.6032
3505.71,56,13.7384,280000,-234.50119018554688,3591.54,56,41.7607
3534.77,57,14.9505,285000,-240.05526733398438,3558.52,57,42.4072
3685.68,58,13.3755,290000,-260.515625,3529.98,58,42.3291
3655.98,59,13.0477,295000,-242.2430877685547,3682.98,59,41.6713
3678.99,60,15.6715,300000,-226.76467895507812,3692.52,60,42.6761
3761.04,61,15.5075,305000,-232.79356384277344,3794.16,61,41.7366
3804.42,62,12.6945,310000,-292.8607177734375,3380.04,62,42.3452
3841.41,63,14.9894,315000,-256.1872253417969,3853.49,63,41.8755
3685.69,64,14.8012,320000,-274.747802734375,3169.63,64,42.4504
3829.68,65,14.9635,325000,-269.79974365234375,3820.62,65,42.0619
4005.55,66,14.7804,330000,-243.527587890625,3737.48,66,40.5987
3886.2,67,14.1811,335000,-263.5906677246094,3727.59,67,41.3456
3989.09,68,13.1591,340000,-258.6424560546875,3889.88,68,40.9801
3845.21,69,13.7386,345000,-282.6322326660156,3637.24,69,41.3717
3874.91,70,15.5141,350000,-276.7816162109375,3874.15,70,41.7784
3860.83,71,14.5751,355000,-288.5948486328125,3893.02,71,41.957
4043.15,72,15.8099,360000,-268.3174133300781,4073.9,72,40.4078
4005.27,73,14.618,365000,-286.04791259765625,3986.05,73,41.6066
4090.63,74,14.9527,370000,-300.87744140625,4015.37,74,41.5031
4031.18,75,14.6478,375000,-326.2149963378906,3885.21,75,41.4222
3971.45,76,14.1624,380000,-293.09857177734375,3992.15,76,40.7284
4103.78,77,14.2714,385000,-308.45257568359375,4026.03,77,41.1569
3941.17,78,15.1113,390000,-309.3247375488281,3886.51,78,41.9574
3741.2,79,13.3532,395000,-295.39208984375,4092.04,79,39.9235
4197.49,80,12.6116,400000,-347.594482421875,4207.37,80,39.6853
4127.91,81,14.5727,405000,-325.265869140625,4061.06,81,40.5533
4293.74,82,13.5468,410000,-316.0914611816406,3886.18,82,40.7613
4233.64,83,13.1228,415000,-308.4242858886719,4169.04,83,39.4378
4198.28,84,12.5773,420000,-333.6094055175781,4021.41,84,38.823
4112.79,85,13.2854,425000,-335.7696533203125,4139.18,85,39.5699
4062.35,86,14.6417,430000,-331.6245422363281,4135.19,86,39.3627
4362.06,87,14.2543,435000,-307.40789794921875,4288.82,87,38.7349
3956.32,88,12.7492,440000,-336.9605407714844,3855.92,88,40.0171
4260.08,89,12.725,445000,-337.62017822265625,4243.07,89,39.5089
4101.62,90,13.3458,450000,-316.7198791503906,4055.19,90,39.1513
4174.79,91,12.8495,455000,-357.276611328125,3922.5,91,39.5352
4188.1,92,14.3089,460000,-345.0002136230469,4227.16,92,39.6183
4353.09,93,14.5637,465000,-344.6976013183594,4252.05,93,39.5205
4276.21,94,14.6476,470000,-341.58282470703125,4107.59,94,39.1552
4128.69,95,13.5617,475000,-373.7295227050781,4127.17,95,39.7103
4310.36,96,15.0889,480000,-349.3655090332031,4275.8,96,38.4266
4220.74,97,12.8697,485000,-365.1785583496094,4111.79,97,39.2898
4326.95,98,15.1442,490000,-397.0711975097656,4332.53,98,39.046
4282.77,99,14.5643,495000,-385.27020263671875,4253.81,99,39.0472
4275.82,100,14.0911,500000,-383.8664245605469,4369.5,100,38.0981
4576.19,101,13.7466,505000,-362.32794189453125,4521.14,101,37.6217
4434.12,102,13.2089,510000,-362.0938720703125,4359.48,102,38.3971
4069.23,103,13.9425,515000,-356.1233825683594,4479.17,103,38.102
4766.65,104,15.08,520000,-385.93585205078125,4351.94,104,39.5547
4334.11,105,12.8335,525000,-367.83880615234375,4353.96,105,37.5863
4328.61,106,14.7013,530000,-366.971923828125,4450.16,106,37.8584
4501.04,107,12.8936,535000,-345.84320068359375,4345.55,107,37.3352
4632.78,108,14.6939,540000,-382.153564453125,4488.11,108,37.8856
4421.3,109,13.5469,545000,-383.5561828613281,4464.66,109,38.2736
4419.64,110,15.0512,550000,-377.9414978027344,4276.23,110,38.7548
4587.7,111,14.556,555000,-365.2703857421875,4640.75,111,37.1955
4618.41,112,14.896,560000,-392.7775573730469,4583.58,112,38.1003
4650.19,113,15.5164,565000,-400.5574645996094,4692.87,113,37.6452
4695.33,114,14.9838,570000,-414.9640197753906,4247.63,114,38.6972
2171.1,115,15.2093,575000,-541.285888671875,3566.03,115,39.456
4488.49,116,14.2383,580000,-430.7638854980469,4562.74,116,38.3002
4431.46,117,13.2781,585000,-409.931884765625,4505.94,117,38.3152
4527.35,118,12.6567,590000,-474.8415222167969,3771.34,118,38.1763
4317.14,119,12.8499,595000,-449.0906677246094,4383.98,119,38.3783
4354.63,120,12.834,600000,-444.9444274902344,4398.17,120,37.7578
4249.89,121,15.3228,605000,-431.3821105957031,4595.4,121,39.1021
4326.76,122,13.7442,610000,-421.33624267578125,4533.45,122,37.7034
4887.51,123,14.6421,615000,-429.35882568359375,4703.48,123,38.8485
4630.4,124,14.0286,620000,-412.71490478515625,4590.3,124,37.4466
4533.42,125,15.3302,625000,-423.7460021972656,4717.56,125,36.8386
4660.22,126,14.3111,630000,-458.44256591796875,4780.51,126,37.9128
4477.62,127,13.275,635000,-439.1320495605469,4534.45,127,37.0272
5072.27,128,14.461,640000,-463.6171569824219,4770.62,128,37.8705
4540.86,129,14.4699,645000,-441.3038635253906,4650.9,129,37.0939
4467.21,130,14.0401,650000,-445.5624084472656,4600.73,130,37.5104
4948.51,131,16.9327,655000,-468.6924133300781,4869.47,131,38.5359
5142.09,132,15.9879,660000,-467.5182189941406,4826.65,132,38.8502
4489.1,133,13.229,665000,-453.70452880859375,4670.42,133,37.0471
5063.92,134,14.4689,670000,-451.0206604003906,4748.68,134,38.1063
4631.22,135,14.8262,675000,-449.2919921875,4873.4,135,36.8961
4948.0,136,14.9191,680000,-461.57550048828125,4917.01,136,37.7722
4908.97,137,14.4157,685000,-473.86114501953125,4754.47,137,37.5044
5029.25,138,14.875,690000,-470.6365966796875,4713.97,138,37.7509
4468.1,139,15.4282,695000,-467.88494873046875,4696.66,139,37.5296
4801.71,140,14.4381,700000,-461.28106689453125,4851.92,140,36.5202
4693.57,141,13.4602,705000,-461.9852294921875,4375.05,141,37.2761
4966.89,142,14.0683,710000,-510.83880615234375,4437.6,142,38.3635
4970.8,143,14.5775,715000,-474.38067626953125,4832.77,143,36.5422
4611.84,144,13.7288,720000,-501.8798828125,4490.42,144,37.5092
4920.1,145,12.8987,725000,-459.4387512207031,4528.28,145,37.1004
4460.67,146,13.2027,730000,-486.0823059082031,4556.99,146,37.7188
5028.52,147,15.8573,735000,-525.3374633789062,4868.25,147,38.5243
4892.11,148,13.286,740000,-555.6884155273438,4741.56,148,38.0238
25.25,149,15.887,745000,-656.1710205078125,2510.92,149,37.693
1697.11,150,19.4593,750000,-700.1260375976562,309.38,150,37.4512
29.62,151,15.2336,755000,-727.518310546875,2445.68,151,37.6594
4175.26,152,15.2424,760000,-658.8497314453125,4082.46,152,38.819
4421.69,153,13.6248,765000,-643.46533203125,4277.57,153,39.6484
4750.18,154,15.1249,770000,-546.1543579101562,4469.45,154,36.3603
5043.95,155,14.8054,775000,-521.5270385742188,4913.52,155,36.9259
4952.22,156,15.6956,780000,-583.4232788085938,4975.16,156,37.6772
4937.73,157,15.8475,785000,-554.0787963867188,4817.96,157,38.6209
4928.96,158,15.3542,790000,-529.264892578125,4875.56,158,36.9825
4902.12,159,15.8203,795000,-553.5758056640625,4882.95,159,37.3234
4937.69,160,14.7642,800000,-587.1434326171875,4745.94,160,38.07
5126.04,161,16.8914,805000,-617.8582153320312,4736.54,161,39.3623
5336.27,162,16.8551,810000,-612.6995239257812,4588.76,162,39.7771
4444.13,163,14.0864,815000,-590.6077270507812,4646.01,163,37.8577
5051.93,164,16.8714,820000,-544.6723022460938,4917.23,164,37.0417
5140.33,165,14.6512,825000,-584.6244506835938,4830.83,165,38.0167
4984.85,166,15.7339,830000,-563.1585693359375,5026.69,166,36.8022
5059.08,167,14.7029,835000,-575.13916015625,4951.83,167,37.3237
5046.57,168,17.0358,840000,-578.1668701171875,5083.77,168,36.9435
5247.19,169,15.2671,845000,-538.2811279296875,5036.87,169,36.769
5282.23,170,15.69,850000,-589.9698486328125,5089.32,170,37.4657
4629.95,171,12.9767,855000,-538.1990966796875,4626.41,171,36.711
4704.6,172,14.8788,860000,-588.1380004882812,5039.07,172,38.1761
4916.53,173,13.7586,865000,-579.9304809570312,4803.71,173,36.9605
4580.33,174,13.8582,870000,-598.4220581054688,4863.56,174,38.0009
4770.09,175,13.7006,875000,-642.119140625,4326.53,175,38.3664
5195.22,176,14.9138,880000,-585.22900390625,5124.25,176,37.1977
5283.01,177,15.6401,885000,-584.2420043945312,5167.57,177,36.7774
5373.96,178,15.8538,890000,-574.8299560546875,5155.64,178,37.3455
4649.24,179,13.5166,895000,-617.7391357421875,4827.2,179,37.825
5025.49,180,12.5803,900000,-680.530517578125,4499.35,180,37.2752
5272.03,181,14.5637,905000,-584.54736328125,5206.61,181,36.3435
5261.39,182,15.0544,910000,-600.9402465820312,4997.14,182,36.2428
5079.3,183,15.8093,915000,-659.3201293945312,4953.94,183,37.3817
5238.71,184,15.0617,920000,-640.151611328125,5067.57,184,36.6921
5251.49,185,16.4396,925000,-653.816650390625,4977.8,185,38.0105
5291.0,186,15.6355,930000,-650.0130004882812,4941.54,186,36.9417
5385.14,187,15.1339,935000,-585.8395385742188,5167.02,187,36.7733
5196.52,188,14.6075,940000,-634.052490234375,5019.98,188,37.2527
5242.15,189,14.6822,945000,-657.7898559570312,4893.71,189,37.2613
5004.01,190,14.52,950000,-684.0552368164062,4841.2,190,37.383
5438.77,191,15.5962,955000,-650.613525390625,5055.05,191,37.2318
4625.58,192,14.0579,960000,-697.3694458007812,4672.98,192,37.2678
4974.47,193,15.6559,965000,-708.0125732421875,5023.98,193,37.9295
5354.13,194,16.4816,970000,-664.8792724609375,5170.73,194,37.0691
5301.44,195,16.139,975000,-667.5904541015625,4957.48,195,38.462
5059.97,196,14.2332,980000,-677.7860717773438,5012.22,196,36.8093
5103.03,197,15.335,985000,-644.62353515625,5177.71,197,36.129
5145.66,198,17.6168,990000,-680.1157836914062,5166.73,198,38.2832
4674.08,199,13.761,995000,-706.5657348632812,4748.66,199,37.5668
5211.56,200,15.2807,1000000,-695.065185546875,5115.11,200,37.7434
5296.17,201,15.3684,1005000,-718.6669921875,4783.71,201,37.9804
5205.55,202,15.4514,1010000,-708.6746826171875,5109.04,202,37.4039
4949.41,203,14.7315,1015000,-701.2667846679688,4761.98,203,37.1855
698.11,204,13.0657,1020000,-830.2015380859375,3776.51,204,37.9925
5412.35,205,14.8827,1025000,-718.2353515625,4944.72,205,37.6221
5150.16,206,14.8407,1030000,-737.9442749023438,5122.36,206,37.5065
5409.3,207,14.9251,1035000,-745.9083862304688,5159.67,207,37.6988
5210.91,208,15.1494,1040000,-731.8698120117188,5086.13,208,37.1835
5017.92,209,14.2335,1045000,-718.1101684570312,5072.0,209,37.0343
5249.28,210,15.1074,1050000,-738.7462768554688,5151.9,210,37.4001
2477.86,211,15.3447,1055000,-724.8661499023438,4938.46,211,37.1274
5192.77,212,15.2863,1060000,-739.2621459960938,5159.18,212,37.1877
5152.48,213,15.9956,1065000,-740.3184814453125,4988.14,213,37.0355
5084.27,214,15.0191,1070000,-745.8131103515625,4431.09,214,37.1834
5238.93,215,23.1249,1075000,-890.8904418945312,4494.13,215,37.3189
5136.09,216,15.8315,1080000,-742.289794921875,4897.63,216,37.0371
3856.72,217,19.9281,1085000,-1020.5423583984375,4642.26,217,38.2981
5268.37,218,16.0512,1090000,-758.0474853515625,4666.97,218,36.5636
5175.34,219,16.4466,1095000,-803.1561889648438,5071.96,219,37.4809
5150.15,220,16.7251,1100000,-803.3153686523438,4895.41,220,37.7675
5194.7,221,16.3257,1105000,-818.59765625,5139.36,221,37.2392
5226.77,222,16.3698,1110000,-803.7865600585938,4801.18,222,37.7783
5004.28,223,16.0529,1115000,-829.1355590820312,4980.42,223,37.8535
1914.37,224,15.4889,1120000,-753.6589965820312,3227.98,224,37.3686
6.63,225,38.17,1125000,-1713.1641845703125,10.45,225,53.4698
67.06,226,58.8975,1130000,-1775.3114013671875,159.46,226,51.9283
306.14,227,50.2607,1135000,-1844.90869140625,279.09,227,50.9547
321.61,228,22.0006,1140000,-1493.8955078125,349.25,228,47.7692
823.67,229,16.8607,1145000,-1454.90673828125,698.03,229,48.3445
1570.42,230,15.9542,1150000,-1215.241455078125,2243.51,230,44.1668
992.34,231,30.4635,1155000,-1761.635986328125,474.43,231,46.1665
4069.6,232,14.0785,1160000,-1006.9014892578125,3779.82,232,37.7729
3195.7,233,16.1802,1165000,-1130.8939208984375,3038.4,233,37.5326
3138.53,234,12.7616,1170000,-1084.6080322265625,1930.23,234,38.8057
1973.08,235,13.6425,1175000,-1231.3349609375,2244.08,235,40.4057
4446.01,236,14.6723,1180000,-1045.0469970703125,4363.02,236,39.4743
5063.71,237,16.602,1185000,-980.469482421875,4419.45,237,39.1621
5080.81,238,15.5377,1190000,-873.2044677734375,4578.17,238,37.6751
5132.59,239,16.2694,1195000,-896.7122802734375,4163.52,239,37.5412
1937.2,240,16.7867,1200000,-1090.8848876953125,2354.9,240,38.4121
5118.49,241,15.791,1205000,-1000.6223754882812,4170.88,241,37.9404
5153.92,242,16.6746,1210000,-994.5103149414062,3253.59,242,38.741
616.21,243,13.8809,1215000,-1248.6334228515625,2276.19,243,39.5829
2416.43,244,12.9696,1220000,-1442.53125,1592.55,244,39.5843
3625.12,245,13.8905,1225000,-1020.6898193359375,3052.6,245,38.2414
4382.31,246,13.354,1230000,-1324.897705078125,2245.61,246,39.3918
125.96,247,36.3817,1235000,-1905.4530029296875,160.68,247,49.7171
330.95,248,13.0691,1240000,-1676.60400390625,1394.7,248,41.4225
97.09,249,12.563,1245000,-1464.7957763671875,1135.05,249,39.5337
5316.33,250,14.9576,1250000,-855.33740234375,4685.89,250,37.3495
5241.25,251,14.4466,1255000,-913.2771606445312,4789.34,251,37.4954
737.56,252,12.4101,1260000,-1425.792236328125,2862.02,252,38.9083
3913.24,253,13.644,1265000,-987.6541137695312,4361.75,253,37.6704
5251.13,254,13.3142,1270000,-959.152587890625,4565.37,254,37.5661
5255.41,255,14.3822,1275000,-941.6996459960938,4688.66,255,37.5155
5230.71,256,13.5515,1280000,-1145.2313232421875,4650.09,256,38.1106
5222.12,257,14.4722,1285000,-941.2584228515625,4656.22,257,37.2902
2998.32,258,14.4753,1290000,-1348.5179443359375,2694.04,258,38.3486
4944.45,259,12.5431,1295000,-1166.1123046875,4260.61,259,37.8633
1590.73,260,23.4541,1300000,-1484.3095703125,2730.71,260,39.9769
866.31,261,23.7677,1305000,-2386.639892578125,552.59,261,45.4137
1133.38,262,17.6477,1310000,-2130.6025390625,705.06,262,45.999
2916.04,263,12.8495,1315000,-1818.330078125,3009.04,263,42.4979
4533.03,264,11.5821,1320000,-1198.6123046875,4596.3,264,37.9293
3869.37,265,11.7928,1325000,-1198.7137451171875,4196.74,265,37.6225
3438.04,266,14.3837,1330000,-1025.63720703125,5063.73,266,37.4414
5278.12,267,15.7084,1335000,-986.7227172851562,5195.86,267,37.7756
5397.9,268,16.0404,1340000,-1034.5906982421875,4466.2,268,38.7697
5141.52,269,17.8546,1345000,-1251.0281982421875,4495.97,269,38.5677
5294.22,270,15.9106,1350000,-1029.0653076171875,5192.8,270,38.3118
5383.83,271,15.9023,1355000,-977.0635375976562,4782.65,271,38.034
5395.95,272,15.6356,1360000,-978.1187744140625,5042.76,272,37.7322
5409.15,273,15.0416,1365000,-1002.5719604492188,5271.26,273,37.503
5368.11,274,14.7132,1370000,-1015.5526123046875,5198.13,274,37.7416
5325.22,275,15.8408,1375000,-1001.857177734375,4835.17,275,38.1564
5408.31,276,14.626,1380000,-1050.6851806640625,5007.94,276,38.0048
5454.01,277,14.8578,1385000,-1083.0001220703125,5173.12,277,38.0839
5300.66,278,15.2019,1390000,-1032.6202392578125,4943.87,278,38.0277
5439.71,279,17.2487,1395000,-1223.0159912109375,5006.7,279,38.0523
5465.42,280,14.7905,1400000,-1085.767822265625,5260.5,280,38.3372
5471.49,281,14.5466,1405000,-1036.1187744140625,5176.84,281,37.931
5484.62,282,14.982,1410000,-1193.297119140625,5061.14,282,38.8868
5528.92,283,15.4072,1415000,-1055.3072509765625,4846.21,283,38.2352
5506.17,284,14.6755,1420000,-1053.427978515625,5366.49,284,37.8399
5441.39,285,16.5217,1425000,-1215.639404296875,4832.55,285,38.593
2799.88,286,24.5939,1430000,-2274.434326171875,1451.5,286,42.4177
1695.5,287,23.4374,1435000,-2145.178955078125,2558.56,287,41.5952
1987.65,288,23.3346,1440000,-2419.7021484375,1151.45,288,48.2619
623.42,289,16.5322,1445000,-2355.7548828125,439.38,289,48.0865
323.46,290,24.1006,1450000,-2709.191162109375,383.31,290,48.2104
2002.67,291,13.4812,1455000,-1937.969970703125,1761.97,291,42.5669
3657.66,292,13.2905,1460000,-1379.509033203125,4015.55,292,39.4095
4774.67,293,12.1796,1465000,-1471.2276611328125,3619.94,293,39.3523
5031.79,294,13.2444,1470000,-1276.1448974609375,4731.7,294,37.9287
1643.36,295,12.2235,1475000,-1539.771240234375,2720.47,295,38.8524
5268.36,296,14.632,1480000,-1279.4134521484375,4960.59,296,38.0521
5582.84,297,14.5985,1485000,-1171.7091064453125,5216.03,297,37.97
5574.74,298,14.6449,1490000,-1204.0765380859375,4750.22,298,37.4862
5192.71,299,16.0788,1495000,-1299.8984375,4474.07,299,37.5088
613.29,300,58.0361,1500000,-3192.5126953125,175.59,300,52.2638
494.44,301,21.6223,1505000,-2512.471435546875,336.58,301,48.7657
1312.11,302,16.2519,1510000,-2083.85986328125,1692.55,302,43.3553
4695.17,303,16.9557,1515000,-1872.4813232421875,3451.2,303,39.4643
4630.29,304,13.1431,1520000,-1767.7930908203125,3559.34,304,40.9309
3531.15,305,15.0017,1525000,-1905.7760009765625,2455.34,305,40.5848
1968.0,306,30.8853,1530000,-2751.292724609375,984.73,306,45.4672
801.63,307,27.6127,1535000,-2689.364990234375,372.71,307,42.6616
5156.83,308,15.5935,1540000,-1567.898193359375,4995.22,308,38.0877
5147.82,309,14.3945,1545000,-1307.16015625,5149.98,309,37.7512
4994.24,310,13.0,1550000,-1411.89111328125,4924.07,310,37.4872
5266.85,311,12.4975,1555000,-1445.3768310546875,4701.05,311,37.5121
5179.34,312,13.6512,1560000,-1385.526123046875,4749.31,312,37.1663
5295.31,313,13.9771,1565000,-1357.8858642578125,5145.61,313,38.0834
5128.96,314,13.3181,1570000,-1458.8302001953125,4978.25,314,38.2261
5207.79,315,14.0504,1575000,-1378.802490234375,5132.25,315,37.7894
5256.36,316,15.4531,1580000,-1407.15234375,5179.28,316,38.0142
5340.48,317,15.1323,1585000,-1424.45947265625,5124.46,317,37.8248
5173.41,318,14.7691,1590000,-1396.6064453125,5164.52,318,37.477
5203.4,319,14.2589,1595000,-1465.7205810546875,5062.56,319,37.9067
5094.61,320,14.9117,1600000,-1482.8431396484375,4977.9,320,37.0211
5045.91,321,15.6636,1605000,-1520.472412109375,5027.33,321,38.0788
5254.29,322,18.5929,1610000,-1662.1964111328125,5050.67,322,38.3142
2992.12,323,16.8537,1615000,-2672.61767578125,2428.12,323,40.0207
1872.57,324,18.611,1620000,-2700.810302734375,1922.45,324,40.6026
2269.29,325,19.6808,1625000,-3248.235107421875,1632.37,325,46.0063
2786.12,326,20.3028,1630000,-2600.653564453125,2133.99,326,40.5137
359.37,327,31.0116,1635000,-3206.123046875,421.02,327,48.6921
325.73,328,34.9316,1640000,-3236.01513671875,344.02,328,48.7661
3679.79,329,23.7476,1645000,-2550.917724609375,1060.8,329,40.09
5288.63,330,15.2124,1650000,-1565.3631591796875,4842.05,330,38.8901
5196.61,331,14.918,1655000,-1500.752685546875,5177.64,331,38.3027
4850.47,332,14.6238,1660000,-1689.2325439453125,4343.63,332,38.2181
4845.72,333,14.5275,1665000,-1627.4609375,4845.94,333,38.4275
5255.22,334,14.9339,1670000,-1502.5704345703125,5188.88,334,38.0161
5291.45,335,14.9543,1675000,-1477.7596435546875,4710.89,335,37.6956
5256.82,336,15.3148,1680000,-1457.04248046875,5131.52,336,37.6784
4879.52,337,14.3219,1685000,-1462.890625,4990.66,337,37.3357
2400.68,338,14.546,1690000,-1670.227783203125,4995.83,338,37.8732
5188.28,339,14.9688,1695000,-1527.4595947265625,4913.91,339,37.7598
5446.98,340,15.8303,1700000,-1720.8046875,5153.49,340,37.5986
5396.12,341,13.7245,1705000,-1676.1644287109375,5054.62,341,36.9749
5402.4,342,17.5345,1710000,-1657.8851318359375,4964.97,342,37.6478
5380.41,343,14.8875,1715000,-1786.722900390625,5277.96,343,37.0973
5493.61,344,14.6343,1720000,-1449.065673828125,5298.02,344,37.0143
5545.48,345,15.1505,1725000,-1408.2734375,5279.24,345,37.6351
5359.1,346,14.0797,1730000,-1499.5262451171875,4877.95,346,38.1827
5439.83,347,14.7436,1735000,-1466.6688232421875,5241.59,347,37.6648
5316.53,348,14.4812,1740000,-1474.3905029296875,5235.71,348,37.8657
5551.05,349,14.263,1745000,-1380.810546875,5323.37,349,37.4074
5506.17,350,15.4883,1750000,-1482.1737060546875,5241.52,350,38.2658
5414.6,351,15.1415,1755000,-1460.2940673828125,5265.68,351,38.0754
5521.29,352,14.5185,1760000,-1435.3275146484375,5325.6,352,37.2521
5201.14,353,14.3641,1765000,-1432.6512451171875,5355.56,353,37.2995
5347.57,354,14.7694,1770000,-1502.758056640625,4964.9,354,37.769
5511.41,355,14.5828,1775000,-1581.564208984375,5027.71,355,37.7066
4805.86,356,17.9924,1780000,-2264.5712890625,3383.7,356,38.2867
325.28,357,22.3709,1785000,-2942.7109375,606.06,357,40.5428
4212.0,358,18.7531,1790000,-2602.629638671875,3430.11,358,38.9986
5457.67,359,15.3293,1795000,-1522.9439697265625,5361.23,359,37.8813
5464.34,360,15.8396,1800000,-1723.5867919921875,5292.11,360,37.9119
5489.6,361,14.5787,1805000,-1668.00146484375,5310.48,361,38.3081
5487.54,362,14.0354,1810000,-1596.8255615234375,5329.16,362,37.8685
5443.91,363,14.1315,1815000,-1634.3936767578125,5318.96,363,37.9711
5492.66,364,15.1412,1820000,-1639.3914794921875,5293.93,364,37.9925
5502.63,365,15.9974,1825000,-1621.8189697265625,5394.75,365,38.591
5490.19,366,15.4083,1830000,-1656.159912109375,5258.55,366,37.5186
5419.63,367,15.7106,1835000,-1715.392333984375,5282.8,367,37.875
5490.63,368,15.2973,1840000,-1593.079833984375,5268.11,368,38.3478
5539.49,369,15.9172,1845000,-1643.2457275390625,5386.89,369,38.0796
5520.58,370,15.4309,1850000,-1641.51123046875,5336.97,370,37.449
5593.35,371,15.6014,1855000,-1678.1888427734375,5380.34,371,37.4275
5658.88,372,14.8856,1860000,-1634.621337890625,5416.65,372,38.0541
5588.53,373,15.7859,1865000,-1658.1048583984375,5176.26,373,37.9569
5530.68,374,15.4807,1870000,-1673.4793701171875,5129.74,374,38.1787
5680.33,375,15.7953,1875000,-1633.615234375,5421.39,375,37.9285
5528.72,376,15.959,1880000,-1648.9127197265625,5371.8,376,37.8936
5723.27,377,15.2845,1885000,-1642.6636962890625,5432.37,377,37.8117
5639.63,378,15.946,1890000,-1677.9957275390625,5397.23,378,38.3922
5614.89,379,15.5594,1895000,-1664.78369140625,4946.02,379,37.6519
5646.71,380,15.7703,1900000,-1666.9044189453125,5436.58,380,38.3203
5612.15,381,15.0418,1905000,-1707.05322265625,5386.58,381,38.5728
5656.95,382,15.5041,1910000,-1669.5699462890625,5171.12,382,38.5188
5359.87,383,15.2874,1915000,-1976.2666015625,4551.9,383,38.292
