Reward Loss,Running Forward KL,Running Update Time,Real Det Return,Real Sto Return,Itration,Running Env Steps,Running Reverse KL
-9854.994140625,352.5864,86,1016.93,1470.64,86,430000,210.71
-11134.7177734375,352.7838,87,1216.51,1735.16,87,435000,254.9822
-9195.0986328125,351.6535,88,1262.09,2164.87,88,440000,195.8193
-7546.345703125,333.3351,89,1239.12,2562.02,89,445000,154.2248
-10056.400390625,360.764,90,776.12,1511.76,90,450000,240.9603
-8991.39453125,346.1286,91,2353.57,1979.56,91,455000,201.3637
-10783.9306640625,352.7919,92,1084.5,2028.39,92,460000,223.6847
-8629.201171875,338.1365,93,2362.33,2817.55,93,465000,167.3475
-10103.166015625,354.5026,94,1933.3,2257.78,94,470000,205.1413
-12005.6826171875,361.9495,95,1187.36,2521.72,95,475000,250.1093
-9092.708984375,347.6998,96,1597.89,2178.31,96,480000,179.9101
-9923.08203125,345.6562,97,929.45,2419.36,97,485000,218.3245
-10699.7734375,352.214,98,1117.93,1628.11,98,490000,223.4863
-10412.025390625,354.1085,99,1128.15,1989.92,99,495000,215.4565
-10532.677734375,351.7006,100,2704.66,2459.18,100,500000,195.6263
-8530.7822265625,337.7943,101,1141.81,2613.17,101,505000,175.6678
-11181.5888671875,350.3171,102,1163.7,2226.63,102,510000,232.7901
-9934.671875,343.7171,103,991.64,2937.3,103,515000,200.6108
-10257.2265625,346.5615,104,1346.74,3006.21,104,520000,194.3783
-11350.7294921875,354.8009,105,1571.49,2412.43,105,525000,195.8926
-9982.107421875,344.1592,106,1113.65,2629.75,106,530000,198.0373
-9936.4482421875,351.0196,107,1171.3,2311.37,107,535000,179.1803
-10902.427734375,352.9147,108,908.58,2495.65,108,540000,218.1608
-10350.783203125,351.3486,109,1644.91,2024.4,109,545000,188.828
-10668.892578125,348.8469,110,1221.17,1832.66,110,550000,186.1857
-12365.2099609375,356.9796,111,1423.79,1596.84,111,555000,248.0336
-7865.53759765625,334.3433,112,3405.5,4741.15,112,560000,141.6257
-8820.7060546875,342.7318,113,2663.57,4339.04,113,565000,153.1348
-8864.03515625,340.6483,114,2040.3,4455.11,114,570000,142.9363
-11545.0263671875,359.3016,115,727.46,2541.21,115,575000,211.8446
-10377.658203125,347.9042,116,1017.16,2766.76,116,580000,183.7549
-8798.5380859375,332.5256,117,1603.03,3436.6,117,585000,134.4805
-10203.1767578125,338.7788,118,3553.27,4071.29,118,590000,139.3182
-11521.3115234375,346.1975,119,1253.06,3785.61,119,595000,183.7777
-10667.166015625,338.5553,120,2502.53,4413.72,120,600000,158.4614
-10405.052734375,342.8776,121,598.28,3852.35,121,605000,155.5385
-10004.8388671875,329.024,122,4237.28,3555.68,122,610000,138.6317
-10737.330078125,336.4479,123,3084.79,3282.03,123,615000,132.868
-11902.99609375,334.8442,124,580.58,2776.72,124,620000,149.1325
-10178.6337890625,326.9184,125,3059.32,4167.75,125,625000,123.3048
-11588.5986328125,343.3842,126,2321.91,2856.52,126,630000,173.9456
-12795.43359375,342.5941,127,2849.8,2656.58,127,635000,161.6132
-11592.21484375,339.897,128,2225.99,3632.9,128,640000,143.0489
-11547.4111328125,333.7024,129,1417.62,4386.3,129,645000,138.9939
-12321.5927734375,341.5324,130,2025.1,3805.16,130,650000,183.6808
-13141.5634765625,347.0497,131,784.49,3560.66,131,655000,188.7029
-13438.2490234375,348.5771,132,1457.09,2648.93,132,660000,189.6343
-12426.5234375,333.6191,133,2922.7,2880.69,133,665000,139.0211
-12330.5634765625,329.6337,134,3143.34,3573.41,134,670000,127.6153
-12402.685546875,330.7601,135,3920.82,3588.88,135,675000,154.5333
-12607.08984375,330.3593,136,4242.53,4494.12,136,680000,156.6197
-13217.8359375,333.3449,137,4201.63,2631.61,137,685000,162.1188
-12519.4921875,331.9113,138,3532.84,3919.27,138,690000,130.3807
-13631.953125,350.1722,139,2027.47,3411.89,139,695000,182.7132
-13358.005859375,337.6339,140,846.07,2928.58,140,700000,162.9515
-14808.1904296875,365.5032,141,829.61,1462.36,141,705000,267.4021
-14462.0673828125,361.0633,142,847.84,2727.48,142,710000,220.1326
-13222.2060546875,332.078,143,2142.02,2793.26,143,715000,133.7599
-12921.611328125,342.926,144,2467.01,3606.25,144,720000,161.1291
-14082.373046875,332.3947,145,2321.02,3690.19,145,725000,142.9639
-14483.1064453125,347.7797,146,3450.06,3567.76,146,730000,196.6615
-13749.10546875,337.3218,147,3118.49,3420.12,147,735000,158.5472
-14488.568359375,342.9388,148,1533.57,3402.18,148,740000,171.4261
-13632.388671875,333.1356,149,2721.01,3280.01,149,745000,148.3291
-14007.3193359375,333.2644,150,1467.43,3675.64,150,750000,147.4705
-13823.212890625,332.0557,151,3202.94,4099.44,151,755000,160.1386
-14030.779296875,329.977,152,2766.87,3474.47,152,760000,124.6175
-14348.5888671875,328.5499,153,4320.08,4650.33,153,765000,133.4815
-14509.0927734375,330.6559,154,4646.42,4575.83,154,770000,140.2914
-15202.818359375,336.8327,155,5060.2,4943.63,155,775000,155.1544
-14620.345703125,339.0643,156,4330.05,4637.77,156,780000,148.8701
-14595.615234375,330.323,157,2922.11,4544.38,157,785000,121.0045
-14456.501953125,336.4318,158,3815.5,3365.63,158,790000,144.0732
-14312.251953125,352.3725,159,4512.65,3330.88,159,795000,156.9374
-15603.759765625,339.2673,160,2249.93,3487.23,160,800000,144.1139
-15375.650390625,330.7756,161,4248.36,3495.92,161,805000,127.8091
-14672.533203125,325.3432,162,4926.48,4286.39,162,810000,117.3134
-13545.5478515625,338.0802,163,3222.62,3474.91,163,815000,146.678
-13249.26171875,339.0964,164,1722.21,1800.02,164,820000,158.4579
-14300.4921875,335.1539,165,4541.43,3024.64,165,825000,140.1297
-14373.470703125,338.4626,166,1134.76,2403.55,166,830000,146.3097
-15140.30078125,333.8056,167,3594.83,3245.32,167,835000,136.2843
-15245.1005859375,333.0653,168,1029.08,3681.41,168,840000,143.1972
-15467.9638671875,334.3101,169,3908.35,4054.55,169,845000,147.327
-15717.37890625,356.1365,170,1063.62,1607.29,170,850000,219.0447
-16137.0068359375,325.7814,171,3433.73,3714.93,171,855000,125.4937
-16152.982421875,361.5845,172,1000.41,1858.65,172,860000,257.2102
-16848.18359375,365.8057,173,2081.18,2764.09,173,865000,298.2168
-16640.109375,349.3763,174,1414.76,1904.86,174,870000,219.8596
-16350.1435546875,335.4395,175,4518.87,3925.85,175,875000,146.5394
-16235.7177734375,332.664,176,4752.79,3245.01,176,880000,135.8268
-15956.603515625,331.4329,177,4928.96,2829.96,177,885000,151.5155
-15692.375,333.9565,178,2935.8,1999.36,178,890000,153.0082
-16518.25,351.5692,179,3155.99,3845.5,179,895000,259.1852
-16668.26171875,340.1944,180,3989.59,3372.03,180,900000,166.5545
-17324.07421875,356.0962,181,1240.63,1624.6,181,905000,236.3387
-16848.853515625,347.6505,182,3983.31,3265.46,182,910000,170.1075
-17030.466796875,351.1333,183,1354.54,2129.83,183,915000,195.8161
-17424.728515625,377.3704,184,1285.62,1454.7,184,920000,270.3201
-16623.96484375,336.5543,185,5139.31,3258.53,185,925000,182.9982
-17123.54296875,338.6564,186,2968.68,3293.08,186,930000,183.1632
-17035.591796875,350.5457,187,4490.2,3452.34,187,935000,191.695
-17239.2734375,341.5391,188,3073.26,2821.45,188,940000,170.1681
-17615.08984375,350.541,189,1445.92,3935.56,189,945000,188.913
-17049.5234375,360.4059,190,1467.06,1850.5,190,950000,194.9301
-17288.990234375,345.206,191,1810.68,3497.92,191,955000,175.3435
-16886.869140625,364.9203,192,2608.97,1532.71,192,960000,205.1099
-16433.341796875,359.1944,193,1807.22,1417.07,193,965000,194.1433
-17167.080078125,401.9359,194,749.16,647.1,194,970000,251.7627
-16652.6796875,372.9093,195,702.26,701.71,195,975000,213.4205
-16394.263671875,447.548,196,284.67,504.25,196,980000,273.7809
-17103.751953125,394.1039,197,691.95,715.2,197,985000,238.7954
-17043.07421875,392.7812,198,379.26,430.28,198,990000,233.6606
-16732.337890625,398.8917,199,900.02,762.05,199,995000,235.0449
-17053.38671875,415.6281,200,722.15,664.66,200,1000000,262.6905
-16418.08984375,387.6546,201,581.82,622.72,201,1005000,272.0252
-16527.923828125,395.8273,202,467.73,472.82,202,1010000,257.0086
-16753.998046875,386.5767,203,590.32,548.33,203,1015000,242.8662
-17038.93359375,403.7185,204,443.95,537.82,204,1020000,255.5766
-17782.431640625,411.0793,205,436.49,562.47,205,1025000,262.9708
-17864.373046875,414.1996,206,387.5,612.92,206,1030000,269.333
-18257.875,423.2566,207,554.9,592.65,207,1035000,293.2316
-16510.939453125,371.459,208,930.42,911.01,208,1040000,219.3211
-13262.0390625,391.0966,209,641.91,840.32,209,1045000,202.8196
-13404.357421875,384.8384,210,722.67,1012.19,210,1050000,214.9807
-13328.5107421875,376.3525,211,528.32,1165.03,211,1055000,196.0844
-12758.380859375,378.1623,212,394.17,602.91,212,1060000,217.7669
-12855.3603515625,385.0051,213,428.62,778.55,213,1065000,238.7699
-13507.3623046875,386.4253,214,569.97,941.21,214,1070000,272.8866
-12844.0126953125,373.6645,215,733.61,1364.38,215,1075000,245.9388
-16107.8759765625,378.5205,216,866.66,1426.73,216,1080000,283.0194
-16891.986328125,387.1081,217,993.17,1540.76,217,1085000,394.4693
-18119.439453125,384.9058,218,1461.17,2311.14,218,1090000,358.7619
-18373.587890625,375.9351,219,1133.01,2025.5,219,1095000,283.6955
-18501.3203125,393.6066,220,3631.42,2169.65,220,1100000,355.9536
-18373.921875,383.2697,221,1955.97,1931.34,221,1105000,315.8178
-18633.0,386.4743,222,2265.83,2309.32,222,1110000,373.5178
-18171.53125,375.7919,223,3252.7,2484.1,223,1115000,293.4627
-17611.1484375,380.6224,224,1659.58,1882.34,224,1120000,296.4111
-17343.103515625,388.7058,225,1594.35,1673.49,225,1125000,302.6985
-16137.380859375,387.1371,226,1495.8,1707.93,226,1130000,241.6802
-15452.4150390625,386.4614,227,1796.53,1389.49,227,1135000,243.84
-16678.349609375,365.1222,228,1879.24,2187.79,228,1140000,186.9041
-15985.9375,375.8944,229,1029.75,1110.41,229,1145000,255.4539
-16009.2978515625,374.8008,230,1431.55,1103.32,230,1150000,221.9698
-15443.8134765625,382.6352,231,1159.59,898.16,231,1155000,239.4293
-15616.6787109375,374.3684,232,479.43,925.24,232,1160000,237.3628
-15959.94921875,377.3487,233,2165.98,1429.5,233,1165000,202.3009
-16109.294921875,382.9738,234,2755.03,2304.56,234,1170000,232.4535
-16277.10546875,369.1494,235,908.27,1882.97,235,1175000,212.0533
-16590.15625,356.3897,236,2496.96,1810.58,236,1180000,196.3278
-16550.435546875,370.2828,237,2909.68,2276.3,237,1185000,202.0953
-16431.681640625,370.3854,238,1755.79,1690.63,238,1190000,213.9379
-16432.40234375,366.0477,239,3074.8,2098.28,239,1195000,208.027
-16356.7578125,376.8642,240,1310.67,1035.89,240,1200000,205.1865
-17031.22265625,382.6752,241,2321.39,1627.87,241,1205000,219.9662
-16832.744140625,360.1937,242,2355.15,2050.69,242,1210000,206.0695
-16658.671875,356.5148,243,1823.79,2044.56,243,1215000,200.6642
-16957.923828125,349.4082,244,3831.8,1784.72,244,1220000,169.8138
-16901.626953125,360.8303,245,1439.57,1492.13,245,1225000,210.0488
-17313.576171875,351.2773,246,647.27,2032.87,246,1230000,176.9271
-17161.048828125,354.0689,247,3148.96,2552.48,247,1235000,188.0754
-17449.09765625,365.6892,248,1499.92,1628.57,248,1240000,205.3905
-17124.1328125,377.6183,249,2998.4,1296.04,249,1245000,222.154
-16906.697265625,365.6136,250,2756.66,2384.64,250,1250000,210.1917
-17963.52734375,393.3516,251,1544.61,1648.61,251,1255000,271.9642
-17715.322265625,349.9917,252,3882.97,2163.38,252,1260000,175.7085
-17776.078125,354.1249,253,3068.06,2760.59,253,1265000,190.6416
-17525.53515625,349.7099,254,4466.81,2378.03,254,1270000,184.9682
-17910.388671875,348.4739,255,4368.21,2928.34,255,1275000,170.6023
-17972.34765625,356.7365,256,2522.85,2647.27,256,1280000,199.3374
-18493.30078125,363.5677,257,4317.67,1781.51,257,1285000,247.0225
-18353.03515625,344.7644,258,4911.34,2772.67,258,1290000,200.9049
-18264.517578125,346.5506,259,3615.93,2870.93,259,1295000,217.0418
-18011.8671875,344.8937,260,4514.94,2290.31,260,1300000,200.1932
-18327.27734375,347.2769,261,4970.99,2137.37,261,1305000,207.2965
-18425.814453125,350.7335,262,3920.9,3115.69,262,1310000,199.3045
-18343.822265625,341.9288,263,4719.12,4288.32,263,1315000,157.2187
-18380.9921875,353.388,264,4972.25,3385.64,264,1320000,204.6627
-18295.6953125,343.5513,265,4949.47,3828.18,265,1325000,181.3331
-18166.880859375,334.3096,266,4682.95,3239.68,266,1330000,157.977
-18842.21875,376.0495,267,2353.7,1907.84,267,1335000,306.1297
-18495.18359375,346.1594,268,3966.96,3174.57,268,1340000,208.7026
-18659.099609375,350.4925,269,3830.16,3593.17,269,1345000,203.0741
-18446.947265625,344.995,270,2748.29,3287.95,270,1350000,206.3221
-18624.87890625,348.4997,271,4116.42,4175.2,271,1355000,194.5245
-18735.2265625,352.8765,272,4281.48,3478.3,272,1360000,198.8449
-18833.98046875,360.3337,273,5177.45,4844.29,273,1365000,211.5233
-18538.716796875,340.1187,274,5127.96,4234.7,274,1370000,138.9021
-18824.58203125,351.3246,275,5147.23,3533.37,275,1375000,165.1105
-18684.140625,346.8824,276,4978.5,3862.0,276,1380000,175.4136
-18792.5078125,341.0799,277,4958.35,4668.31,277,1385000,165.9113
-18603.927734375,342.402,278,5149.16,3925.58,278,1390000,169.5539
-18604.5703125,336.5696,279,4747.84,4791.96,279,1395000,143.8572
-18589.404296875,336.2793,280,4691.04,3879.97,280,1400000,140.3503
-18786.806640625,344.1947,281,5038.93,4360.22,281,1405000,161.624
-18478.080078125,340.0642,282,4895.7,4308.26,282,1410000,159.9367
-18667.8359375,341.7789,283,5240.9,5074.87,283,1415000,154.6276
-18609.099609375,334.5736,284,5002.22,4545.04,284,1420000,152.4286
-18817.365234375,345.7351,285,5306.28,4604.1,285,1425000,159.0026
-18743.125,343.7841,286,4828.39,3578.14,286,1430000,144.1702
-18721.505859375,343.2533,287,5111.78,4979.14,287,1435000,160.9837
-18703.26953125,342.3876,288,5045.61,4225.41,288,1440000,150.6043
-18628.669921875,342.915,289,5122.22,5181.31,289,1445000,183.3084
-18647.4921875,339.6424,290,4189.66,3956.36,290,1450000,165.2502
-18666.97265625,343.2454,291,5013.05,5175.05,291,1455000,149.7442
-18789.154296875,343.2309,292,4899.59,5000.85,292,1460000,167.1423
-18688.388671875,336.3505,293,5280.79,4316.67,293,1465000,146.708
-18655.62109375,344.0162,294,4784.77,5170.64,294,1470000,153.4265
-18714.66796875,334.7328,295,4541.13,5023.88,295,1475000,148.1832
-18602.39453125,335.8803,296,4828.83,4575.3,296,1480000,143.7213
-18690.630859375,341.3323,297,4249.65,4798.26,297,1485000,155.9904
-18825.794921875,344.7678,298,4836.98,4524.39,298,1490000,149.8988
-18690.90234375,339.6953,299,4107.71,3792.29,299,1495000,152.5716
-18773.23828125,337.9087,300,3535.83,4438.62,300,1500000,143.8356
-18820.251953125,361.7902,301,3059.75,3475.8,301,1505000,232.1683
-18779.748046875,342.9298,302,4541.16,4521.17,302,1510000,159.8269
-18813.8828125,343.9246,303,4984.25,4591.2,303,1515000,157.6811
-18585.544921875,337.9937,304,3373.49,4807.75,304,1520000,155.9362
-18935.740234375,346.7168,305,5233.06,4460.08,305,1525000,163.0925
-18934.439453125,340.6803,306,5182.3,4375.63,306,1530000,162.7963
-18999.49609375,341.8003,307,4458.94,4587.17,307,1535000,197.1646
-18953.17578125,344.6633,308,4590.12,4757.06,308,1540000,166.5332
-18775.53125,336.9963,309,4387.18,4826.02,309,1545000,191.9125
-18989.150390625,342.5036,310,4752.49,4662.54,310,1550000,143.2749
-18712.91015625,338.6564,311,5190.8,4742.32,311,1555000,178.4906
-18873.9140625,336.8618,312,5025.84,4845.55,312,1560000,215.5569
-19024.015625,340.0993,313,4556.43,4383.57,313,1565000,233.8285
-18829.794921875,338.2447,314,5065.13,5016.55,314,1570000,140.4431
-18720.873046875,328.9625,315,5150.17,5110.6,315,1575000,136.8279
-18923.1953125,340.6194,316,5147.04,4896.39,316,1580000,309.4067
-18896.67578125,343.1816,317,4805.57,4646.25,317,1585000,339.8202
-18859.19140625,335.1666,318,5217.21,4728.15,318,1590000,143.297
-18971.50390625,348.3521,319,5174.5,4459.71,319,1595000,372.5847
-18969.376953125,348.5985,320,5243.18,4267.17,320,1600000,437.2177
-18776.73828125,335.6876,321,4858.06,4488.32,321,1605000,225.8623
-18973.015625,349.2427,322,5192.19,4531.1,322,1610000,389.9926
-18889.83984375,334.3831,323,5154.65,4839.48,323,1615000,136.4305
-18924.8125,343.2121,324,5177.06,5101.54,324,1620000,312.4013
-18928.3203125,338.4516,325,5171.75,4280.25,325,1625000,137.7476
-18773.703125,339.6432,326,4069.42,5027.62,326,1630000,372.5161
-18959.28515625,337.7284,327,4950.11,4976.94,327,1635000,140.335
-18950.8984375,336.739,328,4998.35,4780.98,328,1640000,151.9604
-19052.916015625,342.9383,329,3189.51,4473.08,329,1645000,238.9028
-18980.482421875,339.4794,330,5216.56,3693.2,330,1650000,190.8296
-18939.068359375,339.8789,331,4853.66,5145.67,331,1655000,145.1752
-18974.97265625,340.5131,332,4305.31,4751.82,332,1660000,177.305
-18893.162109375,337.8573,333,2978.48,4021.0,333,1665000,153.5868
-18886.83984375,337.2417,334,5197.74,4782.09,334,1670000,190.9649
-18936.587890625,337.4282,335,4015.24,4637.87,335,1675000,149.2572
-18901.255859375,343.2977,336,4744.55,4950.07,336,1680000,167.0852
-19048.294921875,343.208,337,4083.84,4583.55,337,1685000,152.5085
-19003.8828125,344.4215,338,4086.88,4382.8,338,1690000,153.2153
-18953.544921875,337.888,339,4507.22,4685.86,339,1695000,151.6206
-18845.466796875,333.4798,340,5216.56,4783.63,340,1700000,144.0367
-19044.861328125,343.0101,341,3641.65,4702.66,341,1705000,147.3617
-19078.76953125,343.9129,342,4884.25,4998.79,342,1710000,147.2662
-19185.912109375,345.6498,343,5214.03,4958.37,343,1715000,155.8171
-19173.81640625,347.9677,344,5224.56,5074.7,344,1720000,155.0871
-19229.8125,351.077,345,4822.53,4646.24,345,1725000,156.8977
-19150.21875,344.2128,346,4207.3,4535.55,346,1730000,159.0765
-19216.248046875,348.7658,347,4300.12,4660.96,347,1735000,154.7426
-19191.162109375,349.1629,348,3907.77,4933.69,348,1740000,156.8628
-19220.939453125,346.873,349,4149.31,5111.49,349,1745000,148.3873
-19148.287109375,345.6105,350,4354.68,4972.62,350,1750000,153.5104
-19183.40234375,345.1846,351,4912.7,4887.6,351,1755000,152.2173
-19169.9453125,351.3009,352,5011.73,4767.44,352,1760000,164.9641
-19254.150390625,348.5248,353,5156.7,3784.68,353,1765000,153.7764
-19156.07421875,352.2614,354,3669.62,4525.08,354,1770000,159.3449
-19341.291015625,348.0164,355,4762.93,4980.55,355,1775000,149.9138
-19353.6875,351.3089,356,4563.31,4441.61,356,1780000,159.3396
-19257.888671875,345.8677,357,5218.85,5044.32,357,1785000,160.0985
-19336.62890625,349.3862,358,5020.21,4975.69,358,1790000,160.7998
-19432.28515625,351.0798,359,4544.31,4980.87,359,1795000,163.4659
-19393.02734375,356.6827,360,4646.06,5079.39,360,1800000,171.6495
-19339.234375,348.9398,361,5226.03,5029.1,361,1805000,152.1614
-19323.74609375,352.8837,362,5279.74,5045.06,362,1810000,166.9286
-19357.4453125,350.4414,363,4544.2,4289.9,363,1815000,165.2223
-19301.61328125,348.3206,364,5254.73,4960.69,364,1820000,158.0919
-19163.666015625,349.4537,365,5216.27,4940.07,365,1825000,154.6652
-19260.27734375,350.162,366,5222.24,5115.94,366,1830000,172.4563
-19276.625,347.4084,367,5213.36,5161.07,367,1835000,150.4682
-19295.322265625,353.5292,368,5264.14,5147.69,368,1840000,164.1405
-19214.52734375,351.6046,369,5086.91,4017.29,369,1845000,159.4902
-19337.60546875,347.4744,370,5030.16,4812.87,370,1850000,159.0865
-19422.466796875,350.5274,371,5197.62,4999.92,371,1855000,153.6566
-19336.974609375,347.6269,372,4839.76,4291.08,372,1860000,158.9317
-19362.44921875,350.2737,373,4983.61,4530.87,373,1865000,158.3325
-19276.466796875,347.9404,374,5206.78,4496.97,374,1870000,172.5622
-19305.46484375,351.1403,375,4602.77,4150.22,375,1875000,160.491
-19173.21484375,354.9036,376,5213.89,5025.38,376,1880000,165.3106
-19468.630859375,354.3266,377,5230.77,4753.72,377,1885000,168.4202
-19502.453125,349.9306,378,5217.46,4866.5,378,1890000,172.7929
-19325.205078125,354.5917,379,5172.34,4968.63,379,1895000,161.7017
-19280.546875,356.8549,380,3584.84,4779.93,380,1900000,191.0331
-19300.31640625,355.0251,381,3798.04,4543.3,381,1905000,168.5289
-19317.529296875,358.4364,382,4779.97,4805.44,382,1910000,176.1087
-19408.890625,346.3222,383,4769.35,4464.36,383,1915000,167.1314
-19312.083984375,353.0899,384,5154.48,4679.4,384,1920000,164.761
-19202.05078125,348.9438,385,4051.39,4625.23,385,1925000,166.8301
-19172.955078125,356.9843,386,5228.91,4957.25,386,1930000,182.6717
-19351.154296875,352.7818,387,5017.8,4755.07,387,1935000,172.8886
-19085.1328125,359.1891,388,4821.14,4788.68,388,1940000,186.4077
-19285.009765625,347.9133,389,4510.51,3824.2,389,1945000,164.4031
-19506.857421875,352.475,390,5062.44,4767.27,390,1950000,171.7681
-19434.482421875,348.6727,391,5047.25,4640.15,391,1955000,162.1035
-19221.08984375,350.3081,392,3083.82,4684.79,392,1960000,171.4198
-19456.55078125,350.0888,393,5074.81,4898.91,393,1965000,166.2848
-19415.267578125,348.905,394,5096.27,5270.38,394,1970000,160.4036
-19295.86328125,340.437,395,5058.7,4907.94,395,1975000,157.3313
