Reward Loss,Real Sto Return,Itration,Running Reverse KL,Running Env Steps,Running Forward KL,Real Det Return,Running Update Time
453.76806640625,296.86,0,12.9619,0,49.7735,337.99,0
-159.32261657714844,289.87,1,20.2531,5000,49.4502,375.17,1
224.02456665039062,332.82,2,16.874,10000,49.1605,415.38,2
-199.7045440673828,472.08,3,35.2483,15000,49.8633,366.35,3
177.8262176513672,363.41,4,17.531,20000,49.73,358.37,4
-188.115478515625,551.66,5,16.9367,25000,49.3118,634.51,5
6.571874141693115,380.5,6,12.8914,30000,49.6451,375.71,6
255.31019592285156,382.2,7,13.8674,35000,48.244,512.5,7
-17.724729537963867,587.43,8,15.1244,40000,47.7858,309.14,8
-394.95947265625,807.78,9,24.3368,45000,47.4627,873.29,9
-256.18597412109375,764.97,10,15.7966,50000,47.4772,862.93,10
-174.2767791748047,899.51,11,14.8146,55000,46.8897,978.58,11
224.89849853515625,746.27,12,14.5689,60000,47.3342,788.54,12
-434.0422058105469,813.47,13,19.9916,65000,46.7214,1114.64,13
-223.53550720214844,714.34,14,14.3643,70000,46.5636,595.53,14
-241.18165588378906,843.83,15,14.666,75000,46.9449,685.67,15
-153.1764678955078,1029.63,16,15.9327,80000,46.6972,985.33,16
-321.8610534667969,1274.3,17,15.2324,85000,46.2984,1544.95,17
-492.1903076171875,975.67,18,16.9403,90000,46.9707,864.16,18
-687.2469482421875,937.24,19,27.3499,95000,47.2275,924.94,19
-614.1072387695312,769.12,20,16.662,100000,46.7977,857.07,20
-830.6797485351562,1415.44,21,19.1443,105000,46.5812,1558.87,21
-972.2265014648438,950.72,22,25.5523,110000,46.6844,941.21,22
-766.0707397460938,1111.44,23,22.593,115000,46.259,1189.84,23
-696.752197265625,1140.77,24,18.9507,120000,46.1223,1295.56,24
-926.8323364257812,1280.24,25,21.5066,125000,45.7221,1506.29,25
-1086.22314453125,1200.77,26,18.7309,130000,46.0896,1237.01,26
-917.3919677734375,2174.37,27,20.4389,135000,45.5044,3345.09,27
-1075.2779541015625,1329.85,28,19.5294,140000,46.7639,2504.38,28
-1225.5059814453125,1101.13,29,21.7106,145000,45.9677,1209.9,29
-1173.0638427734375,1698.16,30,22.0179,150000,45.9144,2412.18,30
-1332.540771484375,1517.37,31,25.7326,155000,45.7775,1972.1,31
-1397.9176025390625,1404.43,32,26.3151,160000,45.9234,1779.93,32
-1187.5614013671875,1337.18,33,19.5584,165000,45.8902,1781.52,33
-1263.1343994140625,1682.53,34,26.4546,170000,45.5141,2307.17,34
-1233.4180908203125,1390.83,35,17.5076,175000,45.3686,1709.25,35
-1175.2677001953125,2100.16,36,19.1871,180000,45.6231,3518.13,36
-1390.9029541015625,1617.44,37,20.0022,185000,45.8644,2045.35,37
-1361.923828125,1251.66,38,16.0634,190000,45.7474,1435.67,38
-1496.7747802734375,1360.71,39,16.0393,195000,45.99,1551.51,39
-1315.883056640625,1959.97,40,17.1731,200000,45.8194,2956.03,40
-1524.1103515625,1580.05,41,17.6284,205000,46.2784,1945.5,41
-1565.128173828125,1311.01,42,15.2413,210000,45.7387,1526.02,42
-1429.042724609375,1808.67,43,15.4074,215000,46.2442,2841.57,43
-1410.0093994140625,1863.56,44,15.4339,220000,45.3778,3311.87,44
-1629.70263671875,2115.51,45,15.4869,225000,45.9797,2682.0,45
-1624.1324462890625,1599.06,46,16.4681,230000,45.2727,1969.92,46
-1657.416748046875,1761.56,47,15.496,235000,45.7428,3175.09,47
-1576.1873779296875,2154.1,48,19.7184,240000,45.9954,3506.34,48
-1819.665771484375,1836.95,49,16.0302,245000,45.722,2839.86,49
-1678.838623046875,2474.39,50,18.2562,250000,45.9431,3587.55,50
-1621.302978515625,1978.57,51,17.3653,255000,45.5376,3603.7,51
-2134.69873046875,1513.07,52,20.1734,260000,46.3228,1609.43,52
-2142.37255859375,1835.56,53,19.9825,265000,45.4055,2267.59,53
-2114.087158203125,1596.49,54,18.7628,270000,46.0164,1908.59,54
-2132.221923828125,1544.44,55,17.2064,275000,45.3037,2018.11,55
-1710.2220458984375,2299.95,56,19.4718,280000,45.9607,3561.01,56
-2273.04150390625,2728.42,57,21.0108,285000,45.8631,3271.63,57
-2296.646728515625,1660.32,58,19.7867,290000,45.5011,2085.54,58
-2445.4619140625,2604.92,59,27.6303,295000,45.9372,3258.55,59
-2634.52880859375,1732.18,60,30.0877,300000,45.5188,3414.31,60
-2433.580078125,2260.89,61,20.2749,305000,45.5339,3105.43,61
-2592.619140625,1710.53,62,20.6449,310000,46.0924,2047.9,62
-2266.62548828125,2427.66,63,23.0363,315000,46.1351,3707.77,63
-2343.9375,1673.32,64,20.058,320000,45.8306,2250.3,64
-2931.159912109375,1824.67,65,22.6181,325000,46.5163,2452.66,65
-2609.54833984375,2607.56,66,23.9673,330000,44.9186,3299.11,66
-2863.740478515625,1911.43,67,30.2584,335000,45.619,2638.86,67
-2829.472412109375,2295.28,68,27.3116,340000,46.1635,3630.36,68
-2971.96142578125,1677.1,69,21.184,345000,46.0156,2145.04,69
-2509.135009765625,2529.21,70,19.9833,350000,45.5696,3274.25,70
-3187.41845703125,2114.38,71,31.1928,355000,46.0426,1957.47,71
-3030.92333984375,1859.14,72,25.4023,360000,45.7195,2613.19,72
-3420.829345703125,1931.09,73,32.4728,365000,45.7843,3090.13,73
-2524.68505859375,2435.17,74,20.6677,370000,46.074,3618.89,74
-3016.243408203125,2312.31,75,21.1004,375000,45.5006,3350.95,75
-3538.73095703125,2011.26,76,38.6547,380000,45.3569,3460.88,76
-3429.62353515625,1545.53,77,22.0025,385000,46.4446,3330.6,77
-3438.998291015625,2320.79,78,27.2617,390000,45.5281,3343.45,78
-3386.44140625,2281.8,79,29.7686,395000,45.4963,3171.21,79
-3119.17138671875,2370.15,80,29.3008,400000,45.5791,3613.98,80
-3175.3154296875,2323.9,81,25.5535,405000,45.4869,3722.28,81
-3941.55908203125,2310.07,82,25.0252,410000,46.2158,3582.79,82
-3975.16162109375,1927.02,83,40.0757,415000,45.6473,2897.93,83
-3924.84765625,2125.46,84,27.7675,420000,45.6194,2971.36,84
-4065.731201171875,1710.65,85,34.6155,425000,45.5643,2074.96,85
-3282.5712890625,1888.59,86,20.0934,430000,44.979,2625.7,86
-3112.81591796875,2604.35,87,19.0943,435000,45.3262,3676.75,87
-3053.26513671875,2954.63,88,24.9341,440000,45.5588,3695.75,88
-3947.44482421875,2444.48,89,20.7425,445000,45.7787,3232.28,89
-3629.4052734375,2376.59,90,15.3382,450000,45.7901,3068.25,90
-3595.403564453125,1992.95,91,15.0134,455000,45.2922,2948.26,91
-3344.16796875,2087.71,92,14.9709,460000,45.3898,3400.2,92
-3751.607666015625,2694.74,93,15.4904,465000,45.7117,3678.66,93
-3612.1650390625,2174.98,94,16.0748,470000,45.0124,2984.17,94
-3715.73388671875,1954.08,95,17.1849,475000,45.1671,2861.85,95
-3361.40673828125,3025.56,96,16.6184,480000,44.646,3596.33,96
-3577.158935546875,3001.63,97,17.3097,485000,45.384,3661.18,97
-4279.29150390625,2234.8,98,16.1432,490000,45.76,2777.09,98
-3406.509033203125,3052.37,99,16.2267,495000,45.0451,3627.37,99
-3653.071533203125,2942.33,100,15.8288,500000,45.4779,3249.33,100
-3593.31591796875,2954.05,101,16.8809,505000,45.4609,3737.72,101
-3691.333984375,2754.64,102,16.6895,510000,45.1825,3210.48,102
-3551.375244140625,2805.83,103,16.6494,515000,45.0408,3623.17,103
-3686.193115234375,2653.19,104,17.7701,520000,45.4306,3628.33,104
-3585.9287109375,2620.68,105,16.4808,525000,44.5963,3627.89,105
-3476.648193359375,2892.04,106,17.7428,530000,45.153,3660.87,106
-4009.49951171875,2939.87,107,15.069,535000,45.229,3759.25,107
-3801.140869140625,2839.67,108,15.9751,540000,44.8578,3712.53,108
-4318.36962890625,2739.19,109,15.5221,545000,45.2377,3475.33,109
-4316.302734375,2458.02,110,16.0339,550000,44.9308,3388.39,110
-4692.337890625,2157.52,111,15.5889,555000,45.1749,2422.67,111
-4396.73046875,2764.29,112,16.4384,560000,45.4005,3594.27,112
-4657.0224609375,2454.66,113,15.6251,565000,44.9482,3443.51,113
-3907.1630859375,3460.37,114,17.1612,570000,44.6648,3700.47,114
-5094.34814453125,2605.28,115,16.0143,575000,45.1266,3543.84,115
-4356.05859375,3037.84,116,16.8472,580000,44.9951,3678.86,116
-4138.4619140625,2497.54,117,17.0545,585000,45.0751,3750.73,117
-4796.41259765625,2977.92,118,15.5258,590000,45.4551,3631.62,118
-4927.2548828125,2381.0,119,15.0909,595000,44.8822,3856.74,119
-4221.61572265625,3412.35,120,17.6197,600000,45.7777,3569.0,120
-4006.732421875,3085.3,121,18.5418,605000,44.715,3770.89,121
-3790.371826171875,3229.0,122,18.6336,610000,45.296,3640.42,122
-4491.34814453125,3203.81,123,18.4361,615000,44.8804,3664.41,123
-4745.6796875,3342.64,124,16.1665,620000,44.9617,3744.01,124
-4039.28955078125,2969.89,125,16.509,625000,44.8207,3597.4,125
-4126.86865234375,3291.96,126,18.7185,630000,44.9621,3706.08,126
-3939.823974609375,3641.11,127,18.2307,635000,44.4062,3650.18,127
-4198.1865234375,3453.16,128,18.7758,640000,44.6031,3663.58,128
-4781.4365234375,3119.51,129,27.9723,645000,44.7196,3756.55,129
-4582.8388671875,2570.52,130,21.7148,650000,45.1918,3552.23,130
-4529.3642578125,2954.84,131,21.9611,655000,44.7233,3692.75,131
-4974.484375,3193.69,132,18.6869,660000,45.0486,3759.86,132
-5131.6162109375,3379.07,133,20.4689,665000,44.7555,3721.27,133
-5214.38037109375,3193.35,134,15.5539,670000,44.5209,3776.58,134
-4858.76123046875,3005.7,135,22.5784,675000,45.1699,3490.08,135
-5487.67919921875,3334.4,136,25.8685,680000,44.9962,3124.44,136
-5035.6220703125,3114.37,137,14.9899,685000,45.3456,2963.19,137
-5098.935546875,2700.84,138,16.2021,690000,44.8695,3146.85,138
-5115.51708984375,2914.61,139,16.3138,695000,44.6429,3858.88,139
-4947.5927734375,2940.77,140,17.1912,700000,44.6719,3649.73,140
-5197.4267578125,3207.28,141,21.3585,705000,44.9831,3800.8,141
-5357.2255859375,2512.7,142,14.298,710000,44.4696,3752.57,142
-5512.50048828125,3334.39,143,19.3761,715000,44.7622,3806.55,143
-5206.6689453125,3577.0,144,17.1986,720000,44.5827,3815.03,144
-5338.56982421875,3360.55,145,16.1592,725000,45.0513,3626.59,145
-4936.83740234375,3248.48,146,19.0348,730000,45.1641,3740.6,146
-5315.77587890625,3385.93,147,17.7617,735000,45.0257,3655.74,147
-5163.5107421875,3490.56,148,16.2038,740000,44.5824,3548.57,148
-5282.51171875,3371.11,149,17.6275,745000,44.7788,3730.48,149
-5416.71826171875,2731.45,150,18.2225,750000,44.7851,3831.36,150
-5952.40185546875,3326.15,151,20.4355,755000,45.3088,3772.13,151
-5590.935546875,3537.12,152,18.3791,760000,45.4224,3566.8,152
-5381.3779296875,3508.44,153,17.3807,765000,45.16,3604.77,153
-5525.783203125,3730.72,154,17.7722,770000,44.9956,3593.54,154
-5654.236328125,3322.33,155,15.399,775000,44.6071,3663.71,155
-6000.73486328125,3357.3,156,16.6085,780000,45.5028,3698.19,156
-5946.4609375,3596.82,157,14.8933,785000,45.1114,3683.36,157
-6088.88720703125,3492.15,158,14.7814,790000,45.3289,3418.34,158
-5867.3232421875,3611.76,159,16.6084,795000,44.5396,3721.73,159
-6055.2724609375,3541.33,160,15.849,800000,44.4259,3744.11,160
-6009.4462890625,3133.19,161,17.9692,805000,44.8594,3715.79,161
-6146.5859375,3572.62,162,16.9467,810000,45.1284,3635.4,162
-6294.5322265625,2927.27,163,16.141,815000,44.4936,3751.4,163
-5974.36572265625,3335.03,164,15.3714,820000,44.2584,3724.07,164
-6296.08154296875,3541.16,165,16.5746,825000,45.0248,3465.24,165
-6403.79345703125,3261.76,166,17.0995,830000,44.8571,3726.98,166
-6301.96435546875,3477.66,167,17.0723,835000,44.589,3546.53,167
-7151.51220703125,3541.45,168,14.1059,840000,45.1746,3551.97,168
-6579.0146484375,3670.91,169,16.4743,845000,45.1413,3677.91,169
-6741.94873046875,3449.56,170,18.5955,850000,45.2725,3674.87,170
-6686.21337890625,3397.63,171,17.5875,855000,45.0693,3617.6,171
-6667.84228515625,3457.4,172,16.8364,860000,44.741,3618.76,172
-6460.19384765625,2786.24,173,17.6796,865000,44.712,3671.62,173
-6896.9453125,3612.05,174,17.7935,870000,44.7812,3556.49,174
-6647.5810546875,3583.96,175,17.1679,875000,44.5679,3823.27,175
-6770.4228515625,3787.12,176,17.3937,880000,45.0723,3688.08,176
-6888.06884765625,3453.02,177,16.9507,885000,44.8244,3417.22,177
-6998.0390625,3580.77,178,16.184,890000,44.8756,3786.89,178
-6963.71484375,3673.71,179,16.8343,895000,44.8962,3592.91,179
-7284.78955078125,3644.51,180,16.5497,900000,45.0118,3753.44,180
-7341.462890625,3641.05,181,16.4848,905000,45.0586,3810.21,181
-7378.58349609375,3226.93,182,17.0039,910000,44.5406,3854.94,182
-7129.1259765625,3537.65,183,18.231,915000,44.5129,3755.91,183
-7181.9013671875,3676.65,184,16.8128,920000,45.2743,3592.84,184
-7092.77197265625,3374.7,185,17.6077,925000,44.7266,3746.29,185
-7872.43994140625,3381.23,186,13.3033,930000,45.0261,3657.68,186
-7238.330078125,3482.0,187,15.9289,935000,44.4255,3633.43,187
-7984.0478515625,3186.82,188,14.3216,940000,44.5965,3684.06,188
-7643.37646484375,3677.97,189,17.5901,945000,45.1971,3578.04,189
-7693.5556640625,3731.81,190,15.9532,950000,44.6275,3593.04,190
-7498.25537109375,3357.94,191,16.6959,955000,44.0015,3787.83,191
-7917.90283203125,3286.4,192,15.1272,960000,44.5152,3472.37,192
-7851.62255859375,3330.81,193,15.4654,965000,44.1549,3614.86,193
-7810.302734375,3169.81,194,16.273,970000,43.9987,3771.3,194
-7757.818359375,3544.04,195,16.523,975000,44.5678,3662.08,195
-8181.447265625,3227.61,196,15.8449,980000,44.02,3670.47,196
-8089.1572265625,3734.61,197,17.067,985000,44.881,3570.01,197
-8028.00390625,3637.95,198,15.9257,990000,44.6157,3635.15,198
-8002.31884765625,3509.86,199,16.3218,995000,44.4021,3700.03,199
-8142.68212890625,3590.86,200,17.1549,1000000,44.5737,3600.03,200
-8014.60498046875,3754.94,201,17.3923,1005000,44.7543,3578.59,201
-8322.626953125,3684.43,202,16.8495,1010000,45.2261,3596.83,202
-8331.2548828125,3539.21,203,17.0607,1015000,44.7511,3588.22,203
-8384.671875,3680.62,204,17.8689,1020000,44.6187,3647.02,204
-8485.99609375,3533.24,205,15.5314,1025000,44.4735,3605.92,205
-8515.6162109375,3744.51,206,17.5874,1030000,45.08,3652.6,206
-8555.3935546875,3431.6,207,17.7323,1035000,44.5789,3649.09,207
-8664.85546875,3789.55,208,16.9473,1040000,44.7976,3699.85,208
-8660.7412109375,3751.3,209,17.5839,1045000,44.7374,3645.06,209
-8645.4921875,3617.96,210,17.7051,1050000,44.9152,3671.31,210
-8784.1318359375,3684.4,211,16.2359,1055000,45.1398,3676.84,211
-8975.939453125,3710.66,212,16.6651,1060000,44.5453,3607.75,212
-8888.4248046875,3734.02,213,16.1403,1065000,44.5726,3662.54,213
-9098.830078125,3406.39,214,16.5672,1070000,44.5742,3619.31,214
-9140.08984375,3718.07,215,16.6418,1075000,44.7536,3637.89,215
-9135.8603515625,3494.03,216,16.8186,1080000,44.6788,3651.88,216
-9354.90234375,3732.09,217,16.0884,1085000,44.5496,3614.69,217
-9309.484375,3658.51,218,15.057,1090000,44.8983,3599.91,218
-9433.328125,3515.9,219,15.6308,1095000,44.8685,3556.94,219
-9283.4501953125,3581.32,220,16.417,1100000,44.5911,3589.89,220
-9613.646484375,3187.17,221,14.9781,1105000,44.6854,3479.45,221
-9549.5517578125,3155.21,222,15.9142,1110000,44.4433,3627.07,222
-9776.05078125,2831.85,223,16.2096,1115000,44.8606,3479.94,223
-9832.70703125,3667.35,224,15.319,1120000,44.6595,3493.22,224
-9904.7412109375,3418.99,225,15.826,1125000,44.3243,3609.62,225
-9893.2412109375,3606.78,226,15.3132,1130000,44.3976,3557.27,226
-9935.5283203125,3609.66,227,15.1709,1135000,44.1185,3657.36,227
-10460.982421875,3552.05,228,16.3966,1140000,44.6141,3585.0,228
-10339.13671875,3537.43,229,15.8152,1145000,44.476,3580.8,229
-10335.064453125,3402.4,230,16.0853,1150000,44.7802,3554.87,230
-10323.45703125,3592.28,231,16.0826,1155000,44.7025,3497.37,231
-10453.8564453125,3424.37,232,15.7788,1160000,44.3833,3565.02,232
-10377.6572265625,3680.36,233,16.2817,1165000,44.9969,3626.97,233
-10751.5927734375,3550.14,234,16.4432,1170000,44.4063,3663.03,234
-10687.0673828125,3121.13,235,16.6381,1175000,44.2537,3582.18,235
-10635.78515625,3676.27,236,15.8759,1180000,44.319,3624.81,236
-10681.5419921875,3319.3,237,16.4572,1185000,44.6385,3680.16,237
-11167.068359375,3262.44,238,17.7651,1190000,44.5073,3690.93,238
-10839.345703125,3291.82,239,16.0704,1195000,44.5046,3624.59,239
-11193.259765625,3619.69,240,16.1173,1200000,44.6254,3595.13,240
-11158.62890625,3585.83,241,15.7239,1205000,44.6407,3596.46,241
-11302.6337890625,3564.47,242,17.3664,1210000,44.731,3616.53,242
-11577.814453125,3542.3,243,18.8421,1215000,44.4365,3630.07,243
-11623.2109375,3644.93,244,17.464,1220000,44.5088,3729.51,244
-11921.1064453125,3424.88,245,17.3596,1225000,44.718,3812.39,245
-11829.9248046875,3583.84,246,16.5045,1230000,44.7319,3711.64,246
-11626.8828125,3608.94,247,16.3254,1235000,44.2663,3717.15,247
-11697.380859375,3663.14,248,15.6197,1240000,44.6612,3635.16,248
-11847.349609375,3776.43,249,16.2638,1245000,44.4696,3603.49,249
-11748.87109375,3755.96,250,15.693,1250000,44.8386,3657.08,250
-12094.0458984375,3733.77,251,15.3212,1255000,44.9046,3628.8,251
-12082.4150390625,3741.82,252,15.9943,1260000,44.5293,3758.7,252
-12052.7392578125,3573.35,253,15.9418,1265000,44.9932,3620.84,253
-12160.9912109375,3723.18,254,15.2499,1270000,44.5989,3699.05,254
-12415.1103515625,3706.61,255,17.3769,1275000,45.269,3696.9,255
-12498.5556640625,3750.65,256,15.3395,1280000,45.1295,3658.9,256
-12224.423828125,3766.05,257,16.24,1285000,44.9577,3663.26,257
-12526.4306640625,3833.74,258,15.319,1290000,44.6627,3729.1,258
-12438.3203125,3591.06,259,16.0049,1295000,44.8847,3685.01,259
-12784.919921875,3571.8,260,15.3315,1300000,45.1779,3612.41,260
