Reward Loss,Real Sto Return,Itration,Running Reverse KL,Running Env Steps,Running Forward KL,Real Det Return,Running Update Time
-25647.0859375,3352.06,388,17.3909,1940000,44.3068,3795.29,388
-26299.111328125,3792.58,389,15.4428,1945000,43.8822,3705.86,389
-25941.97265625,3725.95,390,17.8717,1950000,43.6939,3836.52,390
-26747.095703125,3776.14,391,16.8033,1955000,44.3702,3617.35,391
-25879.66015625,2954.13,392,16.8559,1960000,43.6964,3766.38,392
-26734.705078125,3706.07,393,17.0099,1965000,44.2996,3724.84,393
-26633.390625,3727.92,394,17.7245,1970000,43.8562,3790.0,394
-27038.818359375,3552.75,395,16.2182,1975000,43.9562,3769.55,395
-27453.599609375,3744.98,396,16.2529,1980000,43.9214,3704.32,396
-27613.23828125,3284.04,397,15.4385,1985000,44.0904,3447.14,397
-28017.181640625,3413.94,398,14.2942,1990000,44.1762,3599.68,398
-27530.595703125,3566.83,399,16.5311,1995000,43.9815,3473.76,399
-27003.05859375,3736.97,400,17.0878,2000000,43.8211,3612.49,400
-26879.603515625,3668.19,401,16.4037,2005000,43.7835,3551.43,401
-26963.0078125,3499.13,402,17.0054,2010000,43.9679,3835.58,402
-26947.095703125,3327.42,403,16.7143,2015000,43.9287,3958.75,403
-27316.392578125,3701.55,404,16.9952,2020000,44.1016,3873.97,404
-27324.572265625,3387.61,405,16.3195,2025000,44.2059,3907.39,405
-27412.705078125,3345.56,406,15.4142,2030000,43.5812,3980.44,406
-27721.54296875,3889.49,407,17.0272,2035000,43.5962,3873.94,407
-27374.80859375,3733.16,408,18.6272,2040000,43.8402,3793.17,408
-28112.890625,3751.81,409,16.2081,2045000,43.972,3792.86,409
-27748.31640625,3443.3,410,17.8942,2050000,43.8937,3780.86,410
-27613.322265625,3786.84,411,17.2134,2055000,43.8652,3892.6,411
-28178.2265625,3246.83,412,16.9856,2060000,43.9514,3941.81,412
-28219.5234375,3815.89,413,16.7124,2065000,44.1232,3852.41,413
-28418.330078125,3443.28,414,16.4968,2070000,43.4879,3840.09,414
-27745.009765625,3900.04,415,17.0437,2075000,43.8416,3937.4,415
-29433.7578125,3610.97,416,15.4795,2080000,44.3948,3930.6,416
-28559.32421875,3694.76,417,16.3713,2085000,43.7765,3825.64,417
-28369.029296875,3753.91,418,16.3427,2090000,43.8269,3988.75,418
-28694.404296875,3808.3,419,15.7667,2095000,43.5527,3739.17,419
-28560.892578125,3719.75,420,17.449,2100000,43.9834,3831.51,420
-29058.0859375,3779.99,421,17.227,2105000,44.102,3768.59,421
-29454.890625,3830.97,422,17.2944,2110000,44.1503,3770.27,422
-29843.03515625,3842.33,423,17.4025,2115000,43.9567,3555.04,423
-29133.5,3921.47,424,16.3053,2120000,43.7535,3920.74,424
-31130.357421875,3803.58,425,16.6297,2125000,44.1491,3480.26,425
-29008.779296875,3678.23,426,17.5573,2130000,43.5372,3898.42,426
-29365.33984375,3578.75,427,16.0674,2135000,43.6043,3898.01,427
-30608.29296875,3710.04,428,17.9565,2140000,43.8627,3648.12,428
-29649.296875,3700.94,429,16.693,2145000,43.606,3714.67,429
-30257.31640625,3868.79,430,15.7574,2150000,43.4859,3762.03,430
-29566.451171875,3629.9,431,17.2676,2155000,43.8396,3768.53,431
-29785.703125,3424.71,432,15.8245,2160000,43.8215,3832.75,432
-30349.435546875,3772.77,433,17.0506,2165000,43.6886,3690.53,433
-30500.515625,3330.46,434,15.6978,2170000,43.9121,3975.97,434
-30006.6796875,3539.3,435,16.9723,2175000,43.8328,3928.96,435
-30372.19140625,3261.09,436,15.6116,2180000,43.797,3502.69,436
-30578.044921875,3424.29,437,16.2554,2185000,43.6015,3905.06,437
-30570.693359375,3173.17,438,15.1206,2190000,43.9968,4034.75,438
-30903.75,3234.12,439,17.2599,2195000,43.928,3973.28,439
-30657.45703125,3427.83,440,15.054,2200000,43.6183,3673.11,440
-30974.75390625,3161.16,441,14.9919,2205000,43.4857,3951.09,441
-31178.470703125,3132.42,442,14.785,2210000,43.671,3969.36,442
-31117.212890625,3644.09,443,15.2623,2215000,43.1944,3891.83,443
-31221.2734375,3603.95,444,15.632,2220000,43.7033,3616.78,444
-32031.6875,3618.03,445,14.9482,2225000,43.9588,3541.98,445
-31475.9453125,3226.76,446,15.2106,2230000,43.2402,3885.69,446
-33288.203125,3339.21,447,14.0382,2235000,43.8801,3988.89,447
-32059.453125,3414.16,448,15.344,2240000,43.6718,3834.0,448
-32791.2734375,3375.73,449,15.5012,2245000,44.2455,3959.61,449
-32393.046875,3710.78,450,15.1307,2250000,43.9752,3857.25,450
-32283.55078125,3556.91,451,16.3342,2255000,43.7027,3834.71,451
-32772.765625,3534.5,452,16.6957,2260000,43.9867,3736.68,452
-31967.201171875,3593.19,453,17.3118,2265000,43.5278,3862.53,453
-32639.681640625,3621.66,454,17.5455,2270000,43.4902,3820.82,454
-32820.78125,3806.01,455,16.7945,2275000,43.6047,3743.7,455
-32529.525390625,3623.61,456,16.6947,2280000,43.5333,3860.81,456
-32252.25,3591.12,457,16.754,2285000,43.4084,3973.28,457
-32666.28515625,3352.22,458,17.2391,2290000,43.734,3804.46,458
-31636.68359375,3884.86,459,17.5961,2295000,43.7214,3930.02,459
-32459.12890625,3826.11,460,18.289,2300000,44.0711,3957.64,460
-33339.37109375,3817.02,461,16.9191,2305000,43.6237,3917.42,461
-32987.796875,3723.18,462,16.6231,2310000,43.4957,3973.8,462
-32474.232421875,3838.73,463,17.6714,2315000,43.5616,3907.48,463
-33151.3125,3831.53,464,17.7037,2320000,43.3421,3899.35,464
-32416.134765625,3198.63,465,19.1733,2325000,43.7302,4060.98,465
-33891.703125,3543.76,466,17.8063,2330000,43.52,3966.17,466
-33773.3203125,3890.88,467,18.3291,2335000,43.7915,4047.18,467
-34056.01953125,3402.48,468,16.4784,2340000,43.4373,4023.36,468
-33477.2109375,3717.55,469,18.3991,2345000,43.9085,3926.2,469
-34562.50390625,3508.07,470,17.8059,2350000,44.2097,3988.23,470
-34372.8984375,3240.12,471,17.6182,2355000,44.0565,4011.12,471
-35015.18359375,3329.62,472,16.4013,2360000,43.9506,4032.24,472
-34346.14453125,3586.45,473,17.1053,2365000,43.7611,4065.24,473
-34327.87890625,3394.16,474,17.0672,2370000,43.6854,3688.29,474
-35144.58984375,3222.77,475,16.8499,2375000,43.7094,4155.33,475
-34340.3828125,3467.87,476,17.9124,2380000,43.8753,4013.96,476
-35506.00390625,3308.61,477,16.9736,2385000,43.6719,4118.6,477
-35490.71875,3794.87,478,17.1208,2390000,44.0295,4069.33,478
-35186.14453125,3410.74,479,16.188,2395000,43.7588,4003.66,479
-37331.33984375,2749.14,480,15.258,2400000,43.8504,4169.71,480
-34743.3046875,3557.64,481,18.0643,2405000,43.6572,4037.52,481
-35773.109375,3341.15,482,18.3356,2410000,43.9557,4134.95,482
-35499.25390625,3331.83,483,17.713,2415000,44.0657,4016.1,483
-36409.66015625,2989.31,484,15.65,2420000,43.9265,4153.47,484
-36998.3125,2772.24,485,16.3371,2425000,43.8613,4132.42,485
-35566.98046875,3388.24,486,17.4209,2430000,43.7687,4055.97,486
-35446.6171875,3213.1,487,16.0528,2435000,42.9532,4118.83,487
-36739.140625,3032.65,488,15.9143,2440000,43.6755,4025.49,488
-37538.828125,3046.06,489,16.488,2445000,43.4971,4128.62,489
-36128.76953125,3421.3,490,17.8927,2450000,44.0417,4006.89,490
-37158.10546875,2503.85,491,16.9742,2455000,44.1188,4121.4,491
-35363.98046875,3025.77,492,17.857,2460000,43.5593,4066.31,492
-39088.390625,2425.89,493,15.5644,2465000,43.7358,4115.52,493
-36258.4765625,3365.95,494,17.1379,2470000,43.5881,4024.74,494
-38999.45703125,3282.28,495,15.4373,2475000,43.6859,4077.42,495
-39261.1484375,2980.95,496,15.3367,2480000,43.865,4057.77,496
-37337.01171875,3044.34,497,15.1078,2485000,43.4087,4044.4,497
-37854.88671875,2688.39,498,15.2264,2490000,44.042,4145.78,498
-35459.3515625,3211.96,499,17.4516,2495000,43.5324,4021.43,499
-36536.85546875,2901.45,500,15.7944,2500000,43.6078,3976.69,500
-37851.86328125,3111.23,501,15.7012,2505000,43.6244,3971.96,501
-35566.12109375,3345.35,502,16.2217,2510000,43.1997,3942.77,502
-36044.9765625,2771.88,503,17.2191,2515000,43.5709,4036.28,503
-37662.29296875,2921.5,504,14.8198,2520000,43.8197,4031.47,504
-37976.0078125,3107.25,505,15.2155,2525000,43.5446,4012.11,505
-36869.3046875,3490.26,506,16.5205,2530000,43.5239,4022.7,506
-37151.61328125,3079.45,507,15.7765,2535000,43.64,4065.05,507
-36446.84765625,2906.11,508,16.124,2540000,43.2447,4037.85,508
-36685.4296875,3503.8,509,16.3817,2545000,43.5316,4009.87,509
-38577.44140625,2851.14,510,14.9252,2550000,43.5394,4064.84,510
-38317.49609375,2562.65,511,14.1531,2555000,43.2839,4097.9,511
-37303.17578125,2502.61,512,15.6872,2560000,43.5286,4092.61,512
-38289.2734375,2495.8,513,13.8804,2565000,43.7255,3320.08,513
-37976.10546875,2993.65,514,15.3928,2570000,43.6193,4144.33,514
-35809.18359375,2850.41,515,18.7101,2575000,43.4308,4066.88,515
-40126.84375,2895.25,516,14.2307,2580000,43.6279,4106.26,516
-41255.703125,2501.02,517,14.0865,2585000,43.9144,2577.29,517
-40375.81640625,2355.55,518,14.0511,2590000,43.7251,2662.98,518
-40753.02734375,2312.6,519,14.3412,2595000,43.69,4182.41,519
-39888.84375,2820.37,520,14.6341,2600000,43.5092,4094.99,520
-38755.58984375,3027.42,521,15.2343,2605000,43.7564,4109.05,521
-39176.44140625,2853.23,522,14.8876,2610000,43.316,4171.2,522
-38924.1328125,2810.81,523,15.4714,2615000,43.7559,4103.33,523
-38801.88671875,3114.14,524,15.1671,2620000,43.3769,4081.62,524
-38479.55859375,3302.38,525,15.6578,2625000,43.4614,3932.51,525
-39537.3046875,2606.09,526,14.4089,2630000,43.3878,4131.13,526
-39511.390625,3015.63,527,13.9223,2635000,43.655,3997.86,527
-40414.4765625,3063.19,528,14.2046,2640000,43.9799,4088.0,528
-38582.81640625,3571.04,529,15.6096,2645000,43.6197,4063.87,529
-39911.8515625,3084.9,530,14.9064,2650000,43.19,4163.6,530
-38690.51953125,3239.54,531,16.0612,2655000,43.624,4119.26,531
-39385.44921875,3235.81,532,15.1198,2660000,43.6288,4094.43,532
-38690.30859375,3120.09,533,15.0715,2665000,43.3793,4130.79,533
-40289.609375,3231.43,534,14.1141,2670000,43.52,4119.1,534
-38502.17578125,3335.72,535,15.6131,2675000,43.4422,3987.07,535
-40329.70703125,2844.36,536,14.8798,2680000,43.8683,3682.13,536
-39686.16796875,2702.32,537,14.2042,2685000,43.1899,3818.66,537
-41027.5,3098.84,538,14.4538,2690000,43.5697,3495.74,538
-39569.6484375,2771.14,539,15.3067,2695000,43.2967,4138.46,539
-39603.04296875,2935.13,540,14.9958,2700000,43.1763,4138.37,540
-41280.00390625,2763.95,541,14.6356,2705000,43.5106,3944.15,541
-41217.078125,2857.29,542,14.3651,2710000,43.3859,3381.28,542
-41533.38671875,2545.76,543,14.7556,2715000,43.4515,3362.58,543
-41081.8984375,3013.53,544,14.4153,2720000,43.8125,3489.55,544
-41701.3515625,2784.61,545,14.5199,2725000,43.3492,3213.9,545
-41472.3203125,3188.85,546,14.5983,2730000,43.5872,3470.17,546
-40789.1171875,3241.28,547,15.0882,2735000,43.6073,3578.03,547
-40304.21484375,3086.42,548,15.1784,2740000,43.194,3196.03,548
-41298.48046875,3131.47,549,15.24,2745000,43.4691,3324.55,549
-38969.07421875,3219.43,550,16.8141,2750000,43.4364,3669.98,550
-40511.51953125,3260.99,551,14.6377,2755000,43.5639,3743.91,551
-39979.15625,2746.12,552,13.8757,2760000,43.4594,3472.77,552
-40342.8984375,3231.54,553,15.4748,2765000,43.6835,3829.72,553
-41257.35546875,3226.9,554,14.2422,2770000,43.5054,3549.51,554
-41498.44140625,3379.61,555,14.282,2775000,43.4764,3947.36,555
-41728.98828125,3151.2,556,14.2059,2780000,43.3968,3757.28,556
-41982.05859375,2966.76,557,14.3941,2785000,43.7399,3997.75,557
-42073.9921875,2986.81,558,14.8618,2790000,43.5407,3364.99,558
-40350.40234375,3670.72,559,15.4008,2795000,43.6387,3690.03,559
-41051.91015625,3440.9,560,15.3138,2800000,43.3369,3626.4,560
-41835.28515625,3378.15,561,15.1097,2805000,43.3468,3886.53,561
-41996.18359375,3761.35,562,15.1284,2810000,43.583,3784.06,562
-39926.93359375,3750.64,563,16.2044,2815000,43.268,4102.9,563
-39738.99609375,3456.23,564,16.533,2820000,43.4412,4156.71,564
-40703.31640625,3612.96,565,15.9161,2825000,43.4894,4099.89,565
-40397.31640625,3211.88,566,16.1634,2830000,43.3198,4150.23,566
-40808.46484375,2945.28,567,16.2388,2835000,43.5583,3756.62,567
-40838.34375,3484.66,568,15.9564,2840000,43.6038,4060.03,568
-41526.26953125,3507.15,569,14.6183,2845000,43.1728,4139.85,569
-42921.0703125,3177.61,570,15.1856,2850000,43.687,4112.1,570
-42200.59765625,3300.05,571,15.4378,2855000,43.6271,4100.78,571
-41302.125,3871.86,572,16.9297,2860000,43.6454,4050.56,572
-42581.3828125,3877.6,573,15.5143,2865000,43.3427,4066.37,573
-41602.58984375,3773.96,574,15.7847,2870000,43.4934,4141.08,574
-39909.40625,3848.14,575,16.0609,2875000,43.413,4055.08,575
-40897.89453125,3372.54,576,17.1936,2880000,43.3379,4060.53,576
-41168.07421875,3447.59,577,16.6327,2885000,43.0481,4064.75,577
-41808.16796875,3657.27,578,16.3221,2890000,43.3783,3837.7,578
-41564.8828125,3260.65,579,15.258,2895000,43.3152,3884.06,579
-41967.5859375,3748.86,580,15.8714,2900000,43.3564,3991.33,580
-42118.53515625,3758.41,581,16.6926,2905000,43.5917,4023.87,581
-40269.16796875,3647.19,582,18.5144,2910000,43.4741,4091.86,582
-42333.49609375,3345.27,583,15.4346,2915000,43.2497,3874.63,583
-41478.5625,3671.13,584,17.6112,2920000,43.4576,4073.66,584
-43098.0078125,3839.81,585,15.8382,2925000,43.6058,4006.49,585
-42601.21875,3493.07,586,16.517,2930000,43.0858,4071.12,586
-41959.296875,3773.37,587,17.5102,2935000,43.6283,3871.27,587
-42215.140625,3884.21,588,16.8809,2940000,43.4455,4010.29,588
-43439.34765625,3322.9,589,15.3,2945000,43.2356,4035.9,589
-42159.046875,3635.53,590,15.4385,2950000,43.3596,4023.32,590
-43180.36328125,3960.42,591,15.9049,2955000,43.5996,3991.07,591
-41978.046875,3619.0,592,16.8914,2960000,43.3458,3819.73,592
-42576.828125,3341.52,593,16.1728,2965000,43.6188,3966.07,593
-43396.36328125,3292.04,594,15.9898,2970000,43.6512,4048.71,594
-43128.31640625,3948.6,595,15.6677,2975000,43.6768,4022.39,595
-43853.64453125,3871.58,596,16.7909,2980000,43.6679,3812.79,596
-42602.79296875,3705.15,597,16.0804,2985000,43.1645,4061.52,597
-42469.1796875,3745.34,598,16.6642,2990000,43.3846,3898.23,598
-43115.1640625,3632.49,599,16.1979,2995000,43.707,3988.05,599
-45134.3359375,3464.1,600,14.7708,3000000,43.7296,3995.82,600
-43716.0703125,3641.12,601,15.5807,3005000,43.8538,3971.64,601
-42672.34765625,3896.8,602,18.4745,3010000,43.5883,4059.42,602
-44240.984375,3399.21,603,16.7941,3015000,43.4925,4053.75,603
-43251.5390625,3635.1,604,20.0177,3020000,43.5939,3983.14,604
-44172.9609375,3650.43,605,18.4111,3025000,43.5322,3960.75,605
-45102.28125,3571.8,606,16.85,3030000,43.5627,4091.13,606
-44913.8671875,3808.5,607,15.5542,3035000,43.7906,4015.68,607
-44058.90625,3899.7,608,17.1234,3040000,43.5014,4013.49,608
-44573.79296875,3699.23,609,17.29,3045000,43.5495,4074.54,609
-44568.2890625,3792.82,610,16.3897,3050000,43.6907,4030.18,610
-44873.9140625,3724.97,611,16.2567,3055000,43.7159,3962.29,611
-45388.21484375,3633.52,612,15.9998,3060000,43.606,4106.49,612
-44032.8671875,3738.61,613,16.0876,3065000,43.3581,4027.26,613
-45315.00390625,3694.99,614,15.552,3070000,43.864,4016.65,614
-45314.45703125,3814.55,615,19.0494,3075000,43.4823,3975.86,615
-44400.4921875,3838.54,616,15.6419,3080000,43.6242,4035.31,616
-43889.87109375,3378.61,617,17.8429,3085000,43.3798,4004.65,617
-43429.97265625,3490.96,618,17.0421,3090000,43.5389,3928.87,618
-43816.9609375,3835.43,619,16.4763,3095000,43.038,4017.82,619
-45094.21875,3600.3,620,16.8462,3100000,43.2676,3978.12,620
-45547.47265625,3410.78,621,16.3548,3105000,43.0861,4076.79,621
-44902.32421875,3632.87,622,18.0226,3110000,43.3659,4082.54,622
-44888.84375,3551.29,623,18.4309,3115000,43.4267,4087.48,623
-44641.9375,3229.23,624,16.3526,3120000,43.2702,3876.94,624
-44070.1953125,3587.89,625,16.7383,3125000,43.0494,4068.14,625
-46254.51171875,3351.47,626,17.9981,3130000,42.9369,3929.79,626
-44172.3125,3700.27,627,16.5671,3135000,42.8776,3813.86,627
-44584.30859375,3298.31,628,16.4803,3140000,43.0218,3926.66,628
-45305.4453125,3812.21,629,17.716,3145000,42.6662,3958.59,629
-44058.828125,3757.22,630,15.8806,3150000,42.6743,4105.15,630
-47296.0703125,3820.07,631,15.8354,3155000,43.3228,3905.19,631
-44393.83984375,3401.79,632,16.5033,3160000,43.0355,3990.43,632
-46149.04296875,3532.56,633,15.5566,3165000,42.977,3961.95,633
-44013.484375,3609.19,634,16.4965,3170000,42.9835,3990.52,634
-46830.765625,3433.34,635,15.0917,3175000,43.1229,4014.21,635
-46981.00390625,3722.95,636,15.8616,3180000,42.8936,4095.94,636
-45525.78515625,3368.35,637,18.5831,3185000,43.1395,3197.83,637
-46316.72265625,3810.59,638,17.5637,3190000,42.7008,3976.35,638
-45073.81640625,3861.46,639,16.513,3195000,42.5693,3919.81,639
-46132.94140625,3428.9,640,17.5932,3200000,43.3831,3915.99,640
-46251.8046875,3601.45,641,18.2275,3205000,43.3522,3936.3,641
-48023.4375,3814.46,642,19.6509,3210000,43.2285,4079.63,642
-44905.3984375,3401.53,643,17.4523,3215000,43.1929,3781.11,643
-44998.52734375,3874.56,644,17.0294,3220000,43.454,3956.31,644
-45328.3671875,3452.85,645,17.5285,3225000,42.793,4008.4,645
-45902.8125,3747.53,646,17.7393,3230000,43.5594,3974.03,646
-45267.4453125,3691.14,647,17.9293,3235000,42.9718,4134.82,647
-48195.33984375,3758.75,648,15.6955,3240000,43.0245,4057.23,648
-45514.74609375,3353.45,649,17.273,3245000,42.9693,3990.58,649
-46887.5703125,3680.48,650,17.0166,3250000,43.0461,3959.34,650
-45342.00390625,3591.31,651,17.2152,3255000,43.1628,4062.2,651
-45850.8984375,3690.63,652,17.3172,3260000,43.1061,4138.31,652
-45567.45703125,4000.26,653,17.4253,3265000,43.021,4138.28,653
-46117.1484375,3705.96,654,16.1561,3270000,43.2269,3973.62,654
-46556.23046875,4070.02,655,18.0165,3275000,43.4311,3744.76,655
-47349.8515625,3838.88,656,17.0373,3280000,43.2419,3904.8,656
-46301.01953125,3867.63,657,18.3984,3285000,43.1044,3892.07,657
-46492.74609375,3957.2,658,16.9217,3290000,43.2828,3902.09,658
-47387.61328125,3801.47,659,16.0729,3295000,43.4117,4110.81,659
-46582.35546875,3550.68,660,18.4811,3300000,43.1329,4115.92,660
-47169.11328125,3961.26,661,16.9281,3305000,43.3342,4148.43,661
-47565.859375,3712.42,662,15.9796,3310000,42.9709,4124.98,662
-46099.12109375,4038.45,663,18.0938,3315000,42.8199,3964.76,663
-48207.66796875,3546.69,664,16.9278,3320000,43.0996,4090.58,664
-48437.44921875,3926.85,665,16.7079,3325000,43.2556,4117.98,665
-47089.49609375,3614.2,666,17.1584,3330000,43.1565,4114.48,666
-46769.9921875,3566.0,667,17.998,3335000,43.2275,4167.74,667
-48279.90234375,3853.36,668,19.275,3340000,43.0815,4110.5,668
-47188.65234375,3559.39,669,18.1773,3345000,43.3006,4186.92,669
-50251.33203125,2839.05,670,19.1694,3350000,44.3303,3900.64,670
-50598.76171875,2859.66,671,34.8228,3355000,44.5567,3823.51,671
-51872.53515625,1752.34,672,77.8048,3360000,45.9795,3050.99,672
-52934.73828125,661.68,673,89.5181,3365000,47.5324,638.55,673
-53166.69140625,594.76,674,24.042,3370000,48.8827,554.52,674
-54064.71875,298.95,675,24.7363,3375000,48.7866,249.99,675
-52487.68359375,775.73,676,56.2924,3380000,46.8531,732.43,676
-52627.96875,581.73,677,22.3125,3385000,47.8412,512.24,677
-50641.0703125,3322.9,678,23.9729,3390000,46.275,3229.9,678
-55822.43359375,822.36,679,16.4556,3395000,46.2744,631.03,679
-52663.2265625,820.11,680,36.733,3400000,47.3176,690.74,680
-52812.84375,1327.93,681,21.2284,3405000,45.1882,1549.96,681
-51872.25390625,1987.09,682,27.6877,3410000,44.9563,3025.95,682
-51387.56640625,2496.12,683,20.4321,3415000,45.0836,3160.8,683
-51016.828125,2539.79,684,28.8513,3420000,44.0901,2899.39,684
-50829.703125,2419.08,685,21.5918,3425000,44.1022,3477.69,685
-52611.37109375,2856.13,686,24.5186,3430000,44.4651,2988.46,686
-52379.296875,2307.42,687,22.1036,3435000,44.4168,2848.29,687
-52134.0703125,2301.25,688,22.6732,3440000,44.1658,2832.56,688
-50368.203125,2445.83,689,19.5295,3445000,44.0135,3182.79,689
-52770.5625,2685.41,690,19.3629,3450000,44.5477,3646.91,690
-53518.578125,1980.89,691,23.447,3455000,44.5994,2239.71,691
-53054.56640625,1872.29,692,25.0103,3460000,44.6159,2175.09,692
-51612.37890625,2435.75,693,21.5761,3465000,43.741,2595.09,693
-52589.76171875,2314.79,694,20.8733,3470000,44.0922,3087.79,694
-53028.08984375,2166.23,695,20.131,3475000,43.9284,2545.57,695
-53355.84375,2839.62,696,21.3944,3480000,44.4435,3012.31,696
-54206.69921875,2912.69,697,23.5609,3485000,44.8737,2407.94,697
-53016.76953125,2541.03,698,22.1242,3490000,44.523,2001.77,698
-50919.5,2497.47,699,19.8638,3495000,44.0593,2574.1,699
-53710.06640625,2550.29,700,19.1639,3500000,44.005,2794.44,700
-52632.2421875,2464.93,701,18.7902,3505000,44.1667,2985.11,701
-53527.4453125,2495.83,702,20.2099,3510000,44.392,1883.75,702
-50860.34375,2478.81,703,19.4412,3515000,43.8509,2524.46,703
-50559.10546875,2837.6,704,18.4158,3520000,43.8512,2797.64,704
-50241.16015625,3019.2,705,17.1529,3525000,43.5154,3608.9,705
-51609.05859375,2754.83,706,18.6339,3530000,43.7384,3250.34,706
-50303.296875,3159.16,707,18.1487,3535000,43.6109,3386.09,707
-51570.91015625,3084.01,708,17.3751,3540000,43.9049,3606.27,708
-49879.28125,4065.3,709,19.1472,3545000,43.7393,3950.16,709
-49669.67578125,3695.24,710,18.1855,3550000,43.6455,3353.43,710
-50988.28515625,3693.28,711,18.3891,3555000,43.7344,4005.06,711
-50885.40625,3288.52,712,17.6697,3560000,44.027,3886.13,712
-50726.171875,3832.28,713,18.5966,3565000,43.6206,4083.12,713
-49363.6875,3787.52,714,19.2262,3570000,43.7584,3815.57,714
-50275.6171875,3753.99,715,18.8835,3575000,44.1271,3960.45,715
-50551.125,3913.39,716,19.3963,3580000,44.0004,4002.54,716
-51752.9765625,3913.49,717,18.7416,3585000,44.0658,4020.45,717
-50536.66796875,3975.58,718,19.5591,3590000,44.1231,4032.73,718
-50025.9921875,3880.89,719,19.7121,3595000,44.0495,3797.44,719
-50172.83984375,3847.48,720,20.5884,3600000,43.7851,3978.91,720
-50386.4453125,3910.5,721,18.9062,3605000,43.3215,4062.81,721
-52120.31640625,3531.7,722,19.4701,3610000,43.6836,4049.28,722
-50250.16796875,3859.01,723,20.4593,3615000,43.8664,3622.83,723
-51051.3046875,3615.02,724,21.2728,3620000,43.6317,4061.92,724
-51294.125,3857.2,725,19.1338,3625000,43.3968,4047.48,725
-52651.671875,3799.2,726,19.1797,3630000,43.9257,3773.24,726
-52595.51171875,3954.77,727,18.9772,3635000,43.281,3826.6,727
-52504.30859375,3973.66,728,19.9842,3640000,43.8527,3951.45,728
-53595.03515625,3906.04,729,18.617,3645000,43.4375,4111.79,729
-53859.7734375,4059.5,730,18.824,3650000,43.9132,4019.12,730
-52495.82421875,3787.93,731,19.5087,3655000,43.5265,3747.68,731
-52328.1640625,3830.77,732,18.7376,3660000,43.5595,3596.65,732
-52147.2265625,3891.78,733,19.6787,3665000,43.7186,3858.56,733
-51643.44921875,4021.56,734,19.7446,3670000,43.9022,3879.57,734
-52652.6171875,4045.62,735,19.3297,3675000,43.4695,3426.91,735
-51706.22265625,3945.35,736,19.8582,3680000,43.9739,3919.91,736
-52295.84765625,3934.29,737,20.3025,3685000,43.6634,3930.96,737
-52333.8671875,3844.33,738,18.9942,3690000,43.5895,3931.11,738
-51437.53515625,4016.0,739,19.2803,3695000,43.3794,4033.31,739
-52266.6328125,3973.94,740,19.4618,3700000,43.4878,3960.39,740
-51450.7265625,4128.2,741,20.4018,3705000,43.9089,4066.99,741
-52573.70703125,3657.41,742,19.2507,3710000,43.0413,4088.22,742
-52139.10546875,3980.84,743,19.1151,3715000,43.2944,3842.1,743
-52477.47265625,3894.3,744,19.0493,3720000,43.0063,3981.01,744
-52903.6015625,3952.89,745,18.5071,3725000,43.0862,3719.23,745
-53468.25390625,4089.03,746,17.8806,3730000,43.1474,4064.9,746
-52547.6171875,3908.29,747,18.4897,3735000,43.1612,4031.85,747
-52681.84375,4050.9,748,19.2599,3740000,43.614,3953.39,748
-52164.11328125,3691.39,749,19.1367,3745000,43.4352,3881.58,749
-53732.2734375,3974.76,750,17.7049,3750000,43.2174,4022.2,750
-53697.57421875,4016.09,751,20.066,3755000,43.3147,4121.13,751
-53379.9296875,4038.94,752,18.798,3760000,43.2067,4024.97,752
-53983.35546875,4012.59,753,18.7332,3765000,43.1774,4163.8,753
-52961.4765625,4076.36,754,18.9985,3770000,42.7349,3980.02,754
-55207.95703125,4117.68,755,19.6331,3775000,43.3009,4211.06,755
-53431.6484375,4095.86,756,18.8957,3780000,42.9503,4072.42,756
-53609.86328125,3859.89,757,19.1638,3785000,42.697,4110.78,757
-53446.12109375,4157.86,758,19.6534,3790000,42.906,4138.09,758
-53416.27734375,4064.69,759,19.5374,3795000,42.8967,3848.33,759
-54188.0625,4034.24,760,19.4182,3800000,42.9577,4191.24,760
-53447.63671875,4080.56,761,19.3489,3805000,43.279,4140.29,761
-53472.578125,4158.27,762,17.8633,3810000,42.4709,4192.5,762
-53372.87109375,4078.39,763,18.2008,3815000,43.096,4027.89,763
-53403.078125,4141.57,764,19.2807,3820000,43.2864,4177.34,764
-53415.015625,3999.57,765,19.6615,3825000,43.0385,4205.21,765
-53092.1015625,3928.54,766,19.0467,3830000,42.8644,4215.85,766
-53584.90625,4110.25,767,19.4581,3835000,43.0155,4093.23,767
-53144.56640625,3928.52,768,19.8666,3840000,43.2422,3996.75,768
-53079.8203125,4102.06,769,18.5882,3845000,43.0631,4136.29,769
-54020.6171875,4120.5,770,18.9157,3850000,43.3972,4134.02,770
-53733.1484375,4045.75,771,19.5429,3855000,43.3494,4129.08,771
-54334.88671875,3938.51,772,19.4022,3860000,43.065,4152.69,772
-54021.37109375,4002.22,773,19.1137,3865000,42.8659,4122.22,773
-53848.84765625,4093.0,774,19.8643,3870000,43.0292,4085.65,774
-55343.484375,4086.84,775,18.8546,3875000,43.554,4154.13,775
-54715.28515625,4054.93,776,18.86,3880000,43.2884,4178.35,776
-54312.4921875,4032.47,777,18.5114,3885000,43.1267,4148.72,777
-55542.69140625,4094.34,778,19.1249,3890000,43.4224,4089.8,778
-54752.4765625,4181.43,779,19.8679,3895000,43.2615,4167.14,779
