Real Sto Return,Real Det Return,Running Forward KL,Itration,Running Reverse KL
5559.3,5940.52,80.732,178,82.0766
5138.26,5729.5,85.319,179,88.3489
5309.46,5340.79,85.5281,180,89.0462
5343.8,5918.9,83.7694,181,83.7932
4741.03,5324.08,72.7677,182,68.3442
4173.59,5410.18,74.7588,183,71.4359
5046.73,5876.25,73.5199,184,76.4777
5203.75,5252.92,74.4437,185,77.409
5448.44,5448.97,85.8061,186,81.7631
5360.76,5573.23,85.598,187,85.6077
5148.89,5646.71,83.6281,188,82.7643
4251.61,4833.77,81.0648,189,79.2673
4887.46,5761.83,80.6729,190,80.5147
4831.61,5848.74,75.4135,191,75.2169
5049.85,5502.43,77.051,192,79.742
5067.16,5824.96,84.477,193,91.8174
4588.84,5267.06,73.9654,194,75.1227
5198.75,5813.05,74.3099,195,78.2862
4607.63,5272.91,80.1717,196,81.2748
4423.69,5283.89,85.6273,197,86.06
4724.64,5536.96,85.8784,198,89.4138
5209.65,5937.64,81.8712,199,85.6818
4275.63,4195.45,74.7611,200,75.7058
4056.36,4222.7,76.5791,201,80.7141
5084.76,4616.18,76.1733,202,78.0837
4905.55,5524.15,89.2033,203,92.1222
5471.43,5849.24,84.8345,204,86.2335
3832.5,5035.06,84.9513,205,84.6616
5578.32,5851.56,81.4755,206,90.0236
4870.64,5776.69,88.4086,207,90.2945
5648.64,5628.97,82.6107,208,89.2083
5487.9,5571.85,85.9453,209,89.1413
5445.53,5450.16,86.8796,210,91.91
5053.38,5189.91,84.4511,211,87.2452
5307.58,5431.3,87.7839,212,92.7626
5178.79,5482.2,74.9715,213,77.7865
5543.14,5763.08,76.4933,214,80.4326
5558.09,5689.26,82.5572,215,87.53
5080.3,5836.07,86.3896,216,89.8261
5515.45,5637.9,84.4662,217,88.153
4957.74,5808.02,74.3348,218,79.9919
5316.94,5510.35,86.5098,219,89.9802
4879.54,5814.38,73.4807,220,75.7327
5596.15,5880.27,86.6282,221,94.9399
5540.1,5764.41,89.4526,222,94.3372
5222.27,5697.58,72.7775,223,74.9879
5599.78,5623.05,87.6694,224,92.7224
4412.96,5464.52,86.3308,225,93.0046
5210.98,5560.02,87.7995,226,96.1786
5369.3,5609.89,76.7627,227,81.1124
4424.69,5311.16,88.2539,228,96.1995
4978.56,5499.91,85.4116,229,92.0512
4629.5,5421.27,86.7021,230,94.7647
5129.36,5707.6,87.0704,231,91.8678
5558.49,5660.5,89.9856,232,96.2513
5188.42,5565.81,75.9792,233,82.0333
4611.73,5461.43,85.6267,234,93.2532
-2965.86,-2976.75,134.0899,235,674.7013
-1025.06,-1271.76,100.7485,236,378.7115
-335.38,-312.87,96.802,237,572.2021
-1037.0,-1147.26,100.4609,238,609.6898
-574.8,-320.37,89.3961,239,425.6281
-643.63,-204.91,84.9959,240,402.9196
-583.51,-194.52,84.3295,241,103.8504
-385.16,-441.41,85.2331,242,234.3637
-13.78,-110.33,86.0082,243,269.0242
-359.29,-362.36,85.7619,244,149.0427
-160.92,-56.02,92.443,245,240.8215
-62.7,18.25,81.2274,246,223.6232
-175.94,-113.32,84.1243,247,92.2132
-37.25,-50.42,99.279,248,161.6012
-348.7,-170.07,79.8896,249,223.2491
-493.31,-38.04,78.2141,250,213.403
-344.44,-358.32,77.4118,251,192.4112
-90.43,55.21,80.0592,252,238.9886
18.05,11.38,85.1613,253,250.0257
200.75,22.94,76.0507,254,228.5618
-725.53,-975.65,81.0914,255,288.9495
-752.49,-598.6,95.2297,256,273.2542
-636.28,-676.25,96.0939,257,294.5715
-306.17,-243.57,101.5975,258,172.2774
-14.32,-273.95,87.5541,259,102.7922
11.92,70.44,89.5492,260,101.7843
-1092.67,-1224.56,94.7965,261,326.8934
-296.23,-526.66,83.3108,262,219.841
402.44,768.33,73.5737,263,95.5689
682.73,575.47,77.5787,264,108.8338
924.61,950.39,79.902,265,107.0526
624.43,588.37,82.6594,266,153.4488
1146.28,929.19,85.1972,267,143.885
1955.63,3079.79,84.6179,268,178.0196
2533.46,2924.69,86.716,269,131.517
2176.8,1582.86,81.7661,270,148.0257
2930.95,2251.49,83.7356,271,104.1686
2287.56,2584.45,79.7162,272,84.7232
1609.24,1414.89,82.1193,273,106.5467
-761.75,-800.17,88.2881,274,364.3369
-523.86,-731.25,93.8077,275,295.6559
335.12,186.41,82.2019,276,135.3435
2244.63,2101.55,81.334,277,107.6989
2543.09,2211.53,83.7321,278,88.505
1908.27,1458.12,77.1033,279,71.9615
671.58,1489.35,78.9861,280,154.4686
1259.4,839.38,82.2114,281,86.5701
1139.62,929.75,82.8192,282,89.4504
1238.29,1387.38,81.7647,283,102.8774
1934.3,1872.88,77.7646,284,165.4636
2373.15,2331.68,80.3339,285,105.898
995.81,1327.46,80.3542,286,101.6699
1744.8,1752.53,78.8535,287,120.7593
2103.29,2907.72,80.2972,288,190.851
2532.4,2867.15,76.6832,289,83.2393
3426.69,2846.41,70.8573,290,97.1739
2276.06,3038.65,78.1101,291,114.2239
3122.06,4360.74,74.8225,292,74.1077
3666.68,4358.09,75.6472,293,74.8248
3218.51,3339.17,81.9914,294,84.5798
2664.65,3288.85,73.9244,295,79.8348
3997.29,3758.29,71.32,296,81.4856
3188.42,4234.51,75.9888,297,75.8832
3739.93,4254.78,76.7991,298,74.2751
3564.17,3860.52,76.2827,299,74.2354
4096.28,4503.15,78.0042,300,93.9072
3559.36,3987.32,73.1049,301,65.1919
4192.32,4976.88,76.3103,302,74.1543
4234.5,3954.0,75.0491,303,69.5623
3859.58,4663.95,79.0796,304,77.4497
3791.15,4733.19,76.5878,305,70.412
4002.31,4173.72,77.4196,306,81.0649
3713.55,4618.23,77.8237,307,75.76
4122.92,4640.86,76.7654,308,88.1481
3965.17,4663.13,79.4639,309,77.4269
3409.64,3573.34,78.5342,310,80.3161
3506.13,3099.28,76.0636,311,70.1918
4100.15,4566.09,76.9068,312,74.4067
4255.18,5012.65,78.2583,313,75.099
3886.1,4090.94,77.7409,314,76.385
4448.45,4561.37,79.9335,315,78.5582
4279.08,4120.36,77.3756,316,103.1648
4508.31,5129.23,82.4913,317,82.9088
4205.74,4286.03,78.5647,318,90.7791
4130.1,4760.77,78.8279,319,76.5644
4316.55,4732.92,82.7315,320,93.7358
4326.0,4933.52,82.1145,321,90.3092
4283.83,5010.09,79.3738,322,71.5669
4391.98,5141.8,82.1505,323,89.2151
4354.14,4861.29,79.2413,324,76.7827
4176.31,4255.32,82.465,325,96.7026
4687.77,5057.89,83.0135,326,87.5683
4692.11,5359.05,78.1251,327,78.0739
4862.27,5287.21,83.4177,328,84.3748
4748.3,5221.09,84.0277,329,87.7926
5133.22,5390.29,81.195,330,83.6428
4982.33,5265.16,83.7842,331,85.2367
4364.64,5369.83,82.2405,332,83.8212
4462.78,5256.99,85.7137,333,93.1354
4625.25,4786.44,80.1109,334,90.9485
4672.87,5190.72,81.5936,335,86.7265
4889.75,5385.78,82.0456,336,86.3823
4871.22,5484.45,83.7443,337,86.6311
4898.58,5441.51,78.8501,338,82.4268
4716.87,5106.42,82.3655,339,84.9984
4829.95,5326.89,83.9657,340,94.5854
4661.02,5115.67,82.3444,341,86.2212
4829.29,5088.18,84.2992,342,90.3144
4735.68,5340.89,84.7305,343,92.5875
4899.21,5421.01,83.9037,344,88.7932
4656.84,5411.75,83.0613,345,87.2319
5022.77,5360.14,87.845,346,91.5692
4951.82,5340.56,81.0914,347,84.6386
4723.11,5029.49,77.6819,348,78.8006
4750.35,5292.02,82.6372,349,89.1643
5044.46,5131.33,83.5833,350,87.6833
5146.6,5472.02,82.4084,351,84.7899
4618.88,5087.65,81.3964,352,83.0183
4793.48,5265.77,83.8287,353,88.0429
4814.51,5334.25,78.921,354,77.391
4656.29,5133.42,83.1643,355,90.8735
4513.6,5157.79,77.8834,356,78.7631
4344.06,5119.01,79.894,357,81.0099
4759.66,4978.43,78.4608,358,80.3165
4691.57,5610.32,81.4109,359,82.785
4676.57,5213.56,81.0645,360,81.9968
