Real Sto Return,Real Det Return,Running Forward KL,Itration,Running Reverse KL
-119.09,251.67,73.6848,0,26.6176
-33.83,448.12,72.4641,1,26.3148
29.89,679.46,73.2562,2,27.5282
-13.53,493.57,72.3131,3,28.2789
71.66,490.0,71.7432,4,29.0056
67.02,708.17,69.8084,5,28.3949
81.55,764.5,68.6168,6,29.0396
106.96,835.8,68.1935,7,28.424
94.34,775.24,66.9491,8,28.8714
143.9,803.84,70.7709,9,28.3731
98.13,877.43,67.6573,10,27.8291
166.32,830.87,65.3238,11,28.251
206.24,761.2,66.5044,12,28.2491
278.61,1197.92,64.7476,13,28.3175
275.18,878.1,65.4663,14,28.0633
291.51,785.81,67.4053,15,28.4355
329.17,884.36,64.6453,16,27.8891
399.39,1467.31,65.041,17,27.5295
297.78,832.15,63.8217,18,26.5225
415.98,1108.66,61.4089,19,26.7629
434.39,1194.2,60.9099,20,24.667
661.49,1650.71,60.0096,21,24.4253
548.99,1297.28,59.4578,22,24.2163
620.26,1191.81,61.4444,23,25.475
639.11,1321.35,61.6658,24,25.4892
530.31,1349.52,61.0541,25,25.5863
551.43,1946.19,59.9338,26,24.171
820.69,1925.03,60.2696,27,24.8963
737.9,2210.62,62.2271,28,25.1816
786.63,1791.38,60.5948,29,24.405
1467.98,2251.65,60.1305,30,26.0802
1169.64,2174.48,59.8127,31,27.8084
1720.66,2683.24,60.9667,32,26.6779
1595.72,2633.84,62.7536,33,28.6446
1204.29,2544.21,59.975,34,25.1261
1748.59,2753.14,60.8654,35,27.2164
815.28,1737.46,60.5882,36,24.5193
2246.41,2883.7,61.7973,37,32.0223
1980.85,3252.17,62.7249,38,31.0418
2262.12,3093.23,63.6979,39,33.7754
2525.85,3640.99,64.6814,40,38.2744
2189.95,2560.69,62.2394,41,34.6143
3034.78,3857.27,65.7392,42,40.0254
665.82,771.5,63.8742,43,28.8453
2176.76,3326.53,64.512,44,36.7981
523.52,1176.37,65.1125,45,26.7097
2919.75,3137.14,64.3405,46,34.4378
2119.54,3164.51,64.7206,47,34.6216
2653.51,3369.46,64.4065,48,30.757
1722.89,3359.04,65.4762,49,33.1025
1908.92,2252.24,65.0257,50,37.7238
2278.03,2345.83,63.8331,51,26.7327
2798.85,3509.47,67.0189,52,44.4957
3155.17,3748.68,63.9322,53,32.9402
2325.81,3644.37,67.9885,54,48.0204
3810.51,4378.28,69.1344,55,49.8778
3220.48,4054.91,69.8609,56,47.6506
3720.41,3736.11,70.5083,57,53.0707
2515.71,3826.25,67.6153,58,45.6551
3332.42,4283.26,70.8851,59,50.2113
3161.02,4393.19,70.3422,60,49.0581
3558.95,4060.48,71.4164,61,52.3561
3916.82,4005.33,72.2092,62,53.9373
3295.54,4389.02,65.7713,63,43.2117
3074.46,4245.11,68.048,64,45.0952
2999.76,4353.08,71.3725,65,53.8053
4127.4,4562.61,70.03,66,52.2114
4001.72,3480.47,72.8723,67,59.3187
3939.82,4473.26,69.322,68,50.9755
3433.34,4362.3,68.8437,69,49.3012
4080.15,4042.83,71.3142,70,55.6476
4422.11,4873.94,69.4505,71,54.0266
3829.39,5039.48,74.9253,72,62.2401
4332.52,4955.51,68.9273,73,51.2968
2717.63,3431.98,66.8168,74,42.1812
3632.35,3076.74,67.5337,75,47.0421
3204.76,3656.91,69.8502,76,50.4638
3977.45,5252.82,72.4541,77,58.8067
2790.33,3491.36,68.8476,78,46.0682
4126.62,4909.61,71.6648,79,61.6567
4410.23,4125.64,68.664,80,53.6467
3257.74,4083.57,66.0744,81,42.5565
2966.03,3850.79,68.8143,82,49.6061
4458.65,4953.55,73.2571,83,61.9608
3631.15,4044.87,75.9283,84,60.367
4642.11,4832.27,67.6235,85,48.9803
3820.7,4457.85,75.0868,86,66.7387
3604.18,5324.34,69.8709,87,53.1086
4342.96,4875.7,75.6888,88,66.704
3927.96,4924.83,74.0635,89,65.1447
2701.37,4567.41,70.6561,90,55.5494
4486.3,4949.35,70.3387,91,54.4521
2602.46,3661.79,68.9604,92,53.954
3655.49,5334.14,72.4888,93,63.9045
4632.09,5511.66,68.9579,94,56.4324
4326.73,4970.19,76.2783,95,68.0895
3597.16,4226.5,74.5755,96,65.9662
3797.79,4557.55,75.9541,97,67.4366
4176.05,4863.64,72.6613,98,66.0408
4644.37,4741.87,72.1839,99,58.2027
3288.48,4544.61,70.7472,100,60.9101
3493.26,5114.93,70.7188,101,58.201
4442.32,5564.32,68.6169,102,59.3334
4000.37,4791.18,75.8311,103,66.5104
4401.19,5326.54,72.6291,104,64.2315
4869.53,5125.87,74.4919,105,67.4397
4710.62,4906.84,76.6128,106,73.7244
4252.54,5058.47,74.4223,107,67.5525
4462.09,4577.86,75.2506,108,70.3884
3066.8,3752.34,69.5004,109,59.2106
3582.2,4986.96,78.6204,110,74.5166
3437.4,4889.21,71.3946,111,61.3227
4262.48,4747.95,72.0484,112,63.2222
3774.25,4473.57,78.1707,113,73.8908
3519.75,4789.42,75.1289,114,66.7875
4626.29,5306.78,71.8111,115,65.2426
3639.3,5034.71,74.0405,116,67.4954
3906.47,4782.5,78.6551,117,75.8825
5006.77,5689.16,71.3159,118,64.0333
4305.24,5295.4,74.9962,119,71.5535
5122.8,5506.55,73.1754,120,68.6702
4259.1,4782.78,70.6019,121,65.3122
5039.26,5419.72,72.4581,122,67.9626
4224.22,4275.07,76.5329,123,73.7276
4786.18,4241.33,68.6958,124,57.8691
4550.88,5004.24,77.1932,125,77.4514
3032.73,3440.82,72.0875,126,62.2089
3879.87,4769.24,79.4888,127,74.5892
4821.71,5362.18,80.6547,128,73.9458
4634.75,5162.48,80.3594,129,79.4796
4368.38,5061.03,80.5305,130,85.5867
4969.35,5448.42,78.5438,131,78.9322
5079.85,5457.13,69.0321,132,62.8075
4043.16,5323.62,78.801,133,80.0915
4086.81,5172.22,75.9244,134,75.4119
4721.5,5622.69,74.2165,135,70.5375
4594.4,5408.89,74.3427,136,73.7182
5178.59,5425.15,77.9933,137,76.1086
4771.09,5528.09,77.9295,138,77.7579
5181.75,4668.87,73.6759,139,77.0429
4922.99,5170.55,80.6642,140,78.102
4517.5,4988.68,82.3263,141,83.9536
4925.03,5508.81,76.7396,142,76.7209
4853.09,4754.15,82.1181,143,79.9009
4658.96,5806.11,74.5411,144,72.7615
5259.52,5736.14,70.9833,145,66.4089
4423.09,4766.16,82.8376,146,81.7406
4739.51,5597.04,77.8684,147,75.437
4705.83,5315.33,74.2304,148,74.9308
4831.71,5240.96,82.6912,149,85.8632
4895.24,5298.16,79.583,150,78.7082
4998.92,5545.24,84.6599,151,85.7983
5145.75,4978.38,79.229,152,80.5118
4356.39,5047.63,82.7729,153,85.9535
5237.96,5283.34,79.1815,154,75.2229
4453.77,5215.53,75.6405,155,73.5085
4980.52,5634.18,81.0801,156,81.4329
4837.35,4959.25,77.635,157,78.6562
5223.73,5783.95,81.6418,158,86.0856
4941.71,5339.04,84.8759,159,87.3635
5245.83,5777.27,84.1548,160,84.96
5380.83,5057.16,82.598,161,83.7053
5161.3,5559.3,75.2033,162,78.2056
5207.82,5185.3,83.2639,163,85.9099
4593.2,5297.8,80.8762,164,83.9402
5436.26,5803.6,81.3359,165,83.3266
4610.03,5431.91,82.3531,166,85.7733
5207.53,5353.07,82.812,167,80.9386
5298.65,5562.09,83.7503,168,91.6225
5129.35,5849.61,79.8466,169,80.9637
5278.85,5826.06,80.4166,170,81.8776
5533.89,5700.99,83.7964,171,85.4341
5464.26,5761.05,79.0236,172,85.3266
3740.39,4244.93,72.2286,173,71.5573
4339.77,5427.21,82.1612,174,82.354
5255.74,5471.37,82.9612,175,85.1107
4833.02,5625.04,81.3163,176,84.5358
4947.8,5714.85,81.8442,177,81.1391
