Running Reverse KL,Itration,Running Update Time,Reward Loss,Real Det Return,Real Sto Return,Running Env Steps,Running Forward KL
19.7058,385,385,-7840.361328125,12733.9,11343.1,1925000,144.4149
21.0531,386,386,-7671.0908203125,12139.3,12008.96,1930000,143.8493
21.3756,387,387,-7843.85888671875,11877.78,11043.17,1935000,143.772
18.1176,388,388,-7888.28955078125,12430.05,11836.77,1940000,144.3258
21.3913,389,389,-7908.0009765625,12390.0,11944.39,1945000,143.8258
19.9297,390,390,-8024.15869140625,12557.77,12140.32,1950000,144.1004
21.9733,391,391,-8161.337890625,12646.74,11820.25,1955000,143.5696
19.8814,392,392,-8118.06884765625,12195.08,11840.39,1960000,144.3398
21.6076,393,393,-8093.185546875,11775.41,12067.33,1965000,144.5159
21.1662,394,394,-8176.5966796875,12363.27,10991.06,1970000,144.3496
22.0332,395,395,-8261.5869140625,12832.61,12247.33,1975000,143.185
21.5964,396,396,-8453.98046875,12479.1,11608.59,1980000,143.9789
21.607,397,397,-8184.30712890625,12558.63,11281.4,1985000,144.4482
21.0304,398,398,-8177.5234375,12702.38,11991.84,1990000,143.4805
23.6372,399,399,-8100.1435546875,12571.78,12177.71,1995000,144.5712
21.6946,400,400,-8161.64697265625,12808.28,11710.05,2000000,143.676
21.4499,401,401,-8281.2080078125,12468.04,11717.12,2005000,143.9446
20.2267,402,402,-8449.96484375,11815.3,10458.35,2010000,144.6135
21.774,403,403,-8307.4853515625,12769.46,12248.05,2015000,143.3298
22.0264,404,404,-8382.263671875,12482.45,11715.51,2020000,143.8579
18.3817,405,405,-8232.8388671875,10918.95,10227.86,2025000,143.5983
21.6657,406,406,-8409.6416015625,12366.67,11528.99,2030000,144.6511
21.6959,407,407,-8265.150390625,12331.36,11360.71,2035000,144.5992
21.4817,408,408,-8179.10302734375,12501.36,11475.75,2040000,144.3016
22.4616,409,409,-8466.3544921875,12412.8,12056.21,2045000,144.3385
21.9861,410,410,-8403.171875,11941.75,12231.74,2050000,144.3345
19.7096,411,411,-8349.3505859375,12719.96,12329.25,2055000,144.1642
22.022,412,412,-8422.6748046875,12651.59,11821.87,2060000,144.7161
22.0333,413,413,-8527.98828125,12656.75,12219.1,2065000,143.2619
22.092,414,414,-8364.2197265625,12660.09,11545.77,2070000,143.6199
20.4964,415,415,-8384.06640625,12526.73,12279.12,2075000,143.9895
21.6756,416,416,-8557.654296875,12643.28,12269.39,2080000,144.3595
21.8647,417,417,-8462.251953125,12684.04,12370.39,2085000,143.8221
21.5318,418,418,-8492.587890625,12673.55,11959.35,2090000,144.3263
21.9803,419,419,-8671.9833984375,12912.92,11790.43,2095000,143.2781
21.1748,420,420,-8424.662109375,11958.27,12150.4,2100000,143.8356
21.2871,421,421,-8364.0869140625,12542.06,11902.79,2105000,144.5152
21.807,422,422,-8702.953125,12300.48,12111.26,2110000,144.9089
21.7494,423,423,-8710.0986328125,12480.87,12158.45,2115000,143.7185
21.5854,424,424,-8487.93359375,12156.24,12306.24,2120000,143.4377
21.4521,425,425,-8683.7646484375,12429.11,11998.42,2125000,143.7741
21.9575,426,426,-8947.6875,12871.71,12306.38,2130000,143.5603
21.1266,427,427,-8919.4404296875,12498.33,11440.12,2135000,143.8596
21.3288,428,428,-8671.1796875,12858.48,12247.17,2140000,143.0492
22.3463,429,429,-8787.9140625,12863.17,12284.59,2145000,143.0648
20.1599,430,430,-8726.2041015625,12632.35,12220.39,2150000,143.3234
19.5435,431,431,-8929.2607421875,12557.46,12260.1,2155000,143.8058
22.3806,432,432,-8740.6201171875,12818.12,11890.32,2160000,143.6538
22.6196,433,433,-8722.9765625,12783.46,12327.86,2165000,143.3468
22.6934,434,434,-9125.8330078125,12237.82,12347.57,2170000,142.9208
22.4213,435,435,-9183.1689453125,12643.93,11625.46,2175000,143.659
22.5048,436,436,-9090.765625,12325.27,12280.7,2180000,144.2174
22.4844,437,437,-9193.8994140625,12577.43,12147.73,2185000,144.2782
22.0752,438,438,-8941.494140625,12705.39,12248.92,2190000,143.7247
22.5102,439,439,-9103.1943359375,12711.36,12194.19,2195000,144.3116
20.6985,440,440,-8980.2451171875,12539.57,12216.6,2200000,143.0128
21.9096,441,441,-9112.443359375,12034.54,11496.27,2205000,144.2994
24.228,442,442,-9230.794921875,12301.89,12454.74,2210000,143.847
22.6311,443,443,-9133.2294921875,12924.35,12299.18,2215000,142.9505
22.1922,444,444,-9058.185546875,12331.31,11839.08,2220000,144.5721
21.497,445,445,-8940.748046875,12275.74,11502.75,2225000,143.3435
21.9766,446,446,-8903.3408203125,12365.33,12049.43,2230000,142.9222
22.6076,447,447,-9167.646484375,12041.34,12169.17,2235000,144.62
21.0993,448,448,-8717.875,12415.03,12111.23,2240000,142.5111
19.4735,449,449,-8744.7587890625,12468.85,11904.35,2245000,143.187
20.458,450,450,-8773.3232421875,12611.13,12143.74,2250000,143.5624
22.4341,451,451,-9103.994140625,12593.77,12328.47,2255000,143.9471
22.0639,452,452,-9149.2451171875,12689.74,11661.15,2260000,142.6852
21.8253,453,453,-8912.234375,12275.87,12090.82,2265000,143.5705
22.0429,454,454,-9004.5947265625,12799.34,12438.94,2270000,143.0961
22.2959,455,455,-9145.9521484375,12519.31,11942.96,2275000,143.0431
21.631,456,456,-8906.060546875,11958.97,12018.72,2280000,143.4678
22.3857,457,457,-8994.3798828125,12428.04,12190.49,2285000,142.2412
21.4643,458,458,-9099.9365234375,12367.01,11452.85,2290000,143.42
21.9214,459,459,-9158.1953125,12664.2,12331.61,2295000,142.5216
22.3729,460,460,-9420.83203125,12291.34,11657.92,2300000,143.6227
19.3498,461,461,-9316.2177734375,12364.54,11526.22,2305000,142.4992
21.6082,462,462,-9461.9921875,12885.26,11986.18,2310000,142.5784
23.0602,463,463,-9712.490234375,12542.98,12177.3,2315000,142.9954
21.5718,464,464,-9646.2666015625,12524.46,11888.93,2320000,143.0033
21.5382,465,465,-9641.4169921875,11499.13,10992.69,2325000,143.267
22.2984,466,466,-9742.2998046875,12543.8,12096.39,2330000,143.8972
19.7119,467,467,-9479.7666015625,12691.98,11715.82,2335000,142.7833
22.7865,468,468,-9556.71484375,12860.56,12362.06,2340000,142.7459
18.9243,469,469,-9283.1591796875,10604.48,10436.57,2345000,142.4827
21.9118,470,470,-9543.7734375,12104.28,11380.13,2350000,143.2817
22.746,471,471,-9872.48046875,11635.18,11506.26,2355000,143.9636
18.7078,472,472,-9707.78125,11472.62,11782.77,2360000,142.8731
19.8718,473,473,-9567.7158203125,12689.36,11052.38,2365000,143.8389
19.9194,474,474,-9805.7451171875,11353.46,11726.28,2370000,143.5898
22.2276,475,475,-10066.4736328125,12581.23,11692.94,2375000,143.4999
22.197,476,476,-9984.146484375,12616.28,11405.97,2380000,143.6554
18.2224,477,477,-9494.486328125,7830.54,7798.44,2385000,142.8063
20.555,478,478,-9670.580078125,12558.05,12003.31,2390000,144.4351
20.6249,479,479,-9723.1240234375,12586.36,11599.18,2395000,144.4448
19.9403,480,480,-9769.5244140625,11720.45,10257.92,2400000,143.1082
20.1995,481,481,-9613.650390625,12112.11,8756.45,2405000,143.3911
17.9103,482,482,-9069.7978515625,5067.56,5425.13,2410000,144.4991
18.9801,483,483,-9687.4794921875,11864.52,9701.12,2415000,143.6314
20.8469,484,484,-9825.9609375,11501.26,11119.3,2420000,143.1818
15.8934,485,485,-8908.0224609375,8018.55,7461.8,2425000,142.8312
19.3941,486,486,-9496.828125,11717.64,10189.13,2430000,143.5874
17.4741,487,487,-8993.4033203125,7169.18,7574.56,2435000,144.3563
20.5637,488,488,-9558.1904296875,12755.59,11723.99,2440000,141.9306
20.0087,489,489,-9694.1904296875,12406.25,11562.96,2445000,142.9836
16.3873,490,490,-8855.408203125,10531.48,8826.29,2450000,143.9846
20.6219,491,491,-9750.736328125,12105.83,9622.94,2455000,143.1349
22.1867,492,492,-9426.017578125,12469.42,11033.41,2460000,143.6371
23.733,493,493,-9899.9658203125,12192.76,12100.56,2465000,144.5398
14.4993,494,494,-9209.5126953125,5489.86,6450.2,2470000,143.3553
17.9622,495,495,-9307.953125,11781.86,11395.46,2475000,143.8901
21.7269,496,496,-9944.5478515625,12834.47,12080.48,2480000,143.4754
22.9829,497,497,-9863.7529296875,12857.28,11684.9,2485000,142.9758
16.2325,498,498,-9234.9384765625,11088.78,8009.94,2490000,144.6808
18.674,499,499,-9691.025390625,6604.25,9311.79,2495000,143.1455
17.3267,500,500,-9601.451171875,5574.94,6403.11,2500000,143.4812
19.0346,501,501,-9787.9970703125,8370.57,7810.17,2505000,144.0845
23.0565,502,502,-9676.181640625,11997.53,11365.82,2510000,143.2305
19.8486,503,503,-9753.7958984375,10122.64,8578.1,2515000,143.9812
16.5781,504,504,-9484.5224609375,8711.69,6548.57,2520000,144.2917
23.6359,505,505,-9673.0966796875,11342.23,10315.15,2525000,143.6892
18.9956,506,506,-9691.658203125,9740.18,6435.45,2530000,143.5496
21.8489,507,507,-9955.8369140625,9714.75,8737.23,2535000,142.2534
20.9932,508,508,-10581.7666015625,11270.27,9775.05,2540000,143.2026
20.0401,509,509,-9623.9453125,7558.17,6992.88,2545000,143.1167
18.4572,510,510,-9760.8017578125,7139.39,8141.69,2550000,142.737
17.1648,511,511,-10007.982421875,8336.64,5202.65,2555000,142.7863
19.3608,512,512,-9777.103515625,9114.36,7214.56,2560000,143.2849
17.7753,513,513,-9723.3544921875,8309.93,6271.32,2565000,143.4325
18.2531,514,514,-10183.845703125,10068.15,8336.08,2570000,143.3785
19.7968,515,515,-9349.224609375,9614.24,8800.31,2575000,144.3601
18.665,516,516,-9901.314453125,8727.25,8856.53,2580000,143.4227
17.5807,517,517,-9882.486328125,10621.36,6678.16,2585000,143.889
18.5302,518,518,-10046.865234375,8670.92,6040.04,2590000,143.711
22.489,519,519,-10158.552734375,12569.16,11540.62,2595000,142.6129
20.0437,520,520,-9804.431640625,11948.55,10921.91,2600000,141.9608
17.856,521,521,-10008.86328125,9355.22,7271.44,2605000,143.4994
17.8275,522,522,-10093.1220703125,8085.56,6550.71,2610000,144.7635
19.3369,523,523,-9869.3125,10382.48,6130.43,2615000,143.2221
18.2532,524,524,-9712.6416015625,10128.53,8245.26,2620000,144.1542
17.0679,525,525,-10058.708984375,10715.73,9447.05,2625000,143.4176
17.7798,526,526,-9992.0390625,9413.55,7497.25,2630000,144.2297
15.6943,527,527,-9925.8564453125,7631.65,4987.58,2635000,143.5825
17.0302,528,528,-10163.2333984375,8657.44,6852.97,2640000,144.753
18.2156,529,529,-9837.1474609375,9512.67,9207.33,2645000,144.2446
16.6082,530,530,-9702.3212890625,10798.15,6818.3,2650000,144.0823
15.9512,531,531,-10068.8837890625,10633.61,9942.07,2655000,144.4058
14.675,532,532,-9957.583984375,8855.55,6995.02,2660000,145.5337
17.0185,533,533,-10273.0244140625,8411.23,8623.54,2665000,143.4168
18.0752,534,534,-10272.140625,11292.29,9809.04,2670000,143.2288
17.2895,535,535,-10014.7705078125,8660.41,9180.03,2675000,142.8545
14.4529,536,536,-9998.845703125,8358.45,5101.79,2680000,145.1698
17.2963,537,537,-10176.7724609375,7781.63,6576.33,2685000,143.3162
18.0677,538,538,-10362.7890625,9378.91,5088.43,2690000,145.3561
19.8568,539,539,-10295.298828125,9936.59,8705.01,2695000,142.2629
20.4277,540,540,-10234.609375,9320.57,9755.2,2700000,142.7282
18.985,541,541,-10288.6484375,10057.49,8373.95,2705000,143.2956
18.408,542,542,-10078.8193359375,7156.27,6923.93,2710000,144.2956
16.456,543,543,-10360.0732421875,6587.38,7650.09,2715000,144.6174
16.7549,544,544,-10213.05859375,9205.96,5011.88,2720000,143.766
16.8214,545,545,-10048.080078125,5764.99,5310.01,2725000,143.6318
17.9525,546,546,-10096.724609375,8648.16,7493.73,2730000,144.0862
15.7603,547,547,-10120.033203125,5765.74,5475.57,2735000,145.2329
14.35,548,548,-9935.53125,2133.85,3046.19,2740000,147.0594
18.941,549,549,-10246.44140625,6282.49,6215.87,2745000,144.2471
20.8208,550,550,-10113.10546875,7141.12,6663.08,2750000,145.252
21.5524,551,551,-9800.8994140625,7804.86,8214.86,2755000,143.5076
23.438,552,552,-9952.744140625,10766.86,10742.02,2760000,144.3342
19.484,553,553,-10372.5283203125,8564.73,7775.64,2765000,146.2512
16.5087,554,554,-10251.71484375,9300.69,6672.07,2770000,144.2762
15.7629,555,555,-10165.07421875,8652.02,6634.7,2775000,144.6988
14.9973,556,556,-10170.16796875,10919.92,8859.37,2780000,143.7862
19.5215,557,557,-10546.31640625,10471.28,8093.52,2785000,144.3766
21.0949,558,558,-10393.646484375,7407.26,10060.57,2790000,143.2103
20.8682,559,559,-10384.982421875,9538.09,11248.85,2795000,142.4673
17.246,560,560,-10555.2685546875,9620.71,6558.25,2800000,143.8054
19.3401,561,561,-10500.712890625,8680.87,9916.66,2805000,143.4184
18.1464,562,562,-10091.3857421875,9281.2,9835.83,2810000,144.3924
17.3417,563,563,-10174.26953125,11383.1,11057.24,2815000,144.577
22.5436,564,564,-9862.9248046875,12347.52,9690.43,2820000,143.6743
18.7674,565,565,-9978.6376953125,12162.44,8476.82,2825000,145.2637
19.6857,566,566,-10572.3837890625,12315.66,8136.1,2830000,143.6712
20.0791,567,567,-10121.0732421875,12321.04,9114.21,2835000,142.6532
20.7996,568,568,-9970.3818359375,12622.98,12145.24,2840000,142.9952
22.3713,569,569,-10083.734375,11645.01,11520.89,2845000,142.83
19.4054,570,570,-10657.6171875,10167.46,7664.11,2850000,144.3784
19.9547,571,571,-10461.7724609375,12099.79,10520.97,2855000,143.1584
23.3339,572,572,-10060.1484375,12631.51,11782.81,2860000,142.3893
20.1939,573,573,-10804.0654296875,10791.39,9846.55,2865000,142.7838
23.2318,574,574,-9880.392578125,11962.36,11128.19,2870000,142.5123
24.4586,575,575,-10137.4736328125,13057.95,12236.47,2875000,142.3357
23.1088,576,576,-10479.1904296875,12469.95,11316.99,2880000,142.864
18.3129,577,577,-10434.2783203125,12509.4,8772.24,2885000,143.0794
19.7969,578,578,-10446.9619140625,12164.42,10670.37,2890000,141.9847
23.8047,579,579,-10105.8291015625,12718.25,10539.53,2895000,143.7363
23.634,580,580,-10025.9775390625,12832.35,12406.15,2900000,143.24
22.5184,581,581,-9996.849609375,12553.84,11199.7,2905000,143.262
20.1424,582,582,-10527.4013671875,11932.04,10235.6,2910000,143.8513
23.1352,583,583,-9968.4482421875,12494.84,12183.51,2915000,143.2148
21.6843,584,584,-10250.6591796875,12854.99,11797.51,2920000,142.3811
22.5823,585,585,-10322.9716796875,11913.17,11620.62,2925000,142.1386
23.6354,586,586,-9893.087890625,12867.03,12388.72,2930000,143.2804
21.8677,587,587,-10337.2666015625,12345.94,9477.98,2935000,143.0275
22.2789,588,588,-10059.1796875,12455.29,12060.84,2940000,141.9279
21.2806,589,589,-10394.0283203125,11843.64,10965.84,2945000,142.9686
22.8114,590,590,-10142.7138671875,12693.79,11760.08,2950000,143.1143
19.7308,591,591,-11021.6328125,11978.01,10316.68,2955000,143.8205
25.0201,592,592,-10154.4833984375,12771.84,12490.22,2960000,143.4444
24.3504,593,593,-9908.5400390625,12964.2,11629.93,2965000,142.0524
23.2728,594,594,-10506.4404296875,12498.11,11532.94,2970000,143.3693
21.62,595,595,-10508.4287109375,12727.39,10677.94,2975000,143.7152
22.4798,596,596,-10408.986328125,12891.21,12051.82,2980000,142.5258
23.6639,597,597,-10355.7509765625,12764.17,12423.84,2985000,142.6722
22.6611,598,598,-10529.5361328125,12275.57,11422.4,2990000,143.0825
22.8591,599,599,-10372.748046875,12897.45,12591.05,2995000,143.521
