Real Sto Return,Running Reverse KL,Real Det Return,Reward Loss,Running Update Time,Running Forward KL,Itration,Running Env Steps
1764.41,16.6315,2141.55,-2012.564208984375,59,157.1605,59,295000
1756.57,16.206,2109.91,-2052.63720703125,60,157.1572,60,300000
1765.39,16.2523,2086.77,-2084.530029296875,61,157.1399,61,305000
1778.73,16.2652,2145.23,-2100.0146484375,62,156.9725,62,310000
1750.95,16.0172,2110.34,-2153.474365234375,63,157.1606,63,315000
1766.07,15.9368,2096.76,-2207.074462890625,64,157.0362,64,320000
1768.84,15.9367,2125.2,-2236.79296875,65,157.0793,65,325000
1777.05,16.063,2122.06,-2271.73291015625,66,156.8364,66,330000
1756.65,15.9138,2104.14,-2331.322998046875,67,157.0061,67,335000
1786.6,15.9129,2119.81,-2347.6279296875,68,157.0557,68,340000
1751.25,16.0699,2123.54,-2415.2587890625,69,157.1468,69,345000
1783.11,16.4454,2144.59,-2444.225830078125,70,157.238,70,350000
1806.04,16.0135,2154.89,-2481.637451171875,71,157.0546,71,355000
1770.1,15.8185,2166.94,-2512.995849609375,72,156.9781,72,360000
1809.01,15.9734,2180.28,-2551.751953125,73,156.9465,73,365000
1793.22,15.9387,2140.74,-2586.147705078125,74,156.9603,74,370000
1799.12,15.8385,2187.68,-2633.88916015625,75,156.8541,75,375000
1800.62,15.9416,2127.59,-2691.658935546875,76,156.9677,76,380000
1833.68,16.3394,2183.69,-2733.757080078125,77,157.1429,77,385000
1850.68,16.1976,2211.83,-2760.61376953125,78,156.857,78,390000
1802.46,15.8667,2190.29,-2788.911865234375,79,156.8793,79,395000
1821.9,15.9942,2199.08,-2836.57373046875,80,156.9697,80,400000
1819.59,15.9849,2192.65,-2887.55810546875,81,156.9447,81,405000
1824.54,15.9737,2204.52,-2914.8662109375,82,157.0505,82,410000
1805.51,16.0775,2180.02,-2977.056884765625,83,157.0072,83,415000
1809.45,15.9176,2199.4,-3014.155029296875,84,156.9013,84,420000
1787.46,15.9627,2149.65,-3070.2060546875,85,156.7934,85,425000
1825.3,15.8874,2174.06,-3112.3251953125,86,157.0422,86,430000
1843.24,15.8378,2209.38,-3138.768798828125,87,156.7425,87,435000
1782.28,15.7951,2155.41,-3203.2998046875,88,157.0241,88,440000
1869.34,15.9125,2184.45,-3225.15625,89,157.0455,89,445000
1810.91,15.6761,2158.84,-3272.90478515625,90,156.9992,90,450000
1811.13,16.1214,2153.23,-3350.391357421875,91,157.0589,91,455000
1831.87,15.9357,2199.41,-3355.96337890625,92,156.8648,92,460000
1867.62,16.0175,2207.02,-3400.061279296875,93,156.9664,93,465000
1863.99,16.1012,2192.28,-3437.113525390625,94,156.8063,94,470000
1848.88,15.7208,2200.49,-3482.466796875,95,156.9701,95,475000
1810.92,15.7598,2146.74,-3535.39208984375,96,156.8649,96,480000
1868.85,15.8554,2203.53,-3570.545166015625,97,156.8904,97,485000
1859.33,15.8558,2191.77,-3626.40087890625,98,156.8532,98,490000
1873.69,16.499,2223.07,-3702.151123046875,99,157.0292,99,495000
1864.59,16.0229,2233.1,-3724.651123046875,100,156.792,100,500000
1862.59,15.7975,2211.02,-3774.41943359375,101,156.9062,101,505000
1861.35,16.306,2191.26,-3821.4365234375,102,156.866,102,510000
1810.68,15.7887,2193.59,-3871.169921875,103,156.821,103,515000
1875.52,15.9677,2199.69,-3904.74462890625,104,157.0184,104,520000
1841.66,15.6925,2203.87,-3954.1064453125,105,156.8315,105,525000
1851.91,15.6692,2233.08,-4013.89208984375,106,156.991,106,530000
1889.31,15.9102,2232.61,-4052.73779296875,107,156.8524,107,535000
1849.49,15.7918,2200.25,-4091.8544921875,108,156.9545,108,540000
1844.65,15.8258,2196.91,-4144.61474609375,109,156.8581,109,545000
1845.89,15.9355,2194.98,-4172.51611328125,110,156.7952,110,550000
1815.45,15.5531,2178.42,-4230.22119140625,111,156.7767,111,555000
1856.94,15.9791,2239.52,-4294.55078125,112,156.8595,112,560000
1843.19,15.6367,2113.9,-4313.8505859375,113,156.7261,113,565000
1875.55,15.9131,2211.99,-4391.61279296875,114,156.8383,114,570000
1868.37,15.6668,2231.2,-4413.0849609375,115,156.7533,115,575000
1828.85,15.5955,2168.3,-4494.30615234375,116,157.0151,116,580000
1852.67,15.6852,2196.01,-4524.20263671875,117,156.7991,117,585000
1870.75,15.9244,2218.24,-4588.771484375,118,156.8112,118,590000
1859.68,15.8671,2206.48,-4606.56787109375,119,156.8472,119,595000
1860.18,15.6933,2190.86,-4679.8291015625,120,156.7962,120,600000
1878.48,15.6472,2220.11,-4749.0810546875,121,156.9414,121,605000
1884.78,15.7956,2209.63,-4766.52734375,122,156.9981,122,610000
1864.41,15.5893,2195.45,-4784.40380859375,123,156.7032,123,615000
1838.74,15.5398,2180.14,-4866.67578125,124,156.6329,124,620000
1889.62,15.6239,2237.49,-4917.5830078125,125,156.7935,125,625000
1853.32,15.4395,2179.23,-4995.21484375,126,156.7881,126,630000
1862.55,15.7763,2221.22,-5051.14306640625,127,156.9595,127,635000
1854.44,15.4312,2222.02,-5056.31494140625,128,156.7104,128,640000
1853.09,15.5343,2184.46,-5125.4033203125,129,156.834,129,645000
1897.35,15.7029,2262.34,-5187.09326171875,130,156.7065,130,650000
1885.33,15.8167,2260.69,-5205.5009765625,131,156.7675,131,655000
1910.62,15.798,2223.83,-5295.23486328125,132,156.9421,132,660000
1883.37,15.8659,2221.42,-5335.3037109375,133,156.8882,133,665000
1898.02,15.9066,2256.04,-5384.24072265625,134,156.7288,134,670000
1878.15,15.8699,2255.49,-5434.9453125,135,156.8237,135,675000
1881.63,15.639,2257.39,-5477.11474609375,136,156.7005,136,680000
1881.83,15.4557,2222.84,-5558.97119140625,137,156.7168,137,685000
1904.39,15.7209,2246.52,-5625.03369140625,138,156.8177,138,690000
1891.54,15.6933,2185.01,-5661.66796875,139,156.7383,139,695000
1871.69,15.4279,2221.15,-5724.283203125,140,156.9046,140,700000
1908.29,15.8241,2258.08,-5802.166015625,141,156.8127,141,705000
1872.4,15.5382,2210.2,-5823.91259765625,142,156.7643,142,710000
1858.73,15.3629,2141.3,-5900.34521484375,143,156.8607,143,715000
1912.16,15.5533,2250.9,-5954.3857421875,144,156.8072,144,720000
1887.29,15.5188,2238.17,-6018.04736328125,145,156.7408,145,725000
1918.43,15.8909,2241.96,-6078.388671875,146,156.8487,146,730000
1907.62,15.704,2215.01,-6117.0859375,147,156.7262,147,735000
1902.14,15.7566,2215.28,-6162.73486328125,148,156.7099,148,740000
1876.87,15.6904,2235.49,-6194.7861328125,149,156.8808,149,745000
1914.44,15.6308,2240.14,-6233.34765625,150,156.843,150,750000
1885.83,15.4144,2216.4,-6253.912109375,151,156.7031,151,755000
1880.02,15.4139,2167.77,-6312.7421875,152,156.7017,152,760000
1914.86,15.6208,2243.56,-6354.587890625,153,156.6745,153,765000
1891.85,15.8052,2245.68,-6438.1396484375,154,156.7146,154,770000
1909.46,15.5774,2236.48,-6459.2314453125,155,156.7714,155,775000
1923.74,15.6432,2261.7,-6475.2080078125,156,156.7597,156,780000
1917.06,15.3983,2253.66,-6534.45068359375,157,156.5595,157,785000
1907.31,15.5921,2223.62,-6604.76171875,158,156.6616,158,790000
1919.2,15.5303,2288.11,-6654.73779296875,159,156.8055,159,795000
1913.23,15.783,2290.7,-6692.95703125,160,156.8114,160,800000
1884.4,15.2802,2202.25,-6685.529296875,161,156.6767,161,805000
1929.82,15.8909,2280.77,-6774.6025390625,162,156.7479,162,810000
1863.25,15.1614,2212.3,-6791.3408203125,163,156.4678,163,815000
1911.38,15.4762,2233.05,-6842.83740234375,164,156.6892,164,820000
1925.62,15.7154,2286.16,-6878.85888671875,165,156.6321,165,825000
1917.66,15.5671,2286.31,-6960.62841796875,166,156.7043,166,830000
1912.94,15.4227,2254.47,-6949.60986328125,167,156.7156,167,835000
1889.15,15.4537,2233.72,-7036.20751953125,168,156.8381,168,840000
1948.11,15.5058,2292.88,-7041.845703125,169,156.6341,169,845000
1906.9,15.3231,2259.53,-7087.4345703125,170,156.635,170,850000
1902.43,15.4356,2277.31,-7152.912109375,171,156.7221,171,855000
1884.9,15.5981,2272.42,-7215.01318359375,172,156.7588,172,860000
1893.94,15.4803,2234.54,-7276.419921875,173,156.8562,173,865000
1895.63,15.153,2240.77,-7259.6005859375,174,156.698,174,870000
1911.56,15.3252,2267.05,-7334.46240234375,175,156.6359,175,875000
1921.64,15.6771,2261.38,-7422.47509765625,176,156.6749,176,880000
1909.31,15.5083,2245.31,-7416.60205078125,177,156.7866,177,885000
1903.01,15.3827,2196.15,-7478.30810546875,178,156.6452,178,890000
1888.05,15.3753,2214.15,-7494.84423828125,179,156.7279,179,895000
1913.91,15.3543,2240.5,-7521.49658203125,180,156.7049,180,900000
1919.08,15.2783,2247.72,-7612.13134765625,181,156.7447,181,905000
1905.92,15.5908,2264.13,-7621.6640625,182,156.6671,182,910000
1907.85,15.2824,2213.97,-7645.6640625,183,156.5583,183,915000
1900.55,15.6049,2273.33,-7708.31103515625,184,156.6648,184,920000
1929.11,15.255,2245.97,-7699.74365234375,185,156.6097,185,925000
1914.5,15.3182,2287.83,-7728.38037109375,186,156.6438,186,930000
1908.04,15.2857,2231.62,-7784.06787109375,187,156.7169,187,935000
1924.53,15.3894,2280.48,-7767.35888671875,188,156.695,188,940000
1925.45,15.291,2265.64,-7803.15966796875,189,156.6557,189,945000
1922.0,15.4764,2236.81,-7849.67041015625,190,156.7792,190,950000
1910.24,15.5559,2236.26,-7898.1240234375,191,156.6952,191,955000
1953.63,15.5069,2304.34,-7882.35498046875,192,156.6435,192,960000
1878.72,15.381,2168.79,-7934.84912109375,193,156.6805,193,965000
1921.18,15.4734,2266.18,-7973.7451171875,194,156.7445,194,970000
1881.88,15.1314,2264.8,-7943.001953125,195,156.6314,195,975000
1931.21,15.3394,2263.81,-7996.19873046875,196,156.8084,196,980000
1943.71,15.4858,2273.68,-8060.7197265625,197,156.7178,197,985000
1878.0,15.3067,2198.13,-8069.3701171875,198,156.5278,198,990000
1927.12,15.5613,2305.83,-8093.3740234375,199,156.7478,199,995000
1931.64,15.6044,2272.15,-8107.18359375,200,156.6315,200,1000000
1942.0,15.5181,2265.76,-8142.041015625,201,156.6531,201,1005000
1921.98,15.5322,2282.48,-8198.181640625,202,156.6901,202,1010000
1936.74,15.4381,2236.86,-8208.46484375,203,156.8213,203,1015000
1933.22,15.4504,2236.36,-8241.5703125,204,156.8265,204,1020000
1915.59,15.4327,2254.63,-8232.6630859375,205,156.7815,205,1025000
1920.41,15.414,2263.76,-8282.8876953125,206,156.8043,206,1030000
1915.51,15.4813,2251.85,-8307.328125,207,156.7452,207,1035000
1939.87,15.5178,2269.37,-8348.02734375,208,156.8328,208,1040000
1928.0,15.4966,2272.68,-8356.2099609375,209,156.6844,209,1045000
1922.82,15.4282,2252.26,-8386.1552734375,210,156.6914,210,1050000
1930.26,15.4187,2261.82,-8407.7314453125,211,156.7622,211,1055000
1955.56,15.5066,2298.68,-8461.087890625,212,156.7727,212,1060000
1926.76,15.5324,2289.48,-8477.5234375,213,156.7939,213,1065000
1923.6,15.3794,2285.98,-8513.67578125,214,156.8211,214,1070000
1908.66,15.4264,2274.03,-8533.626953125,215,156.8011,215,1075000
1920.76,15.4644,2297.94,-8576.201171875,216,156.7168,216,1080000
1918.56,15.5672,2309.06,-8627.365234375,217,156.7429,217,1085000
1937.46,15.4016,2161.3,-8620.8935546875,218,156.7263,218,1090000
1951.2,15.4515,2010.31,-8636.5,219,156.8465,219,1095000
1930.17,15.4999,2002.9,-8658.138671875,220,156.6633,220,1100000
1933.49,15.4766,1877.27,-8692.9267578125,221,156.7276,221,1105000
1917.18,15.3258,1891.28,-8718.95703125,222,156.7239,222,1110000
1927.57,15.4644,1634.4,-8755.1904296875,223,156.5633,223,1115000
1913.01,15.3996,1739.78,-8766.6923828125,224,156.7239,224,1120000
1915.91,15.43,1733.3,-8798.2158203125,225,156.7548,225,1125000
1894.04,15.3755,2006.63,-8834.0244140625,226,156.7784,226,1130000
1916.48,15.4607,1734.76,-8863.796875,227,156.7402,227,1135000
1914.05,15.3336,1748.91,-8875.794921875,228,156.7204,228,1140000
1941.05,15.3466,2020.69,-8897.837890625,229,156.6971,229,1145000
1935.61,15.3167,1739.25,-8933.1015625,230,156.6578,230,1150000
1911.97,15.2825,1738.22,-8948.8828125,231,156.6499,231,1155000
1902.24,15.3758,1744.08,-8991.6611328125,232,156.649,232,1160000
1836.02,15.3452,1879.87,-9003.787109375,233,156.6889,233,1165000
1918.54,15.327,1598.57,-9007.6259765625,234,156.6305,234,1170000
1923.5,15.2783,1742.86,-9049.6083984375,235,156.5303,235,1175000
1914.86,15.4362,1576.93,-9081.7568359375,236,156.5376,236,1180000
1901.4,15.3439,1985.32,-9129.06640625,237,156.5984,237,1185000
1927.55,15.5131,1588.87,-9141.634765625,238,156.6946,238,1190000
1925.31,15.3887,1569.17,-9150.8916015625,239,156.6701,239,1195000
1919.12,15.2283,1607.43,-9173.201171875,240,156.7179,240,1200000
1919.31,15.3738,1989.78,-9218.0400390625,241,156.5666,241,1205000
1919.13,15.2037,2280.82,-9224.34765625,242,156.4758,242,1210000
1925.56,15.1559,2272.39,-9258.755859375,243,156.6784,243,1215000
1910.3,15.388,2260.27,-9279.7822265625,244,156.6767,244,1220000
1918.2,15.4543,2257.69,-9336.5615234375,245,156.6626,245,1225000
1928.8,15.2817,2264.22,-9314.5556640625,246,156.4747,246,1230000
1926.5,15.1746,2266.1,-9342.8837890625,247,156.6642,247,1235000
1943.37,15.4372,2284.86,-9409.19140625,248,156.6033,248,1240000
1932.77,15.4846,2246.01,-9431.279296875,249,156.651,249,1245000
1930.86,15.1141,2261.73,-9427.7578125,250,156.4863,250,1250000
1941.4,15.4618,2271.93,-9480.046875,251,156.7115,251,1255000
1915.16,15.1963,2270.32,-9475.9033203125,252,156.7071,252,1260000
1944.69,15.3143,2295.12,-9508.25,253,156.6044,253,1265000
1949.57,15.4308,2276.51,-9573.013671875,254,156.6736,254,1270000
1935.31,15.3666,2272.71,-9583.634765625,255,156.6688,255,1275000
1919.63,15.293,2286.36,-9611.482421875,256,156.5816,256,1280000
1908.53,15.2012,2288.79,-9625.6240234375,257,156.4732,257,1285000
1939.81,15.3375,2281.25,-9644.0009765625,258,156.5567,258,1290000
1949.59,15.2755,2283.86,-9669.4208984375,259,156.6265,259,1295000
1960.27,15.4672,2302.6,-9696.87109375,260,156.6192,260,1300000
1928.77,15.2995,2296.12,-9715.896484375,261,156.6468,261,1305000
1929.12,15.4449,2310.01,-9726.3115234375,262,156.6743,262,1310000
1940.91,15.3289,2310.44,-9733.5791015625,263,156.6416,263,1315000
1948.28,15.0917,2288.04,-9728.4853515625,264,156.6245,264,1320000
1920.55,15.2983,2298.81,-9826.9990234375,265,156.6145,265,1325000
1936.1,15.2937,2294.99,-9839.671875,266,156.714,266,1330000
1908.31,15.2299,2261.23,-9846.900390625,267,156.6523,267,1335000
1918.94,15.1821,2272.53,-9864.0693359375,268,156.6132,268,1340000
1929.47,15.2333,2307.96,-9872.2490234375,269,156.5295,269,1345000
1936.91,15.2189,2260.64,-9906.3125,270,156.8129,270,1350000
1934.74,15.3281,2244.93,-9932.6279296875,271,156.7253,271,1355000
1924.95,15.3697,2291.32,-9950.5380859375,272,156.6476,272,1360000
1821.58,15.1666,2314.2,-9980.17578125,273,156.6142,273,1365000
1935.11,15.1767,2292.53,-9987.6396484375,274,156.7184,274,1370000
1957.0,15.3635,2320.04,-10034.4150390625,275,156.7157,275,1375000
1930.38,15.2753,2297.75,-10076.009765625,276,156.7561,276,1380000
1947.71,15.2993,2286.97,-10052.03515625,277,156.5323,277,1385000
1939.22,15.2247,2305.1,-10066.6953125,278,156.5521,278,1390000
1905.87,15.2862,2283.04,-10075.044921875,279,156.6948,279,1395000
1947.06,15.2671,2266.63,-10121.2958984375,280,156.4874,280,1400000
1931.46,15.3272,2301.66,-10182.2119140625,281,156.7957,281,1405000
1955.49,15.3609,2308.9,-10202.94140625,282,156.6721,282,1410000
1923.3,15.3479,2280.84,-10180.32421875,283,156.8241,283,1415000
1921.89,15.1919,2264.72,-10197.1943359375,284,156.6795,284,1420000
1919.69,15.0815,2304.32,-10218.1474609375,285,156.5981,285,1425000
1900.23,15.2484,2270.81,-10256.8486328125,286,156.6502,286,1430000
1962.58,15.1737,2318.68,-10281.5546875,287,156.6258,287,1435000
1942.53,15.2619,2316.62,-10305.1005859375,288,156.6957,288,1440000
1927.12,15.1777,2297.93,-10328.4228515625,289,156.6597,289,1445000
1901.75,15.2667,2292.02,-10350.3232421875,290,156.7667,290,1450000
1946.53,15.2306,2321.62,-10377.0390625,291,156.6511,291,1455000
1926.46,15.1869,2292.2,-10369.771484375,292,156.646,292,1460000
1919.03,15.2355,2303.34,-10423.8193359375,293,156.6753,293,1465000
1939.69,15.1433,2292.84,-10444.6689453125,294,156.7365,294,1470000
1941.54,15.1503,2315.77,-10422.7861328125,295,156.6977,295,1475000
1956.72,15.3576,2299.65,-10473.9267578125,296,156.5637,296,1480000
1914.59,15.1285,2285.49,-10493.802734375,297,156.6347,297,1485000
1934.31,15.3008,2315.69,-10524.353515625,298,156.6678,298,1490000
1913.66,15.3149,2311.03,-10517.4443359375,299,156.6995,299,1495000
1934.79,15.3873,2014.84,-10563.7216796875,300,156.6484,300,1500000
1907.61,15.3364,2322.47,-10535.736328125,301,156.7723,301,1505000
1948.23,15.3669,2277.65,-10570.69140625,302,156.5856,302,1510000
1941.91,15.3292,2298.64,-10612.1982421875,303,156.8827,303,1515000
1965.53,15.0852,2178.0,-10595.908203125,304,156.6855,304,1520000
1931.07,15.2737,2328.21,-10608.3857421875,305,156.7293,305,1525000
1946.57,15.2724,2293.11,-10614.3544921875,306,156.6296,306,1530000
1961.91,15.2357,2329.86,-10639.0244140625,307,156.6379,307,1535000
1966.08,15.348,2323.43,-10689.0732421875,308,156.5221,308,1540000
1944.77,15.1683,2293.36,-10652.9013671875,309,156.8688,309,1545000
1951.75,15.224,2305.09,-10691.3935546875,310,156.7578,310,1550000
1959.67,15.3281,2352.31,-10714.275390625,311,156.5453,311,1555000
1970.27,15.3852,2341.25,-10749.8759765625,312,156.7343,312,1560000
1973.55,15.2797,2333.04,-10752.62109375,313,156.5824,313,1565000
1957.92,15.2173,2343.2,-10784.4033203125,314,156.6614,314,1570000
1947.64,15.2773,2335.95,-10780.65625,315,156.6738,315,1575000
1954.09,15.261,2338.33,-10775.435546875,316,156.4532,316,1580000
1977.72,15.3605,2342.0,-10848.32421875,317,156.7581,317,1585000
1967.01,15.3885,2340.24,-10877.0341796875,318,156.8555,318,1590000
1970.31,15.3,2323.11,-10856.751953125,319,156.6291,319,1595000
1945.92,15.3961,2331.23,-10854.7666015625,320,156.716,320,1600000
1949.61,15.3353,2336.38,-10929.755859375,321,156.6188,321,1605000
1964.9,15.3606,2352.12,-10930.578125,322,156.7705,322,1610000
1961.77,15.2756,2341.24,-10924.72265625,323,156.7161,323,1615000
1958.47,15.4296,2318.7,-10928.427734375,324,156.7886,324,1620000
1958.07,15.3021,2308.24,-10983.3037109375,325,156.8393,325,1625000
1980.97,15.4365,2342.41,-10989.5283203125,326,156.6499,326,1630000
1975.37,15.2676,2335.12,-10963.296875,327,156.7393,327,1635000
1969.3,15.3704,2318.58,-10996.111328125,328,156.797,328,1640000
1965.37,15.2454,2330.8,-11035.6923828125,329,156.5799,329,1645000
1962.28,15.2791,2353.07,-11042.0830078125,330,156.5747,330,1650000
1885.61,15.4677,2352.3,-11090.58203125,331,156.6613,331,1655000
1988.88,15.3478,2361.13,-11111.87109375,332,156.7177,332,1660000
1970.82,15.3515,2350.2,-11097.359375,333,156.7416,333,1665000
1959.21,15.4244,2333.54,-11115.16796875,334,156.747,334,1670000
1974.0,15.354,2345.97,-11157.6943359375,335,157.0029,335,1675000
1971.03,15.2795,2329.33,-11115.2099609375,336,156.7709,336,1680000
1972.41,15.4284,2339.57,-11191.708984375,337,156.7231,337,1685000
1974.94,15.2805,2338.22,-11147.8291015625,338,156.7941,338,1690000
1964.56,15.3298,2355.03,-11182.099609375,339,156.7465,339,1695000
1969.09,15.2661,2354.94,-11204.9033203125,340,156.6822,340,1700000
1973.48,15.3743,2360.37,-11259.9443359375,341,156.7977,341,1705000
1970.56,15.5015,2345.12,-11247.64453125,342,156.8917,342,1710000
1960.95,15.4477,2345.15,-11307.208984375,343,156.6731,343,1715000
1995.12,15.309,2355.5,-11307.1484375,344,156.6351,344,1720000
1981.72,15.3137,2365.01,-11343.4814453125,345,156.598,345,1725000
1941.2,15.3889,2335.66,-11326.8564453125,346,156.8314,346,1730000
1967.37,15.2781,2360.66,-11347.22265625,347,156.6537,347,1735000
1970.87,15.0997,2347.66,-11345.9111328125,348,156.604,348,1740000
1974.43,15.3832,2339.66,-11350.0595703125,349,156.9158,349,1745000
1970.32,15.337,2345.31,-11412.169921875,350,156.6099,350,1750000
1981.9,15.3289,2346.91,-11402.2705078125,351,156.7332,351,1755000
1959.28,15.2947,2346.18,-11467.755859375,352,156.5688,352,1760000
1962.32,15.1384,2293.09,-11469.638671875,353,156.7999,353,1765000
1976.17,15.2311,2362.13,-11492.62890625,354,156.5829,354,1770000
1990.12,15.1785,2331.49,-11478.5712890625,355,156.6634,355,1775000
1978.27,15.2705,2357.92,-11556.529296875,356,156.7546,356,1780000
1978.9,15.3636,2364.61,-11556.755859375,357,156.7384,357,1785000
1967.05,15.0981,2337.42,-11519.43359375,358,156.8506,358,1790000
1970.05,15.2063,2339.6,-11507.4404296875,359,156.6272,359,1795000
1960.65,15.2835,2339.17,-11561.9306640625,360,156.8125,360,1800000
1972.97,15.2009,2327.57,-11604.5322265625,361,156.7084,361,1805000
1943.59,15.1328,2335.83,-11571.869140625,362,156.6047,362,1810000
1973.4,15.2192,2332.55,-11627.4892578125,363,156.588,363,1815000
1964.27,15.3281,2337.83,-11637.10546875,364,156.6762,364,1820000
1980.92,15.4533,2351.93,-11649.9521484375,365,156.7453,365,1825000
