Reward Loss,Running Reverse KL,Real Sto Return,Running Forward KL,Itration,Running Update Time,Running Env Steps,Real Det Return
-1330.8597412109375,28.3923,719.6,65.924,29,29,145000,1577.56
-1407.6513671875,27.6646,972.63,64.5867,30,30,150000,2431.73
-1382.7451171875,27.7521,1079.17,63.4432,31,31,155000,2107.56
-1411.2825927734375,27.8055,935.07,62.7548,32,32,160000,1400.45
-1367.010986328125,30.8006,1439.17,63.2421,33,33,165000,2130.04
-1342.2445068359375,31.7193,1364.27,63.0412,34,34,170000,2543.56
-1356.8707275390625,34.2965,1664.52,62.3664,35,35,175000,3198.77
-1561.3604736328125,27.7414,1639.55,61.1066,36,36,180000,1901.34
-1488.18408203125,32.5691,1182.91,62.9237,37,37,185000,2238.36
-1654.1474609375,28.4961,1414.29,63.2487,38,38,190000,2551.76
-1532.2332763671875,34.4175,2351.64,62.4017,39,39,195000,2740.42
-1579.2742919921875,39.6909,2145.91,64.6057,40,40,200000,3137.18
-1608.806884765625,34.6007,2640.85,62.2448,41,41,205000,3536.88
-1687.1558837890625,36.7735,1084.95,65.0138,42,42,210000,1789.78
-1773.50439453125,33.1311,1174.61,62.8956,43,43,215000,1755.02
-1827.8079833984375,32.9819,2827.79,63.8169,44,44,220000,3406.2
-1869.458740234375,35.5634,2442.57,64.6602,45,45,225000,3684.37
-1809.1043701171875,36.6706,2548.11,62.7308,46,46,230000,2931.84
-1957.51513671875,33.6881,2044.33,63.8477,47,47,235000,3115.78
-1964.2218017578125,38.4122,2360.08,64.8209,48,48,240000,3399.49
-1900.33642578125,38.271,3129.09,64.6123,49,49,245000,3725.35
-1960.526123046875,43.7076,2871.2,66.1449,50,50,250000,3643.88
-1884.2020263671875,43.2543,3481.62,67.0162,51,51,255000,4043.1
-2134.268310546875,44.1538,3273.67,67.2097,52,52,260000,4143.1
-2007.4813232421875,51.0624,3391.96,68.6533,53,53,265000,4726.57
-2265.868896484375,39.0539,3069.71,65.3975,54,54,270000,3578.21
-2150.833740234375,42.6746,2704.51,65.1679,55,55,275000,3335.1
-2287.678466796875,43.8239,2930.53,65.9211,56,56,280000,3801.63
-2330.49560546875,41.2545,2511.94,65.5173,57,57,285000,3068.85
-2422.10107421875,44.0427,2678.46,66.6112,58,58,290000,4384.69
-2528.538818359375,42.5067,3526.52,66.2028,59,59,295000,4232.39
-2445.562744140625,46.151,1931.6,66.77,60,60,300000,3780.21
-2459.604736328125,57.1829,3318.32,72.7577,61,61,305000,4480.01
-2560.027587890625,48.2333,3168.97,67.3375,62,62,310000,3724.69
-2537.445556640625,45.9605,3044.03,66.8619,63,63,315000,3970.23
-2614.376708984375,49.9271,3987.64,65.9424,64,64,320000,4423.71
-2733.990234375,49.423,3829.67,67.5872,65,65,325000,4712.9
-2802.1171875,45.1735,3420.04,66.9463,66,66,330000,4407.48
-2842.38623046875,43.4514,3682.17,65.6481,67,67,335000,4633.01
-2847.263916015625,55.5791,4211.76,70.2976,68,68,340000,5073.75
-2956.78564453125,51.8241,3745.04,67.81,69,69,345000,4564.7
-3010.263427734375,59.1531,4239.16,72.8115,70,70,350000,4805.22
-3156.977783203125,45.4595,3158.63,66.9402,71,71,355000,4077.08
-3113.712158203125,52.6987,3785.91,67.9536,72,72,360000,3837.91
-3229.834228515625,50.2295,3931.1,67.6465,73,73,365000,4435.51
-3282.6611328125,66.5943,3733.21,78.729,74,74,370000,4853.52
-3372.854248046875,44.548,3327.87,66.4387,75,75,375000,4007.14
-3459.381103515625,58.7492,3964.07,74.5459,76,76,380000,5004.73
-3455.605224609375,56.1201,3494.07,69.9992,77,77,385000,4404.95
-3542.25537109375,46.4009,3254.3,65.9893,78,78,390000,4571.8
-3669.60009765625,60.635,4405.59,72.0485,79,79,395000,5100.29
-3784.244140625,57.9059,4356.67,70.5601,80,80,400000,4186.38
-3840.5537109375,38.8801,2736.78,67.1154,81,81,405000,4355.64
-3856.033203125,51.1287,3593.99,69.6103,82,82,410000,4618.4
-4000.63037109375,59.3985,4114.5,71.8009,83,83,415000,4891.73
-4030.908447265625,49.0167,3680.94,68.5375,84,84,420000,4886.89
-4145.19189453125,62.9451,4072.51,74.2571,85,85,425000,5004.0
-4196.3544921875,59.9039,4258.37,71.0597,86,86,430000,5215.78
-4312.65966796875,63.043,4011.97,71.876,87,87,435000,4956.37
-4384.0107421875,58.3767,4284.29,71.33,88,88,440000,4786.24
-4723.9990234375,71.9311,4881.09,79.5646,89,89,445000,5050.37
-4736.080078125,69.107,3615.74,77.5446,90,90,450000,5291.34
-4678.515625,53.7418,4258.79,69.5942,91,91,455000,5203.17
-4748.34912109375,59.9764,4947.39,70.496,92,92,460000,5492.76
-4787.9580078125,54.7569,4039.07,69.808,93,93,465000,5007.13
-4954.38818359375,54.066,3674.39,68.9626,94,94,470000,5423.91
-5176.173828125,61.5462,4383.63,72.4517,95,95,475000,5190.32
-5095.9189453125,61.9674,4021.43,73.5957,96,96,480000,4714.0
-5380.1337890625,72.2703,4014.42,80.2735,97,97,485000,4942.1
-5413.03662109375,60.9752,3787.64,72.542,98,98,490000,4694.1
-5463.0146484375,66.2986,4289.41,73.1927,99,99,495000,5161.86
-5757.0478515625,74.7099,4335.61,80.5756,100,100,500000,5161.3
-5692.52978515625,68.7299,5030.19,76.3656,101,101,505000,5155.5
-5908.8525390625,66.7929,4595.11,72.2361,102,102,510000,4980.61
-5983.1337890625,69.2204,4536.19,78.7628,103,103,515000,5005.98
-5957.25634765625,62.3998,3930.01,71.094,104,104,520000,4494.97
-6151.83642578125,68.4494,4192.44,78.1294,105,105,525000,5157.14
-6324.10107421875,66.6536,4432.61,74.7232,106,106,530000,4767.22
-6533.3544921875,70.9445,4148.01,78.9635,107,107,535000,5332.58
-6322.44873046875,60.4245,3703.52,70.4496,108,108,540000,4428.27
-6667.677734375,63.1149,3729.42,72.7298,109,109,545000,4856.51
-6809.34326171875,65.7514,4105.55,72.2678,110,110,550000,5288.44
-6837.2353515625,65.2973,3697.71,75.1588,111,111,555000,3676.22
-7024.6591796875,63.8827,4083.54,71.1778,112,112,560000,4970.64
-6891.27099609375,62.6939,4501.23,71.3406,113,113,565000,4684.14
-6963.5361328125,62.6389,3515.09,71.1712,114,114,570000,5184.09
-7354.85693359375,67.6897,4444.82,71.6269,115,115,575000,4696.98
-7516.77880859375,68.8049,4477.42,73.5992,116,116,580000,5274.65
-7583.88037109375,66.6094,3155.33,73.0827,117,117,585000,4835.13
-7715.75,75.2721,3777.05,77.2282,118,118,590000,5112.37
-7877.8583984375,79.662,3896.77,82.3046,119,119,595000,4665.67
-7872.44189453125,66.0453,4336.06,74.8978,120,120,600000,5274.53
-8076.07763671875,71.3492,4630.8,76.2693,121,121,605000,5060.21
-8462.5302734375,78.7898,4561.44,80.4014,122,122,610000,5256.16
-8399.4541015625,71.4917,4229.81,74.06,123,123,615000,4808.77
-8619.2841796875,76.8508,4655.9,82.7291,124,124,620000,5555.75
-8832.4990234375,75.2459,5046.86,76.2313,125,125,625000,5555.52
-8659.5087890625,73.4994,4105.38,74.92,126,126,630000,5229.04
-8973.6376953125,68.0314,4615.13,74.4263,127,127,635000,4994.11
-9324.408203125,77.0504,4001.83,84.5503,128,128,640000,5165.07
-9246.953125,79.0898,4424.29,79.5698,129,129,645000,4683.56
-9460.31640625,75.8327,4868.47,80.2182,130,130,650000,5426.47
-9664.80078125,74.3748,4997.81,76.5788,131,131,655000,5214.26
-9948.68359375,78.1307,4426.52,78.5891,132,132,660000,5605.08
-9894.337890625,75.5751,4967.17,79.7708,133,133,665000,5149.34
-10259.27734375,73.6471,5190.1,81.1308,134,134,670000,5519.99
-10604.634765625,75.4386,4828.7,80.7954,135,135,675000,5594.08
-10397.5595703125,76.1953,4697.92,80.6582,136,136,680000,5489.6
-10694.38671875,72.6209,4927.57,80.6493,137,137,685000,5742.19
-10647.62109375,84.261,4004.86,83.2333,138,138,690000,5603.36
-10857.63671875,71.1658,4416.73,74.7154,139,139,695000,5285.99
-11447.5859375,79.8221,5272.93,81.2957,140,140,700000,5550.27
-11451.423828125,74.4369,3645.07,79.8288,141,141,705000,4892.2
-11604.390625,80.0498,4724.68,82.4451,142,142,710000,5636.67
-11771.630859375,77.7406,4998.6,82.2298,143,143,715000,5426.32
-11935.2138671875,82.3656,5149.76,83.6569,144,144,720000,5797.64
-12032.17578125,70.6426,5035.93,75.2095,145,145,725000,5831.09
-12188.6962890625,75.4052,5027.0,78.358,146,146,730000,5560.33
-12486.919921875,80.7783,4384.94,83.467,147,147,735000,5687.63
-12768.939453125,75.4538,4871.64,81.0601,148,148,740000,5117.17
-12909.291015625,74.1791,4173.81,79.384,149,149,745000,4531.14
-12516.9599609375,69.7457,4388.59,73.1682,150,150,750000,5667.72
-13286.1591796875,81.4061,5012.4,85.3654,151,151,755000,4969.72
-13561.521484375,79.3214,5214.73,82.3647,152,152,760000,5702.92
-13479.6513671875,82.6505,5071.6,84.0118,153,153,765000,5764.42
-13306.236328125,73.4162,5165.14,73.5591,154,154,770000,5848.05
-14012.2490234375,78.278,4918.83,83.0993,155,155,775000,5863.56
-14023.5517578125,73.752,5369.96,75.5491,156,156,780000,5649.54
-14068.88671875,71.8331,5048.14,74.1733,157,157,785000,5695.43
-14636.21875,78.351,4952.12,82.1583,158,158,790000,5992.88
-15150.138671875,85.1065,5221.55,83.8136,159,159,795000,5823.68
-15162.2919921875,79.0815,4967.3,83.5039,160,160,800000,5732.8
-15759.6416015625,81.8145,5168.75,82.0495,161,161,805000,5927.26
-15411.46484375,79.9424,5334.87,75.6465,162,162,810000,5260.08
-15811.970703125,78.7427,5041.35,77.8749,163,163,815000,5745.44
-16027.6123046875,81.8239,4923.76,82.1288,164,164,820000,5731.27
-16386.017578125,81.2302,5403.81,82.1529,165,165,825000,5842.61
-16564.8671875,79.619,4982.4,82.4608,166,166,830000,5472.34
-16894.302734375,84.6803,4651.44,84.2021,167,167,835000,5358.25
-16841.51953125,77.2798,4545.13,78.2707,168,168,840000,4968.06
-17271.39453125,84.7128,5137.5,83.1046,169,169,845000,5201.19
-17460.568359375,76.7059,5490.29,78.1758,170,170,850000,5927.41
-17475.634765625,82.934,4833.72,83.7276,171,171,855000,5455.6
-16515.072265625,65.0342,4936.67,71.5913,172,172,860000,5645.9
-18065.7734375,73.2291,5187.13,75.0615,173,173,865000,5674.56
-17117.66015625,69.1254,4655.1,73.6445,174,174,870000,4861.01
-19088.421875,81.237,5267.95,84.3863,175,175,875000,5904.6
-18456.439453125,76.2505,4990.81,75.6337,176,176,880000,5853.14
-18086.353515625,71.5491,5060.08,73.2578,177,177,885000,5642.27
-18778.005859375,80.1427,5180.59,78.6771,178,178,890000,5526.28
-18857.353515625,73.6522,4935.36,74.8084,179,179,895000,5718.54
-20118.138671875,80.5071,4800.41,83.8471,180,180,900000,5323.14
-19725.7890625,72.575,5140.78,74.9655,181,181,905000,5308.37
-20490.685546875,84.116,4891.0,83.6958,182,182,910000,5997.32
-20621.6640625,77.7712,5312.61,81.7571,183,183,915000,5332.66
-21068.0546875,83.4286,5267.5,83.4816,184,184,920000,5965.81
-21041.580078125,82.2546,4752.75,82.2698,185,185,925000,4859.68
-21253.7109375,83.5692,4829.42,83.5482,186,186,930000,5694.28
-21001.162109375,73.7774,5501.7,75.8331,187,187,935000,5737.11
-21853.509765625,76.4446,5226.98,76.2391,188,188,940000,5726.95
-21440.072265625,74.9638,4872.3,75.5342,189,189,945000,5670.18
-23109.83984375,80.924,5247.45,83.0155,190,190,950000,5873.84
-22743.4609375,82.3916,5515.9,84.4739,191,191,955000,5410.49
-23681.5078125,87.7236,5605.27,85.4363,192,192,960000,5576.44
-23878.705078125,78.3793,4407.31,82.9141,193,193,965000,5990.99
-24276.38671875,79.5798,5402.82,83.4659,194,194,970000,5731.65
-23418.44921875,66.1355,5146.6,74.4151,195,195,975000,6016.4
-24691.34765625,79.3978,4920.62,83.3189,196,196,980000,5868.87
-25170.224609375,85.231,5291.27,84.0986,197,197,985000,5993.58
-25141.296875,84.8884,4822.43,84.662,198,198,990000,5978.04
-24051.001953125,73.2601,4903.05,75.9352,199,199,995000,5749.57
-26027.68359375,80.775,5114.13,83.1748,200,200,1000000,5780.23
-25285.671875,75.1292,5382.79,75.7811,201,201,1005000,5819.66
-26497.42578125,79.7048,4719.78,82.2304,202,202,1010000,6075.55
-27111.314453125,81.9616,5561.91,83.2779,203,203,1015000,6128.43
-26820.8828125,77.0375,5382.03,77.4153,204,204,1020000,5922.29
-26751.556640625,75.3769,5110.93,76.8549,205,205,1025000,5823.19
-27548.671875,78.8213,5639.08,81.32,206,206,1030000,5806.38
-26922.9921875,74.1382,5623.89,74.8588,207,207,1035000,5826.73
-28320.798828125,81.9889,5244.98,82.015,208,208,1040000,5907.1
-27316.45703125,71.729,4934.05,75.1893,209,209,1045000,5801.01
-28933.67578125,85.0009,5204.03,83.4211,210,210,1050000,5841.58
-27817.0078125,70.4354,5340.02,74.9046,211,211,1055000,6210.44
-29868.13671875,82.0249,5611.78,83.4442,212,212,1060000,6224.9
-29734.548828125,80.4749,5270.61,82.6583,213,213,1065000,5870.28
-30546.546875,78.6146,5463.38,80.6174,214,214,1070000,5752.36
-31192.97265625,81.713,5539.44,82.9318,215,215,1075000,6213.48
-30609.103515625,72.5525,5252.92,76.3076,216,216,1080000,6245.14
-31751.998046875,81.7122,5572.12,82.5588,217,217,1085000,5907.35
-31591.22265625,75.4819,4899.4,76.1106,218,218,1090000,5931.96
-32308.75390625,77.1341,5481.84,80.149,219,219,1095000,5888.11
-32429.08984375,77.1481,5416.75,81.7672,220,220,1100000,6196.69
-31790.830078125,73.3636,5753.39,74.5067,221,221,1105000,6159.68
-33655.35546875,80.4345,5590.08,83.3358,222,222,1110000,6172.6
-32223.2734375,74.6767,5308.37,75.335,223,223,1115000,6170.62
-32281.626953125,71.7085,5803.27,73.5314,224,224,1120000,6235.29
-34748.33984375,81.6334,4927.7,82.1436,225,225,1125000,6011.99
-34954.66015625,80.5656,5631.03,83.6042,226,226,1130000,5608.13
-35612.44140625,80.1333,5731.36,82.1977,227,227,1135000,6221.37
-36271.3984375,79.0926,5268.17,83.266,228,228,1140000,6142.5
-34217.75390625,70.2688,5062.54,73.7743,229,229,1145000,6303.84
-36740.20703125,78.0547,5530.86,81.2019,230,230,1150000,5817.13
-36982.3828125,84.6318,5773.69,83.4881,231,231,1155000,6190.52
-37551.26171875,77.4554,5583.33,81.7751,232,232,1160000,6009.9
-37335.87109375,80.5135,5348.0,82.3605,233,233,1165000,6202.04
-37905.046875,78.1792,4978.41,80.8463,234,234,1170000,6268.75
-38490.76953125,79.4409,5607.63,82.7808,235,235,1175000,6251.12
-39177.0234375,80.0091,5612.29,81.8063,236,236,1180000,6281.4
-38452.36328125,76.1353,5678.18,75.3866,237,237,1185000,6248.04
-39150.0390625,79.1431,5508.13,83.0822,238,238,1190000,5975.99
-40056.78125,79.6065,5701.29,82.3723,239,239,1195000,6212.57
-37957.734375,71.3098,5374.68,73.3736,240,240,1200000,6261.93
-40268.921875,79.7325,5317.43,82.1561,241,241,1205000,6184.83
-41793.23046875,82.3323,5512.99,82.202,242,242,1210000,6269.84
-37803.0390625,67.815,5479.59,72.0004,243,243,1215000,6032.46
-41742.66796875,79.351,5351.89,82.6649,244,244,1220000,6337.78
-42343.7109375,80.6473,5651.84,83.5885,245,245,1225000,6104.8
-40211.31640625,71.5944,5743.22,74.42,246,246,1230000,6313.77
-42240.6484375,79.696,5270.87,83.1478,247,247,1235000,6293.93
-43239.5625,78.4094,5449.04,82.5343,248,248,1240000,6305.82
-43515.00390625,77.6048,5365.81,82.9129,249,249,1245000,6255.02
-43544.92578125,77.7568,5551.44,82.5672,250,250,1250000,6259.78
-44542.9921875,77.2336,5673.56,82.7515,251,251,1255000,6070.67
-44748.2578125,83.6458,5607.26,85.4584,252,252,1260000,6001.0
-43761.234375,77.6897,5705.78,79.5309,253,253,1265000,6241.66
-45102.53515625,80.8562,5620.96,85.5362,254,254,1270000,6274.69
-44265.75390625,77.573,5593.9,79.7651,255,255,1275000,6009.44
-45531.71875,82.53,5639.42,84.7163,256,256,1280000,6314.91
-45886.9375,82.9276,5114.85,83.3823,257,257,1285000,6227.41
-45344.07421875,78.4795,5591.79,80.6635,258,258,1290000,6160.08
-46983.109375,80.9145,5583.44,84.5739,259,259,1295000,6369.38
-47467.26171875,81.2133,5573.14,83.8929,260,260,1300000,6318.32
-47087.5234375,80.0222,5469.55,82.4847,261,261,1305000,6286.49
-47305.4921875,79.399,5820.01,82.3803,262,262,1310000,5775.47
-45144.546875,70.2369,5592.36,74.3317,263,263,1315000,6383.24
-42675.875,63.4098,5804.6,71.846,264,264,1320000,5801.42
-47903.2421875,77.0457,5782.4,82.5137,265,265,1325000,6330.69
-44186.796875,66.4675,5316.88,72.3865,266,266,1330000,5861.56
-48420.7578125,77.3912,5540.02,82.1632,267,267,1335000,6302.42
-48034.5546875,76.4693,5653.58,81.3008,268,268,1340000,6350.49
-49139.52734375,79.8651,5646.59,82.1383,269,269,1345000,6363.01
-49387.49609375,79.0672,5538.2,82.1675,270,270,1350000,6355.42
-50080.7109375,81.5595,5835.38,82.5368,271,271,1355000,6345.44
-48505.73828125,76.9317,5892.65,76.8601,272,272,1360000,6306.99
-50051.9296875,77.9158,5790.07,81.9036,273,273,1365000,6366.97
-50782.19140625,77.2746,5643.74,81.545,274,274,1370000,6287.73
-48976.6953125,71.8606,5051.78,75.6375,275,275,1375000,6350.11
-51213.91015625,79.3721,5515.54,83.418,276,276,1380000,6140.24
-50919.5234375,77.3296,5782.27,81.9265,277,277,1385000,6043.58
-51510.04296875,78.4143,5369.48,82.3006,278,278,1390000,6101.0
-51120.38671875,76.4054,5479.43,80.8858,279,279,1395000,6330.31
-48498.1640625,70.9339,5586.19,74.0205,280,280,1400000,6393.03
-51451.61328125,80.0795,5900.68,82.9535,281,281,1405000,6340.02
-52328.1640625,82.5841,5378.28,83.814,282,282,1410000,6428.53
-49392.43359375,74.1588,5543.77,75.3223,283,283,1415000,6325.02
-52270.80859375,81.062,4917.04,83.667,284,284,1420000,6333.51
-52674.23046875,81.2473,5600.98,83.7236,285,285,1425000,6262.75
-52413.41015625,80.2951,5641.7,83.044,286,286,1430000,5519.58
-53410.3125,81.2613,5857.52,84.6389,287,287,1435000,6076.1
-53322.1171875,80.7343,5342.52,83.6363,288,288,1440000,6204.32
-53115.30859375,79.309,5619.28,83.2968,289,289,1445000,6154.81
-53741.6328125,76.5091,5521.81,82.1065,290,290,1450000,6367.51
-53972.37109375,77.8953,5808.21,82.7007,291,291,1455000,6277.87
-54279.90234375,76.5731,5708.63,81.7261,292,292,1460000,6344.32
-53108.49609375,74.9227,5750.51,77.8954,293,293,1465000,6141.62
-54865.74609375,78.274,5520.5,82.8722,294,294,1470000,6402.14
-54411.70703125,80.1073,5543.96,83.2515,295,295,1475000,5891.82
-55352.3359375,77.5006,5823.62,83.3522,296,296,1480000,6384.44
-55095.17578125,78.0732,5791.35,82.3707,297,297,1485000,6357.22
-55820.3125,78.0786,5868.74,82.8728,298,298,1490000,6357.78
-55098.3984375,79.4514,5507.43,83.2999,299,299,1495000,6295.47
-49083.44921875,62.6259,5532.45,71.5046,300,300,1500000,6372.66
-56219.07421875,81.2214,5818.72,83.5432,301,301,1505000,6021.42
-56668.78125,77.9642,5897.3,81.4292,302,302,1510000,6425.66
-52845.1015625,71.8279,5165.22,74.4444,303,303,1515000,6302.14
-56903.5625,79.6113,5593.46,82.9796,304,304,1520000,5953.91
-56667.8671875,79.7561,5739.47,83.5021,305,305,1525000,5627.87
-57315.42578125,79.0643,5809.45,83.1887,306,306,1530000,5821.86
-57300.55859375,77.7878,5601.44,83.375,307,307,1535000,6398.47
-53667.47265625,66.9617,4948.72,75.1215,308,308,1540000,5611.97
-57831.33984375,79.5543,5287.91,85.2174,309,309,1545000,6021.74
-56690.6796875,73.9285,5907.08,76.7108,310,310,1550000,6118.5
-58039.09765625,78.6194,5810.58,81.7836,311,311,1555000,6191.98
-58767.39453125,81.1902,5124.23,83.6558,312,312,1560000,6162.0
-55195.2734375,71.598,5892.31,73.7721,313,313,1565000,6007.66
-58964.03125,77.1531,5586.6,81.8226,314,314,1570000,6384.94
-58025.0,75.1696,5456.9,81.3387,315,315,1575000,6344.91
-59147.359375,80.4041,5121.55,82.9495,316,316,1580000,6383.17
-59682.65625,79.7552,5660.41,84.2016,317,317,1585000,6356.65
-58983.94140625,73.8593,5501.06,81.972,318,318,1590000,6428.15
-56781.18359375,73.2659,5681.57,75.8632,319,319,1595000,6346.77
-60135.69921875,79.9975,5833.22,82.5903,320,320,1600000,6439.56
-60119.9453125,79.2435,5678.24,83.8791,321,321,1605000,6325.45
-60586.7890625,79.2503,5453.77,82.7961,322,322,1610000,6452.16
-57231.37109375,70.0674,5635.95,73.9898,323,323,1615000,6390.05
-60644.19921875,78.9816,5743.91,81.6285,324,324,1620000,6422.26
-60961.7890625,82.2136,5504.43,84.0018,325,325,1625000,5983.06
-61602.62109375,80.0788,5847.82,82.3873,326,326,1630000,6371.59
-61321.80078125,82.8661,5129.59,84.3425,327,327,1635000,6293.0
-61440.45703125,80.0766,5333.98,83.2456,328,328,1640000,6339.58
-61790.48046875,79.384,5610.88,79.8613,329,329,1645000,6389.85
-62273.26953125,81.0645,5667.96,84.7581,330,330,1650000,6405.25
-62406.68359375,81.1991,5710.0,81.825,331,331,1655000,6411.16
-62556.7890625,81.4262,5374.32,83.7701,332,332,1660000,6058.23
-62887.83984375,83.9488,5475.95,84.8807,333,333,1665000,6270.87
-62835.83984375,81.4267,5769.93,83.1315,334,334,1670000,6152.38
-63408.2578125,80.3525,4957.92,82.0668,335,335,1675000,6038.01
-60225.30078125,72.327,5695.6,75.3227,336,336,1680000,6374.21
-63366.34375,79.8335,5610.04,82.308,337,337,1685000,6327.46
-63945.92578125,79.7797,5420.72,82.5324,338,338,1690000,6388.18
-59981.2578125,71.6717,5386.41,73.7206,339,339,1695000,6349.53
-64470.75390625,84.6826,5862.34,85.2071,340,340,1700000,6045.16
-64324.21875,80.8828,5454.07,83.6548,341,341,1705000,6376.86
-64722.7734375,82.9046,5678.77,82.8878,342,342,1710000,6317.21
-63319.0078125,77.6997,5929.81,80.3011,343,343,1715000,6185.63
-64723.5703125,79.0679,5855.41,82.175,344,344,1720000,6222.71
-64794.1953125,83.431,5711.84,83.2907,345,345,1725000,6337.46
-65142.98828125,85.8088,5461.18,82.8235,346,346,1730000,6235.42
-62865.578125,75.9977,5612.24,77.0978,347,347,1735000,6223.7
-65507.796875,82.3383,5384.31,80.9288,348,348,1740000,6310.57
-64419.73828125,79.7393,5871.53,78.439,349,349,1745000,5847.92
-62336.90625,72.6517,5085.42,75.9071,350,350,1750000,6101.2
-66371.2265625,85.1197,5161.16,83.7424,351,351,1755000,5982.98
-66289.8984375,85.1596,5772.05,85.8254,352,352,1760000,6217.53
-60129.23046875,68.2318,4966.19,74.3714,353,353,1765000,6353.38
-65660.6328125,82.1157,5439.91,82.8267,354,354,1770000,6310.31
-66352.6953125,83.5114,5569.35,83.906,355,355,1775000,5965.75
-67273.1796875,84.1651,5253.44,83.4672,356,356,1780000,6352.86
-66408.375,81.1666,5649.84,82.5536,357,357,1785000,6381.67
-65439.484375,77.7141,5596.43,80.1746,358,358,1790000,5764.59
-62667.00390625,71.0683,5171.34,75.2874,359,359,1795000,6168.8
-67027.46875,80.6147,5921.3,84.068,360,360,1800000,6369.58
-66726.6796875,77.0179,5589.06,82.9546,361,361,1805000,5938.54
-67433.1484375,83.5911,5755.33,84.1543,362,362,1810000,6072.59
-67696.9921875,83.1326,5877.29,81.0827,363,363,1815000,6363.94
-67882.1328125,82.0288,5684.25,83.0447,364,364,1820000,6304.08
-67644.5859375,80.2359,5653.02,82.9444,365,365,1825000,6347.93
-67785.5234375,78.5531,5328.43,82.0962,366,366,1830000,5992.76
-67496.8671875,80.5202,5515.18,82.8941,367,367,1835000,6138.32
-63826.3203125,71.365,5080.66,76.1991,368,368,1840000,6191.64
-65850.890625,77.2086,5566.3,78.6283,369,369,1845000,6338.98
-67480.9609375,80.4656,5371.47,84.1845,370,370,1850000,5998.53
-63981.89453125,75.7404,5400.37,76.0743,371,371,1855000,6287.23
-68891.6484375,83.0957,5494.6,84.2558,372,372,1860000,6282.31
-67296.2109375,81.2664,5077.7,78.0881,373,373,1865000,5991.4
-68778.9921875,81.9534,4928.52,84.013,374,374,1870000,5976.83
-66093.34375,74.0946,5420.5,77.9326,375,375,1875000,6199.14
-68129.46875,80.7434,5302.93,82.2582,376,376,1880000,6343.58
-68989.25,78.9807,5414.41,81.6058,377,377,1885000,6311.04
-67198.2109375,79.1278,5031.93,76.8623,378,378,1890000,6102.9
-67500.1015625,77.8095,5756.39,76.4019,379,379,1895000,5330.62
-68874.3359375,77.7713,5321.09,80.6955,380,380,1900000,5994.07
-66891.3046875,76.7694,5724.79,76.1672,381,381,1905000,6303.49
-69085.90625,82.5293,4854.7,84.7884,382,382,1910000,5728.6
-66168.2265625,73.9712,4810.94,76.203,383,383,1915000,6269.69
-65467.59765625,71.3933,5317.47,73.3452,384,384,1920000,6050.12
-68938.3359375,79.8623,5533.57,80.7773,385,385,1925000,5740.98
-70283.1328125,83.8561,5177.67,84.2656,386,386,1930000,5797.04
-66814.921875,70.6127,5562.22,75.7868,387,387,1935000,5688.34
-68695.0703125,79.4117,4935.08,80.5309,388,388,1940000,5966.14
-70777.640625,80.5996,5024.84,83.9961,389,389,1945000,6287.55
-70501.140625,80.8675,5662.2,82.2657,390,390,1950000,6366.75
-70645.2109375,81.7903,4714.83,83.8006,391,391,1955000,6321.48
