Real Det Return,Running Update Time,Real Sto Return,Reward Loss,Running Forward KL,Running Env Steps,Running Reverse KL,Itration
128.08,395,132.17,-19552.53125,529.7416,1975000,2594.4852,395
98.97,396,129.14,-19757.1953125,550.5966,1980000,2243.5875,396
178.31,397,215.34,-19626.068359375,536.4462,1985000,2145.8278,397
201.23,398,207.03,-19691.24609375,529.5805,1990000,2150.4433,398
132.4,399,127.79,-19766.76953125,605.2107,1995000,2149.4231,399
202.0,400,209.58,-19512.9921875,508.4419,2000000,1154.3695,400
103.94,401,103.76,-19790.7109375,617.3672,2005000,2546.928,401
126.66,402,128.66,-19654.712890625,592.4552,2010000,1659.1375,402
122.23,403,129.59,-19553.42578125,592.2379,2015000,2085.6411,403
221.36,404,193.4,-19492.416015625,508.3337,2020000,2547.6665,404
147.47,405,147.61,-19551.052734375,579.2392,2025000,2530.612,405
142.46,406,149.64,-19635.58984375,605.1573,2030000,2220.0069,406
164.61,407,168.65,-19370.685546875,583.7038,2035000,1573.7258,407
149.48,408,145.26,-19624.10546875,582.5398,2040000,2233.1513,408
114.92,409,116.03,-19665.33203125,587.9266,2045000,2408.6479,409
191.4,410,191.95,-19273.72265625,541.4981,2050000,2530.1299,410
101.18,411,101.42,-19642.662109375,602.8544,2055000,1302.7018,411
165.58,412,165.53,-19482.78515625,600.0421,2060000,1448.1648,412
112.14,413,109.85,-19628.88671875,595.822,2065000,1082.9714,413
152.43,414,152.71,-19602.876953125,594.1295,2070000,2713.8762,414
117.52,415,119.33,-19688.517578125,531.878,2075000,2124.4427,415
157.36,416,159.1,-19458.220703125,587.1076,2080000,640.7761,416
125.4,417,129.64,-19677.3984375,606.1827,2085000,1499.552,417
285.32,418,248.12,-19375.556640625,515.2436,2090000,1442.6546,418
148.47,419,142.58,-19636.26171875,582.4964,2095000,2256.0175,419
178.49,420,175.9,-19464.85546875,587.5448,2100000,1870.035,420
179.53,421,181.11,-19420.138671875,523.2217,2105000,1271.8306,421
158.01,422,154.37,-19541.65234375,584.4031,2110000,1074.0375,422
144.94,423,143.7,-19569.3203125,544.0993,2115000,1266.0101,423
192.64,424,188.85,-19402.287109375,558.5836,2120000,935.8418,424
188.14,425,189.07,-19553.8203125,589.1263,2125000,1943.2545,425
158.02,426,163.87,-19499.5625,568.7496,2130000,2002.4342,426
158.84,427,155.9,-19689.396484375,581.9706,2135000,1879.8029,427
146.47,428,145.35,-19712.982421875,559.9325,2140000,1179.899,428
134.65,429,133.58,-19682.353515625,604.4247,2145000,1953.696,429
186.95,430,185.05,-19544.630859375,564.814,2150000,1592.5814,430
166.23,431,170.44,-19564.958984375,554.1651,2155000,1321.3711,431
146.33,432,142.56,-19760.578125,552.7282,2160000,1807.0366,432
148.84,433,140.97,-19545.943359375,509.8652,2165000,1795.1786,433
126.5,434,124.76,-19742.8515625,560.4508,2170000,2559.0318,434
121.52,435,122.02,-19821.92578125,573.5552,2175000,2521.3082,435
117.55,436,113.21,-19764.748046875,594.4127,2180000,2686.5321,436
121.76,437,123.97,-19822.5703125,617.8686,2185000,2093.7354,437
130.03,438,128.54,-19793.228515625,585.4729,2190000,2708.5083,438
117.88,439,120.09,-19774.240234375,612.4778,2195000,1695.5613,439
104.72,440,103.87,-19745.591796875,607.1366,2200000,2876.9637,440
141.93,441,156.74,-19526.0546875,553.6306,2205000,1952.5021,441
101.2,442,99.26,-19719.21484375,604.5757,2210000,1529.1377,442
132.93,443,133.46,-19778.0234375,551.5186,2215000,2377.3043,443
131.5,444,129.99,-19750.94921875,602.6971,2220000,1165.1029,444
130.19,445,132.61,-19844.265625,581.1982,2225000,2063.5485,445
159.08,446,152.62,-19627.072265625,529.8107,2230000,2759.6304,446
143.34,447,147.59,-19598.861328125,600.4431,2235000,1892.5693,447
133.57,448,133.18,-19581.86328125,576.1612,2240000,2012.2637,448
155.58,449,170.67,-19638.232421875,552.5948,2245000,2066.9036,449
149.72,450,146.15,-19546.818359375,512.3203,2250000,2878.1981,450
143.19,451,147.93,-19636.67578125,601.4334,2255000,2777.3637,451
127.34,452,126.73,-19585.1015625,579.1327,2260000,1979.0821,452
155.57,453,152.18,-19502.443359375,605.3964,2265000,3108.1712,453
102.54,454,113.42,-19699.615234375,577.8443,2270000,2582.6975,454
171.42,455,167.89,-19562.939453125,546.6239,2275000,1990.7838,455
101.32,456,104.01,-19734.05859375,636.6278,2280000,2114.5311,456
150.86,457,155.66,-19520.568359375,536.7122,2285000,1865.758,457
172.0,458,174.62,-19549.361328125,571.7311,2290000,1704.3348,458
153.61,459,159.15,-19581.537109375,593.7007,2295000,1774.6057,459
159.54,460,158.42,-19691.818359375,538.2964,2300000,3053.8999,460
139.66,461,126.01,-19663.513671875,604.1241,2305000,2418.5379,461
152.82,462,158.42,-19557.7265625,560.5484,2310000,2382.5617,462
146.57,463,149.56,-19663.513671875,547.9223,2315000,2181.5062,463
85.7,464,89.46,-19715.25390625,632.3012,2320000,2394.757,464
185.82,465,172.26,-19595.19921875,528.4048,2325000,2148.7657,465
82.82,466,83.33,-19722.029296875,683.1037,2330000,2720.3879,466
93.55,467,96.24,-19664.220703125,616.3804,2335000,2848.5524,467
115.13,468,127.25,-19746.2421875,561.2285,2340000,2897.6623,468
162.01,469,153.56,-19710.548828125,540.7902,2345000,2246.5563,469
86.21,470,109.88,-19709.353515625,622.3425,2350000,2766.2571,470
136.3,471,130.83,-19783.248046875,569.0178,2355000,3331.6426,471
196.17,472,233.35,-19734.7265625,493.6117,2360000,2271.1519,472
135.75,473,137.59,-19794.7421875,552.0242,2365000,2128.2652,473
105.73,474,104.77,-19812.97265625,590.722,2370000,2056.4682,474
120.57,475,125.94,-19711.94140625,545.0969,2375000,2659.0906,475
179.13,476,190.19,-19660.8125,523.9354,2380000,2544.3874,476
206.0,477,207.47,-19635.73046875,526.509,2385000,2443.2732,477
150.33,478,146.15,-19736.328125,539.2474,2390000,2229.7279,478
156.77,479,148.01,-19728.791015625,527.718,2395000,3046.0717,479
140.77,480,141.82,-19760.349609375,538.1526,2400000,3011.4617,480
149.77,481,149.63,-19713.55859375,553.3185,2405000,1319.6341,481
163.13,482,195.16,-19686.251953125,526.0295,2410000,2789.3538,482
139.08,483,136.65,-19731.08203125,549.6084,2415000,3339.1796,483
180.64,484,149.65,-19678.5625,552.9757,2420000,3087.1508,484
146.29,485,148.72,-19681.96484375,533.4951,2425000,1809.5976,485
142.23,486,137.46,-19710.0390625,524.724,2430000,2827.1819,486
131.6,487,134.05,-19803.990234375,554.1323,2435000,2302.3633,487
137.27,488,136.48,-19755.091796875,548.7962,2440000,2881.3659,488
136.36,489,141.3,-19769.734375,549.1792,2445000,2978.2271,489
136.68,490,142.04,-19797.873046875,556.3243,2450000,1799.2776,490
142.33,491,154.24,-19779.552734375,563.101,2455000,2117.3071,491
153.56,492,152.83,-19629.978515625,575.5416,2460000,1338.8401,492
141.02,493,140.62,-19745.392578125,568.0031,2465000,3318.9202,493
160.46,494,162.22,-19645.869140625,585.3569,2470000,1952.8901,494
142.63,495,135.76,-19769.490234375,561.3528,2475000,2808.6136,495
181.13,496,177.26,-19582.904296875,542.3901,2480000,2969.3592,496
179.73,497,180.06,-19601.37109375,557.8067,2485000,3450.8937,497
173.4,498,168.88,-19635.138671875,539.3519,2490000,3144.5278,498
100.76,499,102.28,-19723.66015625,601.8221,2495000,2898.8739,499
149.23,500,149.93,-19761.853515625,561.3455,2500000,3233.1913,500
155.02,501,167.27,-19689.7734375,562.244,2505000,2007.2466,501
133.87,502,133.37,-19774.09765625,563.3824,2510000,3325.5033,502
159.39,503,162.66,-19746.546875,587.9673,2515000,2710.7618,503
133.65,504,137.56,-19760.95703125,604.6388,2520000,2599.9519,504
151.07,505,151.74,-19763.455078125,609.9377,2525000,3125.526,505
144.17,506,147.13,-19781.40625,575.3572,2530000,2313.9034,506
162.57,507,165.11,-19601.76171875,588.8673,2535000,1907.0997,507
157.8,508,159.62,-19739.4453125,588.6037,2540000,2978.0029,508
169.33,509,167.73,-19728.01171875,583.1804,2545000,2781.6958,509
161.96,510,161.29,-19624.400390625,573.3956,2550000,2760.4235,510
158.99,511,159.39,-19662.708984375,610.1931,2555000,2337.0769,511
194.99,512,202.7,-19691.333984375,543.9255,2560000,2132.8478,512
161.39,513,159.55,-19742.279296875,559.0371,2565000,2739.8997,513
197.11,514,202.71,-19723.576171875,556.1159,2570000,1346.2601,514
248.21,515,236.59,-19677.435546875,535.6407,2575000,3145.0011,515
182.69,516,169.01,-19637.6484375,535.0688,2580000,1809.3162,516
179.26,517,171.26,-19672.509765625,552.6229,2585000,1573.9543,517
170.66,518,176.8,-19635.462890625,557.291,2590000,2743.5715,518
172.08,519,173.23,-19773.845703125,561.4438,2595000,2071.6436,519
205.96,520,204.47,-19682.1875,557.3941,2600000,2464.2236,520
212.82,521,222.1,-19755.109375,541.6984,2605000,1913.9807,521
234.04,522,242.51,-19624.88671875,521.2782,2610000,1347.2705,522
210.2,523,224.98,-19655.11328125,533.5644,2615000,2383.2199,523
259.3,524,249.53,-19787.6171875,528.2373,2620000,2739.4977,524
221.87,525,234.68,-19649.298828125,521.3332,2625000,2670.0853,525
211.84,526,217.63,-19775.345703125,535.3304,2630000,1997.8674,526
173.02,527,170.4,-19857.83984375,540.0174,2635000,3166.4135,527
281.6,528,264.49,-19648.345703125,526.4465,2640000,2163.1668,528
272.82,529,273.57,-19731.037109375,530.8615,2645000,2330.9657,529
378.61,530,394.67,-19149.818359375,532.3047,2650000,1813.2829,530
267.91,531,296.55,-19667.484375,522.9994,2655000,2029.5968,531
249.1,532,246.06,-19661.353515625,534.8444,2660000,1808.0354,532
337.34,533,332.12,-19741.4140625,527.3998,2665000,1933.3535,533
308.87,534,351.36,-19495.515625,527.9264,2670000,1948.6043,534
387.73,535,380.43,-19582.478515625,520.5206,2675000,2080.6195,535
349.02,536,341.8,-19535.646484375,513.3291,2680000,2132.7889,536
390.64,537,366.5,-19589.095703125,516.2064,2685000,1969.6166,537
348.45,538,355.86,-19595.818359375,528.1601,2690000,2325.5655,538
330.5,539,322.5,-19739.70703125,540.4695,2695000,2312.7301,539
326.78,540,315.65,-19621.310546875,521.6434,2700000,2927.6896,540
332.31,541,330.12,-19632.427734375,518.344,2705000,2409.0729,541
387.51,542,382.61,-19547.23046875,516.7382,2710000,1797.6934,542
326.59,543,332.68,-19657.658203125,526.8391,2715000,2654.3306,543
231.73,544,247.22,-19540.56640625,554.8821,2720000,3072.1932,544
394.19,545,391.29,-19649.173828125,541.8304,2725000,2436.5666,545
264.55,546,255.98,-19665.638671875,540.0091,2730000,2679.7201,546
359.45,547,344.31,-19551.337890625,536.6972,2735000,1838.6002,547
252.45,548,264.03,-19691.681640625,534.6287,2740000,1809.0807,548
307.18,549,293.38,-19602.623046875,530.3165,2745000,2377.0782,549
280.78,550,279.83,-19703.6328125,532.6741,2750000,2307.6026,550
283.95,551,284.27,-19711.216796875,539.1876,2755000,2227.8254,551
307.18,552,271.4,-19662.228515625,539.6463,2760000,2636.5492,552
355.86,553,364.2,-19590.779296875,547.3017,2765000,2166.3385,553
313.8,554,321.81,-19738.228515625,528.2377,2770000,1737.1835,554
347.69,555,337.71,-19640.150390625,543.0667,2775000,1918.8255,555
299.17,556,290.91,-19684.337890625,534.1451,2780000,2937.701,556
282.24,557,310.64,-19577.3671875,544.89,2785000,2689.8941,557
318.98,558,321.17,-19482.3828125,532.1857,2790000,2503.3962,558
297.3,559,282.13,-19552.0546875,533.8638,2795000,2919.084,559
273.26,560,280.29,-19585.5703125,524.3091,2800000,1960.3323,560
358.78,561,334.89,-19626.552734375,505.1724,2805000,2420.0513,561
338.36,562,332.62,-19557.140625,500.1717,2810000,3092.2656,562
333.1,563,348.11,-19596.109375,479.4764,2815000,2982.7069,563
356.88,564,379.36,-19699.83984375,485.2857,2820000,1871.6905,564
342.02,565,361.06,-19656.21875,491.8917,2825000,2380.987,565
402.12,566,384.57,-19599.95703125,507.7168,2830000,2158.9787,566
442.25,567,390.0,-19465.0234375,483.8184,2835000,2448.2528,567
398.58,568,383.9,-19735.416015625,495.646,2840000,3100.8281,568
376.33,569,362.14,-19715.1328125,513.4488,2845000,2253.6667,569
309.58,570,327.6,-19793.021484375,513.1473,2850000,2232.1385,570
372.86,571,359.31,-19746.4296875,506.5879,2855000,3059.6854,571
346.6,572,365.56,-19785.6640625,517.6516,2860000,2822.2913,572
238.98,573,235.89,-19842.67578125,539.947,2865000,3340.5079,573
397.48,574,391.49,-19777.46875,526.042,2870000,2069.3516,574
331.23,575,325.62,-19647.380859375,533.697,2875000,1998.0624,575
342.67,576,325.13,-19752.03515625,512.5356,2880000,1966.9219,576
352.98,577,367.17,-19727.34375,510.7662,2885000,2131.5358,577
262.32,578,239.85,-19753.77734375,519.7495,2890000,2477.1778,578
86.35,579,99.93,-19810.359375,566.8558,2895000,2363.9231,579
235.73,580,278.42,-19829.09375,510.3128,2900000,2066.3465,580
221.5,581,213.27,-19831.18359375,533.0789,2905000,2458.8678,581
232.07,582,232.16,-19809.173828125,522.6617,2910000,2280.0717,582
209.96,583,228.9,-19797.75390625,532.2467,2915000,2124.5341,583
228.86,584,227.39,-19785.240234375,531.6358,2920000,2180.5646,584
254.18,585,254.37,-19828.572265625,592.6329,2925000,2364.3731,585
251.7,586,244.67,-19783.68359375,589.9272,2930000,2407.124,586
237.26,587,233.02,-19785.388671875,610.1827,2935000,2375.773,587
188.22,588,179.41,-19783.9921875,601.8301,2940000,2470.3002,588
96.89,589,98.24,-19838.564453125,643.1432,2945000,2433.9012,589
167.84,590,170.83,-19806.732421875,615.2234,2950000,2434.6961,590
92.22,591,92.98,-19824.90234375,622.5795,2955000,2407.1119,591
119.08,592,114.16,-19826.8359375,606.2091,2960000,2396.7706,592
134.67,593,140.77,-19823.81640625,602.8029,2965000,2317.369,593
128.63,594,154.13,-19824.935546875,617.3936,2970000,2310.4649,594
106.54,595,105.68,-19905.322265625,606.5796,2975000,2483.5734,595
118.7,596,116.02,-19916.587890625,630.3353,2980000,2512.5965,596
133.25,597,115.91,-19921.46875,619.3295,2985000,2276.9718,597
118.9,598,119.73,-19917.98046875,618.0753,2990000,2429.5322,598
113.0,599,114.62,-19923.740234375,639.3182,2995000,2446.6009,599
