Running Update Time,Running Env Steps,Running Forward KL,Running Reverse KL,Reward Loss,Itration,Real Det Return,Real Sto Return
765,3825000,32.81,14.5704,-4345.36669921875,765,5414.03,4784.62
766,3830000,32.7976,15.5919,-4449.04150390625,766,5396.64,5189.6
767,3835000,32.6666,14.8373,-4586.4052734375,767,5261.52,5130.07
768,3840000,33.1597,15.6575,-4503.2470703125,768,5168.08,5054.72
769,3845000,34.4745,15.8017,-4898.58447265625,769,5258.33,5084.45
770,3850000,33.8664,15.3327,-4841.4404296875,770,5120.28,5054.53
771,3855000,33.2266,15.7905,-4669.91748046875,771,5122.98,5022.13
772,3860000,33.6185,15.0716,-5315.28759765625,772,5330.58,4857.97
773,3865000,33.2839,17.1513,-5438.25048828125,773,5236.67,4871.17
774,3870000,32.7339,14.9838,-4925.17041015625,774,5212.81,5032.29
775,3875000,32.8013,15.0304,-4860.3154296875,775,5105.57,5056.17
776,3880000,33.6481,14.6273,-5494.869140625,776,4812.88,4785.37
777,3885000,31.9544,14.8236,-4899.3193359375,777,5247.89,5015.52
778,3890000,33.6314,18.5532,-6396.62548828125,778,4449.01,4362.77
779,3895000,32.3245,14.5568,-4962.4482421875,779,5082.73,4829.33
780,3900000,32.8475,12.8239,-5860.01416015625,780,5137.37,4766.99
781,3905000,32.1558,14.0636,-4998.26806640625,781,5110.71,4739.36
782,3910000,33.2308,13.1851,-5793.1396484375,782,5173.05,4816.86
783,3915000,33.1934,14.0058,-5079.2607421875,783,5170.9,5023.23
784,3920000,32.8694,13.7572,-5248.5078125,784,5130.21,4926.62
785,3925000,33.4916,14.6495,-4966.560546875,785,5018.4,4889.05
786,3930000,33.7582,14.999,-5318.90966796875,786,4989.79,4837.17
787,3935000,33.2782,15.0643,-4812.92529296875,787,5063.81,4954.09
788,3940000,32.914,13.7148,-5070.4443359375,788,4935.02,4840.75
789,3945000,33.7839,14.7153,-4938.40869140625,789,5040.14,4988.51
790,3950000,33.7723,14.6212,-4818.21630859375,790,5050.66,4988.45
791,3955000,32.9565,15.0236,-4809.7255859375,791,5109.02,4917.64
792,3960000,33.3011,14.6203,-4828.6845703125,792,5181.51,4813.38
793,3965000,33.0229,15.3907,-4930.58251953125,793,5082.97,4964.36
794,3970000,33.753,15.2103,-5000.44921875,794,5094.85,4772.52
795,3975000,33.1082,14.9625,-4844.21728515625,795,5111.43,5101.94
796,3980000,33.6319,14.8293,-4948.3701171875,796,5165.61,4866.63
797,3985000,33.5457,14.9443,-4852.35205078125,797,5093.86,5071.5
798,3990000,34.09,14.8366,-6309.5615234375,798,5065.4,4771.97
799,3995000,34.4154,18.3303,-6238.828125,799,5098.47,3319.02
800,4000000,35.4311,17.4806,-7563.70166015625,800,736.93,2272.83
801,4005000,36.1913,24.177,-8290.802734375,801,3892.2,3057.91
802,4010000,34.0085,15.7808,-5662.64794921875,802,4806.7,4132.8
803,4015000,32.9136,14.2941,-4994.6005859375,803,5145.43,4873.7
804,4020000,33.2145,17.9371,-5726.6484375,804,4840.23,4573.16
805,4025000,33.9586,18.1625,-6121.63623046875,805,4608.1,4727.2
806,4030000,34.6729,15.0778,-5273.560546875,806,5175.0,5020.15
807,4035000,34.0875,15.2536,-5154.7080078125,807,5147.51,4647.6
808,4040000,33.6119,14.6959,-4949.64990234375,808,5003.09,4439.05
809,4045000,33.5724,15.343,-5220.27685546875,809,5115.29,4845.1
810,4050000,33.9121,15.226,-5282.98095703125,810,5150.66,5016.04
811,4055000,34.1989,15.3254,-5336.81103515625,811,5126.01,5018.92
812,4060000,33.7461,14.7957,-5312.92138671875,812,5101.39,4971.13
813,4065000,34.115,14.3117,-5545.25146484375,813,5151.84,4793.54
814,4070000,34.0282,13.9688,-5341.01513671875,814,5086.14,4486.12
815,4075000,33.7731,14.1998,-5301.05126953125,815,5042.93,4840.4
816,4080000,33.1134,14.779,-4949.56005859375,816,5103.38,5064.47
817,4085000,34.1178,13.4868,-6060.42578125,817,5083.68,4825.21
818,4090000,33.0651,13.7659,-5221.36669921875,818,5155.54,5079.44
819,4095000,34.0236,13.5421,-6399.05224609375,819,5104.86,5053.63
820,4100000,32.8762,14.3486,-5097.7666015625,820,5104.95,5087.05
821,4105000,32.8637,13.9673,-5074.22607421875,821,5140.33,5132.74
822,4110000,33.5949,13.683,-5085.43896484375,822,5062.36,4848.93
823,4115000,32.8258,13.6111,-5024.4599609375,823,5201.24,5105.13
824,4120000,33.1309,13.7757,-5091.39794921875,824,5115.96,5078.68
825,4125000,33.1821,13.3153,-5389.2880859375,825,4862.59,4916.61
826,4130000,34.6979,15.8242,-5820.33642578125,826,5227.31,4736.71
827,4135000,34.0446,14.8,-5369.72265625,827,5201.33,5066.69
828,4140000,34.2145,16.9891,-5882.07568359375,828,4821.58,4913.78
829,4145000,33.6507,13.4316,-5634.369140625,829,5179.63,4638.54
830,4150000,33.8915,14.4886,-5737.69482421875,830,5127.1,4992.67
831,4155000,33.3963,13.9371,-5549.71142578125,831,5079.34,5001.18
832,4160000,33.2344,14.5883,-5400.830078125,832,5205.9,5096.58
833,4165000,33.9764,14.3398,-5785.64111328125,833,5203.94,5129.32
834,4170000,32.835,14.1261,-5787.22119140625,834,5205.34,5093.06
835,4175000,32.8223,13.6121,-5300.46630859375,835,5357.28,4614.69
836,4180000,41.4248,19.7038,-11164.6064453125,836,147.09,1158.88
837,4185000,33.6114,13.6608,-5522.09716796875,837,1691.75,4669.93
838,4190000,32.6924,14.3845,-5328.0703125,838,5163.73,5052.18
839,4195000,33.8717,13.8161,-5886.67626953125,839,5044.02,4738.27
840,4200000,33.3586,13.7551,-5452.8486328125,840,5156.92,4878.61
841,4205000,33.1147,15.3304,-5177.57470703125,841,5174.39,4917.9
842,4210000,32.855,14.0623,-5337.7041015625,842,5078.91,5049.49
843,4215000,33.7974,13.4576,-5758.27880859375,843,4192.72,5055.65
844,4220000,33.7213,14.0961,-5846.13037109375,844,5075.49,5023.44
845,4225000,34.1663,12.994,-6488.27880859375,845,4691.76,4735.28
846,4230000,33.2409,14.6359,-5686.61865234375,846,5031.62,5019.19
847,4235000,33.0076,14.522,-5686.69873046875,847,5063.36,4988.5
848,4240000,33.4598,13.8177,-5783.11083984375,848,5068.4,4698.82
849,4245000,33.5628,14.7894,-5728.3955078125,849,4995.77,4915.54
850,4250000,33.5971,14.3531,-6145.7060546875,850,5069.64,4782.15
851,4255000,33.1818,14.3924,-5665.2783203125,851,4961.48,4937.99
852,4260000,33.8104,14.4068,-5677.87255859375,852,4992.07,4951.53
853,4265000,34.5343,14.6626,-6404.40673828125,853,5057.52,4986.18
854,4270000,34.1327,15.1863,-5771.55224609375,854,4978.46,4928.41
855,4275000,33.051,15.2836,-6187.54248046875,855,5069.55,4976.16
856,4280000,33.4739,13.2011,-6481.77490234375,856,5008.87,4756.33
857,4285000,33.85,14.5775,-6694.5078125,857,4958.49,4671.18
858,4290000,33.5586,15.033,-6225.40576171875,858,4945.03,4725.2
859,4295000,33.8181,15.4076,-6469.287109375,859,5045.9,4890.59
860,4300000,33.7527,15.6316,-5839.26611328125,860,5131.81,4898.65
861,4305000,37.6789,24.4105,-9380.3486328125,861,-12.21,-10.87
862,4310000,33.9014,17.3052,-6182.4140625,862,5043.3,4753.1
863,4315000,33.5939,16.4196,-5876.51025390625,863,5196.77,5067.06
864,4320000,34.2186,14.1985,-7297.958984375,864,4219.61,4710.6
865,4325000,34.8818,15.6902,-5994.0458984375,865,5088.41,4114.58
866,4330000,33.9953,14.8666,-6101.52880859375,866,4661.21,4647.28
867,4335000,33.7779,14.2401,-6546.97509765625,867,2438.31,4771.67
868,4340000,33.6451,15.405,-5911.814453125,868,5090.03,4876.24
869,4345000,34.509,15.0087,-6339.5322265625,869,5089.49,4638.54
870,4350000,33.7923,15.8703,-5908.17529296875,870,5178.14,5022.77
871,4355000,32.9889,15.0657,-5815.8798828125,871,5128.24,4733.95
872,4360000,34.331,13.9059,-6536.09619140625,872,5172.52,4623.32
873,4365000,32.9869,14.3104,-5728.3623046875,873,1998.4,5136.37
874,4370000,32.4171,14.0841,-5855.79443359375,874,5326.72,4702.26
875,4375000,32.9327,14.7753,-5765.91943359375,875,5337.67,5227.42
876,4380000,34.1502,14.3253,-6790.69189453125,876,4948.53,4214.64
877,4385000,33.6805,14.5943,-6498.31982421875,877,4991.62,4683.13
878,4390000,33.9992,17.8704,-6901.01904296875,878,4467.01,3759.47
879,4395000,39.0608,50.0863,-9720.541015625,879,1664.23,1039.72
880,4400000,57.4401,62.9518,-11490.0361328125,880,-11.77,-11.54
881,4405000,58.2965,83.7274,-10311.3896484375,881,-13.95,-13.63
882,4410000,57.2144,122.9154,-9764.1484375,882,-17.2,-17.88
883,4415000,50.6518,70.4645,-8548.6318359375,883,366.91,337.29
884,4420000,49.1474,73.359,-8568.8369140625,884,159.94,360.25
885,4425000,50.3866,46.4673,-9536.4853515625,885,713.22,244.11
886,4430000,57.0311,57.5964,-7430.07470703125,886,914.5,921.32
887,4435000,39.7761,19.8636,-9521.6181640625,887,3094.23,3305.82
888,4440000,35.4516,15.8734,-7141.4755859375,888,4269.4,4173.32
889,4445000,36.8462,18.5687,-7834.1484375,889,3896.13,3610.58
890,4450000,36.303,18.5791,-7900.3447265625,890,4484.47,3384.83
891,4455000,36.0756,18.621,-7311.35107421875,891,4049.62,3979.65
892,4460000,35.2162,16.4541,-6632.87353515625,892,4609.98,4440.27
893,4465000,35.1896,26.8315,-7483.12646484375,893,2029.42,2377.52
894,4470000,38.7897,29.6259,-8032.97021484375,894,993.33,1670.81
895,4475000,33.9685,15.1944,-6662.85791015625,895,4271.52,4144.72
896,4480000,34.2707,16.1072,-6663.74609375,896,4951.79,4833.9
897,4485000,34.3579,15.3572,-6819.06689453125,897,4645.69,4782.34
898,4490000,34.4517,16.0689,-6122.478515625,898,5013.57,4691.28
899,4495000,34.929,14.5588,-7615.357421875,899,4873.69,3767.29
900,4500000,35.0601,16.8191,-6884.42236328125,900,4839.49,4813.58
901,4505000,34.4898,16.4799,-6421.30908203125,901,5018.36,4912.49
902,4510000,34.2474,17.7232,-6345.052734375,902,4973.2,4913.78
903,4515000,34.8323,17.8282,-6415.0888671875,903,5022.57,4939.6
904,4520000,34.0574,16.9773,-6402.05517578125,904,5029.63,4900.92
905,4525000,34.4801,16.8718,-6535.05615234375,905,5144.35,5047.24
906,4530000,34.9565,16.6924,-6721.41064453125,906,5092.12,4939.95
907,4535000,34.6043,16.7257,-6181.65625,907,5136.38,5008.27
908,4540000,35.009,16.3409,-6515.61669921875,908,5105.0,4988.74
909,4545000,34.4111,16.5303,-6555.91796875,909,5095.42,4906.67
910,4550000,35.444,16.6996,-6654.783203125,910,4858.19,4855.11
911,4555000,34.8779,17.2318,-6667.73486328125,911,4996.83,4874.87
912,4560000,36.2254,15.1076,-8398.6923828125,912,4838.33,4634.51
913,4565000,34.2406,16.2128,-6290.60595703125,913,5027.81,4558.4
914,4570000,34.538,14.9667,-6673.6962890625,914,5142.97,4761.44
915,4575000,35.6409,15.9046,-7061.0302734375,915,4840.96,4819.55
916,4580000,34.9575,16.5441,-6601.60693359375,916,5067.56,4948.76
917,4585000,34.1479,15.4306,-6543.189453125,917,5110.59,4659.71
918,4590000,34.5654,15.4401,-6543.06201171875,918,4970.59,4951.55
919,4595000,34.7978,16.9755,-6312.4296875,919,5007.69,4858.15
920,4600000,34.2847,15.8685,-6175.7255859375,920,5152.21,5087.39
921,4605000,34.8293,15.5964,-6219.20751953125,921,5019.4,5006.13
922,4610000,34.9904,16.1877,-6361.5146484375,922,5068.65,4991.93
923,4615000,34.732,15.1039,-6718.435546875,923,5046.63,4979.12
924,4620000,34.4775,15.2547,-6336.0068359375,924,5074.46,5038.99
925,4625000,34.6181,14.3481,-6451.98046875,925,5031.52,4984.81
926,4630000,34.4878,14.8077,-6323.39501953125,926,5056.0,4973.77
927,4635000,34.274,14.7467,-6312.86572265625,927,5103.83,5005.23
928,4640000,34.3896,14.5542,-6373.95361328125,928,5228.59,5083.59
929,4645000,34.5815,14.4495,-6411.318359375,929,5122.02,4882.91
930,4650000,34.4876,15.5856,-6241.0927734375,930,5151.34,5089.91
931,4655000,34.1758,14.9217,-6538.25634765625,931,5019.8,4948.6
932,4660000,34.7073,15.0441,-6488.1943359375,932,4910.79,4915.85
933,4665000,33.9176,14.3855,-6381.7763671875,933,4876.7,4650.35
934,4670000,34.0064,13.919,-7204.361328125,934,4901.55,4887.68
935,4675000,34.1508,15.0253,-6648.3291015625,935,5021.53,4877.62
936,4680000,33.9336,14.9296,-6618.6005859375,936,5153.28,4883.56
937,4685000,34.2367,14.9519,-6753.6826171875,937,5171.84,4917.27
938,4690000,33.1892,14.7448,-6395.35400390625,938,5125.82,4553.34
939,4695000,33.727,16.8245,-6928.54443359375,939,5200.1,5126.85
940,4700000,33.4002,14.4733,-6592.14892578125,940,5119.79,4869.57
941,4705000,33.6696,14.354,-6858.28515625,941,5147.72,5084.81
942,4710000,33.3567,14.8953,-6649.501953125,942,5118.42,5043.18
943,4715000,33.8495,15.3723,-6665.75,943,5171.2,4893.54
944,4720000,34.0901,14.1156,-7409.90185546875,944,4842.91,5006.11
945,4725000,34.5244,15.5236,-7066.14599609375,945,4870.23,4967.32
946,4730000,33.8443,16.6699,-7240.94970703125,946,5065.38,4836.38
947,4735000,33.3278,14.2391,-7221.46142578125,947,5229.28,4771.03
948,4740000,35.7678,13.3015,-9253.169921875,948,3924.82,3967.99
949,4745000,34.5952,15.14,-7425.7958984375,949,4194.38,4392.3
950,4750000,33.8354,14.3274,-7658.99072265625,950,5013.18,4510.61
951,4755000,34.3783,16.2085,-6695.73779296875,951,5058.67,4925.67
952,4760000,34.8875,16.4406,-7287.89013671875,952,4723.96,4737.72
953,4765000,34.7082,16.6466,-7284.1884765625,953,4727.59,4603.72
954,4770000,34.3509,16.9164,-6923.85009765625,954,4840.14,4866.08
955,4775000,34.1533,15.3197,-7356.81005859375,955,4611.69,4755.98
956,4780000,37.0995,16.4142,-10332.6689453125,956,2898.47,2557.01
957,4785000,35.4706,15.7939,-8803.158203125,957,2962.81,2634.84
958,4790000,34.1138,16.1401,-6860.0810546875,958,4881.86,4836.97
959,4795000,34.3357,16.4846,-6960.7294921875,959,4926.78,4878.85
960,4800000,34.982,16.3856,-7299.103515625,960,4801.92,4796.83
961,4805000,35.0052,16.8596,-7163.47509765625,961,4980.91,4893.03
962,4810000,34.9251,15.6163,-7534.46435546875,962,4728.37,4859.81
963,4815000,34.9003,17.4526,-7197.2392578125,963,4972.34,4976.16
964,4820000,34.5239,15.8443,-7065.43896484375,964,4906.13,4908.72
965,4825000,34.8936,16.4395,-7289.7900390625,965,4984.02,4933.86
966,4830000,35.037,16.8599,-7072.580078125,966,5006.19,4918.02
967,4835000,35.2943,16.5945,-7285.93017578125,967,5012.46,4924.68
968,4840000,35.2387,18.0655,-7641.59130859375,968,4502.73,4946.27
969,4845000,34.6829,15.8278,-7130.39501953125,969,5028.92,4952.41
970,4850000,34.7084,16.721,-6877.88037109375,970,4961.13,4963.62
971,4855000,34.4985,16.3285,-7259.98486328125,971,2505.48,4814.79
972,4860000,34.0691,16.5017,-6763.50048828125,972,5124.34,5101.16
973,4865000,34.9244,17.1539,-6950.07177734375,973,5135.33,4804.55
974,4870000,34.8008,16.1188,-7348.267578125,974,3321.88,4645.05
975,4875000,35.3787,17.739,-7367.90966796875,975,4954.34,4936.15
976,4880000,34.5702,17.2914,-6767.5498046875,976,5094.46,4998.93
977,4885000,34.4454,17.1258,-7027.52783203125,977,5051.02,4972.31
978,4890000,34.6771,16.7385,-7059.90234375,978,4994.65,4963.74
979,4895000,35.0479,16.6491,-7786.166015625,979,4932.24,4815.15
980,4900000,34.5577,16.8168,-7002.4208984375,980,5112.44,4962.4
981,4905000,34.6564,17.4092,-6925.6982421875,981,5172.1,5007.31
982,4910000,34.3092,16.5124,-6920.90087890625,982,5081.18,5015.38
983,4915000,34.5329,16.6218,-7360.61083984375,983,5110.13,4764.58
984,4920000,34.861,16.1589,-7279.57275390625,984,5145.04,4796.11
985,4925000,34.2323,16.1363,-7337.958984375,985,5214.03,4869.46
986,4930000,34.1764,16.6755,-6927.70458984375,986,5051.7,4938.11
987,4935000,34.0908,16.6163,-6934.14599609375,987,5171.76,4867.36
988,4940000,34.1419,16.0088,-7392.1787109375,988,4689.88,4378.7
989,4945000,34.059,17.1804,-7233.71044921875,989,5101.61,4967.94
990,4950000,34.306,16.8772,-7181.00537109375,990,5191.09,4644.6
991,4955000,35.5518,15.1558,-9034.40625,991,5065.99,4212.8
992,4960000,34.2494,17.6069,-7586.77734375,992,4810.62,4162.79
993,4965000,34.3175,17.6815,-7607.40478515625,993,5028.31,4715.97
994,4970000,34.4332,17.9774,-7301.37939453125,994,5086.95,4699.87
995,4975000,33.5669,16.3201,-6707.130859375,995,4908.9,4992.81
996,4980000,34.0715,16.7672,-7652.62890625,996,5050.36,4535.66
997,4985000,34.4856,16.7635,-7093.068359375,997,5041.56,4756.34
998,4990000,33.7774,17.7033,-7389.41015625,998,5155.1,4806.68
999,4995000,34.5658,18.3591,-7315.97314453125,999,4942.52,4678.35
1000,5000000,34.9464,17.7754,-7546.8701171875,1000,5054.47,4863.21
1001,5005000,34.3369,17.5513,-7381.0517578125,1001,4932.26,4740.81
1002,5010000,34.6993,18.3702,-7307.87744140625,1002,4906.94,4630.87
1003,5015000,34.8673,18.4322,-7281.8603515625,1003,4966.95,4870.43
1004,5020000,34.5062,17.6533,-7225.0185546875,1004,4981.36,4927.36
1005,5025000,34.636,16.9239,-7529.86474609375,1005,5018.71,4701.64
1006,5030000,34.3994,18.0037,-7664.9169921875,1006,4939.29,4874.75
1007,5035000,34.511,17.7429,-7419.388671875,1007,4894.72,4792.37
1008,5040000,34.7817,16.7316,-7376.08837890625,1008,5096.57,4742.56
1009,5045000,34.5623,16.6912,-7284.4775390625,1009,4920.6,4430.34
1010,5050000,34.4405,17.5628,-7674.0234375,1010,4870.49,4800.7
1011,5055000,34.0818,16.0068,-7555.11083984375,1011,4930.21,4908.93
1012,5060000,33.726,15.6004,-7048.9423828125,1012,4897.31,4873.78
1013,5065000,33.763,15.9279,-7123.79736328125,1013,5062.8,4985.51
1014,5070000,34.6029,16.2806,-7014.98193359375,1014,4874.35,4787.31
1015,5075000,34.7774,16.1671,-8047.79248046875,1015,5127.14,5000.57
1016,5080000,34.0439,16.8221,-7229.05810546875,1016,5105.35,4835.62
1017,5085000,34.6204,17.2543,-7346.3720703125,1017,5053.67,4907.32
1018,5090000,35.1447,15.8549,-8407.89453125,1018,4952.57,4891.86
1019,5095000,33.9746,16.8693,-7217.779296875,1019,5082.79,4981.73
1020,5100000,34.4967,17.6977,-7315.47119140625,1020,5041.77,4905.19
1021,5105000,34.5226,17.2558,-7371.2705078125,1021,5087.13,4999.59
1022,5110000,34.5895,17.8362,-7670.517578125,1022,5154.96,4775.63
1023,5115000,34.9171,18.0484,-7281.22802734375,1023,5152.18,5016.84
1024,5120000,35.3524,17.744,-7710.78564453125,1024,5057.01,4597.54
1025,5125000,34.8683,17.2098,-7473.65966796875,1025,5052.78,4746.1
1026,5130000,35.2513,16.8451,-8238.1640625,1026,5035.56,4470.13
1027,5135000,34.4667,18.5775,-7535.1669921875,1027,4896.52,4784.36
1028,5140000,34.192,15.9129,-8103.11962890625,1028,5056.4,4248.85
1029,5145000,50.5926,36.8341,-11918.1865234375,1029,380.6,431.15
1030,5150000,49.2135,36.0706,-13211.5498046875,1030,487.55,540.86
1031,5155000,50.1494,71.5984,-14113.7158203125,1031,394.05,426.96
1032,5160000,43.3159,20.2143,-11613.6396484375,1032,1657.07,2140.89
1033,5165000,48.1047,53.5152,-10391.283203125,1033,678.72,710.8
1034,5170000,38.1866,20.4005,-8206.6025390625,1034,3379.69,2880.48
1035,5175000,41.3201,19.1274,-12060.1650390625,1035,1773.47,2283.87
1036,5180000,41.6701,17.7312,-10411.6552734375,1036,2922.8,2773.53
1037,5185000,37.4952,16.7492,-9374.7001953125,1037,3961.32,3534.03
1038,5190000,36.55,20.6497,-8833.8525390625,1038,4610.86,4246.36
1039,5195000,36.5952,18.8285,-8828.060546875,1039,4646.69,4571.91
1040,5200000,37.5308,18.9556,-9147.728515625,1040,4674.97,4531.82
1041,5205000,36.9626,18.6332,-8376.44921875,1041,4724.25,4499.75
1042,5210000,35.6699,17.5155,-8818.279296875,1042,4841.57,4111.58
1043,5215000,37.127,21.072,-8729.26171875,1043,4815.03,4652.11
1044,5220000,36.5833,19.1724,-8616.4970703125,1044,4867.97,4689.86
1045,5225000,39.452,26.401,-12463.5634765625,1045,519.31,1233.97
1046,5230000,51.1484,29.9851,-13501.5546875,1046,11.82,10.71
1047,5235000,48.2365,19.2038,-14415.6630859375,1047,353.23,567.15
1048,5240000,38.9741,19.0884,-10445.4140625,1048,4147.18,2585.95
1049,5245000,36.5669,16.9255,-9826.61328125,1049,4556.38,3876.2
1050,5250000,35.9755,18.6827,-8225.05078125,1050,4482.48,4589.62
1051,5255000,36.1465,17.8259,-8251.6669921875,1051,4770.42,4669.26
1052,5260000,35.4597,16.4852,-8705.8310546875,1052,4712.19,3619.89
1053,5265000,35.7518,17.938,-8076.30908203125,1053,4493.75,4597.68
1054,5270000,35.2875,17.2714,-7889.98388671875,1054,4686.82,4712.36
1055,5275000,35.3382,18.2443,-7865.00390625,1055,4571.52,4646.16
1056,5280000,35.5155,17.2248,-8013.16650390625,1056,4633.19,4643.54
1057,5285000,35.4279,17.5093,-8261.0,1057,4680.64,4657.25
1058,5290000,35.0827,17.4009,-7912.62109375,1058,4749.82,4763.7
1059,5295000,35.099,17.4649,-8240.6259765625,1059,4857.99,4188.85
1060,5300000,35.2448,17.7409,-8369.9921875,1060,4722.33,4656.31
1061,5305000,35.7184,18.9036,-8454.8583984375,1061,4806.66,4743.31
1062,5310000,34.917,17.4209,-8125.09423828125,1062,4830.62,4697.65
1063,5315000,34.8991,18.4086,-8027.89599609375,1063,4883.35,4227.61
1064,5320000,35.0393,18.5364,-8021.53857421875,1064,4868.77,4793.93
1065,5325000,34.7249,18.2429,-7834.93798828125,1065,4632.45,4775.74
1066,5330000,35.3867,18.9062,-8181.25341796875,1066,4921.57,4801.14
1067,5335000,35.5462,18.8035,-8277.240234375,1067,4866.82,4806.05
1068,5340000,34.6467,17.6613,-8110.4814453125,1068,4833.26,4638.77
1069,5345000,34.4593,18.1085,-8062.8583984375,1069,4668.23,4836.67
1070,5350000,35.3588,17.8042,-8591.447265625,1070,4919.67,4746.98
1071,5355000,34.7945,18.0127,-8549.9189453125,1071,4786.67,4329.88
1072,5360000,35.3615,18.5417,-8621.154296875,1072,4866.71,4813.15
1073,5365000,38.2035,46.045,-10064.48828125,1073,456.57,1494.77
1074,5370000,34.5202,17.9546,-8219.6767578125,1074,4998.94,4547.6
1075,5375000,35.1309,17.8136,-8420.3203125,1075,4862.54,4831.7
1076,5380000,34.4294,17.7193,-8281.7412109375,1076,4700.54,4862.22
1077,5385000,34.7555,18.0643,-8342.224609375,1077,4875.32,4663.66
1078,5390000,34.4327,17.5318,-8122.79296875,1078,4918.91,4825.8
1079,5395000,34.8515,17.3932,-8511.99609375,1079,4763.78,4784.25
1080,5400000,35.0231,17.8241,-7738.76416015625,1080,5056.39,4966.31
1081,5405000,34.4525,18.2011,-7706.515625,1081,4783.21,4425.55
1082,5410000,34.9864,18.3141,-8371.6591796875,1082,5024.14,4901.12
1083,5415000,35.1437,18.2568,-8278.4619140625,1083,4884.22,4776.14
1084,5420000,35.5613,17.4603,-8441.78125,1084,4960.22,4827.5
1085,5425000,34.3121,17.4377,-8328.013671875,1085,4794.38,4741.58
1086,5430000,34.3889,17.8626,-8148.20947265625,1086,5051.51,4704.14
1087,5435000,34.8035,17.3055,-8593.8564453125,1087,4929.36,4700.37
1088,5440000,34.7597,17.1028,-8196.86328125,1088,5104.29,4828.02
1089,5445000,34.871,17.3827,-7965.6083984375,1089,5080.44,4949.34
1090,5450000,34.4091,17.0445,-8586.6708984375,1090,4947.01,4847.23
1091,5455000,35.0374,16.8272,-8083.56298828125,1091,4728.6,4535.55
1092,5460000,35.2153,17.2011,-8428.6416015625,1092,4873.4,4503.31
1093,5465000,35.4734,17.1333,-8558.35546875,1093,4567.16,4146.56
1094,5470000,34.6267,16.7638,-7706.07177734375,1094,5080.1,4727.82
1095,5475000,34.2648,17.3501,-8174.224609375,1095,5049.87,4781.81
1096,5480000,34.4038,17.046,-7937.9384765625,1096,5064.51,4759.77
1097,5485000,35.3833,18.7112,-8767.9677734375,1097,4862.35,4790.96
1098,5490000,35.7031,16.6762,-8785.6806640625,1098,4716.67,4239.88
1099,5495000,36.112,18.303,-9380.2685546875,1099,4560.06,4529.3
1100,5500000,34.7736,16.5034,-8385.3779296875,1100,4744.18,4742.23
1101,5505000,35.0692,16.5189,-8571.865234375,1101,4777.95,4232.95
1102,5510000,35.0829,16.1143,-8331.96484375,1102,4923.44,4573.58
1103,5515000,35.3099,19.3723,-9108.3369140625,1103,3171.67,4767.39
1104,5520000,34.2096,17.0607,-8131.4794921875,1104,4897.74,4835.68
1105,5525000,34.4439,16.4005,-8310.3994140625,1105,4856.31,4809.77
1106,5530000,35.4269,16.7144,-9124.2578125,1106,3741.31,2910.49
1107,5535000,34.2501,15.9424,-8482.6923828125,1107,4427.81,4303.89
1108,5540000,35.1423,16.859,-8694.4228515625,1108,4788.09,4678.17
1109,5545000,34.4114,16.9642,-8672.908203125,1109,4829.11,4761.68
1110,5550000,34.8322,15.6232,-8482.638671875,1110,4774.81,4546.09
1111,5555000,34.7607,15.8911,-8443.919921875,1111,4591.91,4556.42
1112,5560000,34.6937,16.3365,-8657.732421875,1112,4792.07,4772.48
1113,5565000,34.6341,15.7998,-8838.546875,1113,4886.24,4719.17
1114,5570000,34.8123,15.751,-8608.4072265625,1114,4231.2,4621.05
1115,5575000,34.1062,16.0065,-8427.34375,1115,4782.41,4752.31
1116,5580000,34.6533,16.4581,-8889.8427734375,1116,4927.27,4592.86
1117,5585000,34.9825,15.7735,-9047.650390625,1117,4863.57,4740.18
1118,5590000,34.5473,15.2349,-8729.4697265625,1118,4969.78,4860.12
1119,5595000,34.5201,15.8651,-8951.7158203125,1119,5040.12,4862.99
1120,5600000,34.7225,15.8908,-8530.701171875,1120,5077.56,4918.25
1121,5605000,34.299,14.7223,-8694.1796875,1121,4986.31,4839.55
1122,5610000,34.5633,15.1912,-8778.59375,1122,4980.96,4745.26
1123,5615000,35.1088,15.3316,-8877.01953125,1123,4953.17,4813.73
1124,5620000,34.5678,16.3729,-8527.326171875,1124,5053.57,4882.83
1125,5625000,34.2038,16.1847,-8316.2978515625,1125,4855.37,4707.06
1126,5630000,34.6374,16.5478,-8884.6025390625,1126,4776.94,4439.15
1127,5635000,34.9605,16.4926,-8967.95703125,1127,4366.53,4598.74
1128,5640000,34.6905,16.7779,-8577.41015625,1128,4772.05,4461.38
1129,5645000,34.0699,15.7684,-8507.365234375,1129,4885.33,4601.93
1130,5650000,35.4388,16.5354,-9080.7333984375,1130,4787.4,4267.48
1131,5655000,35.4028,15.7445,-8983.640625,1131,4843.42,4439.59
1132,5660000,35.3462,15.2746,-9366.947265625,1132,4917.26,4504.41
1133,5665000,34.468,15.9131,-9029.9375,1133,4894.42,4800.34
1134,5670000,34.5785,15.2609,-8745.4609375,1134,4791.63,4711.03
1135,5675000,34.5085,14.6268,-8820.5869140625,1135,4913.27,4445.86
1136,5680000,34.2432,15.428,-9345.7470703125,1136,5148.18,3804.45
1137,5685000,35.4957,14.1362,-9437.1455078125,1137,2726.63,3312.07
1138,5690000,39.006,21.5015,-11600.7333984375,1138,249.9,507.94
1139,5695000,37.6929,31.0742,-9857.9560546875,1139,52.22,123.11
