Real Sto Return,Running Reverse KL,Itration,Real Det Return,Running Forward KL
3404.92,12.9502,192,3369.61,42.8112
3780.04,13.6683,193,3740.43,42.1128
3683.86,14.2404,194,3706.93,42.6737
3520.49,13.5041,195,3657.22,43.0631
3589.47,14.4598,196,3723.57,42.8402
3813.51,14.3554,197,3854.67,42.4482
3778.37,15.0674,198,3809.4,43.129
3593.43,13.8011,199,3789.6,42.4987
3694.42,14.9595,200,3678.53,43.2791
3787.54,15.3067,201,3748.77,43.3722
3825.68,15.1183,202,3800.16,43.0448
3858.98,15.9341,203,3839.98,43.2338
3816.22,15.5346,204,3767.66,43.3015
3605.67,15.1306,205,3780.55,43.2478
3757.09,14.5873,206,3719.05,42.889
3804.6,16.1156,207,3766.07,43.7564
3746.92,15.4737,208,3710.58,43.0045
3819.63,15.1199,209,3727.43,42.84
3860.45,15.8753,210,3774.16,43.0478
3788.01,14.6684,211,3689.93,43.0314
3857.16,16.0256,212,3809.96,43.2508
3832.82,16.4815,213,3751.27,43.5994
3736.03,14.6436,214,3926.31,42.4205
3797.25,15.6847,215,3771.58,43.3971
3833.5,15.6534,216,3761.44,42.8923
3934.88,15.4522,217,3837.93,42.531
3848.13,15.087,218,3760.78,43.055
3884.24,15.4488,219,3864.92,42.8895
3876.62,15.4305,220,3745.66,42.6986
3989.88,15.3074,221,3888.12,41.8907
3901.11,14.4085,222,3823.02,42.2365
3453.14,17.3359,223,3943.92,42.399
3513.72,15.4768,224,3996.46,43.2649
3974.93,15.4097,225,3903.69,42.4137
3740.93,15.9417,226,3953.2,42.1785
3917.46,14.1389,227,3826.5,41.8629
3910.79,14.4744,228,3886.8,42.192
3856.43,14.6261,229,3997.26,42.1022
4036.89,13.4237,230,4010.06,39.9701
4111.04,14.123,231,4036.79,40.3172
4040.87,13.8299,232,3995.09,40.8692
3951.29,12.7834,233,4065.59,39.4646
4107.57,11.8736,234,4194.72,38.9791
4187.27,12.06,235,4139.42,38.913
3964.97,13.5863,236,4057.06,39.2181
4156.83,12.4671,237,4114.59,38.2544
4261.39,13.1577,238,4235.5,39.1266
4139.4,12.6812,239,4295.0,38.4426
4256.14,12.2364,240,4302.22,38.2346
3981.02,12.703,241,2277.23,38.2868
4290.45,12.3974,242,4256.26,37.7891
4080.2,13.0444,243,4234.26,38.2395
4167.04,13.1165,244,4371.43,37.8332
3935.42,12.8887,245,4228.17,38.5259
3813.54,11.8354,246,4323.55,38.5678
4129.31,12.9349,247,4257.05,38.5159
4020.2,12.7957,248,4370.18,37.7015
4245.7,12.8116,249,4475.48,37.6398
3975.59,12.2653,250,3807.83,37.9158
4286.71,14.0929,251,4430.45,38.2399
4088.5,11.8698,252,4457.4,37.8597
4193.42,11.9345,253,4434.59,37.4014
4265.41,12.1063,254,4432.87,37.617
3726.28,11.7981,255,4336.19,38.2539
3169.93,11.0701,256,3620.95,38.271
3380.63,11.7644,257,3878.33,36.7178
3554.42,10.8043,258,2911.24,38.0716
3593.93,11.4563,259,3556.58,36.5786
2944.63,10.5621,260,2071.98,38.061
2935.06,11.5411,261,2788.01,37.9719
3607.27,11.5502,262,3260.77,37.4896
3600.53,13.4378,263,4315.91,38.0237
2404.91,10.6685,264,2205.44,39.3709
2135.2,11.0187,265,1587.03,39.845
1823.58,11.9516,266,1530.83,40.496
2228.12,10.8855,267,2771.89,39.3184
2999.08,17.7004,268,3240.34,39.4052
3739.38,11.3268,269,4161.15,39.0851
3322.8,11.9896,270,4081.17,38.2404
3784.21,11.707,271,3844.66,38.3864
3865.04,11.154,272,3822.61,38.6748
3810.22,14.3559,273,3739.2,39.5495
3919.39,11.8462,274,3629.84,38.5351
3290.44,16.4604,275,2473.7,37.8938
3221.28,14.2081,276,2486.86,39.4927
3863.06,11.7298,277,4126.26,38.7525
4025.17,12.1911,278,4130.38,39.1605
4142.3,11.818,279,4165.16,38.4502
4037.46,12.2885,280,4077.83,39.0306
4030.68,11.8011,281,4123.61,38.5234
4044.23,11.722,282,4084.04,38.9032
4039.58,12.3948,283,4058.91,38.9731
3247.78,12.6207,284,3207.17,39.3494
4289.14,11.9811,285,4282.54,38.4274
4006.76,12.376,286,4166.96,38.7017
3692.15,11.9718,287,4274.73,38.0129
3740.41,12.6258,288,4116.01,38.6533
3749.94,11.8539,289,4224.3,37.911
3879.51,12.0697,290,4302.16,38.2932
3764.37,11.7478,291,4069.42,38.3867
4288.29,11.8142,292,4248.75,37.3561
2712.81,11.3892,293,3522.94,38.9092
4214.27,12.5275,294,4237.72,38.3533
4297.99,12.2467,295,4317.45,38.6102
4195.02,12.4678,296,4335.45,38.5311
3821.17,11.3739,297,3219.16,38.8571
4272.77,12.0316,298,4262.47,37.5753
4237.64,12.4684,299,4254.18,38.2252
4218.75,12.2783,300,4229.24,38.0532
4243.04,11.7756,301,4199.18,37.4474
4105.17,12.3161,302,4286.4,37.8125
4349.26,11.824,303,4374.55,37.0178
4460.67,12.6306,304,4479.91,36.9522
4345.27,12.7037,305,4348.08,37.9709
4392.89,12.6356,306,4487.63,37.1038
4151.48,12.3271,307,4338.79,37.8012
4379.2,11.7984,308,4401.52,36.8256
4319.65,11.3463,309,4501.99,36.1145
4418.96,11.8056,310,4388.34,36.5681
4470.71,12.0706,311,4515.5,36.2079
4414.51,11.6192,312,4423.48,37.2366
4452.69,11.6825,313,4489.8,36.703
4463.62,12.5501,314,4524.61,36.6426
4461.26,12.6103,315,4464.28,36.6467
4518.91,12.2479,316,4489.83,36.6506
4526.4,11.8699,317,4613.11,36.8971
4520.15,12.5532,318,4635.99,36.5716
4531.67,12.0028,319,4575.63,36.2756
4515.86,14.1732,320,4620.07,37.1684
4325.77,11.8493,321,4534.43,37.1932
4500.26,11.9945,322,4543.11,36.8276
4567.38,18.5999,323,4585.53,36.4769
4653.75,12.3814,324,4695.2,36.091
4511.15,11.3755,325,4612.74,36.6729
4552.65,11.7634,326,4610.49,35.8534
4562.47,11.8082,327,4634.27,35.8853
4374.95,12.0498,328,4581.66,36.056
4621.2,11.5503,329,4796.33,34.6618
4544.13,11.3409,330,4575.35,36.5999
4565.55,11.3062,331,4761.41,35.6034
4656.6,11.7799,332,4808.1,35.5377
4588.35,12.8012,333,4673.96,36.8044
4574.11,11.9302,334,4656.34,35.8022
4524.92,11.7379,335,4574.11,35.9091
4585.29,11.1419,336,4655.53,35.6764
4483.81,11.5867,337,4565.47,35.7127
4634.7,11.6377,338,4716.0,35.2538
4577.14,11.9405,339,4696.93,35.8706
4727.65,12.5995,340,4781.89,34.986
4690.42,11.3142,341,4690.25,35.1705
4609.33,11.7739,342,4596.33,34.8696
4676.07,12.1583,343,4787.92,34.992
4695.91,10.6133,344,4785.63,34.6586
4579.9,11.5627,345,4773.79,35.1227
4644.87,11.309,346,4697.89,34.8627
4546.93,12.0321,347,4730.0,34.8912
2488.37,39.4871,348,4356.69,39.1324
441.1,47.4431,349,330.7,49.8358
444.86,16.3342,350,465.39,49.3878
3419.87,15.0041,351,3954.69,40.5225
1933.0,18.0559,352,1272.81,42.1717
3703.01,13.6602,353,3619.09,39.9983
4304.02,13.2063,354,4294.09,36.5271
4252.11,12.0398,355,2529.6,35.668
4526.19,11.85,356,4822.83,35.2415
4450.42,12.2332,357,4644.25,36.3259
4553.11,11.8032,358,4611.9,35.3631
4580.4,11.9396,359,4666.47,35.2929
4684.14,12.0164,360,4828.87,34.7102
4647.49,12.1267,361,4529.81,35.3541
4770.46,12.1104,362,4877.77,34.27
4690.54,11.811,363,4773.01,35.1935
4656.55,12.4014,364,4797.22,35.2112
4673.3,12.2747,365,4782.45,35.2478
4604.73,11.7259,366,4751.23,35.0121
4756.32,11.7107,367,4795.21,34.764
4719.43,11.8938,368,4832.23,34.9025
4686.02,11.9833,369,4748.41,34.9995
4741.37,14.2277,370,4838.99,34.5363
4460.17,11.8623,371,4932.11,34.9259
4758.64,12.0209,372,4879.07,34.8527
4724.35,11.5451,373,4771.78,33.6284
4571.62,11.5925,374,4694.93,35.1676
4790.1,11.5494,375,4719.76,33.8792
4607.74,12.0409,376,4660.69,34.1682
4721.95,11.8448,377,4749.22,34.328
4704.32,11.915,378,4851.18,34.5178
4657.75,12.3925,379,4630.78,34.0487
4587.61,11.9231,380,4685.13,34.5358
4684.15,11.6062,381,4814.97,33.2652
4483.82,11.9347,382,4803.0,33.2796
4252.87,11.1827,383,4805.51,34.2205
4587.03,12.3365,384,4794.03,36.1829
4636.84,12.3627,385,4730.66,34.9639
4752.88,11.7887,386,4777.35,33.1172
4717.55,11.9568,387,4731.73,33.984
4192.65,11.9873,388,4629.7,33.9742
3947.5,12.0096,389,4843.92,34.4507
4686.16,12.1593,390,4850.48,34.2103
4474.93,11.571,391,4826.13,32.8072
4603.7,11.4193,392,4846.94,32.7073
4587.59,16.3649,393,4856.49,33.7879
4812.95,12.5599,394,4972.1,33.3905
4295.48,14.3129,395,4760.99,33.6316
4523.5,17.5898,396,4851.99,33.9143
1652.93,26.2882,397,47.27,40.3979
1981.67,18.118,398,814.03,36.7097
4747.5,12.5274,399,4823.1,34.9139
4822.02,11.7571,400,4883.0,33.5992
4623.4,11.4401,401,4833.17,33.3982
4927.33,11.1333,402,4973.45,33.3988
4793.15,12.3704,403,4892.76,33.4735
4948.37,11.2265,404,5001.49,32.4367
4813.43,12.2613,405,4937.41,33.4399
4652.04,12.2001,406,4987.74,33.8547
4628.16,11.7323,407,4927.07,34.1447
4926.41,12.5868,408,5011.99,34.0818
4921.79,12.0328,409,4912.75,32.458
4861.52,12.4487,410,5052.06,34.5258
4944.23,11.8926,411,4991.42,33.1773
4838.38,12.7806,412,4904.1,33.0523
4903.73,11.9238,413,4884.76,32.615
4986.82,11.3356,414,5064.33,32.3819
4919.88,12.1137,415,5088.72,33.1873
4893.44,11.966,416,4870.79,33.5622
4958.56,12.2802,417,5078.03,33.8678
4980.34,12.4898,418,5078.7,33.4823
5005.31,12.0095,419,5155.93,32.6111
4981.82,12.0275,420,5191.87,33.3955
5113.96,11.125,421,5242.37,32.0695
4944.84,12.4363,422,4940.43,33.0208
5017.34,12.6183,423,5167.29,32.6246
4964.6,12.5828,424,5113.79,34.4811
4986.0,12.1394,425,5102.33,33.4428
4899.41,12.2309,426,5107.2,33.0602
5018.52,11.8815,427,5159.15,32.8151
4943.02,12.7605,428,5118.36,33.6476
4705.18,12.715,429,5007.66,32.9444
4780.69,17.792,430,5205.06,33.9092
4785.59,11.38,431,5123.62,32.7043
4895.83,12.4074,432,5129.05,33.3441
4876.85,12.1003,433,4851.71,32.1456
4939.94,12.7284,434,5076.88,32.6878
4980.18,13.062,435,5076.77,32.3948
4732.32,11.4522,436,4908.29,32.5761
4891.32,12.2351,437,4876.7,33.2166
5029.05,11.341,438,5122.85,32.5596
4804.69,11.4068,439,5106.46,33.4716
4981.58,11.9922,440,5169.79,32.3352
4832.17,12.9196,441,5069.97,33.7511
4930.05,12.0235,442,5094.85,33.2549
4773.97,11.9042,443,5014.1,33.5888
4979.14,11.4994,444,5097.2,31.8041
4870.06,12.4265,445,5125.29,34.2029
4885.27,12.1245,446,5100.6,33.7629
4923.66,12.9194,447,5127.2,33.3756
5004.5,12.9407,448,5244.45,33.4954
4901.04,11.7848,449,5132.64,34.2642
4798.84,12.4084,450,5291.18,33.8105
4961.8,13.4461,451,5145.71,35.2044
4611.96,16.084,452,5099.33,35.2572
4347.66,20.4177,453,5108.85,35.8678
4911.38,12.5062,454,5130.5,33.5372
4644.14,13.9784,455,5070.14,35.3158
4811.4,13.5613,456,5115.52,34.8846
4883.35,12.7114,457,5096.73,34.9198
4967.29,13.0862,458,5267.09,33.4415
4696.22,12.5176,459,5053.13,33.5254
4995.01,12.3984,460,5167.27,32.9241
4866.06,13.5711,461,5039.99,34.3386
4985.22,13.1033,462,5182.41,34.1422
4885.43,12.8918,463,5031.55,34.893
4452.62,12.5956,464,5031.15,33.0007
4648.13,11.365,465,4864.2,33.0935
5040.88,11.5331,466,5168.34,32.6251
4944.35,12.1498,467,5193.24,33.7046
5027.39,11.2299,468,5210.73,32.0576
4943.56,10.6926,469,5117.41,31.8768
5075.72,11.3055,470,5129.82,32.4938
4709.96,12.057,471,5013.8,31.7347
5023.28,11.9515,472,5158.68,32.1562
4938.26,11.496,473,4970.89,32.0238
5074.5,12.3829,474,5046.04,31.7137
4972.3,12.6375,475,5091.81,32.6499
5098.98,11.725,476,5383.75,32.2631
-6.76,27.9887,477,-6.9,37.1517
4999.25,11.994,478,5219.62,32.9158
4966.32,12.0591,479,5047.45,32.7472
4930.88,12.8271,480,5003.77,33.4057
4956.0,12.0435,481,5073.16,33.6523
4963.64,11.9274,482,5187.8,33.1782
5100.95,12.2631,483,5230.96,33.0125
5100.55,11.732,484,5324.41,32.3389
5114.32,11.7521,485,5265.84,32.1858
5048.44,12.1142,486,5100.27,33.104
5015.17,12.3587,487,5187.68,33.5482
5029.79,11.7266,488,5150.73,32.3802
5089.52,13.0081,489,5251.06,33.7273
5111.84,12.586,490,5258.97,32.7409
5100.75,11.8099,491,5253.02,33.0599
5049.07,13.0227,492,5208.02,33.6967
5028.44,12.556,493,5033.75,33.3581
5088.61,12.4908,494,5314.06,32.6177
5012.58,12.3009,495,5057.51,32.7735
4842.48,12.1042,496,5141.0,33.2056
5096.28,11.8081,497,5356.87,33.7929
5149.57,11.7653,498,5178.0,32.2777
5063.34,11.4213,499,5299.54,32.9247
5118.69,13.0579,500,5102.41,32.2243
5201.83,12.6427,501,5306.56,31.9065
5069.24,12.1965,502,5308.87,33.1727
5114.07,13.1431,503,5349.39,33.7989
5122.66,12.6867,504,5232.08,33.2849
5109.89,11.8297,505,5143.23,32.7648
5069.23,12.313,506,5422.01,33.2001
5124.64,12.0992,507,5365.37,32.5414
5186.66,12.3982,508,5311.08,32.3973
5075.81,12.2019,509,5346.27,31.9685
5187.39,12.9906,510,5377.92,32.775
4979.59,12.5954,511,5274.79,33.3143
5045.13,12.5713,512,5226.13,33.6511
5039.63,12.7294,513,5232.34,33.5125
5093.44,12.9473,514,5315.7,34.2743
5013.47,12.3674,515,5225.94,34.0137
5152.08,12.0246,516,5422.21,33.2373
5109.56,12.0793,517,5335.27,33.9169
4869.38,12.5001,518,5365.5,34.263
489.94,47.1176,519,498.86,47.8249
460.72,33.3389,520,435.08,48.8382
5033.32,11.9235,521,5174.62,32.541
5108.71,13.2902,522,5420.4,33.6104
5073.74,11.9449,523,5285.88,32.4485
5174.27,11.522,524,5359.34,32.9646
5151.27,11.2575,525,5306.16,33.591
5202.33,11.8817,526,5500.25,33.1584
5195.21,11.8641,527,5353.6,32.5137
5266.51,11.4164,528,5394.94,31.7781
5228.96,11.8786,529,5325.87,32.3873
5241.76,11.888,530,5356.6,32.4782
5187.96,11.0292,531,5320.74,33.5057
5195.4,12.0556,532,5321.06,33.3237
5255.94,11.7378,533,5111.62,32.1644
5238.25,11.57,534,5271.2,32.5791
5134.37,11.3714,535,4964.04,32.9786
5243.02,11.6869,536,5313.59,32.2921
5215.44,11.2762,537,5181.98,32.3617
5260.14,12.1841,538,5149.0,31.7608
5169.92,12.1617,539,5212.2,32.6675
5248.98,12.1462,540,5186.47,32.9009
5239.47,11.733,541,5219.09,31.9181
5170.66,11.3819,542,5263.54,32.2232
5178.47,12.2619,543,5403.97,33.2002
4688.5,11.859,544,3994.9,33.3071
5007.43,11.6094,545,5450.71,33.5125
5224.41,11.9256,546,5126.18,31.7529
5238.39,12.5613,547,5159.92,32.3861
5210.02,12.2368,548,5157.64,32.4854
5240.96,11.473,549,5185.61,31.879
5127.79,11.9908,550,5076.72,31.4571
5266.72,11.7175,551,5243.21,31.9113
5138.17,11.673,552,5180.34,32.1671
5223.55,12.0078,553,5138.85,32.3021
5118.52,11.5081,554,4935.83,32.3807
5118.87,11.8391,555,5092.58,32.2332
5278.7,12.2189,556,5195.1,31.5952
5295.6,12.5405,557,5334.21,33.3433
5316.49,11.8634,558,5423.04,32.4747
5224.17,11.5909,559,5368.51,32.3322
5071.86,11.7536,560,5101.98,32.6695
5219.25,11.4254,561,5286.03,32.7087
5112.15,11.1977,562,5357.95,32.2804
5242.05,11.7814,563,5286.09,31.5437
5262.59,11.1664,564,5406.89,32.7615
5177.99,11.724,565,5402.24,32.7891
5261.42,11.0363,566,5406.2,32.0342
4875.62,11.3907,567,5393.79,32.7546
5145.68,12.1468,568,5336.41,34.2486
5186.99,12.7374,569,5283.6,33.302
5224.03,11.3413,570,5378.38,33.1899
5208.43,11.9085,571,5489.54,33.0729
5070.04,11.2039,572,5257.67,33.1189
614.57,44.4716,573,177.41,54.0079
405.6,21.1815,574,453.01,40.5014
5081.41,12.2092,575,5394.71,32.3916
5104.82,12.0145,576,5310.45,32.7816
4998.98,11.3311,577,5114.61,32.8845
5000.93,11.2691,578,5259.73,32.0243
5108.53,11.9113,579,5208.31,32.0047
4485.79,10.8409,580,5235.62,33.4489
5171.63,11.4125,581,5336.89,31.6526
4981.93,11.6374,582,5278.69,32.9344
5265.96,11.8759,583,5478.15,32.6119
4859.21,12.4008,584,5366.22,32.9096
5027.13,11.8359,585,5235.87,32.9621
5233.75,11.7698,586,5462.35,32.6709
5117.08,11.5107,587,5342.11,32.4836
5081.34,12.1616,588,5201.2,32.8494
5254.9,12.296,589,5323.45,32.8427
4725.09,11.4346,590,5320.03,33.5127
5170.85,11.1446,591,5488.31,32.6805
4810.91,11.5285,592,5220.06,33.225
5135.5,11.536,593,5297.46,32.8089
4905.96,10.5602,594,5416.65,33.274
5083.26,11.0729,595,5013.87,32.6991
5122.17,11.5773,596,5248.25,32.7579
5124.79,11.5094,597,5276.18,32.9943
5175.37,11.2531,598,5365.57,32.5455
4970.91,11.8043,599,5283.47,32.7993
5161.62,11.1682,600,5342.97,32.6812
5177.36,11.2711,601,5275.16,32.6277
5161.85,11.3276,602,5320.26,32.7073
5220.61,11.6669,603,5327.62,32.433
4967.14,11.0215,604,5320.16,33.0545
5105.88,11.2174,605,5332.32,32.3548
5163.24,11.1713,606,5272.84,31.9003
5228.17,11.4129,607,5469.81,31.8353
5185.05,11.8596,608,5357.56,32.1932
5275.33,11.5559,609,5478.9,32.4775
5213.96,11.2832,610,5391.74,32.2335
5161.73,11.8434,611,5277.65,32.0248
4967.27,11.9049,612,5397.51,32.6827
5246.72,11.3958,613,5475.09,32.3383
5235.61,11.3177,614,5446.29,32.5952
5219.29,11.8046,615,5451.09,31.9869
5038.87,11.127,616,5487.89,32.8712
5298.18,11.633,617,5426.83,31.8387
5363.0,11.9462,618,5477.05,32.6009
4710.21,11.6905,619,5054.04,33.4477
5013.66,12.6196,620,5450.45,33.0284
5312.13,11.9298,621,5468.05,31.9009
4163.78,10.9086,622,5395.41,33.2839
4591.31,14.0659,623,5251.23,33.1304
5144.26,11.666,624,5429.96,32.8185
4958.45,11.6355,625,5524.55,33.1364
5054.7,11.1613,626,5540.9,32.2102
5262.34,11.3492,627,5566.62,32.8365
4743.7,11.4304,628,5445.87,33.6081
4354.56,11.2314,629,5232.12,33.3099
5218.63,11.5522,630,5541.36,32.9532
5235.79,11.6369,631,5438.63,32.6343
5033.7,11.4168,632,5598.81,33.0681
4702.21,11.7758,633,5527.15,32.6809
5339.99,12.4356,634,5512.94,32.0166
5289.81,12.2407,635,5442.52,32.2256
5167.92,11.1584,636,5557.06,32.901
5305.31,11.9209,637,5521.32,32.0552
5264.01,11.8834,638,5540.1,32.5701
