Real Sto Return,Running Reverse KL,Itration,Real Det Return,Running Forward KL
375.18,13.129,0,404.54,48.8755
122.63,19.7601,1,113.74,50.0877
358.32,17.2208,2,363.42,49.362
410.43,14.7811,3,655.44,49.8398
414.05,15.3394,4,450.88,49.7306
420.78,36.6108,5,392.25,50.4948
402.87,19.2233,6,428.02,49.9561
483.08,13.1985,7,482.12,48.8993
1572.79,13.3472,8,1635.48,48.5556
1229.23,14.6582,9,1523.32,47.5558
1523.14,13.7147,10,1508.88,47.633
1626.19,13.3359,11,1839.46,48.6114
1236.11,13.7431,12,2220.87,46.8742
915.0,12.8565,13,1869.58,46.9456
1384.78,11.579,14,1065.71,45.9314
1660.71,15.2034,15,2134.65,47.6001
1747.73,13.1793,16,1430.98,45.6821
1826.62,13.0507,17,2578.5,44.466
2182.98,18.3517,18,2685.1,45.7517
1736.77,13.5207,19,2050.24,45.1289
2370.99,14.3466,20,2079.41,45.3834
2484.5,14.4982,21,2632.86,45.2856
2939.73,14.7435,22,2920.11,45.0685
2808.79,15.2694,23,3186.64,44.045
3013.56,14.5842,24,3422.77,44.6183
3029.57,15.4842,25,3398.82,44.5039
3469.24,17.5919,26,3382.48,43.4195
3333.43,17.0244,27,3396.54,44.5952
3310.67,17.1565,28,3374.05,44.1676
3188.15,13.4255,29,3195.98,44.2902
3371.13,15.6059,30,3467.83,44.0341
3139.21,14.0758,31,3258.77,44.0414
3324.58,17.3104,32,3467.41,44.5975
3149.87,16.6598,33,3490.29,44.0756
3376.08,19.0564,34,3366.79,45.3302
3431.34,16.1773,35,3505.98,43.7017
3343.27,17.5714,36,3328.45,45.3788
3203.31,18.6073,37,3334.58,44.9473
3199.69,16.8305,38,3317.77,44.3567
3358.12,18.3241,39,3326.78,44.0475
3429.7,18.1552,40,3540.66,44.3053
3350.55,17.5799,41,3558.9,44.5834
3518.78,16.9619,42,3640.41,43.4247
3499.01,17.8448,43,3631.27,43.521
3316.45,17.8173,44,3530.92,44.9852
2546.36,21.9488,45,2647.88,45.1996
3451.63,17.0742,46,3478.71,44.8539
3228.4,18.0576,47,3352.65,45.7457
3470.68,18.2716,48,3547.32,43.6653
3547.44,16.97,49,3535.14,42.6415
2535.01,15.1871,50,3183.08,44.1231
3053.85,18.7525,51,3522.74,44.8746
3525.47,16.1179,52,3486.99,44.1021
3490.77,16.9896,53,3440.35,44.154
3514.03,18.2752,54,3536.09,45.2306
3384.02,19.17,55,3384.92,45.2774
3479.06,18.3374,56,3509.36,44.8477
3476.01,18.0642,57,3415.22,45.0958
3487.4,18.5667,58,3439.97,45.3013
3533.22,17.7852,59,3442.96,44.0234
3562.25,17.7659,60,3531.98,44.3138
3545.85,17.3477,61,3504.01,44.4132
3217.96,16.6643,62,3086.96,44.0515
3568.07,16.6018,63,3495.3,44.5024
2074.73,17.2619,64,3468.84,45.1571
3536.47,16.7802,65,3594.19,44.2071
3474.41,19.8012,66,3453.42,44.6774
3380.94,15.5712,67,3427.78,44.1918
3562.05,16.1232,68,3592.71,44.4408
3517.4,15.198,69,3518.3,43.8469
3557.47,17.2072,70,3564.34,44.2546
3519.13,18.7086,71,3468.62,44.6226
3448.55,16.3505,72,3365.94,44.6955
3638.72,17.8933,73,3623.34,44.3581
3589.34,15.5606,74,3523.29,43.7354
3534.5,17.0025,75,3495.28,44.6093
3121.79,16.3728,76,3411.76,44.3911
3474.03,16.0241,77,3415.74,43.9279
3555.49,16.9734,78,3487.34,44.0418
3567.11,15.7062,79,3613.17,43.3793
3260.36,14.9599,80,3651.03,43.5229
3525.09,15.7696,81,3553.97,43.8218
3511.26,16.035,82,3563.35,44.093
3492.94,14.7365,83,3522.53,43.3935
3543.8,14.9969,84,3561.85,43.524
3610.3,15.6852,85,3681.26,43.5761
3551.04,14.8039,86,3594.53,44.0009
3565.54,15.1562,87,3594.25,43.783
3646.77,15.766,88,3642.51,43.5546
3692.53,16.8143,89,3659.82,43.4962
3589.36,14.4694,90,3628.31,43.1194
3626.65,15.6336,91,3648.07,43.4446
3633.93,13.1264,92,3667.52,43.0198
3653.98,14.8338,93,3691.54,43.1919
3663.95,15.2652,94,3726.15,43.3337
3627.18,14.6349,95,3695.28,43.1888
3600.46,14.5944,96,3648.55,43.2771
3434.93,13.5861,97,3614.86,43.0354
3617.43,14.0159,98,3658.45,43.0854
2676.32,14.0068,99,3093.8,43.0572
3748.69,18.3414,100,3776.57,43.5535
3593.32,14.4547,101,3628.75,43.4164
3169.83,14.062,102,3490.66,42.7787
3390.58,14.4001,103,3569.63,43.3104
3561.88,13.2157,104,3675.21,43.2832
3703.5,14.7373,105,3719.68,42.792
3641.18,15.1336,106,3675.85,43.4575
3503.24,13.7703,107,3611.18,43.4242
3612.26,16.8388,108,3611.86,43.2927
3620.49,15.5113,109,3638.6,43.7377
3649.31,14.9774,110,3606.34,43.0727
3557.15,15.7203,111,3576.53,44.1274
3319.48,14.7498,112,3494.07,43.8599
3592.58,14.2167,113,3606.49,42.672
3630.28,15.6448,114,3683.47,43.6579
3706.96,14.5163,115,3808.04,42.5186
3606.8,16.3985,116,3554.64,44.3772
3670.97,15.3341,117,3729.86,43.6019
3681.84,16.6164,118,3688.74,44.2345
3594.28,14.0973,119,3604.91,43.7386
3766.11,14.7129,120,3790.6,43.1073
3642.24,15.2013,121,3588.27,43.5088
3663.85,13.817,122,3743.38,42.7171
3662.98,15.2332,123,3682.12,43.6378
3666.69,15.6069,124,3653.62,43.7933
3687.18,15.7575,125,3693.2,43.5831
3698.51,14.5607,126,3724.84,43.231
3637.38,17.0733,127,3660.43,44.2024
3674.4,15.1647,128,3700.48,42.8037
3666.18,15.7203,129,3651.86,43.7539
3590.02,14.2138,130,3584.96,43.8245
3571.87,12.7107,131,3597.69,42.6645
3625.29,14.9879,132,3574.59,43.3528
3674.89,14.7989,133,3651.51,43.3171
3652.31,15.9257,134,3606.05,43.9697
3797.63,16.7057,135,3806.38,43.4068
3731.38,16.0015,136,3742.29,43.7205
3701.0,14.926,137,3690.53,43.5338
3679.28,14.2279,138,3618.3,42.9963
3745.92,15.801,139,3728.15,43.1902
3693.3,15.9319,140,3703.05,43.9848
3670.08,14.8447,141,3676.7,43.9272
3594.52,13.8149,142,3619.8,43.6722
3720.08,14.7277,143,3738.82,43.4207
3607.19,15.1558,144,3689.39,43.7146
3722.81,14.8566,145,3705.37,43.3338
3684.6,14.2579,146,3697.72,43.1228
3744.43,15.8749,147,3755.81,43.5272
3665.7,15.9023,148,3582.5,44.022
3706.09,15.3689,149,3703.35,43.6745
3580.47,14.9818,150,3596.27,43.3967
3676.94,14.7325,151,3680.34,43.6688
3633.14,15.7798,152,3617.9,43.8237
3689.61,14.4836,153,3751.29,42.9716
3669.1,15.4446,154,3599.3,43.5283
3575.01,16.8899,155,3591.05,44.5542
3696.21,14.3817,156,3611.57,42.8172
3707.3,16.2698,157,3694.0,43.894
3587.95,14.6929,158,3736.93,43.377
3713.52,14.8037,159,3734.05,43.5033
3618.26,13.1958,160,3768.84,42.7859
3743.91,15.1922,161,3702.84,43.3535
3757.06,15.4783,162,3808.35,43.5693
3677.91,14.2499,163,3687.22,43.6283
3758.18,16.3201,164,3710.27,43.4416
3807.62,15.8446,165,3806.17,43.0379
3711.39,15.7705,166,3670.13,43.8181
3771.27,14.5904,167,3790.92,43.1661
3784.83,15.6154,168,3762.73,42.8119
3784.81,15.1989,169,3747.48,43.163
3805.19,15.2254,170,3805.07,42.7685
3737.08,16.3905,171,3701.55,44.1004
3640.57,13.7546,172,3618.35,43.3663
3681.29,13.3221,173,3710.69,42.7435
3741.43,14.3504,174,3739.25,43.2647
3812.67,14.2599,175,3791.15,42.7919
3783.7,14.8218,176,3799.23,43.2563
3845.7,15.36,177,3852.56,43.1447
3546.42,15.8007,178,3204.83,43.0526
3798.37,16.8292,179,3780.51,43.4886
3771.94,13.2741,180,3771.9,42.3771
3834.95,16.1488,181,3825.89,43.113
3855.2,16.4168,182,3858.19,43.5868
3805.77,14.0301,183,3806.23,42.9188
3780.15,15.7517,184,3797.28,43.4114
3725.11,14.1525,185,3743.49,42.8572
3705.95,15.0001,186,3697.33,42.8212
3783.51,15.968,187,3812.14,43.1882
3823.03,14.4291,188,3833.35,42.3093
3034.11,12.8995,189,3896.13,42.312
-6.63,73.1651,190,-4.63,57.3758
3597.9,13.2043,191,3537.43,42.8818
