Running Reverse KL,Real Sto Return,Itration,Real Det Return,Running Forward KL
15.353,2384.3,54,2698.35,46.2674
15.009,2108.36,55,3061.9,46.1382
14.7667,1445.83,56,1987.25,45.809
15.9777,1634.19,57,2085.94,45.949
14.273,2161.71,58,3394.68,45.8208
14.8944,1768.29,59,3035.92,45.8876
14.9825,2000.04,60,3111.09,45.4803
15.1541,1902.18,61,3505.45,46.1587
14.153,2059.27,62,2538.41,46.0347
15.5274,1927.61,63,2788.9,45.7984
32.2506,1864.83,64,2267.56,46.1847
23.3951,1777.82,65,2877.22,45.9308
20.2256,1691.3,66,2325.89,46.5821
16.3779,1852.75,67,2839.45,45.9405
16.4245,1849.81,68,2186.82,45.5676
18.5672,1322.39,69,708.94,46.5178
16.3795,2610.78,70,3503.63,45.757
15.9017,2170.68,71,2679.24,45.8886
20.4759,1371.64,72,2048.48,46.6162
21.629,2234.79,73,3369.35,46.3453
15.0548,2160.5,74,2476.22,45.779
14.2931,1524.4,75,2252.73,46.2955
14.2381,1819.79,76,1574.0,46.0341
14.1922,2081.3,77,2250.1,46.0365
18.3414,1898.32,78,2802.35,46.0601
14.7983,1607.47,79,2119.07,46.37
14.5372,1644.58,80,2245.01,46.1069
14.8641,2060.78,81,2297.21,45.7957
14.5127,2081.29,82,1279.18,45.8456
19.4819,2256.73,83,2198.75,45.6192
23.371,2000.86,84,2255.29,46.0827
14.2838,1264.95,85,2015.42,45.9446
15.4896,1883.54,86,1898.6,45.653
19.0768,2046.01,87,1633.23,45.9234
20.6265,2500.58,88,2671.29,45.4988
17.303,2290.28,89,2765.62,45.5041
13.9755,1983.39,90,3274.34,45.6502
15.7787,1739.37,91,1974.32,45.569
14.4421,1878.33,92,2435.44,45.4172
13.6796,2053.74,93,2774.52,45.69
15.941,1656.74,94,2450.08,46.0627
17.2665,2431.49,95,3072.12,45.503
15.2239,2049.22,96,2295.83,45.5587
15.4612,2161.16,97,2990.78,45.4819
15.4532,2474.8,98,3324.67,45.8537
14.7528,1836.69,99,2682.87,45.8485
17.2909,2167.15,100,2975.61,46.0414
14.9949,1873.38,101,3049.69,45.6732
16.5046,2145.56,102,2660.46,45.4029
15.4271,2562.06,103,2513.01,45.5126
15.8313,2471.82,104,2713.5,46.0018
15.1037,2422.08,105,2861.64,45.4604
14.1178,2305.83,106,2921.09,45.2682
14.1907,1879.59,107,2469.07,45.4262
15.8006,2289.22,108,2804.62,45.4872
15.5261,2644.63,109,2971.51,45.4016
15.0174,2641.24,110,2888.89,45.4367
13.7245,1510.32,111,3151.16,45.4723
14.758,2447.89,112,3369.16,45.2706
15.5438,2586.14,113,3373.77,45.2257
14.3755,2003.26,114,2816.22,45.2568
15.6344,2365.51,115,2831.73,45.1221
15.5316,2698.55,116,3473.6,45.1912
15.2629,2301.43,117,2976.02,44.8842
13.6449,2497.14,118,3448.24,45.6394
15.106,2947.13,119,3539.44,45.2762
15.6543,2452.3,120,3292.97,45.3656
14.0095,2265.3,121,3262.47,45.1688
15.9311,3228.8,122,3695.08,44.7789
14.7654,2554.81,123,3180.89,45.2818
15.2829,2677.25,124,3559.03,44.9868
14.2988,2156.27,125,3316.81,45.4558
15.2433,2728.08,126,3787.98,45.0001
14.8946,2417.7,127,3152.55,45.1894
15.2659,3067.46,128,3731.07,44.0736
14.4435,2129.91,129,2942.71,44.7633
14.1063,2424.17,130,3097.91,45.5604
14.3205,2190.33,131,3110.29,45.0947
15.3555,2198.44,132,3173.72,45.1388
14.8446,2153.79,133,2772.15,44.7059
14.3137,2252.53,134,3539.54,44.6699
15.2212,2878.24,135,3727.38,44.1088
14.3981,2260.57,136,3295.92,44.7264
20.6876,2452.39,137,3427.19,45.0431
15.7739,2380.8,138,3581.26,44.804
15.5952,3006.95,139,3690.6,44.9025
15.6003,2941.78,140,3516.13,44.7823
14.8018,3040.89,141,3787.69,44.7991
14.6218,2400.09,142,3679.28,44.8204
14.6628,2758.69,143,3415.97,44.799
15.5621,2375.62,144,3320.22,44.9609
16.1334,3027.87,145,3565.7,44.3861
15.6564,2361.2,146,2361.3,45.059
14.3893,2244.94,147,3730.26,44.9355
14.6086,2454.9,148,3304.48,44.9376
15.979,2974.22,149,3518.71,44.9589
15.0572,2950.91,150,3371.09,44.9866
16.5193,2914.75,151,3596.79,44.8422
14.8795,2901.92,152,2920.1,44.6834
13.7605,2135.62,153,2973.33,44.9551
15.4247,2691.14,154,3336.46,45.0754
14.4825,2511.89,155,2693.05,45.2226
15.5619,3115.35,156,3463.04,44.8124
15.6267,2929.64,157,3772.35,44.6958
15.4982,2577.0,158,3039.62,45.2214
13.3477,1888.38,159,2131.09,45.0191
13.3254,2478.35,160,2603.25,45.0276
15.7783,2480.24,161,2946.58,44.7521
13.7601,3452.69,162,3687.69,44.2973
14.5886,2712.26,163,2843.5,44.7158
15.3977,2952.44,164,3820.91,44.5624
14.4718,3250.15,165,3769.71,44.6913
15.6915,3295.53,166,3715.26,44.7312
14.6906,2913.99,167,3627.82,44.6313
16.9528,3062.63,168,3781.2,44.9687
15.5011,3102.22,169,3168.68,44.9666
16.3775,3512.52,170,3839.49,44.5496
16.5993,3382.01,171,3878.47,44.5473
15.3061,3460.05,172,3858.09,44.2264
15.8857,2954.0,173,3785.72,44.9446
17.4856,3454.29,174,3935.1,44.3026
16.4852,3246.93,175,3594.38,44.5882
16.8629,3380.2,176,3884.54,44.4394
15.8737,3179.61,177,3858.22,44.5466
14.8566,3553.7,178,3701.39,44.6441
18.4709,3283.39,179,4036.96,44.7599
18.3272,3251.46,180,3953.73,44.0484
16.2693,3259.16,181,3792.48,44.6541
17.2689,3275.12,182,3802.88,44.88
18.3952,3450.78,183,3876.01,44.5229
16.4847,3458.66,184,3875.24,44.8544
17.6076,3656.07,185,3869.04,44.5777
17.2482,3595.69,186,3915.53,44.5015
16.6242,3776.29,187,3838.69,44.826
17.1163,3947.02,188,3901.41,44.6379
18.5801,3756.43,189,3883.72,45.2052
17.0354,3209.53,190,3893.32,44.7671
16.6335,3743.36,191,3857.61,44.8411
16.0289,3164.96,192,3926.03,44.4155
16.7482,2970.4,193,3789.67,44.9978
15.1712,3057.13,194,3983.23,44.5178
16.4275,3873.85,195,3800.11,44.6696
16.6554,3592.25,196,3975.38,44.7641
17.8523,3515.12,197,3882.53,44.9037
17.6974,3864.48,198,3678.99,45.0561
19.2929,3520.35,199,3876.46,44.925
17.0585,3674.48,200,3979.78,44.6973
17.9911,3759.67,201,3934.61,44.6067
18.7824,3703.58,202,3933.12,44.8911
16.6479,3810.65,203,3969.68,44.8512
16.1702,3818.17,204,3928.73,44.5286
18.3962,3616.19,205,3924.29,44.745
18.4732,3885.32,206,3879.86,44.92
17.6368,3820.16,207,3837.55,44.924
16.3438,3445.48,208,4021.87,44.5354
17.7263,3690.91,209,3941.77,44.5676
18.4195,3871.37,210,4004.95,44.6403
18.1011,3734.99,211,3968.01,44.4253
18.1101,3721.48,212,3846.62,44.8266
15.9381,3328.79,213,3967.17,44.8246
17.5409,3711.59,214,3865.12,44.644
16.0997,3555.3,215,3983.58,44.6228
16.8032,3749.56,216,3957.73,44.3817
17.2626,3907.09,217,3880.42,44.4045
17.1268,3876.78,218,3471.73,44.8833
17.5364,3810.73,219,3911.01,44.403
16.7831,3751.69,220,3786.2,44.6686
16.7562,3824.51,221,3925.01,44.6544
15.8443,3902.24,222,3950.15,44.5425
17.2746,3895.79,223,4001.98,44.3525
16.8648,3678.46,224,3938.45,44.188
17.1001,3828.82,225,3791.08,44.4562
17.6582,3786.31,226,3866.44,44.5824
16.5161,3704.57,227,3779.35,44.2314
17.0982,3746.25,228,3642.26,44.4023
16.803,3677.96,229,3501.18,44.593
17.411,3737.31,230,3614.53,44.5122
16.7969,3881.65,231,3750.13,44.514
18.0311,3812.42,232,3759.21,44.7355
17.0614,3841.41,233,3728.99,44.7876
17.3257,3918.84,234,3771.97,44.4631
16.6595,3852.05,235,3441.47,44.6894
16.9349,3731.72,236,3891.67,44.5842
17.0981,3736.93,237,3844.97,44.4726
16.4846,3839.99,238,3668.81,44.4763
15.1353,3680.3,239,3859.78,44.3745
16.7894,3805.07,240,3925.57,44.403
16.8172,3704.68,241,3815.58,44.3261
15.8086,3538.78,242,3854.06,44.6016
15.4561,3691.41,243,3819.62,44.5333
15.9417,3653.21,244,3905.84,44.2052
16.317,3316.12,245,3804.49,44.3929
14.3888,3501.41,246,3895.45,44.5553
14.7234,3483.79,247,3909.84,44.3174
15.1949,3512.26,248,3936.49,44.0498
16.283,3375.41,249,3782.73,44.3695
16.5061,3292.36,250,3720.63,44.3927
16.7175,3548.35,251,3783.28,44.7702
16.2401,3554.94,252,3908.77,44.3035
16.946,3715.32,253,3844.35,44.3665
16.1001,3851.15,254,3849.6,44.3591
17.6753,3595.72,255,3889.46,44.718
15.8296,3628.52,256,3754.57,44.4526
17.4796,3450.06,257,3672.89,44.5399
15.7505,3548.07,258,3748.51,44.2684
16.1477,3556.51,259,3834.77,44.4008
15.8885,3612.34,260,3817.13,44.1376
14.2735,3451.98,261,3921.87,44.0721
16.6493,3333.04,262,3910.17,44.6398
14.9775,3649.91,263,3854.03,44.5187
15.9214,3901.56,264,3822.57,44.5014
15.8803,3447.08,265,3782.36,44.4115
17.4035,3612.72,266,3754.06,44.5439
16.8439,3477.11,267,3894.64,44.3829
16.8237,3593.61,268,3781.84,44.3255
16.0776,3566.28,269,3998.71,44.2338
15.5146,3602.79,270,3623.42,44.5485
16.6439,3658.09,271,3589.07,44.641
16.8998,3897.43,272,3876.77,44.6366
17.1657,3864.39,273,3990.66,44.5783
16.5877,3612.48,274,4017.62,44.0402
15.7591,3957.79,275,3907.01,44.5102
17.7084,3930.34,276,3949.66,43.7744
17.2826,3768.99,277,3934.08,44.6418
17.8035,3726.16,278,3951.54,44.1206
17.1041,3717.58,279,4016.09,44.0681
17.2036,3804.85,280,3956.66,44.4031
17.8471,3967.45,281,3944.03,44.2986
17.6551,4014.55,282,3982.1,44.4288
16.2704,3580.25,283,3957.53,44.2573
18.0756,3906.36,284,3961.0,44.4101
16.8581,3400.21,285,3953.01,44.0664
17.7034,3841.76,286,3973.97,44.3469
16.9371,3900.81,287,3960.27,44.2113
16.8153,3924.84,288,4017.61,44.2637
17.7753,3869.03,289,3999.07,44.2441
17.1967,3565.5,290,3980.59,44.4908
17.6611,3783.7,291,3888.58,44.5861
18.0274,3858.25,292,4005.18,44.4201
17.4491,3844.05,293,3979.44,44.2234
17.7777,3979.55,294,4090.8,44.3573
17.5656,3778.13,295,3957.93,44.5488
17.8962,3938.4,296,4062.84,44.1444
17.1728,3943.18,297,3929.76,44.4861
17.9782,4001.41,298,3964.7,44.5986
18.1937,3943.98,299,3984.58,44.6496
17.1108,4000.83,300,3996.6,44.5794
18.3473,4030.26,301,3948.32,44.5488
17.8583,3867.25,302,3893.29,44.344
17.6545,3909.99,303,4026.06,44.4824
18.6655,3821.25,304,3981.34,44.1026
17.5256,3824.77,305,3964.43,44.073
18.5053,3666.13,306,4042.67,44.2067
17.4309,3586.98,307,3922.83,44.4073
16.0947,3449.92,308,4015.83,43.7849
17.1446,3692.21,309,4013.89,44.169
18.5754,3553.82,310,4022.57,44.1616
18.348,3665.7,311,4027.65,43.8687
17.7819,3522.6,312,4038.17,44.1803
17.0086,3599.51,313,4055.97,43.94
17.6633,3621.48,314,4030.14,44.254
17.6191,3504.05,315,3998.58,44.3848
17.3734,3680.5,316,4068.32,43.9685
15.807,3096.28,317,4011.44,44.2036
17.9241,3313.7,318,4042.29,44.2367
18.9702,3198.03,319,4073.4,44.0114
16.7682,3921.78,320,4074.93,44.2277
16.5044,3749.56,321,4026.65,44.0201
17.2205,3758.61,322,4086.49,43.758
16.9531,3459.34,323,4002.56,43.9943
16.7073,3987.99,324,4042.57,43.8568
17.3036,3781.06,325,3981.28,43.8577
16.8056,3336.56,326,4083.37,43.6758
15.8418,3769.41,327,4090.58,43.7311
18.2921,3893.37,328,4043.79,44.3563
17.2312,3620.1,329,4009.24,44.2456
17.3934,3763.59,330,4003.96,44.2688
16.1345,3877.44,331,4067.8,43.7018
17.3803,3891.47,332,4097.03,43.969
17.1942,3848.62,333,4051.19,44.1811
16.4576,3985.74,334,3999.35,43.872
17.4409,3834.33,335,4004.93,43.9448
16.2811,4067.66,336,4046.1,44.0179
17.4584,4010.08,337,4011.5,44.2691
16.2829,3904.4,338,4005.38,43.9675
17.5734,3703.82,339,4021.37,43.9537
17.2793,3797.45,340,4027.76,44.0806
17.495,3899.47,341,4006.08,44.1369
17.4624,3894.85,342,3980.64,44.2419
17.2027,3927.62,343,4023.8,43.9955
16.1775,3764.13,344,4016.68,44.1539
18.1721,4008.4,345,4016.19,44.3664
17.0339,3722.18,346,4016.38,44.4135
17.2278,3815.57,347,3907.07,44.0863
16.5707,3956.51,348,3930.11,44.1616
16.8856,3821.21,349,3923.74,44.4596
17.1435,3720.64,350,4001.82,44.0149
17.8351,3763.01,351,3973.72,44.3778
16.3172,3946.14,352,3952.31,44.5352
16.4527,3947.19,353,3943.13,44.2985
17.278,3781.27,354,4023.54,44.3529
17.8617,3849.0,355,3964.94,43.824
17.3695,3880.41,356,4017.25,44.002
16.7586,3862.75,357,3997.11,43.4544
16.3895,3792.73,358,3984.42,44.1693
16.8348,3970.25,359,3933.09,43.9442
17.7606,4020.45,360,3991.97,44.1266
16.954,3705.12,361,4022.86,44.3245
16.5989,3762.63,362,3960.1,44.175
16.9925,3826.26,363,3959.6,43.7773
15.7881,3807.27,364,4022.67,43.986
15.7372,3895.76,365,4002.14,44.4215
17.3533,4032.86,366,4033.75,44.2493
17.2376,3394.45,367,4043.94,43.7664
16.227,3197.51,368,4059.85,43.8321
17.0193,3761.52,369,3985.18,43.6985
15.7165,3783.11,370,3875.71,43.5315
16.774,3665.3,371,4086.01,44.0797
16.0636,3250.04,372,4046.4,43.7416
16.0209,3500.98,373,3831.76,44.0295
17.7199,3661.33,374,4088.7,43.7439
14.4407,3574.4,375,3603.3,44.0111
16.3479,3489.88,376,3533.03,43.9923
15.3724,3910.68,377,3655.16,43.5641
16.973,3806.32,378,4070.24,43.4994
16.3441,3695.31,379,4004.08,44.0939
16.537,3672.98,380,4002.49,44.2275
16.0303,4014.45,381,3969.36,43.9291
15.4505,3665.76,382,4020.21,43.7744
16.0354,3842.14,383,4020.76,43.8639
16.1703,3919.34,384,4072.46,43.852
15.8515,3898.32,385,3912.25,44.2245
15.7713,3687.52,386,3785.93,43.3299
15.5679,3671.13,387,4013.53,43.397
