Running Update Time,Running Reverse KL,Real Sto Return,Real Det Return,Itration,Reward Loss,Running Env Steps,Running Forward KL
1163,53.3653,1177.5,1511.8,1163,-64840.953125,5815000,46.4587
1164,20.5601,4865.66,5042.51,1164,-56485.70703125,5820000,39.9238
1165,19.5974,4953.34,5082.73,1165,-54886.15234375,5825000,38.9566
1166,19.3413,4994.03,5140.92,1166,-54327.109375,5830000,38.6705
1167,19.5725,4382.99,5072.48,1167,-55630.43359375,5835000,39.4485
1168,20.3673,4949.5,4995.02,1168,-56838.59375,5840000,39.8741
1169,20.1239,5076.6,5192.28,1169,-54655.0546875,5845000,38.8881
1170,19.7979,4998.36,5152.75,1170,-54466.4609375,5850000,38.7587
1171,19.0531,5048.46,5152.37,1171,-54997.5546875,5855000,38.6556
1172,20.3262,5059.67,5202.85,1172,-55908.66015625,5860000,39.3967
1173,20.1691,4972.88,5116.16,1173,-54462.7734375,5865000,39.2473
1174,19.1623,5073.72,5189.34,1174,-54567.21484375,5870000,37.8749
1175,22.6864,4874.06,5281.27,1175,-53631.6953125,5875000,37.9731
1176,19.0189,5101.86,5253.28,1176,-53860.57421875,5880000,37.9966
1177,18.9645,4945.92,4711.42,1177,-54531.10546875,5885000,38.5412
1178,58.2229,345.84,342.09,1178,-62207.46875,5890000,51.3056
1179,60.482,86.24,82.96,1179,-45995.51953125,5895000,53.5928
1180,34.795,317.13,325.14,1180,-57931.01953125,5900000,47.1441
1181,38.1161,745.98,862.2,1181,-58823.49609375,5905000,46.391
1182,42.2548,1559.48,853.29,1182,-49180.48828125,5910000,43.5149
1183,41.3879,1237.4,915.81,1183,-58500.61328125,5915000,46.4721
1184,50.8547,1453.77,1349.84,1184,-60898.3359375,5920000,46.3484
1185,18.7607,4770.05,5064.73,1185,-54817.91015625,5925000,39.3297
1186,19.1673,4406.66,4970.11,1186,-55287.62890625,5930000,38.6152
1187,18.2995,4928.52,5147.36,1187,-53983.02734375,5935000,38.0401
1188,19.3148,4987.76,5066.69,1188,-54982.765625,5940000,38.9661
1189,19.5435,5042.65,4952.86,1189,-53707.8984375,5945000,38.5743
1190,22.0266,5028.89,5119.0,1190,-56040.78125,5950000,39.1283
1191,20.4228,4303.46,5092.04,1191,-55944.5078125,5955000,38.5
1192,19.2543,4976.7,5068.38,1192,-55695.00390625,5960000,39.0227
1193,18.9488,4925.58,5099.88,1193,-54977.5625,5965000,38.7142
1194,19.1897,4938.4,5077.58,1194,-56699.2578125,5970000,38.8172
1195,20.6228,4955.3,5057.05,1195,-57413.14453125,5975000,38.9353
1196,18.0306,4904.51,5017.54,1196,-54025.4921875,5980000,38.5373
1197,19.0054,4813.24,5164.23,1197,-54947.2109375,5985000,38.7803
1198,19.9062,5009.99,5142.4,1198,-57258.34375,5990000,39.3808
1199,18.9848,4944.44,5141.08,1199,-55238.6328125,5995000,39.2841
1200,20.4917,5004.77,5176.99,1200,-57964.71875,6000000,39.3883
1201,19.3107,4947.23,5100.16,1201,-57023.9375,6005000,39.512
1202,18.9534,4959.2,5168.33,1202,-55595.484375,6010000,38.335
1203,19.9729,4925.69,5069.91,1203,-58307.12890625,6015000,38.9326
1204,21.1017,5045.77,5155.91,1204,-56752.4140625,6020000,39.2419
1205,19.8193,4958.04,5066.37,1205,-55589.40625,6025000,39.2378
1206,20.3328,4961.37,5104.98,1206,-58955.46484375,6030000,39.9041
1207,19.8164,4538.76,4475.66,1207,-56784.71875,6035000,39.3801
1208,19.4522,4954.28,5133.79,1208,-56348.83203125,6040000,39.3369
1209,19.8845,5036.55,5188.08,1209,-58637.32421875,6045000,39.5454
1210,19.5842,5107.47,5260.57,1210,-57518.26171875,6050000,38.7318
1211,19.2519,5107.68,5233.05,1211,-55295.35546875,6055000,38.3753
1212,19.6818,5127.11,5258.01,1212,-57976.77734375,6060000,39.307
1213,20.1076,5108.33,5175.85,1213,-56163.8671875,6065000,39.4439
1214,20.1539,5126.53,5267.62,1214,-57591.546875,6070000,38.8714
1215,20.471,5123.36,5256.66,1215,-56412.16015625,6075000,39.4783
1216,19.7243,5078.73,5193.53,1216,-57210.60546875,6080000,39.0872
1217,20.4197,5100.5,5178.97,1217,-57340.11328125,6085000,38.7634
1218,20.371,5099.88,5175.26,1218,-55051.2578125,6090000,38.6018
1219,19.2534,5161.04,5278.44,1219,-52309.328125,6095000,38.2418
1220,20.1464,5084.69,5196.18,1220,-57190.95703125,6100000,38.8231
1221,19.682,4966.54,5031.52,1221,-53019.953125,6105000,37.5494
1222,18.3591,4974.36,5110.78,1222,-53472.15625,6110000,38.4183
1223,40.3184,2367.18,2712.26,1223,-50381.96484375,6115000,42.2643
1224,22.4009,2967.89,4317.27,1224,-59512.27734375,6120000,41.7342
1225,27.0432,3377.74,4681.34,1225,-59094.19140625,6125000,41.0056
1226,49.3446,1176.06,71.77,1226,-53271.55859375,6130000,56.2523
1227,31.0456,2822.06,889.95,1227,-56382.75390625,6135000,41.8105
1228,36.3362,3676.48,3694.13,1228,-57168.1796875,6140000,40.7497
1229,29.2371,3641.33,2262.18,1229,-55138.33203125,6145000,40.101
1230,17.83,4893.16,4990.39,1230,-53996.6640625,6150000,38.2845
1231,22.9756,4952.19,5134.55,1231,-57365.39453125,6155000,38.5968
1232,18.7598,4606.17,5000.73,1232,-54193.75390625,6160000,38.5351
1233,25.0291,4852.5,5014.97,1233,-55867.47265625,6165000,38.68
1234,20.3749,5060.49,5182.47,1234,-55328.0625,6170000,38.9818
1235,19.472,4919.92,5064.43,1235,-54226.078125,6175000,38.8411
1236,19.0057,4971.7,5149.75,1236,-53052.265625,6180000,38.7323
1237,18.2035,4668.51,4180.37,1237,-54196.2265625,6185000,38.3922
1238,16.4573,4892.03,4957.89,1238,-50705.6796875,6190000,37.3747
1239,18.4122,5047.63,5131.1,1239,-53231.40234375,6195000,37.3376
1240,18.6025,4751.74,4458.0,1240,-51616.296875,6200000,37.2608
1241,19.0381,4982.18,5160.38,1241,-52799.86328125,6205000,37.8631
1242,17.6624,4673.54,5264.16,1242,-53489.3359375,6210000,37.8526
1243,17.4649,5050.46,5141.65,1243,-48674.84765625,6215000,36.7759
1244,18.6858,5030.86,5089.37,1244,-49975.81640625,6220000,36.9054
1245,17.7083,4950.96,4936.48,1245,-48932.33203125,6225000,37.4216
1246,18.2411,5002.36,5047.43,1246,-52648.62109375,6230000,37.45
1247,16.7658,4989.32,5111.95,1247,-49328.51953125,6235000,36.4713
1248,17.5326,5062.69,5254.07,1248,-51257.8046875,6240000,36.7702
1249,17.1023,5053.65,5263.48,1249,-52746.3515625,6245000,37.848
1250,17.3478,4978.88,5074.28,1250,-52765.7421875,6250000,37.4343
1251,17.9287,5021.12,5268.48,1251,-53517.05078125,6255000,37.5
1252,18.544,5117.36,5127.62,1252,-50695.78515625,6260000,37.3208
1253,21.069,5107.48,5311.2,1253,-56082.6484375,6265000,38.1099
1254,18.2843,5178.84,5283.04,1254,-52211.13671875,6270000,37.2847
1255,17.8628,5004.26,5158.61,1255,-55369.36328125,6275000,37.4363
1256,17.7105,5082.73,5285.54,1256,-52374.0546875,6280000,37.2402
1257,18.3457,5097.92,5262.0,1257,-52839.4375,6285000,37.248
1258,17.8521,4912.32,5256.7,1258,-53320.57421875,6290000,36.9926
1259,18.4188,5076.56,5232.62,1259,-55803.0625,6295000,37.1898
1260,19.556,4938.34,5335.81,1260,-57176.49609375,6300000,39.4257
1261,18.1435,5109.31,5235.88,1261,-53789.6875,6305000,37.8533
1262,19.2945,5149.45,5270.08,1262,-55944.44140625,6310000,37.8662
1263,21.9359,4673.85,5046.44,1263,-57397.48046875,6315000,38.5459
1264,26.1025,4202.13,4766.51,1264,-59021.6640625,6320000,39.5486
1265,19.5895,4918.01,5327.85,1265,-54996.34765625,6325000,37.8517
1266,19.5467,4938.33,5299.34,1266,-55080.2890625,6330000,37.3689
1267,19.5586,5062.91,5134.82,1267,-56036.42578125,6335000,38.0714
1268,18.0477,4838.11,5225.71,1268,-56222.03125,6340000,37.6051
1269,24.9882,4128.79,5055.03,1269,-56340.09765625,6345000,38.0973
1270,17.9621,5096.55,5230.91,1270,-53879.953125,6350000,37.7532
1271,20.5194,4689.34,5111.69,1271,-54860.1171875,6355000,37.7713
1272,19.4312,5125.67,5232.27,1272,-56858.1796875,6360000,38.7134
1273,19.4224,4990.2,5063.78,1273,-56692.2890625,6365000,38.1946
1274,19.4612,4983.83,5093.71,1274,-56061.625,6370000,38.5696
1275,19.5154,4998.49,5058.79,1275,-57788.15234375,6375000,38.6512
1276,19.4677,4519.0,4784.74,1276,-57226.4296875,6380000,39.4571
1277,20.8306,4407.66,4626.2,1277,-58949.01953125,6385000,40.0677
1278,20.7337,4607.9,4670.88,1278,-57254.9140625,6390000,40.2228
1279,20.3333,4861.86,4900.06,1279,-58576.16796875,6395000,40.0367
1280,19.5862,4811.82,4851.48,1280,-56960.859375,6400000,39.5244
1281,19.7512,4773.39,4785.27,1281,-57333.875,6405000,40.0229
1282,20.094,4933.6,5021.35,1282,-56024.50390625,6410000,39.1571
1283,19.7257,4787.36,4896.31,1283,-56458.78515625,6415000,39.1246
1284,19.4206,5072.33,5147.24,1284,-56904.96875,6420000,38.8729
1285,18.8665,4840.2,4911.53,1285,-56258.44140625,6425000,38.7454
1286,20.3127,4857.25,4917.16,1286,-58027.6484375,6430000,38.948
1287,19.5797,5058.1,5109.66,1287,-58526.046875,6435000,38.8499
1288,19.756,4790.49,5134.94,1288,-59640.93359375,6440000,38.9825
1289,20.2386,4997.33,5145.91,1289,-59013.015625,6445000,39.0557
1290,30.2733,1156.73,110.61,1290,-60947.0,6450000,41.3538
1291,23.6539,3728.55,3324.79,1291,-59298.39453125,6455000,40.0938
1292,32.2325,3620.63,4598.36,1292,-60848.38671875,6460000,40.8581
1293,19.6186,5119.03,5214.61,1293,-58559.7578125,6465000,38.5411
1294,20.65,4975.83,5038.29,1294,-57989.73046875,6470000,38.9745
1295,19.6927,5012.69,5102.45,1295,-59406.73046875,6475000,39.151
1296,18.4746,4462.55,4982.23,1296,-57372.40234375,6480000,39.2184
1297,49.9701,325.14,325.17,1297,-63029.2890625,6485000,50.8428
1298,45.1166,586.75,556.66,1298,-60557.89453125,6490000,51.2785
1299,43.7765,217.38,70.58,1299,-55462.484375,6495000,51.3124
1300,54.4656,698.65,864.01,1300,-66336.5234375,6500000,52.585
1301,35.7939,629.45,532.87,1301,-63351.703125,6505000,48.1335
1302,51.2132,427.1,311.9,1302,-64904.85546875,6510000,47.7681
1303,21.146,3609.9,3636.11,1303,-51320.0078125,6515000,41.4646
1304,23.247,3162.75,3713.45,1304,-56784.078125,6520000,42.9135
1305,29.9283,2769.52,2919.82,1305,-53743.80859375,6525000,40.0374
1306,31.1205,2870.37,2634.48,1306,-56007.9453125,6530000,40.8593
1307,16.7217,4360.56,4673.29,1307,-56123.6640625,6535000,39.314
1308,20.2614,3684.13,3989.26,1308,-54516.5546875,6540000,39.3377
1309,20.4583,4817.85,4814.82,1309,-58453.94921875,6545000,40.639
1310,23.5211,4176.86,4781.56,1310,-58101.48828125,6550000,40.5159
1311,20.2284,4444.14,4835.86,1311,-54554.59375,6555000,39.0452
1312,20.5495,4937.67,5003.75,1312,-54698.7734375,6560000,39.7051
1313,22.3744,4883.17,4970.91,1313,-55312.6875,6565000,39.4985
1314,20.477,5000.59,5063.1,1314,-53190.140625,6570000,38.8555
1315,20.4355,4904.07,4955.44,1315,-54807.91015625,6575000,38.9591
1316,19.474,4727.17,4996.99,1316,-54252.7265625,6580000,37.9664
1317,20.9468,4677.9,5097.92,1317,-54544.84765625,6585000,38.3411
1318,21.5842,5053.0,5161.44,1318,-55251.578125,6590000,38.7644
1319,19.0392,4808.19,5090.06,1319,-55325.70703125,6595000,37.9321
1320,26.649,4379.83,5221.64,1320,-58221.03515625,6600000,39.2648
1321,19.9267,4989.93,5113.26,1321,-57266.921875,6605000,38.7906
1322,22.0992,4912.3,5081.67,1322,-56692.50390625,6610000,38.7036
1323,18.9345,4511.83,4894.67,1323,-55889.5390625,6615000,38.8052
1324,19.9927,4815.61,5004.19,1324,-57527.1953125,6620000,38.7549
1325,35.9406,704.2,68.79,1325,-54281.375,6625000,45.2152
1326,30.1457,2570.08,1846.38,1326,-51229.63671875,6630000,42.7546
1327,18.8609,4951.44,5068.27,1327,-56579.5859375,6635000,38.5829
1328,19.2331,4736.05,5034.48,1328,-58291.16796875,6640000,39.5236
1329,19.2726,4965.53,5096.94,1329,-54940.81640625,6645000,39.1827
1330,16.5571,4645.37,5088.73,1330,-56221.8828125,6650000,38.0968
1331,21.6244,4283.36,4194.75,1331,-58188.1640625,6655000,39.1882
1332,18.6925,4903.41,4972.33,1332,-58014.9375,6660000,39.3733
1333,21.4906,4573.74,4934.15,1333,-59524.97265625,6665000,39.0436
1334,57.5404,153.88,159.05,1334,-70538.7734375,6670000,54.2423
1335,33.0698,2418.07,3153.02,1335,-59778.47265625,6675000,41.5027
1336,32.5974,2390.6,1948.32,1336,-59700.5,6680000,40.5472
1337,43.4139,1487.23,639.69,1337,-66110.5234375,6685000,44.4828
1338,25.5473,1715.51,1014.87,1338,-62292.26171875,6690000,39.1821
1339,18.5422,4579.32,3841.41,1339,-58039.99609375,6695000,38.602
1340,20.9224,2486.89,3439.13,1340,-59060.4140625,6700000,40.0649
1341,21.3365,4846.46,4929.52,1341,-57907.078125,6705000,38.7252
1342,18.5023,4929.5,5062.07,1342,-57609.1015625,6710000,38.5944
1343,17.697,4897.54,5015.83,1343,-56557.38671875,6715000,38.1043
1344,17.8065,4764.0,5075.61,1344,-56468.4453125,6720000,37.8892
1345,17.264,5094.8,5196.28,1345,-55530.65625,6725000,37.3663
1346,16.7842,4626.44,4918.33,1346,-56602.171875,6730000,37.8332
1347,17.9598,4707.69,5120.18,1347,-57334.3125,6735000,38.5785
1348,18.305,5091.32,5172.62,1348,-58023.48046875,6740000,38.557
1349,17.0431,4540.79,4071.36,1349,-56367.01953125,6745000,38.0043
1350,19.8243,4770.98,5053.41,1350,-55995.87890625,6750000,39.0482
1351,20.5771,4562.21,4597.85,1351,-56814.3828125,6755000,38.7687
1352,18.7916,5032.65,5243.04,1352,-56649.4921875,6760000,37.7928
1353,18.3806,5094.01,5224.31,1353,-57005.1640625,6765000,38.2945
1354,20.2334,5035.4,5128.53,1354,-58922.81640625,6770000,38.9008
1355,18.785,4320.3,4918.98,1355,-57864.87890625,6775000,38.4524
1356,19.8362,5026.7,5140.23,1356,-56419.49609375,6780000,39.0785
1357,20.066,5056.28,5164.56,1357,-57272.03125,6785000,38.5666
1358,19.5575,5064.65,5212.38,1358,-57704.8515625,6790000,38.9398
1359,18.5047,4935.57,5194.2,1359,-58420.48046875,6795000,38.3598
1360,18.7574,5067.85,5147.94,1360,-57469.546875,6800000,38.8039
1361,19.6305,5066.23,5200.19,1361,-56846.7734375,6805000,38.7966
1362,19.858,5127.2,5210.02,1362,-58597.51953125,6810000,39.1517
1363,25.2597,3109.63,3182.03,1363,-63694.421875,6815000,39.9522
1364,20.1986,4896.66,5177.3,1364,-60740.328125,6820000,39.0554
1365,20.8111,5066.83,5170.83,1365,-60329.3203125,6825000,39.0641
1366,20.3586,5085.79,5165.41,1366,-60185.4296875,6830000,39.0157
1367,20.3839,5127.02,5225.18,1367,-60503.2734375,6835000,39.104
1368,19.2921,4896.22,5152.44,1368,-59370.84375,6840000,39.0009
1369,20.3793,5108.43,5202.45,1369,-60262.49609375,6845000,40.0105
1370,17.97,5060.23,5165.07,1370,-56439.25390625,6850000,38.2138
1371,20.6859,5046.02,5163.39,1371,-59720.5625,6855000,39.4893
1372,19.1763,5049.95,5180.38,1372,-57909.2578125,6860000,38.9287
1373,19.7525,5140.42,5275.71,1373,-57833.27734375,6865000,38.3738
1374,19.6899,5082.46,5192.79,1374,-57296.5234375,6870000,39.1765
1375,19.8192,5116.25,5140.19,1375,-58485.81640625,6875000,38.8037
1376,20.8213,5102.0,5278.9,1376,-57014.2578125,6880000,38.4997
1377,20.2339,4397.27,5275.35,1377,-58771.47265625,6885000,38.595
1378,18.7887,4761.48,5215.34,1378,-57109.875,6890000,38.6331
1379,44.0546,799.91,97.23,1379,-66362.078125,6895000,43.9336
1380,51.1636,69.01,54.21,1380,-30320.556640625,6900000,53.4696
1381,21.8047,5145.1,5242.5,1381,-53286.4453125,6905000,39.3669
1382,19.348,4964.41,5081.62,1382,-55732.171875,6910000,38.9079
1383,18.9927,5047.71,5158.24,1383,-56312.08984375,6915000,38.8335
1384,20.2243,4848.54,5274.8,1384,-55891.3046875,6920000,37.7717
1385,17.8792,5149.89,5262.45,1385,-56257.48828125,6925000,38.735
1386,18.8393,5142.94,5221.1,1386,-58707.09765625,6930000,38.3297
1387,19.7432,5191.02,5313.19,1387,-59630.99609375,6935000,38.7545
1388,18.5903,4768.88,3925.29,1388,-55207.62109375,6940000,39.0976
1389,45.5569,491.24,602.28,1389,-71218.0078125,6945000,48.0505
1390,43.2757,1363.23,1390.12,1390,-71028.9296875,6950000,44.9749
1391,21.7271,2434.8,2633.49,1391,-66307.140625,6955000,41.067
1392,23.5714,3915.07,3984.07,1392,-61751.453125,6960000,39.4047
1393,43.7401,1080.24,1357.12,1393,-69505.21875,6965000,41.8
1394,33.4953,3167.09,4688.5,1394,-64848.80859375,6970000,40.4866
1395,19.1338,4090.51,5066.56,1395,-60418.34375,6975000,38.5641
1396,19.8599,4885.57,5229.76,1396,-58783.15625,6980000,38.3683
1397,18.8417,5158.14,5295.45,1397,-54886.88671875,6985000,37.2202
1398,18.5044,5200.87,5326.7,1398,-52994.703125,6990000,37.0643
1399,19.0452,4683.86,4194.42,1399,-54337.0625,6995000,38.0023
1400,19.5701,4911.62,5208.54,1400,-57741.6640625,7000000,37.9609
1401,19.0704,5155.36,5260.89,1401,-58805.5859375,7005000,37.9745
1402,19.1173,4891.42,5162.42,1402,-56866.8125,7010000,38.1685
1403,19.0832,5117.03,5224.36,1403,-59466.40625,7015000,38.2089
1404,20.3498,4893.55,5155.97,1404,-60233.39453125,7020000,38.355
1405,19.5284,5152.61,5224.2,1405,-59767.18359375,7025000,38.5576
1406,19.8994,4967.97,4994.27,1406,-57883.41015625,7030000,38.0989
1407,19.531,4928.28,5274.11,1407,-60433.42578125,7035000,38.6313
1408,19.5349,5190.8,5260.88,1408,-59206.69921875,7040000,38.3611
1409,19.8855,5201.41,5323.59,1409,-59690.328125,7045000,38.3974
1410,19.0032,5079.43,5276.65,1410,-58922.28125,7050000,37.9059
1411,19.3705,5152.45,5251.49,1411,-60493.859375,7055000,38.5423
1412,18.9365,5006.85,5334.44,1412,-59546.26953125,7060000,38.4193
1413,19.8941,4926.25,5322.43,1413,-60437.8125,7065000,38.0953
1414,19.271,5200.76,5285.92,1414,-59686.59375,7070000,38.619
1415,19.1352,4894.26,5331.3,1415,-60515.8203125,7075000,38.3707
1416,19.7271,5259.85,5198.73,1416,-60353.98046875,7080000,38.6208
1417,21.0014,5231.91,5430.3,1417,-60721.7109375,7085000,39.1053
1418,20.5948,5224.39,5316.86,1418,-60417.3671875,7090000,38.7973
1419,19.7277,5206.33,5294.81,1419,-61744.14453125,7095000,38.5418
1420,20.2695,5220.05,5285.42,1420,-59876.4765625,7100000,38.5783
1421,21.0153,5019.85,5370.63,1421,-60203.546875,7105000,39.1533
1422,19.5171,5171.61,5271.04,1422,-59874.44140625,7110000,38.4868
1423,23.3791,5125.85,5188.45,1423,-62131.16015625,7115000,40.7675
1424,21.6667,5143.19,5256.01,1424,-60944.94140625,7120000,39.2093
1425,21.9176,5132.45,5305.11,1425,-60421.28125,7125000,39.8948
1426,23.092,2910.33,3358.77,1426,-62795.90625,7130000,39.7819
1427,20.0429,5168.28,5286.36,1427,-61940.54296875,7135000,39.2657
1428,19.9047,5063.24,5122.47,1428,-61832.21484375,7140000,39.0102
1429,20.8642,5181.15,5275.39,1429,-60544.4453125,7145000,39.3987
1430,20.132,5131.4,5299.48,1430,-61369.6328125,7150000,39.0034
1431,19.611,5034.58,4719.04,1431,-60181.27734375,7155000,39.378
1432,18.5361,5061.79,5215.15,1432,-60970.125,7160000,39.1279
1433,20.9355,5083.94,5107.54,1433,-60651.39453125,7165000,39.8876
1434,20.3785,5062.89,5172.75,1434,-61486.953125,7170000,38.8165
1435,20.6596,5058.51,4950.29,1435,-61062.2734375,7175000,39.366
1436,20.6355,5079.18,5179.64,1436,-61572.25390625,7180000,39.2808
1437,20.0443,5095.63,5160.95,1437,-61530.6015625,7185000,39.8643
1438,20.1472,5046.24,5173.39,1438,-61285.4140625,7190000,39.2523
1439,20.0174,5098.58,4964.29,1439,-62140.4765625,7195000,39.2518
1440,19.2888,4605.6,4688.18,1440,-62264.78515625,7200000,39.4642
1441,19.991,5033.9,5161.91,1441,-61609.875,7205000,39.3356
1442,20.8255,5075.05,5138.35,1442,-64166.12890625,7210000,40.1738
1443,19.6491,5058.6,5149.75,1443,-60667.12890625,7215000,39.6259
1444,19.7131,5114.44,5220.84,1444,-61528.0546875,7220000,39.6032
1445,18.4496,4876.87,4967.94,1445,-62479.6796875,7225000,40.0753
1446,20.1018,5052.93,5134.09,1446,-61646.11328125,7230000,39.9267
1447,19.9412,5137.06,5241.45,1447,-62979.74609375,7235000,39.7538
1448,20.3539,4069.84,5079.89,1448,-64521.2109375,7240000,40.1113
1449,19.1522,4677.61,5179.56,1449,-64403.55078125,7245000,40.3922
1450,21.0883,5074.33,5181.68,1450,-64166.2421875,7250000,40.0323
1451,21.3192,4657.01,5275.34,1451,-63158.03515625,7255000,39.9845
1452,20.1594,5076.79,5159.43,1452,-63544.7421875,7260000,40.2584
1453,19.6562,5042.21,5188.73,1453,-62139.86328125,7265000,39.7714
1454,20.9618,4652.17,5294.97,1454,-64210.078125,7270000,40.3537
1455,18.504,4909.27,5276.38,1455,-63938.08984375,7275000,38.8054
1456,20.9258,5202.45,5316.41,1456,-62807.1328125,7280000,39.6096
1457,20.8234,5070.83,5257.58,1457,-62986.140625,7285000,39.7409
1458,20.9866,5080.51,5220.29,1458,-62869.375,7290000,39.7392
1459,21.8136,5065.72,5218.38,1459,-63870.65234375,7295000,40.1223
1460,19.9535,4498.9,5142.65,1460,-61886.99609375,7300000,39.7505
1461,25.4998,3960.91,5134.54,1461,-63334.23828125,7305000,39.9038
1462,69.4736,775.6,489.46,1462,-70936.7109375,7310000,51.9248
1463,22.0318,1807.15,2341.24,1463,-62129.75390625,7315000,42.3352
1464,28.3843,-5.52,-4.95,1464,-44713.18359375,7320000,53.442
1465,65.2522,1089.13,909.21,1465,-74012.6484375,7325000,55.466
1466,18.3949,4067.61,4213.99,1466,-63580.48046875,7330000,40.2967
1467,20.3307,4110.16,2495.83,1467,-62757.8125,7335000,39.7298
1468,24.0658,2721.54,923.68,1468,-63179.73828125,7340000,40.0774
1469,20.2078,4999.1,5043.84,1469,-62193.1328125,7345000,39.1718
1470,20.2046,4249.96,5135.81,1470,-62037.06640625,7350000,39.1235
1471,25.1682,4220.79,5086.79,1471,-64534.23828125,7355000,40.0265
1472,19.7221,4579.65,4998.82,1472,-62924.9921875,7360000,40.1759
1473,20.5898,5043.4,5079.88,1473,-61638.95703125,7365000,40.0951
1474,20.2077,4980.56,5025.17,1474,-63167.4921875,7370000,40.4268
1475,21.4711,5051.64,5085.32,1475,-62966.125,7375000,39.8916
1476,24.3812,4402.81,3893.64,1476,-63994.40234375,7380000,39.4703
1477,29.7694,3603.18,3718.78,1477,-66849.0546875,7385000,40.7078
1478,20.0967,5046.69,5090.16,1478,-63916.4296875,7390000,39.6757
1479,19.631,5098.46,5204.12,1479,-62435.69921875,7395000,38.7979
1480,20.132,4968.11,5268.29,1480,-62987.9296875,7400000,39.6087
1481,29.9898,4821.67,4686.34,1481,-67589.140625,7405000,40.1939
1482,37.6837,1811.0,1377.55,1482,-68660.09375,7410000,41.0017
1483,31.7119,3205.34,2470.18,1483,-69024.625,7415000,42.8158
1484,40.5329,2982.77,1501.74,1484,-71294.625,7420000,42.651
1485,44.9855,924.65,923.87,1485,-77839.7265625,7425000,54.2551
1486,37.7388,912.41,921.11,1486,-75154.921875,7430000,54.5533
1487,40.6392,914.77,913.67,1487,-76354.09375,7435000,54.9124
1488,43.2166,1511.41,925.88,1488,-72853.7578125,7440000,45.8014
1489,27.692,3396.62,3104.74,1489,-66539.578125,7445000,42.1284
1490,23.0414,4863.05,4819.88,1490,-62861.98046875,7450000,41.1033
1491,22.786,4879.69,4863.45,1491,-64279.91015625,7455000,41.0151
1492,22.6226,4976.44,5075.33,1492,-62399.21484375,7460000,41.0943
1493,23.1146,4997.27,5028.24,1493,-63719.7109375,7465000,41.5086
1494,21.7014,4817.92,5105.84,1494,-64773.0859375,7470000,40.2261
1495,23.0198,4576.54,5031.87,1495,-64659.3046875,7475000,41.8365
1496,33.2944,3756.66,3019.87,1496,-69772.3125,7480000,42.2558
1497,24.8124,4711.66,3678.96,1497,-65782.7734375,7485000,40.9613
1498,22.4562,4879.84,5153.41,1498,-64931.16015625,7490000,40.307
1499,22.9719,5066.28,5109.15,1499,-64314.1484375,7495000,40.6094
