Real Sto Return,Running Env Steps,Running Forward KL,Itration,Running Update Time,Running Reverse KL,Reward Loss,Real Det Return
3609.32,615000,59.5381,123,123,37.5911,-893.4129638671875,4322.79
3053.95,620000,60.5761,124,124,40.7539,-857.5569458007812,4009.74
3003.33,625000,56.8966,125,125,26.6874,-1141.1773681640625,3089.5
3006.16,630000,57.7056,126,126,33.5483,-1000.75390625,4014.02
4046.5,635000,62.9617,127,127,43.1522,-932.1375122070312,4436.17
3424.87,640000,60.7576,128,128,38.3054,-1023.4927978515625,4359.98
2404.72,645000,58.4143,129,129,26.031,-1237.0877685546875,2522.59
3927.85,650000,60.5886,130,130,39.5989,-1023.8544921875,3917.63
3928.95,655000,59.9374,131,131,36.673,-993.5274047851562,4865.54
4060.86,660000,59.2742,132,132,33.1685,-1139.943359375,4057.99
2991.74,665000,59.5829,133,133,40.2544,-1029.7921142578125,4433.59
4282.98,670000,59.6184,134,134,38.1521,-1023.8325805664062,4857.52
4022.99,675000,62.1236,135,135,42.5163,-1091.5166015625,4500.06
3875.64,680000,59.7358,136,136,35.9565,-1180.857666015625,3937.13
3644.61,685000,63.6447,137,137,43.954,-1029.871337890625,4067.45
3797.23,690000,66.2885,138,138,46.6035,-1077.412353515625,4663.74
4085.22,695000,64.2697,139,139,43.3196,-1143.8831787109375,3301.39
3475.47,700000,59.7058,140,140,37.9028,-1227.8565673828125,4505.72
2997.17,705000,65.9319,141,141,44.59,-1087.13232421875,3763.49
2334.41,710000,57.9436,142,142,31.8371,-1293.4639892578125,3284.2
4070.33,715000,59.204,143,143,37.1922,-1232.5911865234375,4810.49
3977.83,720000,64.192,144,144,43.6945,-1230.2591552734375,4833.89
4059.01,725000,62.9626,145,145,43.716,-1180.2882080078125,4657.14
3187.73,730000,59.4313,146,146,34.1705,-1304.1441650390625,4323.58
3359.5,735000,58.9245,147,147,33.3366,-1362.238525390625,4182.1
3421.41,740000,59.6692,148,148,36.6736,-1390.8656005859375,3852.6
2734.17,745000,57.0402,149,149,33.4183,-1364.012451171875,3306.86
3977.77,750000,62.2875,150,150,42.5672,-1330.0673828125,4871.72
3050.74,755000,59.7986,151,151,34.5808,-1417.537109375,3907.96
2692.04,760000,57.212,152,152,28.2831,-1581.3104248046875,3774.29
3802.75,765000,59.6953,153,153,39.3223,-1430.0814208984375,4328.5
3475.34,770000,61.706,154,154,37.5439,-1516.634521484375,4373.87
3016.69,775000,58.617,155,155,34.0773,-1427.3233642578125,4366.53
3323.45,780000,63.182,156,156,44.7481,-1512.97119140625,4308.26
3248.98,785000,60.8552,157,157,40.4233,-1503.6343994140625,4471.81
3771.82,790000,64.7241,158,158,47.9351,-1425.7891845703125,4496.52
3615.95,795000,65.2641,159,159,44.7244,-1611.875244140625,4403.31
3697.08,800000,61.0614,160,160,36.6233,-1570.037841796875,3724.52
3837.18,805000,66.9531,161,161,47.5901,-1560.181396484375,4634.56
3391.99,810000,61.2588,162,162,41.9068,-1557.3443603515625,4405.13
4029.48,815000,59.643,163,163,38.3126,-1725.23193359375,4670.42
3953.1,820000,60.7978,164,164,45.6221,-1631.095947265625,5037.45
3413.53,825000,62.5356,165,165,44.0148,-1709.5712890625,4607.0
4182.36,830000,63.6038,166,166,42.1632,-1657.3499755859375,4389.42
4228.54,835000,60.9231,167,167,38.6694,-1679.7535400390625,5000.7
3803.41,840000,63.2623,168,168,45.8963,-1707.891357421875,4513.11
4058.19,845000,62.6994,169,169,43.8728,-1798.1856689453125,5033.7
3970.07,850000,63.1788,170,170,41.6045,-1745.0482177734375,5172.12
3887.96,855000,63.0754,171,171,44.9953,-1803.335693359375,4991.94
4092.7,860000,64.9036,172,172,45.2704,-1898.8382568359375,4873.06
4143.35,865000,60.7218,173,173,37.5142,-1989.29736328125,4961.39
4219.71,870000,64.2583,174,174,47.225,-1923.5338134765625,4836.79
4516.36,875000,58.9833,175,175,37.6501,-1952.8017578125,4885.71
4246.1,880000,61.4471,176,176,40.3679,-2018.17578125,5081.52
4556.03,885000,62.815,177,177,43.9525,-2008.9697265625,5236.98
3223.82,890000,60.8658,178,178,40.1298,-2135.13037109375,4165.42
4115.58,895000,64.9582,179,179,47.0101,-1995.720703125,5018.92
4646.36,900000,66.083,180,180,47.3885,-2104.025634765625,5087.35
4594.48,905000,69.4293,181,181,51.826,-2173.013671875,4996.9
4230.21,910000,68.0549,182,182,51.239,-2128.510986328125,5064.81
4353.8,915000,68.084,183,183,52.0423,-2227.373291015625,4836.53
4212.79,920000,63.6153,184,184,43.921,-2101.606689453125,5209.51
3844.18,925000,60.5379,185,185,38.5569,-2175.4892578125,4633.49
4691.44,930000,72.047,186,186,53.0582,-2375.59716796875,4804.61
4334.97,935000,63.6254,187,187,44.446,-2251.46875,4162.37
4704.15,940000,67.4178,188,188,49.9081,-2429.6650390625,5110.6
3021.25,945000,58.7741,189,189,28.064,-2432.463623046875,3737.25
3969.24,950000,63.6905,190,190,44.1297,-2435.329345703125,4628.31
4311.21,955000,62.2487,191,191,44.56,-2529.367431640625,4840.16
4157.13,960000,62.7029,192,192,44.367,-2510.344970703125,3660.0
4509.77,965000,63.7356,193,193,47.9613,-2535.39306640625,4660.92
4289.33,970000,63.3755,194,194,47.5648,-2628.61572265625,4695.14
3926.9,975000,65.1204,195,195,45.4847,-2583.94775390625,4816.22
3683.04,980000,63.8936,196,196,48.779,-2585.502685546875,4632.71
3563.59,985000,63.3647,197,197,46.2645,-2618.0166015625,3732.39
3394.96,990000,63.5159,198,198,43.4677,-2782.919189453125,4125.18
4428.34,995000,66.6913,199,199,49.5315,-2774.73681640625,5111.47
3034.94,1000000,61.7598,200,200,42.4002,-2789.155517578125,3737.6
3987.56,1005000,63.7578,201,201,48.8875,-2807.094482421875,5169.24
3820.31,1010000,67.0371,202,202,51.3895,-2855.421142578125,4873.1
3537.29,1015000,65.6388,203,203,45.8242,-2884.86328125,3854.39
3915.79,1020000,62.9229,204,204,41.0543,-2937.0517578125,4702.02
3492.58,1025000,66.6451,205,205,47.56,-2964.691650390625,3192.68
4531.87,1030000,65.3631,206,206,48.6216,-3002.17919921875,5130.3
4327.26,1035000,65.6052,207,207,48.6724,-3023.3662109375,4808.92
3505.7,1040000,64.2807,208,208,45.1575,-3135.3505859375,4960.12
4345.2,1045000,66.3426,209,209,48.8654,-3143.977294921875,4835.26
2523.34,1050000,61.0326,210,210,37.6305,-3124.099609375,4052.74
3279.77,1055000,61.9843,211,211,42.4141,-3171.835693359375,4552.04
4283.58,1060000,62.1539,212,212,43.7122,-3195.99267578125,4636.89
3954.77,1065000,62.6031,213,213,43.5553,-3203.970947265625,4375.96
4552.22,1070000,64.4856,214,214,47.4156,-3290.33056640625,5117.99
4571.46,1075000,64.4791,215,215,46.0557,-3331.533935546875,5477.99
3840.94,1080000,63.1719,216,216,43.0221,-3383.8876953125,4424.4
4570.37,1085000,62.7273,217,217,43.3182,-3352.77685546875,5460.08
2304.78,1090000,59.8706,218,218,36.37,-3385.556640625,3592.21
3537.41,1095000,63.1832,219,219,41.0479,-3466.057861328125,5295.12
1897.89,1100000,59.8878,220,220,34.0842,-3404.623046875,3725.52
4648.35,1105000,63.8013,221,221,41.1763,-3488.86083984375,4710.2
3927.35,1110000,60.539,222,222,33.7526,-3519.170654296875,5301.4
4821.05,1115000,63.595,223,223,43.7241,-3652.63818359375,4994.77
2917.94,1120000,62.931,224,224,40.9983,-3664.60888671875,4929.08
3001.28,1125000,62.6774,225,225,39.1248,-3639.661376953125,3705.44
2539.59,1130000,62.5419,226,226,41.5337,-3692.156005859375,4350.67
3960.83,1135000,65.064,227,227,45.5948,-3812.760986328125,5059.52
4427.03,1140000,62.556,228,228,36.6944,-3811.7314453125,4975.54
4213.55,1145000,62.1097,229,229,41.886,-3913.882568359375,5469.96
4299.33,1150000,63.0937,230,230,41.61,-3929.387939453125,5109.76
3661.71,1155000,63.1262,231,231,42.0042,-4003.11181640625,4851.52
4274.78,1160000,63.0895,232,232,40.9277,-3968.822021484375,5002.14
4306.17,1165000,61.9455,233,233,40.0293,-3949.202392578125,5575.51
4988.87,1170000,62.827,234,234,42.3224,-4098.8037109375,5168.72
3692.35,1175000,60.3147,235,235,35.3297,-3915.247802734375,4479.69
4694.64,1180000,62.2486,236,236,38.7047,-4093.397216796875,5149.28
2572.57,1185000,62.1962,237,237,39.3318,-4074.209228515625,4371.6
4750.02,1190000,62.906,238,238,41.2986,-4156.5244140625,5435.34
4706.33,1195000,62.7984,239,239,39.1487,-4208.68017578125,5338.75
3681.82,1200000,66.606,240,240,47.0793,-4323.2607421875,5542.5
4853.56,1205000,67.3131,241,241,47.4317,-4406.10302734375,5553.7
4742.75,1210000,67.2111,242,242,47.0922,-4477.12744140625,5587.48
4057.88,1215000,62.08,243,243,38.7253,-4261.63818359375,4594.09
4866.93,1220000,65.5842,244,244,45.9874,-4459.16455078125,4944.31
4357.38,1225000,64.6578,245,245,42.8243,-4506.4775390625,5021.72
4765.77,1230000,66.1778,246,246,46.872,-4648.2470703125,5633.57
4418.08,1235000,64.1667,247,247,43.6394,-4570.44873046875,5439.95
4913.0,1240000,62.489,248,248,39.2057,-4556.1875,5112.7
4597.75,1245000,62.4457,249,249,40.6886,-4598.423828125,4732.35
4694.8,1250000,61.9391,250,250,39.3878,-4473.89501953125,5338.88
4744.38,1255000,68.0289,251,251,46.7314,-4849.455078125,5577.79
4859.69,1260000,65.1621,252,252,44.7617,-4815.759765625,5479.78
4623.66,1265000,66.297,253,253,45.5212,-4886.8671875,5356.2
4301.41,1270000,62.6093,254,254,39.2667,-4730.04443359375,5024.8
4332.96,1275000,68.2626,255,255,48.1278,-4874.4267578125,5666.59
4460.38,1280000,63.8135,256,256,41.8664,-4907.27685546875,5034.08
4333.74,1285000,61.7502,257,257,37.9615,-4681.67822265625,5336.43
4463.66,1290000,62.1574,258,258,38.7964,-4844.3798828125,5525.48
4037.46,1295000,65.7666,259,259,47.0823,-5092.78662109375,5309.47
4666.65,1300000,64.8878,260,260,43.6728,-5064.81201171875,5321.9
4240.48,1305000,65.8184,261,261,46.8993,-5007.611328125,5121.14
4325.05,1310000,63.6339,262,262,42.1483,-5158.47412109375,5640.32
4097.0,1315000,64.8628,263,263,43.7514,-5139.125,5608.68
4372.04,1320000,66.3326,264,264,48.401,-5222.888671875,5359.97
4636.82,1325000,61.5391,265,265,39.1809,-4907.7724609375,4905.72
3590.28,1330000,63.4708,266,266,41.8242,-5072.759765625,5306.84
3710.8,1335000,64.5617,267,267,44.6053,-5111.31494140625,4974.42
5029.39,1340000,66.8554,268,268,48.0339,-5509.41162109375,5688.58
3495.47,1345000,63.5328,269,269,42.9545,-5330.763671875,4853.27
3873.17,1350000,62.4343,270,270,38.8146,-5253.095703125,5074.65
4593.59,1355000,62.8764,271,271,43.378,-5378.84521484375,4506.42
3984.25,1360000,64.4189,272,272,43.1139,-5430.28076171875,5374.62
4214.14,1365000,62.6293,273,273,37.5144,-5293.35888671875,5269.34
3596.68,1370000,66.169,274,274,45.9239,-5484.3818359375,5122.16
3731.08,1375000,63.5471,275,275,41.4355,-5528.564453125,5252.39
4855.34,1380000,64.4245,276,276,42.0241,-5590.2705078125,5702.13
4235.87,1385000,62.5661,277,277,39.8312,-5547.0703125,5533.29
4786.16,1390000,63.9207,278,278,42.7234,-5684.05029296875,5170.97
3235.59,1395000,62.2543,279,279,39.3934,-5590.22509765625,5158.71
4603.95,1400000,68.1702,280,280,49.1053,-5963.8359375,5540.04
3440.23,1405000,63.3499,281,281,41.6797,-5829.56494140625,4809.26
4415.71,1410000,63.6579,282,282,41.7669,-5860.259765625,4122.6
3986.31,1415000,66.9863,283,283,48.8096,-6146.630859375,5199.95
4955.61,1420000,66.0645,284,284,48.3035,-6034.12109375,5589.01
4369.23,1425000,64.41,285,285,44.9775,-6014.4755859375,5148.82
5046.62,1430000,64.0112,286,286,43.6712,-6067.04833984375,4506.73
4442.07,1435000,62.0158,287,287,38.7814,-5925.3740234375,5344.51
4601.89,1440000,63.8199,288,288,40.0423,-6018.88916015625,4739.99
4840.49,1445000,63.4167,289,289,36.2191,-5786.01025390625,5318.74
4471.75,1450000,67.9113,290,290,48.4165,-6324.5546875,5164.87
5070.96,1455000,64.3022,291,291,42.0246,-6179.51025390625,5421.47
4628.77,1460000,68.5674,292,292,51.1012,-6713.9521484375,5443.64
4559.02,1465000,64.1155,293,293,41.4543,-6290.765625,5599.61
4826.17,1470000,63.7079,294,294,42.175,-6418.31640625,5331.81
4568.07,1475000,62.7954,295,295,36.6022,-5971.77685546875,5482.45
3352.69,1480000,62.9829,296,296,38.9964,-6166.36279296875,5206.66
4097.18,1485000,67.4878,297,297,47.8256,-6796.7080078125,4377.46
4035.66,1490000,63.5791,298,298,42.748,-6550.41748046875,5350.01
4583.12,1495000,62.8426,299,299,36.5836,-6298.3388671875,5687.61
4553.2,1500000,65.1023,300,300,44.6142,-6679.0029296875,5461.02
4075.51,1505000,67.389,301,301,46.9324,-6776.357421875,5419.76
3340.82,1510000,65.9253,302,302,44.7468,-6905.27685546875,5921.22
5262.67,1515000,66.9028,303,303,50.3602,-6973.81982421875,5756.33
4888.35,1520000,63.7273,304,304,43.7744,-6872.236328125,5476.05
5046.38,1525000,64.3828,305,305,44.569,-6849.30419921875,5585.53
4479.39,1530000,65.9148,306,306,47.8776,-7080.2998046875,5851.37
4709.44,1535000,65.876,307,307,45.0984,-6953.03759765625,5386.8
4548.48,1540000,66.2585,308,308,48.6593,-7155.80322265625,5845.61
4796.38,1545000,63.3764,309,309,42.6518,-6912.435546875,5193.36
4906.45,1550000,67.365,310,310,48.8066,-7226.45556640625,5616.06
4720.86,1555000,65.6484,311,311,48.3306,-7101.10400390625,5816.03
3585.37,1560000,60.8229,312,312,35.6587,-6331.28271484375,5554.28
4684.65,1565000,66.1658,313,313,50.2175,-7167.97802734375,5230.93
5016.31,1570000,65.4471,314,314,47.7937,-7101.341796875,5380.1
4997.98,1575000,66.2469,315,315,51.2805,-7298.55029296875,5761.73
5279.9,1580000,68.5515,316,316,51.272,-7447.97802734375,5763.42
5003.94,1585000,63.12,317,317,42.4011,-7106.81640625,5857.61
4566.64,1590000,66.4244,318,318,46.9632,-7717.85888671875,5500.66
4712.26,1595000,67.4601,319,319,52.5091,-7842.05126953125,5573.84
5026.14,1600000,67.0696,320,320,48.269,-7693.52734375,5590.99
5134.97,1605000,66.9152,321,321,49.9895,-7637.6494140625,5681.97
4802.96,1610000,65.5968,322,322,47.5031,-7460.88623046875,5506.78
4958.28,1615000,67.1885,323,323,49.0262,-7972.0458984375,5652.66
4713.93,1620000,63.1687,324,324,44.7803,-7540.740234375,5775.39
4428.29,1625000,62.8034,325,325,40.4097,-7223.84228515625,5262.23
4655.24,1630000,66.7445,326,326,49.6349,-7799.25732421875,5394.21
5104.7,1635000,65.3186,327,327,47.1597,-8002.2734375,5662.07
4688.83,1640000,65.6064,328,328,45.5786,-7794.78662109375,5642.73
5142.37,1645000,67.986,329,329,51.1241,-8168.47802734375,5767.17
4509.29,1650000,64.9743,330,330,46.0807,-7942.3349609375,5808.6
4622.34,1655000,66.5627,331,331,47.8876,-8208.583984375,5767.61
5146.72,1660000,67.6414,332,332,47.9378,-8085.697265625,5899.82
4552.22,1665000,67.1999,333,333,47.1168,-8201.3349609375,5504.59
4796.08,1670000,66.0535,334,334,47.1559,-8021.34814453125,5851.06
5193.2,1675000,68.5149,335,335,51.6286,-8369.68359375,4862.14
4964.19,1680000,66.6854,336,336,50.4739,-8253.3076171875,4779.78
4719.76,1685000,63.8037,337,337,46.1333,-8160.41455078125,5276.14
4560.03,1690000,63.1123,338,338,41.1315,-7670.0849609375,5479.76
4056.46,1695000,66.4288,339,339,49.401,-8532.8525390625,4685.91
5069.5,1700000,63.0433,340,340,43.2562,-7994.4833984375,5865.05
4156.8,1705000,63.9858,341,341,42.2906,-8069.15771484375,5328.95
3782.14,1710000,62.1919,342,342,40.7215,-7869.09423828125,5435.6
4511.16,1715000,63.2898,343,343,42.164,-7855.72705078125,5297.37
4781.89,1720000,67.3153,344,344,48.7441,-8471.5888671875,5907.03
4536.15,1725000,63.971,345,345,45.183,-8291.8857421875,5508.27
4450.21,1730000,63.0281,346,346,43.3913,-8020.142578125,4942.17
5054.85,1735000,66.9059,347,347,49.5345,-8742.4091796875,5861.73
4616.51,1740000,65.2697,348,348,45.553,-8546.529296875,5693.57
4965.6,1745000,67.7049,349,349,53.1837,-8819.9169921875,5114.79
4500.6,1750000,65.745,350,350,48.4505,-8574.8232421875,5825.25
3591.67,1755000,64.4205,351,351,45.0806,-8318.31640625,5217.91
4251.89,1760000,66.7483,352,352,48.9665,-8707.048828125,5154.87
4511.06,1765000,67.8619,353,353,51.7729,-8887.5751953125,5248.18
4632.26,1770000,67.6618,354,354,52.4501,-9009.037109375,5553.86
4086.02,1775000,62.9039,355,355,42.2226,-8277.8974609375,5284.09
5027.33,1780000,66.8641,356,356,49.5737,-8949.8623046875,4932.6
4626.01,1785000,64.8668,357,357,47.3567,-8763.3818359375,5429.62
4349.82,1790000,63.5989,358,358,41.3543,-8474.595703125,5679.8
4758.04,1795000,66.5961,359,359,49.4609,-9014.318359375,5250.59
4906.98,1800000,62.7559,360,360,42.6856,-8427.2744140625,5613.28
5009.78,1805000,67.8644,361,361,52.91,-9043.740234375,5356.84
4843.62,1810000,64.1916,362,362,46.3442,-9045.802734375,5629.83
4466.43,1815000,66.8695,363,363,49.0453,-9094.2529296875,5788.94
4859.41,1820000,66.972,364,364,50.3867,-9310.5048828125,5133.6
4771.88,1825000,62.3282,365,365,38.1397,-8312.666015625,5695.28
4770.07,1830000,63.807,366,366,46.144,-9054.51953125,5790.52
4035.93,1835000,67.1234,367,367,47.5656,-9283.6376953125,5404.87
4582.39,1840000,67.7641,368,368,49.348,-9282.787109375,5516.68
4814.95,1845000,63.3408,369,369,41.9486,-8662.3349609375,5480.49
5324.21,1850000,64.2617,370,370,44.4917,-9095.1884765625,5641.38
4574.36,1855000,64.1624,371,371,44.1153,-9084.1240234375,5652.57
4094.33,1860000,61.7779,372,372,40.7721,-8790.22265625,5472.53
4180.71,1865000,68.3266,373,373,49.7384,-9626.466796875,5892.48
4724.91,1870000,61.4634,374,374,38.6968,-8463.333984375,5504.57
4088.58,1875000,62.1448,375,375,39.5879,-8972.154296875,5331.45
4813.05,1880000,66.4479,376,376,48.3415,-9584.9013671875,5761.7
5023.07,1885000,63.6422,377,377,45.0385,-9124.4296875,5161.47
4968.42,1890000,66.1124,378,378,47.6111,-9724.998046875,5837.99
5001.18,1895000,62.6043,379,379,39.3824,-8718.111328125,5778.14
4631.36,1900000,63.537,380,380,43.7444,-9265.4111328125,4948.08
5042.08,1905000,64.2037,381,381,45.9965,-9402.3662109375,5454.86
5124.92,1910000,64.1689,382,382,45.2549,-9460.1611328125,5354.03
4504.99,1915000,64.7307,383,383,44.9056,-9572.412109375,5319.06
4855.84,1920000,68.1633,384,384,50.8098,-9838.853515625,5926.77
4315.12,1925000,61.0298,385,385,35.7999,-8319.8701171875,5754.61
5245.97,1930000,67.2795,386,386,49.4614,-10079.4248046875,6059.15
