Running Env Steps,Real Sto Return,Reward Loss,Running Update Time,Running Forward KL,Itration,Running Reverse KL,Real Det Return
1935000,1981.81,-11889.7685546875,387,156.666,387,15.8878,2311.87
1940000,1979.91,-11889.1767578125,388,156.5628,388,15.5939,2306.62
1945000,1980.21,-11910.7177734375,389,156.531,389,15.7698,2305.09
1950000,1973.49,-11909.6474609375,390,156.4992,390,15.7022,2297.3
1955000,1967.09,-11963.4921875,391,156.6012,391,15.479,2307.05
1960000,1990.21,-11982.3818359375,392,156.6007,392,15.7481,2324.64
1965000,1993.12,-11995.6943359375,393,156.5547,393,15.5458,2333.95
1970000,1966.39,-11975.9111328125,394,156.5624,394,15.6457,2318.13
1975000,1997.05,-12027.8896484375,395,156.5093,395,15.5893,2323.82
1980000,1977.99,-12098.263671875,396,156.5485,396,15.9165,2323.53
1985000,1969.63,-12034.130859375,397,156.6039,397,15.6683,2289.49
1990000,1983.99,-12117.0712890625,398,156.5459,398,15.7732,2326.76
1995000,2006.54,-12117.994140625,399,156.5969,399,15.8306,2329.98
2000000,2015.77,-12158.5390625,400,156.4704,400,15.8438,2342.04
2005000,1994.1,-12155.244140625,401,156.6059,401,15.6296,2296.72
2010000,1989.0,-12150.458984375,402,156.6146,402,15.7868,2310.1
2015000,1988.05,-12236.7802734375,403,156.4448,403,15.6191,2313.26
2020000,1984.47,-12224.9140625,404,156.512,404,15.7266,2301.41
2025000,1986.24,-12201.953125,405,156.7669,405,15.652,2309.4
2030000,1990.47,-12226.0234375,406,156.4535,406,15.6769,2303.13
2035000,1990.39,-12209.591796875,407,156.6006,407,15.4454,2322.89
2040000,1991.78,-12279.0126953125,408,156.5063,408,15.5577,2299.95
2045000,1988.72,-12264.7431640625,409,156.4563,409,15.4755,2311.6
2050000,1986.18,-12298.994140625,410,156.5795,410,15.5231,2303.26
2055000,1979.51,-12326.5087890625,411,156.5855,411,15.6139,2342.41
2060000,2003.61,-12336.6025390625,412,156.4244,412,15.5924,2311.81
2065000,2003.73,-12394.029296875,413,156.4398,413,15.5602,2309.01
2070000,1983.58,-12375.7236328125,414,156.578,414,15.5053,2313.31
2075000,1969.94,-12404.1025390625,415,156.4543,415,15.4716,2290.11
2080000,1992.69,-12393.939453125,416,156.4061,416,15.6193,2328.57
2085000,1968.33,-12355.9775390625,417,156.4829,417,15.5307,2265.04
2090000,1995.59,-12449.6552734375,418,156.5156,418,15.6545,2300.48
2095000,1987.7,-12445.2265625,419,156.5482,419,15.444,2297.53
2100000,1979.96,-12451.9521484375,420,156.5781,420,15.3454,2283.15
2105000,1981.25,-12526.859375,421,156.5341,421,15.5417,2318.38
2110000,1978.14,-12504.275390625,422,156.5841,422,15.5915,2317.49
2115000,1983.26,-12553.1923828125,423,156.694,423,15.4399,2310.51
2120000,1972.38,-12525.2822265625,424,156.5453,424,15.3971,2307.4
2125000,1983.01,-12561.0107421875,425,156.5932,425,15.5066,2305.48
2130000,1976.44,-12660.2197265625,426,156.558,426,15.6505,2318.84
2135000,1938.82,-12640.091796875,427,156.6073,427,15.5665,2301.16
2140000,1992.94,-12646.4677734375,428,156.5976,428,15.5772,2285.8
2145000,2002.46,-12660.3193359375,429,156.5617,429,15.5647,2319.91
2150000,1971.5,-12678.4287109375,430,156.7084,430,15.4674,2299.04
2155000,1988.88,-12709.6328125,431,156.6059,431,15.5934,2313.56
2160000,1984.72,-12752.7099609375,432,156.4342,432,15.5374,2333.44
2165000,1990.89,-12773.5458984375,433,156.5089,433,15.7485,2323.34
2170000,1984.39,-12797.8759765625,434,156.6307,434,15.5813,2321.84
2175000,2006.22,-12827.7900390625,435,156.68,435,15.6892,2337.97
2180000,1996.73,-12815.1376953125,436,156.6186,436,15.6229,2332.2
2185000,1996.47,-12827.380859375,437,156.4693,437,15.4449,2333.6
2190000,2009.21,-12917.908203125,438,156.5797,438,15.7664,2334.5
2195000,1998.95,-12880.2822265625,439,156.6693,439,15.5137,2327.85
2200000,1978.52,-12877.9736328125,440,156.6356,440,15.4777,2310.17
2205000,1996.25,-12922.9638671875,441,156.4866,441,15.471,2323.54
2210000,2015.02,-12930.2998046875,442,156.6443,442,15.5808,2328.79
2215000,1977.5,-12982.345703125,443,156.5905,443,15.5349,2319.29
2220000,1999.71,-12924.822265625,444,156.5748,444,15.4754,2339.75
2225000,2000.2,-12979.974609375,445,156.5955,445,15.6343,2317.75
2230000,2008.08,-12957.0732421875,446,156.6413,446,15.5554,2315.73
2235000,1971.45,-13049.0146484375,447,156.5708,447,15.7528,2315.37
2240000,2017.19,-13073.7880859375,448,156.5913,448,15.7112,2356.47
2245000,1995.86,-13036.03515625,449,156.5983,449,15.5109,2319.46
2250000,2003.67,-13124.02734375,450,156.4892,450,15.5059,2334.06
2255000,1997.29,-13095.6279296875,451,156.5728,451,15.6326,2324.12
2260000,1968.3,-13148.296875,452,156.6145,452,15.6264,2292.2
2265000,1986.35,-13137.4267578125,453,156.4361,453,15.5801,2320.69
2270000,1976.28,-13134.8505859375,454,156.6138,454,15.4849,2291.45
2275000,1985.57,-13194.841796875,455,156.5403,455,15.4948,2306.23
2280000,1977.98,-13240.5107421875,456,156.5408,456,15.5142,2299.62
2285000,1964.14,-13213.5947265625,457,156.5983,457,15.4072,2270.69
2290000,2002.8,-13262.5224609375,458,156.5163,458,15.3997,2309.27
2295000,1970.59,-13259.1953125,459,156.5413,459,15.367,2310.64
2300000,2010.64,-13297.9794921875,460,156.5787,460,15.4623,2330.03
2305000,1992.44,-13350.2958984375,461,156.7061,461,15.4986,2323.97
2310000,2019.4,-13415.859375,462,156.6722,462,15.6143,2327.02
2315000,1990.03,-13387.2978515625,463,156.4354,463,15.4894,2289.13
2320000,2011.91,-13416.1298828125,464,156.5491,464,15.6893,2326.03
2325000,2001.03,-13407.060546875,465,156.4752,465,15.5628,2315.03
2330000,2003.04,-13470.16796875,466,156.4868,466,15.5722,2312.32
2335000,2002.75,-13454.8662109375,467,156.5806,467,15.5323,2312.51
2340000,2001.45,-13481.3115234375,468,156.5311,468,15.461,2313.83
2345000,2004.44,-13507.0888671875,469,156.532,469,15.4049,2292.31
2350000,1995.55,-13548.08984375,470,156.5505,470,15.4496,2297.76
2355000,1983.23,-13575.931640625,471,156.6303,471,15.6074,2291.82
2360000,1974.19,-13620.3935546875,472,156.5409,472,15.5415,2301.18
2365000,1986.94,-13597.0458984375,473,156.5823,473,15.4934,2315.86
2370000,1969.08,-13595.408203125,474,156.6015,474,15.3923,2315.71
2375000,1956.62,-13626.5634765625,475,156.7401,475,15.5345,2286.91
2380000,1974.79,-13668.3681640625,476,156.5232,476,15.4255,2301.28
2385000,1994.19,-13713.1142578125,477,156.8004,477,15.6482,2327.18
2390000,1987.28,-13719.0986328125,478,156.6274,478,15.4797,2323.49
2395000,1983.16,-13773.0810546875,479,156.7134,479,15.5748,2321.48
2400000,2008.07,-13785.265625,480,156.5075,480,15.6619,2327.72
2405000,1982.68,-13741.939453125,481,156.6542,481,15.5874,2312.89
2410000,1959.96,-13801.2275390625,482,156.5641,482,15.5521,2297.95
2415000,1987.61,-13768.7216796875,483,156.6538,483,15.4191,2298.07
2420000,1970.94,-13805.236328125,484,156.6794,484,15.4562,2285.84
2425000,1980.3,-13874.5634765625,485,156.7463,485,15.6574,2327.47
2430000,2009.69,-13912.056640625,486,156.6641,486,15.8212,2325.78
2435000,1997.09,-13921.54296875,487,156.5963,487,15.7101,2320.53
2440000,2018.35,-13970.119140625,488,156.6598,488,15.6678,2330.44
2445000,2013.21,-13939.443359375,489,156.6357,489,15.6286,2335.54
2450000,2003.67,-13917.462890625,490,156.5131,490,15.5529,2311.96
2455000,1981.68,-13970.2109375,491,156.5759,491,15.6569,2297.46
2460000,2011.31,-14000.013671875,492,156.5816,492,15.6699,2339.58
2465000,2018.52,-14109.6630859375,493,156.6106,493,15.6942,2343.65
2470000,1971.8,-14093.919921875,494,156.6625,494,15.7815,2286.32
2475000,1980.36,-14086.572265625,495,156.5217,495,15.6127,2340.6
2480000,1994.7,-14124.1796875,496,156.5125,496,15.5916,2326.37
2485000,1986.68,-14105.240234375,497,156.67,497,15.6828,2308.36
2490000,1981.84,-14141.3857421875,498,156.6187,498,15.8482,2290.4
2495000,1972.41,-14177.09765625,499,156.6991,499,15.744,2305.01
2500000,1974.6,-14205.9228515625,500,156.6146,500,15.6607,2327.64
2505000,1963.58,-14169.7177734375,501,156.5754,501,15.6638,2292.78
2510000,1965.9,-14212.6884765625,502,156.6945,502,15.7156,2270.03
2515000,1953.4,-14151.640625,503,156.8042,503,15.6662,2261.15
2520000,1986.41,-14231.32421875,504,156.8398,504,15.6463,2292.66
2525000,2011.83,-14289.814453125,505,156.8003,505,15.74,2335.6
2530000,1979.07,-14263.2392578125,506,156.6866,506,15.5884,2284.55
2535000,1997.94,-14285.8427734375,507,156.5883,507,15.7085,2316.69
2540000,1974.21,-14345.693359375,508,156.6801,508,15.6542,2321.38
2545000,1983.37,-14410.9091796875,509,156.5599,509,15.6258,2323.37
2550000,2002.07,-14343.1533203125,510,156.6903,510,15.5652,2321.12
2555000,2012.35,-14396.6845703125,511,156.8192,511,15.8626,2334.59
2560000,2009.7,-14389.7529296875,512,156.7345,512,15.617,2307.54
2565000,1999.7,-14433.7998046875,513,156.737,513,15.5365,2339.86
2570000,1984.6,-14476.5634765625,514,156.7746,514,15.6552,2315.94
2575000,2011.33,-14492.8076171875,515,156.7358,515,15.6839,2290.42
2580000,1983.54,-14497.7646484375,516,156.6509,516,15.4395,2301.72
2585000,1992.01,-14580.53515625,517,156.6605,517,15.6145,2293.11
2590000,1993.49,-14488.3193359375,518,156.5025,518,15.6085,2299.5
2595000,1984.15,-14567.8505859375,519,156.7719,519,15.7719,2304.84
2600000,1978.26,-14559.6650390625,520,156.8233,520,15.6627,2311.42
2605000,1951.78,-14561.3515625,521,156.7695,521,15.8188,2284.5
2610000,1974.07,-14643.6728515625,522,156.5963,522,15.4167,2315.27
2615000,2001.47,-14651.68359375,523,156.6971,523,15.5483,2320.37
2620000,2002.58,-14633.1005859375,524,156.6453,524,15.4714,2316.88
2625000,2023.05,-14718.9873046875,525,156.7901,525,15.7788,2341.91
2630000,1980.05,-14682.876953125,526,156.5885,526,15.4979,2321.7
2635000,1983.75,-14692.6474609375,527,156.8977,527,15.6987,2306.93
2640000,1993.78,-14655.9169921875,528,156.697,528,15.3845,2327.81
2645000,1952.92,-14733.212890625,529,156.5849,529,15.3404,2316.02
2650000,1973.17,-14757.2900390625,530,156.624,530,15.7617,2309.37
2655000,1968.44,-14721.2333984375,531,156.699,531,15.601,2300.42
2660000,1985.43,-14783.1728515625,532,156.7635,532,15.7031,2326.76
2665000,2004.39,-14822.6279296875,533,156.744,533,15.699,2316.79
2670000,1993.97,-14820.5849609375,534,156.6431,534,15.5757,2318.54
2675000,1979.53,-14813.486328125,535,156.792,535,15.4193,2306.8
2680000,1990.17,-14851.2333984375,536,156.6983,536,15.6442,2307.79
2685000,1979.75,-14869.12890625,537,156.6832,537,15.3943,2288.67
2690000,1984.66,-14887.29296875,538,156.7135,538,15.5669,2313.59
2695000,1992.73,-14911.5048828125,539,156.6604,539,15.4367,2308.38
2700000,1996.39,-14971.775390625,540,156.9131,540,15.6202,2329.79
2705000,1979.63,-14984.3271484375,541,156.6343,541,15.6035,2324.62
2710000,1948.49,-14976.2001953125,542,156.7057,542,15.2939,2315.74
2715000,1975.36,-15010.6953125,543,156.8109,543,15.545,2320.37
2720000,1943.57,-14976.4501953125,544,156.8353,544,15.3191,2273.44
2725000,1973.22,-14988.2158203125,545,156.7829,545,15.397,2288.32
2730000,1957.03,-15041.19921875,546,156.6227,546,15.4595,2287.02
2735000,1967.77,-15027.4580078125,547,156.8347,547,15.5973,2260.0
2740000,1996.41,-15109.048828125,548,156.7069,548,15.7142,2327.54
2745000,1987.72,-15052.748046875,549,156.8865,549,15.4646,2303.19
2750000,1989.17,-15089.091796875,550,156.8493,550,15.5451,2301.45
2755000,1995.3,-15108.1748046875,551,156.7934,551,15.6756,2313.73
2760000,1985.14,-15116.775390625,552,156.7421,552,15.3485,2321.37
2765000,1970.37,-15085.103515625,553,156.5964,553,15.3085,2301.61
2770000,1975.5,-15182.220703125,554,156.6867,554,15.5352,2305.11
2775000,1978.49,-15179.7041015625,555,156.8004,555,15.5992,2300.41
2780000,1983.05,-15154.7470703125,556,156.8809,556,15.515,2271.92
2785000,1971.98,-15165.6796875,557,156.7588,557,15.4567,2320.32
2790000,1989.8,-15254.9951171875,558,156.4896,558,15.5804,2312.95
2795000,1992.08,-15228.669921875,559,156.5737,559,15.5169,2325.49
2800000,1946.72,-15257.9169921875,560,156.6357,560,15.5226,2309.14
2805000,1980.27,-15257.083984375,561,156.8469,561,15.4837,2308.29
2810000,1991.19,-15215.083984375,562,156.7092,562,15.3289,2305.72
2815000,1952.05,-15293.3310546875,563,156.6365,563,15.4541,2294.09
2820000,1952.03,-15278.30078125,564,156.6758,564,15.5855,2297.04
2825000,1968.03,-15375.974609375,565,156.8778,565,15.6401,2319.68
2830000,1977.58,-15392.4287109375,566,156.7427,566,15.5934,2311.29
2835000,1928.57,-15383.376953125,567,156.698,567,15.4522,2261.82
2840000,2013.42,-15368.0771484375,568,156.5686,568,15.3734,2336.61
2845000,1948.18,-15452.0830078125,569,156.7055,569,15.5739,2337.12
2850000,2000.24,-15479.5146484375,570,156.7226,570,15.6248,2313.61
2855000,1983.17,-15512.0166015625,571,156.7176,571,15.5826,2326.28
2860000,1982.49,-15505.416015625,572,156.7222,572,15.51,2294.82
2865000,1961.19,-15498.9814453125,573,156.7555,573,15.5518,2326.03
2870000,1970.58,-15543.1708984375,574,156.6147,574,15.6475,2315.11
2875000,1993.34,-15555.3828125,575,156.7165,575,15.7007,2309.25
2880000,1945.41,-15462.5908203125,576,156.6911,576,15.2095,2308.54
2885000,1978.18,-15549.71875,577,156.8375,577,15.7067,2309.51
2890000,1955.25,-15478.6953125,578,156.6782,578,15.4651,2261.75
2895000,1979.82,-15571.1728515625,579,156.7179,579,15.5674,2313.41
2900000,1940.99,-15510.134765625,580,156.7835,580,15.4867,2295.83
2905000,1964.97,-15532.1005859375,581,156.6273,581,15.2099,2276.67
2910000,1984.8,-15561.427734375,582,156.6257,582,15.4719,2303.68
2915000,1997.07,-15613.876953125,583,156.7186,583,15.4079,2319.59
2920000,1964.95,-15673.4580078125,584,156.6951,584,15.5553,2325.44
2925000,1978.51,-15747.3447265625,585,156.7174,585,15.705,2343.98
2930000,1948.47,-15697.84375,586,156.6977,586,15.4685,2263.31
2935000,1959.5,-15733.548828125,587,156.7678,587,15.5888,2317.25
2940000,1998.05,-15757.2421875,588,156.6833,588,15.7236,2309.89
2945000,1969.57,-15742.3115234375,589,156.6931,589,15.554,2324.41
2950000,1997.21,-15738.4609375,590,156.6745,590,15.4971,2353.06
2955000,1948.9,-15764.0693359375,591,156.7158,591,15.3792,2286.9
2960000,1985.95,-15897.4248046875,592,156.7658,592,15.6787,2339.77
2965000,1970.98,-15809.0400390625,593,156.7887,593,15.6413,2341.27
2970000,2008.91,-15915.8671875,594,156.5911,594,15.7288,2310.74
2975000,1951.7,-15796.7451171875,595,156.6028,595,15.3427,2309.29
2980000,1956.27,-15932.44921875,596,156.8041,596,15.6659,2308.73
2985000,2001.89,-15964.5419921875,597,156.8278,597,15.6781,2324.56
2990000,2012.74,-15965.248046875,598,156.6817,598,15.5653,2332.78
2995000,2005.54,-15965.3115234375,599,156.6977,599,15.6701,2331.88
