Real Det Return,Running Reverse KL,Running Env Steps,Running Forward KL,Itration,Real Sto Return,Reward Loss,Running Update Time
217.96,18.4708,0,32.1829,0,194.65,-1351.8056640625,0
243.86,17.1509,5000,30.851,1,240.47,-988.5985717773438,1
270.73,16.4846,10000,30.7044,2,252.26,-1229.2879638671875,2
7.15,141.0294,15000,38.0397,3,7.22,-2367.577392578125,3
1023.32,24.9801,20000,37.1868,4,966.4,-2006.431396484375,4
614.49,44.1598,25000,33.8084,5,629.31,-1748.1749267578125,5
275.75,84.076,30000,32.9522,6,279.27,-984.96533203125,6
257.15,104.49,35000,31.8031,7,255.61,-1315.7708740234375,7
591.89,35.6153,40000,33.196,8,728.56,-2012.0560302734375,8
564.77,43.3384,45000,34.4217,9,648.67,-2216.818115234375,9
992.1,56.574,50000,39.9498,10,991.57,-2205.55419921875,10
918.35,70.4577,55000,36.4578,11,966.43,-2151.554931640625,11
999.64,49.5548,60000,40.9971,12,999.63,-2347.535400390625,12
54.67,34.6153,65000,35.4421,13,58.65,-2580.451171875,13
175.14,33.1349,70000,30.948,14,191.06,-1966.556640625,14
312.85,18.0214,75000,30.0547,15,322.74,-1542.3309326171875,15
374.34,29.8776,80000,31.216,16,289.53,-2216.860595703125,16
970.58,31.6471,85000,36.9956,17,970.58,-2464.294921875,17
301.66,25.1487,90000,32.3612,18,307.66,-1754.9039306640625,18
284.31,23.2953,95000,30.6986,19,290.2,-1738.7493896484375,19
595.48,33.5295,100000,35.2376,20,595.55,-2674.965087890625,20
753.19,22.3744,105000,34.5028,21,748.79,-2393.90185546875,21
951.08,25.0181,110000,34.5499,22,945.52,-2675.148193359375,22
435.91,41.8108,115000,30.4419,23,310.41,-2275.44775390625,23
522.71,19.7226,120000,31.6195,24,508.62,-2504.931640625,24
477.39,62.3137,125000,29.3473,25,531.92,-2049.530517578125,25
186.45,31.3272,130000,28.8133,26,256.37,-1719.616943359375,26
353.02,93.8078,135000,30.1809,27,372.38,-2784.06103515625,27
271.77,120.3587,140000,28.4105,28,252.37,-2137.31103515625,28
531.89,42.5381,145000,31.0046,29,510.43,-2636.087646484375,29
998.31,18.4919,150000,31.7931,30,984.51,-2600.572265625,30
1062.79,16.6942,155000,30.5239,31,1047.72,-2732.794677734375,31
597.09,60.0567,160000,29.461,32,564.57,-2269.765869140625,32
1001.74,22.3806,165000,34.8805,33,1002.16,-2853.99755859375,33
1029.55,24.9512,170000,30.7058,34,1045.23,-2979.47998046875,34
1034.44,19.308,175000,33.3371,35,1039.52,-2980.152099609375,35
941.84,31.2892,180000,31.1977,36,943.47,-2944.285888671875,36
611.5,79.261,185000,28.4529,37,776.99,-2095.927734375,37
895.95,29.1124,190000,28.4281,38,840.19,-2145.956787109375,38
976.9,27.0442,195000,36.8732,39,976.47,-3374.3828125,39
954.88,42.2173,200000,29.0688,40,939.25,-2723.8349609375,40
832.61,17.783,205000,27.031,41,912.95,-2019.215087890625,41
811.16,66.9836,210000,28.2302,42,766.63,-2671.90966796875,42
1320.84,25.8158,215000,28.9808,43,1249.32,-2321.0859375,43
1113.03,44.6906,220000,29.1876,44,941.47,-2372.5556640625,44
1339.73,22.8436,225000,27.9657,45,1409.09,-2332.393310546875,45
1216.9,20.1457,230000,29.5512,46,1262.17,-2290.48876953125,46
1245.61,14.953,235000,31.2738,47,1299.49,-2919.939208984375,47
1261.35,14.1496,240000,27.8373,48,1261.44,-2569.706298828125,48
1442.92,14.9401,245000,29.5699,49,1418.22,-2718.806640625,49
1191.51,17.4024,250000,31.616,50,1182.21,-3209.57080078125,50
1098.04,21.6288,255000,30.9639,51,1100.03,-3495.730224609375,51
961.44,16.8052,260000,33.713,52,956.86,-3416.505615234375,52
781.49,52.3183,265000,31.6771,53,756.12,-3315.442138671875,53
328.57,98.1505,270000,29.5487,54,366.96,-2893.034912109375,54
956.38,100.8684,275000,26.6388,55,907.0,-2426.759521484375,55
1313.81,62.8122,280000,24.9591,56,1340.27,-2088.285888671875,56
1306.83,20.9986,285000,24.7131,57,1459.88,-1994.6646728515625,57
972.2,49.2658,290000,26.6783,58,794.56,-2518.248291015625,58
1373.85,49.9104,295000,27.3203,59,1182.9,-2529.934814453125,59
900.67,57.0192,300000,27.14,60,798.32,-2941.9609375,60
744.97,55.6006,305000,28.8909,61,764.44,-3261.359130859375,61
390.99,84.2274,310000,30.8762,62,396.77,-3850.6005859375,62
702.35,69.3263,315000,29.4173,63,682.21,-3294.376220703125,63
742.22,37.0263,320000,30.8761,64,704.85,-3856.57177734375,64
781.08,30.7491,325000,27.9856,65,845.47,-3187.6171875,65
1139.65,20.9234,330000,28.424,66,1096.41,-3569.772216796875,66
571.2,19.3921,335000,31.7405,67,545.52,-3918.041015625,67
503.57,36.0173,340000,35.2941,68,503.15,-4121.85888671875,68
631.7,34.6602,345000,34.2598,69,632.45,-4208.4775390625,69
574.62,28.4656,350000,35.0742,70,575.75,-4172.7978515625,70
1055.62,21.5846,355000,27.1828,71,1340.7,-2273.712158203125,71
607.14,100.3655,360000,32.0747,72,568.51,-4089.240966796875,72
975.98,58.5421,365000,37.9716,73,976.23,-4874.509765625,73
273.5,119.3266,370000,32.2116,74,279.51,-4336.12841796875,74
493.57,91.8009,375000,30.0879,75,498.59,-3874.14501953125,75
600.75,80.545,380000,26.3833,76,431.73,-3455.748779296875,76
895.37,18.3304,385000,24.994,77,660.11,-2485.740966796875,77
706.05,46.4114,390000,28.5453,78,1059.21,-4247.98681640625,78
718.06,35.2005,395000,28.6487,79,1133.66,-3911.635498046875,79
1208.06,35.0853,400000,25.3083,80,1313.73,-3205.8583984375,80
1139.26,14.9532,405000,26.604,81,1308.43,-4037.903564453125,81
1413.63,16.0615,410000,27.0826,82,1387.53,-3467.085205078125,82
1540.12,12.7079,415000,26.1148,83,1444.74,-3457.768310546875,83
1753.82,13.2315,420000,26.9983,84,1762.84,-2844.218994140625,84
962.77,13.8352,425000,27.1084,85,1258.98,-2924.0693359375,85
1568.46,17.1515,430000,30.0139,86,1566.97,-3224.61865234375,86
1861.18,31.6552,435000,27.8883,87,1819.44,-3258.017578125,87
607.66,32.9899,440000,29.1127,88,438.14,-4752.92041015625,88
345.03,22.2099,445000,33.6372,89,369.68,-5329.80712890625,89
761.0,24.3926,450000,29.5762,90,771.38,-4719.21826171875,90
2131.49,15.6348,455000,25.8473,91,2115.45,-2511.735107421875,91
697.87,21.6741,460000,29.8184,92,582.66,-5051.96923828125,92
2003.47,14.1221,465000,24.6156,93,2039.75,-2501.26123046875,93
477.38,53.2024,470000,25.0147,94,383.09,-3858.4560546875,94
1042.22,31.046,475000,24.4712,95,1190.26,-2946.68212890625,95
542.17,31.2068,480000,30.455,96,600.37,-5632.3291015625,96
1109.81,14.6136,485000,26.1092,97,1148.09,-4626.4609375,97
1753.56,31.331,490000,25.7997,98,1665.26,-3249.36474609375,98
1660.01,34.7123,495000,23.6114,99,1961.22,-2601.2744140625,99
758.21,14.0347,500000,27.7043,100,634.69,-4754.734375,100
401.69,18.4042,505000,31.5413,101,429.01,-5452.31298828125,101
1832.08,22.7602,510000,25.7349,102,1932.31,-2964.843017578125,102
446.94,128.6762,515000,29.2084,103,673.3,-4826.55078125,103
1247.37,63.6862,520000,26.1989,104,1235.38,-4088.199462890625,104
991.42,39.6646,525000,28.2769,105,1256.48,-4383.134765625,105
1514.96,15.1898,530000,26.9565,106,1560.31,-3800.605712890625,106
1558.77,28.7076,535000,25.4956,107,1717.58,-3992.27880859375,107
727.37,98.7508,540000,28.096,108,588.57,-4853.3154296875,108
1096.13,44.0255,545000,25.6927,109,1238.09,-3786.71826171875,109
907.38,40.1425,550000,25.7107,110,869.57,-3919.279541015625,110
616.47,18.6184,555000,27.5923,111,468.5,-5473.478515625,111
371.05,24.3438,560000,29.8887,112,497.59,-7007.64306640625,112
188.34,33.3937,565000,30.737,113,277.52,-6666.69091796875,113
841.71,35.6381,570000,35.6565,114,837.6,-6086.53076171875,114
505.7,24.1773,575000,34.2115,115,618.99,-5852.72509765625,115
1081.18,19.7717,580000,31.9053,116,1084.99,-5020.3876953125,116
603.22,17.9389,585000,28.3996,117,774.08,-5448.36328125,117
1240.07,77.3367,590000,24.9503,118,1338.14,-4029.2685546875,118
1249.45,40.0325,595000,26.6296,119,955.76,-4917.2138671875,119
1933.46,15.5824,600000,27.153,120,1789.71,-4027.377685546875,120
1803.63,17.494,605000,27.1895,121,1767.98,-3680.186279296875,121
1063.08,39.8843,610000,26.5489,122,1364.99,-4855.30615234375,122
673.16,141.818,615000,27.5308,123,310.1,-6134.0771484375,123
994.0,102.2183,620000,24.6226,124,962.96,-4591.1240234375,124
156.6,134.5772,625000,30.0587,125,97.84,-6781.02197265625,125
834.89,21.9233,630000,33.7119,126,799.22,-6801.3818359375,126
1391.86,50.3157,635000,24.4617,127,1298.2,-3990.573974609375,127
800.96,43.1242,640000,24.5448,128,716.13,-4812.04345703125,128
