Itration,Running Reverse KL,Running Env Steps,Running Forward KL,Running Update Time,Reward Loss,Real Sto Return,Real Det Return
387,18.2556,1935000,39.3444,387,-2229.7041015625,4221.83,4211.01
388,17.4467,1940000,39.3491,388,-2489.08203125,4269.62,4225.27
389,18.1889,1945000,39.0521,389,-2601.438232421875,4342.71,4316.18
390,15.5037,1950000,36.926,390,-2298.017333984375,4488.3,4637.86
391,15.9268,1955000,36.4146,391,-2681.576416015625,4317.52,4784.07
392,25.0928,1960000,36.1812,392,-3438.442626953125,3426.45,4245.91
393,17.7004,1965000,36.5254,393,-2763.9873046875,3698.14,3231.77
394,23.9156,1970000,37.9798,394,-4160.4814453125,3031.28,3041.16
395,13.6664,1975000,36.0871,395,-2492.53466796875,4464.42,4474.0
396,24.0316,1980000,36.6838,396,-3429.43408203125,4062.86,2300.62
397,39.0603,1985000,37.6972,397,-4254.447265625,3603.69,2398.51
398,28.1187,1990000,37.5765,398,-3765.838134765625,3003.82,2607.62
399,14.2261,1995000,35.6597,399,-2362.618896484375,4515.47,4768.92
400,19.3293,2000000,36.2868,400,-2528.503173828125,3923.57,1174.76
401,13.362,2005000,36.0346,401,-2167.705078125,4283.98,4556.5
402,14.2746,2010000,36.2969,402,-2249.254638671875,4464.17,4610.24
403,15.3359,2015000,36.2961,403,-2230.376220703125,4409.13,4480.09
404,14.0808,2020000,36.1945,404,-2328.359619140625,4347.76,4468.05
405,13.5988,2025000,36.4081,405,-2244.5458984375,4360.46,4433.83
406,27.308,2030000,50.8721,406,-5259.2802734375,979.27,1849.35
407,14.5953,2035000,36.3853,407,-2313.55322265625,4267.82,4480.38
408,15.0692,2040000,36.4132,408,-2223.746337890625,4344.29,4416.95
409,15.2651,2045000,35.7592,409,-1993.4334716796875,4474.75,4486.59
410,15.2632,2050000,36.6534,410,-2265.998291015625,4472.9,4495.35
411,38.0844,2055000,55.6005,411,-5986.39892578125,1006.17,1005.36
412,38.549,2060000,55.5197,412,-6015.8818359375,1004.94,1006.04
413,46.9149,2065000,42.7926,413,-6062.47705078125,1229.57,1031.36
414,15.4957,2070000,37.8919,414,-2174.473388671875,4556.06,4630.38
415,13.8173,2075000,35.9014,415,-1841.6800537109375,4723.78,4771.47
416,14.1463,2080000,36.4074,416,-2003.672119140625,4676.06,4748.62
417,13.9659,2085000,37.0927,417,-2527.96728515625,4488.35,4557.95
418,14.9916,2090000,37.7537,418,-2572.009765625,4358.05,4362.04
419,13.6502,2095000,36.2203,419,-1810.7467041015625,4641.8,4703.41
420,12.7734,2100000,36.3085,420,-1902.56591796875,4547.78,4566.21
421,12.8748,2105000,36.7796,421,-2085.604736328125,4540.95,4584.69
422,12.7488,2110000,36.3356,422,-1985.989990234375,4637.57,4730.88
423,12.5984,2115000,36.1594,423,-1881.0386962890625,4449.36,4716.58
424,12.9859,2120000,35.6528,424,-1823.0653076171875,4716.14,4763.2
425,12.8467,2125000,35.1442,425,-1787.4088134765625,4704.92,4770.36
426,12.9742,2130000,35.5771,426,-1924.9239501953125,4686.63,4741.63
427,13.7513,2135000,35.2032,427,-1863.8739013671875,4759.71,4818.09
428,12.6581,2140000,34.9146,428,-1750.581298828125,4737.37,4761.82
429,13.0739,2145000,35.4851,429,-1846.0665283203125,4673.39,4690.33
430,13.2522,2150000,34.7488,430,-1826.2548828125,4752.9,4792.81
431,14.6927,2155000,35.2466,431,-1720.7479248046875,4693.05,4732.18
432,13.2445,2160000,35.8748,432,-1833.57666015625,4699.43,4734.14
433,13.4159,2165000,35.7059,433,-1839.5618896484375,4676.81,4718.39
434,13.1569,2170000,34.7603,434,-1680.245849609375,4763.82,4817.22
435,13.5,2175000,34.8707,435,-1693.0780029296875,4787.61,4845.98
436,38.7943,2180000,40.5116,436,-5484.94873046875,1121.52,423.26
437,15.9766,2185000,36.0213,437,-2086.3671875,4412.82,4446.47
438,14.726,2190000,35.8415,438,-1985.3052978515625,4503.36,4532.07
439,14.8906,2195000,36.0223,439,-1981.6427001953125,4460.67,4475.05
440,14.5541,2200000,35.6344,440,-1696.0281982421875,4807.69,4856.91
441,14.9182,2205000,34.9999,441,-1789.518310546875,4762.53,4789.88
442,12.6593,2210000,36.1345,442,-1809.2799072265625,4577.55,4646.88
443,13.0748,2215000,35.6665,443,-1718.271728515625,4687.1,4774.65
444,17.6261,2220000,37.458,444,-2295.157958984375,4068.32,4916.61
445,68.9033,2225000,41.229,445,-4682.4189453125,2640.92,3747.11
446,16.656,2230000,38.1616,446,-2308.6396484375,4323.83,4375.57
447,16.2884,2235000,37.952,447,-2518.19140625,4267.04,4330.77
448,17.674,2240000,37.1004,448,-2239.865234375,4381.73,4333.39
449,22.228,2245000,37.3116,449,-2981.277099609375,2871.08,1031.27
450,14.1491,2250000,36.0656,450,-2005.481201171875,4511.67,4560.91
451,15.8174,2255000,36.9128,451,-2224.5908203125,4204.81,4299.99
452,15.0811,2260000,37.1048,452,-2083.0859375,4392.52,4449.27
453,13.8699,2265000,36.0879,453,-1802.603271484375,4657.82,4679.36
454,13.1073,2270000,35.5763,454,-1883.4466552734375,4623.76,4639.13
455,12.2923,2275000,35.3651,455,-1895.099609375,4623.71,4660.85
456,12.0592,2280000,35.0952,456,-1821.9356689453125,4601.67,4614.52
457,12.0256,2285000,34.1905,457,-1690.0152587890625,4742.51,4756.48
458,11.8657,2290000,34.001,458,-1742.769775390625,4718.94,4785.49
459,12.2737,2295000,33.9117,459,-1577.5989990234375,4829.21,4846.74
460,12.2144,2300000,34.4268,460,-1731.7838134765625,4715.14,4741.59
461,13.1581,2305000,34.4498,461,-1721.567138671875,4831.95,4783.04
462,12.6271,2310000,34.3713,462,-1801.952880859375,4720.12,4790.17
463,13.0296,2315000,34.7127,463,-1864.2978515625,4802.84,4779.43
464,13.0266,2320000,34.1636,464,-1990.8447265625,4742.15,4726.04
465,12.0805,2325000,33.6187,465,-1720.6763916015625,4821.96,4858.69
466,13.7418,2330000,34.4118,466,-2218.70947265625,4604.15,4821.88
467,11.6578,2335000,34.2472,467,-1985.0806884765625,4712.6,4729.69
468,12.7433,2340000,34.4309,468,-1953.1650390625,4674.32,4712.76
469,13.6054,2345000,34.8653,469,-1997.7169189453125,4748.15,4782.78
470,12.9781,2350000,34.6507,470,-1872.610107421875,4670.46,4705.93
471,12.7534,2355000,34.3926,471,-1879.6929931640625,4698.04,4744.5
472,12.6721,2360000,34.8282,472,-1992.340087890625,4688.28,4697.49
473,12.5276,2365000,35.6091,473,-2650.26806640625,3662.19,4690.46
474,15.6768,2370000,38.3516,474,-2602.55029296875,4450.1,4522.65
475,13.4806,2375000,35.0282,475,-2399.513427734375,4467.59,4702.21
476,13.0621,2380000,34.9935,476,-1959.787353515625,4684.47,4707.38
477,13.4786,2385000,35.3252,477,-1966.828369140625,4647.43,4656.09
478,13.7798,2390000,35.2699,478,-1837.614013671875,4707.81,4734.61
479,13.4826,2395000,34.9209,479,-1919.2047119140625,4747.56,4778.05
480,13.4869,2400000,34.876,480,-2149.26904296875,4433.21,4824.95
481,11.9519,2405000,35.1677,481,-2237.93212890625,4496.96,4813.9
482,12.2359,2410000,34.8419,482,-2217.657958984375,4659.17,4734.25
483,12.6517,2415000,34.0451,483,-1848.3519287109375,4680.32,4838.9
484,13.647,2420000,34.7354,484,-1916.38134765625,4760.17,4795.09
485,12.9164,2425000,34.6871,485,-1897.331298828125,4763.67,4809.49
486,12.7718,2430000,34.0989,486,-1828.59130859375,4803.88,4838.73
487,12.5666,2435000,34.2205,487,-1939.7955322265625,4789.59,4813.59
488,12.8733,2440000,34.8614,488,-1960.79296875,4704.03,4726.43
489,12.304,2445000,34.3989,489,-1884.6798095703125,4755.34,4749.57
490,16.4696,2450000,37.9182,490,-2817.680908203125,4495.64,4693.15
491,13.7052,2455000,35.0034,491,-2030.5819091796875,4783.77,4808.38
492,13.2014,2460000,34.3951,492,-1922.310791015625,4808.85,4820.92
493,13.1836,2465000,34.4302,493,-2044.6915283203125,4738.41,4720.12
494,13.1206,2470000,33.4867,494,-1840.4669189453125,4872.24,4860.24
495,13.4893,2475000,35.316,495,-2269.71630859375,4727.01,4767.57
496,12.5844,2480000,33.7415,496,-1983.163818359375,4695.7,4822.88
497,16.6453,2485000,38.8784,497,-3171.402587890625,4386.63,4410.41
498,12.9675,2490000,34.9381,498,-2138.85595703125,4530.32,4715.04
499,12.1872,2495000,35.0404,499,-2030.079833984375,4861.05,4847.23
500,13.7108,2500000,35.3756,500,-1829.14111328125,4955.65,4969.79
501,13.51,2505000,35.148,501,-2245.231201171875,4581.6,5012.7
502,12.2877,2510000,35.0172,502,-2042.01123046875,4830.16,4878.65
503,13.0311,2515000,35.0594,503,-2017.35302734375,4772.21,4780.17
504,13.1059,2520000,35.1395,504,-1997.0150146484375,4746.96,4783.41
505,12.1959,2525000,34.382,505,-1955.9736328125,4755.27,4753.22
506,13.2969,2530000,34.1379,506,-1974.4482421875,4595.16,4755.86
507,13.3946,2535000,35.4096,507,-2177.224609375,4711.93,4771.0
508,12.1077,2540000,34.9643,508,-2221.137939453125,4578.28,4695.07
509,12.5545,2545000,35.7856,509,-2090.727783203125,4680.48,4768.07
510,15.1501,2550000,36.0694,510,-1969.0794677734375,4815.3,4791.91
511,14.0281,2555000,36.1856,511,-2333.9833984375,4640.65,4733.44
512,13.424,2560000,35.6104,512,-2298.247802734375,4693.4,4691.92
513,13.5015,2565000,35.3129,513,-2138.271728515625,4777.64,4794.19
514,13.2945,2570000,35.3974,514,-2263.85595703125,4774.22,4761.96
515,12.4624,2575000,35.2568,515,-2580.66064453125,4821.57,4725.43
516,14.7236,2580000,36.2883,516,-2204.52490234375,4724.38,4723.97
517,13.9935,2585000,35.5027,517,-2061.065673828125,4567.68,4891.28
518,12.856,2590000,35.116,518,-2401.65771484375,4837.65,4800.7
519,12.7491,2595000,35.6636,519,-2152.267578125,4734.56,4734.57
520,13.8951,2600000,34.9963,520,-1998.81982421875,4709.53,4715.55
521,13.5034,2605000,35.2399,521,-2070.84130859375,4727.72,4722.84
522,14.0546,2610000,35.5329,522,-2084.242431640625,4616.87,4596.17
523,14.1869,2615000,35.1963,523,-2200.427978515625,4548.6,4522.41
524,13.9476,2620000,34.8047,524,-2079.927001953125,4744.0,4673.95
525,13.3286,2625000,34.9636,525,-2276.519287109375,4743.98,4707.82
526,21.0713,2630000,38.1967,526,-4735.07666015625,2767.63,1310.85
527,13.4422,2635000,35.5948,527,-1853.375,4793.57,4724.67
528,12.8889,2640000,35.146,528,-2795.379638671875,4518.22,4763.46
529,14.0982,2645000,35.2868,529,-2007.0238037109375,4705.99,4741.79
530,13.0928,2650000,34.7209,530,-2015.2320556640625,4727.39,4732.85
531,13.6345,2655000,35.1864,531,-2111.185546875,4439.89,4690.14
532,13.9324,2660000,34.7939,532,-2112.946044921875,4718.47,4709.6
533,13.815,2665000,34.7314,533,-2174.3935546875,4771.36,4741.53
534,13.4811,2670000,34.9443,534,-2170.991943359375,4806.2,4767.08
535,13.2054,2675000,35.2325,535,-2231.839111328125,4761.21,4727.19
536,13.3066,2680000,35.4049,536,-2201.771240234375,4793.68,4777.78
537,12.498,2685000,35.8881,537,-2327.675537109375,4725.87,4710.18
538,12.406,2690000,34.8776,538,-1971.005859375,4730.62,4747.4
539,13.5285,2695000,34.4488,539,-2077.915283203125,4709.96,4713.62
540,13.2706,2700000,34.5635,540,-2053.942138671875,4732.34,4732.41
541,13.4061,2705000,34.695,541,-2154.996337890625,4712.99,4705.99
542,13.4562,2710000,34.3759,542,-2118.12744140625,4760.66,4764.88
543,14.1515,2715000,35.5837,543,-2004.058349609375,4779.67,4798.84
544,14.2808,2720000,37.1608,544,-1940.1802978515625,4424.16,4718.09
545,14.3403,2725000,35.4428,545,-2230.30126953125,4743.61,4736.36
546,14.6813,2730000,35.4978,546,-2245.45947265625,4801.99,4761.2
547,140.3061,2735000,57.365,547,-5904.568359375,-20.44,-19.67
548,34.5831,2740000,49.9332,548,-6385.51953125,507.04,616.78
549,121.6246,2745000,55.279,549,-5995.92626953125,-2.46,-7.43
550,85.8682,2750000,55.6107,550,-5966.37353515625,19.0,20.01
551,66.2707,2755000,55.9695,551,-6177.4091796875,201.69,213.29
552,52.4314,2760000,56.9188,552,-6584.72705078125,562.78,528.46
553,54.5497,2765000,57.3561,553,-6794.8974609375,1024.4,1024.7
554,66.2985,2770000,56.9006,554,-6319.53515625,245.18,235.56
555,112.1437,2775000,54.3859,555,-4914.1884765625,187.38,180.25
556,45.2687,2780000,56.5155,556,-6851.39453125,1019.51,1019.03
557,47.5877,2785000,55.1981,557,-6875.267578125,1020.24,1020.93
558,34.3632,2790000,54.8672,558,-6822.67626953125,1160.98,1009.65
559,51.2358,2795000,56.3598,559,-6937.96728515625,1024.3,1024.74
560,46.5924,2800000,56.3592,560,-6924.7216796875,1020.38,1020.26
561,40.6434,2805000,42.9741,561,-6530.4677734375,1270.02,1319.95
562,28.732,2810000,35.9883,562,-3784.382080078125,4152.83,4705.35
563,18.0485,2815000,35.2497,563,-2565.93017578125,4454.25,4508.38
564,16.5632,2820000,35.4307,564,-2099.056640625,4755.57,4761.36
565,17.3426,2825000,35.8735,565,-2145.755859375,4602.43,4804.4
566,20.0087,2830000,36.6382,566,-2717.64111328125,4769.98,4780.13
567,21.0445,2835000,36.4096,567,-2723.05517578125,4180.82,4949.55
568,22.0888,2840000,36.9378,568,-3222.304931640625,4671.47,4646.69
569,25.1587,2845000,35.5342,569,-3266.9306640625,4451.34,4675.82
570,21.1356,2850000,36.0196,570,-3005.0556640625,4119.33,3484.71
571,16.9797,2855000,36.6829,571,-2947.4306640625,4068.76,4529.57
572,17.3332,2860000,37.017,572,-2255.20556640625,4669.54,4738.24
573,15.4193,2865000,36.2946,573,-2218.67138671875,4720.35,4688.82
574,15.1289,2870000,37.2299,574,-2421.2265625,4576.48,4641.18
575,16.6631,2875000,36.4411,575,-2676.607421875,4809.64,4901.07
576,28.5182,2880000,37.5303,576,-3839.49951171875,3127.68,4406.73
577,14.9366,2885000,35.9243,577,-2338.775146484375,4633.74,4927.71
578,22.1797,2890000,36.3387,578,-3433.8681640625,4233.99,4858.95
579,28.7903,2895000,38.5239,579,-3985.166015625,3355.24,2868.84
580,22.0736,2900000,36.6553,580,-3393.071533203125,4388.22,4613.25
581,34.8911,2905000,38.7639,581,-5440.138671875,2218.68,477.07
582,38.0462,2910000,39.1833,582,-5463.8291015625,2937.52,1341.55
583,28.6458,2915000,42.2297,583,-6102.9599609375,1714.85,480.04
584,22.2139,2920000,38.9356,584,-3917.3408203125,3650.61,4148.42
585,16.8647,2925000,37.0319,585,-3414.1806640625,3737.51,3929.85
586,13.3,2930000,35.8195,586,-2551.629150390625,3274.64,4512.97
587,13.1496,2935000,36.3303,587,-3297.90185546875,3736.84,4666.34
588,12.3753,2940000,35.4928,588,-2797.626220703125,3888.28,4740.52
589,14.2988,2945000,35.2473,589,-2709.055419921875,4390.85,4673.73
590,12.518,2950000,35.595,590,-2422.351806640625,4290.01,4544.58
591,13.1621,2955000,37.0996,591,-3252.172607421875,3612.61,4171.1
592,12.8766,2960000,37.7332,592,-4074.333251953125,3158.14,2950.27
593,14.9414,2965000,37.1725,593,-4307.30322265625,2340.37,1847.89
594,23.9458,2970000,41.394,594,-6114.49169921875,1805.13,848.57
595,68.2787,2975000,55.8777,595,-6066.859375,297.86,331.96
596,54.3343,2980000,55.6878,596,-5421.27294921875,-10.09,-10.27
597,63.4414,2985000,55.945,597,-6486.142578125,31.26,33.31
598,16.8128,2990000,37.5003,598,-2900.322509765625,4211.06,4297.59
599,25.2527,2995000,37.865,599,-4799.65625,3320.81,4214.93
600,21.1816,3000000,36.307,600,-3585.218505859375,3351.68,4481.14
601,15.9823,3005000,36.3507,601,-2585.327880859375,4550.12,4529.19
602,16.459,3010000,36.5586,602,-2516.7451171875,4791.89,4848.12
603,19.2087,3015000,38.117,603,-2965.75244140625,4654.0,4702.88
604,15.1035,3020000,35.1767,604,-2269.57275390625,4787.89,4907.61
605,14.1487,3025000,34.3211,605,-2188.286376953125,4787.18,4896.56
606,13.893,3030000,34.0423,606,-2120.95556640625,4834.95,4900.6
607,14.7156,3035000,35.0618,607,-2137.18798828125,4891.9,5021.98
608,14.7082,3040000,34.5524,608,-2198.577880859375,4919.74,4987.19
609,16.3391,3045000,35.0672,609,-2092.41162109375,5003.88,5031.22
610,16.0453,3050000,34.6063,610,-2054.3447265625,4924.96,5128.14
611,14.5203,3055000,34.2607,611,-2110.197021484375,4844.17,5085.15
612,22.4558,3060000,36.2236,612,-3738.4306640625,4223.07,4816.27
613,15.8559,3065000,34.4246,613,-2086.4619140625,5038.55,5150.42
614,16.4123,3070000,35.0861,614,-2125.91455078125,4957.79,5059.69
615,14.4233,3075000,34.5028,615,-2107.797119140625,4852.28,4956.89
616,14.6563,3080000,33.983,616,-1965.61474609375,5027.61,5069.08
617,14.1382,3085000,33.9821,617,-2019.36962890625,4906.95,4965.85
618,13.4026,3090000,33.6634,618,-1964.508544921875,4981.03,5036.2
619,12.7347,3095000,33.1886,619,-2054.42822265625,4933.23,5069.34
620,13.0505,3100000,33.2725,620,-2097.95751953125,4898.41,5059.05
621,14.46,3105000,33.4302,621,-1877.1787109375,4976.81,5098.57
622,14.0224,3110000,34.3714,622,-2101.170166015625,5016.85,5063.84
623,14.9064,3115000,35.0863,623,-2155.009765625,4988.41,5110.69
624,15.5413,3120000,34.5634,624,-2531.434814453125,4644.99,5133.81
625,14.2701,3125000,35.0019,625,-2215.69384765625,4950.67,4999.72
626,14.3144,3130000,34.6078,626,-2144.762939453125,4982.89,4998.6
627,14.1891,3135000,34.2768,627,-2199.898193359375,4924.57,5008.51
628,14.0039,3140000,34.344,628,-2139.736083984375,4876.16,4991.5
629,13.2948,3145000,35.0666,629,-2432.806396484375,4768.87,4803.36
630,15.2595,3150000,35.4686,630,-2311.01708984375,4812.12,4871.56
631,14.4348,3155000,35.9247,631,-2663.4658203125,4648.69,4682.3
632,13.8586,3160000,34.8207,632,-2380.31787109375,4782.61,4904.61
633,13.0357,3165000,34.4496,633,-2296.8173828125,4758.32,4988.17
634,13.6182,3170000,34.6336,634,-2348.1357421875,4810.9,4910.18
635,14.0796,3175000,34.2485,635,-2490.38037109375,4835.26,4982.2
636,12.8521,3180000,33.7167,636,-2212.998779296875,4858.18,4906.26
637,13.3598,3185000,34.7397,637,-2318.57080078125,4777.26,4877.05
638,13.2674,3190000,34.6026,638,-2326.830322265625,4768.36,4860.65
639,13.5637,3195000,34.0172,639,-2226.047119140625,4868.7,4985.07
640,14.0456,3200000,33.9035,640,-2425.160888671875,4877.66,5018.78
641,14.746,3205000,34.1112,641,-2340.332763671875,4942.9,5049.34
642,15.5673,3210000,35.2085,642,-2301.06103515625,4849.36,4916.58
643,14.9505,3215000,35.3263,643,-2262.705810546875,4819.82,4890.3
644,14.5383,3220000,35.4089,644,-2255.6806640625,4830.32,4945.93
645,14.1927,3225000,34.3398,645,-2147.0986328125,4876.37,4915.37
646,16.2316,3230000,35.0165,646,-2187.13671875,4939.16,5038.36
647,16.1118,3235000,34.8132,647,-2027.0643310546875,4988.12,5041.61
648,15.4513,3240000,34.8984,648,-2366.86767578125,4868.82,4875.9
649,16.2354,3245000,36.7428,649,-2708.68017578125,4685.48,4584.82
650,16.8412,3250000,35.4004,650,-2350.2080078125,4870.39,4912.52
651,18.0754,3255000,36.536,651,-2398.8798828125,4854.41,4915.03
652,17.0641,3260000,35.7126,652,-2421.69384765625,4906.89,4954.5
653,17.1708,3265000,35.7552,653,-2410.479736328125,4838.29,4873.15
654,18.4041,3270000,36.985,654,-2508.85498046875,4816.45,4844.18
655,20.649,3275000,35.6714,655,-2783.56005859375,4422.2,4930.4
656,17.2008,3280000,35.654,656,-2505.599365234375,4833.42,4883.79
657,29.858,3285000,36.7198,657,-4210.71728515625,3972.89,4763.52
658,24.7965,3290000,36.3281,658,-3801.951416015625,4410.55,4885.72
659,16.0838,3295000,35.8084,659,-2455.320068359375,4809.7,4841.48
660,16.0023,3300000,35.4298,660,-2416.6796875,4856.38,4923.72
661,15.6633,3305000,34.8626,661,-2634.48779296875,4866.24,4874.77
662,17.0288,3310000,35.5319,662,-2506.071044921875,4837.07,4869.6
663,16.0742,3315000,35.4523,663,-2676.71044921875,4733.8,4772.05
664,14.7045,3320000,35.4529,664,-2473.052001953125,4791.5,4827.22
665,16.3106,3325000,35.0702,665,-2562.0234375,4835.65,4873.89
666,17.6023,3330000,35.5924,666,-2684.001220703125,4708.79,4793.77
667,18.1822,3335000,35.5292,667,-2614.94189453125,4842.9,4933.19
668,16.0135,3340000,34.2254,668,-2443.826904296875,5003.28,5119.65
669,16.2716,3345000,34.6061,669,-2634.488037109375,4757.33,4817.38
670,14.8543,3350000,34.2107,670,-2554.6708984375,4754.97,4788.19
671,15.6796,3355000,34.6713,671,-2621.221435546875,4776.17,4828.18
672,14.8817,3360000,34.9007,672,-2665.093505859375,4499.96,4821.02
673,50.186,3365000,42.4269,673,-6511.30615234375,341.02,159.13
674,27.3095,3370000,40.4594,674,-4944.0634765625,1483.57,270.98
675,34.3654,3375000,40.3958,675,-5416.6328125,3288.82,2797.33
676,21.31,3380000,38.0282,676,-2999.530517578125,4311.25,4471.42
677,19.1973,3385000,36.8668,677,-2535.986083984375,4618.51,4678.22
678,31.3637,3390000,45.3553,678,-6364.43212890625,74.33,23.98
679,20.9118,3395000,37.813,679,-2851.659912109375,4560.19,4610.65
680,16.9314,3400000,35.4704,680,-2569.26025390625,4740.47,4789.92
681,21.3088,3405000,35.4751,681,-3987.724609375,3770.01,3450.82
682,16.627,3410000,33.8875,682,-2283.552978515625,5001.08,5127.83
683,16.1522,3415000,34.1423,683,-2515.984375,4864.97,4937.64
684,16.3624,3420000,34.7512,684,-2600.251708984375,4861.5,4949.71
685,15.7212,3425000,34.6589,685,-2474.326171875,5021.96,5123.08
686,15.6948,3430000,34.3895,686,-2309.45849609375,5057.16,5120.88
687,15.8144,3435000,33.533,687,-2338.97509765625,5045.31,5156.29
688,15.3878,3440000,33.8203,688,-2310.77978515625,4848.12,5135.25
689,15.1581,3445000,34.1133,689,-2406.3623046875,5022.5,5092.79
690,15.1586,3450000,34.0331,690,-2319.640380859375,5005.63,5019.05
691,15.7092,3455000,34.3996,691,-2277.86767578125,4976.12,4997.59
692,16.1646,3460000,34.7441,692,-2314.3154296875,5019.81,5039.62
693,16.3603,3465000,34.1421,693,-2212.145751953125,5017.45,5029.32
694,16.6369,3470000,34.2841,694,-2165.799072265625,5031.81,5101.79
695,16.904,3475000,34.6088,695,-2302.12548828125,5101.63,5145.4
696,16.9017,3480000,34.5556,696,-2151.85302734375,5120.21,5178.26
697,16.9628,3485000,35.1963,697,-2329.931396484375,5078.91,5133.62
698,16.5407,3490000,35.1617,698,-2282.33154296875,5122.62,5199.57
699,15.8367,3495000,35.0463,699,-2485.78076171875,4984.22,5070.4
700,16.7897,3500000,35.3973,700,-2469.720458984375,4943.29,5037.45
701,14.9246,3505000,34.8988,701,-2450.2861328125,4916.76,4984.0
702,15.5188,3510000,36.4563,702,-2783.140625,4983.52,5026.07
703,14.9143,3515000,35.4753,703,-2712.09765625,4944.46,5031.52
704,16.363,3520000,36.5897,704,-3289.4736328125,4786.88,4819.32
705,14.2235,3525000,35.9114,705,-2703.53173828125,4900.99,4852.45
706,14.9811,3530000,36.1246,706,-2766.018798828125,4934.96,4996.22
707,16.3083,3535000,36.3411,707,-2982.349853515625,4824.41,4849.94
708,15.8558,3540000,36.518,708,-2886.111328125,4925.77,4950.18
709,16.2635,3545000,37.1122,709,-2888.25048828125,4834.57,4884.97
710,15.7369,3550000,36.7063,710,-2913.470703125,4873.39,4946.18
711,16.2421,3555000,36.5789,711,-2919.276123046875,4917.66,4952.08
712,16.2393,3560000,36.2464,712,-2762.33544921875,4960.07,5016.17
713,15.7281,3565000,35.5141,713,-2679.8125,4934.38,4959.84
714,15.0948,3570000,35.0306,714,-2586.800048828125,4933.33,4988.84
715,15.4603,3575000,34.4487,715,-2481.8505859375,4983.44,5050.06
716,15.058,3580000,34.6346,716,-2610.847412109375,4998.57,5012.66
717,15.8486,3585000,35.7903,717,-2674.632080078125,4999.27,5029.54
718,16.3084,3590000,35.4918,718,-2610.0732421875,4972.36,4976.48
719,16.3679,3595000,35.3122,719,-2565.69873046875,4962.92,4978.07
720,15.5533,3600000,35.0766,720,-2476.27294921875,4778.3,5021.18
721,15.943,3605000,35.2033,721,-2495.809814453125,5022.75,5118.1
722,17.9321,3610000,35.9775,722,-2459.2265625,5054.33,5119.46
723,18.655,3615000,35.8902,723,-2657.380615234375,4947.03,4987.86
724,17.1394,3620000,35.8464,724,-2509.6748046875,4998.72,4957.07
725,17.1475,3625000,35.9889,725,-2662.16943359375,4854.51,4846.3
726,16.5825,3630000,36.4758,726,-2744.581298828125,4854.15,4901.21
727,16.7776,3635000,36.0462,727,-2705.9365234375,4930.05,5103.33
728,18.2672,3640000,36.9035,728,-2659.171142578125,4868.5,4977.67
729,15.9632,3645000,35.9565,729,-2668.611328125,4782.15,4842.81
730,15.1837,3650000,35.5113,730,-2626.6396484375,4897.83,4959.07
731,15.4144,3655000,35.4957,731,-2556.264404296875,4876.86,4883.66
732,15.4924,3660000,35.7098,732,-2685.0322265625,4706.87,4892.2
733,15.1886,3665000,34.8835,733,-2463.3662109375,4979.52,4992.92
734,15.4621,3670000,35.5423,734,-2710.510009765625,4820.61,4871.81
735,15.1043,3675000,35.3768,735,-2534.779541015625,4872.74,4874.53
736,14.6566,3680000,35.5479,736,-2547.438720703125,4872.41,4888.84
737,15.1954,3685000,35.512,737,-2557.1123046875,4915.29,4960.39
738,15.3669,3690000,35.402,738,-2557.957763671875,4938.61,4977.98
739,14.1477,3695000,34.7495,739,-2497.935302734375,4955.95,5012.28
740,14.8412,3700000,35.6638,740,-2463.095947265625,4950.31,5009.58
741,16.0807,3705000,36.3976,741,-2705.222412109375,4830.77,4896.95
742,15.8939,3710000,35.2563,742,-2514.983154296875,4742.69,4983.11
743,15.0526,3715000,35.2669,743,-2420.413818359375,4777.85,5011.97
744,15.1972,3720000,34.6519,744,-2426.00830078125,4994.02,5048.1
745,14.6151,3725000,34.3359,745,-2356.165771484375,4789.76,5050.72
746,18.1352,3730000,34.7175,746,-2911.72216796875,4806.63,1167.72
747,15.3275,3735000,35.3949,747,-2916.9072265625,4891.4,4980.34
748,14.5641,3740000,34.552,748,-2775.0009765625,4909.44,4998.72
749,16.1365,3745000,35.5259,749,-3147.153564453125,4236.0,4863.22
750,15.1378,3750000,35.1766,750,-2562.184326171875,4944.93,5016.77
751,16.0796,3755000,34.8633,751,-2712.187255859375,4966.29,5030.51
752,14.8245,3760000,34.7755,752,-2588.259521484375,4834.45,4777.17
753,14.7681,3765000,34.568,753,-2439.675048828125,4948.26,4983.66
754,15.2441,3770000,34.8261,754,-2426.26953125,4959.2,5013.12
755,16.1846,3775000,36.163,755,-2712.3505859375,4657.7,4941.43
756,19.3006,3780000,35.2077,756,-2852.711669921875,4993.06,5027.49
757,15.497,3785000,35.1025,757,-2481.06884765625,4929.83,5070.64
758,15.5612,3790000,34.9162,758,-2456.384521484375,4966.47,4974.05
759,16.4334,3795000,36.0431,759,-2683.119873046875,4885.54,4933.19
760,16.2177,3800000,35.0173,760,-2377.9033203125,4971.88,5030.66
761,15.6587,3805000,34.3674,761,-2227.663330078125,5031.71,5086.1
762,15.7896,3810000,34.879,762,-2373.369140625,5008.71,5056.3
763,20.0364,3815000,34.6946,763,-2771.6435546875,4751.03,5012.86
764,16.4558,3820000,34.9678,764,-2260.949462890625,5083.05,5108.35
765,19.6924,3825000,34.2652,765,-2708.806396484375,5078.93,5132.64
