Running Reverse KL,Real Sto Return,Real Det Return,Running Update Time,Running Env Steps,Itration,Running Forward KL,Reward Loss
20.7528,4481.63,4652.07,781,3905000,781,43.0247,-55565.7421875
19.9381,4128.61,4651.09,782,3910000,782,42.8098,-55945.57421875
20.7464,4586.54,4595.72,783,3915000,783,43.0442,-56401.44921875
19.6314,4511.66,4632.28,784,3920000,784,43.2573,-56481.03125
20.747,3910.08,4528.89,785,3925000,785,43.3387,-56453.265625
19.4723,4585.28,4583.24,786,3930000,786,43.1236,-55728.55859375
20.3694,4611.7,4621.38,787,3935000,787,43.0451,-56958.83984375
19.8339,4560.02,4530.21,788,3940000,788,43.0478,-55721.56640625
19.5772,4320.45,4599.23,789,3945000,789,42.9743,-55448.9296875
20.1365,4515.94,4551.13,790,3950000,790,43.1507,-55448.95703125
21.1675,4523.36,4579.77,791,3955000,791,43.0949,-55055.33203125
20.0096,4457.42,4553.22,792,3960000,792,43.1567,-55739.43359375
19.2995,4587.38,4574.28,793,3965000,793,42.7336,-56301.11328125
20.3574,3924.24,4564.34,794,3970000,794,43.0059,-55854.41015625
18.9386,4449.05,4569.65,795,3975000,795,43.0435,-55797.94921875
20.2999,4570.68,4513.46,796,3980000,796,43.1739,-57268.0546875
19.5475,4294.61,4488.46,797,3985000,797,43.0402,-55117.5390625
19.3536,4247.22,4538.92,798,3990000,798,43.1362,-56322.3671875
20.1263,4425.92,4508.27,799,3995000,799,43.182,-55663.296875
19.3614,4437.77,4575.94,800,4000000,800,43.3777,-56898.1875
20.6862,4143.43,4606.13,801,4005000,801,43.3464,-56250.72265625
19.4514,4317.19,4585.58,802,4010000,802,43.1612,-55851.12890625
18.8255,4411.69,4497.69,803,4015000,803,43.2816,-55872.20703125
21.002,4275.81,4522.31,804,4020000,804,43.3246,-55575.1640625
19.5066,4208.88,4468.41,805,4025000,805,43.2798,-57154.1953125
18.6326,4329.51,4555.92,806,4030000,806,43.3339,-56419.4765625
19.4051,4433.13,4510.45,807,4035000,807,42.8146,-56317.7734375
18.9055,4486.84,4564.35,808,4040000,808,42.9951,-56506.4375
19.3332,4513.69,4527.59,809,4045000,809,43.1223,-57808.10546875
18.3596,4528.43,4528.95,810,4050000,810,42.7375,-56748.60546875
19.3661,4455.28,4543.01,811,4055000,811,43.0209,-57595.578125
20.0778,4567.67,4550.37,812,4060000,812,43.3161,-57799.29296875
20.0959,3816.72,4487.37,813,4065000,813,43.6259,-57932.75390625
19.782,4519.92,4495.65,814,4070000,814,43.1964,-59126.42578125
19.661,4555.96,4543.65,815,4075000,815,42.9402,-58333.06640625
19.9908,4554.82,4497.74,816,4080000,816,43.2323,-57642.625
20.5265,4489.99,4558.1,817,4085000,817,43.448,-57437.12890625
19.854,4589.94,4574.62,818,4090000,818,43.329,-57864.85546875
20.4128,4602.16,4582.14,819,4095000,819,43.2393,-57688.31640625
20.9562,4559.67,4539.48,820,4100000,820,43.4559,-57930.2265625
20.3758,4533.09,4548.06,821,4105000,821,43.0608,-57723.390625
20.5261,4513.12,4484.09,822,4110000,822,43.1817,-56164.80078125
24.6694,4554.72,4521.57,823,4115000,823,43.4624,-53162.05859375
19.8223,4542.5,4502.93,824,4120000,824,43.3723,-55821.90625
19.9722,4526.7,4465.47,825,4125000,825,43.0609,-56169.2890625
20.0897,4586.96,4564.81,826,4130000,826,43.0916,-58067.75390625
19.2105,4547.75,4567.1,827,4135000,827,43.2805,-57446.8515625
19.7177,4472.99,4484.98,828,4140000,828,43.1764,-57087.90625
19.2589,4516.66,4477.91,829,4145000,829,43.2741,-56232.07421875
19.6369,4538.04,4522.6,830,4150000,830,43.3572,-56924.01953125
19.3863,4416.42,4449.59,831,4155000,831,43.4246,-57722.62890625
19.7304,4475.33,4418.64,832,4160000,832,43.3891,-58104.06640625
19.3045,4437.32,4420.59,833,4165000,833,43.077,-57830.93359375
19.5959,4476.05,4429.19,834,4170000,834,43.2976,-58255.51953125
19.9383,4476.62,4452.35,835,4175000,835,43.1452,-57202.875
18.8313,4397.86,4356.27,836,4180000,836,43.3044,-57614.484375
18.7206,4360.43,4309.53,837,4185000,837,43.1189,-57179.51171875
19.2159,4458.22,4433.7,838,4190000,838,43.5753,-58937.98046875
20.1715,4474.96,4473.56,839,4195000,839,43.5967,-60579.44921875
19.7758,4494.71,4454.38,840,4200000,840,43.3224,-58881.890625
19.3009,4358.18,4476.24,841,4205000,841,43.2545,-58596.3671875
18.8574,4425.44,4409.78,842,4210000,842,43.576,-58283.2890625
19.9803,4512.46,4481.44,843,4215000,843,43.347,-58778.59375
20.5835,4496.59,4453.45,844,4220000,844,43.1388,-58894.44921875
19.6841,4490.25,4450.28,845,4225000,845,43.2204,-57998.0859375
20.0834,4467.17,4417.47,846,4230000,846,43.5513,-61295.0390625
24.5662,4456.32,4412.48,847,4235000,847,43.5701,-57548.78515625
20.5852,4395.52,4439.57,848,4240000,848,43.5782,-58805.60546875
21.8519,4135.46,4467.86,849,4245000,849,43.1795,-59861.67578125
19.7971,4447.67,4527.51,850,4250000,850,43.3631,-59616.45703125
24.71,4347.66,4559.57,851,4255000,851,43.5856,-60078.63671875
26.6983,4465.91,4565.17,852,4260000,852,43.2372,-59162.60546875
19.7492,4315.67,4526.36,853,4265000,853,43.4663,-60506.546875
19.5478,3988.46,4552.31,854,4270000,854,43.2814,-59348.30078125
68.4472,2795.09,4430.21,855,4275000,855,43.8075,-55680.47265625
31.7094,1034.7,988.47,856,4280000,856,54.3636,-50311.125
92.7055,-29.57,-29.35,857,4285000,857,55.6503,-46195.15234375
75.429,434.11,356.24,858,4290000,858,51.0679,-46305.26953125
49.2414,700.99,776.97,859,4295000,859,48.7532,-48371.55859375
33.8014,1141.3,1269.41,860,4300000,860,48.1255,-54017.16796875
29.627,3469.86,3474.25,861,4305000,861,47.3541,-54654.1640625
44.5311,3002.88,3669.24,862,4310000,862,44.8982,-49499.44921875
31.4459,3021.89,3529.91,863,4315000,863,45.3314,-53208.23828125
29.9597,2818.18,3463.38,864,4320000,864,44.8024,-58257.96875
23.1901,3727.13,4313.66,865,4325000,865,43.9212,-59058.01171875
57.145,1896.26,2139.5,866,4330000,866,45.6252,-51076.671875
53.3798,3017.51,3141.89,867,4335000,867,45.2676,-50453.11328125
30.152,3814.4,3596.1,868,4340000,868,44.6312,-56227.953125
78.8041,1982.49,934.9,869,4345000,869,47.0682,-54770.14453125
44.4804,2259.41,1676.16,870,4350000,870,45.3693,-52823.0625
41.5522,2541.42,3741.94,871,4355000,871,45.1541,-54737.6875
28.1557,3529.55,3344.76,872,4360000,872,44.2868,-59792.79296875
27.6579,4078.88,4164.8,873,4365000,873,43.9649,-62450.48828125
25.134,4615.25,4524.48,874,4370000,874,43.3424,-61696.2265625
27.6492,4202.89,4704.44,875,4375000,875,43.2414,-60296.35546875
26.2056,4143.75,4659.1,876,4380000,876,43.2822,-59255.72265625
34.591,3810.44,4663.04,877,4385000,877,43.7612,-56354.5625
32.3233,4039.0,4604.54,878,4390000,878,43.6457,-56184.203125
23.1305,3916.56,4526.27,879,4395000,879,43.3081,-59765.75390625
21.9477,4463.47,4398.91,880,4400000,880,43.3792,-60395.3203125
22.13,4481.79,4463.16,881,4405000,881,43.6249,-61385.90625
25.792,4329.34,4445.65,882,4410000,882,43.8645,-58404.80078125
22.737,4509.63,4436.76,883,4415000,883,43.8019,-58941.18359375
22.4599,4495.06,4478.81,884,4420000,884,43.0194,-60160.6484375
22.3291,4531.02,4472.46,885,4425000,885,43.6361,-60487.90625
22.1284,4539.58,4465.16,886,4430000,886,44.1759,-61686.15625
23.0136,4454.63,4545.72,887,4435000,887,44.11,-62549.39453125
22.6949,4586.17,4495.76,888,4440000,888,44.0847,-61511.6328125
23.0388,4182.6,4570.63,889,4445000,889,44.7822,-62277.73046875
23.3732,4656.95,4603.26,890,4450000,890,44.2215,-62626.4140625
22.5868,4623.5,4576.07,891,4455000,891,43.7641,-62261.359375
22.2086,4592.35,4545.19,892,4460000,892,43.7564,-63134.3125
22.7662,4520.5,4490.55,893,4465000,893,43.9301,-61677.44140625
22.8949,4555.1,4530.7,894,4470000,894,44.607,-63997.69921875
22.3664,4559.88,4505.35,895,4475000,895,44.0396,-62408.57421875
22.3327,4549.42,4476.52,896,4480000,896,44.1189,-63253.30859375
21.6575,4491.38,4457.08,897,4485000,897,44.3292,-60874.70703125
21.5477,4529.05,4424.55,898,4490000,898,44.3746,-61012.78125
20.9705,4512.13,4430.49,899,4495000,899,44.2513,-61113.421875
22.1334,4529.18,4475.56,900,4500000,900,44.1734,-61764.45703125
22.2941,4541.34,4512.3,901,4505000,901,44.044,-62550.3203125
22.3861,4506.26,4442.97,902,4510000,902,44.2591,-59665.84765625
22.217,4574.1,4564.73,903,4515000,903,44.7682,-62243.796875
21.5432,4540.72,4411.35,904,4520000,904,44.282,-60984.640625
22.4319,4566.89,4490.47,905,4525000,905,44.1589,-63023.50390625
21.9252,4546.04,4428.37,906,4530000,906,44.3118,-61275.1796875
22.0565,4543.39,4450.36,907,4535000,907,44.1147,-62422.7265625
21.7415,4378.17,4416.06,908,4540000,908,44.1338,-61590.84375
21.4233,4473.11,4356.74,909,4545000,909,44.1985,-60544.765625
22.052,4521.94,4404.75,910,4550000,910,44.3908,-60883.859375
22.122,4578.68,4514.75,911,4555000,911,43.8165,-61124.74609375
22.4563,4577.6,4513.04,912,4560000,912,44.6106,-61941.8515625
21.9307,4528.76,4440.04,913,4565000,913,44.0389,-61130.27734375
21.4365,4503.78,4417.48,914,4570000,914,44.5102,-61153.5078125
21.7375,4555.18,4478.82,915,4575000,915,44.5992,-60979.08984375
