Real Det Return,Running Env Steps,Reward Loss,Real Sto Return,Itration,Running Forward KL,Running Reverse KL,Running Update Time
4207.6,465000,-1851.7105712890625,4220.37,93,39.4192,15.7221,93
4382.63,470000,-1818.9163818359375,4387.02,94,39.064,16.0057,94
4389.09,475000,-1875.7711181640625,4318.12,95,39.7589,15.5008,95
4540.96,480000,-1883.021484375,4458.18,96,40.0808,19.3658,96
4418.53,485000,-1896.7169189453125,4306.3,97,40.0999,16.8241,97
4476.07,490000,-1928.6287841796875,4238.68,98,39.1844,16.4705,98
4528.18,495000,-2086.033447265625,4143.85,99,40.1663,16.7537,99
4382.78,500000,-1996.337158203125,4201.93,100,39.4932,16.8611,100
4504.98,505000,-1995.1051025390625,4468.24,101,40.8789,18.581,101
4422.56,510000,-2032.3829345703125,4306.67,102,38.9927,16.1225,102
4478.47,515000,-2055.392333984375,4463.94,103,39.097,18.2101,103
4330.23,520000,-2109.7431640625,4294.23,104,39.5141,15.5906,104
4392.88,525000,-2114.064697265625,4373.94,105,39.4065,15.7684,105
4262.23,530000,-2137.76025390625,4327.09,106,39.28,16.3199,106
4450.02,535000,-2474.256103515625,3405.14,107,41.6393,15.549,107
4356.57,540000,-2195.115478515625,3471.43,108,39.9846,15.1659,108
4621.77,545000,-2202.215576171875,4468.59,109,39.1681,16.3952,109
4441.2,550000,-2433.552978515625,4071.06,110,39.7202,15.7364,110
4376.11,555000,-2416.096923828125,4331.64,111,40.0088,16.3843,111
4387.38,560000,-2272.51513671875,4437.82,112,39.8238,16.7815,112
4335.27,565000,-2281.330322265625,4361.04,113,39.7557,17.549,113
4541.24,570000,-2261.61962890625,4457.86,114,39.5031,17.5806,114
4567.95,575000,-2237.27490234375,4399.02,115,39.2449,15.7272,115
4348.26,580000,-2422.665771484375,4316.58,116,40.1967,17.5926,116
4607.62,585000,-2589.404052734375,4501.51,117,39.2864,14.703,117
4635.34,590000,-2543.5673828125,4526.74,118,39.8271,18.2873,118
4250.62,595000,-2463.45458984375,4368.06,119,39.7307,17.2388,119
4674.04,600000,-2342.068603515625,4544.11,120,38.5325,15.721,120
4547.49,605000,-2478.629638671875,4442.92,121,38.2272,15.6095,121
4513.0,610000,-2425.412353515625,4482.73,122,38.443,14.4308,122
4500.81,615000,-2765.534423828125,4459.79,123,39.3348,15.2964,123
4531.89,620000,-2655.47314453125,4432.42,124,39.4942,16.8201,124
4369.26,625000,-2627.96826171875,4429.06,125,38.0364,16.3111,125
4639.64,630000,-2582.33544921875,4542.52,126,38.5877,15.1043,126
4377.97,635000,-2471.999755859375,4199.5,127,37.6884,14.159,127
4413.66,640000,-2863.85498046875,4288.01,128,38.3708,15.9491,128
3638.01,645000,-2984.245361328125,3955.9,129,39.4055,13.6985,129
4769.46,650000,-2772.7353515625,4292.66,130,40.1911,17.4884,130
4742.09,655000,-2782.75830078125,4618.52,131,38.2448,14.0763,131
4461.08,660000,-2703.530029296875,4151.62,132,37.7891,13.5493,132
4737.24,665000,-2907.71142578125,4512.17,133,38.1721,15.274,133
4339.14,670000,-2773.606201171875,4426.4,134,39.3727,15.9488,134
4464.72,675000,-2887.839111328125,4466.23,135,39.046,14.5967,135
4529.62,680000,-3023.41259765625,4458.51,136,39.6117,16.5277,136
4478.91,685000,-3028.553955078125,4478.68,137,39.3162,16.2053,137
4672.6,690000,-2979.569091796875,4567.15,138,38.8712,15.8956,138
4608.33,695000,-3079.66015625,4554.51,139,39.1565,16.7143,139
4520.43,700000,-2847.468017578125,4537.03,140,38.4367,16.6485,140
4360.43,705000,-3039.058837890625,4408.19,141,38.6827,15.9844,141
4433.77,710000,-3558.68212890625,4270.46,142,40.4191,17.3213,142
4446.91,715000,-3148.830078125,4236.15,143,38.402,14.7911,143
4750.66,720000,-3048.824951171875,4462.97,144,37.8071,13.9378,144
4415.61,725000,-2969.070556640625,4544.36,145,38.7115,15.4611,145
4541.48,730000,-3008.26123046875,4590.98,146,38.3098,15.8687,146
4608.32,735000,-3294.898193359375,4522.24,147,38.6652,16.11,147
4730.91,740000,-3434.235595703125,4615.53,148,40.1515,17.2266,148
4563.5,745000,-3258.16259765625,4531.9,149,39.8807,15.8739,149
4793.18,750000,-3276.67529296875,4581.15,150,38.7666,16.037,150
4534.09,755000,-3389.92138671875,4484.57,151,39.3442,13.8205,151
2276.47,760000,-3491.646240234375,4068.05,152,38.8428,15.189,152
4593.77,765000,-4196.978515625,2625.64,153,40.9833,28.1648,153
4555.62,770000,-3535.238525390625,4521.44,154,40.0885,18.2234,154
2997.06,775000,-3971.099609375,3192.82,155,40.1376,15.7293,155
4660.63,780000,-3692.1962890625,4566.14,156,38.6346,15.088,156
4653.25,785000,-3507.043212890625,4545.81,157,40.1647,17.5183,157
3241.08,790000,-3891.9208984375,3751.36,158,39.4268,14.9721,158
4495.1,795000,-4061.580810546875,4391.3,159,40.7881,18.3393,159
4520.87,800000,-3927.349853515625,4452.45,160,39.4521,15.5443,160
4670.87,805000,-3953.132568359375,4564.64,161,38.9171,16.9744,161
4256.85,810000,-4183.16943359375,4279.3,162,38.8722,17.9145,162
4561.49,815000,-3707.9619140625,4457.5,163,37.9227,15.5803,163
4596.82,820000,-3757.676513671875,4487.84,164,36.6943,14.3928,164
4424.52,825000,-3640.36181640625,4514.44,165,37.8354,16.1391,165
4382.75,830000,-3716.984619140625,4414.79,166,38.3149,15.0871,166
4693.23,835000,-3939.11767578125,4547.6,167,39.0963,15.6287,167
4570.41,840000,-3983.67041015625,4450.8,168,39.4082,15.9999,168
4719.85,845000,-3893.4912109375,4319.19,169,38.7667,14.1496,169
4657.1,850000,-3827.37744140625,4524.38,170,38.3144,15.6308,170
4295.63,855000,-3953.950927734375,4523.09,171,38.0259,14.7721,171
4566.73,860000,-3892.1845703125,4631.42,172,37.2749,15.2521,172
4800.01,865000,-3955.746826171875,4640.89,173,37.8484,14.4003,173
4669.52,870000,-4021.516357421875,4603.34,174,37.3774,14.212,174
4628.28,875000,-3929.845703125,4362.99,175,37.4606,14.9656,175
4743.46,880000,-4068.445068359375,4601.64,176,38.8781,14.981,176
4770.71,885000,-4071.443359375,4440.25,177,37.6964,14.3237,177
4727.54,890000,-4130.73291015625,4485.13,178,37.3453,13.9081,178
4833.4,895000,-4865.60302734375,4120.05,179,38.1423,12.2866,179
4715.97,900000,-4389.11962890625,3728.18,180,37.4851,16.5271,180
4832.62,905000,-4344.2451171875,4617.05,181,37.8788,15.2867,181
4932.16,910000,-4372.87158203125,4704.77,182,38.9116,15.843,182
4687.84,915000,-4279.8056640625,4615.44,183,37.5011,15.2277,183
4244.62,920000,-5128.45166015625,3260.03,184,41.6271,16.4737,184
4790.99,925000,-4594.26806640625,4551.96,185,37.744,13.9484,185
4721.97,930000,-4384.8486328125,4639.9,186,38.1111,15.0408,186
4768.08,935000,-4012.918701171875,4686.94,187,37.1178,13.9075,187
4756.27,940000,-4291.34521484375,4670.94,188,37.0254,13.9592,188
4632.11,945000,-4531.75146484375,4582.26,189,38.5001,14.7142,189
4984.5,950000,-4164.7900390625,4802.22,190,38.6832,16.712,190
4914.79,955000,-3939.687255859375,4825.32,191,37.6768,15.4472,191
4805.43,960000,-4583.0517578125,4640.34,192,38.5968,15.9572,192
4807.26,965000,-4990.20751953125,4586.31,193,38.3263,15.3162,193
4875.71,970000,-4731.01513671875,4627.86,194,37.6568,14.9756,194
4884.31,975000,-4523.69482421875,4703.71,195,36.3115,13.8429,195
4821.13,980000,-4372.0,4768.94,196,36.9027,14.1651,196
4800.39,985000,-4547.10205078125,4706.37,197,36.9717,14.4667,197
4847.34,990000,-4960.8056640625,4696.45,198,37.5124,14.6433,198
4916.17,995000,-5217.99365234375,4685.72,199,38.6792,13.3507,199
4841.53,1000000,-4513.83154296875,4726.25,200,37.3279,14.3892,200
4893.19,1005000,-4684.43896484375,4608.99,201,37.6371,14.78,201
4838.8,1010000,-4782.529296875,4653.18,202,38.0392,15.2173,202
4874.72,1015000,-4902.00390625,4678.95,203,37.4934,14.4748,203
5007.01,1020000,-4791.4921875,4720.97,204,37.5919,14.9413,204
5088.04,1025000,-4413.736328125,4900.0,205,37.2858,15.032,205
5054.95,1030000,-4596.65478515625,4762.87,206,37.4389,14.728,206
5105.87,1035000,-4514.09423828125,4824.69,207,36.9721,14.3301,207
5080.89,1040000,-4662.916015625,4791.78,208,36.8675,14.3942,208
4921.22,1045000,-4943.0341796875,4710.88,209,36.8963,13.9638,209
4971.37,1050000,-5118.26953125,4732.06,210,37.3407,14.8153,210
4751.24,1055000,-5157.537109375,4675.91,211,37.285,14.4035,211
4743.66,1060000,-5200.78515625,4443.43,212,38.0009,13.2118,212
4464.73,1065000,-5797.33740234375,4258.64,213,39.0923,13.9157,213
4790.09,1070000,-5013.49755859375,4644.93,214,38.8142,15.1464,214
4888.88,1075000,-4802.09130859375,4726.49,215,37.9541,14.29,215
4969.82,1080000,-5182.98681640625,4759.29,216,37.1675,13.7343,216
4943.08,1085000,-5280.77197265625,4747.39,217,38.2527,15.3478,217
4869.08,1090000,-5350.33837890625,4736.13,218,38.1783,16.065,218
4870.11,1095000,-5361.0732421875,4756.3,219,38.2828,15.2205,219
4851.02,1100000,-5710.7412109375,4613.34,220,38.8827,14.9635,220
4842.9,1105000,-5982.73486328125,4930.87,221,37.8665,15.6219,221
4868.32,1110000,-5058.5263671875,4760.29,222,36.7311,14.0458,222
4973.26,1115000,-5443.326171875,4316.49,223,38.0523,15.2882,223
5002.46,1120000,-5201.7666015625,4848.02,224,37.9697,15.344,224
4973.88,1125000,-5480.3740234375,4778.43,225,38.2734,15.8419,225
5096.19,1130000,-5106.37158203125,4685.59,226,37.4188,15.029,226
5127.67,1135000,-5289.873046875,4987.8,227,37.1092,16.0456,227
4838.35,1140000,-5731.7412109375,4880.59,228,38.2915,17.4536,228
5216.4,1145000,-4899.70654296875,5052.26,229,36.9615,16.129,229
5011.27,1150000,-4958.31884765625,4974.3,230,35.6439,14.9014,230
5197.48,1155000,-5338.0693359375,5002.09,231,36.6414,14.6505,231
4363.88,1160000,-5979.6982421875,4797.44,232,35.8457,12.4908,232
5089.34,1165000,-5380.45263671875,4964.22,233,36.0694,13.9733,233
5144.43,1170000,-5197.78759765625,4945.14,234,35.8546,14.7086,234
4517.51,1175000,-6237.3818359375,4513.87,235,35.903,12.8502,235
5192.66,1180000,-5923.27001953125,5020.87,236,36.325,15.5308,236
4895.92,1185000,-6139.37890625,4568.69,237,36.8131,13.6474,237
4854.87,1190000,-6567.3486328125,4051.89,238,37.1636,21.9673,238
5142.43,1195000,-5373.63232421875,5017.78,239,35.7453,13.4288,239
5035.03,1200000,-6248.31591796875,4913.72,240,37.7207,15.3236,240
4520.8,1205000,-5841.81689453125,4719.49,241,36.2042,16.352,241
4861.0,1210000,-7010.6689453125,4855.3,242,38.3202,14.9807,242
4843.59,1215000,-6532.7490234375,4670.67,243,36.802,15.739,243
4698.61,1220000,-6398.57373046875,4686.22,244,37.5061,14.8438,244
5025.26,1225000,-6775.830078125,4863.74,245,38.8795,17.3989,245
4637.14,1230000,-7064.48388671875,4718.25,246,38.5924,17.4386,246
4573.69,1235000,-7160.89306640625,4636.54,247,38.5567,15.7067,247
4822.62,1240000,-6604.13623046875,4074.37,248,36.716,15.7197,248
4641.27,1245000,-7400.19384765625,3874.46,249,37.5715,17.2297,249
5004.97,1250000,-8302.01953125,4045.11,250,40.5866,16.6006,250
4849.58,1255000,-7886.81201171875,2821.28,251,38.4863,13.466,251
644.97,1260000,-7708.62841796875,2983.98,252,38.0181,13.44,252
4973.75,1265000,-7021.68017578125,4829.54,253,38.6219,17.0236,253
4527.88,1270000,-7608.982421875,4418.23,254,38.4909,16.2481,254
4908.19,1275000,-7673.4345703125,4824.44,255,38.1119,16.2129,255
4853.7,1280000,-7768.40576171875,4386.23,256,38.3915,15.3998,256
5103.43,1285000,-7335.15966796875,4856.04,257,37.6629,15.0363,257
4981.74,1290000,-7899.7529296875,4330.53,258,38.4768,16.2212,258
4782.97,1295000,-7002.10888671875,4796.42,259,37.3901,14.4755,259
5034.69,1300000,-7010.56494140625,4921.66,260,37.2788,14.9716,260
5044.11,1305000,-7487.94384765625,4882.81,261,37.8922,16.4602,261
5115.91,1310000,-7886.04296875,4880.8,262,38.8724,16.9106,262
5057.84,1315000,-7040.00634765625,4910.19,263,37.0362,15.0831,263
4948.78,1320000,-8099.794921875,4369.09,264,38.4444,14.7491,264
5055.01,1325000,-7803.22412109375,4802.75,265,38.9151,16.7257,265
5048.56,1330000,-6644.9306640625,4928.33,266,37.3703,14.947,266
4860.25,1335000,-6897.3486328125,4869.24,267,36.6174,14.5418,267
5072.7,1340000,-7341.1650390625,4930.85,268,38.2018,15.4529,268
5083.15,1345000,-7447.62060546875,4656.68,269,38.5849,16.8607,269
5119.44,1350000,-7427.8115234375,4725.14,270,37.9665,16.4032,270
4832.28,1355000,-8341.068359375,4490.6,271,38.8632,15.4989,271
4979.14,1360000,-8408.689453125,4525.64,272,38.9333,15.9271,272
5034.26,1365000,-7375.1025390625,4921.9,273,38.0088,15.8252,273
4349.02,1370000,-7786.767578125,4702.92,274,38.8686,17.6964,274
4990.59,1375000,-7956.97607421875,4651.31,275,38.5125,16.3889,275
4963.64,1380000,-7622.01171875,4873.31,276,37.5009,16.3157,276
4971.45,1385000,-7232.06201171875,4690.48,277,37.1012,15.6731,277
5052.38,1390000,-7231.12353515625,4920.68,278,36.5606,14.5629,278
5024.94,1395000,-7541.63037109375,4931.58,279,37.2685,16.0501,279
5052.61,1400000,-7236.11328125,4896.49,280,35.9055,15.0933,280
4963.4,1405000,-7779.05322265625,4789.52,281,37.2562,15.7746,281
4203.95,1410000,-8167.0380859375,4794.55,282,37.7564,17.7906,282
5138.17,1415000,-7063.04833984375,4981.86,283,36.6604,14.9608,283
5177.02,1420000,-7622.0546875,4984.22,284,37.1372,16.2272,284
4856.02,1425000,-8256.63671875,4501.92,285,38.1264,14.7771,285
5142.87,1430000,-7628.1484375,4959.57,286,37.5519,15.5206,286
5159.35,1435000,-7508.38037109375,5031.1,287,37.0144,16.5038,287
5120.23,1440000,-7754.78564453125,4958.34,288,37.3055,15.7731,288
4979.39,1445000,-8863.13671875,4809.18,289,38.4687,17.2383,289
5100.17,1450000,-8045.9853515625,4876.94,290,38.0832,16.2098,290
5104.37,1455000,-8000.27880859375,4902.44,291,37.6457,15.6122,291
5134.65,1460000,-8072.578125,4870.24,292,37.282,15.5873,292
4925.71,1465000,-8024.30712890625,4252.04,293,36.9478,13.9451,293
4962.63,1470000,-7753.388671875,4860.06,294,36.5463,13.7288,294
5131.52,1475000,-8072.49609375,4950.81,295,36.3425,13.8266,295
5009.03,1480000,-8174.47509765625,4932.53,296,37.0964,14.571,296
4937.72,1485000,-8615.8330078125,4383.96,297,37.7622,14.6317,297
5031.8,1490000,-8505.3603515625,4571.44,298,36.4308,13.406,298
4183.52,1495000,-9069.89453125,4028.51,299,37.3199,13.851,299
4935.78,1500000,-7917.27490234375,4662.27,300,35.3438,12.7808,300
4891.64,1505000,-8679.9609375,4102.57,301,36.6554,14.3797,301
4548.38,1510000,-8815.9150390625,4644.83,302,37.3177,15.1513,302
4874.2,1515000,-9298.5478515625,4349.12,303,38.4726,16.2271,303
4605.95,1520000,-10116.9638671875,3748.02,304,38.7312,15.8648,304
4878.94,1525000,-9024.1689453125,4842.98,305,37.3935,13.1125,305
4948.62,1530000,-8862.0107421875,4895.7,306,37.8082,15.7255,306
4755.36,1535000,-9348.162109375,4755.31,307,38.6951,15.133,307
4994.87,1540000,-8880.39453125,4762.7,308,37.8665,14.4423,308
5086.14,1545000,-8729.5146484375,4921.34,309,37.6429,14.9447,309
4995.32,1550000,-8367.4765625,4938.17,310,37.283,13.8792,310
5156.4,1555000,-10969.2373046875,3779.79,311,38.4718,13.4198,311
5111.36,1560000,-8692.2060546875,3542.86,312,36.1704,13.7503,312
5042.69,1565000,-9649.330078125,4710.39,313,37.1772,13.8439,313
5127.75,1570000,-10408.25390625,4799.48,314,37.2657,13.553,314
3284.23,1575000,-11424.5126953125,2425.58,315,37.6343,12.7738,315
5198.73,1580000,-10557.447265625,4713.42,316,37.8627,14.7033,316
1447.79,1585000,-13352.82421875,2101.61,317,38.7665,11.5528,317
3634.24,1590000,-11085.03125,3967.57,318,38.2684,12.5909,318
4243.97,1595000,-9766.8681640625,3792.79,319,37.8352,12.4967,319
4533.14,1600000,-10721.185546875,3964.8,320,38.8479,13.4736,320
4479.09,1605000,-10008.0556640625,4628.09,321,37.4161,14.6149,321
4559.34,1610000,-11069.1435546875,4618.28,322,38.5086,15.4375,322
5174.71,1615000,-9866.5888671875,4920.15,323,36.633,14.2563,323
5024.09,1620000,-10597.7353515625,5017.92,324,38.3161,16.6059,324
5031.45,1625000,-10506.3193359375,4906.57,325,38.8814,16.4634,325
4924.97,1630000,-9411.9853515625,4640.24,326,37.8077,14.7232,326
5113.82,1635000,-10203.5390625,4997.22,327,36.9645,14.7665,327
4519.27,1640000,-9999.16796875,4835.64,328,36.1212,13.5579,328
4496.0,1645000,-9161.5947265625,4780.73,329,36.4165,12.9925,329
1673.3,1650000,-11652.1396484375,3611.18,330,37.8824,12.7451,330
4760.65,1655000,-9124.5419921875,4771.02,331,36.5349,12.6913,331
4522.27,1660000,-11428.92578125,3923.5,332,39.3635,17.7456,332
4872.37,1665000,-8830.4951171875,4755.01,333,35.2808,13.6275,333
4974.49,1670000,-12178.0908203125,4208.59,334,38.4621,15.3109,334
5072.84,1675000,-8828.130859375,4848.39,335,35.682,13.0299,335
4906.91,1680000,-10385.017578125,4738.67,336,36.9947,13.8977,336
4450.18,1685000,-11248.99609375,4221.61,337,36.6462,13.88,337
5120.56,1690000,-8929.1884765625,4952.14,338,34.9659,14.4821,338
5073.32,1695000,-8647.60546875,4993.36,339,35.2806,13.9058,339
5120.43,1700000,-9122.02734375,4816.48,340,34.9425,14.725,340
4749.3,1705000,-10485.8056640625,4685.1,341,37.0837,14.0049,341
4880.54,1710000,-9934.62890625,4781.31,342,36.2808,13.4818,342
4690.99,1715000,-9749.9267578125,4754.13,343,36.8987,13.2502,343
4808.85,1720000,-9910.353515625,4741.19,344,35.8372,12.4815,344
1535.8,1725000,-10973.4267578125,4442.01,345,36.0316,12.1766,345
4439.38,1730000,-11511.486328125,4439.0,346,37.7768,13.1342,346
4816.53,1735000,-10467.873046875,5017.2,347,37.1064,17.58,347
5100.4,1740000,-9657.990234375,5002.37,348,36.0054,14.48,348
5158.96,1745000,-10432.669921875,5005.0,349,37.7808,17.2646,349
4597.35,1750000,-10645.4775390625,4854.75,350,35.5647,13.6844,350
5075.73,1755000,-12192.73828125,4903.81,351,38.1701,18.2035,351
5290.67,1760000,-11386.8154296875,4987.86,352,37.746,19.1434,352
5191.03,1765000,-10300.6083984375,5043.78,353,36.4656,15.2709,353
5075.08,1770000,-11496.6357421875,4958.72,354,37.8197,17.6189,354
4766.37,1775000,-10517.8330078125,4913.42,355,35.4816,15.2214,355
4863.02,1780000,-10164.4765625,4929.78,356,35.4552,13.4766,356
5157.18,1785000,-12466.2373046875,4934.76,357,38.6473,18.7344,357
5271.3,1790000,-10273.9873046875,5145.54,358,37.2785,17.3989,358
5177.01,1795000,-11357.802734375,5017.12,359,36.8784,17.2063,359
5322.59,1800000,-11492.068359375,5126.09,360,38.2785,18.6625,360
5291.6,1805000,-10119.2060546875,5066.22,361,35.4803,15.8681,361
5274.69,1810000,-11125.9755859375,4627.77,362,37.025,17.3019,362
5237.42,1815000,-11262.3720703125,5068.23,363,37.4777,17.5752,363
5140.64,1820000,-11272.7236328125,4536.53,364,35.7646,15.2732,364
5185.09,1825000,-12364.0869140625,4939.11,365,38.0878,17.8837,365
5187.43,1830000,-10889.3916015625,5066.7,366,35.8462,16.0402,366
5264.3,1835000,-9953.837890625,5075.54,367,35.259,15.5999,367
5020.39,1840000,-10051.998046875,4981.77,368,35.2659,14.5379,368
4689.38,1845000,-11278.56640625,4563.71,369,34.8142,12.4721,369
4759.22,1850000,-10680.6171875,4925.23,370,33.9441,13.8255,370
4916.14,1855000,-14292.8330078125,3186.82,371,38.9541,14.6442,371
5180.32,1860000,-10655.2197265625,5032.33,372,36.0983,17.6662,372
5060.81,1865000,-13980.7763671875,4435.0,373,39.6556,19.9698,373
5063.14,1870000,-11590.728515625,4943.43,374,36.5615,16.8706,374
5093.52,1875000,-12675.2177734375,4937.9,375,37.175,17.6971,375
4575.91,1880000,-11112.896484375,5076.39,376,35.9188,14.9516,376
5036.92,1885000,-9785.87109375,5011.65,377,34.38,13.9274,377
5195.44,1890000,-11444.2158203125,4827.37,378,34.4169,13.0858,378
4971.89,1895000,-10136.912109375,4834.7,379,34.4535,12.9898,379
5077.79,1900000,-13201.9365234375,4304.94,380,36.1932,13.8565,380
4973.83,1905000,-10465.310546875,4842.92,381,35.4901,13.2732,381
4858.71,1910000,-11080.466796875,4766.13,382,35.0945,13.4568,382
5203.68,1915000,-11097.951171875,5050.35,383,35.6456,15.4432,383
5216.56,1920000,-11325.962890625,5023.31,384,36.5948,15.4248,384
5208.47,1925000,-11333.6298828125,5003.81,385,36.2942,15.3893,385
