Running Env Steps,Real Sto Return,Running Reverse KL,Real Det Return,Reward Loss,Running Forward KL,Running Update Time,Itration
1920000,4259.36,11.8313,3205.67,-1555.7958984375,31.1903,384,384
1925000,4737.82,11.9407,4861.3,-1695.212158203125,31.9729,385,385
1930000,4910.7,12.6455,5336.91,-1601.959716796875,31.7664,386,386
1935000,3264.98,12.0615,227.78,-2543.106201171875,32.6146,387,387
1940000,5203.38,12.1085,5390.98,-1608.7493896484375,31.5743,388,388
1945000,5190.96,12.4022,5363.31,-1654.6470947265625,31.1374,389,389
1950000,5210.06,11.8861,5318.53,-1563.7486572265625,31.2599,390,390
1955000,5162.33,11.9061,5361.7,-1612.1806640625,32.4998,391,391
1960000,5277.84,12.7941,5486.98,-1598.112548828125,32.6485,392,392
1965000,5196.03,11.7961,5414.71,-1696.48193359375,30.9028,393,393
1970000,5215.15,11.8178,5434.96,-1668.824951171875,31.1063,394,394
1975000,5246.24,12.1216,5390.42,-1624.4449462890625,31.6705,395,395
1980000,5181.15,12.1347,5411.83,-1669.35302734375,31.8822,396,396
1985000,5206.59,11.6956,5426.17,-1610.7728271484375,31.4306,397,397
1990000,4974.89,12.0235,5413.45,-1783.88330078125,31.963,398,398
1995000,5247.88,11.7263,5456.16,-1798.6287841796875,32.0429,399,399
2000000,5226.64,12.2771,5443.07,-1711.994873046875,31.9174,400,400
2005000,5161.3,11.9986,5343.91,-1762.5399169921875,31.3667,401,401
2010000,5239.79,12.3048,5380.52,-1723.0687255859375,32.4916,402,402
2015000,5291.94,11.8701,5407.73,-1636.8333740234375,30.9433,403,403
2020000,5263.48,12.4468,5490.16,-1620.859619140625,31.7301,404,404
2025000,5178.81,11.8649,5389.03,-1788.3978271484375,31.33,405,405
2030000,5223.68,11.832,5355.17,-1722.8155517578125,31.4076,406,406
2035000,5249.94,12.2124,5515.5,-1660.51123046875,31.512,407,407
2040000,5230.6,12.0249,5374.86,-1797.4913330078125,31.4075,408,408
2045000,5220.44,11.6539,5364.88,-1797.9619140625,31.0839,409,409
2050000,5244.37,12.2554,5412.75,-1796.1805419921875,32.1701,410,410
2055000,5290.1,11.742,5451.14,-1714.8406982421875,30.9296,411,411
2060000,5167.57,11.7029,5380.47,-1741.1103515625,30.7565,412,412
2065000,5220.9,12.1149,5359.09,-1786.4132080078125,31.1974,413,413
2070000,5232.17,11.5362,5432.38,-2126.729736328125,31.7794,414,414
2075000,5252.93,11.5739,5450.11,-1753.3946533203125,31.8417,415,415
2080000,5274.03,12.1097,5363.33,-1701.7982177734375,31.045,416,416
2085000,5209.96,11.471,5396.55,-1796.26513671875,30.7909,417,417
2090000,5219.49,11.9859,5380.33,-1863.5771484375,31.6106,418,418
2095000,5194.48,12.3998,5378.32,-1808.889404296875,31.8132,419,419
2100000,5181.36,11.9968,5366.61,-1787.953369140625,31.1281,420,420
2105000,5278.18,12.4649,5488.94,-1877.62646484375,31.4356,421,421
2110000,5256.13,12.1136,5398.6,-1853.1522216796875,31.6983,422,422
2115000,4966.14,12.0908,5352.93,-1750.283203125,31.786,423,423
2120000,5229.95,11.8845,5377.68,-1919.1563720703125,32.0562,424,424
2125000,4963.3,11.8009,5429.05,-1867.41064453125,30.9377,425,425
2130000,5184.69,11.4692,5304.19,-1865.1177978515625,31.6264,426,426
2135000,5213.27,11.4002,5394.8,-2196.96240234375,31.7739,427,427
2140000,5227.1,11.0439,5361.54,-2200.1201171875,31.5343,428,428
2145000,5214.44,11.7715,5331.48,-1885.042236328125,31.8217,429,429
2150000,5203.33,12.0165,5401.42,-1971.0833740234375,31.4832,430,430
2155000,5171.34,12.0726,5314.34,-1990.8349609375,31.8558,431,431
2160000,5154.24,11.9902,5363.57,-1955.4288330078125,31.388,432,432
2165000,5235.74,11.9096,5383.43,-1887.737060546875,31.1298,433,433
2170000,5192.68,11.5637,5414.75,-1951.5135498046875,31.8841,434,434
2175000,5222.05,12.413,5436.92,-1942.025146484375,32.2141,435,435
2180000,5200.48,11.4547,5302.48,-1949.075927734375,31.7094,436,436
2185000,5235.78,11.2921,5369.98,-2236.413330078125,32.3932,437,437
2190000,5204.25,11.7968,5403.82,-1966.58544921875,32.2632,438,438
2195000,5282.88,11.5004,5548.05,-2409.2373046875,32.1333,439,439
2200000,5199.21,11.7755,5369.85,-1974.5025634765625,32.2098,440,440
2205000,5260.41,12.5654,5526.39,-1888.92431640625,32.4925,441,441
2210000,5207.29,11.5907,5401.88,-2001.87939453125,32.468,442,442
2215000,5240.6,11.2704,5443.86,-2632.69970703125,32.6523,443,443
2220000,5231.38,12.2744,5418.76,-1878.0079345703125,31.9191,444,444
2225000,5176.86,11.3593,5409.27,-1934.2265625,32.5956,445,445
2230000,5232.57,11.8543,5488.36,-2229.91015625,32.6107,446,446
2235000,5159.32,12.2903,5325.16,-2073.2763671875,31.7498,447,447
2240000,5303.29,12.4787,5540.67,-1962.90185546875,31.5325,448,448
2245000,5281.03,12.0918,5422.87,-1965.8388671875,31.8811,449,449
2250000,4841.25,12.6857,5477.26,-1968.809326171875,32.2318,450,450
2255000,5021.19,11.8454,5424.21,-2233.10546875,32.7155,451,451
2260000,4731.79,12.3503,5466.63,-2018.8944091796875,31.9868,452,452
2265000,5244.48,11.1612,5490.2,-2320.677978515625,32.6433,453,453
2270000,5257.84,10.8061,5419.97,-2540.924560546875,32.0422,454,454
2275000,4502.19,11.269,5385.5,-2363.9931640625,32.707,455,455
2280000,4945.64,11.4966,5353.32,-2154.956787109375,31.8745,456,456
2285000,4955.43,11.6415,5380.65,-2605.2744140625,32.6214,457,457
2290000,5241.31,12.3988,5420.44,-2056.542236328125,32.5244,458,458
2295000,4968.56,11.3965,5439.26,-2393.890380859375,32.1472,459,459
2300000,5222.42,12.0844,5371.26,-2015.8458251953125,32.0559,460,460
2305000,4973.95,11.8088,5304.39,-2056.93994140625,31.1802,461,461
2310000,4847.36,11.8913,5429.19,-2625.18359375,32.9066,462,462
2315000,5007.69,12.3628,5424.91,-1993.9647216796875,31.7423,463,463
2320000,5281.04,12.3842,5440.82,-2298.309814453125,32.4709,464,464
2325000,4226.97,13.9954,4878.32,-3202.489013671875,34.2037,465,465
2330000,4508.02,16.7828,5406.32,-2632.65185546875,32.3183,466,466
2335000,4764.37,15.1648,5451.76,-2490.259765625,32.4365,467,467
2340000,4921.2,11.7233,5395.17,-2600.888671875,32.2174,468,468
2345000,4613.03,12.0753,5373.14,-2373.419677734375,32.8134,469,469
2350000,5216.37,11.0051,5379.76,-2629.427978515625,32.7729,470,470
2355000,4002.89,11.9296,5318.59,-3120.131103515625,34.4043,471,471
2360000,5222.4,11.5018,5355.01,-2585.281494140625,33.5906,472,472
2365000,5247.5,11.4352,5384.36,-2391.292236328125,32.2686,473,473
2370000,5263.27,11.8301,5421.6,-2454.121826171875,32.5775,474,474
2375000,5111.33,14.1609,5427.24,-3065.558837890625,33.4556,475,475
2380000,4980.83,12.3975,5388.01,-2260.808837890625,32.3331,476,476
2385000,5046.75,11.6351,5383.45,-2458.193359375,32.4376,477,477
2390000,4620.85,11.81,5421.98,-2360.170654296875,31.9496,478,478
2395000,5284.85,11.3867,5434.61,-2844.928466796875,32.7221,479,479
2400000,4267.03,11.2036,5365.46,-2898.959716796875,33.4628,480,480
2405000,4717.43,11.3843,5332.41,-2716.656982421875,32.643,481,481
2410000,4744.34,11.0206,5219.43,-2709.312255859375,33.0901,482,482
2415000,4948.5,11.4076,5295.96,-2580.3564453125,33.073,483,483
2420000,4941.22,11.5447,5323.15,-2367.369384765625,32.6083,484,484
2425000,4164.56,11.1615,5253.94,-2669.48486328125,32.9602,485,485
2430000,4698.84,11.1904,5279.21,-2948.110595703125,33.2122,486,486
2435000,5167.31,11.0244,5346.59,-2678.05859375,32.7494,487,487
2440000,5168.58,11.4949,5288.72,-2942.70849609375,33.0138,488,488
2445000,4977.26,12.6048,5381.09,-2292.176025390625,31.7456,489,489
2450000,5219.25,11.7908,5412.46,-2496.670166015625,32.7088,490,490
2455000,5167.18,12.2667,5376.76,-2366.147216796875,32.0702,491,491
2460000,4314.46,12.6116,5051.45,-2370.236572265625,32.3456,492,492
2465000,4318.54,14.993,5265.06,-2578.916259765625,32.2662,493,493
2470000,4074.37,10.8858,5304.28,-3027.8369140625,34.1306,494,494
2475000,719.13,22.1914,846.28,-5233.71533203125,44.378,495,495
2480000,1282.27,40.1072,2586.42,-4560.68701171875,42.4214,496,496
2485000,185.27,21.7551,609.16,-5173.31689453125,46.252,497,497
2490000,1145.25,23.708,663.16,-5199.1357421875,43.6722,498,498
2495000,93.59,28.995,99.89,-5448.19384765625,50.5147,499,499
2500000,2013.66,14.8045,3164.37,-4521.2392578125,38.126,500,500
2505000,3986.98,14.8496,4138.09,-3283.212890625,37.1758,501,501
2510000,4761.87,12.6361,4253.91,-2314.35400390625,31.3991,502,502
2515000,4579.19,12.6293,4581.03,-2584.84228515625,31.7905,503,503
2520000,4291.3,14.765,2813.44,-2805.270751953125,32.912,504,504
2525000,4893.54,14.9818,4485.56,-2665.872802734375,32.2681,505,505
2530000,4905.57,14.0794,5173.43,-2375.632568359375,31.9828,506,506
2535000,5136.79,14.6982,5186.1,-2369.22314453125,32.3134,507,507
2540000,5160.64,14.8482,5234.94,-2419.38623046875,32.6013,508,508
2545000,5092.83,14.5503,5209.4,-2446.913330078125,32.9565,509,509
2550000,5122.42,14.4273,5306.32,-2456.14111328125,32.7303,510,510
2555000,5108.72,14.4374,5291.28,-2450.119140625,33.2943,511,511
2560000,5163.34,13.793,5251.79,-2517.515869140625,32.3265,512,512
2565000,5089.18,13.825,5262.21,-2519.36181640625,33.2483,513,513
2570000,5225.83,13.8611,5403.86,-2426.63623046875,33.498,514,514
2575000,5182.94,13.8062,5410.74,-2512.237548828125,33.4573,515,515
2580000,5233.78,14.1254,5411.78,-2483.36279296875,32.9619,516,516
2585000,5132.38,13.8497,5275.72,-2633.83984375,33.5356,517,517
2590000,4939.73,13.8042,5298.26,-2765.1552734375,32.7593,518,518
2595000,5080.18,13.1224,5176.0,-2686.14404296875,32.9999,519,519
2600000,136.0,112.5429,148.07,-5597.33984375,51.0732,520,520
2605000,204.21,24.2555,213.46,-5184.69287109375,50.056,521,521
2610000,309.26,18.096,317.57,-6300.2041015625,50.1036,522,522
2615000,261.35,26.8811,295.76,-5693.85986328125,47.2601,523,523
2620000,1242.29,28.7138,534.06,-5495.7578125,42.7569,524,524
2625000,1091.46,28.2676,723.75,-6020.0986328125,43.4991,525,525
2630000,2745.05,22.413,2268.17,-4884.01904296875,44.839,526,526
2635000,475.24,35.9995,263.34,-5139.45361328125,45.9564,527,527
2640000,869.31,122.3871,302.11,-2152.970458984375,42.4284,528,528
2645000,1497.53,29.0792,1734.46,-5437.99853515625,39.8012,529,529
2650000,1539.08,33.3712,2068.3,-5297.59326171875,39.3856,530,530
2655000,3680.07,16.258,4193.74,-3182.488525390625,36.0489,531,531
2660000,3530.18,26.3474,4066.48,-4387.1708984375,37.1585,532,532
2665000,3223.1,28.1968,2883.78,-3134.603759765625,35.0737,533,533
2670000,2591.71,32.0883,2117.37,-5095.31103515625,36.2473,534,534
2675000,4727.17,14.6822,4451.53,-2774.800048828125,34.1783,535,535
2680000,4627.79,13.5022,4904.71,-2834.38671875,33.6426,536,536
2685000,4314.82,16.7971,4755.56,-3097.13671875,33.9103,537,537
2690000,3162.46,30.5324,3771.23,-4162.62255859375,36.0436,538,538
2695000,2769.76,18.1401,4298.73,-3264.63623046875,33.2415,539,539
2700000,4937.82,12.6494,4985.98,-2749.646240234375,32.9196,540,540
2705000,4404.95,14.0527,4791.55,-2917.396240234375,32.7912,541,541
2710000,4425.28,18.7841,5124.12,-3242.1884765625,33.6914,542,542
2715000,4694.94,16.0766,4866.55,-3114.3505859375,33.18,543,543
2720000,4821.47,14.4617,5021.83,-2704.483154296875,33.1281,544,544
2725000,4679.42,14.2554,5031.91,-2569.261962890625,32.7158,545,545
2730000,4980.34,14.4044,5082.79,-2704.8056640625,32.4023,546,546
2735000,4947.61,14.1744,5080.86,-2639.541259765625,32.4387,547,547
2740000,5039.9,14.2589,5125.52,-2655.639892578125,32.1318,548,548
2745000,5055.37,13.7424,5125.77,-2624.227783203125,31.0271,549,549
2750000,5090.46,14.0911,5166.06,-2736.638916015625,32.1053,550,550
2755000,5064.6,13.6874,5207.8,-2680.246337890625,31.6422,551,551
2760000,5119.24,13.8976,5191.55,-2628.24853515625,31.5891,552,552
2765000,5084.81,13.9646,5097.37,-2629.4853515625,31.0785,553,553
2770000,5138.2,13.349,5180.55,-2669.509765625,31.2997,554,554
2775000,5110.44,13.6204,5101.09,-2717.363525390625,32.0219,555,555
2780000,5113.45,13.434,5114.51,-2672.575439453125,31.8185,556,556
2785000,5072.48,13.6133,5094.81,-2706.756591796875,31.4992,557,557
2790000,5118.28,13.8225,5195.07,-2682.44873046875,31.922,558,558
2795000,5069.53,13.3786,5084.66,-2804.87841796875,31.9952,559,559
2800000,5094.71,13.3625,5035.76,-2823.931640625,31.8761,560,560
2805000,5081.53,13.427,5074.31,-2920.862548828125,32.0609,561,561
2810000,5015.37,13.8351,5024.08,-2956.877685546875,32.5075,562,562
2815000,5062.2,13.8087,5070.11,-2957.0517578125,32.182,563,563
2820000,5118.03,13.9227,5014.35,-2824.107666015625,31.4568,564,564
2825000,5104.33,14.0476,5107.15,-2847.447509765625,32.1032,565,565
2830000,5122.12,13.2029,5120.53,-2867.25537109375,31.4877,566,566
2835000,5128.38,13.4569,5039.12,-2807.319091796875,32.0234,567,567
2840000,5133.37,14.0991,5114.48,-2876.441162109375,31.6772,568,568
2845000,4775.52,13.8555,5045.65,-2895.330810546875,31.991,569,569
2850000,5101.39,13.5316,5096.76,-2903.41748046875,31.8324,570,570
2855000,5089.63,13.8234,5154.49,-3005.34375,32.6451,571,571
2860000,5147.16,13.9707,5140.04,-2856.028564453125,31.9254,572,572
2865000,5153.75,13.9379,5203.55,-2954.857177734375,32.3526,573,573
2870000,5175.85,13.9043,5196.49,-2947.162841796875,31.3563,574,574
2875000,5193.44,14.1386,5257.76,-2904.732177734375,32.1316,575,575
2880000,5165.64,14.8074,5106.15,-2965.885498046875,32.3393,576,576
2885000,5221.87,14.0371,5334.71,-2917.193359375,31.5885,577,577
2890000,5171.5,14.2789,5253.92,-2996.46337890625,32.3402,578,578
2895000,5189.49,14.6405,5273.52,-2965.74560546875,32.6066,579,579
2900000,5176.62,14.5297,5258.22,-2948.656982421875,32.4602,580,580
2905000,5217.58,14.6783,5278.54,-2924.9853515625,31.6648,581,581
2910000,5241.72,14.3253,5313.2,-2988.9296875,32.9143,582,582
2915000,5242.69,14.8625,5298.72,-2972.08056640625,32.3348,583,583
2920000,5147.82,14.2891,5217.56,-2930.242919921875,32.1484,584,584
2925000,5229.8,14.3838,5290.81,-2914.659912109375,32.5266,585,585
2930000,5279.81,14.0445,5329.51,-2928.42919921875,31.5481,586,586
2935000,5196.84,14.0938,5304.94,-3096.020263671875,32.6253,587,587
2940000,5072.85,14.0622,5219.02,-3079.579833984375,32.5029,588,588
2945000,5118.21,14.7216,5201.62,-3230.464599609375,33.6572,589,589
2950000,2145.59,20.6543,3846.65,-3803.79541015625,40.0512,590,590
2955000,1025.06,101.8835,1347.36,-3399.33984375,55.4136,591,591
2960000,4012.95,18.0513,4401.16,-4015.143798828125,37.0219,592,592
2965000,2838.79,21.1828,3472.56,-4055.180908203125,38.3668,593,593
2970000,4586.99,16.2801,4190.05,-3054.583984375,33.7067,594,594
2975000,4680.09,14.8939,4587.09,-3407.802490234375,33.6504,595,595
2980000,4527.45,15.5837,4763.02,-3614.771728515625,34.4918,596,596
2985000,5017.23,14.766,5033.46,-3078.81640625,32.9202,597,597
2990000,5127.76,15.1436,5221.8,-3019.645751953125,31.2489,598,598
2995000,5147.21,14.5894,5238.15,-3196.278564453125,32.1355,599,599
3000000,5194.77,14.8088,5341.04,-3252.076904296875,32.1416,600,600
3005000,5202.63,13.9384,5308.6,-3103.291259765625,31.384,601,601
3010000,5217.13,13.2013,5318.52,-3167.66455078125,30.9145,602,602
3015000,5156.17,13.8515,5248.86,-3344.96435546875,32.0469,603,603
3020000,4650.46,19.3319,5202.74,-3814.784423828125,32.4954,604,604
3025000,5224.38,13.6249,5238.1,-3317.636474609375,31.3701,605,605
3030000,5206.1,14.107,5254.9,-3229.614990234375,31.651,606,606
3035000,5148.96,13.9567,5263.55,-3329.19873046875,31.8908,607,607
3040000,5161.06,14.2782,5215.97,-3336.757568359375,31.5804,608,608
3045000,5099.42,13.6959,5135.47,-3277.13720703125,31.4636,609,609
3050000,5126.73,13.8806,5226.75,-3241.060302734375,31.4397,610,610
3055000,5193.79,14.7415,5324.32,-3196.26904296875,31.9115,611,611
3060000,5123.0,14.57,5258.99,-3344.294921875,32.0015,612,612
3065000,5172.37,14.56,5242.59,-3364.670166015625,32.3646,613,613
3070000,5183.93,13.9467,5250.97,-3273.347900390625,31.9427,614,614
3075000,5199.86,14.418,5281.15,-3329.930419921875,31.1421,615,615
3080000,4972.21,14.4762,5368.66,-3297.8125,32.182,616,616
3085000,5215.82,14.3405,5296.51,-3300.420654296875,31.3152,617,617
3090000,5195.17,14.6512,5326.56,-3269.844970703125,32.1889,618,618
3095000,5069.27,15.7118,5183.9,-3472.780517578125,32.6724,619,619
3100000,5133.84,14.8863,5223.06,-3366.04443359375,32.1621,620,620
3105000,5070.54,14.8799,5194.79,-3403.739990234375,32.5378,621,621
3110000,5115.88,14.321,5154.8,-3451.588623046875,32.1188,622,622
3115000,5083.07,14.4405,5172.46,-3511.752197265625,32.1777,623,623
3120000,5082.47,14.6821,5178.21,-3557.214111328125,32.7926,624,624
3125000,5117.66,15.2882,5182.2,-3562.544921875,33.1578,625,625
3130000,5190.16,14.5778,5298.8,-3591.953369140625,33.6013,626,626
3135000,5141.39,14.9572,5234.27,-3564.8681640625,33.4503,627,627
3140000,5090.14,14.4208,5175.78,-3563.7666015625,32.6784,628,628
3145000,5120.82,14.6005,5219.62,-3564.142822265625,32.9431,629,629
3150000,5146.91,14.6873,5257.7,-3566.768798828125,33.1652,630,630
3155000,5202.56,14.363,5278.93,-3522.676513671875,32.8464,631,631
3160000,5218.84,14.67,5307.25,-3686.873046875,32.9268,632,632
3165000,5137.37,14.5979,5230.79,-3668.813232421875,33.8808,633,633
3170000,5190.57,14.5894,5270.19,-3666.321533203125,32.5667,634,634
3175000,5171.29,14.9915,5256.18,-3733.136474609375,32.8477,635,635
3180000,5170.32,14.5512,5268.94,-3634.633056640625,32.6804,636,636
3185000,5235.08,14.8059,5292.93,-3771.832763671875,33.377,637,637
3190000,5156.42,15.1103,5183.44,-3826.840087890625,33.8754,638,638
3195000,5240.42,14.8303,5301.89,-3718.6240234375,32.3774,639,639
3200000,5213.14,14.7551,5275.01,-3704.58984375,33.7181,640,640
3205000,5213.72,15.2605,5240.49,-3637.899658203125,32.1837,641,641
3210000,5224.22,15.1497,5243.53,-3711.3408203125,32.4351,642,642
3215000,5182.7,14.9364,5178.93,-3800.740478515625,33.2065,643,643
3220000,5244.2,14.9086,5336.44,-3766.728759765625,32.6046,644,644
3225000,5230.49,15.3176,5280.24,-3751.41552734375,33.3403,645,645
3230000,5264.27,15.6779,5282.32,-3893.566162109375,33.8272,646,646
3235000,5173.27,15.5908,5249.74,-3725.22705078125,33.1978,647,647
3240000,5210.18,15.0101,5254.27,-3714.2919921875,32.9319,648,648
3245000,5185.47,14.5565,5276.49,-3585.422119140625,32.1195,649,649
3250000,5215.33,14.7091,5253.11,-3732.448486328125,32.5325,650,650
3255000,5159.76,14.5486,5226.29,-3731.49609375,32.2442,651,651
3260000,5181.02,15.3336,5224.22,-3896.311767578125,33.321,652,652
3265000,5223.94,15.0463,5285.06,-3787.628662109375,32.7129,653,653
3270000,5210.28,15.5919,5260.42,-3893.816162109375,32.7224,654,654
3275000,5234.36,15.3014,5233.99,-3925.56591796875,32.1299,655,655
3280000,5231.06,15.3598,5283.42,-3838.64501953125,33.0682,656,656
3285000,5237.85,15.4278,5285.63,-3924.81689453125,33.0075,657,657
3290000,5202.58,15.792,5279.3,-3875.31494140625,32.824,658,658
3295000,5228.37,15.1096,5278.42,-3956.542236328125,33.4184,659,659
3300000,5200.1,15.2614,5237.89,-3939.416748046875,32.5067,660,660
3305000,5145.22,15.1135,5234.17,-3893.74072265625,33.4824,661,661
3310000,5194.98,15.5128,5227.53,-3977.654541015625,33.1453,662,662
3315000,5206.79,15.6255,5251.34,-3847.3046875,32.9965,663,663
3320000,5222.18,16.4863,5252.97,-3900.27294921875,33.5194,664,664
3325000,5202.16,15.7889,5219.32,-3918.953369140625,33.4056,665,665
3330000,5239.04,15.4943,5276.98,-3856.672607421875,32.7077,666,666
3335000,5255.52,15.105,5295.55,-3938.03662109375,33.2546,667,667
3340000,5182.74,15.3715,5236.55,-3886.777099609375,33.6223,668,668
3345000,5230.86,15.2542,5265.61,-3886.225830078125,33.1766,669,669
3350000,5245.2,15.7045,5287.35,-3975.60107421875,32.5534,670,670
3355000,5203.8,15.3746,5166.75,-4089.82421875,33.7173,671,671
3360000,5214.44,15.5341,5275.72,-4045.00732421875,32.904,672,672
3365000,5236.87,15.7387,5319.88,-4046.37060546875,32.8914,673,673
3370000,5225.17,15.937,5312.97,-4007.333251953125,32.7983,674,674
3375000,4232.9,16.5142,4991.21,-4012.87548828125,34.7374,675,675
3380000,4568.23,17.8572,5116.5,-3988.031982421875,35.2268,676,676
3385000,5304.29,16.5775,5432.78,-3622.16943359375,34.4347,677,677
3390000,5179.96,16.7318,5211.48,-3905.1875,33.0056,678,678
3395000,5093.8,16.9248,5105.79,-4005.14208984375,33.8196,679,679
3400000,5202.05,16.6508,5280.4,-4136.228515625,33.8846,680,680
3405000,5170.02,15.82,5240.52,-4074.48828125,32.8536,681,681
3410000,5236.5,16.3936,5282.68,-4086.93505859375,33.4427,682,682
3415000,5262.88,16.6934,5288.73,-4132.09619140625,34.1915,683,683
3420000,5268.87,15.9251,5366.48,-4132.68798828125,33.2506,684,684
3425000,5241.92,16.698,5338.92,-4274.703125,33.8638,685,685
3430000,5196.46,15.4043,5344.59,-4186.45556640625,33.196,686,686
3435000,5172.64,16.2236,5316.43,-4283.3173828125,33.7645,687,687
3440000,5246.79,15.7211,5279.33,-4404.57568359375,32.8885,688,688
3445000,5180.38,15.4986,5194.61,-4376.63037109375,33.6075,689,689
3450000,5216.41,16.1025,5278.27,-4482.576171875,34.0299,690,690
3455000,5228.32,15.9842,5319.36,-4355.98681640625,33.1604,691,691
3460000,5236.59,16.4526,5345.69,-4437.06591796875,33.8727,692,692
3465000,5241.37,15.5423,5358.38,-4356.177734375,33.7124,693,693
3470000,5227.61,15.631,5411.79,-4495.6103515625,34.1348,694,694
3475000,5223.94,15.9129,5276.02,-4549.93603515625,33.5538,695,695
3480000,5201.7,15.8265,5220.89,-4429.6123046875,33.3841,696,696
3485000,5273.63,16.2045,5300.01,-4627.89306640625,33.3261,697,697
3490000,5233.2,16.2563,5267.08,-4722.572265625,33.4602,698,698
3495000,5240.82,15.789,5267.72,-4551.87109375,33.5385,699,699
3500000,5187.45,15.5597,5229.6,-4640.94189453125,33.3317,700,700
3505000,5253.77,16.1049,5293.99,-4721.78271484375,33.5025,701,701
3510000,5235.0,15.7966,5299.42,-4732.3642578125,33.5007,702,702
3515000,5177.05,15.5249,5249.38,-4656.4833984375,33.1987,703,703
3520000,5206.12,15.8135,5202.29,-4757.27294921875,33.0895,704,704
3525000,5218.99,15.0685,5296.22,-4576.8984375,32.6261,705,705
3530000,5189.87,15.3932,5249.57,-4810.98828125,33.2797,706,706
3535000,5209.85,15.9391,5262.0,-4719.67919921875,33.0304,707,707
3540000,5094.76,15.3719,5176.22,-4848.65380859375,33.3121,708,708
3545000,5173.1,15.0526,5241.57,-4717.6435546875,32.6209,709,709
3550000,5117.73,15.4571,5252.82,-4737.0927734375,33.1628,710,710
3555000,5173.76,15.6224,5231.12,-4788.90771484375,33.9426,711,711
3560000,5191.56,14.9669,5247.05,-4636.419921875,33.2761,712,712
3565000,5138.08,15.6067,5213.48,-4821.79150390625,32.9839,713,713
3570000,5226.79,14.9061,5296.0,-4699.748046875,32.8834,714,714
3575000,5180.19,15.4732,5246.84,-4743.1064453125,32.6702,715,715
3580000,5207.56,15.295,5299.32,-4910.82373046875,33.6203,716,716
3585000,5169.47,15.0488,5273.7,-4982.17578125,33.6358,717,717
3590000,5182.08,15.2982,5295.44,-4891.24658203125,32.7597,718,718
3595000,5262.69,15.4903,5326.77,-4817.2275390625,32.6008,719,719
3600000,5210.33,15.1985,5290.0,-4842.91357421875,32.6734,720,720
3605000,5203.42,15.252,5292.09,-4740.00830078125,32.324,721,721
3610000,5035.23,15.4689,5316.72,-4755.73193359375,32.8592,722,722
3615000,5119.17,14.451,5258.46,-4741.43994140625,32.4707,723,723
3620000,5123.57,14.7938,5254.16,-4866.96630859375,33.4594,724,724
3625000,5165.42,15.7611,5230.22,-5080.14794921875,33.8306,725,725
3630000,5158.68,15.0227,5249.29,-4993.23974609375,33.5685,726,726
3635000,5248.73,15.2012,5253.87,-5006.359375,33.2528,727,727
3640000,5020.73,15.4739,5264.0,-5255.69921875,33.8238,728,728
3645000,5157.68,15.326,5314.22,-4948.55126953125,32.6118,729,729
3650000,5061.96,15.7104,5325.33,-5295.98193359375,33.222,730,730
3655000,5264.97,15.2329,5325.54,-5092.98876953125,33.0234,731,731
3660000,4263.79,15.8356,5433.47,-5265.0283203125,33.7488,732,732
3665000,5241.84,15.64,5391.9,-5181.43408203125,33.7026,733,733
3670000,5263.26,15.1415,5364.36,-5071.66650390625,33.2669,734,734
3675000,5025.33,15.0486,5269.19,-5269.22509765625,34.3192,735,735
3680000,4785.67,15.3476,5149.74,-5236.54833984375,33.0301,736,736
3685000,5233.47,16.3435,5358.7,-5227.1015625,33.8342,737,737
3690000,5188.76,16.5235,5227.31,-5379.71875,33.3192,738,738
3695000,5049.27,15.473,5365.93,-5296.83349609375,33.0,739,739
3700000,4401.79,18.0822,5281.72,-5271.92333984375,34.018,740,740
3705000,4488.65,16.5192,5177.61,-5242.71337890625,33.291,741,741
3710000,4648.18,14.9642,5156.01,-5230.55322265625,33.2118,742,742
3715000,4409.47,14.6062,5060.73,-5387.68212890625,33.9816,743,743
3720000,4616.68,16.0325,5147.49,-5251.47021484375,33.1602,744,744
3725000,5137.74,13.8991,5044.29,-5036.32568359375,32.7826,745,745
3730000,375.22,29.5023,590.43,-5668.14892578125,49.6012,746,746
3735000,641.88,39.2959,726.71,-5799.97119140625,49.3406,747,747
3740000,2081.37,22.4892,3626.63,-7063.234375,43.939,748,748
3745000,4221.62,20.7684,4237.5,-4707.5517578125,39.8232,749,749
3750000,852.24,85.0867,684.08,-5933.0732421875,46.9171,750,750
3755000,1689.53,27.445,1464.21,-5586.955078125,41.0067,751,751
3760000,3277.66,32.8261,3100.67,-5781.7060546875,37.011,752,752
3765000,364.57,72.478,176.2,-6070.17333984375,40.566,753,753
3770000,672.91,66.897,170.45,-6139.10205078125,40.197,754,754
3775000,3387.31,32.2348,4597.58,-6300.4443359375,37.0878,755,755
3780000,4819.09,15.6288,4969.78,-5185.67578125,33.6612,756,756
3785000,4531.5,18.7357,4939.6,-5042.240234375,34.8906,757,757
3790000,4373.31,15.7475,4882.05,-5242.1689453125,34.5218,758,758
3795000,5128.1,17.1609,5093.57,-5356.33447265625,33.5492,759,759
3800000,4616.37,18.8049,5080.38,-5386.39453125,34.1101,760,760
3805000,3497.14,21.8764,4766.04,-5789.052734375,35.7404,761,761
3810000,4127.24,24.019,5251.3,-5402.07373046875,35.1092,762,762
3815000,4680.22,22.3682,5145.33,-5642.93310546875,34.4751,763,763
