Reward Loss,Real Sto Return,Itration,Running Update Time,Real Det Return,Running Reverse KL,Running Env Steps,Running Forward KL
-3889.240966796875,997.07,42,42,997.02,59.172,210000,37.6238
-3925.812255859375,1023.6,43,43,1023.95,40.2564,215000,36.2025
-3418.97412109375,737.95,44,44,609.56,71.1219,220000,32.8582
-4076.935302734375,999.79,45,45,1000.07,63.8785,225000,36.9163
-4054.60107421875,1028.71,46,46,1029.07,36.4439,230000,36.3694
-4075.66650390625,1016.11,47,47,1015.61,38.1525,235000,38.3009
-4258.533203125,998.18,48,48,998.11,59.0538,240000,36.8041
-4260.2158203125,999.52,49,49,999.62,57.8992,245000,38.8902
-4354.13330078125,1004.25,50,50,1004.62,43.4037,250000,36.8529
-4334.390625,1036.68,51,51,1017.6,25.337,255000,37.231
-4485.52490234375,1001.62,52,52,1001.73,51.3326,260000,37.9599
-4485.01806640625,1005.64,53,53,1005.31,44.4824,265000,36.3003
-4636.7001953125,993.73,54,54,993.64,60.09,270000,37.6838
-3762.41552734375,208.96,55,55,209.29,30.682,275000,33.2369
-4578.0908203125,1000.35,56,56,1000.3,39.4045,280000,38.3429
-4586.83203125,30.79,57,57,24.2,57.3008,285000,33.2117
-4863.90966796875,981.16,58,58,1022.06,27.7317,290000,36.1397
-5011.2822265625,1038.62,59,59,1036.1,31.0926,295000,37.5648
-4036.082275390625,518.76,60,60,496.37,34.0181,300000,32.6779
-5052.9365234375,996.76,61,61,997.97,53.3195,305000,39.074
-5079.6083984375,1007.62,62,62,1005.78,48.0211,310000,37.8281
-4944.4541015625,1013.84,63,63,1014.99,29.4938,315000,37.6007
-5194.333984375,1035.61,64,64,1036.05,36.6384,320000,37.6732
-5132.94140625,1011.15,65,65,1010.52,46.4853,325000,38.4013
-5215.1494140625,1022.37,66,66,1022.2,47.3073,330000,36.339
-5250.2353515625,1004.47,67,67,1003.65,46.7916,335000,37.728
-5209.32861328125,997.41,68,68,998.66,31.2511,340000,37.3609
-5319.29736328125,996.29,69,69,997.85,34.9983,345000,37.4185
-5419.884765625,994.24,70,70,995.14,33.1808,350000,36.2414
-5655.00048828125,992.17,71,71,993.2,34.2869,355000,38.8855
-5693.287109375,993.56,72,72,993.99,38.2626,360000,38.7185
-5681.5908203125,994.26,73,73,994.82,34.7083,365000,38.3798
-5834.638671875,998.32,74,74,999.07,28.1832,370000,36.8394
-5752.05615234375,968.34,75,75,1004.43,26.6317,375000,36.5988
-5131.05810546875,439.65,76,76,513.74,49.9744,380000,31.2039
-5344.54248046875,384.0,77,77,388.81,53.7167,385000,31.5566
-5458.71435546875,371.39,78,78,372.4,55.2239,390000,31.7336
-5244.798828125,354.12,79,79,354.75,40.2542,395000,30.3381
-5446.787109375,386.04,80,80,387.92,54.0319,400000,29.7673
-3736.7197265625,477.76,81,81,464.15,66.6584,405000,28.8641
-3228.87255859375,482.04,82,82,463.86,20.7882,410000,28.7509
-3759.3662109375,384.0,83,83,442.96,156.5358,415000,28.0481
-3880.09619140625,506.47,84,84,515.49,17.3165,420000,28.2444
-4911.67822265625,296.5,85,85,295.28,19.9346,425000,30.1899
-4393.20947265625,357.99,86,86,358.46,43.4167,430000,29.3066
-4510.7861328125,396.39,87,87,373.99,47.1308,435000,28.3335
-3461.482177734375,295.72,88,88,293.63,16.4538,440000,30.2441
-6871.3974609375,980.64,89,89,982.59,51.7974,445000,40.7385
-6688.05029296875,1032.86,90,90,1031.88,30.9095,450000,35.9717
-6672.3134765625,1012.15,91,91,1012.94,35.6943,455000,37.156
-5434.607421875,242.82,92,92,220.92,19.7319,460000,30.4887
-6820.17578125,968.04,93,93,1011.04,60.3032,465000,35.727
-5870.92919921875,394.81,94,94,748.07,31.6136,470000,31.4608
-7251.92236328125,983.04,95,95,983.27,43.9504,475000,39.2241
-6999.673828125,974.98,96,96,1005.21,47.1388,480000,35.2145
-7296.60791015625,984.9,97,97,983.78,46.2025,485000,37.0004
-7384.74560546875,982.61,98,98,982.46,53.654,490000,37.4257
-7193.9755859375,1026.67,99,99,1026.62,36.998,495000,36.3289
-7470.591796875,980.66,100,100,980.58,48.8328,500000,37.5913
-7640.45458984375,1049.24,101,101,1049.12,36.5738,505000,36.8425
-7275.55517578125,264.05,102,102,385.49,31.5796,510000,37.4782
-7385.55419921875,1038.77,103,103,1036.79,27.9439,515000,34.3138
-7321.666015625,1037.35,104,104,1037.28,27.4494,520000,36.6735
-7753.6435546875,987.28,105,105,987.55,37.8631,525000,39.8187
-7137.4111328125,61.03,106,106,63.35,35.1084,530000,34.7958
-6668.9404296875,60.62,107,107,60.79,29.4329,535000,30.4831
-8344.435546875,10.03,108,108,10.19,55.6659,540000,34.4755
-6995.3583984375,191.98,109,109,186.89,41.6786,545000,30.5084
-5754.43115234375,393.09,110,110,361.79,38.7136,550000,28.9614
-5775.8857421875,222.23,111,111,221.01,30.0639,555000,30.1845
-7764.60693359375,1003.21,112,112,1002.76,35.3915,560000,35.5815
-8085.5625,1007.52,113,113,1007.11,35.2364,565000,35.5627
-8253.310546875,1018.08,114,114,1004.09,31.2492,570000,36.4685
-8339.5048828125,1006.92,115,115,1006.63,51.6572,575000,37.0036
-8424.0927734375,1032.1,116,116,1064.61,30.2713,580000,36.7603
-6730.4873046875,486.28,117,117,484.54,25.484,585000,28.6987
-8598.3076171875,1001.43,118,118,1001.6,35.5671,590000,37.6755
-8373.58203125,997.03,119,119,997.11,23.7161,595000,36.0623
-8396.357421875,1005.1,120,120,1007.56,26.0965,600000,36.1968
-8160.39501953125,1015.36,121,121,1016.55,22.4385,605000,35.793
-8171.86767578125,1023.63,122,122,1021.4,22.1115,610000,36.276
-8372.6083984375,1044.76,123,123,1035.82,21.4855,615000,35.9365
-7963.0048828125,595.54,124,124,509.72,19.5385,620000,29.3518
-8866.98046875,969.45,125,125,1038.16,21.9196,625000,35.6319
-8225.90234375,475.32,126,126,552.34,23.2144,630000,27.7289
-6934.021484375,419.99,127,127,434.44,31.2237,635000,29.1851
-7551.748046875,546.86,128,128,606.45,38.4076,640000,27.4752
-6613.96826171875,410.68,129,129,405.93,19.9524,645000,28.9589
-6827.29736328125,548.35,130,130,426.99,35.0182,650000,26.9889
-7349.61083984375,525.34,131,131,575.13,24.8334,655000,27.7649
-6833.62744140625,833.88,132,132,1414.1,29.2413,660000,25.9309
-8520.0380859375,436.55,133,133,337.75,42.5295,665000,27.7039
-9494.650390625,366.53,134,134,289.43,49.8684,670000,29.2877
-9376.9404296875,246.75,135,135,247.56,49.4331,675000,30.2301
-8739.7177734375,291.76,136,136,283.93,36.9852,680000,29.8756
-5881.123046875,590.02,137,137,578.12,21.2719,685000,25.286
-4774.2734375,1255.49,138,138,1051.86,17.6463,690000,26.0454
-9210.3505859375,334.53,139,139,332.51,50.3257,695000,29.7841
-6798.69482421875,1022.77,140,140,1171.92,18.1636,700000,26.2371
-8653.525390625,530.22,141,141,536.9,27.3867,705000,27.6313
-7720.16162109375,551.15,142,142,591.24,18.6094,710000,27.394
-8871.3134765625,516.93,143,143,475.92,41.8633,715000,26.553
-7018.26611328125,700.04,144,144,683.76,29.9855,720000,27.7638
-8881.2255859375,462.3,145,145,427.51,41.472,725000,27.3376
-6000.01708984375,1077.33,146,146,1296.85,23.4986,730000,26.1918
-6050.94921875,965.63,147,147,1140.49,26.2773,735000,26.4371
-6845.5185546875,701.27,148,148,685.4,30.9625,740000,25.7388
-7324.82373046875,610.0,149,149,765.85,27.6109,745000,27.5882
-6682.34521484375,1064.95,150,150,795.96,21.8698,750000,25.8063
-7603.7841796875,1135.27,151,151,1129.82,25.962,755000,26.8269
-8868.271484375,708.23,152,152,602.63,30.3123,760000,27.6582
-7604.1201171875,907.47,153,153,615.36,32.219,765000,25.4645
-9294.9677734375,686.84,154,154,1008.12,30.3889,770000,27.68
-8433.2939453125,689.01,155,155,632.71,31.9091,775000,26.8708
-9401.8203125,548.38,156,156,465.71,22.1329,780000,29.2978
-6891.0556640625,911.22,157,157,1029.01,15.8191,785000,26.0026
-5012.37548828125,1010.32,158,158,1169.6,11.8066,790000,24.4088
-9018.0576171875,686.94,159,159,742.11,23.3726,795000,28.6598
-6854.33740234375,719.92,160,160,604.8,17.9691,800000,26.9546
-5648.15380859375,1321.3,161,161,1489.12,10.7102,805000,25.4008
-9109.0498046875,845.9,162,162,1192.3,26.3687,810000,27.367
-3661.469970703125,1673.84,163,163,1305.92,12.5899,815000,24.0848
-8583.931640625,712.61,164,164,499.86,33.9266,820000,28.71
-4039.22900390625,1760.81,165,165,1126.21,12.3829,825000,25.3232
-7536.86669921875,1039.14,166,166,1091.88,42.3714,830000,27.1269
-3446.1923828125,1901.07,167,167,2286.25,13.75,835000,26.8908
-4132.78662109375,2193.94,168,168,2189.23,13.572,840000,25.5395
-3954.8466796875,1415.68,169,169,679.76,13.1105,845000,25.3914
-4711.45166015625,1873.89,170,170,2067.18,20.9952,850000,24.9586
-5879.64794921875,1636.08,171,171,1956.69,25.5748,855000,25.2499
-5698.9697265625,1192.38,172,172,1288.39,11.97,860000,25.7395
-3909.13818359375,1699.16,173,173,2160.39,11.2294,865000,23.7314
-5778.5068359375,433.67,174,174,245.46,42.5443,870000,23.8648
-3471.59375,2381.72,175,175,2288.16,13.0396,875000,22.8594
-3342.20361328125,1910.0,176,176,2427.62,12.5719,880000,23.4669
-3194.239501953125,2014.89,177,177,2349.15,12.6853,885000,23.8017
-10379.5390625,807.71,178,178,791.81,75.9554,890000,27.2663
-4060.56396484375,2340.93,179,179,2268.18,12.1617,895000,23.4036
-5463.5791015625,1762.05,180,180,2182.56,36.5067,900000,23.5809
-9013.5732421875,978.73,181,181,1227.3,104.2676,905000,25.1778
-5996.44677734375,1586.31,182,182,2011.5,15.9609,910000,24.0328
-12275.6279296875,979.91,183,183,984.32,22.0679,915000,36.133
-2746.982421875,2478.58,184,184,2406.47,11.3908,920000,21.8
-3233.256103515625,1876.87,185,185,2177.57,21.8617,925000,23.099
-4649.2392578125,1590.81,186,186,1654.17,38.511,930000,23.4617
-3623.550537109375,2301.56,187,187,2701.49,13.7,935000,23.3718
-3667.91943359375,1422.83,188,188,2437.81,12.8673,940000,22.2469
-4757.591796875,1832.75,189,189,2570.78,12.0203,945000,25.0494
-4558.9951171875,2080.0,190,190,2101.11,14.5641,950000,23.3935
-5654.76513671875,1317.67,191,191,1756.7,13.4908,955000,25.3906
-4943.7412109375,2135.89,192,192,2211.98,11.4788,960000,23.3644
-4661.5595703125,1739.24,193,193,2731.75,38.1487,965000,25.5179
-3512.327880859375,482.24,194,194,419.4,16.7484,970000,24.8581
-4879.25048828125,2005.16,195,195,1005.51,17.2317,975000,25.5112
-7236.69287109375,1647.46,196,196,1119.12,12.9272,980000,25.2319
-6554.53076171875,1574.32,197,197,1346.37,18.0015,985000,25.9236
-6490.82666015625,1765.77,198,198,1112.17,18.8408,990000,24.4066
-12842.3681640625,1015.17,199,199,1014.48,50.704,995000,36.2487
