Real Det Return,Running Update Time,Reward Loss,Running Reverse KL,Itration,Real Sto Return,Running Env Steps,Running Forward KL
2026.1,75,-477.8133850097656,14.923,75,1780.9,375000,47.6769
1983.28,76,-400.5751037597656,15.787,76,1462.37,380000,46.486
3960.83,77,-412.6922302246094,17.6807,77,3820.92,385000,42.7917
4085.67,78,-418.943359375,19.338,78,4081.19,390000,43.1411
3979.95,79,-421.6659240722656,17.7892,79,3957.31,395000,42.6407
4016.23,80,-456.1094665527344,20.2543,80,4007.06,400000,43.7381
4041.54,81,-449.4744567871094,18.0331,81,4002.06,405000,42.9006
4182.62,82,-450.7003479003906,18.6084,82,3798.28,410000,42.9137
4118.45,83,-453.158203125,20.6394,83,4090.91,415000,42.9944
4212.1,84,-426.57598876953125,18.3864,84,4199.61,420000,42.2197
4238.96,85,-447.3646545410156,21.4071,85,4196.94,425000,43.1833
4130.88,86,-436.5989685058594,16.2798,86,4074.18,430000,42.023
4179.9,87,-465.2666015625,18.1636,87,4116.19,435000,43.2619
4286.09,88,-465.0109558105469,20.1921,88,4222.43,440000,43.6877
4218.56,89,-479.6114501953125,18.8003,89,4158.21,445000,43.1405
4237.53,90,-435.0986328125,16.8873,90,4166.64,450000,41.769
4240.6,91,-461.0724792480469,17.742,91,4032.74,455000,41.8737
4296.44,92,-474.0201110839844,17.898,92,4232.22,460000,41.7928
4259.4,93,-471.1694030761719,17.4132,93,4204.1,465000,41.6185
4228.64,94,-477.4310607910156,16.6835,94,4139.73,470000,42.2182
4406.66,95,-467.6517639160156,15.9171,95,4265.33,475000,41.6726
4362.02,96,-458.77508544921875,16.4069,96,4278.95,480000,40.8606
4277.58,97,-510.5286865234375,18.1771,97,4233.97,485000,42.2481
3751.57,98,-465.1557312011719,15.6999,98,3492.46,490000,41.2016
4389.47,99,-478.1451721191406,17.2887,99,4184.25,495000,41.8285
4249.32,100,-503.2052917480469,16.375,100,4024.12,500000,42.1632
4431.16,101,-540.2792358398438,18.7902,101,4346.28,505000,43.5647
4469.99,102,-525.60888671875,17.3135,102,4383.12,510000,41.5149
4476.66,103,-499.52667236328125,16.7928,103,4420.58,515000,41.7219
4518.88,104,-521.8682250976562,17.1219,104,4048.31,520000,41.5017
4440.09,105,-528.7635498046875,16.4677,105,4355.95,525000,40.8867
4341.56,106,-557.4866943359375,17.2771,106,4283.0,530000,41.3485
4507.59,107,-547.7565307617188,17.7315,107,4276.64,535000,42.0543
4540.47,108,-552.012451171875,17.6901,108,4278.65,540000,41.749
4489.1,109,-556.9971313476562,17.6978,109,4427.48,545000,42.362
4695.98,110,-503.83953857421875,15.7266,110,4480.81,550000,41.7498
4503.95,111,-596.7584838867188,18.8741,111,4426.9,555000,42.3873
4299.89,112,-607.8309936523438,15.871,112,3566.27,560000,43.5816
4530.66,113,-569.1798706054688,17.7832,113,4448.82,565000,42.1753
4459.85,114,-568.8417358398438,15.676,114,4376.51,570000,41.9411
4300.22,115,-569.52294921875,15.518,115,3802.09,575000,41.1096
4615.88,116,-556.4484252929688,16.7438,116,4533.44,580000,41.4434
4564.52,117,-621.7652587890625,17.9496,117,4495.32,585000,41.7189
4662.25,118,-565.0006713867188,14.8772,118,4590.62,590000,40.63
4467.58,119,-592.8016357421875,15.1335,119,4393.57,595000,41.7244
3720.57,120,-599.9638671875,16.4298,120,2971.97,600000,41.639
4537.83,121,-641.8456420898438,16.7412,121,4475.97,605000,41.5318
4539.06,122,-628.6378173828125,15.6759,122,4417.34,610000,41.1176
4501.13,123,-642.0046997070312,16.2946,123,4454.94,615000,41.3647
4675.37,124,-648.5135498046875,16.227,124,4320.84,620000,41.0352
4568.56,125,-690.9345703125,17.7251,125,4476.66,625000,42.1181
4594.48,126,-658.4714965820312,17.2418,126,4576.39,630000,41.7994
4638.0,127,-670.7138061523438,15.6494,127,4386.55,635000,41.9017
4702.16,128,-703.1626586914062,20.4892,128,4397.26,640000,43.2923
4697.09,129,-707.9590454101562,18.2031,129,4587.5,645000,41.6117
4706.85,130,-730.722412109375,18.68,130,4569.94,650000,42.4448
2482.4,131,-703.3687744140625,17.2735,131,3674.26,655000,42.0417
4523.89,132,-736.5958862304688,17.832,132,4520.23,660000,42.8774
4521.51,133,-650.262451171875,14.9097,133,4484.05,665000,40.4736
4681.99,134,-732.4224853515625,16.7473,134,4591.61,670000,42.0637
4636.71,135,-726.5750732421875,16.5428,135,4538.68,675000,41.6258
4663.85,136,-742.0631103515625,17.2837,136,4544.49,680000,42.1308
4773.22,137,-685.6549072265625,16.2039,137,4524.66,685000,41.7155
4803.08,138,-772.405029296875,18.2886,138,4571.96,690000,42.9034
4726.96,139,-747.901123046875,16.5805,139,4634.51,695000,42.0835
4595.49,140,-786.4776611328125,18.0346,140,4500.64,700000,42.1953
4780.64,141,-771.3777465820312,17.2859,141,4487.55,705000,41.9515
4691.7,142,-767.5320434570312,16.3182,142,4551.2,710000,41.1879
4674.39,143,-702.739990234375,15.3876,143,4573.89,715000,40.4303
4680.52,144,-691.8134765625,14.5789,144,4498.41,720000,39.8705
4637.26,145,-793.1004638671875,16.8002,145,4524.57,725000,42.161
4749.93,146,-773.6286010742188,17.3789,146,4591.2,730000,41.3843
4662.63,147,-771.9227905273438,15.7216,147,4525.15,735000,41.13
4685.97,148,-821.9265747070312,17.0135,148,4606.23,740000,41.6562
4749.96,149,-840.1577758789062,16.9277,149,4613.74,745000,41.362
4703.92,150,-813.085205078125,16.3926,150,4611.3,750000,41.037
4707.42,151,-781.076171875,16.8359,151,4551.0,755000,40.7216
4769.27,152,-790.6087646484375,16.4929,152,4631.52,760000,41.0144
4774.11,153,-831.195556640625,16.5412,153,4668.63,765000,42.0722
4769.42,154,-868.3700561523438,16.6245,154,4389.44,770000,42.0185
4881.83,155,-834.0142211914062,16.7754,155,4712.09,775000,41.3336
4655.76,156,-749.2315063476562,14.7793,156,4560.59,780000,40.0276
4837.4,157,-904.6643676757812,16.7784,157,4167.41,785000,42.471
4660.53,158,-914.7698364257812,17.8477,158,4512.97,790000,41.507
4622.63,159,-838.0076293945312,14.7471,159,4515.27,795000,40.985
4846.47,160,-926.0492553710938,17.3578,160,4622.78,800000,42.2914
4691.82,161,-887.690185546875,14.7561,161,4048.62,805000,42.2246
4879.46,162,-954.4766235351562,15.4119,162,3984.54,810000,43.007
4857.59,163,-908.0374145507812,18.1253,163,3504.73,815000,42.6851
4739.51,164,-945.5673217773438,16.3318,164,4625.79,820000,41.9252
4844.31,165,-834.337158203125,15.4799,165,4234.75,825000,41.2158
4728.2,166,-982.1897583007812,18.6899,166,4607.85,830000,42.1821
4848.18,167,-1034.23486328125,19.8169,167,4697.63,835000,43.1795
4828.43,168,-909.7748413085938,16.7757,168,4774.7,840000,41.3542
4960.4,169,-979.6926879882812,16.0361,169,3581.45,845000,42.5605
4822.86,170,-1087.1920166015625,20.454,170,4675.86,850000,43.9744
4685.65,171,-1027.7886962890625,17.4923,171,4522.22,855000,42.7583
4630.64,172,-1064.369140625,16.9621,172,4439.59,860000,42.6843
4690.31,173,-983.3419799804688,17.0147,173,4618.66,865000,42.4585
4732.77,174,-1065.8953857421875,18.8681,174,4645.67,870000,42.4315
4733.7,175,-1000.6766357421875,17.4764,175,4577.6,875000,41.7028
4899.25,176,-1027.6212158203125,17.847,176,4520.94,880000,41.7877
4851.19,177,-1069.682373046875,16.8899,177,4650.61,885000,42.0507
4769.82,178,-884.2350463867188,15.8704,178,4659.68,890000,40.4869
4921.84,179,-1055.9869384765625,17.8574,179,4816.38,895000,41.8166
4857.5,180,-994.7366333007812,15.6315,180,4724.92,900000,41.7327
4919.14,181,-1107.41259765625,16.7158,181,4717.54,905000,43.0394
4765.85,182,-978.0122680664062,14.7265,182,4413.53,910000,40.8807
4742.77,183,-976.87646484375,14.9896,183,4564.95,915000,41.507
4771.89,184,-1063.283203125,16.444,184,4646.03,920000,41.2382
4715.6,185,-1139.57861328125,16.4948,185,4565.57,925000,41.8747
4748.34,186,-1008.311279296875,13.8555,186,4116.52,930000,41.5861
4798.74,187,-1137.921142578125,15.8543,187,3838.97,935000,42.1399
4750.56,188,-1124.6561279296875,16.3069,188,4460.08,940000,41.0337
4847.35,189,-1164.50390625,16.0598,189,4415.5,945000,41.9932
4941.39,190,-1216.62548828125,18.0903,190,4366.01,950000,42.4436
4770.44,191,-1141.53857421875,16.9758,191,4682.18,955000,41.3811
4735.12,192,-1056.9771728515625,16.766,192,4651.57,960000,40.7214
4781.79,193,-1186.21826171875,16.2584,193,4694.22,965000,40.9004
4756.23,194,-1029.744140625,15.5799,194,4654.62,970000,40.5252
4823.75,195,-1232.23681640625,17.4014,195,4545.86,975000,41.3776
4669.68,196,-1174.294677734375,16.7598,196,4246.33,980000,40.9372
4841.85,197,-1053.23974609375,16.6918,197,4614.98,985000,40.9987
4727.04,198,-1073.576416015625,15.0646,198,4572.18,990000,40.2104
4827.08,199,-1225.973876953125,17.1537,199,4719.87,995000,40.7322
4823.55,200,-1108.0030517578125,17.4965,200,4754.87,1000000,40.7941
4784.94,201,-1138.0338134765625,17.1058,201,4701.09,1005000,40.997
4656.87,202,-1212.734619140625,17.1548,202,4604.48,1010000,41.2577
4712.54,203,-1213.7176513671875,17.2005,203,4688.63,1015000,41.3875
4673.62,204,-1245.5411376953125,17.1647,204,4641.1,1020000,41.2834
4732.31,205,-1270.0321044921875,18.2431,205,4679.72,1025000,41.9122
4762.1,206,-1287.911865234375,18.4804,206,4685.8,1030000,42.2299
4758.11,207,-1324.6571044921875,18.9233,207,4584.41,1035000,41.7903
4784.85,208,-1277.1575927734375,18.0566,208,4591.89,1040000,41.569
4744.45,209,-1333.5523681640625,18.3462,209,4709.84,1045000,41.6125
4829.11,210,-1362.0128173828125,18.4929,210,4552.91,1050000,42.4109
4812.46,211,-1351.7481689453125,18.4007,211,4719.37,1055000,42.4701
4741.76,212,-1329.29638671875,17.7055,212,4545.25,1060000,41.074
4709.32,213,-1276.654296875,19.3077,213,4658.45,1065000,41.822
4682.37,214,-1377.3262939453125,17.3379,214,4637.73,1070000,41.266
4707.62,215,-1255.7103271484375,16.061,215,4677.55,1075000,40.9828
4694.69,216,-1304.814697265625,16.7415,216,4629.26,1080000,41.178
4812.19,217,-1241.11181640625,17.2786,217,4744.67,1085000,41.2686
4801.21,218,-1288.560302734375,16.4112,218,4746.21,1090000,40.4676
4690.64,219,-1282.9552001953125,16.6321,219,4515.7,1095000,40.8429
4747.66,220,-1306.3359375,15.9224,220,4677.93,1100000,41.0085
4701.26,221,-1191.5960693359375,15.3938,221,4661.46,1105000,40.7192
4764.37,222,-1258.3482666015625,15.5032,222,4589.18,1110000,40.7247
4852.42,223,-1276.2899169921875,16.2929,223,4740.93,1115000,40.9947
4859.25,224,-1377.694580078125,15.6206,224,4734.43,1120000,40.9956
4805.04,225,-1407.9053955078125,16.3298,225,4677.87,1125000,40.7748
4728.68,226,-1350.4483642578125,15.7911,226,4497.19,1130000,40.1495
4730.63,227,-1335.6007080078125,15.0124,227,4661.12,1135000,40.5519
-0.87,228,-1612.795654296875,32.0565,228,1395.82,1140000,41.5682
4550.39,229,-1478.0030517578125,17.2216,229,4526.54,1145000,41.3746
4463.09,230,-1527.4224853515625,16.639,230,4318.11,1150000,41.0006
-97.79,231,-2176.2041015625,56.95,231,-100.81,1155000,55.1339
-4.18,232,-2205.2080078125,67.6353,232,-9.29,1160000,56.052
-8.14,233,-2248.98583984375,50.6577,233,-95.44,1165000,55.6377
4932.24,234,-1584.7344970703125,17.5607,234,3972.4,1170000,41.966
4810.83,235,-1660.171142578125,17.5253,235,4534.13,1175000,42.8385
4654.26,236,-1691.173583984375,23.6911,236,2792.18,1180000,42.5349
77.17,237,-1835.2030029296875,36.1313,237,2432.69,1185000,42.4551
4880.25,238,-1582.6416015625,17.5042,238,4565.66,1190000,41.4292
4793.76,239,-1696.5479736328125,16.8712,239,4651.6,1195000,42.2813
4595.67,240,-1495.2623291015625,15.5997,240,4575.47,1200000,40.2261
4897.15,241,-1597.5970458984375,14.8583,241,4746.11,1205000,40.5161
4928.46,242,-1494.06689453125,15.7783,242,4190.71,1210000,40.6904
4584.12,243,-1676.3338623046875,16.6621,243,4387.14,1215000,41.2124
4550.23,244,-1768.013916015625,14.1038,244,4057.93,1220000,41.956
4758.96,245,-1683.0682373046875,15.8673,245,3753.29,1225000,40.9224
4695.11,246,-1555.8958740234375,14.1469,246,4070.01,1230000,41.7771
4922.46,247,-1500.72802734375,14.6487,247,3648.2,1235000,40.1085
4458.49,248,-1677.4442138671875,14.5388,248,3613.6,1240000,41.7427
4732.36,249,-1758.21435546875,14.6059,249,4029.28,1245000,41.263
4973.35,250,-1719.56298828125,13.4158,250,3403.63,1250000,41.3008
2946.78,251,-1575.87353515625,12.184,251,2665.59,1255000,42.2469
2265.83,252,-1891.4620361328125,17.3906,252,1315.61,1260000,42.4104
282.03,253,-1301.756103515625,12.7609,253,733.23,1265000,45.9055
229.57,254,-1404.62255859375,11.951,254,945.06,1270000,44.222
624.6,255,-2314.704833984375,26.97,255,560.9,1275000,48.6231
4934.91,256,-1961.545654296875,13.9313,256,3448.6,1280000,42.2621
215.05,257,-2138.24462890625,14.6702,257,1406.11,1285000,43.0585
4956.86,258,-2095.731201171875,24.3342,258,2378.01,1290000,43.0929
4900.74,259,-1850.1412353515625,17.3239,259,3987.38,1295000,41.0812
4959.17,260,-1907.177001953125,16.3214,260,4368.09,1300000,41.6123
218.12,261,-2410.352783203125,25.9658,261,182.98,1305000,45.9654
234.36,262,-2233.589599609375,33.6866,262,247.46,1310000,50.5064
739.15,263,-2011.8861083984375,15.2141,263,1227.47,1315000,44.9069
4666.49,264,-1968.52978515625,17.3541,264,4374.95,1320000,42.5016
4687.49,265,-2097.565185546875,17.7223,265,3438.89,1325000,42.3221
4509.6,266,-2084.080322265625,17.8098,266,4487.79,1330000,42.0036
4521.86,267,-2138.35986328125,18.9201,267,4248.9,1335000,42.8009
4810.45,268,-1888.9512939453125,16.9007,268,4755.55,1340000,41.2275
4853.53,269,-1973.368896484375,18.5981,269,4743.05,1345000,42.0134
4791.89,270,-1933.15380859375,16.9709,270,4375.43,1350000,41.4616
4868.5,271,-2108.838134765625,18.487,271,4790.22,1355000,42.0877
4827.08,272,-2001.19873046875,18.1075,272,4737.73,1360000,41.4924
3550.21,273,-2282.238525390625,20.3307,273,3896.36,1365000,41.7969
4880.57,274,-2067.010986328125,17.5033,274,4709.49,1370000,41.2425
4831.88,275,-2128.479248046875,18.6485,275,4767.74,1375000,41.487
4923.06,276,-2154.2001953125,18.2251,276,4787.84,1380000,41.4004
4865.3,277,-2076.035400390625,19.0136,277,4622.9,1385000,41.4725
4924.44,278,-2100.26025390625,18.2559,278,4806.46,1390000,41.1017
4849.05,279,-2175.270263671875,18.2782,279,4738.24,1395000,41.6536
4823.3,280,-2168.650390625,17.8439,280,4729.85,1400000,40.9252
4863.52,281,-2115.9013671875,17.0781,281,4771.68,1405000,41.1547
4851.64,282,-2282.625244140625,17.4583,282,4627.18,1410000,40.8684
4793.55,283,-2407.316650390625,19.4521,283,4700.75,1415000,42.0161
4864.94,284,-2388.265625,17.5491,284,4754.75,1420000,41.3158
4901.1,285,-2384.834228515625,18.8378,285,4799.35,1425000,41.9672
4812.61,286,-2529.078125,20.0568,286,4733.24,1430000,42.2589
4810.74,287,-2474.353515625,19.5439,287,4680.13,1435000,41.9073
4909.39,288,-2578.033935546875,20.3109,288,4766.06,1440000,42.5154
4864.52,289,-2536.18994140625,20.4908,289,4765.22,1445000,42.4768
4873.83,290,-2385.219482421875,17.0442,290,4533.38,1450000,41.3978
4767.09,291,-2473.04052734375,18.0368,291,4642.93,1455000,41.2352
4754.48,292,-2340.788330078125,16.2813,292,4617.91,1460000,41.1756
4626.11,293,-2241.668701171875,18.4046,293,4549.51,1465000,41.4391
4851.7,294,-2391.361328125,19.1432,294,4667.33,1470000,41.6706
4645.76,295,-2193.658935546875,16.2006,295,4619.23,1475000,40.966
4607.11,296,-2492.136474609375,17.4321,296,4563.45,1480000,41.4823
4789.07,297,-2409.411865234375,17.6076,297,4634.88,1485000,41.2103
4711.0,298,-2371.759033203125,17.1001,298,4617.37,1490000,41.7812
4700.52,299,-2519.994140625,16.9624,299,4363.29,1495000,41.3203
4765.18,300,-2411.51708984375,17.2602,300,4638.65,1500000,41.0418
4660.4,301,-2370.753662109375,17.1763,301,4600.01,1505000,40.5163
4726.21,302,-2536.495849609375,15.8019,302,4455.63,1510000,40.2957
4717.81,303,-2295.640380859375,15.7345,303,4090.47,1515000,40.067
4797.23,304,-2318.29833984375,15.9198,304,4347.07,1520000,40.8414
4741.23,305,-2285.201171875,16.2865,305,4525.72,1525000,40.4549
2577.58,306,-2764.393310546875,17.0453,306,1798.06,1530000,42.663
4738.2,307,-2527.6474609375,16.0342,307,4380.0,1535000,40.6489
4676.42,308,-2521.425048828125,16.9595,308,4429.57,1540000,40.7013
4745.11,309,-2710.177490234375,17.4103,309,4662.02,1545000,41.1171
4880.61,310,-2553.40673828125,16.9466,310,4573.12,1550000,41.2876
4934.24,311,-2773.778076171875,17.26,311,4438.64,1555000,40.9819
4803.18,312,-2515.214111328125,16.8526,312,4708.8,1560000,40.6639
4680.05,313,-2634.933837890625,16.7451,313,4325.39,1565000,41.0312
4709.0,314,-2461.41259765625,16.2854,314,4716.04,1570000,40.7459
4756.73,315,-2471.96923828125,15.9687,315,4687.16,1575000,41.0186
4752.11,316,-2404.706298828125,17.0877,316,4542.24,1580000,41.1393
4738.74,317,-2371.260498046875,16.4638,317,4680.16,1585000,40.6281
4777.3,318,-2486.1005859375,16.3982,318,4674.22,1590000,40.6339
4761.95,319,-2763.069091796875,16.8138,319,4666.77,1595000,41.1063
4701.2,320,-2766.163818359375,16.2754,320,4609.2,1600000,40.9896
7.24,321,-3650.094970703125,39.9856,321,348.73,1605000,52.2451
619.93,322,-3120.00146484375,33.815,322,640.37,1610000,44.8037
-36.31,323,-4052.760986328125,71.3817,323,149.22,1615000,57.4441
32.17,324,-4058.112060546875,51.6435,324,54.19,1620000,56.8078
-12.54,325,-4179.21826171875,56.4368,325,40.24,1625000,56.919
4708.03,326,-3028.9072265625,17.7992,326,4454.28,1630000,41.6528
4214.37,327,-2808.61279296875,19.9828,327,2882.62,1635000,41.5063
4641.0,328,-2779.974365234375,16.9174,328,4506.43,1640000,40.7364
4712.38,329,-3049.94775390625,18.2137,329,4616.74,1645000,41.3259
4595.64,330,-2985.388916015625,17.7388,330,4556.18,1650000,41.8613
4826.54,331,-2759.93115234375,17.3932,331,4741.16,1655000,41.1194
4696.24,332,-2981.739013671875,16.1518,332,4470.44,1660000,41.1045
4555.81,333,-2857.8193359375,14.549,333,4624.02,1665000,40.7066
4705.03,334,-3075.78173828125,16.2587,334,4654.72,1670000,41.0062
4788.51,335,-2857.502685546875,16.6472,335,4702.73,1675000,41.4597
4836.47,336,-3290.057861328125,18.0285,336,4744.79,1680000,41.2306
4866.25,337,-3194.0966796875,17.0312,337,4760.41,1685000,41.0062
4903.15,338,-3157.41015625,16.9667,338,4606.6,1690000,40.8242
4903.59,339,-2973.08837890625,15.4662,339,4738.76,1695000,41.0608
4865.0,340,-3126.93310546875,17.6762,340,4614.13,1700000,41.0972
4844.55,341,-3176.190185546875,16.4727,341,4702.63,1705000,41.1146
4850.25,342,-3201.84521484375,16.6593,342,4593.63,1710000,40.9925
4742.05,343,-3171.137939453125,17.2529,343,4686.05,1715000,41.1813
4802.65,344,-3217.829345703125,16.1144,344,4721.11,1720000,41.2238
4659.32,345,-3397.770751953125,17.5566,345,4604.67,1725000,41.4243
4677.9,346,-3365.223388671875,16.9718,346,4599.51,1730000,41.1066
4761.51,347,-3486.680908203125,17.7799,347,4558.64,1735000,41.3147
4777.59,348,-3558.3046875,17.5563,348,4717.24,1740000,41.531
4843.9,349,-3305.062744140625,16.6824,349,4742.64,1745000,41.0195
4713.4,350,-3322.95166015625,17.7575,350,4534.02,1750000,40.9251
4745.66,351,-3201.824462890625,15.8376,351,4645.3,1755000,40.8734
4662.08,352,-3240.197265625,17.0921,352,4625.66,1760000,40.3744
4853.14,353,-3244.08935546875,16.4824,353,4745.26,1765000,41.1392
4631.34,354,-3395.650146484375,17.4942,354,4399.9,1770000,41.5855
4751.71,355,-3163.793212890625,15.3972,355,4634.64,1775000,40.5193
4740.09,356,-3168.43017578125,17.3042,356,4499.92,1780000,40.8034
4701.65,357,-3460.030517578125,19.5117,357,4602.15,1785000,40.5153
4658.11,358,-3255.562744140625,16.5862,358,4535.61,1790000,40.8137
4706.25,359,-3142.950439453125,16.3173,359,4709.59,1795000,40.5102
4725.28,360,-3412.600341796875,16.4009,360,4509.52,1800000,40.8254
4768.2,361,-3546.25048828125,18.3428,361,4690.36,1805000,41.1489
4875.25,362,-3261.405029296875,16.0239,362,4548.51,1810000,40.6954
4858.99,363,-3148.145751953125,16.6132,363,4536.46,1815000,40.8868
4698.34,364,-3190.0888671875,17.5738,364,4638.24,1820000,40.2043
4245.39,365,-3501.622802734375,17.4,365,3755.67,1825000,41.0842
4677.35,366,-3359.462890625,16.9256,366,3225.92,1830000,40.6514
4074.98,367,-3683.278564453125,26.6911,367,3468.47,1835000,41.3558
3295.99,368,-3558.464599609375,17.2041,368,3842.63,1840000,41.289
4886.37,369,-3613.31689453125,17.2296,369,3840.76,1845000,40.9355
4598.77,370,-3592.7275390625,18.5147,370,4394.43,1850000,41.3996
1918.34,371,-3703.48974609375,30.0183,371,2434.56,1855000,41.8124
935.32,372,-4065.9208984375,54.6871,372,2034.16,1860000,42.1165
4461.52,373,-3633.714599609375,25.474,373,4417.73,1865000,41.2571
4627.71,374,-3463.33984375,16.6189,374,4563.78,1870000,40.5841
4563.85,375,-3205.8076171875,15.7791,375,3550.27,1875000,40.5669
4599.41,376,-3482.343505859375,16.2737,376,4593.21,1880000,41.2166
4852.3,377,-3287.397216796875,17.1681,377,4724.74,1885000,40.4939
4804.96,378,-3246.035400390625,16.7461,378,4706.4,1890000,41.2209
4283.01,379,-3308.482666015625,15.3339,379,4435.04,1895000,40.6966
4987.65,380,-3418.208984375,16.5223,380,4694.45,1900000,40.6704
4973.78,381,-3562.570068359375,16.4911,381,4470.29,1905000,40.8665
4633.25,382,-3781.1328125,16.9031,382,4280.45,1910000,40.9736
5007.89,383,-3524.23291015625,16.14,383,4409.23,1915000,40.5368
4481.0,384,-3808.88916015625,22.8542,384,3480.4,1920000,41.1012
