Running Forward KL,Running Reverse KL,Real Det Return,Real Sto Return,Itration,Reward Loss,Running Env Steps,Running Update Time
38.3429,16.4618,219.46,214.34,0,114.7968521118164,0,0
37.2455,49.5302,255.04,262.9,1,118.95988464355469,5000,1
36.6492,60.4941,276.42,285.47,2,100.0701904296875,10000,2
36.4942,34.1217,354.08,348.85,3,78.52883911132812,15000,3
35.0039,22.6134,416.42,433.78,4,71.39786529541016,20000,4
37.2655,22.783,347.17,376.35,5,27.243480682373047,25000,5
33.2179,14.9281,817.91,913.82,6,48.605224609375,30000,6
32.9376,16.9482,917.64,866.55,7,45.17264938354492,35000,7
33.4428,16.9205,2349.01,1127.25,8,34.56964874267578,40000,8
32.5755,19.5857,1799.01,1339.46,9,4.602357864379883,45000,9
32.0777,20.5832,1418.31,1561.9,10,0.5866233110427856,50000,10
31.5001,24.2464,1232.82,1208.83,11,-36.976531982421875,55000,11
32.5123,25.3254,925.16,912.08,12,-36.5351448059082,60000,12
32.2273,17.8983,2491.3,2290.43,13,6.132903575897217,65000,13
32.073,19.3458,2790.56,2905.08,14,3.2817115783691406,70000,14
31.5914,19.2324,3089.21,2950.46,15,-1.540357232093811,75000,15
30.9437,17.4869,2798.94,1314.09,16,-24.648448944091797,80000,16
30.3005,15.1182,1635.61,2428.18,17,1.7810314893722534,85000,17
31.2074,17.7529,2844.7,2867.53,18,3.376871347427368,90000,18
32.4389,17.1283,1594.78,1663.87,19,-16.439990997314453,95000,19
32.0978,18.0305,1238.54,1104.75,20,-39.097103118896484,100000,20
31.5394,16.5901,2996.87,2353.23,21,-18.644180297851562,105000,21
31.6987,18.2965,3249.19,2652.36,22,-2.143289804458618,110000,22
31.1794,15.9178,3207.23,2698.56,23,-37.52960968017578,115000,23
32.2285,15.5899,1911.87,1620.37,24,-48.4376335144043,120000,24
32.0541,16.7057,2051.77,1904.85,25,-55.05855941772461,125000,25
31.8822,17.5373,1388.87,1185.55,26,-81.30797576904297,130000,26
30.1434,16.011,3135.29,2023.2,27,-54.51180648803711,135000,27
31.1545,16.8888,3271.8,1960.93,28,-52.27430725097656,140000,28
31.184,21.9188,1636.49,1241.21,29,-99.736572265625,145000,29
32.2631,19.6971,3173.39,3174.12,30,-40.223358154296875,150000,30
30.9861,22.8861,2541.01,1842.52,31,-85.9718246459961,155000,31
30.8178,19.8586,3249.64,2028.26,32,-74.44161224365234,160000,32
30.7274,19.0468,3210.46,1976.88,33,-84.59261322021484,165000,33
32.7475,21.1761,1609.6,1256.79,34,-134.5517578125,170000,34
31.0735,18.1954,3226.16,2457.24,35,-78.8060302734375,175000,35
31.0603,21.9221,912.35,2332.83,36,-103.30924224853516,180000,36
31.3537,24.2176,2082.57,1636.07,37,-144.40196228027344,185000,37
30.6992,22.5686,1183.83,1399.13,38,-156.71546936035156,190000,38
29.6967,18.2266,2735.61,1720.03,39,-108.65034484863281,195000,39
29.0125,17.5186,3190.4,2402.87,40,-71.42323303222656,200000,40
29.6923,23.6553,3233.08,1663.61,41,-129.432373046875,205000,41
29.0929,22.0565,2200.8,1322.34,42,-150.65679931640625,210000,42
28.2817,25.5259,1439.17,1667.21,43,-181.63775634765625,215000,43
27.8541,19.0025,1391.65,1807.91,44,-122.92713928222656,220000,44
29.1217,30.7412,1588.39,1408.47,45,-197.47389221191406,225000,45
29.5133,26.9584,1592.23,1697.33,46,-190.39427185058594,230000,46
27.9601,21.7172,2257.04,2572.45,47,-140.0394744873047,235000,47
27.1743,16.2789,3220.54,2979.25,48,-71.18275451660156,240000,48
29.1549,27.4701,1097.72,1284.4,49,-205.3985137939453,245000,49
29.8838,25.7439,1512.35,1915.08,50,-172.50921630859375,250000,50
29.5144,23.3522,2878.05,2071.99,51,-138.82083129882812,255000,51
28.428,17.0539,3187.35,2848.56,52,-60.61591339111328,260000,52
28.5094,22.3217,3220.77,2746.63,53,-136.71844482421875,265000,53
28.4435,20.9565,3208.94,2876.6,54,-157.44418334960938,270000,54
29.4218,30.9314,1380.86,1706.94,55,-253.62303161621094,275000,55
29.4721,29.1215,3223.35,1961.4,56,-238.10171508789062,280000,56
27.3342,15.2472,3234.64,3168.46,57,-41.75588607788086,285000,57
31.9953,33.8406,1094.96,1087.37,58,-311.5185241699219,290000,58
29.4272,23.2117,3094.15,2093.62,59,-160.6768798828125,295000,59
28.914,28.4071,1266.98,1837.31,60,-245.3042449951172,300000,60
28.5964,30.4052,1036.5,1227.88,61,-251.36447143554688,305000,61
29.4744,29.4867,2947.08,2040.7,62,-275.8333740234375,310000,62
27.7826,18.7314,2521.59,2075.08,63,-130.869873046875,315000,63
28.1463,17.7296,3199.95,2686.64,64,-111.52623748779297,320000,64
27.781,23.4546,3046.22,2379.82,65,-248.40292358398438,325000,65
29.258,16.1956,3133.04,2701.01,66,-104.22390747070312,330000,66
27.3563,14.0191,3269.47,2192.21,67,-74.29507446289062,335000,67
27.3521,17.269,3360.73,2973.13,68,-130.49737548828125,340000,68
26.6587,13.6394,799.25,1849.96,69,-82.57886505126953,345000,69
29.7194,25.5237,1124.83,1282.21,70,-342.1851806640625,350000,70
27.1953,16.9631,3231.07,2627.58,71,-143.66497802734375,355000,71
27.3832,16.9326,3255.1,2781.72,72,-195.71688842773438,360000,72
27.8683,17.0117,3302.58,2576.09,73,-168.9722900390625,365000,73
28.6646,17.9075,3363.23,2187.19,74,-209.50018310546875,370000,74
29.2421,20.8049,3357.18,1819.11,75,-299.311279296875,375000,75
30.8326,18.9616,3089.69,2987.35,76,-121.9859390258789,380000,76
27.6425,16.3464,3279.84,2196.58,77,-163.00743103027344,385000,77
28.8547,18.2269,3246.27,2165.91,78,-251.85028076171875,390000,78
28.6135,22.6238,3361.46,2562.81,79,-311.70391845703125,395000,79
27.0975,15.3598,3304.01,2659.7,80,-140.41281127929688,400000,80
27.61,18.8717,2136.58,2429.76,81,-251.2771453857422,405000,81
28.2429,21.7252,3075.63,2487.2,82,-276.07476806640625,410000,82
28.6447,20.3795,3302.88,2032.7,83,-260.027587890625,415000,83
27.449,16.3808,3149.7,2966.12,84,-171.5516815185547,420000,84
28.2562,14.5371,2487.4,3020.95,85,-148.9849395751953,425000,85
29.0212,20.6955,2618.58,1877.54,86,-312.5370788574219,430000,86
29.7671,22.6083,1568.86,1613.65,87,-374.49530029296875,435000,87
29.0216,19.6541,2475.25,1522.6,88,-339.6571960449219,440000,88
27.7552,23.2301,1262.07,1532.81,89,-338.86248779296875,445000,89
28.2477,19.4519,3397.94,2635.9,90,-297.51934814453125,450000,90
26.5241,13.4469,3231.82,3048.2,91,-137.525146484375,455000,91
27.6496,18.6217,1226.2,1871.62,92,-312.9896545410156,460000,92
28.2191,15.5382,3313.78,2908.93,93,-151.14688110351562,465000,93
29.6446,25.682,2667.74,1497.32,94,-472.80670166015625,470000,94
28.5877,23.7927,2780.16,1291.99,95,-425.91680908203125,475000,95
27.9839,16.7519,3315.96,2526.31,96,-188.39361572265625,480000,96
27.8868,15.3845,3386.64,2655.02,97,-225.66357421875,485000,97
28.5681,14.8215,3349.89,2067.48,98,-274.0230712890625,490000,98
28.7884,16.2392,3398.53,1986.43,99,-353.2452087402344,495000,99
28.499,12.7613,3339.97,1991.12,100,-218.43453979492188,500000,100
27.1997,12.8953,1795.48,2308.46,101,-195.04183959960938,505000,101
27.2976,13.1161,3233.62,2284.01,102,-183.65451049804688,510000,102
27.0653,13.2672,1151.51,2190.35,103,-210.95567321777344,515000,103
27.5454,12.9423,3342.6,2450.8,104,-237.7324676513672,520000,104
28.9562,15.2004,1532.58,1682.24,105,-366.4736022949219,525000,105
26.1591,12.7003,3247.72,2789.16,106,-182.66946411132812,530000,106
27.6066,13.8896,3325.16,2388.63,107,-252.0047149658203,535000,107
26.5219,13.5293,3208.47,2653.09,108,-193.2228546142578,540000,108
28.46,14.5601,3010.04,1987.07,109,-404.9107360839844,545000,109
26.3292,12.4124,1536.2,2301.97,110,-251.32667541503906,550000,110
26.5802,13.6727,3239.23,2556.62,111,-245.8348846435547,555000,111
26.6457,12.8107,3180.82,2757.43,112,-278.2189636230469,560000,112
27.4264,14.6801,3288.0,2241.9,113,-305.82525634765625,565000,113
27.9986,13.659,1785.71,1957.25,114,-374.4008483886719,570000,114
28.137,12.5673,2301.24,1926.26,115,-295.5662841796875,575000,115
27.2734,13.7286,3273.52,2780.01,116,-197.54835510253906,580000,116
29.4484,13.3565,1385.95,1622.43,117,-440.96563720703125,585000,117
27.6874,13.3128,3436.3,2662.21,118,-272.83795166015625,590000,118
27.2962,13.1154,3122.99,2078.23,119,-317.3502502441406,595000,119
27.639,13.7924,2835.74,2326.7,120,-263.9511413574219,600000,120
27.1626,14.3595,3367.18,2737.19,121,-266.7050476074219,605000,121
28.481,13.37,1507.28,1270.9,122,-452.1124267578125,610000,122
28.506,14.0956,3395.23,1472.4,123,-451.9899597167969,615000,123
29.5101,15.3703,1199.3,1596.77,124,-505.5809020996094,620000,124
25.9613,12.8543,3326.34,2289.1,125,-227.28497314453125,625000,125
26.4639,13.0453,3330.85,2061.59,126,-320.64447021484375,630000,126
26.8247,13.8008,3212.65,1895.47,127,-346.74151611328125,635000,127
27.16,13.8254,3332.75,2910.17,128,-288.43817138671875,640000,128
28.4992,15.6333,2462.1,1693.2,129,-502.2571105957031,645000,129
28.0048,15.0997,3337.72,2496.57,130,-347.3619384765625,650000,130
26.7621,15.0908,3260.39,2971.48,131,-182.45860290527344,655000,131
27.4163,14.4514,3347.59,2980.67,132,-302.9499206542969,660000,132
27.1821,12.9333,3186.22,2762.56,133,-279.7460021972656,665000,133
26.9858,15.0917,3209.73,2785.51,134,-206.64512634277344,670000,134
28.5651,15.3089,3459.15,1407.91,135,-547.6660766601562,675000,135
28.3793,14.3859,3433.72,1646.17,136,-488.859130859375,680000,136
28.7284,16.3376,3123.88,1613.91,137,-535.8656005859375,685000,137
26.8422,14.0955,3143.55,2885.19,138,-260.54803466796875,690000,138
27.9954,15.1524,3471.17,1965.65,139,-500.5966491699219,695000,139
27.8656,13.5843,2947.29,2289.55,140,-434.9952087402344,700000,140
26.269,14.2366,3220.68,3154.16,141,-236.09829711914062,705000,141
27.0739,13.9324,3198.75,2994.84,142,-219.3661346435547,710000,142
27.9394,13.6457,3116.9,2343.89,143,-484.487548828125,715000,143
27.1339,15.1743,3215.25,3287.99,144,-252.58436584472656,720000,144
28.3143,13.0635,3358.14,2302.78,145,-495.6756286621094,725000,145
27.2813,13.3088,3392.04,2888.31,146,-335.7845153808594,730000,146
26.1572,13.6549,3246.96,3224.68,147,-340.6222839355469,735000,147
27.0632,13.5832,3306.78,2287.73,148,-363.6606750488281,740000,148
27.8767,14.5407,3216.25,2583.25,149,-467.3440246582031,745000,149
26.6287,14.1105,3288.05,2809.44,150,-264.63116455078125,750000,150
27.4536,13.9108,3402.59,2281.28,151,-398.81280517578125,755000,151
26.985,14.2633,3348.76,2645.34,152,-327.5618591308594,760000,152
26.6151,13.2217,3415.93,2880.94,153,-339.150390625,765000,153
26.6864,13.9495,3204.02,2358.99,154,-369.8914794921875,770000,154
